placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Northside+Heating+%26+Cooling/data=!4m7!3m6!1s0x87cd5219879fd903:0xf70971af4bb1c9f2!8m2!3d34.5591458!4d-92.6044474!16s%2Fg%2F1tds76v2!19sChIJA9mfhxlSzYcR8smxS69xCfc,Northside Heating & Cooling,4.9,858,Heating contractor,,"521 Bird St, Benton, AR 72015, United States","H95W+M6 Benton, Arkansas, USA",https://northsidecomfort.com/services/heating/?utm_source=gbplisting&utm_medium=referral,+1 501-778-7144,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3Pnepf1ZYTJx-MUZS69nhhuj8D0-hBxemnggHTqUbsx_FOsszJelB5Sw9wEqLH4LDT0xdZRJomN_WfIgAB2J95e1ZN4LnYOFYgcACb4i2O_4FJfobx4EFXLqGEo4YI0NCAU1jsLaEsQM=w408-h250-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:09.641Z,,
"https://www.google.com/maps/place/Benton+Power+Equipment/@34.5908906,-92.558834,17z/data=!3m1!4b1!4m6!3m5!1s0x87cd514021632c59:0xcaab9ec7f24b5b62!8m2!3d34.5908906!4d-92.558834!16s%2Fg%2F1vlzbx7y",Benton Power Equipment,4.3,46,Tool store,· In-store pick-up,"2827 Military Rd #4, Benton, AR 72015, United States","HCRR+9F Benton, Arkansas, USA",http://www.stihldealer.net/default-dealer-_ncucea.aspx,+1 501-778-8067,Closed · Opens 9 am Tue,,false,8 am–12 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:15.986Z,,
https://www.google.com/maps/place/Witham+%26+Moreland+Construction+and+Services+LLC/data=!4m7!3m6!1s0x87cd518a533b674d:0x18c85085050a3595!8m2!3d34.5966124!4d-92.5640869!16s%2Fg%2F11vstc6w2_!19sChIJTWc7U4pRzYcRlTUKBYVQyBg,Witham & Moreland Construction and Services LLC,5.0,31,General contractor,,"1824 Troy Cir, Benton, AR 72019, United States","HCWP+J9 Benton, Arkansas, USA",https://wamconstructionllc.com/,+1 501-326-4533,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOj4-Us2J7O6Et7grT14Oc2mJyOs_KTT9VoUONW=w408-h306-k-no,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:20.498Z,,
https://www.google.com/maps/place/Brown%27s+Small+Engine+Inc/data=!4m7!3m6!1s0x87cd5232b6a59629:0x69eb9ab6e6c66d60!8m2!3d34.5578964!4d-92.579586!16s%2Fg%2F1tgcyljg!19sChIJKZaltjJSzYcRYG3G5raa62k,Brown's Small Engine Inc,4.6,169,Lawn mower store,· In-store pick-up,"704 Edison Ave, Benton, AR 72015, United States","HC5C+55 Benton, Arkansas, USA",https://brownsmallengine.com/,+1 501-315-7120,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9mOvep8iSDKobcDPGIV4XYYc9dp5NWa6vyDiBoM5Mri7gz_SiO2cSBYlYGsSvmWk3iB86uJ5yH-dBiZ3B9-1dpwCODF5uNxPH81fgJXJ3qerceY1ADFqAgH2T4I1uAi76X_I=w426-h240-k-no,true,9 am–1 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:24.995Z,,
"https://www.google.com/maps/place/WEEMS+ELECTRIC,+LLC/data=!4m7!3m6!1s0x87cd5161642edb5b:0x3eefba909aa917d8!8m2!3d34.7520156!4d-92.129428!16s%2Fg%2F11pq4b_lfw!19sChIJW9suZGFRzYcR2BepmpC67z4","WEEMS ELECTRIC, LLC",5.0,28,Electrician,,,,https://weemselectric.com/,+1 501-672-4142,,https://lh3.googleusercontent.com/p/AF1QipMgmQKoLKHf6b-DlgqI_0VmgMCV2DthSoZPfh1q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:29.270Z,,
https://www.google.com/maps/place/Elliott+Electric+Supply/data=!4m7!3m6!1s0x87cd516fd5a4ef3f:0xea9900c574d6e369!8m2!3d34.583827!4d-92.56923!16s%2Fg%2F11bt_hh7wx!19sChIJP--k1W9RzYcRaePWdMUAmeo,Elliott Electric Supply,4.4,16,Electrical supply store,"Chain supplier of power equipment, fixtures, lamps, fittings, boxes, rods, clamps, conduits & more. · In-store shopping · In-store pick-up · Delivery","2114 Military Rd, Benton, AR 72015, United States","HCMJ+G8 Benton, Arkansas, USA",https://www.elliottelectric.com/locations/131/AR/Benton.aspx,+1 501-303-4983,Closed · Opens 6:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvRK-wD8-5sUeXg2qushpRkf_l6yoW6lqbO_u9NxzXf_czU3zhfs5F0Qd9647tWacMfalILafQlOdZ0D_RhIA6EP3LlAGMver5Hxel1iccuhh38wIwdwe4WS5nLgmq3C-TuO-n=w408-h306-k-no,true,Closed,Closed,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:33.601Z,,
https://www.google.com/maps/place/Elite+Power+Services/data=!4m7!3m6!1s0x87cd4b7e0567eaeb:0x3e691fd7442ad5d4!8m2!3d34.5182038!4d-92.6989738!16s%2Fg%2F11wvpwjm43!19sChIJ6-pnBX5LzYcR1NUqRNcfaT4,Elite Power Services,,,,,"10116 Buffington Rd, Benton, AR 72019, United States","G892+7C Benton, Arkansas, USA",https://www.elitepowergenerators.com/contact-us,+1 501-617-8971,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MpUHKvASON33E-FCufWy7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.04477&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:35.906Z,,
https://www.google.com/maps/place/Greer+Electric/data=!4m7!3m6!1s0x87cd5216ce109e55:0x66155fea9589666e!8m2!3d34.5547132!4d-92.602702!16s%2Fg%2F1wbf_ykf!19sChIJVZ4QzhZSzYcRbmaJlepfFWY,Greer Electric,,,Electrician,,"1050 Bird St, Benton, AR 72015, United States","H93W+VW Benton, Arkansas, USA",,+1 501-366-4010,Closed · Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8YVh9qGQplO3Tld6nUGX3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.2162247&pitch=0&thumbfov=100,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:40.279Z,,
https://www.google.com/maps/place/Nickleson+Electric+%26+Cabling/data=!4m7!3m6!1s0x87cd53cdc5b9a4d9:0x20b75e6e7a1ae325!8m2!3d34.5570635!4d-92.5751304!16s%2Fg%2F1pp2vmv5d!19sChIJ2aS5xc1TzYcRJeMaem5etyA,Nickleson Electric & Cabling,,,Electrician,,"1109 Edison Ave, Benton, AR 72015, United States","HC4F+RW Benton, Arkansas, USA",,+1 501-574-8994,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=srUs3yHfX9RuHnZy-kua0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.22153&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:44.779Z,,
"https://www.google.com/maps/place/Wholesale+Electric+Supply+Co.,+Inc./data=!4m7!3m6!1s0x87cd516bd0ada5a3:0x34829cfe1be2542a!8m2!3d34.5897805!4d-92.5600446!16s%2Fg%2F1tfrmwfb!19sChIJo6Wt0GtRzYcRKlTiG_6cgjQ","Wholesale Electric Supply Co., Inc.",4.1,16,Electrical supply store,· In-store pick-up · Delivery,"2709 Military Rd, Benton, AR 72015, United States","HCQQ+WX Benton, Arkansas, USA",http://www.netwes.com/,+1 501-315-7444,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TOsTCG9YizmBl8SzYt8V-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.05531&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:49.378Z,,
https://www.google.com/maps/place/Home+Outlet/data=!4m7!3m6!1s0x87cd51a92c20a435:0x99a7d5dd6fd2e56c!8m2!3d34.5788061!4d-92.5738345!16s%2Fg%2F11h8kyfn8l!19sChIJNaQgLKlRzYcRbOXSb93Vp5k,Home Outlet,4.8,49,Home improvement store,· In-store shopping · Kerbside pickup · Delivery,"1513 Military Rd, Benton, AR 72015, United States","HCHG+GF Benton, Arkansas, USA",http://www.homeoutlet.com/store/home-outlet-benton-ar,+1 501-860-7340,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOcqPdOtw0TcF7cU_3s9Dt3rqULI5D8wMdM0R-M=w443-h240-k-no,true,8:30 am–3 pm,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:53.772Z,,
https://www.google.com/maps/place/Boll+Weevil+Pawn+%26+Jewelry/data=!4m7!3m6!1s0x87cd5181c165050d:0x255bb999b4bbd8e0!8m2!3d34.5743456!4d-92.5781466!16s%2Fg%2F1twy_251!19sChIJDQVlwYFRzYcR4Ni7tJm5WyU,Boll Weevil Pawn & Jewelry,4.8,442,Pawn shop,· In-store shopping · In-store pick-up,"1205 Military Rd #4, Benton, AR 72015, United States","HCFC+PP Benton, Arkansas, USA",https://www.bollweevilpawn.com/benton,+1 501-778-7900,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPBTRVxka_CtZHpvB8CzU78k4j8xlt502x-s9Q=w426-h240-k-no,true,9 am–6 pm,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:24:58.150Z,,
https://www.google.com/maps/place/Arkansas+Welding+%26+Industrial+Supply/data=!4m7!3m6!1s0x87cd516e954ac175:0x2db292643b453cb8!8m2!3d34.585485!4d-92.5657369!16s%2Fg%2F11f10384t3!19sChIJdcFKlW5RzYcRuDxFO2SSsi0,Arkansas Welding & Industrial Supply,4.6,5,Welding supply store,· In-store pick-up · Delivery,"2400 Military Rd, Benton, AR 72015, United States","HCPM+5P Benton, Arkansas, USA",http://www.awisupply.com/,+1 501-776-3149,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cZFxzoMAFExVCyGg0movFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.69898&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:02.511Z,,
https://www.google.com/maps/place/Doug%27s+Heating+and+Air/data=!4m7!3m6!1s0x87cd53c712ae289d:0x8eb7c921bf0d402a!8m2!3d34.7520156!4d-92.129428!16s%2Fg%2F11bv5vxyhw!19sChIJnSiuEsdTzYcRKkANvyHJt44,Doug's Heating and Air,4.2,26,Heating contractor,,,,http://www.dougsheatingandairllc.com/,+1 501-412-8222,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNFmnJm4XgHuCMcTagAH--7fCGljTPURszQ9GFi=w408-h269-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:07.014Z,,
https://www.google.com/maps/place/Fisher+Electric/data=!4m7!3m6!1s0x87cd5389318507dd:0xa2f2f58fd4c58ba8!8m2!3d34.6192194!4d-92.639854!16s%2Fg%2F11gpm9hm82!19sChIJ3QeFMYlTzYcRqIvF1I_18qI,Fisher Electric,5.0,4,Electrician,,,,https://www.fisherelectricservices.com/,+1 501-627-2506,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNNjVwXK-WcJbBDM4gR3xcW1tAVsKTIuZa4JNyi=w552-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:11.620Z,,
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x87cd5179b0d80863:0xdcd1322d3a462000!8m2!3d34.5793462!4d-92.5763041!16s%2Fg%2F11g8vd414k!19sChIJYwjYsHlRzYcRACBGOi0y0dw,Harbor Freight,4.4,804,Hardware store,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up","1504 Military Rd Suite C, Benton, AR 72015, United States","HCHF+PF Benton, Arkansas, USA",https://www.harborfreight.com/storelocator/1504-military-rd-ste-c-benton-72015?number=814,+1 501-778-1237,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-2LPL7GcBe28dhF_wZggEFDdo0VBrHV4XCu_6VOLrFqAryNZefpmllm2DHXXj8XoKOq5nOgdjXg-rR8gBUktyLJWsVMs9k8ILbQgBku-TxMtPhwBpMGN209ao6o_b3_8vAeKKlY7F6VSe=w426-h240-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:16.125Z,,
https://www.google.com/maps/place/Shelby+Electrical+Service/data=!4m7!3m6!1s0x87cd57bdd14733c9:0x74b07cf9ded6980!8m2!3d34.6540635!4d-92.5081318!16s%2Fg%2F11p118dksj!19sChIJyTNH0b1XzYcRgGntnc8HSwc,Shelby Electrical Service,4.9,73,Electrician,,"3008 Chapman Ct, Bryant, AR 72022, United States","MF3R+JP Bryant, Arkansas, USA",http://www.shelbyelectric-service.com/,+1 501-651-9589,Open · Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGga5plCDl7vgwQazfKgy-szrKa9MUXC6VJWsk4uIBDK1QnmmrUEjLHpaoIVq-rNy4j5gIjlAgcxzbXewfjuyjqC0tjArUuEEm9GjxKv1U_Q9viQzSSUypvc9kCAcSwc5lyNka=w408-h544-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:20.437Z,,
https://www.google.com/maps/place/Generator+Supercenter+of+Little+Rock/data=!4m7!3m6!1s0x87d2a1843e5464d7:0x1c45eee451b04b5f!8m2!3d34.7569476!4d-92.4391751!16s%2Fg%2F11y3q_xr3j!19sChIJ12RUPoSh0ocRX0uwUeTuRRw,Generator Supercenter of Little Rock,5.0,29,Electric generator shop,,"15104 Chenal Pkwy ste 8000, Little Rock, AR 72211, United States","QH46+Q8 Little Rock, Arkansas, USA",https://generatorsupercenteroflittlerock.com/,+1 501-621-2226,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNgNAgEopt0q6bjv3VosSjPGvLAyN7Buhaesdaj=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:24.972Z,,
"https://www.google.com/maps/place/Generated+Energy+Solutions,+LLC/data=!4m7!3m6!1s0x87cd57ab865d481f:0x93ed77127dcd70d7!8m2!3d34.6605258!4d-92.3780069!16s%2Fg%2F126020tr2!19sChIJH0hdhqtXzYcR13DNfRJ37ZM","Generated Energy Solutions, LLC",4.3,44,Electric generator shop,· Kerbside pickup · Delivery · In-store shopping,"9809 Mann Rd, Mabelvale, AR 72103, United States","MJ6C+6Q Mabelvale, Little Rock, AR, USA",http://www.ges-ar.com/,+1 501-943-7093,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwWP-wL4p_kQS6kcGd8hO1jpNsxYnjSJtm1313=w408-h408-k-no,true,Closed,Closed,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-01-10T21:25:29.564Z,,
