placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Mega+Garage+Door+and+Gate+Service/data=!4m7!3m6!1s0x88d9a9a4f6def289:0x443f68f883fb9209!8m2!3d26.4259465!4d-80.2365685!16s%2Fg%2F11jpw_t470!19sChIJifLe9qSp2YgRCZL7g_hoP0Q,Mega Garage Door and Gate Service,4.9,184,Garage door supplier,,,https://www.megagaragedoorrepair.com/,+1 954-287-2788,Closed ⋅ Opens 8 pm Sat,https://lh3.googleusercontent.com/p/AF1QipM96MaMEzwg_UvtbtcT-E8S2MebZ1NcA1hTda3A=w408-h306-k-no,true,12 am–6 pm,8–11:30 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:24.021Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Florida+Garage+Door+Company/data=!4m7!3m6!1s0x88d91da7449693d3:0x63fb6d3a63b36618!8m2!3d26.31495!4d-80.127095!16s%2Fg%2F11f4h38yv0!19sChIJ05OWRKcd2YgRGGazYzpt-2M,Florida Garage Door Company,4.9,161,Garage door supplier,"278 S Military Trail, Deerfield Beach, FL 33442, United States","8V7F+X5 Deerfield Beach, Florida, USA",http://www.floridagaragedoorcompany.com/,+1 561-316-6667,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzowqUe3ZW0mKcnmgp97U2UTQ4FJjb4RkBpspc4rImvWldoI6WiTwzY1XLhd3l710IRPL3ii_4bg005NEDP7HZRSJpNxXBXEiR_0_I5F7L-dCcJVJBYAtQ_bb5yWEXIohRx2AEx=w408-h306-k-no,false,8 am–7:30 pm,9 am–5 pm,Closed,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:28.842Z,,,
"https://www.google.com/maps/place/Allied+Doors+South+Florida,+LLC/data=!4m7!3m6!1s0x88d902f42b8b08ab:0x8cfab43cdd741562!8m2!3d26.2236968!4d-80.1257906!16s%2Fg%2F1wl4rdb6!19sChIJqwiLK_QC2YgRYhV03Ty0-ow","Allied Doors South Florida, LLC",4.9,318,Garage door supplier,"151 SW 5th Ct, Pompano Beach, FL 33060, United States","6VFF+FM Pompano Beach, Florida, USA",https://allied-doors.com/,+1 954-942-8550,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMBZceuVd8N62A4lK91jG4-hXol0SX32ZCIQ521=w408-h306-k-no,true,8 am–3 pm,8–10 am,Closed,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:34.025Z,,,
https://www.google.com/maps/place/Florida+Garage+Door+Repair+%26+Installation+Pros+LLC/data=!4m7!3m6!1s0x88d901bbc41f64a3:0xb60fd1e4bb0190ff!8m2!3d26.1365187!4d-80.1178477!16s%2Fg%2F11wnn27734!19sChIJo2QfxLsB2YgR_5ABu-TRD7Y,Florida Garage Door Repair & Installation Pros LLC,5.0,21,Garage door supplier,"915 Middle River Dr Suite 306, Fort Lauderdale, FL 33304, United States","4VPJ+JV Fort Lauderdale, Florida, USA",https://www.coopergarageservices.com/,+1 954-466-8864,,https://lh3.googleusercontent.com/p/AF1QipMcee7Bwz-9_f6SKjhLsENezF8-6KWqoi3CrI3D=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:38.962Z,,,
https://www.google.com/maps/place/FAST+Garage+Door+Repair+Near+Me/data=!4m7!3m6!1s0x88d9ab5afd6ca2f3:0x1c710b39ac5f0c95!8m2!3d26.0493053!4d-80.1742189!16s%2Fg%2F11wc481252!19sChIJ86Js_Vqr2YgRlQxfrDkLcRw,FAST Garage Door Repair Near Me,5.0,16,Garage door supplier,"2501 SW 58th Manor, Fort Lauderdale, FL 33312, United States","2RXG+P8 Fort Lauderdale, Florida, USA",,+1 786-926-9444,,https://lh3.googleusercontent.com/p/AF1QipNLmZqIcXxkH7tYmgr3SUHn2ZGQw-x8wF9QXRMN=w427-h240-k-no,true,9 am–12 pm,Closed,Closed,9 am–12 pm,Closed,Closed,Closed,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:44.243Z,,,
https://www.google.com/maps/place/Mobile+garage+door+repair+FL+Inc/data=!4m7!3m6!1s0x23863b71dd955d2d:0x550156ea8e33eb9c!8m2!3d26.0541815!4d-80.4301795!16s%2Fg%2F11xmd7xhp3!19sChIJLV2V3XE7hiMRnOszjupWAVU,Mobile garage door repair FL Inc,5.0,130,Garage door supplier,,,https://mobilegaragedoorsrepair.com/,+1 954-519-6114,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzK71NNusa5miBsvTTBDvreqm2c4_JxT-HKQckiI-9Ym3VWc34_VWWbgv4D_C1ec9BBk9FhO2xUtYqFwiHBam9vIk0yPtwvWcVN09pq_4oPHTZqaP4nLbz4OzZQYJvHgRAy3V-WHOCndZ8=w408-h306-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:49.026Z,,,
https://www.google.com/maps/place/On+Time+Garage+Door+Repair/data=!4m7!3m6!1s0x88d9ab93180e2b91:0xa0489c4eb11f2166!8m2!3d26.0467825!4d-80.2687279!16s%2Fg%2F11h2flxnsg!19sChIJkSsOGJOr2YgRZiEfsU6cSKA,On Time Garage Door Repair,4.9,352,Garage door supplier,,,https://ontimegaragedoorrepair.com/,+1 954-329-1361,,https://lh3.googleusercontent.com/p/AF1QipP6DNGt8kB1pEE37sKrF6lH_EoAQfK8SZf3tfU=w408-h306-k-no,true,,,,,,,,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:54.010Z,,,
https://www.google.com/maps/place/BBB+Garage+Door+Services/data=!4m7!3m6!1s0x88d9a9c9bdecfb7d:0xd104dde4641a94bd!8m2!3d26.273567!4d-80.2463156!16s%2Fg%2F11ftw5q0pb!19sChIJffvsvcmp2YgRvZQaZOTdBNE,BBB Garage Door Services,4.9,291,Garage door supplier,,,https://bbbgaragedoorservices.com/,+1 954-776-6282,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMy-mr1FfXbFXbHc4NHZKty56QPLT6_QythEshH=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:18:58.844Z,,,
https://www.google.com/maps/place/AAA+Garage+Door+Services/data=!4m7!3m6!1s0x88d9ab34def3c527:0x9df49edd3ea83baf!8m2!3d26.0521601!4d-80.1438894!16s%2Fg%2F11y30_21ht!19sChIJJ8Xz3jSr2YgRrzuoPt2e9J0,AAA Garage Door Services,4.9,135,Garage door supplier,"4 W Dania Beach Blvd # 202, Dania Beach, FL 33004, United States","3V24+VC Dania Beach, Florida, USA",https://www.aaagaragedoorfl.com/,+1 833-403-0347,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNtx2guPV1bc-3UgGQM4tkNpK5J0ZIT7nu1ShLo=w426-h240-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:03.888Z,,,
https://www.google.com/maps/place/Broten+Garage+Door+Sales/data=!4m7!3m6!1s0x88d90255c8494435:0x57f8d8d4247752c4!8m2!3d26.2185974!4d-80.1381014!16s%2Fg%2F126299f7c!19sChIJNURJyFUC2YgRxFJ3JNTY-Fc,Broten Garage Door Sales,4.9,3620,Garage door supplier,"886 S Andrews Ave, Pompano Beach, FL 33069, United States","6V96+CQ Pompano Beach, Florida, USA",https://www.broten.com/?utm_source=localfx&utm_medium=organic&utm_campaign=localfx,+1 954-946-5555,Closed ⋅ Opens 7:30 am Sat,https://lh3.googleusercontent.com/p/AF1QipN6h7-EhAGaks_JBMvIfA_73pisgW0l360C_s45=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–2:30 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:08.800Z,Identifies as women-owned,,
https://www.google.com/maps/place/Marko+Door+Products/data=!4m7!3m6!1s0x88d90796ae624fe9:0xee045e4214a8468!8m2!3d26.0588803!4d-80.2106446!16s%2Fg%2F11k7wfznpp!19sChIJ6U9irpYH2YgRaIRKIeRF4A4,Marko Door Products,4.9,159,Garage door supplier,"4700 SW 51st St STE 200, Davie, FL 33314, United States","3Q5Q+HP Davie, Florida, USA",https://markodoor.com/,+1 954-466-4449,,https://lh3.googleusercontent.com/p/AF1QipNRbOTbgbWxnOCoAQybOrmCfT83ZFXmKPBRzTp-=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:13.915Z,,,
https://www.google.com/maps/place/JonnyWorker+Garage+Door+Repair/data=!4m7!3m6!1s0xaecfb3497ef3350d:0x8d00d0da881511d1!8m2!3d26.0521063!4d-80.1759599!16s%2Fg%2F11yd7llxrl!19sChIJDTXzfkmzz64R0REViNrQAI0,JonnyWorker Garage Door Repair,4.8,4,Garage door supplier,"5540 N Park Rd, Fort Lauderdale, FL 33312, United States","3R2F+RJ Fort Lauderdale, Florida, USA",https://jonnyworkerflorida.com/,+1 754-327-3767,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNXjA42iDUKidAqAUn9RWOJP7HVif3iWv06ceG9=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:19.052Z,,,
https://www.google.com/maps/place/Greenlight+Garage+Door+Springs+Service/data=!4m7!3m6!1s0x42a3632844bd904d:0xec406d450b26139d!8m2!3d26.0474982!4d-80.1725316!16s%2Fg%2F11sdkc898v!19sChIJTZC9RChjo0IRnRMmC0VtQOw,Greenlight Garage Door Springs Service,5.0,61,Repair service,"3170 Stirling Rd, Hollywood, FL 33021, United States","2RWG+XX Hollywood, Florida, USA",http://greenlightgaragedoorservices.com/,+1 754-200-1495,Closed ⋅ Opens 7 am Sun,https://lh3.googleusercontent.com/p/AF1QipP4Xyi-0uglGd4k0KIvQ7ZqsMRZUd2-xYqzUZGG=w408-h279-k-no,true,7 am–2 pm,Closed,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:24.088Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sunset+Garage+Door+Service/data=!4m7!3m6!1s0x8ac73ca400a0334b:0x619e70e3a4b5c1b0!8m2!3d26.125726!4d-80.154494!16s%2Fg%2F11xds7mprs!19sChIJSzOgAKQ8x4oRsMG1pONwnmE,Sunset Garage Door Service,5.0,22,Garage door supplier,,,https://sunset-garagedoor.com/?utm_source=map&utm_medium=google,+1 954-820-4980,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOUy4g-7pjQxIFXj7OKWeLa35zozGHvrxiEtwRl=w408-h544-k-no,true,7 am–8 pm,9 am–7 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:28.894Z,,,
"https://www.google.com/maps/place/Top+Service+Garage+Door+Repair,+LLC/data=!4m7!3m6!1s0x1b141cd40a9a51f:0xe07c4a53d3e8d27c!8m2!3d26.6102904!4d-80.4301795!16s%2Fg%2F11y3l0s2vq!19sChIJH6WpQM1BsQERfNLo01NKfOA","Top Service Garage Door Repair, LLC",5.0,224,Garage door supplier,,,https://tsgdr.com/,+1 561-453-1452,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPrMwQA55eHVwkcGQMdBWQ0qVCHc7jZskappcZp=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:33.813Z,,,
https://www.google.com/maps/place/Best+Garage+Door+Company/data=!4m7!3m6!1s0x26a918bf62ed1663:0xc57d825884a9acb3!8m2!3d26.0107378!4d-80.157211!16s%2Fg%2F11p5j8m8bl!19sChIJYxbtYr8YqSYRs6yphFiCfcU,Best Garage Door Company,5.0,254,Garage door supplier,"2500 Hollywood Blvd #102, Hollywood, FL 33020, United States","2R6V+74 Hollywood, Florida, USA",https://bestgaragedoorcompanyfl.com/,+1 954-408-1560,Open ⋅ Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipML5ovpnAjVXMbOC1eEPjKRHSBvc0YsTzInB7BL=w426-h240-k-no,true,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–10 pm,6 am–11:30 pm,6 am–11:30 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:38.692Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Quality+Garage+Door+Services+West+Palm/data=!4m7!3m6!1s0x88d92efbf139f9ad:0x7009cf87a1765392!8m2!3d26.680479!4d-80.1579036!16s%2Fg%2F1233p1vfy!19sChIJrfk58fsu2YgRklN2oYfPCXA,Quality Garage Door Services West Palm,4.8,631,Garage door supplier,"175 N Cleary Rd suite a-5, West Palm Beach, FL 33413, United States","MRJR+5R West Palm Beach, Florida, USA",https://www.qualitygaragedoorwestpalm.com/,,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipOOcPkvRRF4z7JEaEpPwh4Jh2meN7HDDj8KE6pL=w408-h256-k-no,true,7 am–11 pm,7 am–11 pm,Closed,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:43.996Z,,,
https://www.google.com/maps/place/Express+Garage+Door+Repair/data=!4m7!3m6!1s0x88d9a9c9b7f703c5:0x816e929857d7fbd2!8m2!3d26.0292194!4d-80.2285436!16s%2Fg%2F11jpwl90cw!19sChIJxQP3t8mp2YgR0vvXV5iSboE,Express Garage Door Repair,5.0,35,Garage door supplier,"6990 Liberty St, Hollywood, FL 33024, United States","2QHC+MH Hollywood, Florida, USA",https://www.expressgaragedoorrepair.com/,+1 954-997-2300,Closes soon ⋅ 7 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipPLaH5tlaAhkASij1Efh-5hNc2DPGqgYvqJpVyy=w408-h544-k-no,true,7 am–7 pm,9 am–6 pm,9 am–6 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:48.902Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Brian%27s+Garage+Doors/data=!4m7!3m6!1s0x88d9abd69217292f:0xe3790c1528d94b0d!8m2!3d26.0467775!4d-80.1651636!16s%2Fg%2F11ng76rj6w!19sChIJLykXktar2YgRDUvZKBUMeeM,Brian's Garage Doors,4.8,43,Garage door supplier,"2854 Stirling Rd Suite B, Hollywood, FL 33020, United States","2RWM+PW Hollywood, Florida, USA",https://www.briansgaragedoors.com/,+1 954-544-3470,Closes soon ⋅ 7 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipOeJu0Kbbe1b2ACnaGn-MRjKlwi8agzGAsQKgUd=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,https://www.google.com/maps/search/garage+door+services+in+Central+Beach+Fort+Lauderdale+FL/,2025-11-07T23:19:53.853Z,Identifies as veteran-owned,,
