placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,info,attributes,error
https://www.google.com/maps/place/Rasmusen+Painting+%26+Concrete+Coating/data=!4m7!3m6!1s0x80850689f0be20fd:0xd51c0b483a3f5a4f!8m2!3d38.308699!4d-122.2817094!16s%2Fg%2F1tgdnscc!19sChIJ_SC-8IkGhYART1o_OkgLHNU,Rasmusen Painting & Concrete Coating,5.0,40,Concrete contractor,"1162B Jordan Ln # B, Napa, CA 94559, United States","8P59+F8 Napa, California, USA",https://www.rasmusenpainting.com/,+1 707-258-1911,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwephu7RKdVcoka1JRzhyPXH9e4eheQQ8-cy8wz2GAj6y8MrUhcZ8bxYhKo5T_QRB5UdEk8vbldbZQ6DxYQkTSGk2-9GUxc4sL2-pV3KxwXFhigEI8SqzsWs-HITGJT03gjhNR8wL=w408-h272-k-no,true,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:29.248Z,,,,
https://www.google.com/maps/place/QPC+DECK+Restoration+Pros/data=!4m7!3m6!1s0x80850773c628b317:0x25d25991250d395a!8m2!3d38.376618!4d-122.52827!16s%2Fg%2F11h5rmn1hj!19sChIJF7MoxnMHhYARWjkNJZFZ0iU,QPC DECK Restoration Pros,5.0,52,Contractor,,,https://www.deckrestorationpros.com/,+1 415-483-5524,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepBSqLaaOKqczCePjqHvNUzO7c6OPBbB5l0cxd1n1xJlIXSW_1DF0zyxagqkX4VYTrbhf_BQvIFzCiz8R8PJthQB28vLKhvjCnbGwLiq1Z1R0EZoB_EBoFDLV8LnRFDEO4D3cCoYw=w533-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:33.767Z,,,,
https://www.google.com/maps/place/Extreme+Steam+Carpet+Cleaning/data=!4m7!3m6!1s0x80850667e12258f1:0xeb40858c8951bee9!8m2!3d38.2914689!4d-122.3004837!16s%2Fg%2F12q4vltqd!19sChIJ8Vgi4WcGhYAR6b5RiYyFQOs,Extreme Steam Carpet Cleaning,5.0,126,Carpet cleaning service,"421 Walnut St # 160, Napa, CA 94559, United States","7MRX+HR Napa, California, USA",http://www.extremesteamnv.com/,+1 707-224-9455,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOibde7390v1sT_-5uFksvSbiatXUgU4AuipCQvgkesMSxuuDKEb6a4LjBJijNoBOVEg-B6on2hhlbH4SBgLBVtd3RVsvswngL3nMUBg5jS2yP8_PnHEV27U8CGtXVXP0_GvFtWtdp1xCf=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:38.228Z,,,,
https://www.google.com/maps/place/Rapid+Mold+Removal+Service/data=!4m7!3m6!1s0x86409b7c867eb213:0x5ad9e73480876039!8m2!3d38.3057328!4d-122.294705!16s%2Fg%2F11xbcbt42!19sChIJE7J-hnybQIYROWCHgDTn2Vo,Rapid Mold Removal Service,3.0,2,Home inspector,"2016 Jefferson St, Napa, CA 94559, United States","8P44+74 Napa, California, USA",,+1 800-335-5402,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mlhIGWZ1tccd2gIn1hm_IA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.71892&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:42.492Z,,,,
https://www.google.com/maps/place/Northbay+Maintenance/data=!4m7!3m6!1s0x80850792e9486d1d:0xb37e1571b247008!8m2!3d38.2970848!4d-122.2886962!16s%2Fg%2F11j0nt0y1f!19sChIJHW1I6ZIHhYARCHAkG1fhNws,Northbay Maintenance,5.0,1,Window cleaning service,"952 School St, Napa, CA 94559, United States","7PW6+RG Napa, California, USA",https://www.nbbmaintenance.com/,+1 707-782-6292,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3kONJg2WTeb9mOZRcD5YGymmVVtCsWtgXc6hPtYRDWPNZHmp0OKP6Wa_J6gz1VJWKis13OiBS2HVbOtpbB7hWyCSMXm3EPJ5uhJNMPuhZA7wa_ugmfRUNRuQW9waERZZIppOzjw=w408-h725-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:46.947Z,,,,
https://www.google.com/maps/place/Napa+County+Flood+Control/data=!4m7!3m6!1s0x808506666277ecd1:0x67b6f7cdeb5b3301!8m2!3d38.3005871!4d-122.2832513!16s%2Fg%2F1tf3zld8!19sChIJ0ex3YmYGhYARATNb6833tmc,Napa County Flood Control,1.0,1,County government office,"804 1st St, Napa, CA 94559, United States","8P28+6M Napa, California, USA",http://www.countyofnapa.org/,+1 707-259-8600,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTv_uupUs7nhklvLlrYIe0_Fr7Fw1XXF9JPFdRBiiTkvjVZh7Ecy5m6PKZca9LZG-ZUPxZlKa1WD8hRFvc-z4RPEW_QTL1xVsfM6OmyVDrnrida5kd_FJBs7GcBlpSmudvR4pk=w408-h544-k-no,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:51.230Z,,,,
https://www.google.com/maps/place/Napa+Valley+Drywall/data=!4m7!3m6!1s0x808506392bf0dffd:0x7e5a10b7470d0270!8m2!3d38.2829823!4d-122.2940313!16s%2Fg%2F1tcw8dgy!19sChIJ_d_wKzkGhYARcAINR7cQWn4,Napa Valley Drywall,3.5,2,Dry wall contractor,"503 S Jefferson St, Napa, CA 94559, United States","7PM4+59 Napa, California, USA",https://www.napavalleydrywall.com/,+1 707-666-5994,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerX6TEGICn3H2P6eyy0Cl2nIR_qGTeaX8hhreO67JZLRPowj0rlAl_Gp1IhIqBEMf9HbSLniUF7cQw3xFjG-R-mI3AmfCdUjVo0D2RITgmDYks6CDoHXnXHn6mtYR8Bq4xe-vo=w408-h306-k-no,true,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:55.489Z,,,,
https://www.google.com/maps/place/Drywall+repairs+Taylor+Drywall/data=!4m7!3m6!1s0x808506448c5a1621:0xa79bf2ab29333d10!8m2!3d38.2827696!4d-122.2589636!16s%2Fg%2F1tplkz13!19sChIJIRZajEQGhYARED0zKavym6c,Drywall repairs Taylor Drywall,4.6,9,Dry wall contractor,"2091 Aragon Ct, Napa, CA 94559, United States","7PMR+4C Napa, California, USA",,+1 707-252-3040,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2bWG3C8V3JusZ3VWIg-1wXIdl7VEwfqkuq8eeMLqN9rbsnmrUAHs3gwbsoOiHG7fQrx6Dydv8o5TZXYuWQWY0xOdO3VFEg9kxzJxw4imsq3koGNvX639tSH9uxWO_mPhJZYfE=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:47:59.978Z,,,,
https://www.google.com/maps/place/ACE+Automotive+%26+Truck+Repair/data=!4m7!3m6!1s0x8085066014513141:0x4e7c37db7cbb1215!8m2!3d38.3057449!4d-122.2866214!16s%2Fg%2F1ths9l4h!19sChIJQTFRFGAGhYARFRK7fNs3fE4,ACE Automotive & Truck Repair,4.9,310,Auto repair shop,"1730 Action Ave, Napa, CA 94559, United States","8P47+79 Napa, California, USA",http://aceautotruckrepair.com/,+1 707-258-2751,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-txo1DuzrV7E_DKLGjTCe8tuNe45sQradySmQjJvLuOfHBhqslQS1NvYEFg9QrH8yDp0Hzq7zj__Lf-ypwL65P4q--au3r2jdls1bwFUh_EfU_j5T2OJ8qceUFxY-IBy6EIuqOLCoyYer=w408-h294-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:04.344Z,,,,
https://www.google.com/maps/place/Luna+Painting/data=!4m7!3m6!1s0x808507b9bad8de11:0xd66fdfa93cb5c251!8m2!3d38.2934859!4d-122.2778832!16s%2Fg%2F11yln1p6ft!19sChIJEd7YurkHhYARUcK1PKnfb9Y,Luna Painting,5.0,5,Painting,"536 Soscol Ave suite #9, Napa, CA 94559, United States","7PVC+9R Napa, California, USA",https://www.lunapaintingca.com/,+1 707-235-1643,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepVlaKD7-OezeYTGAYXfM33B5vVyozuLLzwQ7eR7N3OqXa9D_vcCrfFy2SZe0BqaUJ7OaVpZLHTsAmbUVafQuNaZrjxz1U4fpVNSIDhGgRCJrYY2qf9tGY8PJUAtp2LeCkxrwaKP8pZzGQ=w408-h313-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:08.622Z,,,,
https://www.google.com/maps/place/Mac+Vitie+Auto+Repair/data=!4m7!3m6!1s0x8085066ef629354f:0xab6a82fabf85dde3!8m2!3d38.2962823!4d-122.2796651!16s%2Fg%2F1w0r03st!19sChIJTzUp9m4GhYAR492Fv_qCaqs,Mac Vitie Auto Repair,5.0,291,Auto repair shop,"701 6th St, Napa, CA 94559, United States","7PWC+G4 Napa, California, USA",http://www.napaautoshop.com/,+1 707-255-2922,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqM7ARl_NG2W0TcD7fdZ9hkVkCV6zygCwBn_2Y3kP4kO5BEvLM9CoSAyzKbfHIZUZnS-5Ec40QZeQo2A8cTYze0UZ7ZNJTtiG6KxoTOgj--7bTHlagDOU5TXkfVNi0QyyaEIPtPQ7EwyePV=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:13.082Z,,,,
https://www.google.com/maps/place/ServiceMaster+Cleaning+and+Restoration+by+Levi+-+Napa+County/data=!4m7!3m6!1s0x80850c03031c830b:0xe3bdf48fc37a69e4!8m2!3d38.190058!4d-122.5508554!16s%2Fg%2F12lkn2jjd!19sChIJC4McAwMMhYAR5Gl6w4_0veM,ServiceMaster Cleaning and Restoration by Levi - Napa County,5.0,1,Fire damage restoration service,,,http://www.servicemasterrestore.com/servicemaster-cleaning-and-restoration-by-levi-napa-county,+1 707-309-7859,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqa9C4c21KtM3Lkm8Bcm3CvaSXS-FNcnxIfrybEzD6KeaKTM3cVcNU6bFDGH1reE5dmdXsfr60EG6_wi6R0FKh-AzWOd3Iu6zmSiv_FoaNF6dxBv0I1YQ5S497ARZVCJ4YezNs=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:17.371Z,,,,
https://www.google.com/maps/place/Oakville+Pump+Service+Inc/data=!4m7!3m6!1s0x8084544a5040eb15:0x3efecb14578b498!8m2!3d38.2933793!4d-122.3002127!16s%2Fg%2F1vr1wvx8!19sChIJFetAUEpUhIARmLR4RbHs7wM,Oakville Pump Service Inc,4.8,5,Water pump supplier,"2310 Laurel St # 1, Napa, CA 94559, United States","7MVX+9W Napa, California, USA",https://oakvillepump.com/,+1 707-944-2471,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_nryAXE5oy167KCGHcrOAA9Lbo3hKw5G4sKn6kLQ_MKmrwnIsm5m_ikDVAWabDzJLDdhhLl2wSsrbFGyvKFKDqatsvejGVMByqN5fmV1wA2xWsjSbyWaqzSG5FEOoiAApGW8=w408-h306-k-no,true,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:21.897Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Dent+Solution+-+Napa+Dent+Repair/data=!4m7!3m6!1s0x8085060ee7189abd:0x603cf5098fe6092!8m2!3d38.2945189!4d-122.2804784!16s%2Fg%2F1tdfyytc!19sChIJvZoY5w4GhYARkmD-mFDPAwY,Dent Solution - Napa Dent Repair,4.9,79,Auto dent removal service,"775 8th St, Napa, CA 94559, United States","7PV9+RR Napa, California, USA",https://www.thedentologist.com/,+1 707-333-1820,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOT1Wl85yhD38rPLzumMSF3dedRHGcg0urCmyqYBpqlThcwRVsMIsBPMjxQFR1DcBA8ml5nSnntkDk_JzaOH_zY_NxynCDVn_0fpNlYP0Bm0CAdDtLgCj566bpZ90ak38dkx85=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:26.378Z,,,,
"https://www.google.com/maps/place/Eco+Plumbing/@38.2797535,-122.290445,12z/data=!3m1!4b1!4m6!3m5!1s0x808507e58a99136d:0x28b5b9e743192bf6!8m2!3d38.2797535!4d-122.290445!16s%2Fg%2F11n6bdhlfz",Eco Plumbing,5.0,9,Plumber,,,http://ecoplumbingnorcal.com/,+1 707-637-7238,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:32.624Z,,,,
https://www.google.com/maps/place/Young%27s+Automotive/data=!4m7!3m6!1s0x8085063e21cddb69:0x83b84db862fbdf9!8m2!3d38.2839883!4d-122.2880285!16s%2Fg%2F1v6l7qcv!19sChIJadvNIT4GhYAR-b0vhtuEOwg,Young's Automotive,4.8,34,Auto repair shop,"186 S Coombs St, Napa, CA 94559, United States","7PM6+HQ Napa, California, USA",,+1 707-226-3320,"Closed · Opens 8 am Mon

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kErqxvbizt4zXFV6foq_vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.8039&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-03-23T03:48:37.062Z,,,,
