placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Action+Electric+Inc/data=!4m7!3m6!1s0x8099474eeb59dc87:0x466149254028735c!8m2!3d39.5266204!4d-119.7204583!16s%2Fg%2F1tl4d8mj!19sChIJh9xZ605HmYARXHMoQCVJYUY,Action Electric Inc,4.4,25,Electrician,"901 Meredith Way, Sparks, NV 89431, United States","G7GH+JR Sparks, Nevada, USA",http://www.actionelectricnv.com/,+1 775-322-6633,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wAFkbZ9SB29QClphwe-R-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.09431&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:48.273Z,,,
https://www.google.com/maps/place/Nevada+Power+Products/data=!4m7!3m6!1s0x80993f3b802b39af:0x537ee9aa8a2ecb05!8m2!3d39.5283119!4d-119.7571491!16s%2Fg%2F1wzt2mbt!19sChIJrzkrgDs_mYARBcsuiqrpflM,Nevada Power Products,3.8,76,Tractor dealer,"1160 Glendale Ave, Sparks, NV 89431, United States","G6HV+84 Sparks, Nevada, USA",http://www.nevadapowerproducts.com/,+1 775-358-0114,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxje85dn2HIZbYSDHQRpyf2DIvk71Ef6S_IMk0_zqJ0SSa0fuauA9GHTyGC-HfTmoLZeJfRxUsvkcsJwgyNnpZFdQhatE6n4qEarSn3UAT9K3MQ2jnYxf3WncPBdOs5PPshzMjvoA=w426-h240-k-no,true,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:53.251Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/Wire+Me+Electric+Inc/data=!4m7!3m6!1s0x809947db4c7fbaa5:0xee9c17f134f3626f!8m2!3d39.5240758!4d-119.7606185!16s%2Fg%2F11jg61p1h8!19sChIJpbp_TNtHmYARb2LzNPEXnO4,Wire Me Electric Inc,5.0,10,Electrician,"1380 Greg St #237, Sparks, NV 89431, United States","G6FQ+JQ Sparks, Nevada, USA",http://wiremeelectric.com/,+1 775-843-9473,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOSPphzorpEhYgVqs5Nr5NUJS7lHk9UVl-i2xaR=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:04:57.970Z,,Identifies as women-owned,
https://www.google.com/maps/place/All+Star+Rents/data=!4m7!3m6!1s0x80993f461688bad3:0x62523e351d15f4b9!8m2!3d39.5279004!4d-119.7701476!16s%2Fg%2F1tgjljv1!19sChIJ07qIFkY_mYARufQVHTU-UmI,All Star Rents,4.8,576,Equipment rental agency,"1920 Glendale Ave, Sparks, NV 89431, United States","G6HH+5W Sparks, Nevada, USA",http://reno.allstarrents.com/,+1 775-358-5123,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOedCLwSh5F2u3nqgeg4Sq5Nstwo9-vHx8Tlyju=w426-h240-k-no,true,8 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:02.990Z,,,
https://www.google.com/maps/place/Hoffman+Plumbing/data=!4m7!3m6!1s0x809939c280df822f:0x695c30ab3fb2767f!8m2!3d39.5495722!4d-119.7717825!16s%2Fg%2F11tw_8_tks!19sChIJL4LfgMI5mYARf3ayP6swXGk,Hoffman Plumbing,4.8,444,Plumber,"1855 Sullivan Ln Ste 270, Sparks, NV 89431, United States","G6XH+R7 Sparks, Nevada, USA",https://hoffmanplumbing.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*372*hoffman-plumbing-sparks,+1 775-210-8550,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVP23Jaa2WXkPzvCEb4m5kogZo_XjKWUQ4AaDz=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:07.910Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Apex+Electric+and+Lighting+LLC/data=!4m7!3m6!1s0x6720be9ec2706b49:0x9191e3bc5d3ef0e7!8m2!3d39.5203823!4d-119.797043!16s%2Fg%2F11w1k6c054!19sChIJSWtwwp6-IGcR5_A-XbzjkZE,Apex Electric and Lighting LLC,5.0,13,Electrician,"885 Roberts St, Reno, NV 89502, United States","G6C3+55 Reno, Nevada, USA",https://apexelectricandlighting.com/,+1 775-846-5400,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOFBJUkO97vV2l1FD9a1WHgRtqOkJAXAplvuClS=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:12.674Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Eagle+Electric+Inc/data=!4m7!3m6!1s0x80993f3de908829b:0x11ff3e2e448d1795!8m2!3d39.5240224!4d-119.7590223!16s%2Fg%2F12627ry74!19sChIJm4II6T0_mYARlReNRC4-_xE,Eagle Electric Inc,3.7,35,Electrician,"1055 Industrial Wy #6, Sparks, NV 89431, United States","G6FR+J9 Sparks, Nevada, USA",http://eagle-electricinc.com/,+1 775-356-7300,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mB49DUSIwnIKv_wEO_kpLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.50554&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:17.699Z,,,
https://www.google.com/maps/place/Burnett+Electric/data=!4m7!3m6!1s0x820f33bbeffeae8f:0x1159e10c2b8715ab!8m2!3d39.5252818!4d-119.8166111!16s%2Fg%2F11s1wpyjxy!19sChIJj67-77szD4IRqxWHKwzhWRE,Burnett Electric,4.9,210,Electrician,"100 N Arlington Ave # 340, Reno, NV 89501, United States","G5GM+49 Reno, Nevada, USA",http://www.burnettelectric.com/,+1 775-406-9857,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMdwq0hW7XI-CeZmPZSBOc_EOVMXZuaOgiBU15r=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:22.600Z,,,
https://www.google.com/maps/place/Grainger+Industrial+Supply/data=!4m7!3m6!1s0x80993eef56942915:0x5a4897166676dfa9!8m2!3d39.5252394!4d-119.7301877!16s%2Fg%2F1tfmj1ng!19sChIJFSmUVu8-mYARqd92ZhaXSFo,Grainger Industrial Supply,4.2,39,Tool store,"900 Packer Wy, Sparks, NV 89431, United States","G7G9+3W Sparks, Nevada, USA",https://www.grainger.com/branch/Sparks-Branch-639,+1 800-472-4643,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxo0kWOTMihvZr_YVa6txivLk8SJIDGuPFd6cr8D5sOJpsg-0nG4ObzCKAEo_VUPsuvVkJGXc9BVHjv0lNH6FxlONbRQf5fPFaqx1i7a3CpSP3wYOVmfd8vHiNcSUXP5QsxyF6Urw=w426-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:27.486Z,"Chain offering a broad range of industrial equipment, maintenance supplies, tools & parts. · In-store shopping · Kerbside pickup · Delivery",,
"https://www.google.com/maps/place/PowerGen,+Inc./data=!4m7!3m6!1s0x80993f34ca432e51:0x135d26fbd1f60e29!8m2!3d39.5121399!4d-119.773687!16s%2Fg%2F11ygy43vrb!19sChIJUS5DyjQ_mYARKQ720fsmXRM","PowerGen, Inc.",,,Electric generator shop,"2890 Vassar St Unit AA14, Reno, NV 89502, United States","G66G+VG Reno, Nevada, USA",https://powergenserv.com/,+1 209-229-1990,"Closed · Opens 7 am Mon

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VL44VemirDUUBFaGWTDfdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.06119&pitch=0&thumbfov=100,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:32.369Z,,,
https://www.google.com/maps/place/Olectric/data=!4m7!3m6!1s0x809941bae667afe5:0xf42115a0f53ed2c9!8m2!3d39.5198026!4d-119.8195782!16s%2Fg%2F11j35lrs24!19sChIJ5a9n5rpBmYARydI-9aAVIfQ,Olectric,5.0,8,Electrician,"592 California Ave, Reno, NV 89509, United States","G59J+W5 Reno, Nevada, USA",http://www.olectricnv.com/?utm_source=GMBlisting&utm_medium=organic,+1 775-324-4143,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPfxJ7yfucFz43zCUKKBpenshRC1NpKxWM_38G9=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:37.113Z,,,
https://www.google.com/maps/place/Sparks+Electric+Motor/data=!4m7!3m6!1s0x80993f3d32783d8d:0x553aff99aba41aeb!8m2!3d39.5262145!4d-119.75428!16s%2Fg%2F1v2yz33q!19sChIJjT14Mj0_mYAR6xqkq5n_OlU,Sparks Electric Motor,5.0,13,Electric motor repair shop,"845 Marietta Wy, Sparks, NV 89431, United States","G6GW+F7 Sparks, Nevada, USA",https://www.sparkselectricmotor.com/,+1 775-331-6005,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyreCXG1Ww2yxYji9b05vlB4TuNQIVqMeelXjfK9gmhhs-UblhUKBTuC2F9vqmLwkkmODxKxihdiL4zy4QJ-eyjRscCQ-LvwxNdntGlvyaoYTowP55IwkxsjgtxaSxxb4gLGQSJOg=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:42.011Z,,,
https://www.google.com/maps/place/The+Generator+Community+Maker+Space/data=!4m7!3m6!1s0x80993f3a4dec3b31:0x2298e4080d7a0f36!8m2!3d39.5475561!4d-119.779879!16s%2Fg%2F11c1zz1mx1!19sChIJMTvsTTo_mYARNg96DQjkmCI,The Generator Community Maker Space,4.7,240,Makerspace,"2450 Oddie Blvd Suite 110, Sparks, NV 89431, United States","G6XC+22 Sparks, Nevada, USA",https://www.therenogenerator.com/,+1 775-527-0633,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOOhAnkem_rI-4ejDpXL_EohGpceKTsfVc1wB-z=w408-h306-k-no,true,10 am–7 pm,Closed,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:47.035Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Auto+Diesel+Electric+Supply/data=!4m7!3m6!1s0x80993f7cd6ae5e3b:0x86c59e88ca23a9ef!8m2!3d39.5297926!4d-119.7592095!16s%2Fg%2F11g1ph4g9n!19sChIJO16u1nw_mYAR76kjyoiexYY,Auto Diesel Electric Supply,5.0,41,Car repair and maintenance service,"1267 Gator Way, Sparks, NV 89431, United States","G6HR+W8 Sparks, Nevada, USA",http://adesnv.com/,+1 775-358-0607,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPjUZJYpaMwQwfgoctHWIOrByC3a1gZdROAd-f1=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:51.934Z,,,
https://www.google.com/maps/place/The+Electrician/data=!4m7!3m6!1s0x80993ef266fa43dd:0x6f9298e8893ee567!8m2!3d39.5226837!4d-119.7228469!16s%2Fg%2F11gd21gp42!19sChIJ3UP6ZvI-mYARZ-U-ieiYkm8,The Electrician,4.2,6,Electrician,"1275 Kleppe Ln Suite 14, Sparks, NV 89431, United States","G7FG+3V Sparks, Nevada, USA",,+1 775-338-4504,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZQED1EeNnFPSDMR4opRaVLsCLlmNVA-4VA6sdrz9_gigOyC0vZSV-oPMRLrdlK8ZxnFf88WWrB29AxpBlogQoyiTPcPZ0SKnXckwP7h-Vbg9b_xu7HhLeJzsM7LrKCg=w408-h306-k-no,true,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:05:56.964Z,,,
https://www.google.com/maps/place/Critical+Infrastructure+Group/data=!4m7!3m6!1s0x80993fe24c9bf1b3:0x37b3b4ed07195afb!8m2!3d39.530358!4d-119.7585249!16s%2Fg%2F11fkf8k7jf!19sChIJs_GbTOI_mYAR-1oZB-20szc,Critical Infrastructure Group,,,Wholesaler,"1240 Icehouse Ave, Sparks, NV 89431, United States","G6JR+4H Sparks, Nevada, USA",http://www.cigroup-us.com/,+1 775-446-5558,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPPhC5pGfbiPsohxK8Q-L9HFvdbaItpI_79aC5n=w427-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:06:01.715Z,,,
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x80993f204bdb1567:0x48a04eaa177512be!8m2!3d39.5280269!4d-119.745283!16s%2Fg%2F1tlbtzl2!19sChIJZxXbSyA_mYARvhJ1F6pOoEg,Cummins Sales and Service,3.8,56,Manufacturer,"150 Glendale Ave, Sparks, NV 89431, United States","G7H3+6V Sparks, Nevada, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 775-331-4983,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipO5vVXKhlC7hfaQbjtMnP-z1fNsfDGdq9uOFtfe=w408-h272-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2026-01-10T23:06:06.394Z,,,
