placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Guide+Property+Services/data=!4m7!3m6!1s0x549015042d396db7:0x96a5a97e9441f802!8m2!3d47.632733!4d-122.340263!16s%2Fg%2F11hcf4r5x6!19sChIJt205LQQVkFQRAvhBlH6ppZY,Guide Property Services,4.3,516,Property management company,"1500 Westlake Ave N #212, Seattle, WA 98109, United States","JMM5+3V Seattle, Washington, USA",http://www.guidepm.com/?UTM_source=GMB_listing&UTM_medium=organic,+1 206-737-8171,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOuVSzdPWTrEup0IO0B0-tylEvN_su22P5XXNg-=w408-h271-k-no,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:39:32.843Z,,,
https://www.google.com/maps/place/Maple+Leaf+Property+Management/data=!4m7!3m6!1s0x549013f6541ff611:0x74f5d3733e416148!8m2!3d47.6924588!4d-122.3178592!16s%2Fg%2F11b6xbmmjv!19sChIJEfYfVPYTkFQRSGFBPnPT9XQ,Maple Leaf Property Management,4.5,713,Property management company,"8809 Roosevelt Way NE, Seattle, WA 98115, United States","MMRJ+XV Seattle, Washington, USA",http://mapleleafmgt.com/,+1 206-250-7367,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no640SJdByhXamyxh3LuMrpVFNEqA3rRDC4IbXMHc67432h7U3apAh9xQbTafR9ql_QTrFobLAdQA6q6NaCVodo_fJzmUQV2lKviOCyEUBp7hSg4SndUpHD7hc_IANKZAw66e4qVOiGBAC1=w408-h544-k-no,true,9 am–3 pm,9 am–2 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:39:38.305Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Wagner+Management+Corporation/data=!4m7!3m6!1s0x54906aec7b8ef759:0x7386ee295f36d143!8m2!3d47.595372!4d-122.3025756!16s%2Fg%2F1v62hc6t!19sChIJWfeOe-xqkFQRQ9E2XynuhnM,Wagner Management Corporation,3.0,3,Property management company,"801 23rd Ave S #201, Seattle, WA 98144, United States","HMWW+4X Seattle, Washington, USA",,+1 206-568-7181,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9tKCAFpzSUj0lm3tXvs2LA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.2249&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:39:43.610Z,,,
https://www.google.com/maps/place/Avenue+One+Residential/data=!4m7!3m6!1s0x5490151273ff40f7:0x6641434444f7ceeb!8m2!3d47.6388148!4d-122.3566373!16s%2Fg%2F11bwf75dyz!19sChIJ90D_cxIVkFQR6873RERDQWY,Avenue One Residential,4.4,119,Property management company,"2212 Queen Anne Ave N #724, Seattle, WA 98109, United States","JJQV+G8 Seattle, Washington, USA",http://www.avenueoneresidential.com/,+1 206-787-0098,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nov_u6j-i6bEstTyRFd2xoMdGTbZ65M5lDoqlk-mvT_ZmyPSCkwTTv3SIPnpgkI3UvGPVmpYNb4FuSIdCZQbxbfQidoI0_RVSple_a8wfKj5uHOQXI800xU65klzx5MXAi1bteJ=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:39:49.539Z,,,
https://www.google.com/maps/place/National+Real+Estate+Management+Group+%7C+NREMG+Seattle/data=!4m7!3m6!1s0x54906b63e0a4ef5f:0xa42d538db8ea5b75!8m2!3d47.6020226!4d-122.3335495!16s%2Fg%2F11lc_8zrj9!19sChIJX--k4GNrkFQRdVvquI1TLaQ,National Real Estate Management Group | NREMG Seattle,5.0,1,Property management company,"600 1st Ave Suite 102-2264, Seattle, WA 98104, United States","JM28+RH Seattle, Washington, USA",https://www.nremg.com/,+1 206-458-6570,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5WROB7rJAY_FvKZOpI1OHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.1699&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:39:55.513Z,,,
https://www.google.com/maps/place/Dave+Poletti+%26+Associates+-+A+Seattle+Property+Management+Company/data=!4m7!3m6!1s0x5490153c378d565d:0x4d6e5f3ccad2dabb!8m2!3d47.6634601!4d-122.375829!16s%2Fg%2F1tfj2wbn!19sChIJXVaNNzwVkFQRu9rSyjxfbk0,Dave Poletti & Associates - A Seattle Property Management Company,4.1,52,Property management company,"1455 Leary Wy NW #440, Seattle, WA 98107, United States","MJ7F+9M Seattle, Washington, USA",,+1 206-286-1100,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNmlJh6djurRTT96RSnh9ViuaAL_4Ttfdotedd4=w408-h257-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:01.482Z,,,
https://www.google.com/maps/place/Thrive+Communities/data=!4m7!3m6!1s0x5490154ef3911bf1:0xda0c1d981e2209f5!8m2!3d47.5895959!4d-122.3336757!16s%2Fg%2F1q5bth6p_!19sChIJ8RuR804VkFQR9QkiHpgdDNo,Thrive Communities,2.9,353,Property management company,"1518 1st Ave S #500, Seattle, WA 98134, United States","HMQ8+RG Seattle, Washington, USA",https://www.thrivecommunities.com/,+1 206-388-2120,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOMS1gjGXZqLHXSl3_wgRwHIYIyJfAxNWgz2uY5=w408-h271-k-no,true,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:08.015Z,,,
"https://www.google.com/maps/place/Belong+Property+Management+%7C+Seattle,+WA/data=!4m7!3m6!1s0x54906b139ed45b51:0x179baa76da8f8839!8m2!3d47.6114664!4d-122.212179!16s%2Fg%2F11sj__70rc!19sChIJUVvUnhNrkFQROYiP2naqmxc","Belong Property Management | Seattle, WA",4.1,124,Property management company,,,https://belonghome.com/homeowners/seattle-wa-property-management?utm_source=gmb_listing&utm_medium=organic_vo&utm_campaign=seattle_profile,+1 206-202-7090,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipOSGloqKIhQv5ZUfcOudv7Ca9G6F7xhzXrqKTWc=w426-h240-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:13.356Z,,,
https://www.google.com/maps/place/Sound+Property+Management/data=!4m7!3m6!1s0x5490154f1feb17ef:0x8fc3437cb6d6715c!8m2!3d47.614037!4d-122.337153!16s%2Fg%2F1tdnwlsg!19sChIJ7xfrH08VkFQRXHHWtnxDw48,Sound Property Management,3.0,2,Property management company,"600 Stewart St Ste 400, Seattle, WA 98101, United States","JM77+J4 Seattle, Washington, USA",http://www.soundpm.com/,+1 206-701-1570,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sYjOLFNDgorCd07GDFiR5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.48854&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:18.874Z,Identifies as Asian-owned,,
https://www.google.com/maps/place/Redside+Partners/data=!4m7!3m6!1s0x54906acde18ffd31:0x61ce3d2fa66f7fbd!8m2!3d47.6158046!4d-122.3206451!16s%2Fg%2F1tf_m_qz!19sChIJMf2P4c1qkFQRvX9vpi89zmE,Redside Partners,3.3,243,Property management company,"1620 Broadway #201, Seattle, WA 98122, United States","JM8H+8P Seattle, Washington, USA",https://www.redsidepartners.com/,+1 206-323-1771,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOUHB4tZOgYhT6LlFB_cNUL8VqVQcUClUHwhwFy=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:24.141Z,,,
https://www.google.com/maps/place/Steil+%26+Steil+Property+Management/data=!4m7!3m6!1s0x54906aa3c82c2e27:0x64bb6545ccaa12f0!8m2!3d47.5943942!4d-122.3337794!16s%2Fg%2F1td0y52l!19sChIJJy4syKNqkFQR8BKqzEVlu2Q,Steil & Steil Property Management,3.0,2,Property management company,"901 Occidental Ave S STE 101, Seattle, WA 98134, United States","HMV8+QF Seattle, Washington, USA",,+1 206-624-3509,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J5g8w3VYdfnslGfKBAMDUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.022186&pitch=0&thumbfov=100,false,10 am–4 pm,Closed,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:29.403Z,,,
https://www.google.com/maps/place/Keyrenter+Property+Management+West+Seattle/data=!4m7!3m6!1s0x5490416ad51b400f:0x2bfb247b88eed746!8m2!3d47.5752225!4d-122.3869839!16s%2Fg%2F11y3zzdmxj!19sChIJD0Ab1WpBkFQRRtfuiHsk-ys,Keyrenter Property Management West Seattle,4.9,56,Property management company,"3215A California Ave SW, Seattle, WA 98116, United States","HJG7+36 Seattle, Washington, USA",https://www.keyrenterwestseattle.com/,+1 206-208-5500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO0PIzhzSY3Mo-OAYcZoxa9J5fvC3B91YIOtYgf=w408-h307-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:34.627Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Security+Properties+Residential/data=!4m7!3m6!1s0x54906ab0b95fc22d:0x671e48ca2e69d432!8m2!3d47.6046363!4d-122.3307528!16s%2Fg%2F11f06h68c7!19sChIJLcJfubBqkFQRMtRpLspIHmc,Security Properties Residential,3.4,213,Property management company,"701 5th Ave #5700, Seattle, WA 98104, United States","JM39+VM Seattle, Washington, USA",https://www.securityproperties.com/,+1 206-397-0060,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO9x5-VLuBvMm5d5DbJCfB7IlHOAlzUSCrCWTl2=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:40.058Z,,,
https://www.google.com/maps/place/Copeland+Group+LLC/data=!4m7!3m6!1s0x54901544c9596d73:0xf5fa2f26279d6e57!8m2!3d47.6231483!4d-122.358219!16s%2Fg%2F1tg8jfg6!19sChIJc21ZyUQVkFQRV26dJyYv-vU,Copeland Group LLC,1.6,52,Property management company,"100 W Harrison St #530, Seattle, WA 98119, United States","JJFR+7P Seattle, Washington, USA",http://www.copelandgrp.com/,+1 206-388-0180,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvzHt4We50DhkVThxtdklHb2aZR0lMWGQv_u6pL58zYiJ_7fGOgMaiIOrMl3F6pksrLt00DPfwqARxDl45BcGiM-GJK8u9DKPMWJugzMC9yzt2roGeQE5aybEf8Tpq4DDC3gPrLQ=w408-h544-k-no,false,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:45.457Z,,,
https://www.google.com/maps/place/The+Neiders+Company/data=!4m7!3m6!1s0x54906ac7a5c17ee3:0x78888a6dc9329b5e!8m2!3d47.6053781!4d-122.3171128!16s%2Fg%2F1tdyfbch!19sChIJ437BpcdqkFQRXpsyyW2KiHg,The Neiders Company,3.6,255,Property management company,"1120 E Terrace St #300, Seattle, WA 98122, United States","JM4M+55 Seattle, Washington, USA",http://www.neiders.com/,+1 206-325-0291,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNwLEh6aoVPL8B4ztW1LMccJa078-fh5S6dqLHF=w427-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:52.011Z,,,
https://www.google.com/maps/place/InCity+Properties/data=!4m7!3m6!1s0x5490148501c3ff7b:0x97fce0c46f2d73ad!8m2!3d47.6134705!4d-122.2896249!16s%2Fg%2F1wz52dvw!19sChIJe__DAYUUkFQRrXMtb8Tg_Jc,InCity Properties,3.4,75,Property management company,"1421 34th Ave #300, Seattle, WA 98122, United States","JP76+95 Seattle, Washington, USA",http://www.incityinc.com/,+1 206-659-6155,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOjDXQmrT30AaDYa9DJS-uJ2iBmk8Q80SgbGFfp=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:40:57.405Z,,,
https://www.google.com/maps/place/Seattle+Property+Management+Associates/data=!4m7!3m6!1s0x549015dedd4763bd:0x982f101188cbf0e!8m2!3d47.6300119!4d-122.3395899!16s%2Fg%2F11rtm730pb!19sChIJvWNH3d4VkFQRDr-MGAHxggk,Seattle Property Management Associates,1.0,6,Property management company,"1200 Westlake Ave N, Seattle, WA 98109, United States","JMJ6+25 Seattle, Washington, USA",http://www.seattlepma.com/,+1 206-280-3595,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3lpzS_nb9YraIy8-DugZyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.330215&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:41:00.876Z,,,
https://www.google.com/maps/place/Real+Property+Associates+Inc./data=!4m7!3m6!1s0x5490140ac255da71:0x4741cf7d7ebf1618!8m2!3d47.6832785!4d-122.3170829!16s%2Fg%2F1tn00y88!19sChIJcdpVwgoUkFQRGBa_fn3PQUc,Real Property Associates Inc.,4.5,947,Property management company,"7500 Roosevelt Way NE, Seattle, WA 98115, United States","MMMM+85 Seattle, Washington, USA",https://www.rentseattle.com/,+1 206-523-0300,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOKwnD1Pb6jxivDIgJEn-QzsqgN8lZr_VnEmas=w408-h246-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:41:06.356Z,,,
https://www.google.com/maps/place/Mott+Holdings/data=!4m7!3m6!1s0x5490152b68515555:0x2d87546d620ffa9!8m2!3d47.6219129!4d-122.3117086!16s%2Fg%2F11ghr0zcks!19sChIJVVVRaCsVkFQRqf8g1kZ12AI,Mott Holdings,4.7,12,Property management company,"349 16th Ave E, Seattle, WA 98112, United States","JMCQ+Q8 Seattle, Washington, USA",,+1 971-248-0744,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ociC5Gj_t-8sYF8roRN2cg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.04123&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-25T17:41:09.794Z,,,
