placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes,info
https://www.google.com/maps/place/Pilcher+Landscaping+Inc/data=!4m7!3m6!1s0xa7e91d01d6641cfb:0xa0bbc4ac7e0d00e0!8m2!3d30.247802!4d-81.6685254!16s%2Fg%2F11yrcbhwq5!19sChIJ-xxk1gEd6acR4AANfqzEu6A,Pilcher Landscaping Inc,5.0,1,Landscape designer,,,https://pilcherproperty.com/,+1 904-955-4442,Closed · Opens 7:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHg7-oJVZcot2HucJbqhZkaUXL3ysH3PwIUhsePst5hfb7v_JFKCst1ly-FdygckEhem3K1AaeGov3aBcisPqaOI1i0apJieZfNv5CdgPfv1w0r1Yow-rnhRunFVb1M_JCn9FfVt2JDIpru=w408-h242-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:48:35.319Z,,,
https://www.google.com/maps/place/Trey+Gardens/data=!4m7!3m6!1s0x8ea10f63e006e3a7:0xa668121955e89934!8m2!3d30.2176567!4d-81.3807039!16s%2Fg%2F11tszzs73n!19sChIJp-MG4GMPoY4RNJnoVRkSaKY,Trey Gardens,5.0,41,Landscape designer,"35 Corona Rd, Ponte Vedra Beach, FL 32082, United States","6J99+3P Ponte Vedra Beach, Florida, USA",https://www.treysgardens.com/,+1 917-714-8134,Closes soon · 5 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFInB7fuuKZxQmKPVu9GkC4Vy0KhT75y6vtJhkbGB9LcMZHHX2iIvGJiuA5bcNpSHQxw1iE1Y4V91FZmeZd89LzhaotnxWxJZXvoc4SFGL2phfEi3pacPRjvniqgFqFzqdX4One=w493-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:48:39.681Z,,,LGBTQ+ friendly
https://www.google.com/maps/place/Serenoa+Landscape+Design/data=!4m7!3m6!1s0x88e4491812669ffd:0x9814f91f7b72a1b0!8m2!3d30.2773816!4d-81.3971879!16s%2Fg%2F11clyd4sjg!19sChIJ_Z9mEhhJ5IgRsKFyex_5FJg,Serenoa Landscape Design,5.0,197,Landscape designer,"1074 10th Ave S, Jacksonville Beach, FL 32250, United States","7JG3+X4 Jacksonville Beach, Florida, USA",http://www.serenoagardendesign.com/,+1 904-608-7296,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1BFVFG1yuAiU4-yClpcE3_MUWOQYHdIywPCw7WmKLIM0R-snXexB3JUZ6uSdsaFmxgVUliRDPq583vHiq4wmyj8WvqzG_g5RjCtp9NrPeraJ5RvkILdPrf0KNjyTsOleLFMhi=w426-h240-k-no,true,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:48:44.145Z,,,Identifies as women-owned
https://www.google.com/maps/place/Gardenista+Jax/data=!4m7!3m6!1s0x88e449c6d5de72a5:0xd480242407f6333!8m2!3d30.2340974!4d-81.3918322!16s%2Fg%2F11k6sggdlw!19sChIJpXLe1cZJ5IgRM2N_QEICSA0,Gardenista Jax,4.9,90,Landscaper,"6 Bonita Dr, Ponte Vedra Beach, FL 32082, United States","6JM5+J7 Ponte Vedra Beach, Florida, USA",http://www.gardenistajax.com/,+1 904-834-0344,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz-b_TOnjZCYwR2G3LDhOLSsYtmZhi84XZsp0B8G8iFbSRUqVD26svDfMoR5GaahnYEsFQ5D2xrU6aLvNrmpHBWBPbWO6mcDUeUdF1TIu8lXESQXYPAWnFuAJdgyq9YZjJTkgnfR_wE9U=w408-h477-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:48:48.521Z,,,LGBTQ+ friendly
https://www.google.com/maps/place/Aloha+Outdoor+Lighting+LLC/data=!4m7!3m6!1s0x826d0c0e0177bfc3:0x114ec8e122df15d9!8m2!3d30.14178!4d-81.3526214!16s%2Fg%2F11vl44gkb0!19sChIJw793AQ4MbYIR2RXfIuHIThE,Aloha Outdoor Lighting LLC,5.0,23,Landscape lighting designer,"1246 Ponte Vedra Blvd, Ponte Vedra Beach, FL 32082, United States","4JRW+PX Ponte Vedra Beach, Florida, USA",https://alohaoutdoorlighting.com/,+1 904-412-3013,"Closes soon · 5 pm · Opens 8 am Thu

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2DikDRPKhRgmTk7V5TpvGGiC72JeHAh961T-iLCKC5Y-2wIT0XZKTsio3y0V2Zj-vSl6j3sc39VuwdSNmlolLG4K3HFXuaFMT_73iEDYwWAQ1WIrszfEnfGPyjW8BAwPCu_inIbzKmBm2=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:48:53.063Z,,,
https://www.google.com/maps/place/C+%26+L+Landscape/data=!4m7!3m6!1s0x88e5b6e8ea5962f1:0x743531198ce08274!8m2!3d30.3251016!4d-81.634878!16s%2Fg%2F1tgptfgh!19sChIJ8WJZ6ui25YgRdILgjBkxNXQ,C & L Landscape,4.7,321,Landscaper,"1601 E Duval St, Jacksonville, FL 32202, United States","89G8+22 Downtown, Jacksonville, FL, USA",https://www.cllandscape.com/,+1 904-353-6620,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfN-ykH6mGTuDq1V7RHYpwiOhy8A_n32oFbnViBVNNXCz-yxsT5JmBhzL4GlpA4JfAG8A712e3Wggp98nGICdPWwPyTDU6Z6DkEypBSkQg5JEc5JkSlmKK_IWjxzVQmgOmqaVz=w425-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:48:57.335Z,,,
https://www.google.com/maps/place/Jacksonville+Rock+and+Dirt/data=!4m7!3m6!1s0x88e43759656a6f8b:0xa94a6061da13e438!8m2!3d30.1931622!4d-81.3649911!16s%2Fg%2F11t_tfm4mp!19sChIJi29qZVk35IgROOQT2mFgSqk,Jacksonville Rock and Dirt,4.7,56,Dirt supplier,"619 Summer Pl, Ponte Vedra Beach, FL 32082, United States","5JVP+72 Ponte Vedra Beach, Florida, USA",https://www.jacksonvillerockanddirt.com/,+1 904-577-2809,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbRNKTOMFuxyahVqbSt48FoIoj1lUD53Pl3FssSvylt4n5NFnmfbyAr-L-vAq0ECe_pxCyKR3g_fgWJLKnIWKbOv_eyTdA86WvAzkGbe_S2m4vrfbI6PxUfQ4V3X_Arqr9bzJK=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–3 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:01.719Z,,,
https://www.google.com/maps/place/Southern+Turf+Co.%C2%AE+Jacksonville+Artificial+Turf/data=!4m7!3m6!1s0x6a390ae453adc185:0x45109c13a8d6a0eb!8m2!3d30.1242095!4d-81.4039346!16s%2Fg%2F11j_1sn1h_!19sChIJhcGtU-QKOWoR66DWqBOcEEU,Southern Turf Co.® Jacksonville Artificial Turf,5.0,374,Turf supplier,"2320 Palm Vly Rd, Ponte Vedra Beach, FL 32081, United States","4HFW+MC Ponte Vedra Beach, Florida, USA",https://www.southernturfco.com/jacksonville/,+1 904-966-4901,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZYhxolMic_81kSSjOUP-pI_G1AJWau_RgQdaht3yFho9luv7REIL2Izwg7lmb2GxtlgQEewH9MxeYijzZ32Wm-rYFsU7YCse_iyShantvkwkdKRrTeynVBcHWIKIuexMp4Tj_ZBtd7c6L=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:06.226Z,,,
https://www.google.com/maps/place/Conserva+Irrigation+of+Northeast+Florida/data=!4m7!3m6!1s0x88e437d9b0e73a6d:0x9fc330b4188aafb1!8m2!3d30.104332!4d-81.6001594!16s%2Fg%2F11h04p86n3!19sChIJbTrnsNk35IgRsa-KGLQww58,Conserva Irrigation of Northeast Florida,4.9,1306,Lawn sprinkler system contractor,,,https://www.conservairrigation.com/northeast-florida/,+1 904-584-3162,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjv530bVQsedJJbeDkyHpLEJkktr7J4dbQ41ujqNyDnrd-u5i0BcOU4kHWFdkGjVppE8dVMYxjdGurQ_3QoPBgvEwuTGMkfDqm3M712tlXlPp9HcaUvH2qKK1Ox5Wi-RmwwZiCJ3odEDVn=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:10.578Z,,,Identifies as women-owned
https://www.google.com/maps/place/COASTAL+TREE+SERVICE/data=!4m7!3m6!1s0x88e4325c0de8b535:0x1561c8ed4e895edc!8m2!3d30.1948643!4d-81.382523!16s%2Fg%2F1v2jdqqp!19sChIJNbXoDVwy5IgR3F6JTu3IYRU,COASTAL TREE SERVICE,4.8,51,Tree service,"130 Corridor Rd #1156, Ponte Vedra Beach, FL 32082, United States","5JV8+WX Ponte Vedra Beach, Florida, USA",https://www.coastaltree.com/,+1 904-285-6427,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFN_G52aLLzxKzsBowWs_ai8ewwQ6qnrTE55Im728RLptHuRkPX0NeXv2BHIzMAjmefSTfBT5rHe8Z60eG1bDHzImzKAnFFEmdLAPu26tm8KeEQWBBYCetGS7knkFeyB0ck2Cfv=w408-h529-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:14.812Z,,,
https://www.google.com/maps/place/Old+Pine+landscaping+and+Farms/data=!4m7!3m6!1s0x84c26471a6e46adb:0x6804e7a63f94aed8!8m2!3d29.998938!4d-81.5958965!16s%2Fg%2F11lmcskzm_!19sChIJ22rkpnFkwoQR2K6UP6bnBGg,Old Pine landscaping and Farms,4.6,20,Landscaper,,,https://oldpinefarmsandmarket.com/,+1 904-201-9722,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGC1fwJqghv1UzvAz5pt6ZhYw60Bzae0qomAP94776AK9Mwr0OcqSC8nkmeVmkk63e_y9LUydnEATNuNJpwsaGrjDyoCx9mH0X76hufYwvJug2NDkw0EtzdxYXHWJUaVWSVh_2PAEQ_Kiwg=w493-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–3 pm,10 am–12 pm,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:19.101Z,,,LGBTQ+ friendly
https://www.google.com/maps/place/McDaniel%27s+Lawncare+%26+Landscaping/data=!4m7!3m6!1s0x88e5b5e8a6599423:0x6d62bb81bd1fbfc4!8m2!3d30.2748237!4d-81.5581035!16s%2Fg%2F1td391ml!19sChIJI5RZpui15YgRxL8fvYG7Ym0,McDaniel's Lawncare & Landscaping,4.7,221,Landscaper,"4010 Ruby Dr W, Jacksonville, FL 32246, United States","7CFR+WQ Windy Hill, Jacksonville, FL, USA",http://www.mcdanielslawncare.com/,+1 904-894-9940,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEI1nq9Lso3CtSjJaPQybBQaM1p1IYiAR8t7O0v-LEf6nE2codpTX4QBRnpSeY_8m3j8LV5qne7jmPEtqXxXZq_qbSTiSo8pWHiC_sqneRLWtS_pS9bH-KSlSQ3xAjpWIlZI9LR=w408-h305-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–1 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:23.385Z,,,
https://www.google.com/maps/place/Coastal+Landscape+Management/data=!4m7!3m6!1s0x256b10711e5fa121:0xc40272698d082be6!8m2!3d30.2863885!4d-81.4411478!16s%2Fg%2F11tg7p8dnz!19sChIJIaFfHnEQayUR5isIjWlyAsQ,Coastal Landscape Management,5.0,24,Lawn care service,"14286 Beach Blvd Suite #19-328, Jacksonville Beach, FL 32250, United States","7HP5+HG Jacksonville Beach, Florida, USA",http://landscapingbycoastal.com/?utm_source=GBP&utm_medium=organic&utm_campaign=office,+1 904-339-2586,Closes soon · 5 pm · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfAQgeGiruEzCzdoNo1rv5HY_Eo9zqBDxDi4m8gCNcOmsglYWSJs0fHtfuM1coSF5fQnw4GuMGyWlMGVCnB62JcM7ZS_w81XOoKOX-kN07C_vgnvBLXyZxZ5o7aRfyccSpA0Djow=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:27.762Z,,,
https://www.google.com/maps/place/Simply+Verde+Artificial+Turf/data=!4m7!3m6!1s0x88e4377b79c37f29:0xe717f10a234f42ee!8m2!3d30.2279745!4d-81.3875771!16s%2Fg%2F11x6vm4ljx!19sChIJKX_DeXs35IgR7kJPIwrxF-c,Simply Verde Artificial Turf,5.0,26,Turf supplier,"115 Solana Rd A, Ponte Vedra Beach, FL 32082, United States","6JH6+5X Ponte Vedra Beach, Florida, USA",http://simplyverdeartificialturf.com/,+1 904-900-6451,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlUoSdPM1If0reoTH-kQfuY3UZoRq8d81ywbpBYbau5GlgQBnetKoiZRjlFjg8Y7R12qtflx0cvtBuU5CGc0U15Uric5dQBd69sTW3Id2-Xw11djWhjrBfxCZBG2DXQH-ewOCHZuB2Lkvs=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2026-04-29T20:49:32.137Z,,,LGBTQ+ friendly
