placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Easy+Lift+Door+Company/data=!4m7!3m6!1s0x809ad98e1cd1d467:0xec49076376d433b0!8m2!3d38.6174372!4d-121.4163763!16s%2Fg%2F1tcwrczs!19sChIJZ9TRHI7ZmoARsDPUdmMHSew,Easy Lift Door Company,4.9,194,Garage door supplier,"2871 Howe Ave, Sacramento, CA 95821, United States","JH8M+XC Sacramento, California, USA",http://www.easyliftdoor.com/,+1 916-922-7123,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPjavJisEFz249ky5irKZs8sYmflA3LMa0OAspj=w408-h497-k-no,true,8 am–3 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:04.588Z,,,,
"https://www.google.com/maps/place/R%26S+Overhead+Doors+and+Gates+of+Sacramento,+Inc/data=!4m7!3m6!1s0x809ac4f3c8465d37:0x45ad5d871241603a!8m2!3d38.5111832!4d-121.3814144!16s%2Fg%2F1tfs19vz!19sChIJN11GyPPEmoAROmBBEoddrUU","R&S Overhead Doors and Gates of Sacramento, Inc",4.9,152,Garage door supplier,"8711 Elder Creek Rd # 400, Sacramento, CA 95828, United States","GJ69+FC Sacramento, California, USA",https://www.rsdoorsandgates.com/?utm_campaign=google&utm_medium=organic&utm_source=google_business_profile,+1 916-371-5320,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNT4-9uvp83tlgy048RSzXM3COFLaCB7b07Yi5h=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:09.199Z,,,,
https://www.google.com/maps/place/Garage+Door+Service+of+Sacramento/data=!4m7!3m6!1s0x809ad65b92bf38c9:0xd0e891832ca1f711!8m2!3d38.5234902!4d-121.3873061!16s%2Fg%2F1vvdvgdw!19sChIJyTi_klvWmoAREfehLIOR6NA,Garage Door Service of Sacramento,4.7,48,Garage door supplier,,,http://www.garagedoorserviceofsacramento.com/,+1 916-213-2390,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNAuRxyEhETFv0o4R4Fv9345RbwXclQ4KvUKyV0=w857-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:13.730Z,,,,
https://www.google.com/maps/place/Haney+Door+Service/data=!4m7!3m6!1s0x809adb8a0b721911:0x24652b1e32b95c47!8m2!3d38.6046843!4d-121.2614583!16s%2Fg%2F11h2b5nr0q!19sChIJERlyC4rbmoARR1y5Mh4rZSQ,Haney Door Service,4.9,2164,Garage door supplier,"2668 Mercantile Dr Suite D, Rancho Cordova, CA 95742, United States","JP3Q+VC Rancho Cordova, California, USA",https://www.haneydoor.com/,+1 916-534-4538,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM7H_UCnN7wVoITMlrKPRuOFIScHIAHwZhuYhX9=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:18.446Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Kings+Garage+Door+Repair+%26+Installation/data=!4m7!3m6!1s0x809adfb326efdefd:0x270bccf4677560c3!8m2!3d38.6831724!4d-121.2938834!16s%2Fg%2F1hm3tz17z!19sChIJ_d7vJrPfmoARw2B1Z_TMCyc,Kings Garage Door Repair & Installation,4.9,96,Garage door supplier,"6428 Sol Way, Citrus Heights, CA 95621, United States","MPM4+7C Citrus Heights, California, USA",https://kingsgaragedoorca.com/,+1 916-806-8397,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytQ6hbo-nZ0x43BwVTAQhCfDzJhvbNDAVdRCtjQYUad8Lj51gcrsCv1gKF8GpQp7dr3eGym0LszrkbtmN7NHt90b6Lqti6Gd_mWj5SNVMYs-tjXJVNrNgr8GJJQZkoB6NbnFAM=w408-h415-k-no,true,8 am–7 pm,8 am–1:30 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:22.925Z,,,,
https://www.google.com/maps/place/Dan%27s+Garage+Doors/data=!4m7!3m6!1s0x881302026063080d:0x5901eaba4a8437c!8m2!3d38.377413!4d-121.4448529!16s%2Fg%2F11swq42cl7!19sChIJDQhjYAICE4gRfEOopKsekAU,Dan's Garage Doors,5.0,214,Garage door supplier,,,https://www.dansgaragedoors.biz/,+1 916-926-7898,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOXxOKybcT2oJ25UnmopmT4Vd4CdTTHbqOY869H=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:27.446Z,,,,
https://www.google.com/maps/place/Prominent+Garage+Door+Repair/data=!4m7!3m6!1s0x809acf19411642dd:0xf8189bd8b297c2b9!8m2!3d38.4931941!4d-121.5178553!16s%2Fg%2F11y3d_15v9!19sChIJ3UIWQRnPmoARucKXstibGPg,Prominent Garage Door Repair,5.0,21,Garage door supplier,"40 Park City Ct, Sacramento, CA 95831, United States","FFVJ+7V Sacramento, California, USA",,+1 916-232-5400,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPh6lEOG8UrbmTdfy2aEHvfj8k7deVqxzFZcL8R=w408-h306-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:32.062Z,,,,
https://www.google.com/maps/place/Vamos+Garage+Door+Repair/data=!4m7!3m6!1s0x809ad132f0aa0607:0xafd69a1395363f3c!8m2!3d38.5712059!4d-121.4724426!16s%2Fg%2F11y7kdtrsw!19sChIJBwaq8DLRmoARPD82lROa1q8,Vamos Garage Door Repair,5.0,10,Garage door supplier,"2621 Capitol Ave #4, Sacramento, CA 95816, United States","HGCH+F2 Sacramento, California, USA",,+1 279-241-0034,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkdL27TdXbcmdn4ERA5TRJIXm4G5xNpD-Dc9Pi7TEQVJTU5qQ8WFWaTSbErGY22rKxZhgmaeqlBPJBZ1tUba829cPd1KIpqnnsFD_mp6lxRF90Cefdkc6gCmOIbeTEviA_Yu9Ttg1yf1mG=w408-h391-k-no,false,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:36.560Z,,,,
https://www.google.com/maps/place/Proficient+Garage+Door+Service/data=!4m7!3m6!1s0x8cd9b88cd3bd3e4f:0x92b3fd9df5a7c69c!8m2!3d38.6589713!4d-121.262551!16s%2Fg%2F11p5mmz2n3!19sChIJTz6904y42YwRnMan9Z39s5I,Proficient Garage Door Service,5.0,181,Garage door supplier,,,,+1 916-602-3309,Closes soon ⋅ 4 pm ⋅ Opens 12 am Sun,https://lh3.googleusercontent.com/p/AF1QipOMBoeFNbfAz2bew_JOiQ6JH9BhcvQASeDWpLQ1=w408-h408-k-no,true,6 am–4 pm,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:41.509Z,,,,
https://www.google.com/maps/place/Garage+Door+Specialists/data=!4m7!3m6!1s0x809ad5cc3efe6a1f:0x221f49a0ef3f7411!8m2!3d38.5847908!4d-121.5478417!16s%2Fg%2F11kgkbf1tw!19sChIJH2r-PszVmoAREXQ_76BJHyI,Garage Door Specialists,4.4,34,Garage door supplier,"2901 Duluth St, West Sacramento, CA 95691, United States","HFM2+WV West Sacramento, California, USA",http://www.gdspecialists.com/,+1 916-375-0575,Closes soon ⋅ 4 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipMLAOtTaTQJlupGZslRzHxLMbQ1LijRjNs2wxlj=w408-h306-k-no,true,7 am–4 pm,7–10 am,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:46.219Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/A1+Garage+Doors/data=!4m7!3m6!1s0x809ad93f6fba48c9:0x85e609587cd25298!8m2!3d38.6523692!4d-121.4233228!16s%2Fg%2F11tj6z41fv!19sChIJyUi6bz_ZmoARmFLSfFgJ5oU,A1 Garage Doors,5.0,55,Garage door supplier,"1850 Reynolds Way s300, Sacramento, CA 95838, United States","MH2G+WM Sacramento, California, USA",https://a1garage-doors.com/,+1 916-907-3491,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAOEFvnyVuLpyIVWEweCu8KQ9COrSc4L4jF626zU2NdjEPBYBccl0jfhiKGHO2jkp4wb1NV7BKdUUVefQA4V4dPzsbaQ2wZazjhxmSAt_V85oRSKmXiRmMmqAyZqnEaRaQ7KHYhA=w408-h255-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:50.728Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/MOJA+Garage+Doors/data=!4m7!3m6!1s0x809ac703556ff3f3:0x9226caa8397387ac!8m2!3d38.4534632!4d-121.3700657!16s%2Fg%2F11qq9140ch!19sChIJ8_NvVQPHmoARrIdzOajKJpI,MOJA Garage Doors,5.0,121,Garage door supplier,"8359 Elk Grove Florin Rd Suite 103-354, Sacramento, CA 95829, United States","FJ3H+9X Sacramento, California, USA",https://mojagaragedoors.com/,+1 916-975-0144,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPZQVqIvKK4QKCBxKv-f_LLzv4J-wO37DE5qHdC=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:55.480Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/Garage+Door%E2%80%99s+Vintage+-+Sacremnto/data=!4m7!3m6!1s0x809ad100244891a1:0xdbb9a75b516a63f9!8m2!3d38.5409233!4d-121.4642546!16s%2Fg%2F11xyq0zdh2!19sChIJoZFIJADRmoAR-WNqUVunuds,Garage Door’s Vintage - Sacremnto,5.0,1,Repair service,"3878 12th Ave, Sacramento, CA 95817, United States","GGRP+97 Sacramento, California, USA",http://garagedoorsvintage.com/,+1 916-272-0428,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzP5cVhn6WUrEPPUAQ8QOrKlGcsaTDgsyNRjF5GhNthVc7x3OWm6jJbarJMktvIclK6AgYjpIaSXtmz-_3Dim0NEYW-lEtGtf6_JBor6redNm-9U7z3y29a1HFSXuq-hJmPWWjsc3tnQTey=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:11:59.795Z,,,,
https://www.google.com/maps/place/Garage+Door%27s+Vintage+-+Sacramento/data=!4m7!3m6!1s0x809ad500465140c1:0xece4f850a5b332af!8m2!3d38.5858004!4d-121.5420907!16s%2Fg%2F11xyq14vnd!19sChIJwUBRRgDVmoARrzKzpVD45Ow,Garage Door's Vintage - Sacramento,5.0,3,Repair service,"2600 Rice Ave, West Sacramento, CA 95691, United States","HFP5+85 West Sacramento, California, USA",http://garagedoorvintage.com/,+1 916-282-5548,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzt454Qug3vjbCdCbSKa6NwLF1I-L8EoIbOHMW2OzJ5Kq4N3xB4HTqQcM_oGxFcH_E2ANRCZLUiqsgAmbdzyiYTPLMYk2OHLQPq2rV_ewP8cYP_gb_L8meG2qqHdUn1E8eiKRZZHRBB3hhf=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:12:04.053Z,,,,
https://www.google.com/maps/place/CGR+Garage+Door+Services+of+Sacramento/data=!4m7!3m6!1s0x6afadf9547370541:0xe273d78681785542!8m2!3d38.479428!4d-121.4126801!16s%2Fg%2F11ykqkr90d!19sChIJQQU3R5Xf-moRQlV4gYbXc-I,CGR Garage Door Services of Sacramento,5.0,1,Garage door supplier,"7665 Harvest Woods Dr, Sacramento, CA 95828, United States","FHHP+QW Sacramento, California, USA",https://californiagaragerepair.com/sacramento/?utm_source=omg-gbp&utm_medium=webclick,+1 916-459-4004,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7YchlC91G9RfLcpQQ2LrcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.16333&pitch=0&thumbfov=100,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:12:08.440Z,,,,
https://www.google.com/maps/place/Eudy+Door+Co/data=!4m7!3m6!1s0x809ac505d61e227d:0xb3e5aa9c9bd6f213!8m2!3d38.501031!4d-121.4081679!16s%2Fg%2F1tdl6cl1!19sChIJfSIe1gXFmoARE_LWm5yq5bM,Eudy Door Co,4.8,36,Garage door supplier,"6929 Power Inn Rd, Sacramento, CA 95828, United States","GH2R+CP Sacramento, California, USA",http://www.eudydoorco.com/,+1 916-387-8664,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMASBmGKJ1-0M6ZkoxaTLhd3HURABl4PKrkfl_D=w408-h408-k-no,true,7:30 am–4:30 pm,7:30–10 am,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:12:13.158Z,,,,
https://www.google.com/maps/place/First+Response+Garage+Doors/data=!4m7!3m6!1s0x809adb5f8b322561:0xa7090517befac143!8m2!3d38.5860593!4d-121.406553!16s%2Fg%2F11j27tj6tf!19sChIJYSUyi1_bmoARQ8H6vhcFCac,First Response Garage Doors,4.8,5,Garage door supplier,"1120 Clinton Rd, Sacramento, CA 95825, United States","HHPV+C9 Sacramento, California, USA",http://www.firstresponsedoors.com/,+1 916-705-9451,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPsIqWA07KKF9S-Kd3hT-p2elWSdWokk1JFovK7=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:12:17.912Z,,,,
https://www.google.com/maps/place/Hometown+Garage+Door+Service+Auburn/data=!4m7!3m6!1s0x6a61a7fd12919dc9:0x96c833f04c8d71d2!8m2!3d38.487496!4d-121.4448529!16s%2Fg%2F11sb40p9_p!19sChIJyZ2REv2nYWoR0nGNTPAzyJY,Hometown Garage Door Service Auburn,4.9,58,Garage door supplier,,,,+1 916-545-1171,Closes soon ⋅ 4 pm ⋅ Opens 7 pm Sat,https://lh3.googleusercontent.com/p/AF1QipPsxJjMHKQx-LvRByVrmLhCUgZHHfE6g3CykQmo=w452-h240-k-no,true,6 am–4 pm,7–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:12:22.374Z,,,,
https://www.google.com/maps/place/Quality+Garage+Door+Repair/data=!4m7!3m6!1s0x809ad12b9a5e6df7:0x89f0c678b7e68fa0!8m2!3d38.377413!4d-121.4448529!16s%2Fg%2F1ptwy5dwb!19sChIJ921emivRmoARoI_mt3jG8Ik,Quality Garage Door Repair,3.0,2,Garage door supplier,,,http://doors-garage.com/,+1 916-290-5879,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMzzBOulCP8ZgaP8ed7qZ3YmcYvgV2BQ9Lkn7YY=w408-h332-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:12:26.949Z,,,,
