placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes
https://www.google.com/maps/place/Hartleys+Plumbing+%26+Heating+Engineers+Ltd/data=!4m7!3m6!1s0x4879377d01976465:0xfb9cfe3b91a21c23!8m2!3d53.9896073!4d-1.0936819!16s%2Fg%2F11rvbn9v_t!19sChIJZWSXAX03eUgRIxyikTv-nPs,Hartleys Plumbing & Heating Engineers Ltd,4.9,151,Heating contractor,"32 Auster Rd, York YO30 4XA, United Kingdom","XWQ4+RG Rawcliffe, York, UK",https://www.hartleysplumbingandheating.co.uk/,+44 1904 230140,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNebDQVzjRuJYJ5zbw_awtDkgr_XoJt-IUKT75-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:23.058Z,,
https://www.google.com/maps/place/HP+Plumbing+and+Heating/data=!4m7!3m6!1s0x487931482d6af88f:0x8496c9e26219a87a!8m2!3d53.9868875!4d-1.0986572!16s%2Fg%2F11ftgm23gj!19sChIJj_hqLUgxeUgReqgZYuLJloQ,HP Plumbing and Heating,4.9,159,Plumber,"Construction House, James Nicolson Link, York YO30 4GR, United Kingdom","XWP2+QG Rawcliffe, York, UK",https://www.hpplumbingandheating.co.uk/,+44 7719 108202,Closed ⋅ Opens 8:30 am,https://lh3.googleusercontent.com/p/AF1QipMCFlrL8KY3-xxHr8FOCesNPrH2-LlSgmDE8g3k=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:28.599Z,,
https://www.google.com/maps/place/Leedhams+Plumbing+and+Heating/data=!4m7!3m6!1s0x48793192da0b11bf:0x588ef8a2d3ff0b63!8m2!3d53.9666939!4d-1.061813!16s%2Fg%2F11wx_z7p9w!19sChIJvxEL2pIxeUgRYwv_06L4jlg,Leedhams Plumbing and Heating,5.0,11,Plumber,"19 Heworth Pl, Heworth, York YO31 0AB, United Kingdom","XW8Q+M7 York, UK",http://leedhams.co.uk/,+44 7793 547404,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9gT5kwhKmBSoaYHMr3-4qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.557884&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:33.789Z,,
https://www.google.com/maps/place/Purdys+Plumbing+%26+Heating/data=!4m7!3m6!1s0x47d8afba06752d07:0x924d673e0f46b90a!8m2!3d53.9853342!4d-1.0610041!16s%2Fg%2F11gngy273r!19sChIJBy11Brqv2EcRCrlGDz5nTZI,Purdys Plumbing & Heating,4.9,18,Plumber,"2 Gorse Paddock, Huntington, York YO31 9EW, United Kingdom","XWPQ+4H Huntington, York, UK",http://www.purdysplumbing.com/,+44 7963 587141,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q-6skYcRnIuEXU2pPaJS5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.873375&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:38.825Z,,
https://www.google.com/maps/place/Everheat+-+Heating+and+Renewables/data=!4m7!3m6!1s0x48793111a81ef8e7:0x89286ab2f09f7866!8m2!3d53.9646956!4d-1.1068199!16s%2Fg%2F11f08pt_vm!19sChIJ5_geqBExeUgRZnif8LJqKIk,Everheat - Heating and Renewables,5.0,14,Plumber,"Flat 3, 256 Salisbury Terrace, York YO26 4XP, United Kingdom","XV7V+V7 York, UK",http://www.ever-heat.co.uk/,+44 1904 500157,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipONIc4mW24WvEP0Es2a0IdBrD_dhRDPieRL8_mP=w408-h391-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:44.039Z,,
https://www.google.com/maps/place/GB+Plumbing+and+Heating/data=!4m7!3m6!1s0x487937cdac771301:0x64553da33e2e15de!8m2!3d53.9464134!4d-1.1394603!16s%2Fg%2F11h6nk85xy!19sChIJARN3rM03eUgR3hUuPqM9VWQ,GB Plumbing and Heating,4.6,18,Plumber,"25 Westfield Pl, Acomb, York YO24 3HL, United Kingdom","WVW6+H6 York, UK",https://gbheat.co.uk/,+44 7376 548084,Closed ⋅ Opens 7 am,https://lh3.googleusercontent.com/p/AF1QipM1aQ1tBJ496S1GbphuTNfbU0qtMCS20NjJ2CmP=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:49.609Z,,
https://www.google.com/maps/place/Boiler+Service+York+%2F+RN+Able/data=!4m7!3m6!1s0x487931b89d703ccd:0x2eb99949d6871fde!8m2!3d53.9637801!4d-1.0616345!16s%2Fg%2F1v3drn94!19sChIJzTxwnbgxeUgR3h-H1kmZuS4,Boiler Service York / RN Able,4.8,64,Gas engineer,"24 Third Ave, Tang Hall, York YO31 0TX, United Kingdom","XW7Q+G8 York, UK",http://www.boilerserviceyork.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11644615320498193987,,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipMElK4o9m6Qsmq_g4mGj9KkIg_MpEkQ2Ua8ZAqS=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:54.704Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Simtec+Heating/data=!4m7!3m6!1s0x487931dc57f4080d:0xdbb02ca26e8f37de!8m2!3d53.9568114!4d-1.0672191!16s%2Fg%2F11qg97djlr!19sChIJDQj0V9wxeUgR3jePbqIssNs,Simtec Heating,4.5,18,Heating contractor,"Office D9A, The Raylor Centre, James St, York YO10 3DW, United Kingdom","XW4M+P4 York, UK",http://www.simtec-heating.co.uk/,+44 1904 412109,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipPm4Es8vvvudcyvseRFvr8a7xeSthJ1XnqFBmVh=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:38:59.727Z,,
https://www.google.com/maps/place/LW+plumbing+and+heating/data=!4m7!3m6!1s0x4879317cc3cd8b0f:0x8b07afceb1334d0!8m2!3d53.9730103!4d-1.0898232!16s%2Fg%2F11nyn6063s!19sChIJD4vNw3wxeUgR0DQT6_x6sAg,LW plumbing and heating,1.0,1,Plumber,"10, York YO30 6JG, United Kingdom","XWF6+63 York, UK",https://dotukmap.org/details/lw-plumbing-and-heating-ChIJD4v,+44 7450 969993,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDvw8zjVG5a-SQRWYqzi1yAXHkuiRqaUQqotnIjBUSrt9l8TEAzb6HsZpkYA5ApEgRPWz180kMdIlnN-ky7rF0TL0q62lI3MJ2qSpWBkYTN3WTxTRz7XB0-WqsDCR3WtruU6fH=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:05.012Z,,
https://www.google.com/maps/place/Ace+Plumbing+York/data=!4m7!3m6!1s0xd60ea9934164ca7:0xafc7edc727506f86!8m2!3d53.9469114!4d-1.0761592!16s%2Fg%2F11t9trr001!19sChIJp0wWNJnqYA0Rhm9QJ8ftx68,Ace Plumbing York,5.0,16,Gas engineer,"84 Frances St, York YO10 4DP, United Kingdom","WWWF+QG York, UK",https://www.ace-plumbing-york.co.uk/,+44 7737 761984,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rTSXK9YsrVW3nX17kLnkww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.717&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:10.229Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Deighton+Plumbing/data=!4m7!3m6!1s0x487931dc614df735:0x4e6b7ba58c02b8bc!8m2!3d53.9861583!4d-1.0624976!16s%2Fg%2F11yh_2_b4g!19sChIJNfdNYdwxeUgRvLgCjKV7a04,Deighton Plumbing,5.0,27,Plumber,"25 Doriam Dr, Huntington, York YO31 9JE, United Kingdom","XWPQ+F2 Huntington, York, UK",https://www.deightonplumbing.co.uk/,+44 7871 052081,"Closed ⋅ Opens 9 am

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNu5ib8DvvecSBYg_iQ0uZ_NlWprtRmt4h4jtb3=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:15.469Z,,
https://www.google.com/maps/place/M+W+Plumber/data=!4m7!3m6!1s0x487931207205f1ef:0x2b0fa9c244af95de!8m2!3d53.9582587!4d-1.1387056!16s%2Fg%2F11vz3f8mjw!19sChIJ7_EFciAxeUgR3pWvRMKpDys,M W Plumber,5.0,29,Plumber,"Knapton Ln, Acomb, York YO26 5PU, United Kingdom","XV56+8G York, UK",,+44 7947 242995,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCiAZaekqtmt9-tb_OH8z4qQJUdcImx_AfSPj-I91xz1dkdP_p_sY52EV3_KRuMlJ5tLuJcSNYR6YMwtlZOseUtsoh_U8PtR8wXnjq2gp37OW_ouDYGadTq_Dk9j1vthZ0ZA9o=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:20.545Z,,
https://www.google.com/maps/place/Rob+Barron+plumbing+and+heating/data=!4m7!3m6!1s0x487931e10646346f:0xfff231f3a511b5f4!8m2!3d53.9748877!4d-1.0398452!16s%2Fg%2F11c32cdy2v!19sChIJbzRGBuExeUgR9LURpfMx8v8,Rob Barron plumbing and heating,5.0,6,Heating contractor,"8 Ryecroft Cl, Heworth, York YO31 1HY, United Kingdom","XXF6+X3 York, UK",,+44 7852 227215,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xJZq5M6YOr5-4ApUnSfwGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.57068&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:25.559Z,,
https://www.google.com/maps/place/Nortons+Heating/data=!4m7!3m6!1s0x487931cc299e8dcd:0xf9e7e3aaf3b069b6!8m2!3d53.9608205!4d-1.0267876!16s%2Fg%2F1yh9tqplk!19sChIJzY2eKcwxeUgRtmmw86rj5_k,Nortons Heating,4.7,123,Gas engineer,"Suite 4a, Heritage House, Murton Way, York YO19 5UW, United Kingdom","XX6F+87 York, UK",http://www.nortonsheating.com/,+44 1904 411040,Closed ⋅ Opens 7:30 am,https://lh3.googleusercontent.com/p/AF1QipMNQYZT9PhUP5YBCs2hjUVRTFrRZ3pxEaML9Ce5=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:30.705Z,,
https://www.google.com/maps/place/Vanguard+Heating/data=!4m7!3m6!1s0x487931ea90361edb:0x24541dfb00faaacc!8m2!3d53.9661423!4d-1.127456!16s%2Fg%2F11fkq6892f!19sChIJ2x42kOoxeUgRzKr6APsdVCQ,Vanguard Heating,5.0,29,Heating contractor,"10 Ouseburn Ave, Acomb, York YO26 5NN, United Kingdom","XV8F+F2 York, UK",http://www.vanguardheat.co.uk/,+44 7887 840395,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipOlzBX5QbPWAwredJKNbBe2Wu80KwDXj-Hl_0Qi=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:37.365Z,,
https://www.google.com/maps/place/Plumbcore/data=!4m7!3m6!1s0x487930cd0ffe19ed:0xc99d67ce330a2832!8m2!3d53.9677438!4d-1.1470784!16s%2Fg%2F11g9g3r__r!19sChIJ7Rn-D80weUgRMigKM85nnck,Plumbcore,4.4,25,Contractor,"Workshop 3, Oakwood Farm, Northfield Lane, Nether Poppleton, York YO26 6QF, United Kingdom","XV93+35 Nether Poppleton, York, UK",http://www.plumbcore.co.uk/,+44 1904 890246,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipNPvFHqJGdbJFb7CN4Bap3kggC_Fiw47VHU7KKa=w408-h297-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:42.635Z,,
https://www.google.com/maps/place/Plumbing+by+Taylor/data=!4m7!3m6!1s0x48793172406cd1a9:0x4a5246d75fd5d50d!8m2!3d53.974965!4d-1.0986154!16s%2Fg%2F1hc4zfbdb!19sChIJqdFsQHIxeUgRDdXVX9dGUko,Plumbing by Taylor,4.8,40,Gas engineer,"46 Fairway, York YO30 5QA, United Kingdom","XWF2+XH York, UK",http://www.bathroomspecialistyork.co.uk/,+44 7766 984425,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipNA_73WQpJZHbILSI5TjvRI23ykWyMYubhINJ23=w408-h307-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:48.563Z,,
https://www.google.com/maps/place/Nunthorpe+Services/data=!4m7!3m6!1s0x487930ff96d75a85:0xd9c6a650f0179b97!8m2!3d53.9474647!4d-1.0880917!16s%2Fg%2F1hc1ht9b6!19sChIJhVrXlv8weUgRl5sX8FCmxtk,Nunthorpe Services,4.2,5,Heating contractor,"41 Nunthorpe Grove, York YO23 1DT, United Kingdom","WWW6+XQ York, UK",,+44 1904 639272,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i5dLtR5SEv1xV59rlXo9dw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.351776&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:39:54.749Z,,
https://www.google.com/maps/place/MT+Plumbing+%26+Heating+Services+York+Ltd/data=!4m7!3m6!1s0x487931c726ba1777:0x921bcfd26613b927!8m2!3d53.9615477!4d-1.0661549!16s%2Fg%2F11btyts_s0!19sChIJdxe6JscxeUgRJ7kTZtLPG5I,MT Plumbing & Heating Services York Ltd,4.0,7,Plumber,"Little Hallfield Rd, Tang Hall, York YO31 7XP, United Kingdom","XW6M+JG York, UK",https://mtyork.co.uk/,+44 1904 403953,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C15qDW1mdu2-2iyM4x9xEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.44824&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:40:00.708Z,,
https://www.google.com/maps/place/GDC+Plumbing+%26+Heating+Ltd/data=!4m7!3m6!1s0x487930d8915bfee3:0x81243362cb9c3c62!8m2!3d53.9660913!4d-1.1189455!16s%2Fg%2F11b80762jv!19sChIJ4_5bkdgweUgRYjycy2IzJIE,GDC Plumbing & Heating Ltd,5.0,10,Plumber,"Prior's Walk, Acomb, York YO26 5SW, United Kingdom","XV8J+CC York, UK",,+44 7944 180488,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipONqPmaA_m-px5CX7PhE_F4DU9ox3EjL9hHt02c=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:40:06.079Z,,
