placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,isBlackOwned,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes
https://www.google.com/maps/place/Kinga+Kaslik+Holistic+Center/data=!4m7!3m6!1s0x88d9ab23a4cd4225:0xb97922f8e613e0d3!8m2!3d26.1335088!4d-80.1379682!16s%2Fg%2F11t81b248q!19sChIJJULNpCOr2YgR0-AT5vgiebk,Kinga Kaslik Holistic Center,5.0,4,Holistic medicine practitioner,"555 NE 8th St, Fort Lauderdale, FL 33304, United States","4VM6+CR Fort Lauderdale, Florida, USA",,+1 786-803-3433,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1DUWYixEj0Q9VFeKZPd8vA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.79315&pitch=0&thumbfov=100,false,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T16:59:57.116Z,LGBTQ+ friendly,,Closed,Closed,Closed,Closed,Closed,7:30 am–9 pm,7 am–9 pm,
https://www.google.com/maps/place/A+Healthier+You/data=!4m7!3m6!1s0x88d902181e5eb2ef:0x7fecceb805f01357!8m2!3d26.1592111!4d-80.1164568!16s%2Fg%2F11c1v1_qrg!19sChIJ77JeHhgC2YgRVxPwBbjO7H8,A Healthier You,5.0,31,Wellness center,"Dr. Deborah Corrente AP, DAOM, CHT, 2544 N Federal Hwy, Fort Lauderdale, FL 33305, United States","5V5M+MC Fort Lauderdale, Florida, USA",https://ahealthieryouwellnesscenter.com/,+1 954-826-9690,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMf73SEZTl-eICEXc3aLqX3R01sREW5mbzaxvHd=w408-h298-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:01.935Z,LGBTQ+ friendly,,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,9 am–2:30 pm,Closed,
https://www.google.com/maps/place/Alternative+Medicine+Center/data=!4m7!3m6!1s0x88d9018f3e02c961:0x72fbddda75654aa!8m2!3d26.1676036!4d-80.1119346!16s%2Fg%2F1261wkp2n!19sChIJYckCPo8B2YgRqlRWp929Lwc,Alternative Medicine Center,4.5,8,Alternative medicine practitioner,"2691 E Oakland Park Blvd, Fort Lauderdale, FL 33306, United States","5V9Q+26 Fort Lauderdale, Florida, USA",http://www.drgarysnyder.com/,+1 954-486-4000,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wUVX-SsTU3eFsQW4rQDftQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.96936&pitch=0&thumbfov=100,false,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:06.869Z,,,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,
https://www.google.com/maps/place/Prestege+Wellness+and+Aesthetics/data=!4m7!3m6!1s0x88d9020c1e0b875b:0x428069848c5be1f5!8m2!3d26.1902574!4d-80.1048129!16s%2Fg%2F1hm66jy4g!19sChIJW4cLHgwC2YgR9eFbjIRpgEI,Prestege Wellness and Aesthetics,5.0,4,Holistic medicine practitioner,"3077 E Commercial Blvd, Fort Lauderdale, FL 33308, United States","5VRW+43 Fort Lauderdale, Florida, USA",https://www.prestegewellness.com/,+1 954-626-6446,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP1sT7mraugXJifoslET6_OwdtuzFh6_8FyYWHk=w408-h725-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:11.588Z,,,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,Closed,
https://www.google.com/maps/place/Ocean+Health+Center/data=!4m7!3m6!1s0x88d901d869c75323:0xcec85c8154298bf!8m2!3d26.1052257!4d-80.1403537!16s%2Fg%2F11h2npnv0k!19sChIJI1PHadgB2YgRv5hCFciF7Aw,Ocean Health Center,5.0,197,Wellness center,"1323 SE 3rd Ave, Fort Lauderdale, FL 33316, United States","4V45+3V Fort Lauderdale, Florida, USA",https://www.oceanhealthcenter.com/,+1 954-399-8070,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzFhVkpTksly_o4PisLPCOLUYHVJ6Sj506HN08LDgjNvFj-bjN2HH0UrT50REV-Mn1-90bCdiK3b2Aze9ghq68DFmD8TNHzXOI51JwVY6yRwhZpfBFjSjr__oksEC4GQOKN6TP=w408-h544-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:16.680Z,,,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6 pm,Closed,Closed,
https://www.google.com/maps/place/Functional+Health+Journey/data=!4m7!3m6!1s0x88d901d223e35da1:0x6bab37cefebb55ff!8m2!3d26.1009242!4d-80.1353147!16s%2Fg%2F11wwr090rs!19sChIJoV3jI9IB2YgR_1W7_s43q2s,Functional Health Journey,5.0,3,Health consultant,"757 SE 17th St #768, Fort Lauderdale, FL 33316, United States","4V27+9V Fort Lauderdale, Florida, USA",http://www.fhjourney.com/,+1 818-793-4207,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5CWObwrKGtt3TyYURljQyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.9317389&pitch=0&thumbfov=100,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:21.383Z,,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Snyder+Gary+MD/data=!4m7!3m6!1s0x88d901f132ae137d:0xbc720a628158b49!8m2!3d26.167768!4d-80.111926!16s%2Fg%2F12605dk_z!19sChIJfROuMvEB2YgRSYsVKKYgxws,Snyder Gary MD,4.3,21,Doctor,"2691 E Oakland Park Blvd Suite 203A, Fort Lauderdale, FL 33306, United States","5V9Q+46 Fort Lauderdale, Florida, USA",http://www.drgarysnyder.com/,+1 954-486-4000,Closed · Opens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OJGfdoIafBIA2wx_GrspcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.79813&pitch=0&thumbfov=100,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:26.157Z,,,2–6 pm,Closed,2–6 pm,Closed,2–6 pm,Closed,Closed,
https://www.google.com/maps/place/South+Florida+Integrative+Health+Center/data=!4m7!3m6!1s0x88d9b2e78b0a7bff:0x1b3edbdf0f729b43!8m2!3d25.855884!4d-80.120775!16s%2Fg%2F11f_lv5h38!19sChIJ_3sKi-ey2YgRQ5tyD9_bPhs,South Florida Integrative Health Center,4.9,103,Holistic medicine practitioner,"210 71st St # 306, Miami Beach, FL 33141, United States","VV4H+9M Miami Beach, Florida, USA",http://www.sfihc.com/,+1 305-799-1263,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPzWmIGEb9on9DfdTjB0MKB-r-q0CuKFjW-3qzv=w408-h291-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:31.170Z,,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,Closed,Closed,
https://www.google.com/maps/place/BodyhackRX+Integrative+%26+Aesthetic+Medicine/data=!4m7!3m6!1s0x88d9ad797f2cc5d9:0xcf8bf44bf1e6cbd8!8m2!3d26.2057981!4d-80.1484582!16s%2Fg%2F11t580p8mm!19sChIJ2cUsf3mt2YgR2Mvm8Uv0i88,BodyhackRX Integrative & Aesthetic Medicine,5.0,10,Medical spa,"6327 N Andrews Ave Suite 23, Fort Lauderdale, FL 33309, United States","6V42+8J Fort Lauderdale, Florida, USA",https://thebodyhackrx.com/,+1 305-239-5315,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3w2OaLBmYEsmt1IwlNxbhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.16272&pitch=0&thumbfov=100,false,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:36.014Z,,,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,9 am–3 pm,Closed,Closed,
https://www.google.com/maps/place/North+Ridge+Integrative+Health/data=!4m7!3m6!1s0x88d9022e33d8e3d3:0x4fa8c2cd3b491fd7!8m2!3d26.1921332!4d-80.1141996!16s%2Fg%2F1tj4c8lc!19sChIJ0-PYMy4C2YgR1x9JO83CqE8,North Ridge Integrative Health,4.9,58,Chiropractor,"5353 N Federal Hwy Space 220, Fort Lauderdale, FL 33308, United States","5VRP+V8 Fort Lauderdale, Florida, USA",https://www.ftlchiropractor.com/,+1 954-491-8127,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOL9EhcV65wYKWpPlpJLMKR1ABSdV5YAVWHculy=w408-h544-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:40.816Z,LGBTQ+ friendly,,9 am–6 pm,Closed,9 am–6 pm,9 am–1 pm,9 am–6 pm,9 am–1 pm,Closed,
"https://www.google.com/maps/place/Dr.+Carmen+Jim%C3%A9nez,+DAHM+%E2%80%94+Integrative+Medicine+%26+Acupuncture/data=!4m7!3m6!1s0x88d909b50e850a4b:0xa41280af33189332!8m2!3d26.1226591!4d-80.2577452!16s%2Fg%2F11f3tyrj0b!19sChIJSwqFDrUJ2YgRMpMYM6-AEqQ","Dr. Carmen Jiménez, DAHM — Integrative Medicine & Acupuncture",5.0,50,Holistic medicine practitioner,"100 NW 82nd Ave Suite 304, Plantation, FL 33324, United States","4PFR+3W Plantation, Florida, USA",http://www.cosmopolitanhealing.com/,+1 954-284-0322,"Closed · Opens 1 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMy_8z22x_FMR1ohVOgEvAna63h8rXK1BbRNRkN=w408-h407-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:45.755Z,LGBTQ+ friendly,true,1–7 pm,9 am–6 pm,Closed,1–7 pm,9 am–4 pm,Closed,Closed,
https://www.google.com/maps/place/Authentic+Medical+Solutions/data=!4m7!3m6!1s0x88d9008aaae37a6f:0x2ce3c14277d5fdb9!8m2!3d26.1324376!4d-80.1404758!16s%2Fg%2F1tcwxj0h!19sChIJb3rjqooA2YgRuf3Vd0LB4yw,Authentic Medical Solutions,4.9,142,Chiropractor,"720 NE 3rd Ave, Fort Lauderdale, FL 33304, United States","4VJ5+XR Fort Lauderdale, Florida, USA",https://www.authenticmedicalsolutions.com/,+1 954-467-1900,,https://lh3.googleusercontent.com/p/AF1QipM2OAl-_s8A85Z0WXAnqeerOt24Sb0PPwizre71=w408-h306-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:48.415Z,,,,,,,,,,
https://www.google.com/maps/place/Broward+Integrative+Medical/data=!4m7!3m6!1s0x88d901d7fa245ed1:0x16465cb4bbb8801e!8m2!3d26.1600524!4d-80.1237973!16s%2Fg%2F11l9y0jf7b!19sChIJ0V4k-tcB2YgRHoC4u7RcRhY,Broward Integrative Medical,5.0,1,Nurse practitioner,"1749 NE 26th St e, Wilton Manors, FL 33305, United States","5V6G+2F Wilton Manors, Florida, USA",,+1 754-218-7163,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNG0lV-ZK2uQwVfESvWwb5pMchSLNJmtl6W2KKh=w408-h306-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:53.363Z,,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,12–5 pm,Closed,
https://www.google.com/maps/place/MiBaSo+Holistic+Health/data=!4m7!3m6!1s0x88d9b29b5dc6113f:0x50dcc1984e8381ef!8m2!3d26.0334189!4d-80.1889506!16s%2Fg%2F1tzzw9h8!19sChIJPxHGXZuy2YgR74GDTpjB3FA,MiBaSo Holistic Health,5.0,42,Weight loss service,"4401 Sheridan St Suite #201, Hollywood, FL 33021, United States","2RM6+9C Hollywood, Florida, USA",http://www.mibaso.org/,+1 786-537-0771,,https://lh3.googleusercontent.com/p/AF1QipOtj4K37ggb26gRFFSgtwId8qAhh21w-NeclXNY=w408-h271-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:00:56.069Z,LGBTQ+ friendly,,,,,,,,,
https://www.google.com/maps/place/Vybrant+Medical+Wellness+-+Functional+and+Integrative+Medicine+Fort+Lauderdale/data=!4m7!3m6!1s0x88d9039fde13900b:0x79ef128d3f13be0!8m2!3d26.2032095!4d-80.1858719!16s%2Fg%2F11rthgx3hz!19sChIJC5AT3p8D2YgR4Dvx0yjxngc,Vybrant Medical Wellness - Functional and Integrative Medicine Fort Lauderdale,5.0,8,,"2925 W Cypress Creek Rd Suite 102, Fort Lauderdale, FL 33309, United States","6R37+7M Fort Lauderdale, Florida, USA",https://vybrantmedicalwellness.com/,+1 954-794-0305,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HcSTin0ofOR71Z6SD4-CQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.65585&pitch=0&thumbfov=100,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:01:00.715Z,,,,,,,,,,
https://www.google.com/maps/place/Integrative+Medical+Centers/data=!4m7!3m6!1s0x88d9020c1bcb9031:0x38a73e6432ed245f!8m2!3d26.1903204!4d-80.1047539!16s%2Fg%2F1ptxstktl!19sChIJMZDLGwwC2YgRXyTtMmQ-pzg,Integrative Medical Centers,4.8,12,,"3079 E Commercial Blvd # 201, Fort Lauderdale, FL 33308, United States","5VRW+43 Fort Lauderdale, Florida, USA",,+1 954-306-6497,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-jILIT2DFESOFMIs5958rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.01578&pitch=0&thumbfov=100,false,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:01:05.358Z,,,,,,,,,,
https://www.google.com/maps/place/Intelligent+Energy+Medicine/data=!4m7!3m6!1s0x88d9004c6c99c56d:0xaff5c94d3da386fc!8m2!3d26.1229207!4d-80.127107!16s%2Fg%2F12m8zlgqq!19sChIJbcWZbEwA2YgR_IajPU3J9a8,Intelligent Energy Medicine,,,Holistic medicine practitioner,"1601 E Broward Blvd, Fort Lauderdale, FL 33301, United States","4VFF+55 Fort Lauderdale, Florida, USA",http://www.ienergymedicine.com/,+1 954-523-4677,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipOuWJ14nI8qqXYXlAZrlmqncQfBjZ2UufoWGxA=w408-h306-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-23T17:01:09.985Z,,,,,,,,,,
https://www.google.com/maps/place/Rio+Vista+Wellness+Center/data=!4m7!3m6!1s0x88d9005a3ad67ecd:0xa506837dac4a7923!8m2!3d26.114736!4d-80.136694!16s%2Fg%2F1q628q6hm!19sChIJzX7WOloA2YgRI3lKrH2DBqU,Rio Vista Wellness Center,4.9,32,Wellness center,"608 SE 6th St #1, Fort Lauderdale, FL 33301, United States","4V77+V8 Fort Lauderdale, Florida, USA",https://riovistawellnesscenter.com/,+1 954-870-7794,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eVLu_w9tcbfUjZ8_i4I3bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.78058&pitch=0&thumbfov=100,true,https://www.google.com/maps/search/functional+medicine+in+Rio+Vista+Fort+Lauderdale+FL/,2026-02-23T17:01:30.580Z,,,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,Closed,
https://www.google.com/maps/place/BioCure+Health/data=!4m7!3m6!1s0x88d9a0b1ccafffff:0x89abbd500f423cda!8m2!3d26.1185066!4d-80.1409782!16s%2Fg%2F11gg9dywdr!19sChIJ__-vzLGg2YgR2jxCD1C9q4k,BioCure Health,5.0,272,Medical Center,"200 E Las Olas Blvd Suite 1430, Fort Lauderdale, FL 33301, United States","4V95+CJ Fort Lauderdale, Florida, USA",http://www.getbiocure.com/,+1 754-206-0838,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipObeuWWt_svL8Xk0bihAtrP1Shz5pQMtNcb-L7b=w408-h306-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Rio+Vista+Fort+Lauderdale+FL/,2026-02-23T17:01:35.602Z,,,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,Closed,Closed,
https://www.google.com/maps/place/Dr.+Johanna+Nazzar+at+Broward+Acupuncture+%26+Holistic+Medicine/data=!4m7!3m6!1s0x88d90726a5d42635:0x876bdf3e09337068!8m2!3d26.1458813!4d-80.32131!16s%2Fg%2F11clflfbc0!19sChIJNSbUpSYH2YgRaHAzCT7fa4c,Dr. Johanna Nazzar at Broward Acupuncture & Holistic Medicine,5.0,122,Acupuncture clinic,"12651 W Sunrise Blvd, Sunrise, FL 33323, United States","4MWH+9F Sunrise, Florida, USA",http://drnazzar.com/,+1 954-591-3772,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipNUEHUiDrTInwbo-NqJ-b5XEYo-zkN-fbPav7Jy=w426-h240-k-no,true,https://www.google.com/maps/search/functional+medicine+in+Rio+Vista+Fort+Lauderdale+FL/,2026-02-23T17:01:40.212Z,,,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,9:30 am–6:30 pm,8 am–5 pm,Closed,Closed,
