placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes
"https://www.google.com/maps/place/Southeastern+Electrical+Specialists,+LLC/data=!4m7!3m6!1s0x88f82d2ca843bdb1:0x69b103f8f749c66a!8m2!3d33.4912888!4d-82.106512!16s%2Fg%2F11gbnrmgdq!19sChIJsb1DqCwt-IgRasZJ9_gDsWk","Southeastern Electrical Specialists, LLC",4.6,37,Electrician,"472 Flowing Wells Rd suite h-3, Martinez, GA 30907, United States","FVRV+G9 Martinez, Georgia, USA",http://www.se-es.com/,+1 706-627-7258,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEUNjDH-oNDbHYgiSLdG3BfAvZx98SH7qz0cjdr8ndg-UjUQFXurXNBp5-BT55iilIhMCgL8iWO481T5c4bHM_8AVO85tBHRG8XjZDwK00Lyj6cOrl-KaItfPiwIet0nr49-c=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:11.180Z,
https://www.google.com/maps/place/Voltz+Electrical+Service/data=!4m7!3m6!1s0x88f9cc4b69aafe27:0xc23cc1d6bd8a7c07!8m2!3d33.4093587!4d-82.0067429!16s%2Fg%2F1262xj1ks!19sChIJJ_6qaUvM-YgRB3yKvdbBPMI,Voltz Electrical Service,4.8,374,Electrician,"3119 Mike Padgett Hwy, Augusta, GA 30906, United States","CX5V+P8 Augusta, Georgia, USA",http://www.voltz99.com/,+1 706-738-0378,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipMAgAPPML2dIpEqx8D-Se0H64o8DK6pYDxiwhlu=w408-h544-k-no,true,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:16.272Z,
https://www.google.com/maps/place/S+%26+R+Electrical+Contractor/data=!4m7!3m6!1s0x88f9cc19f277e56d:0x6af6aea07f61e58!8m2!3d33.4569414!4d-81.9705348!16s%2Fg%2F1vj601jq!19sChIJbeV38hnM-YgRWB72B-pqrwY,S & R Electrical Contractor,5.0,1,Electrician,"513 Skyview Dr, Augusta, GA 30901, United States","F24H+QQ Augusta, Georgia, USA",,+1 706-724-8486,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ngMLxPAxB9IeSiwoepo6dA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.281404&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:18.921Z,
https://www.google.com/maps/place/Grainger+Industrial+Supply/data=!4m7!3m6!1s0x88f9ce64a7738dfb:0x2e7e4490a76336ae!8m2!3d33.4371444!4d-82.0029885!16s%2Fg%2F1tdfjjr4!19sChIJ-41zp2TO-YgRrjZjp5BEfi4,Grainger Industrial Supply,4.5,26,Tool store,"1516 Gordon Hwy, Augusta, GA 30906, United States","CXPW+VR Augusta, Georgia, USA",https://www.grainger.com/branch/Augusta-Branch-060,+1 800-472-4643,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipO5AnuafYVH7KBFyl6P6kpxFexip9xKF2d13FU=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:23.936Z,"Chain offering a broad range of industrial equipment, maintenance supplies, tools & parts. · In-store shopping · Kerbside pickup · Delivery"
https://www.google.com/maps/place/Star-Delta+Electric+Motor+Rpr/data=!4m7!3m6!1s0x88f9cc18f51ffd8f:0x61da0f58531e1704!8m2!3d33.4537098!4d-81.9745712!16s%2Fg%2F1tlqqvfp!19sChIJj_0f9RjM-YgRBBceU1gP2mE,Star-Delta Electric Motor Rpr,5.0,1,Electric motor repair shop,"1249 New Savannah Rd, Augusta, GA 30901, United States","F23G+F5 Augusta, Georgia, USA",,+1 706-724-8261,Closed · Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-Nz37ftwGI2ZJL1u_MyTng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.27643&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:28.916Z,
https://www.google.com/maps/place/Aiken+Augusta+Electric+%26+Security/data=!4m7!3m6!1s0x88f9d3052a4fd101:0x1977606fd9c0dbe4!8m2!3d33.5102004!4d-82.0923088!16s%2Fg%2F1tdd1jw8!19sChIJAdFPKgXT-YgR5NvA2W9gdxk,Aiken Augusta Electric & Security,4.9,28,Electrician,"218 Oak St C, Martinez, GA 30907, United States","GW65+33 Martinez, Georgia, USA",https://aikenaugustaelectricsecurity.com/,+1 706-863-8722,Open · Closes 8 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U0wspuhsPvWijdEEKCkDOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.495415&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:33.872Z,
https://www.google.com/maps/place/Helm+Electric+Inc./data=!4m7!3m6!1s0x88f9cb08406edd2b:0x3017ea55ee927433!8m2!3d33.4694564!4d-81.9473901!16s%2Fg%2F11nl6f1t4h!19sChIJK91uQAjL-YgRM3SS7lXqFzA,Helm Electric Inc.,5.0,1,Electrician,"124 E Boundary, Augusta, GA 30901, United States","F393+Q2 Augusta, Georgia, USA",http://helmelectric.net/,+1 706-305-1148,Closed · Opens 7 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YYuwcYzh0sjNJ_MA8KiAKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.93843&pitch=0&thumbfov=100,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:39.190Z,
https://www.google.com/maps/place/Pennington+Power+Products/data=!4m7!3m6!1s0x88f9ce455bc149ff:0x6e65aa6c1c622cce!8m2!3d33.4165908!4d-82.0090475!16s%2Fg%2F1tgnbgjb!19sChIJ_0nBW0XO-YgRzixiHGyqZW4,Pennington Power Products,4.7,171,Lawn mower store,"1814 Lumpkin Rd, Augusta, GA 30906, United States","CX8R+J9 Augusta, Georgia, USA",,+1 706-793-4992,Temporarily closed,,,https://lh3.googleusercontent.com/p/AF1QipOWMa6x6MjTBDXHeRRwYXjbf1uQ3S-BrTLPOQvw=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:44.709Z,
https://www.google.com/maps/place/City+Electric+Supply+Augusta+Downtown/data=!4m7!3m6!1s0x88f9cda0b045b051:0xf49f6977fd45b0c4!8m2!3d33.4802736!4d-81.9769908!16s%2Fg%2F11p0bthnlg!19sChIJUbBFsKDN-YgRxLBF_Xdpn_Q,City Electric Supply Augusta Downtown,5.0,5,Electrical supply store,"1345 Jones St, Augusta, GA 30901, United States","F2JF+46 Augusta, Georgia, USA",https://www.cityelectricsupply.com/branches/ga/augusta/augusta-downtown,+1 706-842-9600,Closed · Opens 7 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipO_urh6vPQAfR48dzuqQKBG9CYj_FSm0b-40njv=w416-h240-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:49.612Z,"Electrical supply chain selling equipment including tools, parts, batteries, cable & lighting. · In-store shopping · In-store pick-up · Delivery"
https://www.google.com/maps/place/Hudson%27s+Electric/data=!4m7!3m6!1s0x88f9cc2b3b7dc005:0x1319c8000f31ece2!8m2!3d33.4521257!4d-81.9960371!16s%2Fg%2F1tcwgvhw!19sChIJBcB9OyvM-YgR4uwxDwDIGRM,Hudson's Electric,,,Electrician,"2047 Martin Luther King Jr Blvd, Augusta, GA 30901, United States","F223+VH Augusta, Georgia, USA",,+1 706-798-6330,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s5mJcpN3s1qcVA780uJ3AA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.9647&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:52.321Z,
https://www.google.com/maps/place/Monty%27s+Electric+%26+Repair+Inc/data=!4m7!3m6!1s0x88f9ce373108f79f:0x580c9ef238ddc101!8m2!3d33.4150842!4d-82.0240801!16s%2Fg%2F1tywyt0k!19sChIJn_cIMTfO-YgRAcHdOPKeDFg,Monty's Electric & Repair Inc,4.5,32,Auto repair shop,"3020 Peach Orchard Rd, Augusta, GA 30906, United States","CX8G+29 Augusta, Georgia, USA",,+1 706-793-1161,Closed · Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-J3YS_O3DchRdE2TcM6tQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.23726&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:09:57.129Z,
https://www.google.com/maps/place/The+Buffer+Man/data=!4m7!3m6!1s0x88f9d201b4a35c63:0x9190f6cd1e52bc42!8m2!3d33.4534696!4d-82.0446511!16s%2Fg%2F11cs9yp7wc!19sChIJY1yjtAHS-YgRQrxSHs32kJE,The Buffer Man,4.1,42,Lawn mower repair service,"1700 Fairview Ave, Augusta, GA 30904, United States","FX34+94 Augusta, Georgia, USA",https://thebuffermanservices.com/,+1 706-627-5380,,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipNukRRpjG1sM0daL8NrX1U6O_0mlPAs5f7odvzT=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:02.090Z,
https://www.google.com/maps/place/Elite+Diesel+of+Augusta/data=!4m7!3m6!1s0x88f9cd7db6edd383:0xfbd4f5006c7cb606!8m2!3d33.457152!4d-81.9694555!16s%2Fg%2F11ffggm2fy!19sChIJg9Pttn3N-YgRBrZ8bAD11Ps,Elite Diesel of Augusta,4.8,128,Truck repair shop,"1231 Gordon Hwy, Augusta, GA 30901, United States","F24J+V6 Augusta, Georgia, USA",https://www.elitedieselofaugusta.com/,+1 762-215-6976,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOYkYi22QhaxttgQ0xNbauPZX6k_zK96ipUeTCO=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:07.154Z,
https://www.google.com/maps/place/Hi-Tech+Power+Systems+Inc/data=!4m7!3m6!1s0x88f83464a19cf08d:0x3d48ed82c9b52292!8m2!3d33.5845201!4d-81.9411977!16s%2Fg%2F1tg518dn!19sChIJjfCcoWQ0-IgRkiK1yYLtSD0,Hi-Tech Power Systems Inc,4.6,12,Electric generator shop,"1182 Edgefield Rd, North Augusta, SC 29860, United States","H3M5+RG North Augusta, South Carolina, USA",http://www.hitechpowersystems.com/,+1 803-613-0101,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipMYaktF-rqaiw4v-DywDSEuy5myj3w5dTbG0hX_=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:11.971Z,
https://www.google.com/maps/place/AAA+Lock+%26+Key/data=!4m7!3m6!1s0x88f9ce6f01cad493:0xab13782674debc5c!8m2!3d33.4354065!4d-82.0107483!16s%2Fg%2F11g88dr0my!19sChIJk9TKAW_O-YgRXLzedCZ4E6s,AAA Lock & Key,4.7,374,Locksmith,"2227 Tubman Home Rd, Augusta, GA 30906, United States","CXPQ+5P Augusta, Georgia, USA",,+1 706-793-9791,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSzDiPHVJdEPWNfngo3k8rP5tg06w7uN1RrViRMmB_k55gi7FZvpJihylPrzwF0KaozoTk1CGrcjNR2sHnesESs0wrjF5zqVUjmNI6S6aHTBsplZUlgMsGKSVWINFJz2s5SMUT=w408-h307-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:16.767Z,
"https://www.google.com/maps/place/Ferrell+Electrical+Repair,+Lighting+%26+Panel+Upgrades/data=!4m7!3m6!1s0x88f9d2c5228aba8b:0xfa986aeca8e5432d!8m2!3d33.5292418!4d-82.0722383!16s%2Fg%2F1tk68jpg!19sChIJi7qKIsXS-YgRLUPlqOxqmPo","Ferrell Electrical Repair, Lighting & Panel Upgrades",4.2,38,Electrician,"413 Vaughn Rd, Martinez, GA 30907, United States","GWHH+M4 Martinez, Georgia, USA",https://www.ferrellelectricinc.com/?utm_campaign=gmb,+1 706-236-7245,Closed · Opens 7 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPpR0BCLeV5ciFgsGqp6HhLzpqylidFgjyKxf6v=w559-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:21.672Z,
https://www.google.com/maps/place/Outdoor+Equipment+Company+%26+Rentals/data=!4m7!3m6!1s0x88f9cfcc1eb6c6c5:0x1c80d8971902916d!8m2!3d33.4007326!4d-82.0254961!16s%2Fg%2F1tj46ryx!19sChIJxca2HszP-YgRbZECGZfYgBw,Outdoor Equipment Company & Rentals,4.3,137,Lawn mower store,"3357 Peach Orchard Rd, Augusta, GA 30906, United States","CX2F+7R Augusta, Georgia, USA",http://outdoorequipmentaugusta.net/,+1 706-798-6226,Closed · Opens 8 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwb2TD1pUJB-yP2xxI6vBdnETm4adjl4Fu6mL-1lolJdMFyhs70nTkLT25HpbpacZklUF85tm4K9tJbL5gVhtE_-GnWo8babRMbdCta9WKg0tsGBwraPC6gyKNF_N7eSukK970z=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:26.718Z,· In-store shopping · In-store pick-up · Delivery
https://www.google.com/maps/place/Mayer+Electric+Supply/data=!4m7!3m6!1s0x88f9cdfa8500028f:0x80174c135d2f41fa!8m2!3d33.4537192!4d-82.0658244!16s%2Fg%2F12hkmg2rx!19sChIJjwIAhfrN-YgR-kEvXRNMF4A,Mayer Electric Supply,4.9,25,Electrical supply store,"1870 Wylds Rd, Augusta, GA 30909, United States","FW3M+FM Augusta, Georgia, USA",https://www.mayerelectric.com/Augusta?utm_source=local-listings&utm_medium=organic&utm_content=GMB,+1 706-619-3838,"Closed · Opens 6:30 am Mon

Confirmed by this business 1 week ago",Identifies as women-owned,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyayEeMRNugbpnPLKqI_exKSY3ubmWyTdRyHlj584QmDwirQLm-e02HXWnOdgUOoOQF6b22vLxMaMLrxunYsEyfoqz-wRVp-kcX9p1rj2aXyXAd-EdHbMHUZ9u5zCq9iLbX5ekEgA=w408-h274-k-no,true,Closed,Closed,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4:30 pm,6:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2026-01-10T23:10:31.465Z,· In-store pick-up · Delivery
