placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Gulf+Coast+Hospital/data=!4m7!3m6!1s0x88db15416bef1131:0xb6850bcbaf264fdf!8m2!3d26.5435953!4d-81.8488124!16s%2Fg%2F1tm2bgw_!19sChIJMRHva0EV24gR308mr8sLhbY,Gulf Coast Hospital,4.3,106,Heliport,"13681 Doctors Way, Fort Myers, FL 33912, United States","G5V2+CF Fort Myers, Florida, USA",,+1 239-343-1000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR1NqSDpkHDJp5KSZ4btrlxfl6iRVWz_TZVAI8TAJD3BRGU-_CBXoQyKn9SG8UcruiNdVjEJJnZxObGK3EWGLAUOjHWxMu6gnPQLNxOd9Jkiq-KeZQxZwjE0LVmgZHPEYz-Ycmdw=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:00.219Z,,,
https://www.google.com/maps/place/Winkler+Court/data=!4m7!3m6!1s0x88db6a8ca1e78649:0x4902a8e4093a42c8!8m2!3d26.6039125!4d-81.8455893!16s%2Fg%2F1tf58q11!19sChIJSYbnoYxq24gRyEI6CeSoAkk,Winkler Court,3.5,93,Physical therapy clinic,"3250 Winkler Ave, Fort Myers, FL 33916, United States","J533+HQ Fort Myers, Florida, USA",http://winklercourt.com/,+1 239-939-4993,,https://lh3.googleusercontent.com/p/AF1QipN80YB89Ngq95nQnrv-0cAqLZk1d6Fx1jNrP8dL=w486-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:03.119Z,,,
https://www.google.com/maps/place/Rehabilitation+and+Healthcare+Center+of+Cape+Coral/data=!4m7!3m6!1s0x88db41f7a135af9b:0xb2bc030dfd0b724a!8m2!3d26.6027455!4d-81.9406261!16s%2Fg%2F11lm4snq5_!19sChIJm681ofdB24gRSnIL_Q0DvLI,Rehabilitation and Healthcare Center of Cape Coral,3.2,69,Medical clinic,"2629 Del Prado Blvd S, Cape Coral, FL 33904, United States","J335+3P Cape Coral, Florida, USA",https://rehabandhealthcarecenterofcapecoral.com/about/,+1 239-574-4434,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nocUk49SFYscfwlGihOrOg-mmkBuQF3ypuwbgp4peEYcX1TnIGl0TZ-y2ATsQ1kYR_Nn-S_OtT-0_58XCUkKEtgLqF1dS4UbCcEhUThJWROOWziI6hHHjUVhDlAQltwGVa82Dy3=w408-h471-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:08.286Z,,,
https://www.google.com/maps/place/Hope+Healthcare/data=!4m7!3m6!1s0x88db3efbd20fffff:0xcbf8fb6683563b4d!8m2!3d26.5118776!4d-81.915924!16s%2Fg%2F11s6b2dh11!19sChIJ__8P0vs-24gRTTtWg2b7-Ms,Hope Healthcare,,,,"9470 Healthpark Cir, Fort Myers, FL 33908, United States","G36M+QJ Fort Myers, Florida, USA",https://hopehcs.org/2015/05/new-location-for-hope-pace-in-cape-coral/,+1 800-835-1673,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R3IoW_jKpUMIM5Jrshy9Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.78793&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:10.970Z,,,
https://www.google.com/maps/place/Aviata+at+Santa+Barbara/data=!4m7!3m6!1s0x88db46bdf9259677:0xc6d1a85cfc1d49f3!8m2!3d26.64706!4d-81.97501!16s%2Fg%2F1wrtdnq8!19sChIJd5Yl-b1G24gR80kd_Fyo0cY,Aviata at Santa Barbara,2.9,78,Rehabilitation center,"216 Santa Barbara Blvd, Cape Coral, FL 33991, United States","J2WF+RX Cape Coral, Florida, USA",http://www.aviatahg.com/,+1 239-772-4600,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEKeAPwF2b6QnzdGIaf3uiEIeRH1tE3T58VFxV7_Zfe3uEHChKQ67tlELo4R11S40FWSk65cuerXirzRiA_02LHrTsCfdVv4k4Qw9X3AUPru9zcPmFuewv8UTqS2UzpJyeZHaV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:15.932Z,,,
https://www.google.com/maps/place/Quaity+life+home+health+agency/data=!4m7!3m6!1s0x88db41250526aaab:0x8223cb9da43fd5a8!8m2!3d26.6248993!4d-81.940377!16s%2Fg%2F11fll6wfmg!19sChIJq6omBSVB24gRqNU_pJ3LI4I,Quaity life home health agency,5.0,5,Home health care service,"1443 Del Prado Blvd S, Cape Coral, FL 33990, United States","J3F5+XR Cape Coral, Florida, USA",,+1 239-829-0814,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iz5PA43k3BPOozvHm9bDKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.38628&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:21.069Z,,,
https://www.google.com/maps/place/Encompass+Health+Rehabilitation+Hospital+of+Cape+Coral/data=!4m7!3m6!1s0x88db43d46ab94823:0x8c49014b4100c9dc!8m2!3d26.668334!4d-81.93683!16s%2Fg%2F11rw99slw8!19sChIJI0i5atRD24gR3MkAQUsBSYw,Encompass Health Rehabilitation Hospital of Cape Coral,4.7,116,Rehabilitation center,"1730 NE Pine Island Rd, Cape Coral, FL 33909, United States","M397+87 Cape Coral, Florida, USA",https://www.encompasshealth.com/locations/cape-coral-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 239-599-3600,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMQqz2E4FV1iMIHZxYG4aCz-ngn31OePauDxzFf=w432-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:25.973Z,,,
https://www.google.com/maps/place/Hope+Hospice/data=!4m7!3m6!1s0x88db730780a7d221:0x8fa8c95458e98824!8m2!3d26.5986482!4d-81.6512508!16s%2Fg%2F1hc28pl25!19sChIJIdKngAdz24gRJIjpWFTJqI8,Hope Hospice,4.4,38,Hospice,"1201 Wings Way, Lehigh Acres, FL 33936, United States","H8XX+FF Lehigh Acres, Florida, USA",http://www.hopehcs.org/,+1 800-835-1673,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOHAnL0hw1ZhJ0CTaxQ5Yx-bHkfaQXSccBZ0oon=w408-h301-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:30.931Z,,,
https://www.google.com/maps/place/Page+Rehabilitation+and+Healthcare+Center/data=!4m7!3m6!1s0x88db4027575226dd:0x1f43ebbf52c0e5aa!8m2!3d26.5943944!4d-81.8662055!16s%2Fg%2F1td0nv32!19sChIJ3SZSVydA24gRquXAUr_rQx8,Page Rehabilitation and Healthcare Center,4.0,241,Nursing home,"2310 N Airport Rd, Fort Myers, FL 33907, United States","H4VM+QG Fort Myers, Florida, USA",https://pagerehabcenter.com/,+1 239-931-8401,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO4wocsUUSuoyRexDai3E024a3E2bFGMzBCbos8=w480-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:36.100Z,,,
https://www.google.com/maps/place/Gulf+Coast+Village/data=!4m7!3m6!1s0x88db46dce70f7d8b:0x9c533e820c3bf6da!8m2!3d26.6278416!4d-81.9720794!16s%2Fg%2F11bcf47fq4!19sChIJi30P59xG24gR2vY7DII-U5w,Gulf Coast Village,4.1,90,Retirement community,"1333 Santa Barbara Blvd, Cape Coral, FL 33991, United States","J2HH+45 Cape Coral, Florida, USA",https://gulfcoastvillage.org/,+1 239-772-1333,"Closes soon ⋅ 8 pm ⋅ Opens 8 am Thu

Updated by others 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPNbxe-z8jfbhJ919cfJ4DeU0Vdxo-2V4vKkwgu=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–9 pm,8 am–9 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:41.235Z,,,
https://www.google.com/maps/place/Hope+PACE/data=!4m7!3m6!1s0x88db6a842d702b61:0xd3eff59bfca8b971!8m2!3d26.6038747!4d-81.8581216!16s%2Fg%2F1td72tgh!19sChIJYStwLYRq24gRcbmo_Jv179M,Hope PACE,4.0,15,Senior citizen center,"2668 Winkler Ave, Fort Myers, FL 33901, United States","J43R+GQ Fort Myers, Florida, USA",http://www.hopepace.org/,+1 239-985-6400,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9O8uFAmrXQ_1kFu7-XeWIPRZRkFYBh_6H_tuuGdAehvxi4UjZ6subvbi8kFf7sgiJ3Z3q-ENSOJSpg2q_pXgTb0D8p-n4enEPJG_DFVsX4k5CccaHVl9K9GT27tkZP8ZnzM9d=w408-h268-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:46.318Z,,,
https://www.google.com/maps/place/Joanne%27s+House+at+Hope+Hospice/data=!4m7!3m6!1s0x88db1a3c6a38494d:0x4d37061191c72912!8m2!3d26.3429004!4d-81.7636815!16s%2Fg%2F1tfv1c67!19sChIJTUk4ajwa24gREinHkREGN00,Joanne's House at Hope Hospice,4.5,36,Hospice,"27200 Imperial Pkwy, Bonita Springs, FL 34135, United States","86VP+5G Bonita Springs, Florida, USA",https://hopehospice.org/,+1 239-482-4673,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOo2ONJxtzIWWOU841iXNoJCzHraJ2JRIrk5Arf=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:51.304Z,Identifies as women-owned,,
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x88db3f5136bddb7d:0xbd6af4a7d4aa361d!8m2!3d26.5234302!4d-81.8877375!16s%2Fg%2F11y5z73mdp!19sChIJfdu9NlE_24gRHTaq1Kf0ar0,HomeWell Care Services,5.0,9,Home health care service,"15050 Elderberry Ln Unit 6-10, Fort Myers, FL 33907, United States","G4F6+9W Fort Myers, Florida, USA",https://homewellcares.com/in-home-care-fl-west-fort-myers-fl233/,+1 239-228-8043,"Open 24 hours

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipOS3TMvVrU7YdLwvrGiftwXgT5pkoG6JWncWP_p=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:56.567Z,,,
"https://www.google.com/maps/place/Palliative+Care+%7C+Diana+Khalil,+MD/data=!4m7!3m6!1s0x88db6ba9c76d074f:0x261a09bcf9d8bb6!8m2!3d26.5442056!4d-81.8495948!16s%2Fg%2F11lj1sp14r!19sChIJTwdtx6lr24gRtoudz5ugYQI","Palliative Care | Diana Khalil, MD",,,Internist,"13681 Doctors Way suite 18026, Fort Myers, FL 33912, United States","G5V2+M5 Fort Myers, Florida, USA",https://www.leehealth.org/find-a-doctor/diana-khalil,+1 239-343-0709,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GAYGZ7H2MLMFh8ghzVWBUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.90573&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-17T23:31:59.250Z,,,
