placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned
"https://www.google.com/maps/place/Tallahassee+Memorial+HealthCare/@30.172182,-84.3738098,17z/data=!3m1!4b1!4m6!3m5!1s0x88ec8435e895c84b:0x480ee1570c5c0b63!8m2!3d30.172182!4d-84.3738098!16s%2Fg%2F1tdzrzl3",Tallahassee Memorial HealthCare,4.1,8,Medical clinic,"15 Council Moore Rd, Crawfordville, FL 32327, United States","5JCG+VF Crawfordville, Florida, USA",https://www.tmh.org/,+1 850-926-7105,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:31.581Z,,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x88ec5f992c45c1e3:0x8902d008e3da2ec9!8m2!3d30.4808078!4d-84.2391075!16s%2Fg%2F11ng6mgcyk!19sChIJ48FFLJlf7IgRyS7a4wjQAok,SYNERGY HomeCare,5.0,97,Home health care service,"2236 Capital Cir NE, Tallahassee, FL 32308, United States","FQJ6+89 Tallahassee, Florida, USA",https://www.synergyhomecare.com/fl-tallahassee-32308/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1017,+1 850-661-0557,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNLcNUwZVRenznjcuKRSoHQvUpi3R-pMYCkOM5K=w546-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:36.803Z,Identifies as women-owned,,
https://www.google.com/maps/place/Big+Bend+Cares+Inc/data=!4m7!3m6!1s0x88ecf55b5162e7df:0x7cbba34f46a01e4c!8m2!3d30.419689!4d-84.280215!16s%2Fg%2F1vqmk5_6!19sChIJ3-diUVv17IgRTB6gRk-ju3w,Big Bend Cares Inc,4.8,31,STD clinic,"2201 S Monroe St, Tallahassee, FL 32301, United States","CP99+VW Tallahassee, Florida, USA",http://www.bigbendcares.org/,+1 850-656-2437,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0Ou-xpKiNIpt67_o9Ms5Xvyl9VhBy8bOGwffcagyHX1Ih74FipZHOtztk9EhVsgMzF8Pd7ZTwXR-CNnI1FzyxL3YHYcyFhUmqy3auCNvjE5WyYi7aCrI-aCMy_DQ7-zBwH7L9VA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:41.730Z,,,
https://www.google.com/maps/place/Covenant+Care+-+Tallahassee+Area/data=!4m7!3m6!1s0x88ec58b68413b103:0x919d19b38be16506!8m2!3d30.5058605!4d-84.2434684!16s%2Fg%2F1tkbz187!19sChIJA7EThLZY7IgRBmXhi7MZnZE,Covenant Care - Tallahassee Area,3.1,8,Home health care service,"2282 Killearn Center Blvd # D, Tallahassee, FL 32309, United States","GQ44+8J Tallahassee, Florida, USA",https://www.choosecovenant.org/home-health-care-tallahassee/,+1 850-403-0480,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l0cSc7RJaxEd7VbrlQvuUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.653967&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:46.539Z,,,
https://www.google.com/maps/place/Nightingale+Healthcare/data=!4m7!3m6!1s0x88ec85b3bfebc579:0x122150bf855e0f12!8m2!3d30.1767777!4d-84.3754178!16s%2Fg%2F11ldxklw21!19sChIJecXrv7OF7IgREg9ehb9QIRI,Nightingale Healthcare,,,Community health center,"3038 Crawfordville Hwy, Crawfordville, FL 32327, United States","5JGF+PR Crawfordville, Florida, USA",https://nightingalehealthcare.com/,+1 850-745-8348,,https://lh3.googleusercontent.com/p/AF1QipP2Lb-ecPiT-yWRUg4u6ldxB85MeyJPzVsdpgYq=w408-h336-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:49.269Z,,,
https://www.google.com/maps/place/Margaret+Z+Dozier+Hospice+House/data=!4m7!3m6!1s0x88ec5f1a7a8f8d95:0x7a37e30551b7b9d5!8m2!3d30.4625263!4d-84.238388!16s%2Fg%2F1tfmd1n7!19sChIJlY2Pehpf7IgR1bm3UQXjN3o,Margaret Z Dozier Hospice House,4.7,9,Hospice,"1723 Mahan Center Blvd # 1, Tallahassee, FL 32308, United States","FQ76+2J Tallahassee, Florida, USA",https://bigbendhospice.org/dozier-house/,+1 850-701-1300,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMTQmTOR4mqkD22j8OStvxwYErBqB0lDRCM8ZEO-suiYC0SSqAkWLDqEhA76GUAnVsCGG37qhkz7fe83PMNUBTSq0YWnr_QFejFmcgJHze2WIoimSZik3m_v8gw7D-rgEEzGZlng=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:54.376Z,,,
https://www.google.com/maps/place/First+Commerce+Center+for+Compassionate+Care/data=!4m7!3m6!1s0x88ec5f37a19104f5:0x81d4946e5802b172!8m2!3d30.4564874!4d-84.2616255!16s%2Fg%2F11l74ywfp1!19sChIJ9QSRoTdf7IgRcrECWG6U1IE,First Commerce Center for Compassionate Care,,,Hospice,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+H8 Tallahassee, Florida, USA",https://www.tmh.org/location/the-first-commerce-center-for-compassionate-care,+1 850-701-1307,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNsfAaORLGJ_ZLj5YuH8hHwGYfu_Q5yXZtAGq0M=w635-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:38:59.408Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Florida+Hospice+%26+Palliative+Care+Association/data=!4m7!3m6!1s0x88ec5f9629070733:0x52032d9589c5eaaf!8m2!3d30.4511726!4d-84.2777633!16s%2Fg%2F1tcysnmd!19sChIJMwcHKZZf7IgRr-rFiZUtA1I,Florida Hospice & Palliative Care Association,5.0,2,Hospice,"817 N Gadsden St, Tallahassee, FL 32303, United States","FP2C+FV Tallahassee, Florida, USA",http://floridahospices.org/,+1 800-282-6560,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TafxfRgPT2VArNcp4_9EdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.13295&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-17T23:39:04.491Z,,,
https://www.google.com/maps/place/ALT.+Fragrances+Tallahassee/data=!4m7!3m6!1s0x88ec5f6e90c078a7:0xdaeb7acee46fadb9!8m2!3d30.436592!4d-84.25389!16s%2Fg%2F11mclybsxf!19sChIJp3jAkG5f7IgRua1v5M5669o,ALT. Fragrances Tallahassee,5.0,3,Store,"1500 Apalachee Pkwy, Tallahassee, FL 32301, United States","CPPW+JC Tallahassee, Florida, USA",https://altfragrances.com/,,Closed ⋅ Opens 11 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_t6uCHgWiHo2ss7AmWqvoZBuunz9DyJvYZdZKL3GhGhlef8FHnTWefXMGhKo7xWOAVRMUvXqv4d3tY9BPFtFYwuQMoQUnq7x07bRTqhzkBxB8fEF8eMqB_72BM9PwD4aSBcdytGxfumDF=w408-h541-k-no,true,11 am–7 pm,11 am–7 pm,11 am–8 pm,11 am–8 pm,12–6 pm,11 am–7 pm,11 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:19.239Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Heart%27n+Soul+Hospice/data=!4m7!3m6!1s0x88ecf5e9008fc7eb:0x745a71fa4f861914!8m2!3d30.4774238!4d-84.2952701!16s%2Fg%2F11wq34prfj!19sChIJ68ePAOn17IgRFBmGT_pxWnQ,Heart'n Soul Hospice,5.0,1,Hospice,"2639 N Monroe St B-112, Tallahassee, FL 32303, United States","FPG3+XV Tallahassee, Florida, USA",https://www.heartnsoulhospice.com/,+1 850-900-9540,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gOg1PBsbEKt39ekdRoPqKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.21852&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:24.334Z,,,
https://www.google.com/maps/place/Right+at+Home/data=!4m7!3m6!1s0x88ec5f7bf68dbabf:0x4a2303a30ba622da!8m2!3d30.4547958!4d-84.2645363!16s%2Fg%2F11g7z0djlm!19sChIJv7qN9ntf7IgR2iKmC6MDI0o,Right at Home,4.8,36,Home health care service,"1204 Miccosukee Rd Suite 2, Tallahassee, FL 32308, United States","FP3P+W5 Tallahassee, Florida, USA",https://www.rightathome.net/tallahassee/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1569,+1 850-765-4701,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipORnp_bUr7_hRgAAd9HtNRtr2okshEleIBbi0Sm=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:34.178Z,,,
https://www.google.com/maps/place/Tallahassee+Memorial+HealthCare/data=!4m7!3m6!1s0x88ec5f7b1fdcf389:0xede8f002a70f1d67!8m2!3d30.4564958!4d-84.261624!16s%2Fm%2F04g3bsp!19sChIJifPcH3tf7IgRZx0PpwLw6O0,Tallahassee Memorial HealthCare,4.2,3882,Medical Center,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+H9 Tallahassee, Florida, USA",https://www.tmh.org/,+1 850-431-1155,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4vRSHypEyrA1Kartu9ggZjNiQl3ueABehwJTxcQ29Fj_nZlwqMq36HE2lkjjD0HGN-dApnbtf6eJe_N5delb9m36luK4PJdEIbTTPlr2rbISbiajac5SkgZ8xbqHO_2MsZTMp=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:39.224Z,,,
https://www.google.com/maps/place/Aviata+at+the+Gardens+-+Tallahassee/data=!4m7!3m6!1s0x88ec5f11df3eb081:0xc82a715a07987fd!8m2!3d30.458658!4d-84.24194!16s%2Fg%2F1tkc7hvn!19sChIJgbA-3xFf7IgR_Yd5oBWnggw,Aviata at the Gardens - Tallahassee,2.8,99,Rehabilitation center,"1650 Phillips Rd, Tallahassee, FL 32308, United States","FQ55+F6 Tallahassee, Florida, USA",http://www.aviatahg.com/,+1 850-942-9868,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8_QsHC4RHxH4RuEnHiDXpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.63077&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:44.331Z,,,
https://www.google.com/maps/place/Tallahassee+Memorial+Home+Health+Care/data=!4m7!3m6!1s0x88ec5f6f936c0e63:0xa92eeba124b856be!8m2!3d30.460949!4d-84.258574!16s%2Fg%2F1tkc7hvp!19sChIJYw5sk29f7IgRvla4JKHrLqk,Tallahassee Memorial Home Health Care,5.0,2,Home health care service,"1619 Physicians Dr, Tallahassee, FL 32308, United States","FP6R+9H Tallahassee, Florida, USA",https://www.tmh.org/services/home-health-care,+1 850-431-6800,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K5ONgDSzG_yAi8O2FR0auw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.34293&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:49.432Z,,,
https://www.google.com/maps/place/SunCrest+OMNI+Home+Health/data=!4m7!3m6!1s0x88ec5fb920ad7971:0x6be646d3205b35a6!8m2!3d30.4689446!4d-84.2095582!16s%2Fg%2F11c521t3yk!19sChIJcXmtILlf7IgRpjVbINNG5ms,SunCrest OMNI Home Health,2.0,3,Home health care service,"4004 Norton Dr Ste 204 Suite 103, Tallahassee, FL 32308, United States","FQ9R+H5 Tallahassee, Florida, USA",https://lhcgroup.com/locations/suncrest-omni-home-health-of-tallahassee/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=SunCrest_OMNI_Home_Health_Tallahassee_FL_32301,+1 850-222-5552,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_xQKl7xke4tw-McnySnjxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.57115&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:54.426Z,,,
https://www.google.com/maps/place/Encompass+Health+Rehabilitation+Hospital+of+Tallahassee/data=!4m7!3m6!1s0x88ec5f8c00000001:0xbd1a22be9b5eecc!8m2!3d30.4594761!4d-84.2370915!16s%2Fm%2F04g3qnk!19sChIJAQAAAIxf7IgRzO616Sui0Qs,Encompass Health Rehabilitation Hospital of Tallahassee,4.2,144,Rehabilitation center,"1675 Riggins Rd, Tallahassee, FL 32308, United States","FQ57+Q5 Tallahassee, Florida, USA",https://www.encompasshealth.com/locations/tallahassee-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 850-656-4800,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOopnxF1JEOawndicNw4WL-JprFskYZZMSzp83O=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:39:59.371Z,,,
https://www.google.com/maps/place/Community+Cares/data=!4m7!3m6!1s0x88ecfae9e5e35427:0xa7a9ec1d63edcc25!8m2!3d30.62264!4d-84.4167481!16s%2Fg%2F1tjl6r70!19sChIJJ1Tj5en67IgRJcztYx3sqac,Community Cares,4.7,19,Thrift store,"118 3rd St SW, Havana, FL 32333, United States","JHFM+38 Havana, Florida, USA",,+1 850-539-5349,Closed ⋅ Opens 9 am Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZLt7F_vc7hkY7Jc0bgyQoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.20883&pitch=0&thumbfov=100,false,9–11 am,Closed,Closed,9 am–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Hospice+clinics+in+Havana+Tallahassee+FL/@30.6238069,-84.414629,14z",2025-09-17T23:40:13.108Z,,,
https://www.google.com/maps/place/Big+Bend+Hospice+Inc/data=!4m7!3m6!1s0x88ece8719375e55b:0x86e282305d80025a!8m2!3d30.5905975!4d-84.5772638!16s%2Fg%2F1tf3cc8z!19sChIJW-V1k3Ho7IgRWgKAXTCC4oY,Big Bend Hospice Inc,,,Hospice,"208 N Adams St, Quincy, FL 32351, United States","HCRF+63 Quincy, Florida, USA",https://bigbendhospice.org/contact/gadsden-liberty-county,+1 850-878-5310,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kN1B9OPD7cyaYx1UAOF2qw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.7288&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Havana+Tallahassee+FL/@30.6238069,-84.414629,14z",2025-09-17T23:40:18.093Z,,,
