placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Dr.+Hiroshi+Smith,+MD/@33.2047953,-87.5266956,17z/data=!3m1!4b1!4m6!3m5!1s0x8888a83bef390c1b:0xe0b9f025071cd977!8m2!3d33.2047953!4d-87.5266956!16s%2Fg%2F1w3w3t2m","Dr. Hiroshi Smith, MD",,,Pain management physician,"809 University Blvd E, Tuscaloosa, AL 35401, United States","6F3F+W8 Tuscaloosa, Alabama, USA",,+1 205-759-7758,,,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:27.323Z,,,,,,,,,,,
https://www.google.com/maps/place/Tuscaloosa+Orthopedic+%26+Joint+Institute/data=!4m7!3m6!1s0x88861d4dbaba27cf:0xf127cd7c448350b4!8m2!3d33.2267971!4d-87.5314826!16s%2Fg%2F11b66g7rds!19sChIJzye6uk0dhogRtFCDRHzNJ_E,Tuscaloosa Orthopedic & Joint Institute,4.6,213,Orthopedic surgeon,"100 Rice Mine Rd Loop Ste 205, Tuscaloosa, AL 35406, United States","6FG9+PC Tuscaloosa, Alabama, USA",https://www.tuscaloosaorthopedics.com/,+1 205-391-4440,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8gz_gUSfTUY0bxL2L0otCtAFuGA0AV7TpBZAxP4HRewkIxDSa8uhyJTnsU9ki5NEtDq7QtSLoXOkisHdPGMtOgjqALpGYuJ1JdD1GRdaANvCCiWTDrmKqlC5Yb_wUJdkQyGZc=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:32.278Z,8 am–4:30 pm,8 am–4:30 pm,8 am–12:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Curtis+Bobbie+A/data=!4m7!3m6!1s0x88861d526b3312db:0x357d173dfcb1270e!8m2!3d33.2392635!4d-87.5486094!16s%2Fg%2F1wfvnds2!19sChIJ2xIza1IdhogRDiex_D0XfTU,Curtis Bobbie A,,,Pain management physician,"P.C, 922 Fairfax Park, Tuscaloosa, AL 35406, United States","6FQ2+PH Tuscaloosa, Alabama, USA",http://www.amsgpc.org/,+1 205-391-9300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HFb3u9vX3joXnPV55zlA0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.14752&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:34.916Z,,,,,,,,,,,
https://www.google.com/maps/place/University+Orthopaedic+Clinic/data=!4m7!3m6!1s0x8888a8248c5be74b:0xdbb8984dced86eb!8m2!3d33.2050031!4d-87.5331177!16s%2Fg%2F1tnblxcr!19sChIJS-dbjCSoiIgR64bt3ISJuw0,University Orthopaedic Clinic,4.1,142,Orthopedic clinic,"305 Paul W Bryant Dr, Tuscaloosa, AL 35401, United States","6F48+2Q Tuscaloosa, Alabama, USA",http://uocortho.com/,+1 205-345-0192,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMqC2xA2EEUw689fJaEXrJJeD4wROn-yMuXyJh1=w408-h270-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:39.736Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Dr.+David+C.+Nixon,+MD/data=!4m7!3m6!1s0x8888a83bef390c1b:0x7b6d2310f2bf5f20!8m2!3d33.2053981!4d-87.5264812!16s%2Fg%2F1td6h7gn!19sChIJGww57zuoiIgRIF-_8hAjbXs","Dr. David C. Nixon, MD",,,Pain management physician,"809 University Blvd E, Tuscaloosa, AL 35401, United States","6F4F+5C Tuscaloosa, Alabama, USA",,+1 205-759-7758,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1q8TjdACw66e1vkJtd-SiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.32741&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:42.445Z,,,,,,,,,,,
https://www.google.com/maps/place/Spine+and+Sport+Chiropractic/data=!4m7!3m6!1s0x8888a833c3af13fd:0xd3a69bb263d56611!8m2!3d33.198741!4d-87.5328052!16s%2Fg%2F1tq4rvn8!19sChIJ_ROvwzOoiIgREWbVY7KbptM,Spine and Sport Chiropractic,5.0,599,Chiropractor,"1435 2nd E Ct, Tuscaloosa, AL 35401, United States","5FX8+FV Tuscaloosa, Alabama, USA",https://www.tuscaloosaspine.com/,+1 205-345-8102,"Open · Closes 6 pm

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPB6jryTqJB0uUHcfWzltD-xm4ajqZ8uvJ7yenw=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:47.625Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–3:30 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,,,,
https://www.google.com/maps/place/Alabama+Family+Medical+Center/data=!4m7!3m6!1s0x8888a84f31d50999:0xf09e1533a0afcd54!8m2!3d33.198288!4d-87.5146637!16s%2Fg%2F1w0h88hb!19sChIJmQnVMU-oiIgRVM2voDMVnvA,Alabama Family Medical Center,4.7,525,Medical clinic,"1718 Veterans Memorial Pkwy Suite C, Tuscaloosa, AL 35404, United States","5FXP+84 Tuscaloosa, Alabama, USA",http://alabamafamilymedicalcenter.com/,+1 205-553-1900,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOJ2S4S97lbEAOFKXKboJo2EYZMs0l96OffNwV7=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:52.673Z,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,Identifies as women-owned,,,
"https://www.google.com/maps/place/Alabama+Ear,+Nose+%26+Throat+Specialists/data=!4m7!3m6!1s0x8888a7ffffdc10fd:0xe1e55dac4332a9db!8m2!3d33.2347725!4d-87.5393122!16s%2Fg%2F11b6_dltwm!19sChIJ_RDc__-niIgR26kyQ6xd5eE","Alabama Ear, Nose & Throat Specialists",4.9,321,Otolaryngology clinic,"302 Merchants Walk #100, Tuscaloosa, AL 35406, United States","6FM6+W7 Tuscaloosa, Alabama, USA",https://www.alabamaentspecialists.com/,+1 205-722-6822,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP8t_MIhHcqQIhyYHGchMfH7ry1a7jMGPS2ZEDM=w408-h313-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:36:58.163Z,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Dr.+Tania+Predescu,+MD/data=!4m7!3m6!1s0x8888a83bef390c1b:0x7ba54038736492a2!8m2!3d33.2053981!4d-87.5264812!16s%2Fg%2F1tk23p_q!19sChIJGww57zuoiIgRopJkczhApXs","Dr. Tania Predescu, MD",,,Pain management physician,"809 University Blvd E, Tuscaloosa, AL 35401, United States","6F4F+5C Tuscaloosa, Alabama, USA",http://www.dchsystem.com/,+1 205-759-7111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1q8TjdACw66e1vkJtd-SiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.32741&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:00.834Z,,,,,,,,,,,
https://www.google.com/maps/place/The+Joint+Chiropractic/data=!4m7!3m6!1s0x8888a9394e1e0fb3:0x205fb586c92d1f5e!8m2!3d33.200651!4d-87.5273874!16s%2Fg%2F11nfs618zy!19sChIJsw8eTjmpiIgRXh8tyYa1XyA,The Joint Chiropractic,4.8,242,Chiropractor,"1320 McFarland Blvd E #225, Tuscaloosa, AL 35401, United States","6F2F+72 Tuscaloosa, Alabama, USA",https://www.thejoint.com/alabama/tuscaloosa/tuscaloosa-22017?y_source=1_MjM2MTQ5NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 205-448-8847,Open · Closes 2 pm · Reopens 2:45 pm,https://lh3.googleusercontent.com/p/AF1QipMuANIm7faLwoDYGky-oGv1HEzRiFRv-lVjY4dt=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:05.937Z,"9 am–2 pm, 2:45–7 pm","9 am–2 pm, 2:45–7 pm","9 am–2 pm, 2:45–7 pm",9 am–4 pm,Closed,"9 am–2 pm, 2:45–7 pm","9 am–2 pm, 2:45–7 pm",,,,
https://www.google.com/maps/place/Dr.+Barry+Callahan/data=!4m7!3m6!1s0x8888a82490727763:0x2d6c4c97ed55e449!8m2!3d33.2055823!4d-87.5314597!16s%2Fg%2F11qgb7gvdh!19sChIJY3dykCSoiIgRSeRV7ZdMbC0,Dr. Barry Callahan,4.9,399,Orthopedic surgeon,"400 Paul W Bryant Dr E, Tuscaloosa, AL 35401, United States","6F49+6C Tuscaloosa, Alabama, USA",,+1 205-345-0192,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2iQLe-XLE7sS6BNPWAIYHxRv9Mp_y8M-i-ORpcA8qoGVkkurbcJ7f1Rr0DAiBwOhFZVQoLwRu6u71LZCnYZdDpVrzh_EdUEAvLiFL0cgnVL6AE92NZrRwCQb5XE1Sw9-6os_3vXMyw-t7=w408-h725-k-no,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:08.997Z,,,,,,,,,,,
https://www.google.com/maps/place/Crimson+Care/data=!4m7!3m6!1s0x8888a84f31d50999:0x977eb94120dbac58!8m2!3d33.198!4d-87.514252!16s%2Fg%2F1tpc8r33!19sChIJmQnVMU-oiIgRWKzbIEG5fpc,Crimson Care,4.2,885,Urgent care center,"1718 Veterans Memorial Pkwy Suite A, Tuscaloosa, AL 35404, United States","5FXP+67 Tuscaloosa, Alabama, USA",https://www.crimsoncare.com/?utm_source=GMBlisting&utm_medium=organic,+1 205-507-1100,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipORY8av4sLxosPLyZ9knFq_B9eFVNPlXSax0DHv=w408-h275-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:14.589Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Identifies as women-owned,,,
https://www.google.com/maps/place/Anesthesiology+%26+Pain+Management/data=!4m7!3m6!1s0x888602d208e4e54d:0x6e8d6da01164346f!8m2!3d33.2327625!4d-87.5697284!16s%2Fg%2F1v1vdz56!19sChIJTeXkCNIChogRbzRkEaBtjW4,Anesthesiology & Pain Management,,,Pain management physician,"2510 Hospital Dr, Northport, AL 35476, United States","6CMJ+44 Northport, Alabama, USA",,+1 205-339-9000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=39wTHcpS0-CxOEVZxJK2dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.30344&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:17.593Z,,,,,,,,,,,
https://www.google.com/maps/place/Cahaba+Dermatology+%26+Skin+Health+Center/data=!4m7!3m6!1s0x88891be455555555:0xc4307f78c7ade85c!8m2!3d33.2344872!4d-87.5412564!16s%2Fg%2F1pp2vj_3r!19sChIJVVVVVeQbiYgRXOitx3h_MMQ,Cahaba Dermatology & Skin Health Center,4.8,1319,Dermatologist,"1649 McFarland N Blvd STE 201, Tuscaloosa, AL 35406, United States","6FM5+QF Tuscaloosa, Alabama, USA",https://cahabaderm.com/,+1 205-443-3492,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPOMoQsHxOMGixTirIDYlRB9Qux4z_ZV6D2OY--=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:22.638Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/DCH+Regional+Medical+Center/data=!4m7!3m6!1s0x8888a83bef390c1b:0x154df35e836d2918!8m2!3d33.2051666!4d-87.526571!16s%2Fg%2F11g88gsv26!19sChIJGww57zuoiIgRGCltg17zTRU,DCH Regional Medical Center,4.2,3702,Hospital,"809 University Blvd E, Tuscaloosa, AL 35401, United States","6F4F+39 Tuscaloosa, Alabama, USA",http://www.dchsystem.com/,+1 205-759-7111,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweooVlp_6lJrFX3r1VhA-3EHy-sotiq3WrUzNZ67R_uNB8g8NY0B5DaQqFg0rnEUmVPWFKrOhjtsiE61jeb1enK4hfjPHwN5Dt5GRC78HlOiL70KZ3QNTBwYtFCt77nxfa1mLU-1wQ=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:27.833Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/West+Alabama+Family+Practice+and+Sports+Medicine/@33.2267295,-87.5315876,17z/data=!3m1!4b1!4m6!3m5!1s0x8888a805b00f3077:0x84507112383c385c!8m2!3d33.2267295!4d-87.5315876!16s%2Fg%2F1tksp3lp",West Alabama Family Practice and Sports Medicine,4.1,33,Medical clinic,"100 Rice Mine Rd Loop #206, Tuscaloosa, AL 35406, United States","6FG9+M9 Tuscaloosa, Alabama, USA",http://wafpsm.com/,+1 205-339-0171,Open · Closes 4:45 pm,,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:34.736Z,8:30 am–4:45 pm,8:30 am–4:45 pm,8:30 am–12 pm,Closed,Closed,8:30 am–4:45 pm,8:30 am–4:45 pm,,,,
https://www.google.com/maps/place/Paincare/data=!4m7!3m6!1s0x8886041555555555:0x2660c4f92bc4c52!8m2!3d33.1690726!4d-87.6383797!16s%2Fg%2F1264pr2v2!19sChIJVVVVVRUEhogRUky8kk8MZgI,Paincare,,,Pain management physician,"Tuscaloosa, AL 35401, United States",,http://dchspinecare.com/,+1 205-759-7246,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pEzmyybpqeGdb4QibUxbUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.60387&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:38.119Z,,,,,,,,,,,
https://www.google.com/maps/place/Russell+Carl+H+MD/data=!4m7!3m6!1s0x8888a82373620d89:0xe42ab62e81ea2bd9!8m2!3d33.2078348!4d-87.5316724!16s%2Fg%2F12635txdd!19sChIJiQ1icyOoiIgR2SvqgS62KuQ,Russell Carl H MD,,,Pain management physician,"850 5th E Ave, Tuscaloosa, AL 35401, United States","6F59+48 Tuscaloosa, Alabama, USA",http://cchs.ua.edu/,+1 205-348-1770,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o8T8IAslBg6lVnuQpk8v9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.15925&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:41.302Z,,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Luis+F.+Franco,+MD/data=!4m7!3m6!1s0x8888a8e233287ecd:0xa221bec8586e08b0!8m2!3d33.1911202!4d-87.4861636!16s%2Fg%2F1td2_6rx!19sChIJzX4oM-KoiIgRsAhuWMi-IaI","Dr. Luis F. Franco, MD",1.0,3,Doctor,"3701 Loop Rd, Tuscaloosa, AL 35404, United States","5GR7+CG Tuscaloosa, Alabama, USA",http://www.tuscaloosa.va.gov/,+1 205-554-2000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ljb5xs7fPJVrDbsM203WCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.75256&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:44.421Z,,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Stephen+T.+Ikard+Jr,+MD/data=!4m7!3m6!1s0x888602d2a669d72f:0x68ccc9514b1ba84f!8m2!3d33.2061527!4d-87.5343907!16s%2Fg%2F1td61hdt!19sChIJL9dpptIChogRT6gbS1HJzGg","Dr. Stephen T. Ikard Jr, MD",5.0,299,Orthopedic surgeon,"305 Paul W Bryant Dr, Tuscaloosa, AL 35401, United States","6F48+F6 Tuscaloosa, Alabama, USA",http://uocortho.com/meet-the-physicians,+1 205-345-0192,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HDYWmAMBfzLNGtbB5SlO8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.5548&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-01-28T18:37:47.657Z,,,,,,,,,,,
