placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes
https://www.google.com/maps/place/Nevada+Overhead+Door+Co/data=!4m7!3m6!1s0x80993f459ffda7f1:0x1c0bceb0fe307b96!8m2!3d39.5412756!4d-119.7137688!16s%2Fg%2F1hd_f5gcr!19sChIJ8af9n0U_mYARlnsw_rDOCxw,Nevada Overhead Door Co,4.7,6,General contractor,"1625 E Prater Way Suite 104, Sparks, NV 89434, United States","G7RP+GF Sparks, Nevada, USA",https://www.nevadaoverhead.com/,+1 775-355-9100,Closes soon ⋅ 3:30 pm ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b2iME8ZOdgI6waSQ3kQGcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.42786&pitch=0&thumbfov=100,true,7:30 am–3:30 pm,Closed,Closed,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-11-07T23:10:56.702Z,,
https://www.google.com/maps/place/George+%26+Sons+Garage+Doors/data=!4m7!3m6!1s0x80993f68f9e4fa97:0xa6dedd53d65d769b!8m2!3d39.4723116!4d-119.7669989!16s%2Fg%2F11cffm6d6!19sChIJl_rk-Wg_mYARm3Zd1lPd3qY,George & Sons Garage Doors,4.9,599,Garage door supplier,"5301 Longley Ln #6, Reno, NV 89511, United States","F6CM+W6 Reno, Nevada, USA",http://www.georgeandsonsdoors.com/,+1 775-324-3667,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0pw6Or_MI0VQ25Z8mmNc1iI5iv9owTxT8RWsn8BVQfRKSlD6Y8O06WVMucYTeuNa_6ZmP8v67Hj66tcJAJ9EGFalSLKKOOPeG_lPocWz_vlmVp1LsjHjH_IR5c7vIlFiWTq9n=w408-h240-k-no-pi-10-ya107.66787-ro-0-fo100,true,8 am–5 pm,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-11-07T23:11:02.277Z,,
https://www.google.com/maps/place/Vortex+Doors/data=!4m7!3m6!1s0x80993f759a7539f1:0x4e4d9e483a3c6922!8m2!3d39.522292!4d-119.741984!16s%2Fg%2F11ssx0684g!19sChIJ8Tl1mnU_mYARImk8OkieTU4,Vortex Doors,4.8,25,Door supplier,"50 E Greg St #107, Sparks, NV 89431, United States","G7C5+W6 Sparks, Nevada, USA",http://www.vortexdoors.com/,+1 775-439-0857,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1hJTldygjPlEWN_HLAGFCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.1301765&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-11-07T23:11:07.280Z,,
https://www.google.com/maps/place/Easy+Lift+Door+Company/data=!4m7!3m6!1s0x80993f49182b1b97:0xe72b9e7097d0d737!8m2!3d39.5219286!4d-119.7546108!16s%2Fg%2F11fhwxxz50!19sChIJlxsrGEk_mYARN9fQl3CeK-c,Easy Lift Door Company,5.0,2,Garage door supplier,"924 Greg St, Sparks, NV 89431, United States","G6CW+Q5 Sparks, Nevada, USA",http://www.easyliftdoor.com/,+1 775-384-2651,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMdOexonB4WyMzMGcs75N4z_CgDejuJp29nNgyt=w408-h306-k-no,true,8 am–3 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/garage+door+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-11-07T23:11:12.282Z,,
https://www.google.com/maps/place/Discount+Garage+Doors/data=!4m7!3m6!1s0x809939bc6cbc5d75:0xfadfea11ec61d8e5!8m2!3d39.630729!4d-119.7505464!16s%2Fg%2F11qplmbvpb!19sChIJdV28bLw5mYAR5dhh7BHq3_o,Discount Garage Doors,5.0,14,Garage door supplier,,,http://discountgaragedoorsreno.com/,+1 775-525-1031,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMahgwcI_nP5M2Lu-cUzkZuVwM_dqepziw6h16x=w440-h240-k-no,true,9 am–5 pm,9 am–2 pm,9 am–2 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-11-07T23:11:17.121Z,,
https://www.google.com/maps/place/Affordable+Garage+Door+Services/data=!4m7!3m6!1s0x8099a11464cb2725:0x13b409c2253bb229!8m2!3d39.1489533!4d-119.759104!16s%2Fg%2F11fnp758gw!19sChIJJSfLZBShmYARKbI7JcIJtBM,Affordable Garage Door Services,5.0,161,Garage door supplier,"887 Industrial Park Dr unit B, Carson City, NV 89701, United States","46XR+H9 Carson City, Nevada, USA",http://affordablegaragedoorservicenv.com/,+1 775-781-1668,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipORWRddP_saAyVpZ77mYkzQLut_GGcLpRT0huti=w408-h395-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:11:32.685Z,,
https://www.google.com/maps/place/A1+Garage+Door+Service/data=!4m7!3m6!1s0x80990b3acb085f73:0xc34c3b9b0aeb4d4b!8m2!3d39.1871712!4d-119.7493063!16s%2Fg%2F11s7vwkb6b!19sChIJc18IyzoLmYARS03rCps7TMM,A1 Garage Door Service,4.9,321,Garage door supplier,"3094 Research Way #62, Carson City, NV 89706, United States","57P2+V7 Carson City, Nevada, USA",https://a1garage.com/locations/nevada/carson-city/garage-door-repair-and-installation-89706-s.html?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite[carsoncity],+1 775-316-8530,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPq6KedJB7X9TAAot1h8K1VtUFWmMsBaOTcHehQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:11:37.694Z,,
https://www.google.com/maps/place/George+%26+Sons+Garage+Doors/data=!4m7!3m6!1s0x8099a06c4648ec11:0x385bc846a053963d!8m2!3d39.1496925!4d-119.7616893!16s%2Fg%2F11b7dt1ptz!19sChIJEexIRmygmYARPZZToEbIWzg,George & Sons Garage Doors,4.9,193,Garage door supplier,"675 Fairview Dr Suite 202, Carson City, NV 89701, United States","46XQ+V8 Carson City, Nevada, USA",http://georgeandsonsdoors.com/,+1 775-883-3667,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOthZnM6CPKxLBpuAYA5ghDoJSK9DqBVbEm6dLr=w408-h306-k-no,true,8 am–5 pm,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:11:42.637Z,,
"https://www.google.com/maps/place/Action+Garage+Door+Company,+Inc/data=!4m7!3m6!1s0x809907c83167b731:0xed42ee93efa805dd!8m2!3d39.2163549!4d-119.6639047!16s%2Fg%2F1tj4h90v!19sChIJMbdnMcgHmYAR3QWo75PuQu0","Action Garage Door Company, Inc",4.8,203,Garage door supplier,"10116 US-50, Mound House, NV 89706, United States","688P+GC Mound House, Nevada, USA",http://www.actiongaragedoorcompany.com/,+1 775-246-3667,Closes soon ⋅ 4 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPE6OW6Hi8COP9G48EBzTRxAKBsxowPiYOfMBJ8=w426-h240-k-no,true,7 am–4 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:11:47.574Z,,
https://www.google.com/maps/place/D+%26+D+Overhead+Door/data=!4m7!3m6!1s0x8099440cf5c6090b:0x5a9ff6b50f7330c6!8m2!3d39.5077275!4d-119.9011367!16s%2Fg%2F1tg2dr86!19sChIJCwnG9QxEmYARxjBzD7X2n1o,D & D Overhead Door,4.5,15,Garage door supplier,"8521 White Fir St Suite C4, Reno, NV 89523, United States","G35X+3G Reno, Nevada, USA",https://danddoverhead.com/,+1 775-747-1346,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPfT-GeY8JNcciXpjB3eIoWwAyrAU5bd3wBFGlF=w408-h306-k-no,true,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:11:57.964Z,,
"https://www.google.com/maps/place/Torqued+Garage+Doors,+LLC/data=!4m7!3m6!1s0xb7893e50c8bd891:0x409df67392b9dcc0!8m2!3d39.318572!4d-119.731303!16s%2Fg%2F11w30qmb_f!19sChIJkdiLDOWTeAsRwNy5knP2nUA","Torqued Garage Doors, LLC",,,Garage door supplier,,,https://torquedgaragedoors.com/,+1 775-220-9764,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMFItFEIb47hJ8oxMEAQyRqT_6kIQu8qYlRIR-5=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:02.648Z,,
https://www.google.com/maps/place/775+Overhead+Doors/data=!4m7!3m6!1s0x8099a06effcffc7b:0x6898603487fc2fdf!8m2!3d39.1513141!4d-119.7571274!16s%2Fg%2F11xgjgb3z_!19sChIJe_zP_26gmYAR3y_8hzRgmGg,775 Overhead Doors,5.0,18,Garage door supplier,"1040 Mallory Way, Carson City, NV 89701, United States","562V+G4 Carson City, Nevada, USA",https://www.775overheaddoors.com/,+1 775-400-6690,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMWdGlx4z4gCGMiQ6NXRJ0lfnXX2NRYGDt_Eu1P=w408-h272-k-no,true,7 am–6 pm,9 am–6 pm,9 am–5 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:07.585Z,Identifies as women-owned,
https://www.google.com/maps/place/Torqued+Garage+Doors/data=!4m7!3m6!1s0x645e3f2e8364f8a5:0x47d2dc534544cb7d!8m2!3d39.318572!4d-119.731303!16s%2Fg%2F11w7d1n1hr!19sChIJpfhkgy4_XmQRfctERVPc0kc,Torqued Garage Doors,5.0,1,Garage door supplier,,,https://www.torquedgaragedoors.com/,+1 775-220-9764,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOROrYlYz4GlYi3iaBHTI9D82scBF8GIeOl6_LM=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:12.376Z,,
"https://www.google.com/maps/place/Nevada+Door+%26+Supply/@39.1876194,-119.7096292,17z/data=!3m1!4b1!4m6!3m5!1s0x80990a1004c83f05:0xa9209446eb91c587!8m2!3d39.1876194!4d-119.7096292!16s%2Fg%2F1tfr0p96",Nevada Door & Supply,3.4,5,Door supplier,"5228 US-50, Carson City, NV 89701, United States","57QR+24 Carson City, Nevada, USA",,+1 775-882-5008,,,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:17.184Z,,
https://www.google.com/maps/place/Alpine+Maintenance+Services+LLC/data=!4m7!3m6!1s0x8099a18d65f0700b:0x838e319e8fce191f!8m2!3d39.1554576!4d-119.7701179!16s%2Fg%2F11k5x2tvhg!19sChIJC3DwZY2hmYARHxnOj54xjoM,Alpine Maintenance Services LLC,5.0,5,Handyman/Handywoman/Handyperson,"184 Lake Glen Dr, Carson City, NV 89703, United States","564H+5X Carson City, Nevada, USA",,+1 775-691-4022,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipN9kmswNbHMrss6G_Q_F_PRzSvZ2deLvH8fGsNu=w408-h272-k-no,true,9:30 am–8 pm,Closed,Closed,9:30 am–8 pm,9:30 am–8 pm,9:30 am–8 pm,9:30 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:22.634Z,,
https://www.google.com/maps/place/Alpine+Garage+Door/data=!4m7!3m6!1s0x80990a8c6683be63:0x7ac0855d4a8b311e!8m2!3d39.055273!4d-119.744496!16s%2Fg%2F124svcxtm!19sChIJY76DZowKmYARHjGLSl2FwHo,Alpine Garage Door,,,Garage door supplier,,,http://www.yellowpages.com/south-lake-tahoe-ca/mip/alpine-garage-door-of-lake-tahoe-464703260?lid=186576095,+1 530-545-1255,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMEs7PrXJhuAVAlg1rY2rtCKshCwy8gfvAUeusf=w408-h306-k-no,true,7 am–5 pm,8 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:27.592Z,,
https://www.google.com/maps/place/Carson+Door/data=!4m7!3m6!1s0x80990af885399915:0xb2a8c301b9b3e837!8m2!3d39.1976753!4d-119.7431659!16s%2Fg%2F1td4_2q1!19sChIJFZk5hfgKmYARN-izuQHDqLI,Carson Door,4.4,27,Door supplier,"4300 Ryan Way, Carson City, NV 89706, United States","57X4+3P Carson City, Nevada, USA",https://carsondoor.com/,+1 775-841-3667,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4PFSEbW35c0gLOBo65n7yl5xzsRX-nA70k6-17lzqQoDF7fbdgC8Vr8kUPL0i-m8c8S1pLXxDQtB3twYrYPh5dYfdBJ9ejhNes3UohaWjFFpjTyugy2VIMfCaZCS83cPC-0nH=w408-h306-k-no,false,7 am–12:30 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:32.752Z,,
https://www.google.com/maps/place/Torqued+Garage+Doors/data=!4m7!3m6!1s0x8389ded9146cd18f:0xdc4236846425b902!8m2!3d39.318572!4d-119.731303!16s%2Fg%2F11lf7_prd8!19sChIJj9FsFNneiYMRArklZIQ2Qtw,Torqued Garage Doors,,,Garage door supplier,,,https://www.torquedgaragedoors.com/,+1 775-220-9764,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMhf7dKkoQP2g4AnEVBUsdKcoiPLKiauIVGsE5O=w857-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-11-07T23:12:37.550Z,,
https://www.google.com/maps/place/RC%27s+Local+Grime+Bosses/data=!4m7!3m6!1s0xa621ae7c3e30f863:0x4ed9cd875292e0dd!8m2!3d39.3256624!4d-119.375304!16s%2Fg%2F11lz1v6kvp!19sChIJY_gwPnyuIaYR3eCSUofN2U4,RC's Local Grime Bosses,5.0,17,Junk removal service,,,https://localgrimebosses.com/,+1 775-447-6747,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGMnzwfRTM-aJnqsAH7pjaTFlL0yqCRRRljgOLeuEkrIeVlTZmTk286Pygx8xCVRmKxH_EW1KWrvQugoJ6qivmFxlDXzwLo41FMvtiWz6w9vUW363MVIWCkn2e-OOUlz4QuSwpl7ETrqk=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Fernley+Reno+NV/@39.6079683,-119.2518349,14z",2025-11-07T23:12:58.951Z,LGBTQ+ friendly,
