placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Lee%27s+Hardwood+Floors/data=!4m7!3m6!1s0x89c0ee6279eeaaab:0x7c602f1dfac6b8ba!8m2!3d39.3529441!4d-74.45229!16s%2Fg%2F11p0vxnd_s!19sChIJq6rueWLuwIkRurjG-h0vYHw,Lee's Hardwood Floors,5.0,1,Contractor,"3407 Ventnor Ave, Atlantic City, NJ 08401, United States","9G3X+53 Atlantic City, New Jersey, USA",https://www.leeshardwoodfloors.net/contact,+1 609-892-6299,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EhTyT-6N4CAJmE3wCk_L-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.29175&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:01.593Z,,,
https://www.google.com/maps/place/Pure+Clean+Water+Restoration+Service/data=!4m7!3m6!1s0x89c0eee400000001:0x52c434e4cc19c912!8m2!3d39.368555!4d-74.440953!16s%2Fg%2F1tkmng6g!19sChIJAQAAAOTuwIkREskZzOQ0xFI,Pure Clean Water Restoration Service,,,Fire damage restoration service,"1914 McKinley Ave, Atlantic City, NJ 08401, United States","9H95+CJ Atlantic City, New Jersey, USA",,+1 609-262-7006,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P8pAsCVzcucSWQTgqilY5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.11618&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:05.814Z,,,
"https://www.google.com/maps/place/FM+Chimney+Inspection+%26+Chimney+Repair+Services,+NJ/data=!4m7!3m6!1s0x89c0ee38c1f212b7:0x6a80552dea4dc68b!8m2!3d39.3626434!4d-74.4272033!16s%2Fg%2F1263f9556!19sChIJtxLywTjuwIkRi8ZN6i1VgGo","FM Chimney Inspection & Chimney Repair Services, NJ",4.9,17,General contractor,"1301 Atlantic Ave # 626, Atlantic City, NJ 08401, United States","9H7F+34 Atlantic City, New Jersey, USA",,+1 551-392-0609,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DyNJIo9tDfRVLCy9MoSSZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.58682&pitch=0&thumbfov=100,true,Closed,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,7 am–9:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:10.039Z,,,
https://www.google.com/maps/place/Emergency+Relief+Restoration+LLC/data=!4m7!3m6!1s0x89c6cf1a697b2703:0x2ed8e3c0a24ac2cc!8m2!3d39.486446!4d-74.897824!16s%2Fg%2F11r572lg7t!19sChIJAyd7aRrPxokRzMJKosDj2C4,Emergency Relief Restoration LLC,5.0,3,Water damage restoration service,,,https://www.emergencyrelief365.com/,+1 201-686-1057,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEUBeI4MKohYB_sOmB9glYXlkp_2ecIol1uwH4a3RCUFSXlJuVei_A0dHRuKsieivp_JimVNykUwTVvevHY34yEX0Digao_WLVidtkQYCLEMl5qYFVX0F2TwJg7pEQCwVosT3Qfw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:14.352Z,,,
https://www.google.com/maps/place/Paul+Davis+Restoration+of+Southeast+Jersey+Shore/data=!4m7!3m6!1s0x89c0c53fa8b339cd:0x8b0aa81abf62576b!8m2!3d39.440227!4d-74.7076517!16s%2Fg%2F11y_hk3jj9!19sChIJzTmzqD_FwIkRa1divxqoCos,Paul Davis Restoration of Southeast Jersey Shore,5.0,6,Water damage restoration service,"5270 Oakwood Blvd Suite 4, Mays Landing, NJ 08330, United States","C7RR+3W Mays Landing, Hamilton, NJ, USA",https://southeastjerseyshore.pauldavis.com/service-area/?utm_campaign=gmb,+1 609-740-4379,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4hY0g6Kax0fI9PmfFv_iSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.478535&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:18.653Z,,,
https://www.google.com/maps/place/AK+Painting+And+Powerwashing/data=!4m7!3m6!1s0x89c0e5e96e7c9fe7:0x2a8dabf65b9000a8!8m2!3d39.259216!4d-74.8384066!16s%2Fg%2F1tcwxmjh!19sChIJ5598bunlwIkRqACQW_arjSo,AK Painting And Powerwashing,5.0,21,Painter,,,http://www.akpaintingandpowerwashing.com/,+1 800-316-2302,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweow9S6yyAEfL_9DwkibKqvS69wfhozTSa_g_-eHK2nK0QBnzPBjHUAvhXGiBvWlCtOIt8uGdmghmkTZm4JXYJ1M2a6M806rNGaAi40wdyYUa04gwwtnXT6s6_tSbZSwhG60N_2q=w426-h240-k-no,true,9 am–6 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:23.088Z,,,
https://www.google.com/maps/place/Honor+Water+Damage+Restoration/data=!4m7!3m6!1s0x89c1273f5fc6f24d:0x5d7cb1d861343a94!8m2!3d39.6375679!4d-74.7761768!16s%2Fg%2F11xrgycrf7!19sChIJTfLGXz8nwYkRlDo0YdixfF0,Honor Water Damage Restoration,5.0,69,Water damage restoration service,"373 S White Horse Pike suite 815, Hammonton, NJ 08037, United States","J6QF+2G Hammonton, New Jersey, USA",https://honorwaterdamagerestoration.com/,+1 609-297-3821,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerkRKoi59VXchvh4icLcyb41y3Pg0lzf2T-tEXtdXM41NV5g1_0CiHlexpUljsNve_lJB--uvvNfX2yNM4FJVLdZ2P8sO48KL3XgabMazOggrB4Zdapbu2dyyejA6U19RKcJB2NNYlbj0Q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:27.479Z,,,
https://www.google.com/maps/place/Mold+Free+New+Jersey/data=!4m7!3m6!1s0x89c0eab733306d75:0x3d54c729260a01f1!8m2!3d39.3468771!4d-74.463783!16s%2Fg%2F1pxycsfxp!19sChIJdW0wM7fqwIkR8QEKJinHVD0,Mold Free New Jersey,1.0,1,General contractor,"4 S Aberdeen Pl, Atlantic City, NJ 08401, United States","8GWP+QF Atlantic City, New Jersey, USA",http://www.moldfreeair.com/,+1 609-399-6653,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VO4y5vxnd03UbgG5pzH0Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.39919&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:31.742Z,,,
https://www.google.com/maps/place/HS+Restoration/data=!4m7!3m6!1s0x89c0de82edfaaaab:0x935b389e84c05d40!8m2!3d39.5389696!4d-74.6148968!16s%2Fg%2F11rghq2b40!19sChIJq6r67YLewIkRQF3AhJ44W5M,HS Restoration,4.8,73,Water damage restoration service,"1620 W Moss Mill Rd Unit 2, Egg Harbor City, NJ 08215, United States","G9QP+H2 Egg Harbor City, New Jersey, USA",https://www.hsrestoration.com/,+1 609-804-1099,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqe5FEzU1FpjhBAZzCeucWxptOewm8My6nKjczxpvbrraOzKVDw-NYsQ6a6_KlUe2-s-wwiNcbCF6kfB4kTu8LmwuyW9BErZpzUlReqAPrdTo_gVC4GTdfrsv5SNfqMdn-iFmf0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:36.185Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Waterproofing+4+Less+LLC+Mold+Remediation+And+Waterproofing+Specialist/data=!4m7!3m6!1s0x89c0d5d407bcb953:0x8b7c7167fca357f5!8m2!3d39.5910148!4d-74.8344514!16s%2Fg%2F1tdqjcw8!19sChIJU7m8B9TVwIkR9Vej_GdxfIs,Waterproofing 4 Less LLC Mold Remediation And Waterproofing Specialist,5.0,75,Waterproofing service,"1516 Mays Landing Rd, Hammonton, NJ 08037, United States","H5R8+C6 Hammonton, New Jersey, USA",http://www.waterproofing4lessllc.com/,+1 609-270-7705,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5R4DL5U0FAvVqnvrkxO99yaWf0B5dqLx5bzAeNWJNEmnpo-QNa3bmwCmfg5QhmYNLb2n7SQCAwairfxxv-d_l7Hsa0rRDZ_Vbw4FHVF4Cm8qKPi6o4NixxWCwDYhqJyOLj0Q=w408-h291-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:40.606Z,,,
https://www.google.com/maps/place/Jimmys+Flood+Restoration%27s/data=!4m7!3m6!1s0x89c0e9d3b12250ad:0x8f58c3e9e4adccd6!8m2!3d39.3947354!4d-74.5387786!16s%2Fg%2F11w4rkk3h9!19sChIJrVAisdPpwIkR1syt5OnDWI8,Jimmys Flood Restoration's,5.0,3,Water damage restoration service,"768 Black Horse Pike, Pleasantville, NJ 08232, United States","9FV6+VF Pleasantville, New Jersey, USA",,+1 609-200-0495,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QdCxLf2r_ptSiyRCZg52XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.836975&pitch=0&thumbfov=100,false,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:45.109Z,,,
"https://www.google.com/maps/place/Mold+Detection+%26+Remediation+Specialists,+Inc/data=!4m7!3m6!1s0x89c0e9b30daf7fc7:0xbe3331e587118022!8m2!3d39.3640257!4d-74.5645902!16s%2Fg%2F11cn9l4ttv!19sChIJx3-vDbPpwIkRIoARh-UxM74","Mold Detection & Remediation Specialists, Inc",4.8,23,Health consultant,"2327 New Rd, Northfield, NJ 08225, United States","9C7P+J5 Northfield, New Jersey, USA",https://www.removethemold.com/,+1 609-212-4685,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweotjZi7lG63u0VvN55srVuPfGcuDY2Fw83HZ_5boQmKlFQSZDQv0LhXCRigDe6IBXV_J5A3ZICY0e7mpVpnoyW8qB5O94e48cilmcW3DCtoMb-ZstM9UVOLuUrqIK_Rb5xlbIF_=w408-h307-k-no,true,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:49.564Z,,,
https://www.google.com/maps/place/Expert+Claim+Solutions/data=!4m7!3m6!1s0x89c0f1db296b737d:0xb598fa2cc156f18a!8m2!3d39.394441!4d-74.3892118!16s%2Fg%2F11s2lf28y_!19sChIJfXNrKdvxwIkRivFWwSz6mLU,Expert Claim Solutions,5.0,11,Loss adjuster,"3400 Atlantic Brigantine Blvd Suite 1B, Brigantine, NJ 08203, United States","9JV6+Q8 Brigantine, New Jersey, USA",https://expertclaimsolutions.com/,+1 609-800-5540,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XaodzCIIyrNOhhbUAHt7sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.558697&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:53.895Z,,,
https://www.google.com/maps/place/Blue+Line+Water+Solutions+Galloway+NJ/data=!4m7!3m6!1s0x89c0e70e79833921:0x7e20441f412ef21a!8m2!3d39.4473148!4d-74.5253235!16s%2Fg%2F11xlgxz76q!19sChIJITmDeQ7nwIkRGvIuQR9EIH4,Blue Line Water Solutions Galloway NJ,2.0,1,Water damage restoration service,"250 Arbutus Ave, Galloway, NJ 08205, United States","CFWF+WV Galloway, New Jersey, USA",,+1 681-306-7430,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jUe7EbDqy7ldqiU-bS8yzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.02888&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:33:58.137Z,Identifies as disability-owned,,
"https://www.google.com/maps/place/Kill+Mold,+Inc./data=!4m7!3m6!1s0x89c0e9847ba68c51:0xef606b4e12132962!8m2!3d39.5997105!4d-74.6315145!16s%2Fg%2F11gs58b37g!19sChIJUYyme4TpwIkRYikTEk5rYO8","Kill Mold, Inc.",4.6,25,Water damage restoration service,,,https://www.killmold.com/,+1 609-905-6653,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepEESqcBG9i9I9zqPqq9K1Z7y8Vkjyv1LlOyg8q_jvnw_tTPbSnEoKyRPSOiQaEm9bgj7aO-9rhGlzyVp_QRL2vIh4qBo_XZHcDLc-QLBMWT_3DB_GE1hlKwZ_Vb8I7PLWfswpCuw=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Atlantic+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:34:02.363Z,,,
