placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/NuLeaf+Properties/data=!4m7!3m6!1s0x89ace5890099be13:0x16a0f3d2f0775a60!8m2!3d35.9915108!4d-78.8461436!16s%2Fg%2F11w3l6xxyq!19sChIJE76ZAInlrIkRYFp38NLzoBY,NuLeaf Properties,3.7,3,Property management company,"2816 Ross Rd, Durham, NC 27703, United States","X5R3+JG Durham, North Carolina, USA",https://www.nuleafproperties.com/,+1 919-351-1103,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M87tbDP02QMbYoAIvr2siA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.00806&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:25.792Z,,,
https://www.google.com/maps/place/Real+Property+Management+Impact/data=!4m7!3m6!1s0x89ace71cb64f3967:0x7c57a5a1f7bf7e97!8m2!3d35.9644464!4d-78.961495!16s%2Fg%2F11n024fz29!19sChIJZzlPthznrIkRl36_96GlV3w,Real Property Management Impact,4.7,98,Property management company,"3500 Westgate Dr #401, Durham, NC 27707, United States","X27Q+QC Durham, North Carolina, USA",https://www.realpropertyimpact.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 919-439-8989,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPPU-abBZGdBSEGztZFONrUoj3tify3THmdJu6U=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:31.042Z,,,
https://www.google.com/maps/place/Triangle+Flats/data=!4m7!3m6!1s0x89ace56ff40751db:0x2b374a43de1cf0e3!8m2!3d35.9935633!4d-78.8974221!16s%2Fg%2F11nnzm5h2d!19sChIJ21EH9G_lrIkR4_Ac3kNKNys,Triangle Flats,,,Property management company,"311 E Main St Suite B, Durham, NC 27701, United States","X4V3+C2 Durham, North Carolina, USA",http://www.triangleflats.com/,+1 919-443-5463,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM3emd-5CMkA7wBlJBZi74pNP6bwfx8botgtR8J=w426-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–1 pm,Closed,12–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:36.138Z,true,,
https://www.google.com/maps/place/555+Mangum/data=!4m7!3m6!1s0x89ace46bf3d1b651:0x9426b308d5957044!8m2!3d35.9906816!4d-78.9025088!16s%2Fg%2F11h06my5n0!19sChIJUbbR82vkrIkRRHCV1QizJpQ,555 Mangum,4.1,16,Property management company,"555 S Mangum St Suite 10, Durham, NC 27701, United States","X3RW+7X Durham, North Carolina, USA",https://www.555mangum.com/,+1 984-250-7128,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFk55IIhM47bNZ9vj3pSrl1LrFa_kS43GzkBNE4cPRfjrrSsp8IU0tVjFtKWn5Cuvz_LavefaWE1CMQguWvkWCQD8HkhMaVnnXllvY5j74ue8vIFI7VHRQ5GaR5H72B1LlSMqX=w408-h271-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:41.384Z,,,
https://www.google.com/maps/place/West+%26+Woodall+Real+Estate/data=!4m7!3m6!1s0x89ace18b4c0bc54d:0x843bf62f80b2c2e9!8m2!3d36.0333563!4d-78.9362758!16s%2Fg%2F11h1y7q3nb!19sChIJTcULTIvhrIkR6cKygC_2O4Q,West & Woodall Real Estate,4.8,52,Real estate agency,"1901 Hillandale Rd Suite 100, Durham, NC 27705, United States","23M7+8F Durham, North Carolina, USA",https://www.westandwoodall.com/,+1 919-382-2000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPa4N5zk4li9VOhq0k7_tP8J4yi1KB4laTqvuny=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:46.321Z,,,
https://www.google.com/maps/place/Lakeview/data=!4m7!3m6!1s0x89ace6b36e8b6fff:0x1aeb00467d53fb82!8m2!3d36.0092685!4d-78.9448143!16s%2Fg%2F11byl457zn!19sChIJ_2-LbrPmrIkRgvtTfUYA6xo,Lakeview,4.0,1,Property management company,"2608 Erwin Rd, Durham, NC 27705, United States","2354+P3 Durham, North Carolina, USA",,+1 919-582-3136,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=al3PWT-sAwW0pI_IXRH_6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.516104&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:49.286Z,,,
https://www.google.com/maps/place/THE+BEAUTIFUL+CEO/data=!4m7!3m6!1s0x89ace51efcb375bf:0x2586d7485b86759e!8m2!3d35.9902996!4d-78.9016398!16s%2Fg%2F11jyjcvsmv!19sChIJv3Wz_B7lrIkRnnWGW0jXhiU,THE BEAUTIFUL CEO,,,Property management company,"555 S Mangum St, Durham, NC 27701, United States","X3RX+48 Durham, North Carolina, USA",http://www.thebautifulceo.com/,+1 984-710-1886,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Uuk3zRdKDXD_6Pt9w0e4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.34662&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–3 pm,Closed,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:54.254Z,,,
https://www.google.com/maps/place/Allenton+Management/data=!4m7!3m6!1s0x89ace65a1fd8d38b:0x4f01decbe2fdb294!8m2!3d35.964834!4d-78.96097!16s%2Fg%2F1v1kqqyd!19sChIJi9PYH1rmrIkRlLL94sveAU8,Allenton Management,4.1,41,Property management company,"3500 Westgate Dr # 800, Durham, NC 27707, United States","X27Q+WJ Durham, North Carolina, USA",http://www.allenton.com/,+1 919-490-9050,Opens soon ⋅ 1:30 pm,https://lh3.googleusercontent.com/p/AF1QipPI2ndP0oIwefKENYduv1_ZPqwMT6H5Xe7_WVxA=w687-h240-k-no,true,"9 am–12:30 pm, 1:30–5 pm",9 am–12:30 pm,Closed,Closed,"9 am–12:30 pm, 1:30–5 pm","9 am–12:30 pm, 1:30–5 pm","9 am–12:30 pm, 1:30–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:03:59.311Z,,,
https://www.google.com/maps/place/BETTER/data=!4m7!3m6!1s0x89ace5f3c3a5b92b:0x4ca2c7520dc1e9bb!8m2!3d35.9897174!4d-78.8950528!16s%2Fg%2F11s31zmr4p!19sChIJK7mlw_PlrIkRu-nBDVLHokw,BETTER,5.0,10,Real estate agency,"217 Hood St E, Durham, NC 27701, United States","X4Q3+VX Durham, North Carolina, USA",http://www.betterpropertiesllc.com/,+1 919-629-3642,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPcpCwyWRXlL3s8j9zzanKMmsn0GYaj2ZSu0S_5=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,12–4 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:04.392Z,,,
https://www.google.com/maps/place/Blackwell+Street+Management+Co/data=!4m7!3m6!1s0x89ace46ce54a0bff:0xa730be7b3c4af561!8m2!3d35.992964!4d-78.9046648!16s%2Fg%2F1tgyxl5d!19sChIJ_wtK5WzkrIkRYfVKPHu-MKc,Blackwell Street Management Co,,,Property management company,"318 Blackwell St, Durham, NC 27701, United States","X3VW+54 Durham, North Carolina, USA",,+1 919-688-7580,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gft-svNnbGvPV6d-nInuXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.74985&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:07.110Z,,,
"https://www.google.com/maps/place/Weichert,+Realtors+-+Mark+Thomas+Properties+Property+Management/data=!4m7!3m6!1s0x89ace65e4b2b9313:0x3739bdf2cb9603f4!8m2!3d35.9661004!4d-78.9529773!16s%2Fg%2F1ttphrwq!19sChIJE5MrS17mrIkR9AOWy_K9OTc","Weichert, Realtors - Mark Thomas Properties Property Management",4.5,119,Property management company,"3901 University Dr, Durham, NC 27707, United States","X28W+CR Durham, North Carolina, USA",https://www.propertymanagementdurhamnc.com/,+1 919-403-5315,,https://lh3.googleusercontent.com/p/AF1QipPO1Gt1V9sUyjbFHPQpVktaWmRBpr2wXyjSMSI=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:12.545Z,,,
"https://www.google.com/maps/place/Allied+Management+Group,+LLC/data=!4m7!3m6!1s0x89ace15c14a5d51f:0xbaddc556f05e6709!8m2!3d36.0275293!4d-78.9354063!16s%2Fg%2F1q5gr_d2h!19sChIJH9WlFFzhrIkRCWde8FbF3bo","Allied Management Group, LLC",,,Property management company,"1738 Hillandale Rd, Durham, NC 27705, United States","23H7+2R Durham, North Carolina, USA",,+1 888-358-4088,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v3Pj_Vim_zAX0TXtNASmjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.72087&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:17.458Z,,,
https://www.google.com/maps/place/PPA+Properties/data=!4m7!3m6!1s0x89ace7f48a70b7af:0xb68628350c139b18!8m2!3d35.966421!4d-78.9508908!16s%2Fg%2F11fj48hg_w!19sChIJr7dwivTnrIkRGJsTDDUohrY,PPA Properties,4.4,31,Property management company,"3717 University Dr suite c, Durham, NC 27707, United States","X28X+HJ Durham, North Carolina, USA",https://www.ppapropertiesnc.com/,+1 919-477-4499,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOa-mWAWVEsN8LsSR4nnr-LyYleHP7O4aMx-QkD=w408-h544-k-no,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:22.797Z,true,LGBTQ+ friendly,
https://www.google.com/maps/place/Community+Focus+of+NC/data=!4m7!3m6!1s0x89ace7db49761b07:0xad77da357bf37f35!8m2!3d35.9371814!4d-78.9883676!16s%2Fg%2F1pp2wyyw9!19sChIJBxt2SdvnrIkRNX_zezXad60,Community Focus of NC,4.5,34,Property management company,"5109 Pine Cone Dr, Durham, NC 27707, United States","W2P6+VM Durham, North Carolina, USA",http://www.communityfocusnc.com/,+1 919-564-9134,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOT7CNTXcYiBKlmNy2cieRzX4oXcwKzcXNTrdpd=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:27.943Z,,,
https://www.google.com/maps/place/Bob+Schmitz+Properties/data=!4m7!3m6!1s0x89ace3faeb787cf1:0xaec884f41ee2c4c!8m2!3d36.0187383!4d-78.9187086!16s%2Fg%2F1tmz7t87!19sChIJ8Xx46_rjrIkRTCzuQU-I7Ao,Bob Schmitz Properties,3.7,78,Real estate rental agency,"1222 Broad St, Durham, NC 27705, United States","239J+FG Durham, North Carolina, USA",http://www.bobschmitzproperties.com/,+1 919-416-0393,,https://lh3.googleusercontent.com/p/AF1QipO_i3EST3nfvO91MZOv4-mjFNySX4GuWgAzSxIY=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:31.103Z,,,
https://www.google.com/maps/place/Apple+Realty/data=!4m7!3m6!1s0x89ace1601a8aa22b:0xab9c49d6030898b0!8m2!3d36.0266048!4d-78.9520691!16s%2Fg%2F1tdw4bkw!19sChIJK6KKGmDhrIkRsJgIA9ZJnKs,Apple Realty,4.3,326,Property management company,"3400 Croasdaile Dr suite 206, Durham, NC 27705, United States","22GX+J5 Durham, North Carolina, USA",http://www.applerealty.com/,+1 919-471-2007,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMgrYpEO7LrU_aqrFwBfUU3Sx9bZ33xQvVs3uH9=w408-h271-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:36.299Z,,,
https://www.google.com/maps/place/Central+Professional+Park/data=!4m7!3m6!1s0x89ace3c0f675cae5:0x1deca78de91e4a41!8m2!3d36.0319163!4d-78.9078497!16s%2Fg%2F11hzzwwqd0!19sChIJ5cp19sDjrIkRQUoe6Y2n7B0,Central Professional Park,4.5,57,Physical therapy clinic,"2609 N Duke St, Durham, NC 27704, United States","23JR+QV Durham, North Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xofRLMWj-30q0hvivr9XPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.48119&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:39.416Z,,,
https://www.google.com/maps/place/MLSullivan+Property+Management/data=!4m7!3m6!1s0x89ace7696344ec47:0xa0360a943c6999a4!8m2!3d35.9022984!4d-78.8985438!16s%2Fg%2F11gl4ldflr!19sChIJR-xEY2nnrIkRpJlpPJQKNqA,MLSullivan Property Management,4.6,105,Property management company,"1906 NC-54 Ste100D, Durham, NC 27713, United States","W422+WH Durham, North Carolina, USA",https://mlsullivanpropertymanagement.com/,+1 919-493-7633,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOJGR79td1UxluqoQWjNP_8LtIEL_1AIoJhhV32=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:44.424Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Green+Street+Home+Buyers/data=!4m7!3m6!1s0x89ace58ed530065b:0x483477cebc1af221!8m2!3d35.9903648!4d-78.9016416!16s%2Fg%2F11qpwqn7wq!19sChIJWwYw1Y7lrIkRIfIavM53NEg,Green Street Home Buyers,4.7,196,Real estate consultant,"555 S Mangum St Suite 100, Durham, NC 27701, United States","X3RX+48 Durham, North Carolina, USA",http://www.greenstreethomebuyers.com/,+1 919-926-1791,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMSbbntKBIa7ufimM7tajoMRB5t58ynrAoQpwnU=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:49.347Z,,,
https://www.google.com/maps/place/Associates+Realty+Co+Inc/data=!4m7!3m6!1s0x89ace468a8d59759:0x15c74ac437655c70!8m2!3d35.9818092!4d-78.8988742!16s%2Fg%2F1tj9cw9f!19sChIJWZfVqGjkrIkRcFxlN8RKxxU,Associates Realty Co Inc,2.0,3,Property management company,"1215 Fayetteville St, Durham, NC 27707, United States","X4J2+PF Durham, North Carolina, USA",http://theassociatesrealty.com/,+1 919-683-8711,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cUua0L9yWcGf80ZQROfh9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.940704&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:04:52.308Z,,,
