placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/RS+Restoration+-+Plaster+Coving+and+Cornice+restoration+specialist+in+York,+North+Yorkshire/data=!4m7!3m6!1s0x4879318a5fe95555:0x89093dbbb49d713!8m2!3d53.9915458!4d-1.0661347!16s%2Fg%2F11j2yp90s2!19sChIJVVXpX4oxeUgRE9dJu9uTkAg","RS Restoration - Plaster Coving and Cornice restoration specialist in York, North Yorkshire",5.0,12,Plasterer,"515 Huntington Rd, Huntington, York YO32 9PY, United Kingdom","XWRM+JG Huntington, York, UK",http://rs-restoration.co.uk/,+44 7944 113145,Closed · Opens 8:30 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzADJlGx6l4lD7Gbwd6mwLFdrIvidwkk4DEHr8GrX60hTK4gnnuRUugGFam2PBF-qqtyaYoxz4I08nAOweI7QiX9FWIhWf-Mj2bjLALtnFiyiCfRkbvOlHnFV9_IWRMTStgPrh=w408-h544-k-no,true,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:12.880Z,,,
https://www.google.com/maps/place/Peter+Cox+-+York/data=!4m7!3m6!1s0x4879336e2f777d8b:0xa40085decc773510!8m2!3d54.034373!4d-1.0951444!16s%2Fg%2F11gn1vgvfv!19sChIJi313L24zeUgREDV3zN6FAKQ,Peter Cox - York,5.0,1,Property maintenance,,,https://www.petercox.com/?utm_source=referrer&utm_campaign=gmb&utm_term=York,+44 1904 891746,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqve-cA5E1cP5gRXxZGIDkTU_EIZf3A-W8yPx6Skms04LNeBrSd-s9Fdl1US9kME90DtGVne_CVoyiLHGwHJHcun9aYUIaz9QmDQf1xiFMcg1eeNHZNQ2gPJs5umcBJlx8NBiDcEeBk-5ps=w408-h282-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:17.802Z,,,
https://www.google.com/maps/place/Cleartech+Maintenance+Services/data=!4m7!3m6!1s0x487931a67af4b35f:0xb1d7c8724b43aaf1!8m2!3d53.9584354!4d-1.0815565!16s%2Fg%2F1pp2wztx6!19sChIJX7P0eqYxeUgR8apDS3LI17E,Cleartech Maintenance Services,5.0,2,Window cleaning service,"York Hub Popes Head Court Offices, Peter Ln, York YO1 8SU, United Kingdom","XW59+99 York, UK",http://www.cleartechms.co.uk/?utm_source=yell&utm_medium=referral&utm_campaign=yell,+44 7862 282307,Closed · Opens 6 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=khBhZTFf-1BFIHfox6BONg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.327925&pitch=0&thumbfov=100,false,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:22.542Z,,,
https://www.google.com/maps/place/Leodis+Damp+Control+-+York/data=!4m7!3m6!1s0x4879318366978f25:0x57449d05ed040c53!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11vq2h6jt7!19sChIJJY-XZoMxeUgRUwwE7QWdRFc,Leodis Damp Control - York,,,Waterproofing service,"18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",http://leodisdampcontrol.co.uk/,+44 1423 609041,Closed · Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f00sY4fgzbRqDpiUuAF8ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.3882&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:27.147Z,,,
https://www.google.com/maps/place/Green+Asbestos+Removal+York+Ltd/data=!4m7!3m6!1s0x4870984907d4103f:0xe258c31cb672cc6!8m2!3d53.9548222!4d-1.0699195!16s%2Fg%2F11p06972jq!19sChIJPxDUB0mYcEgRxixnyzGMJQ4,Green Asbestos Removal York Ltd,4.0,4,Demolition contractor,"16 The Tannery, Lawrence St, York YO10 3WF, United Kingdom","XW3J+W2 York, UK",http://asbestosremovalyork.co.uk/,+44 1904 935303,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepx06VMdzjSSLrHNdlB9FZkDOcP4-j9h1uiwF3xXpzgJTD3BE30J-en8QUq4S7Vz9i_GOqEDp1HUbte5lmXVOOs9Vb4inanuAUW8IBvjFOxZpTbaDERXvK6FevvvCcslid_e98deXj37s3_=w408-h386-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:31.918Z,,,
https://www.google.com/maps/place/Quirk+Asbestos+Survey+York+Ltd/data=!4m7!3m6!1s0x4877cc15b50c27b5:0x17db7badb358b855!8m2!3d53.9548216!4d-1.0920143!16s%2Fg%2F11g4ck63qx!19sChIJtScMtRXMd0gRVbhYs6172xc,Quirk Asbestos Survey York Ltd,5.0,2,Asbestos testing service,"33 A1036, York YO24 1AQ, United Kingdom","XW35+W5 York, UK",http://asbestosremovalyork.com/,+44 1904 935523,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNjE8E99up3aWzKeKAgwiA2d38Vp1-3CI7IEtvhj8gvMlwmJ_W_REz_dwBSWpLoM34glClZYrnUGIhGbmtcK7560ubOVTHRhtzz_BB-POKKuVibastyzHd0MEKRt5Uom-iue4=w408-h306-k-no,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:36.648Z,,,
https://www.google.com/maps/place/Direct+Finish+Ltd/data=!4m7!3m6!1s0x4879425934109a13:0xac98fb1896dd8e1c!8m2!3d53.975744!4d-1.126877!16s%2Fg%2F1tgdby7z!19sChIJE5oQNFlCeUgRHI7dlhj7mKw,Direct Finish Ltd,4.6,119,Auto body shop,"12, The Forum, 9 Rose Ave, Nether Poppleton, York YO26 6RU, United Kingdom","XVGF+76 Nether Poppleton, York, UK",http://www.directfinish.co.uk/,+44 1904 781714,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweraqRsPXnVAi3uJhMhCZrEu-HENVs1PUYHCiFwBdLWvW4Zi9GHxB3XbRiEEU1FsPSL8wEEOmbZ_GQUTEh-j8M5QDFpsCfPAtbfg7BhMNlTaxEe2KR95vG-FNf3BiTdp3vNwaNIArg=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:41.360Z,,,
https://www.google.com/maps/place/CG+Building+and+Restoration+Ltd/data=!4m7!3m6!1s0x487933a108120181:0xb1c2042afc9e877f!8m2!3d53.9976765!4d-1.0902277!16s%2Fg%2F11h32702lp!19sChIJgQESCKEzeUgRf4ee_CoEwrE,CG Building and Restoration Ltd,5.0,1,Home builder,"The Cottage, clifton gate business park, Wigginton Rd, York YO32 2RH, United Kingdom","XWX5+3W Rawcliffe, York, UK",http://cgbuildingandrestorationltd.co.uk/,+44 1904 405969,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFcdNI14k2Y77efWnNaeEZf1NgHlT19heC4AsgePzKEYfSTKGIIUZDrdxLF4W9WjJ_tnElVVeLPgbuqSf-BAPHfd7JVP8TyvsvLvKeGkMYBrFgZ045KySXpN1A3wYf2BnOvgKGbQ=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:46.302Z,,,
https://www.google.com/maps/place/YORKSHIRE+DAMP+PROOF+SERVICES/data=!4m7!3m6!1s0x487931f91f36690f:0x8cf5b77913072a00!8m2!3d53.9850346!4d-1.0999525!16s%2Fg%2F11khsddvh4!19sChIJD2k2H_kxeUgRACoHE3m39Yw,YORKSHIRE DAMP PROOF SERVICES,,,Plasterer,"1, REGUS BLOCK, Tower Ct, York YO30 4XL, United Kingdom","XWP2+22 Rawcliffe, York, UK",https://yorkshiredampproofservices.co.uk/,+44 1904 934920,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fr6jYjsZGdAkWKXvNGBgfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.00133&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:50.870Z,,,
https://www.google.com/maps/place/York+Plastering+and+Cornice+Specialists+LTD/data=!4m7!3m6!1s0x48795d0c52f15ddb:0x9dc549a61ef70ce3!8m2!3d53.9655265!4d-1.130789!16s%2Fg%2F1trcfyx2!19sChIJ213xUgxdeUgR4wz3HqZJxZ0,York Plastering and Cornice Specialists LTD,5.0,101,Plasterer,"70 Ouseburn Ave, Acomb, York YO26 5NN, United Kingdom","XV89+6M York, UK",http://www.yorkplasterers.co.uk/,+44 7717 774373,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBhaq-06UBoTKxyP9dODoo_zjLHaA3njfNSZOKO2n7rUVj7BXPktoDbQLT2Fnb6LpqKVLHl-nmJ_CrEERS7489OfZaIZYoVfidxea2eNIc9C3mtsb7-mCxjwtiiEPhaCG21hrz=w408-h408-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:56:55.571Z,,,
https://www.google.com/maps/place/W%CE%9FW+C%CE%91R%CE%A1%CE%95%CE%A4+CL%CE%95%CE%91N+S%CE%95RVIC%CE%95+Maintenance/data=!4m7!3m6!1s0x487931c69e8f3653:0xfed669933572e3b9!8m2!3d53.9546976!4d-1.099733!16s%2Fg%2F11n7yjrlc4!19sChIJUzaPnsYxeUgRueNyNZNp1v4,WΟW CΑRΡΕΤ CLΕΑN SΕRVICΕ Maintenance,5.0,1,Carpet cleaning service,"The Volunteer Arms, 12 Watson St, Holgate, York YO24 4BH, United Kingdom","XW32+V4 York, UK",,+44 1904 599895,Closed · Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m3w4f6WdKVfqaFJa9G5Rsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.47308&pitch=0&thumbfov=100,false,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9:30 am–5 pm,9 am–6:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:57:00.307Z,,,
https://www.google.com/maps/place/Environment+Agency+York+Community+Flood+Hub/data=!4m7!3m6!1s0x487931d9c02b6aeb:0xcc4a35b78aaaa420!8m2!3d53.9596403!4d-1.0873518!16s%2Fg%2F11gh48q27v!19sChIJ62orwNkxeUgRIKSqirc1Ssw,Environment Agency York Community Flood Hub,1.0,1,Environmental organization,"Wellington Row, York YO1 6FZ, United Kingdom","XW57+V3 York, UK",https://consult.environment-agency.gov.uk/yorkshire/yorkfas/,,Closed · Opens 10 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSEQyfcKMUSWo4_CPbSdI211JAq168n9-XCFpEBkJlCmt9MWaMOtLYLaQ3p9tT4xactQnZlQrZgFO7Iy2Oz_OrufA6jbrCHDrBx9_E23rv7MT0AzNFc_NAEqDVd6XJEiniH1Pr7g=w408-h306-k-no,false,10 am–4 pm,Closed,10 am–4 pm,10 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:57:04.920Z,,,
https://www.google.com/maps/place/RM+Floor+Sanding+York/data=!4m7!3m6!1s0x487930dd9c9e8b95:0x74f94679e86fbfe5!8m2!3d53.9411607!4d-1.1146426!16s%2Fg%2F1th27xqh!19sChIJlYuenN0weUgR5b9v6HlG-XQ,RM Floor Sanding York,5.0,12,Floor sanding and polishing service,"354 Thanet Rd, Dringhouses, York YO24 2PL, United Kingdom","WVRP+F4 York, UK",http://www.rmhire.co.uk/,+44 7720 140853,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojGAFdt0XguI0RNrxEs3-_xa2TteEPmQZy8sxF32KfF--MQzO3GyIa8L8vLcY8iAhEzkagrE5Mgrs77VKWNr-xhXrjw9owDHBG5UTJyTWosPUbOPdurXM3B5qvlc3B9rZYBduUO_qHnPM=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:57:07.820Z,,,
https://www.google.com/maps/place/Time+for+You+Domestic+Cleaning+York/data=!4m7!3m6!1s0x48793130754dfa01:0x339dfbcc786ab795!8m2!3d53.95837!4d-1.081605!16s%2Fg%2F1hdz3z5d6!19sChIJAfpNdTAxeUgRlbdqeMz7nTM,Time for You Domestic Cleaning York,5.0,3,House cleaning service,"York Hub Popes Head Court Offices, Peter Ln, York YO1 8SU, United Kingdom","XW59+89 York, UK",https://www.time4youfranchise.com/franchise-finder/franchises/york,,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSEDphY59G-95kZjSs7V65UtHYJ7a7vUV5jESMrLOD6km2uLGIHPsnyShKEsdnvGuyJMZ6q9x6DooXskX3Vt70Ua7zTSF7d-mxFE3mDFtbbRfOodyctb5cAt0jc2v9iRpDFHA8Cg=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:57:12.532Z,,,
https://www.google.com/maps/place/Refresh+York/data=!4m7!3m6!1s0x487931c9f303f693:0x49bdbf329a99f8a1!8m2!3d53.9554203!4d-1.0599039!16s%2Fg%2F11c6y_s_0v!19sChIJk_YD88kxeUgRofiZmjK_vUk,Refresh York,5.0,1,Bathroom remodeler,"24 Abbotsford Rd, York YO10 3EE, United Kingdom","XW4R+52 York, UK",,+44 7812 021742,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUx9ef_LAFzNfSg7P6wZH3JTLd-fpceo6Ssfi34EMLyDi56XR9Sms3AXvolrkTvtjXsosXjqLZUNoFCl0PFXHOGwdWXo4xDq9plkRvVL9Ui1qmVnwDQnMugt9KskrJ3K1TatM=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T03:57:17.173Z,,· Delivery,
