placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Dave+Eichman,+MD/data=!4m7!3m6!1s0x88531f5b61212075:0x6bd6f69c6149d658!8m2!3d36.0930527!4d-79.7831107!16s%2Fg%2F11rwp62q20!19sChIJdSAhYVsfU4gRWNZJYZz21ms","Dave Eichman, MD",4.7,30,Pain management physician,"1130 N Church St Suite 200, Greensboro, NC 27401, United States","36V8+6Q Greensboro, North Carolina, USA",https://www.cnsa.com/providers/dave-eichman-md?utm_source=GMBSocialClimb,+1 336-272-4578,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPQQgOkE3FwozPNCNabAOTFaFYJCKFNj2E8Tyk=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:42.668Z,,,,
https://www.google.com/maps/place/Carolina+Neurosurgery+%26+Spine+Associates+-+Greensboro+Pain+Management/data=!4m7!3m6!1s0x88531ffbd1083fe3:0x46f80cb40054e9b2!8m2!3d36.0930527!4d-79.7831107!16s%2Fg%2F11q3r21r6q!19sChIJ4z8I0fsfU4gRsulUALQM-EY,Carolina Neurosurgery & Spine Associates - Greensboro Pain Management,4.8,116,Pain control clinic,"1130 N Church St Suite 200, Greensboro, NC 27401, United States","36V8+6Q Greensboro, North Carolina, USA",https://www.cnsa.com/locations/greensboro?utm_source=GMBSocialClimb&scct=PNb6d3ef2e0fa5e453802b693eb3b0957b,+1 336-272-4578,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPr_FNv0-UXLmmY-Hi4sAMx30hhRS-QqOyUGC7Z=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:48.028Z,,,,
https://www.google.com/maps/place/Dr.+Mitchell+Bloom/data=!4m7!3m6!1s0x88531bb05acb22b3:0x8890295a416b3aa6!8m2!3d36.0584879!4d-79.8611779!16s%2Fg%2F11p079xs1m!19sChIJsyLLWrAbU4gRpjprQVopkIg,Dr. Mitchell Bloom,,,Pain management physician,"7 Oak Branch Dr # E, Greensboro, NC 27407, United States","345Q+9G Greensboro, North Carolina, USA",,+1 336-294-0910,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rBtOn9G7m9T3oucTQoQAkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.8037&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:50.718Z,,,,
"https://www.google.com/maps/place/Hao+Wang,+MD/data=!4m7!3m6!1s0x88531eae7e39fae9:0x118fba8093dc7760!8m2!3d36.0947847!4d-79.8209835!16s%2Fg%2F1wbryh0l!19sChIJ6fo5fq4eU4gRYHfck4C6jxE","Hao Wang, MD",4.9,152,Pain management physician,"1915 Lendew St, Greensboro, NC 27408, United States","35VH+WJ Greensboro, North Carolina, USA",https://emergeortho.com/providers/hao-wang-md,+1 336-275-3325,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMYWEk0hw-tOXQMdCERgIxNahtRy2ECFHJBZUq9=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5 pm,9 am–1 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:24:55.664Z,,,,
https://www.google.com/maps/place/Novant+Health+Spine+Specialists+-+Greensboro/data=!4m7!3m6!1s0x88531b528bdbdd65:0xcf855403318ded17!8m2!3d36.0733216!4d-79.8458611!16s%2Fg%2F11h8jbq_gq!19sChIJZd3bi1IbU4gRF-2NMQNUhc8,Novant Health Spine Specialists - Greensboro,4.5,55,Pain control clinic,"3515 W Market St #210, Greensboro, NC 27403, United States","35F3+8M Greensboro, North Carolina, USA",https://www.novanthealth.org/locations/clinics/spine-specialists-greensboro/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-549,+1 336-660-5480,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1lhOSl_qxD_K_cmXyh4GNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.45522&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:00.557Z,,,,
"https://www.google.com/maps/place/Dr.+Anuj+Mahendrakumar+Shah,+MD/data=!4m7!3m6!1s0x88531bcdb750d0d9:0x5090e953bb32b9f6!8m2!3d36.0733216!4d-79.8458611!16s%2Fg%2F11sq56qwq0!19sChIJ2dBQt80bU4gR9rkyu1PpkFA","Dr. Anuj Mahendrakumar Shah, MD",3.7,3,Pain management physician,"3515 W Market St #210, Greensboro, NC 27403, United States","35F3+8M Greensboro, North Carolina, USA",https://www.novanthealth.org/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1528454576,+1 336-660-5480,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1lhOSl_qxD_K_cmXyh4GNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.45522&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:05.470Z,,,,
https://www.google.com/maps/place/Atrium+Health+Wake+Forest+Baptist+Family+Medicine+-+Adams+Farm/data=!4m7!3m6!1s0x88531aa26838ede5:0x7e651a37097b89a2!8m2!3d36.0166153!4d-79.8962433!16s%2Fg%2F1tjfhk4s!19sChIJ5e04aKIaU4gRool7CTcaZX4,Atrium Health Wake Forest Baptist Family Medicine - Adams Farm,3.7,113,Family practice physician,"5710 W Gate City Blvd I, Greensboro, NC 27407, United States","2483+JG Greensboro, North Carolina, USA",https://www.wakehealth.edu/locations/clinics/f/family-medicine-adams-farm?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,+1 336-781-4300,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweotGtZzJ7ga1iCuDZZkXR7CXEsrccY1JZGCPP3REgzAzcEnPaK4gwpM-sDy5njSwkmEjdeHmiuk80cAGy-27-slzUQVTuzSHd3MjbFu1d0g-IvdjAWScHvGJaBgei4LywM0b7JDaA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:10.498Z,,,,
"https://www.google.com/maps/place/Michael+Lehman,+MD/data=!4m7!3m6!1s0x8852e3c21e3e691b:0xacffd948dccf0c5f!8m2!3d36.186273!4d-79.8885256!16s%2Fg%2F11vjsb6mqf!19sChIJG2k-HsLjUogRXwzP3EjZ_6w","Michael Lehman, MD",4.9,207,Pain management physician,"4430 US-220, Summerfield, NC 27358, United States","54P6+GH Summerfield, North Carolina, USA",https://emergeortho.com/providers/michael-lehman-md/,+1 336-545-5004,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H-5Z8bH0ww8VF8EQXjZJVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.36675&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:15.428Z,,,,
"https://www.google.com/maps/place/Mark+Arvind,+MD/data=!4m7!3m6!1s0x8853059bce91ab3d:0xeb5af2fec90c66a8!8m2!3d36.03126!4d-79.971849!16s%2Fg%2F1xfspfjp!19sChIJPauRzpsFU4gRqGYMyf7yWus","Mark Arvind, MD",5.0,3,Pain management physician,"3604 Peters Ct, High Point, NC 27265, United States","22JH+G7 High Point, North Carolina, USA",https://mybethanymedical.com/dt_team/mark-arvind-md/,+1 336-883-0029,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XhEw1ps099jSkXtA39oOiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.691&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:20.471Z,,,,
https://www.google.com/maps/place/Kwadwo+Gyarteng+Dakwa/data=!4m7!3m6!1s0x88531ecacd2f3e0f:0xe65860d8f816dfa2!8m2!3d36.0663507!4d-79.8629955!16s%2Fg%2F11ss_43q3f!19sChIJDz4vzcoeU4gRot8W-NhgWOY,Kwadwo Gyarteng Dakwa,3.0,2,Pain management physician,"203 Pomona Dr, Greensboro, NC 27407, United States","348P+GR Greensboro, North Carolina, USA",https://heagpmc.com/,+1 336-282-0132,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J3dihJnLnu6ABG0loDdgJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.195377&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:23.144Z,,,,
"https://www.google.com/maps/place/David+O%27Toole,+MD/data=!4m7!3m6!1s0x88531b541412f499:0xd4cdd0c900258884!8m2!3d36.0733216!4d-79.8458611!16s%2Fg%2F11y9j4pjw3!19sChIJmfQSFFQbU4gRhIglAMnQzdQ","David O'Toole, MD",5.0,1,Pain management physician,"3515 W Market St #210, Greensboro, NC 27403, United States","35F3+8M Greensboro, North Carolina, USA",https://www.novanthealth.org/pf/providers/1659329811?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1659329811,+1 336-660-5480,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1lhOSl_qxD_K_cmXyh4GNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.45522&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:27.995Z,,,,
"https://www.google.com/maps/place/Daniel+Bintrim,+MD/@36.0355271,-79.9497775,17z/data=!3m1!4b1!4m6!3m5!1s0x8853056cd4bf17e7:0xd09480011897fa44!8m2!3d36.0355271!4d-79.9497775!16s%2Fg%2F11tn6kw9h8","Daniel Bintrim, MD",5.0,2,Pain management physician,"4515 Premier Dr #307, High Point, NC 272658356, United States","23P2+63 High Point, North Carolina, USA",https://www.wakehealth.edu/providers/b/daniel-joseph-bintrim,+1 336-713-4944,Open · Closes 5 pm,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:34.882Z,,,,
"https://www.google.com/maps/place/Christian+Ann+Bowlin,+PA/data=!4m7!3m6!1s0x88531fbe08a289ff:0x44d3e419e35529cb!8m2!3d36.0355007!4d-79.9497679!16s%2Fg%2F11trrrsz7w!19sChIJ_4miCL4fU4gRyylV4xnk00Q","Christian Ann Bowlin, PA",4.7,26,Doctor,"4515 Premier Dr, High Point, NC 27265, United States","23P2+63 High Point, North Carolina, USA",https://www.wakehealth.edu/providers/b/christian-ann-bowlin?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,+1 336-716-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPeXIMSyaT0oo8sw-hf4d74_IoKISfQHE6vMAMH=w408-h530-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:39.964Z,,,,
https://www.google.com/maps/place/Melissa+Shelton/data=!4m7!3m6!1s0x8853059bdef00001:0x72896b057cf322aa!8m2!3d36.0318085!4d-79.9712446!16s%2Fg%2F11tn9l9s1p!19sChIJAQDw3psFU4gRqiLzfAVriXI,Melissa Shelton,4.0,4,Pain management physician,"1580 Skeet Club Rd, High Point, NC 27265, United States","22JH+PG High Point, North Carolina, USA",,+1 336-883-0029,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EQXwGcuCKE2z4FMG-2YvMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.3659&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:43.323Z,,,,
"https://www.google.com/maps/place/Deneda+Thomas+Daye,+APRN/data=!4m7!3m6!1s0x88531b93362ed55d:0xbed28e9c3169577e!8m2!3d36.0516745!4d-79.8327948!16s%2Fg%2F11wn0z6x4z!19sChIJXdUuNpMbU4gRfldpMZyO0r4","Deneda Thomas Daye, APRN",,,Doctor,"2703 W Gate City Blvd J, Greensboro, NC 27403, United States","3528+MV Greensboro, North Carolina, USA",https://www.centerwellprimarycare.com/?utm_medium=businesslistings&utm_campaign=yext_nat_onlinelistings_en_digital_evergreen,+1 336-743-0858,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMTpEBBG5TBZr1spnd9HfHhVu8izoxK99fSIbsN=w408-h408-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:48.509Z,,,,
"https://www.google.com/maps/place/Richard+D.+Ramos,+MD/data=!4m7!3m6!1s0x88531bff03a29ae7:0x9ee26cbef90a4359!8m2!3d36.0882694!4d-79.8338569!16s%2Fg%2F1hc56tzdk!19sChIJ55qiA_8bU4gRWUMK-b5s4p4","Richard D. Ramos, MD",4.9,600,Physiatrist,"3200 Northline Ave # 200, Greensboro, NC 27408, United States","35Q8+8F Greensboro, North Carolina, USA",https://emergeortho.com/providers/richard-d-ramos-md/,+1 336-545-5000,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMh_CW02O-8qCMn6hLBR8okv6z4Ybxgn7UUo9vx=w408-h389-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:53.494Z,,,,
"https://www.google.com/maps/place/Jane+Marie+Keilitz,+PA-C/data=!4m7!3m6!1s0x8853055d4f1c33a3:0x79fc224966bb46cc!8m2!3d36.0355271!4d-79.9497775!16s%2Fg%2F11sb5wsr7l!19sChIJozMcT10FU4gRzEa7Zkki_Hk","Jane Marie Keilitz, PA-C",5.0,28,Doctor,"4515 Premier Dr, High Point, NC 27265, United States","23P2+63 High Point, North Carolina, USA",https://www.wakehealth.edu/providers/k/jane-keilitz?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,+1 336-716-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPAnubQNczXrkJ1u0b8zJQZIc76CSrDRI8Np3HD=w408-h530-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2026-01-28T19:25:58.872Z,,,,
