placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Public+Parking+Garage/data=!4m7!3m6!1s0x808580f0315d35f7:0x6c10348cbb1bd172!8m2!3d37.8009455!4d-122.4117504!16s%2Fg%2F1tjrq60v!19sChIJ9zVdMfCAhYARctEbu4w0EGw,Public Parking Garage,3.8,95,Parking garage,"721 Filbert St, San Francisco, CA 94133, United States","RH2Q+97 Russian Hill, San Francisco, CA, USA",,+1 415-956-2750,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuIJeiXcQTdDUWIipLYRch8kEYiksAfcmN2tpEbTjhcMfSiU5DjofK-iR1bg-Ua2iJWJ6FiMbhAf1yM-_La42qwyqBE3I6PGDFT8wYWRe18WYxgV54rWU5Lygd27I0g-8uIMmbww=w408-h306-k-no,false,7 am–10 pm,7 am–10 pm,7 am–10 pm,Open 24 hours,Open 24 hours,8 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:13:47.033Z,,
https://www.google.com/maps/place/SFMTA+-+Union+Square+Garage/data=!4m7!3m6!1s0x8085808baa631dfb:0xf391028f0b2ff216!8m2!3d37.7879259!4d-122.4075134!16s%2Fg%2F1tg9sxxd!19sChIJ-x1jqouAhYARFvIvC48CkfM,SFMTA - Union Square Garage,4.3,1726,Parking garage,"333 Post St, San Francisco, CA 94108, United States","QHQR+5X Union Square, San Francisco, CA, USA",https://www.sfmta.com/garages-lots/union-square-garage,+1 415-397-0631,Open ⋅ Closes 11 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7IFCAbd0ALTNp19iTI4IKovdioQBFdL-q-1DfjcpH3Mkwq-pKM9XkAevxlx5KYa9QAKms2kwALiqi77UYVe4WZdiA9qVBbxUKr9GKq1B-eACzpSpswHl9SFOGcm2LG9BY_7R69g=w408-h306-k-no,true,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:13:52.318Z,,
https://www.google.com/maps/place/Public+Parking+Garage/data=!4m7!3m6!1s0x80858104c6895ca3:0xef8642e7dbdcab61!8m2!3d37.7849299!4d-122.4051143!16s%2Fg%2F11h0l03127!19sChIJo1yJxgSBhYARYavc2-dChu8,Public Parking Garage,1.8,16,Parking garage,"San Francisco, CA 94103, United States","QHMV+XX Yerba Buena, San Francisco, CA, USA",https://www.sfmta.com/garages-lots,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbaRlO5xfhg8HBATrxheup6kAZQSMy8BU-_-YIyWsYM5MybvrSyInR0v3mtWvZpB6tu-Mvq7hT0O3rmyU82CUYoTkg5TbTATMEB1EEA5qeAy-qWRsPhoikbbO635mGdpOnxjyG=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:13:55.162Z,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x8085812d3badde59:0x26c1954b55ebf8dc!8m2!3d37.7894254!4d-122.4076594!16s%2Fg%2F11g4fm5mzc!19sChIJWd6tOy2BhYAR3PjrVUuVwSY,Public Parking,3.2,20,Parking lot,"464 Sutter St, San Francisco, CA 94108, United States","QHQR+QW Union Square, San Francisco, CA, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwtlHgTfO9bCceBmOjjseQUi6fQIgxNMRT6y3yuOwUhwmjKKGprQ6f-N-icm-Zp0gdP2iAsBjM0PxmUwRELduiCzVmCsOgTd9yp0m1RsiU7uqjOhNnztKqSzAVzb0QJmhjbP33bw=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:13:58.143Z,,
https://www.google.com/maps/place/SFMTA+-+North+Beach+Garage/data=!4m7!3m6!1s0x808580f3d1c266e7:0xaf792549c12bb71b!8m2!3d37.7984081!4d-122.4095171!16s%2Fg%2F1th49mkv!19sChIJ52bC0fOAhYARG7crwUklea8,SFMTA - North Beach Garage,4.2,316,Parking garage,"735 Vallejo St., San Francisco, CA 94133, United States","QHXR+95 North Beach, San Francisco, CA, USA","https://lots.impark.com/imp?utm_source=google&utm_medium=maps&utm_content=0020260&utm_campaign=local_canada#details=27,156",+1 415-227-0114,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyI4NAHDOy4z2COSIT00RPPqBMD7GIg1poE6KqDB2y4F4bGfYh_dgEZ_5WT7Y_5NJheCRXk7s-NgM_waCkxiRNTAjCkbMLmOXg2Op9W0xtaY3I4PQJQIge_TGwMXhgnsWGIKIhf=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:03.427Z,,
https://www.google.com/maps/place/Public+Parking+Garage/data=!4m7!3m6!1s0x808580da0bd81353:0xeb415f48d9be0595!8m2!3d37.7996101!4d-122.4353031!16s%2Fg%2F11gd67yxp0!19sChIJUxPYC9qAhYARlQW-2UhfQes,Public Parking Garage,2.1,23,Parking garage,"128 Moulton St, San Francisco, CA 94123, United States","QHX7+RV Union Street, San Francisco, CA, USA",https://www.sfmta.com/garages-lots/lombard-garage,+1 415-440-1984,Open ⋅ Closes 12 am,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxWgbw_MSkN9fawyCTP8z6q9eYiQPiiYDt1NAM8U31XlxfEftMoIZUnWLQBswi3Wif7k5NtdOFWbcp0qaebcG6RPXlo40fl0PfxRupJA5bkmyTsMBFDzhFLimnwqEsJT6xXVXuM=w408-h541-k-no,false,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:08.434Z,,
https://www.google.com/maps/place/California+Parking+%28Public+Parking%29/data=!4m7!3m6!1s0x80858090add228c9:0x46e675aac852ccae!8m2!3d37.7825022!4d-122.4180924!16s%2Fg%2F1thk8zql!19sChIJySjSrZCAhYARrsxSyKp15kY,California Parking (Public Parking),2.8,35,Parking lot,"530 Turk St, San Francisco, CA 94102, United States","QHMJ+2Q Tenderloin, San Francisco, CA, USA",http://californiaparking.com/530-turk-civic-center.shtml,+1 415-468-4860,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzU9Nm3vHKChi08Er7i9PVvwSgkEC2B7tiq1FH4hc0oqzyr3KvZIPzgovKlsheVn-UPmSqA1TJdBTRt9d0KaMFap5IDgtkM7lkTjfgDl1hGyVomiFMeJZQLS43BNtoFeBUNwYiq=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:13.615Z,,
https://www.google.com/maps/place/Portsmouth+Square+Garage/data=!4m7!3m6!1s0x8085808b2553bc8d:0x3d12cb3cd954f435!8m2!3d37.7949581!4d-122.4054639!16s%2Fg%2F11hbmvc9qv!19sChIJjbxTJYuAhYARNfRU2TzLEj0,Portsmouth Square Garage,4.0,322,Parking garage,"733 Kearny St, San Francisco, CA 94108, United States","QHVV+XR Chinatown, San Francisco, CA, USA",https://www.sfmta.com/garages-lots/portsmouth-square-garage,+1 415-982-6353,"Open ⋅ Closes 12 am

Updated by this business 8 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGBP9yEirJmW4zuyQ_qRSC0AsVW5WobYaxrqcS20L4KYEv1Oft2FCBylUnuKUgxhprbHIr89eUi9uDq7-y9UikmmwGSl0s10hk1jbLyWpr8EKqbHIW3sQmgtuQslVwzSiFBlYW=w408-h306-k-no,true,5 am–12 am,5 am–12 am,5 am–12 am,5 am–1 am,5 am–1 am,5 am–12 am,5 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:18.706Z,,
https://www.google.com/maps/place/SFMOMA+parking+garage/data=!4m7!3m6!1s0x8085819199047e47:0x5ab1432d2a4b7bb1!8m2!3d37.7865777!4d-122.4002883!16s%2Fg%2F11qlbxchty!19sChIJR34EmZGBhYARsXtLKi1DsVo,SFMOMA parking garage,3.1,52,Parking garage,"147 Minna St, San Francisco, CA 94105, United States","QHPX+JV Yerba Buena, San Francisco, CA, USA",https://www.sfmoma.org/visit/getting-here/,+1 415-348-0970,Open ⋅ Closes 11 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmR6E5wdDM7AuWrkXPlYXQSL38N4ZU7ExnQ6ASViFXOSww6KY5Im-IZUoAbizvQcmwMTsYzG5OORKZGkFC7yMlbevy_cbFUq15FQxWPvEW7wh6CoCtEYGloYBqT503Q-G1G4HF=w408-h307-k-no,false,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,7 am–11 pm,7 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:23.927Z,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x80858062d7b05697:0x88a5dedd793b4549!8m2!3d37.7879023!4d-122.3983578!16s%2Fg%2F11b6y19lyj!19sChIJl1aw12KAhYARSUU7ed3epYg,SP+ Parking,3.5,15,Parking garage,"65 Minna St, San Francisco, CA 94111, United States","QJQ2+5M SoMa, San Francisco, CA, USA",https://parking.com/san-francisco/lot/555-mission-street?utm_source=Soci&utm_medium=Soci&utm_campaign=Soci-CA,+1 415-546-6041,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxz_OV5-ynDGmxs7YXMrX1-_BgAIuPRR8E_T26y3yRkzJDpAtWw6dB3_4OthegJTwbC2nfjvThuOQy7BwWGY3AdDtifnMc5M68K1O8DSo3_mjrN-BfQNy7nrEh04AoQXL8RMRcBNQ=w408-h544-k-no,true,5 am–8 pm,5 am–8 pm,5 am–8 pm,5 am–8 pm,Closed,Closed,5 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:28.954Z,,
https://www.google.com/maps/place/The+White+House+Garage/data=!4m7!3m6!1s0x80858089116def65:0x50de94c895433948!8m2!3d37.7896035!4d-122.4045001!16s%2Fg%2F11g6q_f669!19sChIJZe9tEYmAhYARSDlDlciU3lA,The White House Garage,3.8,176,Parking garage,"223 Sutter St, San Francisco, CA 94108, United States","QHQW+R5 Union Square, San Francisco, CA, USA",http://thewhitehousegaragesf.com/,+1 415-788-7070,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSA5R1zT9laU7ZvQkfJkDBpbpG4I04m_WfKtxNNtlhxEh6Unw8V6ByqffB9sBTrgFcNjylzFMXyzFGMWURobzzsPvrj32FJSKMMAyxzmif9WgMPT24jOshHiWlVp1uVgNZH2xJJw=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:34.000Z,,
https://www.google.com/maps/place/NEMA+Parking+Garage/data=!4m7!3m6!1s0x8085809c4b6259c5:0xa38e83d63bb7f1f9!8m2!3d37.775567!4d-122.4170076!16s%2Fg%2F1pwfbfdx6!19sChIJxVliS5yAhYAR-fG3O9aDjqM,NEMA Parking Garage,3.3,31,Parking garage,"998 Jessie St, San Francisco, CA 94103, United States","QHGM+65 SoMa, San Francisco, CA, USA",https://www.spotangels.com/#id=297178543?ref=google_maps_website,,Open ⋅ Closes 11 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTtjY7GtFPKDvX4ukYitULahLiMNhiw9k_QAdJ9FlDm0mXPzTELyQORIlr6iJ4_gYw_hP8rq6qm4U2kPCbt_XS90Nxg6TZjeIiASmwzm2EO5WMFiXfQk1Pdx23fi5fukkjLTc=w408-h306-k-no,false,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:38.919Z,,
https://www.google.com/maps/place/SF+City+Parking/data=!4m7!3m6!1s0x808580859a643429:0xf3fbb558c2401fb8!8m2!3d37.78351!4d-122.4093181!16s%2Fg%2F11gd94flyd!19sChIJKTRkmoWAhYARuB9Awli1-_M,SF City Parking,2.5,29,Parking lot,"25 Mason St, San Francisco, CA 94102, United States","QHMR+C7 Tenderloin, San Francisco, CA, USA",http://www.sfcitypark.com/,+1 628-588-9110,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuApVWXv8xaoXZ_0HMVcpAR2EXqySdQLp2EWtfOb_roCzf8b8RYaIRsb4IxgFwav44z4nqxdoEuQlQHkaHSTDPp4wGuiP1-RB6a25wRmGblEnBChQ6C9didmko4xRISp1GxOMD=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:44.299Z,,
https://www.google.com/maps/place/Exclusive+Parking/data=!4m7!3m6!1s0x80858138c04058bd:0x9a84746b1ea03dff!8m2!3d37.7781753!4d-122.4145607!16s%2Fg%2F11w3ngk8t9!19sChIJvVhAwDiBhYAR_z2gHmt0hJo,Exclusive Parking,4.4,9,Parking lot,"700 Stevenson St, San Francisco, CA 94103, United States","QHHP+75 Mid-Market, San Francisco, CA, USA",https://exclusiveparkingsf.com/,+1 415-646-5218,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMPh2mudwNolgkEL8_Zi05YNPNxMa5bNrim6u0T=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:49.251Z,,
https://www.google.com/maps/place/One+Embarcadero+Center+-+Lot+%2374/data=!4m7!3m6!1s0x80858061b12a5f79:0x8706fa91e75b8edf!8m2!3d37.7946342!4d-122.3992483!16s%2Fg%2F11bbs2zrnc!19sChIJeV8qsWGAhYAR345b55H6Boc,One Embarcadero Center - Lot #74,4.1,33,Parking garage,"1 Embarcadero Ctr, San Francisco, CA 94111, United States","QJV2+V8 Financial District, San Francisco, CA, USA",,+1 415-227-0114,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZLBEz8vC-acYDAobD07eC_EKYJEVgn4r_XGyMKlX4zxrym4I7OcQRxhgFlOnOiH2y0JbQcjj2C_m0H4L95FZX9HtNUn2rsQyK29T0uNBxK-XrH7b__rFKIxJE22_WQxab6oJM=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2025-10-28T19:14:52.205Z,,
