placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,info,error
https://www.google.com/maps/place/Harbor+Electric/data=!4m7!3m6!1s0x8620a5bb6dd4428f:0xe2015a865ef8439c!8m2!3d29.9440061!4d-90.1011279!16s%2Fg%2F11gc8g_fjk!19sChIJj0LUbbulIIYRnEP4XoZaAeI,Harbor Electric,5.0,9,Electrical installation service,,"4118 S Johnson St, New Orleans, LA 70125, United States","WVVX+JG New Orleans, Louisiana, USA",,+1 504-453-6986,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOdwXkZ-0oDfGJsuNSE12MQJ0VI6vSdjFtfSq5B=w785-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:32.180Z,true,LGBTQ+ friendly,
https://www.google.com/maps/place/Schlumbrecht%27s+Electric+LLC/data=!4m7!3m6!1s0x8620af50bf999a79:0x5e95ebd0b70a9436!8m2!3d29.9810976!4d-90.0829561!16s%2Fg%2F1tf31rky!19sChIJeZqZv1CvIIYRNpQKt9DrlV4,Schlumbrecht's Electric LLC,4.8,89,Electrician,,"3059 Maurepas St, New Orleans, LA 70119, United States","XWJ8+CR New Orleans, Louisiana, USA",https://www.schlumbrechtselectric.com/,+1 504-256-7312,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMkiXKr-JNYob-C7Qqhg50wJZAFZt8HCevQ0ABF=w653-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:37.212Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/G%26M+Electric+Motor+%26+Pump/data=!4m7!3m6!1s0x8620a5e2b3ea00ad:0xc3006d38658f4bed!8m2!3d29.9621865!4d-90.0759458!16s%2Fg%2F1tdzx1_c!19sChIJrQDqs-KlIIYR7UuPZThtAMM,G&M Electric Motor & Pump,4.7,59,Electric motor repair shop,,"419 N Claiborne Ave, New Orleans, LA 70112, United States","XW6F+VJ New Orleans, Louisiana, USA",http://gmelectricnola.com/,+1 504-586-8100,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoNA97F2PaQNhXsPgzXwd4m0IqaXdPq09NwS1_TprEVhB48dWXVEGENlKdbnwsEa8-oCo3ij89cUhU8Ke5Y_--sk6zZwp6hwE-vRFhvygiU7MDwYrIKFXs8FqqPGjfSYzz9nAP=w408-h544-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:42.120Z,,,
https://www.google.com/maps/place/Crescent+Power+Systems+Inc/data=!4m7!3m6!1s0x8620afa100000001:0x841890f8da53be1e!8m2!3d29.9768812!4d-90.1033277!16s%2Fg%2F11c2p9l842!19sChIJAQAAAKGvIIYRHr5T2viQGIQ,Crescent Power Systems Inc,5.0,1,Electrical equipment supplier,,"4317 Canal St, New Orleans, LA 70119, United States","XVGW+QM New Orleans, Louisiana, USA",http://www.crescentpower.com/,+1 504-482-5616,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TnNIW3cn-xqbTdHQTt4d2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.011734&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:46.952Z,,,
https://www.google.com/maps/place/Mister+Sparky%C2%AE+of+New+Orleans/data=!4m7!3m6!1s0x8620af01131d5ba5:0x236e0541959d66fe!8m2!3d29.7348752!4d-89.816336!16s%2Fg%2F11cmhkmwfg!19sChIJpVsdEwGvIIYR_madlUEFbiM,Mister Sparky® of New Orleans,4.8,310,Electrician,,,,https://www.mistersparky.com/new-orleans/,+1 504-208-1124,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO9PT2XyPRid-ewlEZhlacIGJXg7onnMC1vUfZQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:51.758Z,,,
https://www.google.com/maps/place/Bill+Schell%27s+Electric+LLC/data=!4m7!3m6!1s0x8620a51155555555:0x4ff3068c3167986!8m2!3d29.945146!4d-90.1261834!16s%2Fg%2F1tdwf8rg!19sChIJVVVVVRGlIIYRhnkWw2gw_wQ,Bill Schell's Electric LLC,5.0,13,Electrician,,"1220 Adams St, New Orleans, LA 70118, United States","WVWF+3G New Orleans, Louisiana, USA",https://www.billschellelectric.com/,+1 504-975-1593,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TU8gq8Kxm33pzoh8emDSQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.5077&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:54.657Z,,,
"https://www.google.com/maps/place/Bo%27s+Power+Generator+%26+Equipment+Repair,+LLC/data=!4m7!3m6!1s0x8620a6df6171480f:0xd27b57f52e688d37!8m2!3d29.9005184!4d-90.0373598!16s%2Fg%2F11hd9kkz9p!19sChIJD0hxYd-mIIYRN41oLvVXe9I","Bo's Power Generator & Equipment Repair, LLC",4.7,45,Lawn mower store,· In-store shopping · Kerbside pickup · Delivery,"1808 Faith Pl, Terrytown, LA 70056, United States","WX27+63 Terrytown, Louisiana, USA",http://www.bospowerllc.com/,+1 504-603-2235,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP_HzdUf2Fow6Bw_0kubvJpQV0HEeteim3-m2mD=w408-h306-k-no,true,9 am–2 pm,Closed,8 am–4 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:58:59.557Z,,,
https://www.google.com/maps/place/Lightning+Service+Inc/data=!4m7!3m6!1s0x8620b007aa4db06b:0x8bd28edda967fe2b!8m2!3d29.9766579!4d-90.1566503!16s%2Fg%2F1wf38zl4!19sChIJa7BNqgewIIYRK_5nqd2O0os,Lightning Service Inc,4.7,536,HVAC contractor,,"3201 Metairie Rd, Metairie, LA 70001, United States","XRGV+M8 Metairie, Louisiana, USA",https://www.lightningserviceinc.com/,+1 504-837-3278,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEQZ_MJhfvS0l8VuRJaHQeFLk5Zr1gz-1BB05B=w408-h408-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:04.606Z,,,
https://www.google.com/maps/place/Patrick%27s+Electric/data=!4m7!3m6!1s0x8620a528c7473993:0x851c82276302344f!8m2!3d29.9773173!4d-90.1618821!16s%2Fg%2F11h3mb618k!19sChIJkzlHxyilIIYRTzQCYyeCHIU,Patrick's Electric,4.2,26,Electrician,,"3602 Bauvais St, Metairie, LA 70001, United States","XRGQ+W6 Metairie, Louisiana, USA",https://www.patrickselectric.com/,+1 504-939-0796,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMOhudnQh7UPxn0joGnraEOaTegRcmmvvxU7mN1=w426-h240-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:09.536Z,,,
https://www.google.com/maps/place/Trinity+Home+Services/data=!4m7!3m6!1s0x8620a55675cca631:0x64624b691a9ecdc5!8m2!3d29.9722132!4d-90.1447104!16s%2Fg%2F11f2cknp7v!19sChIJMabMdValIIYRxc2eGmlLYmQ,Trinity Home Services,4.8,32,Air conditioning contractor,,"1616 L and A Rd UNIT 202, Metairie, LA 70001, United States","XVC4+V4 Metairie, Louisiana, USA",,+1 504-579-2257,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMST7KOBs3bgsASuf7uweKYvWA3FSP28PyNFbc=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:14.403Z,,,
https://www.google.com/maps/place/Keefe%27s+Air+Conditioning+Heating+Electrical+Generator+%26+Plumbing/data=!4m7!3m6!1s0x8620b7a84badfc6b:0x7ce914d59c0bd936!8m2!3d29.8756179!4d-90.0839485!16s%2Fg%2F1tdd5mf5!19sChIJa_ytS6i3IIYRNtkLnNUU6Xw,Keefe's Air Conditioning Heating Electrical Generator & Plumbing,4.8,6067,Air conditioning contractor,,"1919 Enterprise Dr, Harvey, LA 70058, United States","VWG8+6C Harvey, Louisiana, USA",http://www.keefes.com/?utm_source=google&utm_medium=organic&utm_term=gbp-listing,+1 504-300-8720,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipOY2cF14_Qcz70-yzZfOcD8Ep0abboLoXqogafr=w426-h240-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:19.493Z,,,
https://www.google.com/maps/place/Nola+Electric+LLC+%E2%80%93+Electrician/data=!4m7!3m6!1s0x889e1d42625037b1:0xf435ba8e34b9c0b3!8m2!3d29.9372582!4d-89.9839044!16s%2Fg%2F11sfrk7tp1!19sChIJsTdQYkIdnogRs8C5NI66NfQ,Nola Electric LLC – Electrician,5.0,27,Electrician,,"410 Bonita Dr, Chalmette, LA 70043, United States","W2P8+WC Chalmette, Louisiana, USA",https://nolaelectricco.com/,+1 504-766-9210,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMlXnpZI33jqTElSFFgSpKIYXf42o2sVx8M7ZJ=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:24.246Z,,,
"https://www.google.com/maps/place/Surgi%27s+Heating,+Cooling+%26+Plumbing/data=!4m7!3m6!1s0x8620b01eb9837909:0xb125110efd0a4125!8m2!3d29.9702767!4d-90.1768993!16s%2Fg%2F1tdxfn14!19sChIJCXmDuR6wIIYRJUEK_Q4RJbE","Surgi's Heating, Cooling & Plumbing",4.8,3436,HVAC contractor,,"4308 Firestone Rd, New Orleans, LA 70121, United States","XRCF+46 New Orleans, Louisiana, USA",https://surgisac.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*198*surgis-heating-new-orleans,+1 504-215-7445,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN1W_F4UBpS2q7MoMeDtIhHumzr71b5tN-NddEo=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:29.146Z,,,
https://www.google.com/maps/place/Service+Electric+NOLA/data=!4m7!3m6!1s0x889e035eb54c5a3f:0xf73fa818816b1370!8m2!3d30.048739!4d-89.9619695!16s%2Fg%2F11gy4rxxyn!19sChIJP1pMtV4DnogRcBNrgRioP_c,Service Electric NOLA,5.0,63,Electrician,,,,http://www.serviceelectricnola.com/,+1 504-875-1573,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqCDBNWKYfcRk1h6TECue44mCb8kw-oDZmcnWsHrQQ6BG137dcUkk15Tg7gonO8XgGpaLoX9lRON_ZvLzJxzd0_8i_RQT1TZxwMbFanuOHPNV7Mkk2sl_7BG-RbjoLVTtDxLw1=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:34.004Z,,,
https://www.google.com/maps/place/Powerhouse+Electric/data=!4m7!3m6!1s0x8620a7088d8d3bb5:0xf52f4d0b79c1f950!8m2!3d29.9241902!4d-90.0270009!16s%2Fg%2F1vrq9_cg!19sChIJtTuNjQinIIYRUPnBeQtNL_U,Powerhouse Electric,5.0,2,Electrician,,"New Orleans, LA 70114, United States","WXFF+M5 New Orleans, Louisiana, USA",,+1 504-943-0441,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-uC5NTmsxGDX96GDsstIuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.49254&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:36.725Z,,,
https://www.google.com/maps/place/Gore%27s+Services/data=!4m7!3m6!1s0x8620a71426fbdaaf:0x408074425655c0f3!8m2!3d30.0691229!4d-89.8142701!16s%2Fg%2F11khkbzjgr!19sChIJr9r7JhSnIIYR88BVVkJ0gEA,Gore's Services,5.0,134,HVAC contractor,,"4520 Murano Rd, New Orleans, LA 70129, United States","359P+J7 New Orleans, Louisiana, USA",https://www.goresservices.com/,+1 504-353-9792,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPumcMD3yvCD_RNAkzYWSuJT8DlHlXyIF6NhcEk=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:41.641Z,,,
https://www.google.com/maps/place/Electric+Pro/data=!4m7!3m6!1s0x8620a62476f73df9:0x8b317a342c14693f!8m2!3d29.968267!4d-90.0523868!16s%2Fg%2F11vk2lx3zz!19sChIJ-T33diSmIIYRP2kULDR6MYs,Electric Pro,5.0,1,Electrician,,"2372 St Claude Ave, New Orleans, LA 70117, United States","XW9X+82 New Orleans, Louisiana, USA",https://www.theprofessionalelectrician.com/contact-professional-electric/,+1 504-919-0111,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1gxWBcVqfeSrWRMWJnUSZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.99768&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:46.604Z,,,
https://www.google.com/maps/place/Ignited+Electrical+%26+Ligthing/data=!4m7!3m6!1s0x889e1dc96e94143b:0x54fbf0de6d971b29!8m2!3d29.9193562!4d-89.980591!16s%2Fg%2F11rtd25cxc!19sChIJOxSUbskdnogRKRuXbd7w-1Q,Ignited Electrical & Ligthing,5.0,1,Electrician,,"3235 Blair St, New Orleans, LA 70131, United States","W299+PQ New Orleans, Louisiana, USA",,+1 504-259-6732,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM1iwpcnfDPAde3ytDpyfYoJJnC2auhJrdB_-o_=w408-h408-k-no,true,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:51.852Z,,,
https://www.google.com/maps/place/Bohnenstiehl+Electric+Inc/data=!4m7!3m6!1s0x8620a54ffeebd913:0x30623d56e977a06d!8m2!3d29.9649374!4d-90.1386789!16s%2Fg%2F1tfrxvlt!19sChIJE9nr_k-lIIYRbaB36VY9YjA,Bohnenstiehl Electric Inc,4.2,10,Electrical supply store,· Delivery,"810 Jefferson Hwy, Jefferson, LA 70121, United States","XV76+XG Jefferson, Louisiana, USA",,+1 504-834-0351,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JJHRHACL1iO8pg5Nt_eavg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.783875&pitch=0&thumbfov=100,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2026-01-10T22:59:57.119Z,,,
