placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info
https://www.google.com/maps/place/Mike+Manoloff+Business+Advisor+LLC/data=!4m7!3m6!1s0x8640c248206da245:0xad0db91004c99dec!8m2!3d29.6182773!4d-95.605529!16s%2Fg%2F1ttyx3g2!19sChIJRaJtIEjCQIYR7J3JBBC5Da0,Mike Manoloff Business Advisor LLC,4.3,128,Accountant,"14090 Southwest Fwy Suite No. 300, Sugar Land, TX 77478, United States","J99V+8Q Sugar Land, Texas, USA",https://www.cfo-advisor.pro/,+1 832-744-5790,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMJ9frIB9Ahf5rMuDxrRBddMjdTRlwgd4Yn-FvC=w408-h370-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:12.397Z,
https://www.google.com/maps/place/ABHIJIT+RAY+CPA+PLLC/data=!4m7!3m6!1s0x8640e708f0668fad:0x62ab5f173ea53fef!8m2!3d29.6053783!4d-95.6424348!16s%2Fg%2F11mdhgzk2f!19sChIJrY9m8AjnQIYR7z-lPhdfq2I,ABHIJIT RAY CPA PLLC,5.0,1,Certified public accountant,"800 Bonaventure Wy Suite No. 130, Sugar Land, TX 77479, United States","J945+52 Sugar Land, Texas, USA",https://www.raycpa.ai/,+1 832-582-1190,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5EiuSOiIhY6E4zjNC4YO1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.1565&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:17.293Z,
"https://www.google.com/maps/place/Moderhak+%26+Associates,+PC/data=!4m7!3m6!1s0x8640c3d24a3b5b03:0xa28e8ff00c1ed546!8m2!3d29.6227786!4d-95.5971024!16s%2Fg%2F11fj8lqhgc!19sChIJA1s7StLDQIYRRtUeDPCPjqI","Moderhak & Associates, PC",5.0,28,Accountant,"101 Southwestern Blvd Suite 130, Sugar Land, TX 77478, United States","JCF3+45 Sugar Land, Texas, USA",http://www.lonestarcpas.com/,+1 713-541-6900,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPjKxTJAk0hrCQJRD_c_C7YOQISWm8VB7RX2pQ-=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:22.330Z,
"https://www.google.com/maps/place/KenWood+%26+Associates,+P.C./data=!4m7!3m6!1s0x8640e7c5238a63b3:0x3f2699fa5eaf7007!8m2!3d29.6182317!4d-95.6056588!16s%2Fg%2F11r345y2m3!19sChIJs2OKI8XnQIYRB3CvXvqZJj8","KenWood & Associates, P.C.",5.0,12,Certified public accountant,"14090 Southwest Fwy, Sugar Land, TX 77478, United States","J99V+7P Sugar Land, Texas, USA",https://www.kenwoodpc.com/,+1 281-243-2300,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO3Zkupo9hULqH_yXUmghQYQQ9HJwbrUHH4g533=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:27.281Z,
https://www.google.com/maps/place/THAYERONEAL/data=!4m7!3m6!1s0x8640e6ffe53794a1:0x4dc61de0d4ea5d5f!8m2!3d29.623816!4d-95.6044522!16s%2Fg%2F11bx1xw78v!19sChIJoZQ35f_mQIYRX13q1OAdxk0,THAYERONEAL,4.7,13,Certified public accountant,"101 Parklane Boulevard, Sugar Land, TX 77478, United States","J9FW+G6 Sugar Land, Texas, USA",http://www.thayeroneal.com/,+1 281-552-8430,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcN96MUHXzDtJZ-CvaeELUvw_f8a3d11XjrYY-v1uKnOC8kbt5YsZUvTzonDoePlsLTzMyv5q6XA8UI2N6xXOsnzs_DrEW_qAyC4qGM3bC1Apr4b_JF7NsevFq00dabzj8At79=w408-h245-k-no,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:32.319Z,
https://www.google.com/maps/place/CKO+CPAs+%26+Advisors/data=!4m7!3m6!1s0x8640e7e721989667:0xcfa80d69311a670e!8m2!3d29.622743!4d-95.6078279!16s%2Fg%2F11hz207t60!19sChIJZ5aYIefnQIYRDmcaMWkNqM8,CKO CPAs & Advisors,5.0,2,Accounting firm,"77 Sugar Creek Center Blvd Ste 600, Sugar Land, TX 77478, United States","J9FR+3V Sugar Land, Texas, USA",https://ckous.com/,+1 346-375-8872,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nGe7gf2GMzuYINFYNuujeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.14914&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10:30 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:37.279Z,
"https://www.google.com/maps/place/Carolyn+McEathron,+CPA/data=!4m7!3m6!1s0x8640e6bf6a90f43b:0x363b63ba1f842af0!8m2!3d29.5990362!4d-95.6286619!16s%2Fg%2F11clzr9wbh!19sChIJO_SQar_mQIYR8CqEH7pjOzY","Carolyn McEathron, CPA",5.0,1,Certified public accountant,"1650 Hwy 6 Suite 350, Sugar Land, TX 77478, United States","H9XC+JG Sugar Land, Texas, USA",http://fortbendareacpa.com/,+1 832-913-9163,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GiwPZO_swv9rj-ibOR3zUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.7926&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:42.185Z,
https://www.google.com/maps/place/Paramount+Tax+%26+Bookkeeping+-+Sugar+Land+%2F+Richmond+South/data=!4m7!3m6!1s0x8640e70cf97f85e7:0x8991556cc6ec9e26!8m2!3d29.6226347!4d-95.6077694!16s%2Fg%2F11qydp81hp!19sChIJ54V_-QznQIYRJp7sxmxVkYk,Paramount Tax & Bookkeeping - Sugar Land / Richmond South,5.0,55,Tax preparation,"77 Sugar Creek Center Blvd Ste. 600, Sugar Land, TX 77478, United States","J9FR+3V Sugar Land, Texas, USA",https://paramount.tax/sugar-land?location=sugarlandsouth,+1 832-261-7520,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMgSGZtMc-OtSVBDtJkcmWcQQ929MufXSD52pOW=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:47.214Z,LGBTQ+ friendly
https://www.google.com/maps/place/FM+Financial+Services+LLC/data=!4m7!3m6!1s0x8640e75348f00239:0x88833f55dbbfb1a1!8m2!3d29.622743!4d-95.6078279!16s%2Fg%2F11w7ghgq6t!19sChIJOQLwSFPnQIYRobG_21U_g4g,FM Financial Services LLC,5.0,25,Accounting firm,"77 Sugar Creek Center Blvd Ste 600, Sugar Land, TX 77478, United States","J9FR+3V Sugar Land, Texas, USA",https://www.fmfinancialservicesllc.com/,+1 888-448-6661,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nGe7gf2GMzuYINFYNuujeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.14914&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9:30 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:52.319Z,Identifies as Asian-owned
https://www.google.com/maps/place/Entigrity+Solutions+LLC/data=!4m7!3m6!1s0x89d13576fb6d28ff:0x4226338fdd600ae1!8m2!3d29.599173!4d-95.6293864!16s%2Fg%2F11bw47376n!19sChIJ_yht-3Y10YkR4Qpg3Y8zJkI,Entigrity Solutions LLC,4.8,105,Accounting firm,"1600 Hwy 6 STE 250, Sugar Land, TX 77478, United States","H9XC+M6 Sugar Land, Texas, USA",https://odoo.entigrity.com/,+1 646-827-4348,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPi6wGu25eHuHTbitvWH4KwstFYiF1zabxeL_6G=w648-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2025-10-19T16:37:57.450Z,
"https://www.google.com/maps/place/Troy+O%27Callaghan,+CPA/data=!4m7!3m6!1s0x864736d1cd9c3455:0x22f9e428245924a9!8m2!3d30.1331495!4d-95.4730252!16s%2Fg%2F11b_2yp28_!19sChIJVTSczdE2R4YRqSRZJCjk-SI","Troy O'Callaghan, CPA",5.0,232,Certified public accountant,"2219 Sawdust Rd STE 104, Spring, TX 77380, United States","4GMG+7Q Spring, Texas, USA",http://www.troyocallaghancpa.com/,+1 832-813-5725,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPenGJq0THMhRG5uZpWrLifzxU61HGRFrtW7pf8=w408-h512-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:21.108Z,
https://www.google.com/maps/place/Haynie+%26+Company/data=!4m7!3m6!1s0x8640cc7016f97991:0x68240e2c34544253!8m2!3d30.1603039!4d-95.4705754!16s%2Fg%2F1tfp_6n_!19sChIJkXn5FnDMQIYRU0JUNCwOJGg,Haynie & Company,4.9,40,Accounting firm,"10055 Grogans Mill Rd Suite 300, The Woodlands, TX 77380, United States","5G6H+4Q The Woodlands, Texas, USA",https://www.hayniecpas.com/?utm_source=GBPlisting&utm_medium=organic,+1 281-440-5740,"Closed ⋅ Opens 8 am Mon

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMEOK3cohDKCZR4uHKt2oCC-uIGb31nackXUlHI=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:26.187Z,
https://www.google.com/maps/place/Second+Mile+Financial+Services/data=!4m7!3m6!1s0x86472d2bc38c2057:0x2b45631123676373!8m2!3d30.1422376!4d-95.4705215!16s%2Fg%2F11kbyhdgb3!19sChIJVyCMwystR4YRc2NnIxFjRSs,Second Mile Financial Services,5.0,52,Certified public accountant,"2170 Buckthorne Pl # 240, The Woodlands, TX 77380, United States","4GRH+VQ The Woodlands, Texas, USA",http://secondmilecpa.com/,+1 281-826-0100,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohGNf0I2Ka_IZSZx6ic2dmODiT2GLFLkZZAYgqzdJukAzBCZLLNIbTz8esrtSPKQwgq_Ba9C3LXVe5fyHJqpMwYqLRqN22xpr_IPiqw0v-FMI-sfGeH0WedvDkDL_Gj6jn7jpYnw=w408-h240-k-no-pi0-ya261-ro-0-fo100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:31.362Z,
"https://www.google.com/maps/place/Lomness+CPA+Services,+Inc./data=!4m7!3m6!1s0x86473a7fe302449f:0x12df85627e8a4cfe!8m2!3d30.1878172!4d-95.4802047!16s%2Fg%2F11css6tvq7!19sChIJn0QC4386R4YR_kyKfmKF3xI","Lomness CPA Services, Inc.",4.9,59,Accounting firm,"8505 Technology Forest Pl Suite 202, The Woodlands, TX 77381, United States","5GQ9+4W The Woodlands, Texas, USA",http://www.lomnesscpa.com/,+1 281-962-0310,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOeQG2AEwP9Mr2YF5SSU0dy54E8xNTIcmmcJHzJ=w426-h240-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:36.292Z,
https://www.google.com/maps/place/PPL+CPA/data=!4m7!3m6!1s0x864736b6524619cf:0xdf65b7f4c992a2a8!8m2!3d30.1581644!4d-95.4706545!16s%2Fg%2F1xfsp3yg!19sChIJzxlGUrY2R4YRqKKSyfS3Zd8,PPL CPA,5.0,15,Accounting firm,"2203 Timberloch Pl Suite 115, The Woodlands, TX 77380, United States","5G5H+7P The Woodlands, Texas, USA",https://www.pplcpa.com/,+1 832-702-7978,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNq1HLwCcTQ4iCZcBpw-XdvNfv0LrT-hTYMVc2S=w630-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:41.286Z,
"https://www.google.com/maps/place/Ramdas+Accounting,+LLC/data=!4m7!3m6!1s0x8640c593afa1aa2b:0x34c7d498c409d460!8m2!3d30.1729053!4d-95.4701005!16s%2Fg%2F11bbtk69zr!19sChIJK6qhr5PFQIYRYNQJxJjUxzQ","Ramdas Accounting, LLC",5.0,30,Accountant,"Two Hughes Landing, 1790 Hughes Landing Blvd #400, The Woodlands, TX 77380, United States","5GFH+5X The Woodlands, Texas, USA",https://www.ramdasaccounting.com/,+1 281-655-3297,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNmiaCIlhQZQgnrp46KTpRC0d3xT3GwQMya-jml=w408-h303-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:48.006Z,
https://www.google.com/maps/place/Reynolds+%26+Reese+CPA+PLLC/data=!4m7!3m6!1s0x864730d48e58548b:0xd802ccb4ddc236cb!8m2!3d30.188027!4d-95.4799014!16s%2Fg%2F12qgk63dd!19sChIJi1RYjtQwR4YRyzbC3bTMAtg,Reynolds & Reese CPA PLLC,4.6,16,Accountant,"8505 Technology Forest Pl Ste 103, The Woodlands, TX 77381, United States","5GQC+62 The Woodlands, Texas, USA",https://www.thewoodlandstax.com/,+1 281-351-4025,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 4 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WBJFb47MYU9hOW9Jp-nmSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.1849&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:52.923Z,
"https://www.google.com/maps/place/Ronnie+L.+Darden,+CPA/data=!4m7!3m6!1s0x8640cc7fcaad1a0f:0x1bbd501fc8993d5c!8m2!3d30.1573662!4d-95.4676209!16s%2Fg%2F1v44fbv1!19sChIJDxqtyn_MQIYRXD2ZyB9QvRs","Ronnie L. Darden, CPA",4.4,20,Certified public accountant,"2001 Timberloch Pl #500, The Woodlands, TX 77380, United States","5G4J+WX The Woodlands, Texas, USA",http://rldardencpa.com/,+1 281-467-9454,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zc4lgLUQoJc5ZcDc6CBh6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.6237&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+The+Woodlands+HOU+TX/@30.1657654,-95.461132,14z",2025-10-19T16:38:58.143Z,
