placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/Four+Boys+Tires/data=!4m7!3m6!1s0x872b71f69a4b47d1:0xf43ba4ce7dfaa4da!8m2!3d33.6259441!4d-112.0303516!16s%2Fg%2F1tgf3pb2!19sChIJ0UdLmvZxK4cR2qT6fc6kO_Q,Four Boys Tires,4.1,164,Tire shop,· In-store shopping,"15243 N Cave Creek Rd, Phoenix, AZ 85032, United States","JXG9+9V Phoenix, Arizona, USA",https://www.fourboystires.com/,+1 602-714-6484,Open · Closes 6:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8539XFJGvIFK1Dlfzsw5avrUv-ZypBCvgiUEgUYZH7ALdNRqBbZcZNWVxlX8mDzIgh5-KXabY4uAYc_XL1eaMomFmIE14P05-avsFqeuZYi9tgg6LR3Nee1O6oBW_XLKfCSccyw=w408-h306-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:31.639Z,,
https://www.google.com/maps/place/Loredo+Tire+Shop/data=!4m7!3m6!1s0x872b719047fd3d31:0xdf0f6dc2917a883d!8m2!3d33.6374184!4d-112.0141205!16s%2Fg%2F1260qbv66!19sChIJMT39R5BxK4cRPYh6kcJtD98,Loredo Tire Shop,4.2,278,Tire shop,,"16602 N 32nd St, Phoenix, AZ 85032, United States","JXPP+X9 Phoenix, Arizona, USA",,+1 480-634-3639,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerIyjuoZ4SOSuukWtMKSw73M8jDp0Cf_0qgAFtJMZ66F8XmZlNarsPtgKk-sio5Ash6MwxpdQ6dyadu61imloIrFrvjeWiLc4NtNbaFqvh-HBUunhW_jo5aXqa0PM-pML0XU8HF=w408-h544-k-no,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:36.203Z,,
https://www.google.com/maps/place/Honest-1+Auto+Care/data=!4m7!3m6!1s0x872b73ba7880d0d1:0x5d7c3991053310ed!8m2!3d33.60151!4d-111.9880665!16s%2Fg%2F1thq1565!19sChIJ0dCAeLpzK4cR7RAzBZE5fF0,Honest-1 Auto Care,4.6,269,Auto repair shop,,"12621 N Paradise Village Pkwy W, Phoenix, AZ 85032, United States","J226+JQ Phoenix, Arizona, USA",http://www.honest-1paradisevalley.com/,+1 602-404-6785,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepWD6ffToXFfQ8ITt-GB1PYJ5VKpWKa5hUu6DywVVsshUr2gKA705L-lC6LTKQVD7-sn6mwh326KQxEp58ItsDwBg1Qr2_4Oe80xglxQZQri43P1IGPOP1l0bb9cdKPQLx-dLgA=w408-h271-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:40.800Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x872b74428a6dab13:0x7ce06d2f2d9dd8b5!8m2!3d33.6145601!4d-111.9272397!16s%2Fg%2F1w0r0cp7!19sChIJE6ttikJ0K4cRtdidLS9t4Hw,Firestone Complete Auto Care,4.5,570,Tire shop,· In-store shopping · Kerbside pickup,"13802 N Scottsdale Rd, Scottsdale, AZ 85254, United States","J37F+R4 Scottsdale, Arizona, USA",https://www.firestonecompleteautocare.com/arizona/scottsdale/13802-n-scottsdale-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 480-447-3904,"Open · Closes 6 pm

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwervdgPxoAencSY5UpxyqsIlJZmVXm33s1iNjWc4qK_9-1DlNBb_WR0_LkkHIE1zA1ZHsAT9FANspcT1LylDnCpOINBF99o5W45z0ne8fm3RGQ7aE8Z3WtmGJl4pAu7oHHJsUKnrVg=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:45.200Z,,
https://www.google.com/maps/place/Half+Price+Auto+Repair+%26+Performance/data=!4m7!3m6!1s0x872b71eb27e6ff71:0xb104f6ca8f913cf4!8m2!3d33.630249!4d-112.0136947!16s%2Fg%2F11h0zfz3mf!19sChIJcf_mJ-txK4cR9DyRj8r2BLE,Half Price Auto Repair & Performance,4.9,747,Auto repair shop,,"15812 N 32nd St A-1, Phoenix, AZ 85032, United States","JXJP+3G Phoenix, Arizona, USA",https://hpautorepair.com/,+1 602-935-3551,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjYixRrdq0kUQ0f6yT55Fb0H_ahaoY5qeSetOjYjwYQAA7xRCTMDhWTNU90JEkup8XERYMftTEil7AsFwdkXe01DDGknJols9Q69ZH5IN9tp7SRLAPeVy4FFWcDVSzzUDG5Syh_w=w624-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:49.888Z,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x872b7165ddb27901:0x729d45435b2ce4c7!8m2!3d33.6398446!4d-111.9822964!16s%2Fg%2F1tfpq4nz!19sChIJAXmy3WVxK4cRx-QsW0NFnXI,Discount Tire,4.5,691,Tire shop,· In-store shopping · Kerbside pickup,"4601 E Bell Rd, Phoenix, AZ 85032, United States","J2Q9+W3 Phoenix, Arizona, USA",https://www.discounttire.com/store/az/phoenix/s/1358,+1 602-485-9272,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1AyeMrI_16zGZ3A1Fq5DUwMTecme5c-q_DRPa13OYQQMC89BDckivgJmCm3iBe8RISbFuc60B9AB8BA3KB6J36JCOxNu-dN3DXTFhk-V0bn45Lt65qF3YGCw1de5uQ7KMLzpgEQ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:54.269Z,,
https://www.google.com/maps/place/Llantera+Azteca/data=!4m7!3m6!1s0x872b71eb6cbd0e91:0xe1acbd75b47b8637!8m2!3d33.6401993!4d-112.0245761!16s%2Fg%2F1tn01pwm!19sChIJkQ69bOtxK4cRN4Z7tHW9rOE,Llantera Azteca,4.1,237,Tire shop,,"2637 E Bell Rd, Phoenix, AZ 85032, United States","JXRG+35 Phoenix, Arizona, USA",,+1 602-298-5500,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFt9OqFQ6WugWlVojyJr2MaT5ULWgsPZTBSCyrPdfkl0c1zXDgC_DgyFeB0NV-FuTx0LD4X0lv3skrYJQcKIoc7pOqsa1w5Uzrxn_xZ8Z3Gn1OGflnGdPUXz-VMAP75YVEs2rV=w408-h306-k-no,false,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:10:58.672Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x872b7272ca6c2f41:0xcd7bdd482009d4fa!8m2!3d33.599475!4d-112.0368726!16s%2Fg%2F1tjdgntm!19sChIJQS9synJyK4cR-tQJIEjde80,Firestone Complete Auto Care,4.4,429,Tire shop,· In-store shopping · Kerbside pickup,"12433 N Cave Creek Rd, Phoenix, AZ 85022, United States","HXX7+Q7 Phoenix, Arizona, USA",https://www.firestonecompleteautocare.com/arizona/phoenix/12433-n-cave-creek-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 602-842-6423,"Open · Closes 6 pm

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmz00XX52b7tJtSp1JJlgNrwCI_g9U5UImril4KsHGmunLcZ8QL0M9OVEDvG8t4BPFMP9pkXJJwXFXxiGYkZKAoBGVE0Be5RTfrnl509o_veQSpXtid1RaTAtFMZeZl3V8ed6Y2g=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:11:03.393Z,,
https://www.google.com/maps/place/Hernandez+Tires/data=!4m7!3m6!1s0x872b71948e0c33ef:0xa2b1d6311e28804b!8m2!3d33.6409609!4d-112.0215097!16s%2Fg%2F11c2ly1ngs!19sChIJ7zMMjpRxK4cRS4AoHjHWsaI,Hernandez Tires,4.4,62,Tire shop,,"2816 E Bell Rd, Phoenix, AZ 85032, United States","JXRH+99 Phoenix, Arizona, USA",,+1 602-668-4362,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepi5Ao3YN3LK-cw7axvX33vnRlVpvHsdYrb9jqgUwbiXIH7zyhEVWwyZsFEpc-JdA8N9tppzY3ZUd3jAr9hSOI522RAgMG8MItjvjhfUCrVGf340ouBomn5eJxulIvR4oAx0eoZ=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–6 pm,9 am–7 pm,9 am–7 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:11:07.776Z,,
https://www.google.com/maps/place/Greulich%27s+Automotive+Repair/data=!4m7!3m6!1s0x872b7187fa8c3381:0xf77e5057f19b433e!8m2!3d33.6266364!4d-112.0099591!16s%2Fg%2F1tgfqldn!19sChIJgTOM-odxK4cRPkOb8VdQfvc,Greulich's Automotive Repair,4.8,1361,Auto repair shop,,"3202 E Greenway Rd, Phoenix, AZ 85032, United States","JXGR+M2 Phoenix, Arizona, USA",https://www.greulichs.com/locations/az/phoenix/auto-repair-3202-e-greenway-rd?utm_source=local_listing&utm_medium=organic&utm_campaign=store_1252,+1 480-591-7277,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweppWOC8dqgvzreENLbJ9PcMgHCtPKMBTtYA6K9BYi-jzQxbjcL7Sjsl61hRbv9uB16e5yzLLPt2sroaAv43_ArITVBWmDeKNmCAFn5XlbeGAWCK5VYP6YzpNz8MC4hNIBaiMla5IOmFBKY=w408-h276-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:11:12.149Z,,
https://www.google.com/maps/place/Shadow+Mountain+Auto+Service/data=!4m7!3m6!1s0x872b72f797172931:0xe1cf3a5414fcdab0!8m2!3d33.5809384!4d-112.0134818!16s%2Fg%2F1tfd2wct!19sChIJMSkXl_dyK4cRsNr8FFQ6z-E,Shadow Mountain Auto Service,4.9,462,Auto repair shop,,"10410 N 32nd St, Phoenix, AZ 85028, United States","HXJP+9J Phoenix, Arizona, USA",http://www.shadowmountainauto.com/,+1 602-482-7100,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-2CGSXdmBWVHVEJ5RzEiaLdxPA12iOjpHCm623Bl2H7t0Y72_mCJVgOzNYP6tJOlFdxtvdAc2wQ8zBTRUjwpjeEyYV2oVuCgFEMcMyY4uhS8_X5dd20VfERyYKHDJvRbT7m9YAw=w426-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:11:16.699Z,,
https://www.google.com/maps/place/MR+TIRE+PHX+LLC/data=!4m7!3m6!1s0x872b13d5efac9d6f:0x911493b07b094028!8m2!3d33.572504!4d-112.059821!16s%2Fg%2F11c30pm4_h!19sChIJb52s79UTK4cRKEAJe7CTFJE,MR TIRE PHX LLC,4.2,70,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"9432 N Cave Creek Rd, Phoenix, AZ 85020, United States","HWFR+23 Phoenix, Arizona, USA",http://mrtirephx.com/,+1 602-518-4677,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDRj4HGoSQv_sQ7HGrCijh-HHX-SAASgUrDSgv3izdPiO9xrjy6QMchS5frgIsDYFN630wxnLeu8O4A6H4a3xS-cDsYN3orXYmcnKF_KCZsq1A9XT_2UnfpmAz-q82VbZtsO653A=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:11:21.082Z,,
https://www.google.com/maps/place/Hernandez+Wheels+And+Tires/data=!4m7!3m6!1s0x872b71ee8b026847:0x4b85800f61c8575a!8m2!3d33.6357108!4d-112.031086!16s%2Fg%2F11gnnmhgq6!19sChIJR2gCi-5xK4cRWlfIYQ-AhUs,Hernandez Wheels And Tires,3.9,30,Tire shop,,"16416 N Cave Creek Rd, Phoenix, AZ 85032, United States","JXP9+7H Phoenix, Arizona, USA",,+1 928-233-0456,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq0QoZunQlv6cPnLgwRQgB55uDtPOkWwYqfMTEGAUQCxeCMKnmPUuNv2fFR7rtoTrtvK1NpT3q6hmfs6yY0eaLciciUDawX1eJlNO27nhtco45QoiCZnnhIt_Op1a3Wlv2fzDo_=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-03-23T15:11:26.127Z,,
