placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error,isBlackOwned
https://www.google.com/maps/place/BioRestore+NH/data=!4m7!3m6!1s0x89e3b7016dee082b:0xb96cb9eb4b3337bc!8m2!3d42.7353292!4d-71.4861646!16s%2Fg%2F11pb28k560!19sChIJKwjubQG344kRvDczS-u5bLk,BioRestore NH,5.0,49,Medical clinic,"76 Northeastern Blvd STE 34, Nashua, NH 03062, United States","PGP7+4G Nashua, New Hampshire, USA",http://www.biorestorenh.com/,+1 888-824-4246,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOsgAC8e7jMvtD5D04fgS-FrvMDVHtHhTR2Y4G3=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:41:53.989Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,,,
https://www.google.com/maps/place/Discover+Health+Group:+Drug+%26+Alcohol+Rehab+in+New+Hampshire/data=!4m7!3m6!1s0x89e3b77d93276991:0x2bfaff62817c6e9f!8m2!3d42.735064!4d-71.4852534!16s%2Fg%2F11w26jr96s!19sChIJkWknk32344kRn258gWL_-is,Discover Health Group: Drug & Alcohol Rehab in New Hampshire,5.0,60,Addiction treatment center,"74 Northeastern Blvd Suite 21 A-B, Nashua, NH 03062, United States","PGP7+2V Nashua, New Hampshire, USA",https://discoverhealthgroup.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 603-316-6148,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNsb38KBcjBzR_TXb7bPyZcSAuV4RFiGb7D7iAP=w441-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:41:58.517Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/The+Process+Recovery+Center+-+New+Hampshire/data=!4m7!3m6!1s0x89e3b0da3aab2f5d:0xa26bbfff5e0876ea!8m2!3d42.761492!4d-71.4665541!16s%2Fg%2F11cjhzwdwz!19sChIJXS-rOtqw44kR6nYIXv-_a6I,The Process Recovery Center - New Hampshire,4.9,164,Addiction treatment center,"21 Factory St, Nashua, NH 03060, United States","QG6M+H9 Nashua, New Hampshire, USA",https://www.theprocessrecoverycenter.com/,+1 866-578-1319,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM8CSpdl0wFhEGzXdJhHJddG8KSDMgjdiDHW5_k=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:03.109Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/MAT+Care+Clinics/data=!4m7!3m6!1s0x89e3b745892500d1:0x626a728d972a7b39!8m2!3d42.7470459!4d-71.4895332!16s%2Fg%2F11r9h5j2st!19sChIJ0QAliUW344kROXsql41yamI,MAT Care Clinics,4.4,24,Addiction treatment center,"155 Main Dunstable Rd #200, Nashua, NH 03060, United States","PGW6+R5 Nashua, New Hampshire, USA",https://www.matcareclinics.com/,+1 833-622-0628,,,https://lh3.googleusercontent.com/p/AF1QipP4J_SzNyUiO93I4VfqvWXk2uRbxaWTaQoqFR7J=w545-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:05.652Z,,,,,,,,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x89e3bbed7364a5a5:0xe1ac1d03fc93fac2!8m2!3d42.708391!4d-71.4395565!16s%2Fg%2F11kj3s62hb!19sChIJpaVkc-2744kRwvqT_AMdrOE,Restore Hyper Wellness,4.9,129,Medical spa,"258 Daniel Webster Hwy #28a, Nashua, NH 03060, United States","PH56+95 Nashua, New Hampshire, USA",http://www.restore.com/locations/nh-south-nashua-nh002?utm_source=gmb&utm_medium=Yext&y_source=1_ODE0ODg2MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 603-696-3032,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqOxtivsQjEZPatnlrEGQ4XInouVdYCb0fZ8qynqBf_teXXrAah2ChOBYh8ti_72D1F75B3bdGfum1ES3Hfal62dvMx3qRTearGutpktKLv6iyAP0ZjGJsRdue7htuEVb6ew8Qa=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:10.167Z,11 am–5 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Radiation+Center+of+Greater+Nashua/data=!4m7!3m6!1s0x89e3b6f000000001:0x273d361733abcf7e!8m2!3d42.7921938!4d-71.5031205!16s%2Fg%2F1261ftys5!19sChIJAQAAAPC244kRfs-rMxc2PSc,Radiation Center of Greater Nashua,5.0,102,Cancer treatment center,"11 N Southwood Dr, Nashua, NH 03063, United States","QFRW+VQ Nashua, New Hampshire, USA",http://radiationcenternashua.org/,+1 603-880-1590,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqARBaZCWoAX8q1zrbZz0KPaqGbXorcYS0psoXfSLMEhMPLoAmudMlMF7rRid9ROlEMQ44A02fzBGAODnWC1efvAjNoEQufgCve398YfME-8h97PqdRmazSCXS0X2S5XMY6G6YV_Q=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:14.741Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Nashua+Center+for+Healthy+Adults/data=!4m7!3m6!1s0x89e3b0dbabf5af69:0xbb5412e10905ebdd!8m2!3d42.7549011!4d-71.4620206!16s%2Fg%2F1tp288ks!19sChIJaa_1q9uw44kR3esFCeESVLs,Nashua Center for Healthy Adults,2.0,4,Medical clinic,"280 Main St STE 210, Nashua, NH 03060, United States","QG3Q+X5 Nashua, New Hampshire, USA",https://www.snhhealth.org/locations/nashua-center-for-internal-medicine,+1 603-577-3080,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKX3vfJgiJbN7XZHKEkb4gLHHjjicxWwBTaYA9U4Bs7d4wWMT078sA9qF736m1S_Lx8gFbHo82DMbt_cPo738XDCgnWrU2XPVGO-2Ye-8V1DnGZNfYXPCXHKLU1ivN-zmrTcIVdg=w408-h340-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:19.377Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Foundation+Hematology%2FOncology/data=!4m7!3m6!1s0x89e3b0dbe4bb8431:0x14b66017dc8b8bec!8m2!3d42.7566287!4d-71.4609049!16s%2Fg%2F1tnjkl90!19sChIJMYS75Nuw44kR7IuL3BdgthQ,Foundation Hematology/Oncology,4.0,6,Cancer treatment center,"10 Prospect St STE 202, Nashua, NH 03060, United States","QG4Q+MJ Nashua, New Hampshire, USA",https://www.snhhealth.org/our-locations/practice-locations/specialty-care/foundation-hematology-oncology,+1 603-886-7900,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMzg3q8qHXjHiyaXPH3-EliyF5dM0YHa7Z4CElr=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:23.676Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Solinsky+Center+for+Cancer+Care+at+Southern/data=!4m7!3m6!1s0x89e3b13a12eb65b9:0x23b7e19ca8246b7a!8m2!3d42.7567069!4d-71.4607795!16s%2Fg%2F11s4d2y5n3!19sChIJuWXrEjqx44kRemskqJzhtyM,Solinsky Center for Cancer Care at Southern,,,Cancer treatment center,"10 Prospect St #2nd, Nashua, NH 03060, United States","QG4Q+MM Nashua, New Hampshire, USA",https://www.snhhealth.org/our-services/cancer-care,+1 603-663-2828,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NQR3OXDKk6wQUhullv4aNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.8696&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:27.959Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Harbor+Care+Health+and+Wellness+Center/data=!4m7!3m6!1s0x89e3b0d7bb52f333:0x525bc6ffe597d9aa!8m2!3d42.7609524!4d-71.4673891!16s%2Fg%2F1tg6lkqb!19sChIJM_NSu9ew44kRqtmX5f_GW1I,Harbor Care Health and Wellness Center,4.5,190,Medical clinic,"45 High St, Nashua, NH 03060, United States","QG6M+92 Nashua, New Hampshire, USA",http://www.harborcarenh.org/,+1 603-821-7788,"Closed ⋅ Opens 8 am Mon

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMEaPqhxBchD9uZYhahWj8rczXJlWkCflliU9tS=w408-h270-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:32.747Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/NH+Health+%26+Wellness/data=!4m7!3m6!1s0x89e3b1280c9aaaab:0xe0db45164fe1dc7a!8m2!3d42.7633247!4d-71.4658737!16s%2Fg%2F11g8yl5_xt!19sChIJq6qaDCix44kRetzhTxZF2-A,NH Health & Wellness,4.7,19,Wellness center,"60 Main St, Nashua, NH 03060, United States","QG7M+8M Nashua, New Hampshire, USA",https://nhhealthwellness.com/contact.php,+1 603-402-9134,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrllyvTZOCiyaIYkk-mBONW7NnwBIcpglc7R9uf7dvzeVyF90U6z6pIuAqESDmx9vqZ2MwEp7S8Lo4bVa3w4rTW-jglsX-wOOzCmrfEFLGTdZcpiNFgPjCtb_OpCeBTbaTPKcFq5ZmoviQ=w408-h544-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:35.208Z,,,,,,,,,,
https://www.google.com/maps/place/Southern+New+Hampshire+Medical+Center/data=!4m7!3m6!1s0x89e3b0dbe45a6aeb:0xa6a26319c5d469d5!8m2!3d42.7561024!4d-71.4618765!16s%2Fm%2F02q1612!19sChIJ62pa5Nuw44kR1WnUxRljoqY,Southern New Hampshire Medical Center,2.8,509,Hospital,"8 Prospect St, Nashua, NH 03060, United States","QG4Q+C6 Nashua, New Hampshire, USA",https://www.snhhealth.org/,+1 603-577-2000,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMuvp2Q9Ku1C1MVaMwBMOCgoPdEE9EVTDkn7qpnKASVZf1wRJWXU_eyb47c6XYFukfbNqrzDEXO5tUA0dSIis4SncydDkYWkU2GRB8Ug92sdGjlebh1GbRFnsdezpfE4jN-n6BVw=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:39.796Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/%EF%B8%8FIntegrative+Healthcare+Center+-+Nashua,+NH/data=!4m7!3m6!1s0x89e3b7e95352b919:0x8c37f1a9e37530ff!8m2!3d42.7470459!4d-71.4895332!16s%2Fg%2F11hkfccbwh!19sChIJGblSU-m344kR_zB146nxN4w","️Integrative Healthcare Center - Nashua, NH",3.0,10,Mental health service,"155 Main Dunstable Rd #200, Nashua, NH 03060, United States","PGW6+R5 Nashua, New Hampshire, USA",https://www.ihcnh.com/,+1 855-599-9987,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YzwNfULrhSYCUWBDMr4GQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.52301&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:44.783Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Remedy+Med+Spa/data=!4m7!3m6!1s0x89e3b75fe857f389:0x39e30bbdb05ba6cf!8m2!3d42.7836555!4d-71.5079789!16s%2Fg%2F11n6ljmfrh!19sChIJifNX6F-344kRz6ZbsL0L4zk,Remedy Med Spa,4.9,179,Medical spa,"1 Cotton Rd Unit 2, Nashua, NH 03063, United States","QFMR+FR Nashua, New Hampshire, USA",https://www.remedy-nh.com/,+1 603-288-5257,Closed ⋅ Opens 10 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMHKatBk3WFIUiEuXQ3b376J15ODZ4eEPn4t2Ik=w408-h724-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:49.273Z,Closed,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–4 pm,,,
https://www.google.com/maps/place/St.+Joseph+Hospital/data=!4m7!3m6!1s0x89e3b7346f40a3d3:0x220c86d7918171d4!8m2!3d42.7492887!4d-71.4808226!16s%2Fm%2F080kk91!19sChIJ06NAbzS344kR1HGBkdeGDCI,St. Joseph Hospital,3.2,406,General hospital,"172 Kinsley St, Nashua, NH 03060, United States","PGX9+PM Nashua, New Hampshire, USA",http://www.stjosephhospital.com/?utm_source=GMBSocialClimb&utm_medium=St.JosephHospital,+1 603-882-3000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNKH3D1TRlyPt0msth6_dneUvb5BQowoCD58LVI=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:54.028Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Oasis+Therapeutics+-+TMS+and+Ketamine+Therapy+Nashua/data=!4m7!3m6!1s0x89e3b0dbaf1e62bf:0x45a0c270e022e137!8m2!3d42.7881031!4d-71.5154061!16s%2Fg%2F11hbqdz62r!19sChIJv2Ier9uw44kRN-Ei4HDCoEU,Oasis Therapeutics - TMS and Ketamine Therapy Nashua,4.8,23,Mental health clinic,"436 Amherst St Suite 100, Nashua, NH 03063, United States","QFQM+6R Nashua, New Hampshire, USA",https://oasistherapeutics.net/,+1 888-574-4057,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN3GsKPLVfUkhB7WQcuw4cTbP_HvBlolSINE8Rn=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:42:58.493Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Groups+Recover+Together/data=!4m7!3m6!1s0x89e3b0da4bda1ea9:0x944be7fe802e85c2!8m2!3d42.7470459!4d-71.4895332!16s%2Fg%2F11f3x7c83j!19sChIJqR7aS9qw44kRwoUugP7nS5Q,Groups Recover Together,4.2,9,Addiction treatment center,"155 Main Dunstable Rd Ste 115, Nashua, NH 03060, United States","PGW6+R5 Nashua, New Hampshire, USA",https://locations.joingroups.com/nh/nashua/groups-recover-together-nashua-nh-grt005.html,+1 603-518-6725,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMXa82Sdk4CCZmBzrkSXoD1KltXLNUJx189OO7Q=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Nashua+NH/@42.7557494,-71.4764421,14z",2025-09-28T23:43:02.981Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,8:30 am–6:30 pm,Closed,Closed,,,
