placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,attributes
https://www.google.com/maps/place/Pool+%26+Spa+Depot/data=!4m7!3m6!1s0x8864720bed90d671:0xb724245e982b3477!8m2!3d35.9624906!4d-86.8183686!16s%2Fg%2F1vr1xcf7!19sChIJcdaQ7QtyZIgRdzQrmF4kJLc,Pool & Spa Depot,4.2,871,Swimming pool contractor,"7115 Bakers Bridge Ave, Brentwood, TN 37027, United States","X56J+XM Brentwood, Tennessee, USA",https://www.poolandspadepot.com/pools-spas-saunas-brentwood-tn/,+1 615-315-8000,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNdDbaeyUNkR4TTyc3K5g6VYrnUifA-2i44ly6S=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:14.098Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,12–5 pm,,
https://www.google.com/maps/place/AquaFin+Pools/data=!4m7!3m6!1s0x88647b183d267705:0xe4d5734436c2475c!8m2!3d35.9661155!4d-86.7996125!16s%2Fg%2F11kb53k6t0!19sChIJBXcmPRh7ZIgRXEfCNkRz1eQ,AquaFin Pools,5.0,2,Swimming pool contractor,"8116 Moores Ln, Brentwood, TN 37027, United States","X682+C5 Brentwood, Tennessee, USA",https://aquafinpools.com/,+1 615-628-8504,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPQz9L6qgMC0JTXBhpkpmoABeKr5sbliZbWRb73=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:19.016Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,,
https://www.google.com/maps/place/JR%27s+Pool+Service/data=!4m7!3m6!1s0x886467655eef124d:0x95ed0af3161aac46!8m2!3d36.1539279!4d-86.7499855!16s%2Fg%2F11nn7p72nv!19sChIJTRLvXmVnZIgRRqwaFvMK7ZU,JR's Pool Service,4.7,13,Swimming pool contractor,"5 Stanley St, Nashville, TN 37210, United States","5732+H2 Nashville, Tennessee, USA",http://jrspoolservice.com/?utm_source=gmb&utm_medium=referral,+1 615-490-3778,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOwcmz0DWaIHaht8AEzkRIXAe1KN0ec_dAzygSN=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:23.675Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,,
https://www.google.com/maps/place/Sweetwater+Pools+of+Nashville/data=!4m7!3m6!1s0x886466563fffffff:0xf8b055cf108499ea!8m2!3d36.0956999!4d-86.7490729!16s%2Fg%2F1tywyp3b!19sChIJ____P1ZmZIgR6pmEEM9VsPg,Sweetwater Pools of Nashville,2.2,27,Swimming pool contractor,"3630 Trousdale Dr, Nashville, TN 37204, United States","37W2+79 Nashville, Tennessee, USA",http://www.sweetwaterpools.net/,+1 615-321-9595,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-GeA2JwP1QPBsMXHi05-8Ala_BkmK6pnYflzUeoz38y_z831CHMqswdmrKm9PgrgH9amke8JKM5M5UIA28kQ9kcCQuJobTgaLf7SCWNn9m0WMeggc6lJ4HZ5zjdxz_n3XS2c=w408-h544-k-no,false,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:28.545Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Pools+By+Elio/data=!4m7!3m6!1s0x88646f12ead9d3ab:0x4d8fbc5cb144e36e!8m2!3d36.1272089!4d-86.7575855!16s%2Fg%2F1q5bpcjf7!19sChIJq9PZ6hJvZIgRbuNEsVy8j00,Pools By Elio,4.2,15,Swimming pool contractor,"2114 Gladstone Ave, Nashville, TN 37211, United States","46GR+VX Nashville, Tennessee, USA",http://www.poolsbyelio.net/,+1 615-568-3154,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUgmW9fLf0nUNKvRdslyK26tr3LJIPScfL8ahfQjay4Hej9hJD_NLre7pig2Hai9Zf6NPFdOBekm8jxmOptdnpLKaUrZsj2tW8qIF1-EcxAr36AFjoQSV4CRlOQhAgj1FoDB-oDnJHGAGS=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:33.402Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,,
https://www.google.com/maps/place/Harpeth+Springs+Pool+Company/data=!4m7!3m6!1s0x886488b4875c6137:0xe5d6bbe62096f707!8m2!3d36.068144!4d-86.9799679!16s%2Fg%2F1pt_cfxnf!19sChIJN2Fch7SIZIgRB_eWIOa71uU,Harpeth Springs Pool Company,5.0,2,Pool cleaning service,"3621 Harpeth Springs Dr, Nashville, TN 37221, United States","329C+72 Nashville, Tennessee, USA",http://www.hspoolcompany.com/,+1 615-496-2450,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMwlLIfYAoNwhZhJ17M805yLROJoA2O-32-bE4eUFnX2Fza9e0V8OutEeqJKBHpIGMf01GFFQm7R5Evdte_v2PT6H4cQinP061s5C6zvJmZKE95Q_Ue8tWNZszdbPdiFrkoa3j=w425-h240-k-no,false,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:38.183Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Ace+Pool+and+Spa/data=!4m7!3m6!1s0x88646f478e5fb819:0xbb25fb37a71ec6cb!8m2!3d36.0509714!4d-86.831697!16s%2Fg%2F11g9syctdw!19sChIJGbhfjkdvZIgRy8Yepzf7Jbs,Ace Pool and Spa,4.6,71,Pool cleaning service,,,http://acepoolandspaservice.com/,+1 615-270-9864,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMzlBziDDXBbYAO5UAAyve1P4-6ZjJQhiCxxBGY=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:44.279Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,LGBTQ+ friendly,
"https://www.google.com/maps/place/EverBlue+Pool+Pros,+LLC/data=!4m7!3m6!1s0x8864670dbeaca087:0x3fbc62ffde1f8c8!8m2!3d36.1415532!4d-86.8178633!16s%2Fg%2F11m6qznywg!19sChIJh6Csvg1nZIgRyPjh_S_G-wM","EverBlue Pool Pros, LLC",4.7,14,Swimming pool repair service,"3200 West End Ave #500, Nashville, TN 37203, United States","45RJ+JV Nashville, Tennessee, USA",https://nashvillepoolsandspas.com/,+1 615-200-6515,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOV6Vevd09e0KqaVl-a6SCbICOVH5Xm8GzLXGWG=w408-h342-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:50.164Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–3 pm,Closed,,
https://www.google.com/maps/place/Crystal+Clear+Pool+Co./data=!4m7!3m6!1s0x8864795dc7b39e09:0xb4f13a95e826619e!8m2!3d35.9582717!4d-86.8053663!16s%2Fg%2F1tgb82d4!19sChIJCZ6zx115ZIgRnmEm6JU68bQ,Crystal Clear Pool Co.,4.7,14,Swimming pool contractor,"625 Bakers Bridge Ave #105-15, Franklin, TN 37067, United States","X55V+8V Franklin, Tennessee, USA",http://www.crystalclearpoolco.com/,+1 615-807-6000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1VrGUvrNwmIFntIYwi3YZ-s5KPFORacA9xUhKkeB2mk4U2PRLCejskOhliK2AAeCo9A5VzRcoF2hQsBqjQ0Fp7i2Vlzr0VrosDW4-MGlaAqOOpyxv9LwTLXe5JWjDwe5dmrbu=w408-h725-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:54.468Z,,,,,,,,,
https://www.google.com/maps/place/Pool+Masters/data=!4m7!3m6!1s0x88646fed4e74b521:0x22aa0ad18f551f4d!8m2!3d36.1215115!4d-86.8765994!16s%2Fg%2F1ptyn6n0_!19sChIJIbV0Tu1vZIgRTR9Vj9EKqiI,Pool Masters,5.0,4,Swimming pool contractor,,,https://www.poolmasterstn.com/,+1 615-481-2685,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNDU8haBROTOuWWGJG0g-Wn1M7GOW7QiJbix2Ur=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:06:59.814Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–4 pm,Closed,,
https://www.google.com/maps/place/Element+Outdoor+Design+Build/data=!4m7!3m6!1s0x88647b52d2d5c211:0xda417836ce81758b!8m2!3d36.0054565!4d-86.8142475!16s%2Fg%2F11vk80_kvq!19sChIJEcLV0lJ7ZIgRi3WBzjZ4Qdo,Element Outdoor Design Build,5.0,7,Swimming pool contractor,"5137 Walnut Park Dr, Brentwood, TN 37027, United States","254P+58 Brentwood, Tennessee, USA",https://elementoutdoor.net/,+1 310-530-8735,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNvSaMIvbPJHDx9X4PmTJtyUSqGwfs4pHUoRLUO=w478-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:04.436Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–3 pm,Closed,,
https://www.google.com/maps/place/Waterscapes+Backyard+Resorts/data=!4m7!3m6!1s0x886465ef19c3abb3:0xa2f967edac3ffc8d!8m2!3d36.119569!4d-86.7552814!16s%2Fg%2F1td436v2!19sChIJs6vDGe9lZIgRjfw_rO1n-aI,Waterscapes Backyard Resorts,4.0,23,Swimming pool contractor,"2319 Winford Ave, Nashville, TN 37211, United States","469V+RV Nashville, Tennessee, USA",http://waterscapesbackyardresorts.com/,+1 615-242-5284,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwv1cH3iWEUJlPYE3aA3ufBwAEbRK_oaiAxXtFyRraJNZUmOxVFr6OJc9VU0oxVvGKp1uC5vmrjPhSvN6Hk7Gy8XJ5hPry7feBbqUoBDb0GtkuCg-ZoVBU57EZcZtt_x2eEwmKk=w408-h257-k-no,false,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:06.937Z,,,,,,,,,
https://www.google.com/maps/place/Dj%27s+Pool+Services/data=!4m7!3m6!1s0x88646ffaaaaaaaab:0x46aa3dbbe2a1f5ed!8m2!3d36.0775432!4d-86.7315785!16s%2Fg%2F1tscprfv!19sChIJq6qqqvpvZIgR7fWh4rs9qkY,Dj's Pool Services,3.0,2,Swimming pool contractor,"Nashville, TN 37211, United States",,,+1 615-587-7006,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8oh46Po24uN9_r5_hJsxAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.77193&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:09.759Z,,,,,,,,,
https://www.google.com/maps/place/Wright+Water+Pools/data=!4m7!3m6!1s0x88646557953b0e85:0x375ec450d110168e!8m2!3d36.1689899!4d-86.785147!16s%2Fg%2F11fkr10b8r!19sChIJhQ47lVdlZIgRjhYQ0VDEXjc,Wright Water Pools,4.3,12,Swimming pool repair service,,,,+1 615-438-4304,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNsQ2Cb0RLVenZtmGuMOSphtRyNfWyvl3W2DWyg=w408-h271-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:14.351Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Puddle+Pool+Services/data=!4m7!3m6!1s0x4aba4af86049707d:0xd7aac3c8210c49a0!8m2!3d36.0828969!4d-86.6899919!16s%2Fg%2F11x5vfb4lw!19sChIJfXBJYPhKukoRoEkMIcjDqtc,Puddle Pool Services,4.9,13,Pool cleaning service,,,https://puddlepools.com/pool-cleaning-service-nashville/,+1 629-213-2213,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNKSWBu_zlBDhwSOtgFnQif4TTbTowN0-JfvKUO=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:19.327Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,
https://www.google.com/maps/place/Four+Seasons+Pool+%26+Spa/data=!4m7!3m6!1s0x88647bee1c25df59:0xd207bca78a821f2d!8m2!3d35.9988644!4d-86.7843382!16s%2Fg%2F11g2zwyvjs!19sChIJWd8lHO57ZIgRLR-Ciqe8B9I,Four Seasons Pool & Spa,5.0,1,Swimming pool contractor,,,,+1 615-942-0337,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPCwvs3e_t9cAwVSepLfl12VDoyvEVkhEAscmbR=w408-h242-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:24.302Z,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,8 am–7 pm,,
https://www.google.com/maps/place/DECKadent+Outdoor+Living/data=!4m7!3m6!1s0x88647b7118c89c23:0xf6f255b382d7bd37!8m2!3d36.031594!4d-86.7824411!16s%2Fg%2F11ks7f3wm9!19sChIJI5zIGHF7ZIgRN73XgrNV8vY,DECKadent Outdoor Living,4.9,30,Deck builder,"9005 Overlook Blvd #101, Brentwood, TN 37027, United States","26J9+J2 Brentwood, Tennessee, USA",https://www.deckadentoutdoorliving.com/,+1 615-906-7190,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOh89RPxQRuZ5J1VfqFC-dj4OG4NfQgg2-GUXl4=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:29.117Z,8:30 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Just+Poolin%27+Pool+Service/data=!4m7!3m6!1s0x6dfe3090b065287b:0x55fb0b264226d716!8m2!3d36.1160054!4d-86.7514999!16s%2Fg%2F11w361f0pw!19sChIJeyhlsJAw_m0RFtcmQiYL-1U,Just Poolin' Pool Service,5.0,25,Pool cleaning service,,,http://www.justpoolin.com/,+1 615-461-0796,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNTKPWAi7la-sGv00p8Bmdoe7uH2qkT0qcTcBWD=w408-h305-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:33.551Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Palmingo+Pools/data=!4m7!3m6!1s0x88646578b893a2d9:0x9b392d23493d2633!8m2!3d36.1128606!4d-86.7654797!16s%2Fg%2F11pwyspndg!19sChIJ2aKTuHhlZIgRMyY9SSMtOZs,Palmingo Pools,4.6,16,Swimming pool contractor,"718 Thompson Ln Suite 108-128, Nashville, TN 37204, United States","467M+4R Nashville, Tennessee, USA",http://palmingopools.com/,+1 615-852-8461,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipObiQ206lfq5MMFcqIE8jbgOAe70MaURIxArwy-=w427-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:38.341Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as women-owned,
https://www.google.com/maps/place/Nashville+Pool+Builders+-+Nash+Pool/data=!4m7!3m6!1s0x8b537ee3cc411a3:0xb68447cd32e69868!8m2!3d36.0754776!4d-86.7602959!16s%2Fg%2F11x5f2229w!19sChIJoxHEPO43tQgRaJjmMs1HhLY,Nashville Pool Builders - Nash Pool,5.0,1,Swimming pool contractor,"4825 Trousdale Dr # 231, Nashville, TN 37220, United States","36GQ+5V Nashville, Tennessee, USA",https://nashpool.com/,+1 615-961-3267,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMh6Pp3w8189HCvd45r4Bq6s_hR2gwKX-Z6Vlmd=w408-h273-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-10-27T18:07:43.283Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,,
