placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned
https://www.google.com/maps/place/Good+Shepherd+Hospice/data=!4m7!3m6!1s0x87b211ce6141dd97:0xa7c9f1ff167e1ec5!8m2!3d35.4509785!4d-97.5982831!16s%2Fg%2F1tfxh5z9!19sChIJl91BYc4RsocRxR5-Fv_xyac,Good Shepherd Hospice,4.3,18,Hospice,"4350 Will Rogers Pkwy Ste 400, Oklahoma City, OK 73108, United States","FC22+9M Central Oklahoma City, Oklahoma City, OK, USA",https://www.goodshepherdhospice.com/,+1 405-943-0903,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1P1uKMaa06B3ZVnPwAtabdrcix89ykd8FYAGp-YaImJ5JiIC-gCIuNzHDogo_JeWqs2YCKYXsqGjnM-k1UYWVLAbiPC3TSzyX-ZZNDu6-x8Xfo2z-CS6XhhkbEF7iU54zLVcl=w408-h315-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:51:51.420Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/INTEGRIS+Health+Hospice+in+OKC/@35.6021037,-97.6183917,17z/data=!3m1!4b1!4m6!3m5!1s0x8875390cde49896f:0xecb58d079e950578!8m2!3d35.6021037!4d-97.6183917!16s%2Fg%2F1th7ndmv",INTEGRIS Health Hospice in OKC,,,Hospice,"5710 NW 130th St #100, Oklahoma City, OK 73142, United States","J92J+RJ Northwest Oklahoma City, Oklahoma City, OK, USA",https://integrisok.com/Locations/Hospice-and-Home-Care/Home-Care-in-OKC,+1 405-848-8884,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 11 weeks ago",,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:51:58.409Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Spanish+Cove+Retirement+Community/data=!4m7!3m6!1s0x87b2087fd1f890a1:0xc428fb0a0736609e!8m2!3d35.4902662!4d-97.7416664!16s%2Fg%2F1tdd5s61!19sChIJoZD40X8IsocRnmA2Bwr7KMQ,Spanish Cove Retirement Community,4.4,67,Retirement community,"11 Palm St, Yukon, OK 73099, United States","F7R5+48 Yukon, Oklahoma, USA",http://www.spanishcove.com/,+1 405-354-5906,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNQOXHk48mrjvUKIgMmlMqgMng4E8Z7Xd_PsfaL=w408-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:03.667Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Compassionate+Hands+Inc/data=!4m7!3m6!1s0x87b207cf658ceea9:0x588fd737e0a49ba0!8m2!3d35.5062025!4d-97.7519143!16s%2Fg%2F1tcysbd1!19sChIJqe6MZc8HsocRoJuk4DfXj1g,Compassionate Hands Inc,4.2,21,Social services organization,"119 S 6th St, Yukon, OK 73099, United States","G64X+F6 Yukon, Oklahoma, USA",http://compassionatehandsyukon.com/,+1 405-354-9591,Closed ⋅ Opens 12 pm Thu,https://lh3.googleusercontent.com/p/AF1QipMMYZgIUXroil8fj1edZKm9eZusE0nbczpGLok3=w489-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:09.525Z,12–4 pm,12–4 pm,12–4 pm,Closed,Closed,12–4 pm,12–4 pm,,
https://www.google.com/maps/place/Mercy+Clinic+Primary+Care+-+Yukon/data=!4m7!3m6!1s0x87b208e6284cf293:0x870a02654eaffdab!8m2!3d35.4601097!4d-97.7234457!16s%2Fg%2F1hc6sdw5d!19sChIJk_JMKOYIsocRq_2vTmUCCoc,Mercy Clinic Primary Care - Yukon,3.9,140,Medical clinic,"520 S Mustang Rd, Yukon, OK 73099, United States","F76G+2J Yukon, Oklahoma, USA",https://www.mercy.net/practice/mercy-clinic-primary-care-yukon?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=West&utm_content=website&y_source=1_MTI5OTU5ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 405-936-5910,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hz51bdmmU_sJnDFZP6ZARw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.07312&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:15.110Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x87b20fcbe733f579:0x864570c1a51dc8c3!8m2!3d35.4483766!4d-97.690074!16s%2Fg%2F11ygd68vcn!19sChIJefUz58sPsocRw8gdpcFwRYY,HomeWell Care Services,5.0,3,Home health care service,"1715 S Morgan Rd, Oklahoma City, OK 73128, United States","C8X5+9X Westbury South, Oklahoma City, OK, USA",https://homewellcares.com/in-home-care-ok-oklahoma-city-ok287/,+1 405-673-4255,"Open 24 hours

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMcvmVRt-Ypnna6t1TYmnGi-Dviup35egq0xjN-=w648-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:20.535Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/OU+Health+Stephenson+Cancer+Center+-+Palliative+Care+Clinic/data=!4m7!3m6!1s0x87b217adf6bf400d:0x7e99a43f553fc0ea!8m2!3d35.4773076!4d-97.4974844!16s%2Fg%2F11q1rs2bz2!19sChIJDUC_9q0XsocR6sA_VT-kmX4,OU Health Stephenson Cancer Center - Palliative Care Clinic,,,Cancer treatment center,"800 NE 10th St #2300, Oklahoma City, OK 73104, United States","FGG3+W2 Central Oklahoma City, Oklahoma City, OK, USA",https://www.ouhealth.com/~/find-a-location/ou-health-stephenson-cancer-center-palliative-ca/,+1 405-271-4385,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F732FblVwfXgbcySxMwvag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.5848&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:25.512Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Mercy+Hospice+-+Quailbrook/data=!4m7!3m6!1s0x87b21cc86a636cdf:0xa8368c42f880e695!8m2!3d35.611953!4d-97.6025269!16s%2Fg%2F11c54xrn4k!19sChIJ32xjasgcsocRleaA-EKMNqg,Mercy Hospice - Quailbrook,5.0,2,Hospice,"4401 W Memorial Rd Suite 116, Oklahoma City, OK 73134, United States","J96W+QX Northwest Oklahoma City, Oklahoma City, OK, USA",https://www.mercy.net/practice/mercy-hospice-quailbrook?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=West&utm_content=website&y_source=1_MTUwMzc2MDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 405-486-8600,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YhJLdS7aPR0coGEFnW1clw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.9393&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:30.728Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Ranchwood+Nursing+Center/data=!4m7!3m6!1s0x87b20896daa176c3:0x4b6da003e47398e6!8m2!3d35.4997278!4d-97.7236277!16s%2Fg%2F12639h1c3!19sChIJw3ah2pYIsocR5phz5AOgbUs,Ranchwood Nursing Center,3.1,101,Nursing home,"824 S Yukon Pkwy, Yukon, OK 73099, United States","F7XG+VG Yukon, Oklahoma, USA",https://ranchwoodnursing.com/,+1 405-354-2022,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hY1F_Iet1fFX1SZtY_4eAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.50709&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:36.415Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/65+Prime+Plus+by+Mercy+Primary+Care+-+Yukon/data=!4m7!3m6!1s0x87b20915368b5353:0xb4c94ad3b338428!8m2!3d35.4600597!4d-97.7234117!16s%2Fg%2F11mcnkbkkw!19sChIJU1OLNhUJsocRKIQzO62UTAs,65 Prime Plus by Mercy Primary Care - Yukon,,,Medical clinic,"520 S Mustang Rd, Yukon, OK 73099, United States","F76G+2J Yukon, Oklahoma, USA",https://www.mercy.net/practice/65-prime-plus-by-mercy-primary-care-yukon?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=&utm_content=website&y_source=1_MjAwODcyODkzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 405-936-5865,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hz51bdmmU_sJnDFZP6ZARw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.91066&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:41.741Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Yukon+Hills+Animal+Hospital/data=!4m7!3m6!1s0x87b207d647231caf:0x4491ef05f5144faf!8m2!3d35.4930122!4d-97.7487399!16s%2Fg%2F1tfw3k19!19sChIJrxwjR9YHsocRr08U9QXvkUQ,Yukon Hills Animal Hospital,4.8,1198,Animal hospital,"380 W Vandament Ave, Yukon, OK 73099, United States","F7V2+6G Yukon, Oklahoma, USA",https://yukonhillsah.com/?utm_source=gmb&utm_medium=organic,+1 405-354-1949,,https://lh3.googleusercontent.com/p/AF1QipP2S-DNqJkxuwnXn_hlSkP879G-BXlNhBHKJ1sh=w427-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:47.766Z,,,,,,,,LGBTQ+ friendly,
"https://www.google.com/maps/place/Russell-Murray+Hospice/@35.5300436,-97.9785722,17z/data=!3m1!4b1!4m6!3m5!1s0x87adfb2e736cf32d:0x563e231606a6debe!8m2!3d35.5300436!4d-97.9785722!16s%2Fg%2F1wrtdc24",Russell-Murray Hospice,4.2,5,Hospice,"2001 Parkview Dr, El Reno, OK 73036, United States","G2JC+2H El Reno, Oklahoma, USA",http://www.russellmurrayhospice.org/,+1 405-262-3088,Closed ⋅ Opens 8:30 am Thu,,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:54.841Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,,
https://www.google.com/maps/place/Promise+Care+Hospice+Oklahoma+City/data=!4m7!3m6!1s0x87b21b0d414ccc35:0x9c668c36daba429a!8m2!3d35.5247399!4d-97.600621!16s%2Fg%2F11j3rzsy5k!19sChIJNcxMQQ0bsocRmkK62jaMZpw,Promise Care Hospice Oklahoma City,,,Hospice,"5300 N Meridian Ave Suite 7, Oklahoma City, OK 73112, United States","G9FX+VQ Central Oklahoma City, Oklahoma City, OK, USA",,+1 405-996-0502,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P_GkJSZJx3kpg8mhrUQLgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.83185&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-17T23:52:59.859Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x87b269a9280356eb:0xb6163695bc351f1a!8m2!3d35.2297047!4d-97.4795648!16s%2Fg%2F1vnrljg0!19sChIJ61YDKKlpsocRGh81vJU2FrY,Traditions Health Hospice,4.6,11,Hospice,"2416 Tee Cir, Norman, OK 73069, United States","6GHC+V5 Norman, Oklahoma, USA",https://www.traditionshealth.com/locations/norman-ok-hospice/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=norman-ok-hospice,+1 405-330-2300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNeV6a_jF6w6Zpo9_pdrxY_kEoXMEUjHjvHKlJ3=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-09-17T23:53:14.836Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Faith+Hospice+of+Oklahoma/data=!4m7!3m6!1s0x87b2199cd7aac799:0xe18a56ec6d4fefea!8m2!3d35.2296742!4d-97.4795595!16s%2Fg%2F1vppt0m3!19sChIJmceq15wZsocR6u9PbexWiuE,Faith Hospice of Oklahoma,5.0,3,Hospice,"2416 Tee Cir, Norman, OK 73069, United States","6GHC+V5 Norman, Oklahoma, USA",,+1 405-330-2300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D2xYHBfg18zWiCYcMCTqEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.2254&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-09-17T23:53:18.034Z,,,,,,,,,
https://www.google.com/maps/place/Lifecare+Oklahoma+Hospice/data=!4m7!3m6!1s0x87b269db13317379:0xd755a680aae05c47!8m2!3d35.2205291!4d-97.4461345!16s%2Fg%2F1td4f1l4!19sChIJeXMxE9tpsocRR1zgqoCmVdc,Lifecare Oklahoma Hospice,,,Hospice,"224 W Gray St STE 202, Norman, OK 73069, United States","6HC3+6G Norman, Oklahoma, USA",,+1 405-329-2290,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eIupMXS476g9TUMNcoCcBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.2527&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-09-17T23:53:20.957Z,,,,,,,,,
https://www.google.com/maps/place/Good+Shepherd+Hospice/data=!4m7!3m6!1s0x87b2684d43e148d1:0x156c072933999b8e!8m2!3d35.2351813!4d-97.4864078!16s%2Fg%2F12m9jwdhk!19sChIJ0UjhQ01osocRjpuZMykHbBU,Good Shepherd Hospice,5.0,3,Hospice,"1370 N Interstate Dr # 160, Norman, OK 73072, United States","6GP7+3C Norman, Oklahoma, USA",https://www.goodshepherdhospice.com/,+1 405-928-2777,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hCi60layRXXXUy1gAL8bHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.4829&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-09-17T23:53:26.024Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,,
https://www.google.com/maps/place/Heavenly+Hospice/data=!4m7!3m6!1s0x87b269ab2048bbeb:0x6581b8f470b7d546!8m2!3d35.2049132!4d-97.4784156!16s%2Fg%2F1tgm3cfh!19sChIJ67tIIKtpsocRRtW3cPS4gWU,Heavenly Hospice,3.0,2,Hospice,"2420 Springer Dr, Norman, OK 73069, United States","6G3C+XJ Norman, Oklahoma, USA",,+1 405-701-2536,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GSfCYjKP6ndz0j31w__RNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.208466&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-09-17T23:53:29.060Z,,,,,,,,,
