placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error,info,attributes
https://www.google.com/maps/place/Prestige+Senior+Living+Southern+Hills/data=!4m7!3m6!1s0x54c00725cb267bdf:0x460966ed0af8da!8m2!3d44.887314!4d-123.0662381!16s%2Fg%2F1thggrr1!19sChIJ33smyyUHwFQR2vgK7WYJRgA,Prestige Senior Living Southern Hills,4.2,18,Assisted living facility,"4795 Skyline Rd S, Salem, OR 97306, United States","VWPM+WG Salem, Oregon, USA",https://www.prestigecare.com/location/prestige-senior-living-southern-hills,+1 503-378-7499,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq--jJYufjajpLwG-H8VGaoJYl8iBv71b6Er7bTXz7ZwmZeCNdxii0_w2SnvjsfUYTUH_1A0j7d5MONto9H8LvXinskrOQr8jU3TLch70opvcMh3YtU8MLzPwMnv6qxwIR7qy-wXQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:03:47.182Z,,LGBTQ+ friendly,
"https://www.google.com/maps/place/American+Hospice/@44.9125238,-123.0189372,17z/data=!3m1!4b1!4m6!3m5!1s0x54bff8b28b6aa025:0xaae9113605b1c1d6!8m2!3d44.9125238!4d-123.0189372!16s%2Fg%2F1tcyf5sh",American Hospice,,,Hospice,"2859 22nd St SE # 150, Salem, OR 97302, United States","WX7J+2C Salem, Oregon, USA",,+1 503-763-2400,Temporarily closed,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:03:53.849Z,,,
https://www.google.com/maps/place/First+Call+Home+Health/data=!4m7!3m6!1s0x54bff8a2767b4475:0x1acc64c7e6eefe58!8m2!3d44.8978689!4d-123.007907!16s%2Fg%2F11cffbbsn!19sChIJdUR7dqL4v1QRWP7u5sdkzBo,First Call Home Health,3.4,30,Home health care service,"2608 Cascadia Industrial St SE, Salem, OR 97302, United States","VXXR+4R Salem, Oregon, USA",https://www.firstcallhomehealth.com/,+1 503-371-4567,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y3WTh8u-sw2sEPlF-h0vpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.8132&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:03:58.773Z,,,
https://www.google.com/maps/place/Salem+Hospital/data=!4m7!3m6!1s0x54bfff6a5b3d3431:0x1eb9394cd289b40d!8m2!3d44.9325948!4d-123.0342173!16s%2Fg%2F1tdb3_m4!19sChIJMTQ9W2r_v1QRDbSJ0kw5uR4,Salem Hospital,2.9,498,Hospital,"890 Oak St SE Bldg A, Salem, OR 97301, United States","WXM8+28 Salem, Oregon, USA",http://www.salemhealth.org/,+1 503-561-5200,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGkhXyTwC5Jns99ORoZWWIezstZdnv6SxHCtC8_q8Rxg9vBB61cvHaCd9MWI6rpijEi7EAVNAl5mZqoKiJBfWj2bx2UJkzLq4uGPEGr1YefH4Qlu7ccBzB0AIomeA2-JLRU2JK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:04:03.835Z,,,
https://www.google.com/maps/place/Salem+Hospital+Shapes/data=!4m7!3m6!1s0x54bfff6ae2883009:0x84fd2d1c5dfa58ac!8m2!3d44.9335913!4d-123.0336262!16s%2Fg%2F1tm884hm!19sChIJCTCI4mr_v1QRrFj6XRwt_YQ,Salem Hospital Shapes,3.5,2,Medical clinic,"Building C, 875 Oak St SE, Salem, OR 97301, United States","WXM8+CG Salem, Oregon, USA",,+1 503-561-5719,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eq0hFx5B2e8yqxBM2bOjFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.53783&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:04:06.673Z,,,
https://www.google.com/maps/place/Carrolls+Group+Home/data=!4m7!3m6!1s0x54bfffee5adf156b:0x8341fc8538e34352!8m2!3d44.934593!4d-123.0255678!16s%2Fg%2F11sn3z3r9m!19sChIJaxXfWu7_v1QRUkPjOIX8QYM,Carrolls Group Home,,,Mental health service,"293 14th St SE, Salem, OR 97301, United States","WXMF+RQ Salem, Oregon, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2wBzwNqmtsgeEUZw-RBXIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.08762&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:04:11.543Z,,,
https://www.google.com/maps/place/Salem+Health+Emergency+Department/data=!4m7!3m6!1s0x54bfff6a5a483829:0xfed240f9a9faf933!8m2!3d44.9324334!4d-123.0337988!16s%2Fm%2F0462kwn!19sChIJKThIWmr_v1QRM_n6qflA0v4,Salem Health Emergency Department,1.9,326,Emergency room,"890 Oak St SE, Salem, OR 97301, United States","WXJ8+XF Salem, Oregon, USA",https://salemhealth.org/services/emergency-room/emergency-room,+1 503-561-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNWv25BYumNPzwB-0RoVFosSp-v8_eigrvpb6qm=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:04:16.571Z,,,
https://www.google.com/maps/place/Oregon+Infectious+Disease+Specialists/data=!4m7!3m6!1s0x54c000a9ab483f6d:0x7faa70afb3b04381!8m2!3d44.9201219!4d-122.9997129!16s%2Fg%2F1tg7rrc7!19sChIJbT9Iq6kAwFQRgUOws69wqn8,Oregon Infectious Disease Specialists,3.3,47,Medical clinic,"3025 Ryan Dr SE, Salem, OR 97302, United States","W2C2+24 Salem, Oregon, USA",https://oregonid.com/,+1 503-540-9999,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npl9NpbyV2eCX2dB4JVO78ah5VkcsMtdN96TV-Vt2VKMnrzH1KGqrqHzP4VmED9YJAGXN0J7KeXF9XK-WBFbZWVi6Du1R6m_LFvqUqSlikM5JXh1OqYFh460jsfuJm0EohfGGjakw=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:04:21.504Z,,,
"https://www.google.com/maps/place/Pet+Peace+of+Mind/@44.9344498,-123.0266884,17z/data=!3m1!4b1!4m6!3m5!1s0x54bfff15987c1879:0xe3b6883ba89914c9!8m2!3d44.9344498!4d-123.0266884!16s%2Fg%2F11f63ywnwm",Pet Peace of Mind,,,Hospice,"1313 Mill St SE, Salem, OR 97301, United States","WXMF+Q8 Salem, Oregon, USA",http://petpeaceofmind.org/,+1 503-363-0499,Closed ⋅ Opens 9 am Thu,,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+South+Salem+Salem+OR/@44.9099943,-123.0580952,14z",2025-09-18T00:04:28.487Z,,,
https://www.google.com/maps/place/Aleca+Home+Health/data=!4m7!3m6!1s0x54bfff4db47a8c03:0xa84454038e5946d4!8m2!3d44.9252469!4d-123.0195681!16s%2Fg%2F11rz44438k!19sChIJA4x6tE3_v1QR1EZZjgNURKg,Aleca Home Health,5.0,182,Home health care service,"1220 20th St SE Ste 310, Salem, OR 97302, United States","WXGJ+35 Salem, Oregon, USA",https://alecahealth.com/oregon,+1 503-954-2197,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOJhzDdUWrrwxyXedMzxSpdSeggQR0TE-etQc8p=w408-h319-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+North+Salem+Salem+OR/@44.9444316,-123.0214038,14z",2025-09-18T00:04:42.051Z,,,
https://www.google.com/maps/place/The+Springs+At+Willowcreek/data=!4m7!3m6!1s0x54bffebfbf21cc53:0x153f3aeb807a4260!8m2!3d44.948674!4d-122.9749658!16s%2Fg%2F1vd75n5v!19sChIJU8whv7_-v1QRYEJ6gOs6PxU,The Springs At Willowcreek,4.6,23,Assisted living facility,"4398 Glencoe St NE, Salem, OR 97301, United States","W2XG+F2 Salem, Oregon, USA",https://www.thespringsliving.com/senior-living/salem/oregon/willowcreek,+1 503-581-4239,Closes soon ⋅ 5:30 pm ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNVeQSv-E5qhCMIOhWNwzsBYxO-38gy9-kzOuVg=w428-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+North+Salem+Salem+OR/@44.9444316,-123.0214038,14z",2025-09-18T00:04:47.304Z,,,
https://www.google.com/maps/place/Windsor+Health+and+Rehabilitation+Center/data=!4m7!3m6!1s0x54bfff05f5b1d785:0x75d76e9c5cdf65ae!8m2!3d44.9468372!4d-123.0292748!16s%2Fg%2F1tj45mrf!19sChIJhdex9QX_v1QRrmXfXJxu13U,Windsor Health and Rehabilitation Center,3.0,41,Nursing home,"820 Cottage St NE, Salem, OR 97301, United States","WXWC+P7 Salem, Oregon, USA",https://www.windsorhealthandrehab.com/,+1 503-399-1135,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMupS_c--F7S0ZtbWgdwjG8KY-QQ3I4LdQsHpVK=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+North+Salem+Salem+OR/@44.9444316,-123.0214038,14z",2025-09-18T00:04:59.084Z,,,
https://www.google.com/maps/place/West+Salem+Clinic/data=!4m7!3m6!1s0x54bfff79c86caf6f:0xf507ff80942e30a9!8m2!3d44.9402618!4d-123.0598975!16s%2Fg%2F11xk32slz!19sChIJb69syHn_v1QRqTAulID_B_U,West Salem Clinic,2.7,224,Medical clinic,"1233 Edgewater St NW, Salem, OR 97304, United States","WWRR+42 Salem, Oregon, USA",http://www.northwesthumanservices.org/,+1 503-378-7526,Closes soon ⋅ 6 pm ⋅ Opens 7:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNLg2n9bsR3kxXOiBbpyDnAtLwW7MP_lQ0W4bON=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–5:30 pm,Closed,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+North+Salem+Salem+OR/@44.9444316,-123.0214038,14z",2025-09-18T00:05:04.049Z,,,
https://www.google.com/maps/place/Amedisys+Home+Health+Care/data=!4m7!3m6!1s0x54bfff2eac1e7063:0x28d0663297038065!8m2!3d44.9276227!4d-122.9964736!16s%2Fg%2F1tjs4nsj!19sChIJY3AerC7_v1QRZYADlzJm0Cg,Amedisys Home Health Care,3.0,4,Home health care service,"3220 State St Suite 100, Salem, OR 97301, United States","W2H3+2C Salem, Oregon, USA",https://locations.amedisys.com/or/salem/home-health-3903/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 503-364-9850,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMZgBW1Sdm0dTYC7ffRjlJUFno43ZvSJnNiBRy3=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+North+Salem+Salem+OR/@44.9444316,-123.0214038,14z",2025-09-18T00:05:09.295Z,,,
https://www.google.com/maps/place/The+Arbor+at+Avamere+Court/data=!4m7!3m6!1s0x549555f9fc42f6e9:0x1c6f4a0ac1cd9edf!8m2!3d45.0007288!4d-123.0311127!16s%2Fg%2F11bycg9gfs!19sChIJ6fZC_PlVlVQR357NwQpKbxw,The Arbor at Avamere Court,4.2,21,Retirement community,"450 Claggett St NE, Keizer, OR 97303, United States","2X29+7H Keizer, Oregon, USA",https://arboratavamerecourt.com/,+1 503-856-7440,"Open 24 hours

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOfmVdMO17uYE33T0sMZhc7zTVeVd6dizh5GpUQ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Keizer+Salem+OR/@44.9901194,-123.0262077,14z",2025-09-18T00:05:29.785Z,,,
https://www.google.com/maps/place/Keizer+Nursing+and+Rehabilitation+Center/data=!4m7!3m6!1s0x54bffe17c361c255:0x18641cf2f9fe84e7!8m2!3d44.9847765!4d-123.0233397!16s%2Fg%2F1td3frnh!19sChIJVcJhwxf-v1QR54T--fIcZBg,Keizer Nursing and Rehabilitation Center,3.2,14,Nursing home,"4062 Arleta Ave NE, Keizer, OR 97303, United States","XXMG+WM Keizer, Oregon, USA",http://www.keizerncc.com/,+1 503-390-2271,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOcEXz6G2xcFCyhKEg6-l-VbmtTuIwphtGBf00U=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Keizer+Salem+OR/@44.9901194,-123.0262077,14z",2025-09-18T00:05:34.835Z,,,
https://www.google.com/maps/place/Addus+HomeCare/data=!4m7!3m6!1s0x40545471642abca7:0xcd6b787551f0fbd4!8m2!3d44.977996!4d-123.0274777!16s%2Fg%2F11b7c78knm!19sChIJp7wqZHFUVEAR1PvwUXV4a80,Addus HomeCare,3.3,26,Home health care service,"142 Glynbrook St N STE 100, Keizer, OR 97303, United States","XXHF+52 Keizer, Oregon, USA",https://addus.com/?y_source=1_MTI1NTg5ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 503-364-6443,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dlyh8RlEXvRwoGZUd4ylJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.43901&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Keizer+Salem+OR/@44.9901194,-123.0262077,14z",2025-09-18T00:05:39.742Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Pringle+Creek+Salem+OR/@44.91618055,-123.0214976,14z",2025-09-18T00:05:55.135Z,No new results found,,
https://www.google.com/maps/place/Brighton+Hospice+-+OR/data=!4m7!3m6!1s0x54950cce4425a93d:0x4910f0f9dee226bb!8m2!3d45.3786896!4d-122.7599616!16s%2Fg%2F11gbfb15hy!19sChIJPaklRM4MlVQRuybi3vnwEEk,Brighton Hospice - OR,4.7,40,Hospice,"8050 SW Warm Springs St #205, Tualatin, OR 97062, United States","96HR+F2 Tualatin, Oregon, USA",https://brightonhospice.com/,+1 503-430-7699,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMse0Bj-yZByyRBMawSuRnY0I9Br1gZU-C2J8wg=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Hayesville+Salem+OR/@44.9912675,-122.9615751,14z",2025-09-18T00:06:08.303Z,,,
https://www.google.com/maps/place/Northwest+Human+Services/data=!4m7!3m6!1s0x54bfff0e076359f9:0xa3006bb6216b71db!8m2!3d44.9423728!4d-123.0324943!16s%2Fg%2F11hcz4zmqc!19sChIJ-VljBw7_v1QR23FrIbZrAKM,Northwest Human Services,5.0,2,Association / Organization,"681 Center St NE, Salem, OR 97301, United States","WXR9+W2 Salem, Oregon, USA",http://www.northwesthumanservices.org/,+1 503-588-5828,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bKBcuw7XVRWpkxrq_AqB4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=22.9671&pitch=0&thumbfov=100,true,"8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm",Closed,Closed,"8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","https://www.google.com/maps/search/Hospice+clinics+in+Hayesville+Salem+OR/@44.9912675,-122.9615751,14z",2025-09-18T00:06:13.265Z,,,
