placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error
https://www.google.com/maps/place/Interim+HealthCare+of+Auburn/data=!4m7!3m6!1s0x888cf2974cd56ff5:0x8088b34b5cd6b5c7!8m2!3d32.609468!4d-85.4696838!16s%2Fg%2F11c2nktfw9!19sChIJ9W_VTJfyjIgRx7XWXEuziIA,Interim HealthCare of Auburn,4.0,7,Home health care service,"611 E Glenn Ave Ste C Suite C, Auburn, AL 36830, United States","JG5J+Q4 Auburn, Alabama, USA",https://www.interimhealthcare.com/location/auburn-al,+1 334-539-5140,"Open 24 hours

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP7kj_6cQp_pUV3WJ9QAPWJQGDLJC_1QrK-tpGK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Auburn+AL+Tier+2/,2025-09-17T23:26:41.601Z,
https://www.google.com/maps/place/Monarch+Estates/data=!4m7!3m6!1s0x888cf29a3431bf63:0xa0e20810ba627f92!8m2!3d32.6059928!4d-85.4475598!16s%2Fg%2F1tj7x4c4!19sChIJY78xNJryjIgRkn9iuhAI4qA,Monarch Estates,4.1,71,Retirement community,"1550 E University Dr, Auburn, AL 36830, United States","JH42+9X Auburn, Alabama, USA",http://monarchestatessl.com/,+1 334-502-0977,Open ⋅ Closes 7:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPgjOj3OUntCSAN17cfaGTov1zsnsNN5CYgXiOf=w506-h240-k-no,true,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,https://www.google.com/maps/search/Hospice+businesses in+Auburn+AL+Tier+2/,2025-09-17T23:26:46.689Z,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x888919cdef151ea5:0x8d63c73936158fe9!8m2!3d33.3716445!4d-86.8017119!16s%2Fg%2F11h5mpksy8!19sChIJpR4V780ZiYgR6Y8VNjnHY40,Enhabit Hospice,5.0,2,Hospice,"1 Chase Corporate Dr Suite 210B, Hoover, AL 35244, United States","95CX+M8 Hoover, Alabama, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 205-824-2681,"Open 24 hours

Confirmed by this business 5 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipO9OIgu4CrWn_vty721y0-w9MznKPHEkJ-WBug=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:02.834Z,
https://www.google.com/maps/place/ExpectCare/data=!4m7!3m6!1s0x88891b3f7b6c8d81:0x80c51b59acde7196!8m2!3d33.3648979!4d-86.793039!16s%2Fg%2F11c3kjqkg8!19sChIJgY1sez8biYgRlnHerFkbxYA,ExpectCare,3.7,50,Hospice,"501 Riverchase Pkwy E, Hoover, AL 35244, United States","9674+XQ Hoover, Alabama, USA",http://www.expectcare.com/,+1 205-444-0126,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKt_22Zo1GgTxdjIYZBuKjd7NfJECEgqgFlDKN-0QI8v_jff2nzuxugpFaBcJ8aMuSEboAitA9IGItNgtY6Cyr8JJFm2Y0VLg1efIlQ7JrtfFie7O72KhtOae09WB5-gM2KmeP=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:07.928Z,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x8889172ba0c00001:0x8a517b92104ca90e!8m2!3d33.4071391!4d-86.7616321!16s%2Fg%2F11hbtr0rqk!19sChIJAQDAoCsXiYgRDqlMEJJ7UYo,Compassus,3.5,19,Hospice,"1900 International Park Dr Ste 200, Birmingham, AL 35243, United States","C64Q+V8 Birmingham, Alabama, USA",https://www.compassus.com/locations/alabama/birmingham-home-health/,+1 205-293-5611,"Open 24 hours

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMJjN0v9BsMcMEOZV1MlkAx-34qAFxClQKeLmM6=w408-h365-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:12.894Z,
https://www.google.com/maps/place/Aveanna+Home+Health+of+Pelham/data=!4m7!3m6!1s0x8889230ff49e7c57:0x32bad9184c22816d!8m2!3d33.3519873!4d-86.7866747!16s%2Fg%2F11q2y1l8q2!19sChIJV3ye9A8jiYgRbYEiTBjZujI,Aveanna Home Health of Pelham,4.0,4,Home health care service,"100 Concourse Pkwy Suite 320B, Hoover, AL 35244, United States","9627+Q8 Hoover, Alabama, USA",https://www.aveanna.com/locations/450/hoover-alabama-35244/,+1 205-235-3232,Closed ⋅ Opens 8:30 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ypzyLXwF4gpkfnyXRo5-qQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.66663&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:17.825Z,
"https://www.google.com/maps/place/Aspire+Physical+Recovery+Center+at+Cahaba+River,+LLC/data=!4m7!3m6!1s0x88891788c1ae52e7:0x2995e58c4b08793c!8m2!3d33.4275743!4d-86.7377771!16s%2Fg%2F11c594kpdb!19sChIJ51KuwYgXiYgRPHkIS4zllSk","Aspire Physical Recovery Center at Cahaba River, LLC",3.7,210,Nursing home,"3070 Healthy Way, Vestavia Hills, AL 35243, United States","C7H6+2V Vestavia Hills, Alabama, USA",https://www.aspirephysicalrecovery.com/locations/cahaba-river/,+1 205-977-7216,,,https://lh3.googleusercontent.com/p/AF1QipM_SC3mGfb619_7CLsdziGPR1i5RyoR8ax0R8TC=w470-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:22.885Z,
https://www.google.com/maps/place/ACG+Hospice/data=!4m7!3m6!1s0x8889177ed5399a21:0xaaa8f20fdd0f491a!8m2!3d33.4436917!4d-86.7268886!16s%2Fg%2F11x7gdt0n0!19sChIJIZo51X4XiYgRGkkP3Q_yqKo,ACG Hospice,,,Hospice,"3500 Blue Lake Dr Suite 445, Birmingham, AL 35243, United States","C7VF+F6 Birmingham, Alabama, USA",https://acghospice.com/,+1 866-260-2296,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4gb5tkjzEMeU0EeYezcT3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.24197&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:27.832Z,
https://www.google.com/maps/place/Affinity+Hospice/data=!4m7!3m6!1s0x88891ec6b1dd9ad9:0xd629e42d706746c0!8m2!3d33.4616303!4d-86.837497!16s%2Fg%2F1tn4yy90!19sChIJ2ZrdscYeiYgRwEZncC3kKdY,Affinity Hospice,3.8,59,Hospice,"117 Gemini Cir Suite 415, Birmingham, AL 35209, United States","F567+M2 Birmingham, Alabama, USA",https://affinityhospice.com/,+1 205-949-0400,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrhVdelm8Y9HxGmUYHiHBzYz7cR9hrw9fcAj1_4YCqrMOLJpv49cPPnY37x7dhaI7Idhne2zH67sAJbJVFXX1Z6f_qZ3B-1jvY--O5AJTZ1v7fViU19WIq5iPYhFjYDg-8U6fWtZQ=w408-h384-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:33.128Z,
"https://www.google.com/maps/place/Aspire+Physical+Recovery+Center+at+Hoover,+LLC/data=!4m7!3m6!1s0x888918bae280cb63:0x9a84b810fcdc2871!8m2!3d33.4093562!4d-86.8086407!16s%2Fg%2F11b7rtw27h!19sChIJY8uA4roYiYgRcSjc_BC4hJo","Aspire Physical Recovery Center at Hoover, LLC",3.5,194,Nursing home,"575 Southland Dr, Hoover, AL 35226, United States","C55R+PG Hoover, Alabama, USA",https://www.aspirephysicalrecovery.com/locations/hoover/,+1 205-721-6200,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vPlY0cSNjJ45OxWUZ6cBiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.74767&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:38.342Z,
https://www.google.com/maps/place/Galleria+Woods/data=!4m7!3m6!1s0x8889222f671c73a3:0xae6dca00d6459d4c!8m2!3d33.3639355!4d-86.8159537!16s%2Fg%2F1tdkskp9!19sChIJo3McZy8iiYgRTJ1F1gDKba4,Galleria Woods,4.8,173,Retirement community,"3850 Galleria Woods Dr, Hoover, AL 35244, United States","957M+HJ Hoover, Alabama, USA",https://galleriawoodsseniorliving.com/?utm_source=google&utm_medium=organic&utm_campaign=gdseo_gmb_aug2020,+1 205-277-6915,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMeCVDDY0cWoDF6Oo4-VMgj8UbtGfspiqkb_q0c=w408-h251-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:43.793Z,
https://www.google.com/maps/place/Birmingham+Inpatient+Hospice+Care/data=!4m7!3m6!1s0x888910f661fbbe1b:0x608bf2c0df9b168f!8m2!3d33.524583!4d-86.71278!16s%2Fg%2F11gfmzkv49!19sChIJG777YfYQiYgRjxab38Dyi2A,Birmingham Inpatient Hospice Care,5.0,1,Hospice,"4953 Montevallo Rd Cottage C-1, Birmingham, AL 35210, United States","G7FP+RV Birmingham, Alabama, USA",https://www.compassus.com/locations/alabama/compassus-hospice-care-suites/,+1 205-293-5686,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipNNZhMpdQoO62W5SoEAWzxvUVEs9TDZ4S_7fYRJ=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:48.942Z,
https://www.google.com/maps/place/Compassus+Home+Health/data=!4m7!3m6!1s0x8889151c8859dccf:0x6fe4989cb09ffdcf!8m2!3d33.4071391!4d-86.7616321!16s%2Fg%2F1v9lck3l!19sChIJz9xZiBwViYgRz_2fsJyY5G8,Compassus Home Health,3.1,15,Hospice,"1900 International Park Dr #250, Birmingham, AL 35243, United States","C64Q+V8 Birmingham, Alabama, USA",https://www.compassus.com/locations/alabama/birmingham-home-health/?utm_source=google?utm_medium=gbp,+1 205-313-2800,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOVRh8o0gHe5thl0a_HdRUswdl12EBJIi_dZ4dE=w408-h307-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,https://www.google.com/maps/search/Hospice+businesses in+Hoover+AL+Tier+2/,2025-09-17T23:27:53.740Z,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x88929360904b15b9:0xfb98ebe796ca0484!8m2!3d31.2293771!4d-85.443007!16s%2Fg%2F11fk0zckl2!19sChIJuRVLkGCTkogRhATKlufrmPs,Enhabit Hospice,3.0,2,Hospice,"3379 W Main St Suite 2, Dothan, AL 36305, United States","6HH4+QQ Dothan, Alabama, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 334-671-2290,"Open 24 hours

Confirmed by this business 5 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNVZvyxkXcWVsnb5Z-8wx-_YsRyoo9d_3g24LNJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:10.006Z,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x889293d43631a0bd:0xe78bac41a64ed4bf!8m2!3d31.2280305!4d-85.4245397!16s%2Fg%2F119x13q28!19sChIJvaAxNtSTkogRv9ROpkGsi-c,Gentiva Hospice,3.7,6,Hospice,"2431 W Main St #1102, Dothan, AL 36301, United States","6HHG+65 Dothan, Alabama, USA",https://www.gentivahs.com/,+1 334-792-1100,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMoTlqENIhJnwY_hyNSOLnTlYBU_d_h_McqfDkO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:15.154Z,
https://www.google.com/maps/place/SouthernCare/data=!4m7!3m6!1s0x8892926bd4626ef9:0xc56844e9667b41c6!8m2!3d31.2445991!4d-85.4190077!16s%2Fg%2F1tdng0qg!19sChIJ-W5i1GuSkogRxkF7ZulEaMU,SouthernCare,3.5,4,Hospice,"2576 Montgomery Hwy #2, Dothan, AL 36303, United States","6HVJ+R9 Dothan, Alabama, USA",http://southerncarehospice.com/,+1 334-673-2250,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNYsIeqoxOn5dObNf-80toeF71ANeAKyM9wDKRj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:20.122Z,
https://www.google.com/maps/place/Empatia+Palliative+Care/data=!4m7!3m6!1s0x889293068281971d:0x98a03b626caacf1a!8m2!3d31.2280305!4d-85.4245397!16s%2Fg%2F11gjp3rfy9!19sChIJHZeBggaTkogRGs-qbGI7oJg,Empatia Palliative Care,5.0,1,Home health care service,"2431 W Main St #1102, Dothan, AL 36301, United States","6HHG+65 Dothan, Alabama, USA",http://www.empatiacare.com/,+1 334-944-2275,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM9F97OVcyEQ7jTZtPYBVcepp23DK9KYQwQzhPL=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:25.098Z,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x88929284aade3da1:0x765160b22b318a3b!8m2!3d31.2266941!4d-85.4114181!16s%2Fg%2F11c4bd2749!19sChIJoT3eqoSSkogRO4oxK7JgUXY,VITAS Healthcare,3.8,9,Hospice,"1435 W Main St, Dothan, AL 36301, United States","6HGQ+MC Dothan, Alabama, USA",https://www.vitas.com/locations-search/dothan?utm_source=google&utm_medium=locallisting&utm_content=VHC8301&y_source=1_MTA0NTgyMzEwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 334-794-7847,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMUdl4pPfAeNXLAYefXqBhZrN1rZglSmqjZRIQH=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:30.111Z,
https://www.google.com/maps/place/Dayspring+Hospice/data=!4m7!3m6!1s0x88928d804072b19b:0x36e691f868da2082!8m2!3d31.2287695!4d-85.4254226!16s%2Fg%2F11tk1wbw82!19sChIJm7FyQICNkogRgiDaaPiR5jY,Dayspring Hospice,5.0,3,Hospice,"2464 W Main St, Dothan, AL 36301, United States","6HHF+GR Dothan, Alabama, USA",https://dayspringhospice.com/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M7JfnBbyavqD0FK-8fNS0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.42741&pitch=0&thumbfov=100,false,,,,,,,,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:33.057Z,
https://www.google.com/maps/place/Southeast+Alabama+HomeCare/data=!4m7!3m6!1s0x889293428ba94fed:0xc209b5ef69b7731b!8m2!3d31.2008089!4d-85.3674193!16s%2Fg%2F1tdyl_50!19sChIJ7U-pi0KTkogRG3O3ae-1CcI,Southeast Alabama HomeCare,5.0,5,Home health care service,"1435 Ross Clark Cir #2, Dothan, AL 36301, United States","6J2M+82 Dothan, Alabama, USA",https://lhcgroup.com/locations/southeast-alabama-homecare-of-dothan/,+1 334-794-0591,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J4CPlCKgW4N1o_9T0ZKDbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.5054&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,https://www.google.com/maps/search/Hospice+businesses in+Dothan+AL+Tier+2/,2025-09-17T23:28:37.859Z,
