placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info
https://www.google.com/maps/place/Mayo+Clinic+West+Lot+36+Parking/data=!4m7!3m6!1s0x87f75efbeb0d767b:0x90186c93b3b1498!8m2!3d44.024762!4d-92.505956!16s%2Fg%2F11c1q9hgbv!19sChIJe3YN6_te94cRmBQ7O8mGAQk,Mayo Clinic West Lot 36 Parking,4.3,12,Parking lot,"2905 Country Club Rd SW, Rochester, MN 55902, United States","2FFV+WJ Rochester, Minnesota, USA",,,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyz8q0ctYXjTVXwue0fHPWq6hy6Vq_3sre9LjuxoXRUT8y9m6QVbOvk0NQwuNrzKVY8xPYv7JgN_PSTFLG5ZTkUggxs4FDKrUQC3sV0PzEXb3yP9BtRS28DFsYEI4FJKFQ29eja=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-10-28T18:39:28.485Z,,
https://www.google.com/maps/place/Baldwin+Patient+Parking+Ramp/data=!4m7!3m6!1s0x87f75f65402c69c9:0xf780fabbebdc288b!8m2!3d44.0210879!4d-92.4683706!16s%2Fg%2F11gd67pbv5!19sChIJyWksQGVf94cRiyjc67v6gPc,Baldwin Patient Parking Ramp,4.2,18,Parking garage,"221 4th Ave SW, Rochester, MN 55902, United States","2GCJ+CM Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-284-2511,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyrnGe5LQiZs2eAe64AQNf_T2-2iMMDlAr2DQYVaSvadqj1_kgBvQtQT7uvBXupDRk2ex_gB0j_TJj46MFDkxzvZfJEPpIOJz2TjE00TyKNGhID6s4h49SiUmJldd-JJYith8M=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-10-28T18:39:30.960Z,,
https://www.google.com/maps/place/Baldwin+Lot/data=!4m7!3m6!1s0x87f75f6512a726c5:0xfc10bb653c9e5c9f!8m2!3d44.0200583!4d-92.4692604!16s%2Fg%2F11c60jq3y4!19sChIJxSanEmVf94cRn1yePGW7EPw,Baldwin Lot,3.5,8,Parking lot,"424 3rd St SW, Rochester, MN 55902, United States","2GCJ+27 Rochester, Minnesota, USA",http://mayoclinic.org/patient-visitor-%20Guide/Minnesota/travel%20-%20lodging%20-%20maps/parking,,"Open 24 hours

Confirmed by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E39ngZxG6klQtkDFv3RJSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.830574&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-10-28T18:39:35.500Z,,
https://www.google.com/maps/place/Dodge+County+Emergency+Management/data=!4m7!3m6!1s0x87f76a9930bff0fb:0x15e63f8be17448ec!8m2!3d44.0681989!4d-92.7547235!16s%2Fg%2F1pv6y7x2y!19sChIJ-_C_MJlq94cR7Eh04Ys_5hU,Dodge County Emergency Management,4.0,1,County government office,"22 6th St E, Mantorville, MN 55955, United States","369W+74 Mantorville, Minnesota, USA",http://www.co.dodge.mn.us/,+1 507-635-6132,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u_XkV-is3zSr-KiyD3yntQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.54474&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mantorville+Township+Rochester+MN/@44.0691307,-92.7557456,14z",2025-10-28T18:39:37.920Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Oronoco+Township+Rochester+MN/@44.1641688,-92.4801989,14z",2025-10-28T18:39:46.018Z,No new results found,
https://www.google.com/maps/place/Graham+Patient+Parking+Ramp/data=!4m7!3m6!1s0x87f75fd99fe5036f:0x2cda4d1de947efc0!8m2!3d44.025057!4d-92.468042!16s%2Fg%2F11v3q6m2xc!19sChIJbwPln9lf94cRwO9H6R1N2iw,Graham Patient Parking Ramp,4.5,74,Parking garage,"121 3rd Ave NW, Rochester, MN 55901, United States","2GGJ+2Q Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-284-2511,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMZziAiT6JddAHx_vtor_FwX_A0D0PLo5hE24-okzVP_CzGY_Y9ji3VHIklguMKv6w2A0EqWoUI9aIGY1P_QbMFB-1-qtE9EFtUwd951n3aSKpnsdGDc6CAhvXw90wlJJTZd-S_uxXzYOw=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:39:57.550Z,,
https://www.google.com/maps/place/Generose+Patient+Parking+Ramp/data=!4m7!3m6!1s0x87f75f13178d8d63:0x3c7cda477799e639!8m2!3d44.0190736!4d-92.4815718!16s%2Fg%2F11dxjk_c16!19sChIJY42NFxNf94cROeaZd0fafDw,Generose Patient Parking Ramp,4.0,66,Parking garage,"1250 Peace Garden Dr, Rochester, MN 55902, United States","2G99+J9 Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-255-5123,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy42G2Z7qIluNFRFc1DMWqPj27wM2poLyU-Dvvnz7cyvnOhYoqlgfBmKHco_WaX9Li_L9DJgUUiYDQhyVNhzTu_dDUXAycbH1DnrG6940fYBmGzdpQ6-ZhMbTPOTaIr7s9HLBY9=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:00.058Z,,
https://www.google.com/maps/place/2nd+Street+Parking+Ramp/data=!4m7!3m6!1s0x87f75f62c45bc037:0x7376875087b849c8!8m2!3d44.0212353!4d-92.4620908!16s%2Fg%2F11csr3x311!19sChIJN8BbxGJf94cRyEm4h1CHdnM,2nd Street Parking Ramp,3.6,14,Parking garage,"14 2nd St SE, Rochester, MN 55904, United States","2GCQ+F5 Rochester, Minnesota, USA",https://www.rochestermn.gov/departments/public-parking-4744,+1 507-282-4545,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP169uki6wmm9zl9y40cqWemJ4cETrx9_h7JRIz=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:04.666Z,,
https://www.google.com/maps/place/Kasson+Public+Works+Department/data=!4m7!3m6!1s0x87f741b624cfe999:0x418ab8ff404a1566!8m2!3d44.0442428!4d-92.7325439!16s%2Fg%2F12637bq1y!19sChIJmenPJLZB94cRZhVKQP-4ikE,Kasson Public Works Department,5.0,1,Public works department,"1401 16th St NE, Kasson, MN 55944, United States","27V8+MX Kasson, Minnesota, USA",https://www.cityofkasson.com/departments/public_works/index.php,+1 507-634-7302,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx09lu2Bz62d9QbujLFK5_j7xRQa5mm1v6EI7724PaoQ-KqE_csT1ZBkaOWoBhal0_UADCN3gkdtIaVy9elBBgH3idbcjIHwan8BgmDGS5C5WGNIhO12QM8roBSSQnwzUHG_Mk=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:09.135Z,,
https://www.google.com/maps/place/Baymont+by+Wyndham+Kasson+Rochester+Area/data=!4m7!3m6!1s0x87f740f93fa43d83:0x64d66719d6b98783!8m2!3d44.0216848!4d-92.7439584!16s%2Fg%2F1tfgkcmc!19sChIJgz2kP_lA94cRg4e51hln1mQ,Baymont by Wyndham Kasson Rochester Area,3.5,337,,"301 8th St SE, Kasson, MN 55944, United States","27C4+MC Kasson, Minnesota, USA",https://www.wyndhamhotels.com/baymont/kasson-minnesota/baymont-inn-and-suites-kasson-rochester-area/overview?CID=LC:cfixxwa8fefdt79:50118&iata=00093796,+1 507-291-2040,,https://lh3.googleusercontent.com/p/AF1QipONobI7l7Kvq_WMr3iAkssQgZpwFSDb7ZivfQGp=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:11.779Z,,
https://www.google.com/maps/place/West+Parking+Ramp+%28Ramp+9%29/data=!4m7!3m6!1s0x87f75f98857d70fd:0xdadcae0a6b78e469!8m2!3d44.0239372!4d-92.4702605!16s%2Fg%2F11j6w1cxdd!19sChIJ_XB9hZhf94cRaeR4awqu3No,West Parking Ramp (Ramp 9),4.4,42,Parking garage,"515 W Center St, Rochester, MN 55902, United States","2GFH+HV Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpuVrjNVkMrxU9DSzznc2BMEw0y5eOgcMQbOwyLpudM546MC6YQfkqEsxK5DC-uaKXYUyg-4Nldel8kFyIccMp_DVLlznR3QGcpD7YvVpnrvUMnar_IK11YxHedU-wec7qHv47AGiaw5w=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:14.164Z,,
https://www.google.com/maps/place/Mayo+Clinic+Valet+Services+-+Charlton+Building/data=!4m7!3m6!1s0x87f75fc1ef998a2d:0x9cf6b22b3b4a41c4!8m2!3d44.0239339!4d-92.466981!16s%2Fg%2F11w_rx8lv6!19sChIJLYqZ78Ff94cRxEFKOyuy9pw,Mayo Clinic Valet Services - Charlton Building,4.8,4,Valet parking service,"10 3rd Ave NW, Rochester, MN 55901, United States","2GFM+H6 Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-266-7890,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tChnRqiHuCDjtbZkD3nxHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.44149&pitch=0&thumbfov=100,true,5:15 am–9 pm,5:15 am–9 pm,5:15 am–9 pm,5:15 am–9 pm,Closed,Closed,5:15 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:18.642Z,,
"https://www.google.com/maps/place/Mayo+Clinic+AMPI+Employee+Parking+Lot/@44.0166207,-92.4612459,17z/data=!3m1!4b1!4m6!3m5!1s0x87f75f0049160a13:0x898cf70a0350a660!8m2!3d44.0166207!4d-92.4612459!16s%2Fg%2F11vm1z7sdv",Mayo Clinic AMPI Employee Parking Lot,1.0,1,Parking lot,"Rochester, MN 55904, United States","2G8Q+JG Rochester, Minnesota, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:23.437Z,,
https://www.google.com/maps/place/Mayo+Clinic+Employee+Parking/data=!4m7!3m6!1s0x87f75f000a6ff75d:0x5f8b90e11a3fcf56!8m2!3d44.0189359!4d-92.4808888!16s%2Fg%2F11xmsv9zxm!19sChIJXfdvCgBf94cRVs8_GuGQi18,Mayo Clinic Employee Parking,,,Non-profit organization,"Generose Patient/Visitor Parking Ramp, 1205 6th St SW, Rochester, MN 55902, United States","2G99+HJ Rochester, Minnesota, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v_TK4cVWExu84GbO8enMeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.1636&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:25.958Z,,
https://www.google.com/maps/place/Freerksen+Trucking+Inc/data=!4m7!3m6!1s0x87f73dd641fab4fb:0x1b0e5f494a5c5bb6!8m2!3d44.0280619!4d-92.8633845!16s%2Fg%2F125_vdcm8!19sChIJ-7T6QdY994cRtltcSklfDhs,Freerksen Trucking Inc,4.3,56,Transportation service,"9 3rd Ave SW, Dodge Center, MN 55927, United States","24HP+6J Dodge Center, Minnesota, USA",https://www.freerksentrucking.com/,+1 507-374-6708,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP9NXfd47uU6oa7ymPKNwWnokIq4y2smRYqnn6-=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:31.013Z,,
https://www.google.com/maps/place/Mayo+Clinic+Valet+Services+-+Mary+Brigh+Building/data=!4m7!3m6!1s0x87f75feb3dbdeed7:0x3edda1a8114eae7d!8m2!3d44.0205012!4d-92.4832202!16s%2Fg%2F11x25kzhqg!19sChIJ1-69Petf94cRfa5OEaih3T4,Mayo Clinic Valet Services - Mary Brigh Building,5.0,2,Valet parking service,"1216 2nd St SW, Rochester, MN 55902, United States","2GC8+6P Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-255-5123,Open ⋅ Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YRLUnNdmktU29cH_cyn2YQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.28071&pitch=0&thumbfov=100,true,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,Closed,Closed,5 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:35.575Z,,
https://www.google.com/maps/place/Mayo+Clinic+-+Employee+Lot+6/data=!4m7!3m6!1s0x87f75f5ea089373f:0x71b5d0543304a6c!8m2!3d44.0199534!4d-92.4670344!16s%2Fg%2F11fptzkwsm!19sChIJPzeJoF5f94cRbEowQwVdGwc,Mayo Clinic - Employee Lot 6,5.0,3,Parking lot,"Rochester, MN 55902, United States","2G9M+X5 Rochester, Minnesota, USA",http://mayoclinic.org/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vOdgot2-YhRWWlA2sX6OcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.78734&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:38.022Z,,
"https://www.google.com/maps/place/MOA,+North+Lot/data=!4m7!3m6!1s0x87f62fb2e129a21d:0xa1c9f5814c9df907!8m2!3d44.857715!4d-93.2421876!16s%2Fg%2F11thp9b0vv!19sChIJHaIp4bIv9ocRB_mdTIH1yaE","MOA, North Lot",4.3,34,Parking lot,"2100 Lindau Ln, Bloomington, MN 55425, United States","VQ55+34 Bloomington, Minnesota, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEkNTpi40nd4uhgge6uvm5h_FRYnE95xrEehM2NQ4yM5punLEZKzi5uefO3Q-Y09ckm0f1sXhsymCiVvurhAizXnLMrVwT2ggwd_DO8dMxOI_mOv4qHJSdYPuodafo3KNQ5Kg=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:40.815Z,,
