placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/American+Peak/data=!4m7!3m6!1s0x87ff37a0e9c7a929:0x4ff19b0d17644450!8m2!3d44.7994764!4d-91.4619403!16s%2Fg%2F11sdd5d_dp!19sChIJKanH6aA3_4cRUERkFw2b8U8,American Peak,5.0,242,Trailer rental service,"3203 Pleasant St, Altoona, WI 54720, United States","QGXQ+Q6 Altoona, Wisconsin, USA",https://americanpeak.rentals/,+1 715-220-4033,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPSKS91XAmv9PfxQt8_JBrouSwm8SFiS-c8UTn-=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:25:44.000Z,,,,
https://www.google.com/maps/place/TJ+Electric+Inc./data=!4m7!3m6!1s0x87f8bcd939ad3b83:0x44b6c3d9828e37e6!8m2!3d44.8280014!4d-91.4783417!16s%2Fg%2F11bwfm8w72!19sChIJgzutOdm8-IcR5jeOgtnDtkQ,TJ Electric Inc.,4.5,16,Electrician,"1049 Starr Ave, Eau Claire, WI 54703, United States","RGHC+6M Eau Claire, Wisconsin, USA",http://tjelectricinc.com/,+1 715-834-0400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YYIjc3YUfSU-Z6qK-GIgYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.635345&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:25:46.884Z,,,,
https://www.google.com/maps/place/Hometown+Repair/data=!4m7!3m6!1s0x87f8bdb038de66ad:0x2c6f2b9f9c852e00!8m2!3d44.8165503!4d-91.4962405!16s%2Fg%2F1td4vv9f!19sChIJrWbeOLC9-IcRAC6FnJ8rbyw,Hometown Repair,4.8,68,Small engine repair service,"320 Putnam St Suite 112, Eau Claire, WI 54701, United States","RG83+JG Eau Claire, Wisconsin, USA",https://tchometown.com/,+1 715-833-8401,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM7UjWsvBTcx_W9Z2GJhvOx_iQPI6qWblTu7LoC=w558-h240-k-no,true,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:25:51.756Z,,,,
https://www.google.com/maps/place/Mallum+Electric/data=!4m7!3m6!1s0x87f897f7208aa21b:0xb346c242c472d026!8m2!3d44.8369233!4d-91.5340708!16s%2Fg%2F1tdn972q!19sChIJG6KKIPeX-IcRJtByxELCRrM,Mallum Electric,4.8,5,Electrician,"1814 Truax Blvd, Eau Claire, WI 54703, United States","RFP8+Q9 Eau Claire, Wisconsin, USA",https://www.mallumelectriceauclaire.com/,+1 715-830-9969,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mvePuxxYwHu__ecX2hghLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.77109&pitch=0&thumbfov=100,true,Closed,Closed,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:25:56.706Z,,,,
https://www.google.com/maps/place/Barstow+Auto+Services+Inc./data=!4m7!3m6!1s0x87f8bd6cba5fefc1:0xfdcce4daf3508504!8m2!3d44.8166081!4d-91.5022243!16s%2Fg%2F1tdq6k_h!19sChIJwe9fumy9-IcRBIVQ89rkzP0,Barstow Auto Services Inc.,4.5,91,Auto repair shop,"322 E Madison St, Eau Claire, WI 54703, United States","RF8X+J4 Eau Claire, Wisconsin, USA",https://www.barstowauto.com/,+1 715-834-5200,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0oJM60R0um2_KQCPvZrrY0OzOig0iA75LkzA-2FK3QjfuFpsBRQXztLPrh7E8JJUJnFIrJh6HfuBpRguW8eKBKdbgU6_XM30WXr8MaHq5HXenznvv-kP44E-qlkchu66-xc1y=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–7 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:01.552Z,,,,
https://www.google.com/maps/place/Eau+Claire+Diesel/data=!4m7!3m6!1s0x87f8bcd9ff66c539:0x1a445c5c90b05bad!8m2!3d44.8322949!4d-91.4769713!16s%2Fg%2F1tm8l49s!19sChIJOcVm_9m8-IcRrVuwkFxcRBo,Eau Claire Diesel,4.7,34,Repair service,"1343 Western Ave, Eau Claire, WI 54703, United States","RGJF+W6 Eau Claire, Wisconsin, USA",https://www.eauclairedieselservice.com/,+1 715-217-3141,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNnGlty4MThN-kiXe-1K09hV-UHKnpoRkmswbNJ=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:06.491Z,,,,
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x87f8bc42772586cf:0x1fdffb31ff8e2fa0!8m2!3d44.7927312!4d-91.4624265!16s%2Fg%2F1th5k09t!19sChIJz4Yld0K8-IcRoC-O_zH73x8,Harbor Freight,4.2,967,Hardware store,"2615 London Rd # A, Eau Claire, WI 54701, United States","QGVQ+32 Eau Claire, Wisconsin, USA",https://www.harborfreight.com/storelocator/2615-london-rd-ste-a-eau-claire-54701?number=253,+1 715-831-6375,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNHCsAOCoVYZB7ahcGCeiRyYzq8reB6y6g3iyyInntOAsp24x6aqFoq3GqlECgeD0ahVdBo_NL56NenodwWOvfK3jE_NcpvbVf7jICii32c4jY_3-yn9We_bBI4ccxkApTFg=w408-h544-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:11.619Z,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up",,,
https://www.google.com/maps/place/Chippewa+Valley+Starter+and+Alternator+Service/data=!4m7!3m6!1s0x87f8bc60b94cd56b:0xc26e1b6f861097e5!8m2!3d44.7992937!4d-91.4623214!16s%2Fg%2F1tf7h70d!19sChIJa9VMuWC8-IcR5ZcQhm8bbsI,Chippewa Valley Starter and Alternator Service,4.9,89,Auto electrical service,"3219 Pleasant St, Altoona, WI 54720, United States","QGXQ+P3 Altoona, Wisconsin, USA",http://www.cvstarter.com/,+1 715-831-9939,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFaq_d7dEx7RaOwdjn9O-eTXEne31mQucTEIt-CrXTpv7a7lQY8JQNjKuN-AQoOe0SLyBd172n5CD7Yw4YTznuigpvkbQKXgwqSptWDF_BaGwf-yQ-1z7YEK4KsvZqxu9UfFo1=w408-h544-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:16.611Z,,,,
https://www.google.com/maps/place/Senasys/data=!4m7!3m6!1s0x87f8bb7559cba4af:0xbb5e8731b14bdcc4!8m2!3d44.7807806!4d-91.5261104!16s%2Fg%2F1trprc2g!19sChIJr6TLWXW7-IcRxNxLsTGHXrs,Senasys,5.0,10,Manufacturer,"1435 International Dr, Eau Claire, WI 54701, United States","QFJF+8H Eau Claire, Wisconsin, USA",http://www.senasys.com/,+1 715-831-6353,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNcj9VDpF1cYIYuI2GKrXVR1G00sYkv0OI7fAyS=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:21.578Z,,,,
https://www.google.com/maps/place/Chippewa+Valley+Technical+College+-+Manufacturing+%26+Engineering+Campus/data=!4m7!3m6!1s0x87f89789ef774a41:0xee845f44687b8792!8m2!3d44.8438147!4d-91.5413948!16zL20vMDd6OGpo!19sChIJQUp374mX-IcRkod7aERfhO4,Chippewa Valley Technical College - Manufacturing & Engineering Campus,4.6,21,Technical school,"2320 Alpine Rd, Eau Claire, WI 54703, United States","RFV5+GC Eau Claire, Wisconsin, USA",https://www.cvtc.edu/experience-cvtc/campuses/manufacturing-education-center,+1 715-874-4600,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNAb8ZVtuGzIe7oVw4Aw4m3lXu5pDBsUZz26WKl=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:26.569Z,,,,
https://www.google.com/maps/place/The+Pristine+Pro/data=!4m7!3m6!1s0x87f8bd239af3d717:0xd785a7b0390c0235!8m2!3d45.063352!4d-91.3521555!16s%2Fg%2F11gzmtgx8w!19sChIJF9fzmiO9-IcRNQIMObCnhdc,The Pristine Pro,4.9,120,Window cleaning service,,,http://www.thepristinepro.com/,+1 715-933-4920,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMt7iVtfYHJ_mnD-4_h-2q5WVR2FX6UoAn2JpXB=w427-h240-k-no,true,9 am–5 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:31.354Z,,,,
"https://www.google.com/maps/place/Kelly+Heating+%26+Electric,+LLC/data=!4m7!3m6!1s0x87f8bc66d070e8bf:0x9788ac4ff9040fde!8m2!3d44.8651845!4d-91.4710155!16s%2Fg%2F1tltmyfp!19sChIJv-hw0Ga8-IcR3g8E-U-siJc","Kelly Heating & Electric, LLC",4.9,293,HVAC contractor,"2730 Melby St, Eau Claire, WI 54703, United States","VG8H+3H Eau Claire, Wisconsin, USA",https://www.kellyheatingandelectric.com/,+1 715-832-6909,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipN_Szu9On4lZrgmvpqqF9GvcAUmgEGSmWOlCoid=w699-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:36.404Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Eau+Claire/data=!4m7!3m6!1s0x87f8bcdec01225ff:0x6b013e5ad099507f!8m2!3d44.8167339!4d-91.4988246!16s%2Fg%2F1tfg3ndp!19sChIJ_yUSwN68-IcRf1CZ0Fo-AWs,SERVPRO of Eau Claire,4.5,60,Water damage restoration service,"323 N Dewey St, Eau Claire, WI 54703, United States","RG82+MF Eau Claire, Wisconsin, USA",https://www.servpro.com/locations/wi/servpro-of-eau-claire?utm_medium=organic&utm_source=gbp,+1 715-834-3473,,https://lh3.googleusercontent.com/p/AF1QipOqEHba3r8vZg-os-qIAziKUPCRwIuwjekEdTAP=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:41.397Z,,,,
"https://www.google.com/maps/place/Aspect+Electrical+Engineering+%26+Service,+LLC/data=!4m7!3m6!1s0x87f8bd1163eb1087:0x7728206c6db1a31f!8m2!3d44.8155569!4d-91.493608!16s%2Fg%2F1v5_9_gx!19sChIJhxDrYxG9-IcRH6OxbWwgKHc","Aspect Electrical Engineering & Service, LLC",,,Electrical engineer,"800 Wisconsin St #24, Eau Claire, WI 54703, United States","RG84+6H Eau Claire, Wisconsin, USA",http://www.aspecteng.com/,+1 715-834-5201,,https://lh3.googleusercontent.com/p/AF1QipO1CYMwFf0Lk-05D6FygNJdJ8hHDjxc0QvR5xLf=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:43.995Z,,,,
https://www.google.com/maps/place/Gene%27s+Electric/data=!4m7!3m6!1s0x87f8bccce848380f:0x7731cd0c06f132d3!8m2!3d44.8396057!4d-91.4688975!16s%2Fg%2F1thkxtzb!19sChIJDzhI6My8-IcR0zLxBgzNMXc,Gene's Electric,,,Electrician,"2915 LaSalle St, Eau Claire, WI 54703, United States","RGQJ+RC Eau Claire, Wisconsin, USA",,+1 715-835-3286,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q3BJ1nikCm_VWGEaxbqZSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.65048&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:46.655Z,,,,
https://www.google.com/maps/place/Kurz+Industrial+Solutions+%28Schneider+Electric+Motors%29/data=!4m7!3m6!1s0x87f87ddaac7aee1f:0xca8ce0dba86e398a!8m2!3d44.8512924!4d-91.5480097!16s%2Fg%2F1tmkljsc!19sChIJH-56rNp9-IcRijluqNvgjMo,Kurz Industrial Solutions (Schneider Electric Motors),4.8,9,Electric motor store,"2665 Fortune Dr, Eau Claire, WI 54703, United States","VF22+GQ Eau Claire, Wisconsin, USA",http://www.kurz.com/,+1 715-874-4260,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=15qcknZs8fD6j1QbXb64Xg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.097374&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:51.532Z,,,,
https://www.google.com/maps/place/Northern+Safari/data=!4m7!3m6!1s0x87f8bc58ff3aa607:0x31e8156389e9bf29!8m2!3d44.8022453!4d-91.4703013!16s%2Fg%2F1tftfwn1!19sChIJB6Y6_1i8-IcRKb_piWMV6DE,Northern Safari,4.1,131,Army & navy surplus shop,"1518 S Hastings Way, Eau Claire, WI 54701, United States","RG2H+VV Eau Claire, Wisconsin, USA",https://www.northernsafariwi.com/,+1 715-833-1942,"Closes soon · 4 pm · Opens 10 am Tue

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOernXL4UeD4JDN8dALRi68SPGsj07n5lVpMPK5=w482-h240-k-no,true,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:26:56.496Z,· In-store shopping · In-store pick-up,,,
https://www.google.com/maps/place/Badger+Truck+Refrigeration+Inc.+%28BTRAC%29/data=!4m7!3m6!1s0x87f899ff52a2c733:0x5c820fe69442797!8m2!3d44.8444224!4d-91.5974935!16s%2Fg%2F1tmpwjtl!19sChIJM8eiUv-Z-IcRlydEaf4gyAU,Badger Truck Refrigeration Inc. (BTRAC),4.6,102,Air conditioning repair service,"6302 Texaco Dr, Eau Claire, WI 54703, United States","RCV3+Q2 Eau Claire, Wisconsin, USA",http://www.btrac.com/,+1 715-874-6811,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMqx1gaTgztxwpDIWsr0ProERWDMpT6cLJZ0ywy=w408-h305-k-no,true,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:01.375Z,,,,
