placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/Spire+Healthcare+Harrogate+Clinic/data=!4m7!3m6!1s0x487953dc89de5295:0xcda91bf7b16722b7!8m2!3d53.9767341!4d-1.5171234!16s%2Fg%2F11b77bxpll!19sChIJlVLeidxTeUgRtyJnsfcbqc0,Spire Healthcare Harrogate Clinic,4.7,24,Medical Center,"Hornbeam Park, Hornbeam Park Ave, Harrogate HG2 8NA, United Kingdom","XFGM+M5 Harrogate, United Kingdom",https://www.spirehealthcare.com/spire-harrogate-clinic/home/?utm_source=google&utm_medium=organic&utm_campaign=GMB_SatelliteClinic,+44 1423 225560,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMae9c88qJuCdfaudsq5lWVeGZc7Q8hpy--LFP4=w408-h271-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–1 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:04.328Z,,
https://www.google.com/maps/place/Yorkshire+Health+Network+Hub/data=!4m7!3m6!1s0x487953bfe7afec29:0xb312952c34d795d8!8m2!3d54.0012111!4d-1.5296577!16s%2Fg%2F11t_z2ns8l!19sChIJKeyv579TeUgR2JXXNCyVErM,Yorkshire Health Network Hub,4.0,10,Medical Center,"5 Grove Park Ct, Harrogate HG1 4DP, United Kingdom","2F2C+F4 Harrogate, United Kingdom",https://www.yorkshirehealthnetwork.co.uk/,+44 1423 611060,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPgZTicxV-gxlBAc2zRU0uTbsCZCl1TMosA3ZBr=w408-h306-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,8:30 am–5:30 pm,Closed,9 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:08.620Z,,
"https://www.google.com/maps/place/Dr+G+Tran+-+Rheumatologist+in+Harrogate,+Leeds+and+Yorkshire/data=!4m7!3m6!1s0x4879514875c02859:0x2cadc60a3e9f3878!8m2!3d53.987265!4d-1.5481491!16s%2Fg%2F11pdwhm3xt!19sChIJWSjAdUhReUgReDifPgrGrSw","Dr G Tran - Rheumatologist in Harrogate, Leeds and Yorkshire",5.0,76,Doctor,"The Duchy Hospital, Queen's Rd, Harrogate HG2 0HF, United Kingdom","XFP2+WP Harrogate, United Kingdom",https://doctortran.co.uk/,+44 1423 567136,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fG_iMUkAF9AlwDYHNs2gaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.22954&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–5 pm,9 am–5 pm,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:12.959Z,,
https://www.google.com/maps/place/Moss+Healthcare+Kings+Road+Harrogate/data=!4m7!3m6!1s0x487953e689d051cd:0x44d9178028c0d4c4!8m2!3d53.9955353!4d-1.5422358!16s%2Fg%2F1v93_l6n!19sChIJzVHQieZTeUgRxNTAKIAX2UQ,Moss Healthcare Kings Road Harrogate,4.2,305,Family practice physician,"28-30 King's Rd, Harrogate HG1 5JP, United Kingdom","XFW5+64 Harrogate, United Kingdom",http://www.drmoss-harrogate.nhs.uk/,+44 1423 560261,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XH-kOziq8dZpPNTMuQ6h3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.65263&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:17.484Z,,
https://www.google.com/maps/place/Margaret+Dabbs+London/data=!4m7!3m6!1s0x487953e3fb008423:0x4359e51a6639f943!8m2!3d53.9926745!4d-1.5433966!16s%2Fg%2F11c6rxn5gq!19sChIJI4QA--NTeUgRQ_k5ZhrlWUM,Margaret Dabbs London,4.9,184,Podiatrist,"9 Montpellier Parade, Harrogate HG1 2TJ, United Kingdom","XFV4+3J Harrogate, United Kingdom",https://www.margaretdabbs.co.uk/margaret-dabbs-london-harrogate/,+44 1423 566512,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipN0N8Ka49nYBt18M3miovfjEgK6lyXE_MTiIY8g=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,11 am–5 pm,9 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:21.952Z,,
https://www.google.com/maps/place/Dr+J+Parkhouse+-+Church+Avenue+Medical+Group/data=!4m7!3m6!1s0x487953c1d192db59:0x10564249915447f5!8m2!3d54.0065613!4d-1.5360719!16s%2Fg%2F11j1srbm49!19sChIJWduS0cFTeUgR9UdUkUlCVhA,Dr J Parkhouse - Church Avenue Medical Group,,,Pediatrician,"The Surgery, 54 Church Ave, Bilton, Harrogate HG1 4HG, United Kingdom","2F47+JH Harrogate, United Kingdom",,+44 1423 564168,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dKHpn7TWQVAD_cqVr8Uj6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.25599&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:24.170Z,,
https://www.google.com/maps/place/MyHealthcare+Clinic+-+Harrogate/data=!4m7!3m6!1s0x4879513fe9415ecb:0xca68534d183f800a!8m2!3d53.9857411!4d-1.4917763!16s%2Fg%2F11mkvcpmxq!19sChIJy15B6T9ReUgRCoA_GE1TaMo,MyHealthcare Clinic - Harrogate,,,Doctor,"Business Park, 32 Freemans Way, Harrogate HG3 1DH, United Kingdom","XGP5+77 Harrogate, United Kingdom",https://myhealthcareclinic.com/,+44 1423 895531,"Closed · Opens 8 am Thu

Updated by this business 4 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vp6rqdi8gyIQmPkDv0vkOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.18974&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2026-02-10T22:42:28.374Z,,
,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Middlesbrough+York+UK/@53.9558541,-1.0732041,14z",2026-02-10T22:42:35.714Z,No new results found,
https://www.google.com/maps/place/The+Friary+Community+Hospital/data=!4m7!3m6!1s0x487c1f9a267436c5:0x35c749c19e94623c!8m2!3d54.4050622!4d-1.7383404!16s%2Fg%2F1tctf4pm!19sChIJxTZ0JpoffEgRPGKUnsFJxzU,The Friary Community Hospital,3.5,11,Community health center,"9 Queens Rd, Richmond DL10 4AJ, United Kingdom","C746+2M Richmond, UK",http://southtees.nhs.uk/hospitals/friary/,+44 1642 944470,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1GrOhNAAjbCRXPznALxJf5jHkzg2Yazi1v3BHlmbpNSL1G4azK8ofOFo1lReEdkUSZyEXhVVGq7Q48Ju7befFvn3basLw-M6BjtWdwiUyHer9kbbanxWvfKvajK50hkoBT6HQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:42:47.590Z,,
https://www.google.com/maps/place/Richmond+Footcare/data=!4m7!3m6!1s0x487c1f98e67eda85:0x4cd72df6e1bed5d!8m2!3d54.4038677!4d-1.7395274!16s%2Fg%2F11g9jy9k4n!19sChIJhdp-5pgffEgRXe0bbt9yzQQ,Richmond Footcare,4.9,13,Foot care,"1 Rosemary Ln, Richmond DL10 4DP, United Kingdom","C736+G5 Richmond, UK",https://www.richmondfootcare.co.uk/,+44 7511 111984,"Closed · Opens 8:30 am Wed

Updated by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOmMyocj6QOu5RgDXMsUdh7hBi4lrGHx9DM8KRC=w408-h408-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:42:52.238Z,,
https://www.google.com/maps/place/The+Friary+Surgery/data=!4m7!3m6!1s0x487c1f0034f3cc01:0x7caada4363645f8d!8m2!3d54.4051254!4d-1.738332!16s%2Fg%2F11vy2ccdn2!19sChIJAczzNAAffEgRjV9kY0Paqnw,The Friary Surgery,5.0,2,Doctor,"Queens Rd, Richmond DL10 4AJ, United Kingdom","C746+3M Richmond, UK",https://www.friarysurgery.co.uk/,+44 1748 822306,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mrhvabF5yxt4kyBNeo1JpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.75787&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:42:56.509Z,,
https://www.google.com/maps/place/Yorkshire+Foot+Clinics/data=!4m7!3m6!1s0x487c1f99c6795c4f:0xa6ef1fff0f11eb75!8m2!3d54.403746!4d-1.7354546!16s%2Fg%2F1td12t_z!19sChIJT1x5xpkffEgRdesRD_8f76Y,Yorkshire Foot Clinics,5.0,3,Podiatrist,"25 Frenchgate, Richmond DL10 4HZ, United Kingdom","C737+FR Richmond, UK",,+44 1748 850020,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNwD0_bXhRh4r6O4rNDBcagfj8DujwvEoeFVQ2q=w408-h272-k-no,true,9 am–3:30 pm,9 am–7 pm,9 am–3:30 pm,9 am–3:30 pm,9 am–3:30 pm,Closed,9 am–3:30 pm,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:43:00.800Z,,
https://www.google.com/maps/place/The+Richmond+Clinic/data=!4m7!3m6!1s0x487c1fa204c5fded:0x28f76329b8277473!8m2!3d54.4051231!4d-1.7355857!16s%2Fg%2F11vybbbs13!19sChIJ7f3FBKIffEgRc3QnuClj9yg,The Richmond Clinic,5.0,13,Medical clinic,"Clinic 3, Zetland Square, The, Dundas St, Richmond DL10 7AB, United Kingdom","C747+2Q Richmond, UK",https://www.therichmondclinic.co.uk/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8PjXWEgnZ8CK-DQnO_YN3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.122368&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:43:03.143Z,,
https://www.google.com/maps/place/Dr+L+Barnes+-+Dr+Wallace+%26+Partners/data=!4m7!3m6!1s0x487c1f99883ff76b:0xb4f426e25ed68525!8m2!3d54.4048967!4d-1.7385066!16s%2Fg%2F11bzszgmh9!19sChIJa_c_iJkffEgRJYXWXuIm9LQ,Dr L Barnes - Dr Wallace & Partners,3.0,4,Doctor,"The Friary Surgery, Queens Road, Richmond DL10 4UJ, United Kingdom","C736+XH Richmond, UK",http://www.mysurgerywebsitemobile.co.uk/home?p=B82072,+44 1748 822306,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X4o402nz2Y0dGppi2bxKrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.7861&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:43:07.632Z,,
https://www.google.com/maps/place/Norwood+House+Podiatry/data=!4m7!3m6!1s0x487c1f1b0dd90b79:0xa08b94fe7c3fdd4d!8m2!3d54.404125!4d-1.7430011!16s%2Fg%2F11ww6p093r!19sChIJeQvZDRsffEgRTd0_fP6Ui6A,Norwood House Podiatry,5.0,1,Podiatrist,"1 Temple Square, Richmond DL10 4EB, United Kingdom","C734+JQ Richmond, UK",https://norwoodhousepodiatry.com/,+44 1748 822134,Closed · Opens 9 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hFb5ibRujpUBr0wnAi6URg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.5328&pitch=0&thumbfov=100,true,9 am–5 pm,Closed,9 am–5 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:43:12.123Z,,
https://www.google.com/maps/place/Friary+Health+Clinic/data=!4m7!3m6!1s0x487c1f9a20ca52ad:0xd634fd8ae8d6bba5!8m2!3d54.405299!4d-1.7368055!16s%2Fg%2F1trvk_80!19sChIJrVLKIJoffEgRpbvW6Ir9NNY,Friary Health Clinic,4.3,3,,"Queens Rd, Richmond DL10 4UJ, United Kingdom","C747+47 Richmond, UK",,+44 1748 822122,Permanently closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wrts5weZVTdr4SyGI80Rxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.08755&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Richmond+York+UK/@54.405,-1.653,14z",2026-02-10T22:43:16.370Z,,
,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Whitby+York+UK/@53.9704014,-1.0503539,14z",2026-02-10T22:43:23.873Z,No new results found,
https://www.google.com/maps/place/April+Baby+Physio+%7C+Children%27s+Physiotherapy+York/data=!4m7!3m6!1s0x487931248144edd3:0x3b069a709da52088!8m2!3d53.9811417!4d-1.0993351!16s%2Fg%2F11wwgh9x_d!19sChIJ0-1EgSQxeUgRiCClnXCaBjs,April Baby Physio | Children's Physiotherapy York,5.0,4,Physical therapist,"5 Devonshire Ct, York YO30 5PQ, United Kingdom","XWJ2+F7 Rawcliffe, York, UK",https://www.aprilbabyphysio.co.uk/,,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipN1dwEgXPbKf6ngM9mDl_W9cEfOddPZ3d-wDaks=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Ripon+York+UK/@53.966056,-1.0705712,14z",2026-02-10T22:43:35.207Z,,
https://www.google.com/maps/place/Friarage+Hospital/data=!4m7!3m6!1s0x487ebc83e95f6df9:0x13b66b7d71334298!8m2!3d54.3423823!4d-1.4308247!16s%2Fg%2F1hc3w1fxj!19sChIJ-W1f6YO8fkgRmEIzcX1rthM,Friarage Hospital,4.4,259,Hospital,"Northallerton DL6 1JG, United Kingdom","8HR9+XM Northallerton, UK",https://www.southtees.nhs.uk/hospitals/friarage/sent%20no%20letters,+44 1609 779911,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprj1lpBxcFC3rThqCIMF6tM0t4XD0qlguCk6qgug9s8C7PBGETfxgjvTkQ1OfGeZITCJvp59aWdN-HstHT9oRjVzPTdLT1xpt3q4_HLnYwJtwXPgF3KZdwKjTUOWhhPcBdP771GctjYrHD=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:43:47.200Z,,
https://www.google.com/maps/place/The+Child+Development+Centre/data=!4m7!3m6!1s0x487ebc84639aaaab:0x27abcae0236732ff!8m2!3d54.3445992!4d-1.4322057!16s%2Fg%2F11j00sf14p!19sChIJq6qaY4S8fkgR_zJnI-DKqyc,The Child Development Centre,3.0,2,Child care agency,"24 Brompton Rd, Northallerton DL6 1EA, United Kingdom","8HV9+R4 Northallerton, United Kingdom",https://www.hdft.nhs.uk/services/hambleton-richmondshire/,+44 1423 542490,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4ifrmsJ1fTJHFmUUsawctA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.13192&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:43:49.863Z,,
