placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Magic+Men+Service+Inc/data=!4m7!3m6!1s0x880e2d65267cee0f:0x203f255abae329bf!8m2!3d41.8776092!4d-87.6475135!16s%2Fg%2F11hdxcbq1f!19sChIJD-58JmUtDogRvynjulolPyA,Magic Men Service Inc,4.8,97,Plumber,"306 S Halsted St, Chicago, IL 60661, United States","V9H2+2X Chicago, Illinois, USA",https://www.magicmenserviceinc.com/,+1 312-597-9678,Closed ⋅ Opens 7 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN8ijBK6go0NJ05vUOKxWcj3fpcerpVTv5s2k5f=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:11:56.751Z,,
https://www.google.com/maps/place/Sandoval+Plumbing/data=!4m7!3m6!1s0x880fcd8ba96f1fbd:0x63f883f2bb9492f7!8m2!3d41.9527077!4d-87.7143835!16s%2Fg%2F11kgs5yd7g!19sChIJvR9vqYvND4gR95KUu_KD-GM,Sandoval Plumbing,4.9,286,Plumber,"3922 N Bernard St, Chicago, IL 60618, United States","X73P+36 Chicago, Illinois, USA",https://www.facebook.com/share/bmtB1wpbadb8njf2/?mibextid=LQQJ4d,+1 773-610-3344,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMWhTX-SDg9q-3Oc2MiiiVH2oVEgQKc0XoByhhu=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:01.211Z,,
https://www.google.com/maps/place/Cityscape+Plumbing+Services+24%2F7/data=!4m7!3m6!1s0x880fd347a0c25989:0xccb866134544e65f!8m2!3d41.889423!4d-87.631399!16s%2Fg%2F11gffdkx8h!19sChIJiVnCoEfTD4gRX-ZERRNmuMw,Cityscape Plumbing Services 24/7,4.3,37,Plumber,"402 N Clark St, Chicago, IL 60654, United States","V9Q9+QC Chicago, Illinois, USA",https://cityscapeplumbingservice.com/,+1 464-245-3055,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOapeWPOpQOb9SvS7WPvlaBe_qVF_TUbyaF6zvt=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:05.497Z,,
"https://www.google.com/maps/place/J.+Blanton+Plumbing,+Sewer+%26+Drain/data=!4m7!3m6!1s0x880fd23cbc97c273:0xb91b64d466fe216d!8m2!3d41.9754732!4d-87.6752721!16s%2Fg%2F1th87qmq!19sChIJc8KXvDzSD4gRbSH-ZtRkG7k","J. Blanton Plumbing, Sewer & Drain",4.6,2809,Plumber,"5126 N Ravenswood Ave, Chicago, IL 60640, United States","X8GF+5V Chicago, Illinois, USA",http://www.jblantonplumbing.com/,+1 773-657-4820,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP-8UUchj9b98pBguzHBl3zjE_x5s7zdygqiSrO=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:09.970Z,,
https://www.google.com/maps/place/Chicago+Drain+Masters+Plumbing+24%2F7/data=!4m7!3m6!1s0x880e2d22cb58b30f:0xd0bc3626070bec79!8m2!3d41.8696097!4d-87.6617835!16s%2Fg%2F11qmx6cyvy!19sChIJD7NYyyItDogReewLByY2vNA,Chicago Drain Masters Plumbing 24/7,4.9,42,Plumber,"920 S Loomis St, Chicago, IL 60607, United States","V89Q+R7 Chicago, Illinois, USA",,+1 464-245-3033,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YAAminFc_DRfCBMuaZxVAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.6293&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:14.376Z,,
https://www.google.com/maps/place/Miguel+%26+Sons+Plumbing+Services/data=!4m7!3m6!1s0x880e2df644db3b13:0x92d8ee552b59f1d8!8m2!3d41.8950843!4d-87.6230933!16s%2Fg%2F11pwb_rzrs!19sChIJEzvbRPYtDogR2PFZK1Xu2JI,Miguel & Sons Plumbing Services,4.5,37,Plumber,"160 E Huron St STE 534, Chicago, IL 60611, United States","V9WG+2Q Chicago, Illinois, USA",,+1 224-504-1232,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHWm_XujoWaLay0AiWcXLHojnkFZSl-vKjXVB8TNlfdtDSPtBDZf3dEhT_qmfcd8hHy65w1_3KWRQ4EY2hBCg_WJQefxHoWJOWjfSJzJOa0OeQv8PmyC8_vgTiPiqyfnULa9uyaSHTbVDb=w408-h272-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:18.700Z,,
https://www.google.com/maps/place/Rocket+Plumbing/data=!4m7!3m6!1s0x880fcc171277ac8f:0x6f26057ad6795173!8m2!3d41.9774231!4d-87.7728523!16s%2Fg%2F119wgl0js!19sChIJj6x3EhfMD4gRc1F51noFJm8,Rocket Plumbing,4.8,663,Plumber,"5346 N Northwest Hwy, Chicago, IL 60630, United States","X6GG+XV Chicago, Illinois, USA",https://rocketplumbingnow.com/jefferson-park-plumbing/,+1 773-299-1600,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/p/AF1QipP6r6QlovO1V6TC2agTMMfCzxaUdjaWHOh-zfAw=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:23.401Z,,
https://www.google.com/maps/place/Apex+Plumbing+%26+Sewer+Inc./data=!4m7!3m6!1s0x880fd394c21f45d7:0x6a2d12c2580af077!8m2!3d41.9546253!4d-87.6663922!16s%2Fg%2F11h75_nw64!19sChIJ10UfwpTTD4gRd_AKWMISLWo,Apex Plumbing & Sewer Inc.,4.6,217,Plumber,"1452 W Irving Park Rd #1, Chicago, IL 60613, United States","X83M+VC Chicago, Illinois, USA",https://www.apexplumbingchicago.com/,+1 773-477-7714,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOXrxxtE81y1cd-EiWLFCOY2uFehaLmvRhvx8GQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:27.759Z,,
https://www.google.com/maps/place/Rescue+Plumbing/data=!4m7!3m6!1s0x880fd361f5086e07:0xd67f7c434f9cee46!8m2!3d41.9104769!4d-87.6953755!16s%2Fg%2F11p5jphg_q!19sChIJB24I9WHTD4gRRu6cT0N8f9Y,Rescue Plumbing,4.7,93,Plumber,"2716 W North Ave Suite 1, Chicago, IL 60647, United States","W863+5R Chicago, Illinois, USA",https://www.myrescueplumbing.com/plumber-near-me/humboldt-park-chicago-il/,+1 773-219-6109,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNMLM9izAs0sDmkX6TZTGExOHVA_MZhvc3-EKr_=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:32.185Z,,
https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+Lincoln+Park/data=!4m7!3m6!1s0x6d0024981a6469b:0xfe7872ab14e3bd29!8m2!3d41.9116298!4d-87.6370015!16s%2Fg%2F11krh4fyp5!19sChIJm0amgUkC0AYRKb3jFKtyeP4,Mr. Rooter Plumbing of Lincoln Park,4.9,149,Plumber,,,https://www.mrrooter.com/lincoln-park/?cid=LSTL_MRR000199&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 312-702-1784,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPWXDQY0yOcqh8vdWQRP1YHq78cLNggFschzJK9=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:36.570Z,,
https://www.google.com/maps/place/Plumbers+911+Chicago/data=!4m7!3m6!1s0x880e2d26f6a6e547:0x84c831df5e02c675!8m2!3d41.883253!4d-87.6615141!16s%2Fg%2F11cms3sx5k!19sChIJR-Wm9iYtDogRdcYCXt8xyIQ,Plumbers 911 Chicago,4.6,20,Plumber,"1340 W Washington Blvd #201, Chicago, IL 60607, United States","V8MQ+89 Chicago, Illinois, USA",https://plumbers911chicago.com/,+1 833-758-6911,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipP7UrBzJJlVXbZavQnVs-uIy6sqSe5Ks4wJ4b6r=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:40.891Z,,
https://www.google.com/maps/place/Rocket+Plumbing/data=!4m7!3m6!1s0x880fcdab3fb35563:0x560469ee391b28f7!8m2!3d41.9755517!4d-87.7154579!16s%2Fg%2F11wxlpfjf4!19sChIJY1WzP6vND4gR9ygbOe5pBFY,Rocket Plumbing,4.8,80,Plumber,"3443 W Foster Ave, Chicago, IL 60625, United States","X7GM+6R Chicago, Illinois, USA",https://rocketplumbingnow.com/north-park-plumber/,+1 773-906-7474,Closed ⋅ Opens 7 am Tue,,https://lh3.googleusercontent.com/p/AF1QipO8TxZD-P78axajU3yU9F3dGNkYVdKAwEPYyqt_=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:45.616Z,,
https://www.google.com/maps/place/Discount+Plumbing+Chicago+Inc/data=!4m7!3m6!1s0x2c54a518839a3443:0x67107a24e7ebe132!8m2!3d41.7523135!4d-87.879504!16s%2Fg%2F11v68x0mtz!19sChIJQzSagxilVCwRMuHr5yR6EGc,Discount Plumbing Chicago Inc,4.8,34,Plumber,,,http://www.discountplumbingchicago.com/,+1 773-960-9788,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNX4ENH0V33dZAuTYyM9H9p_6ShPo_bN1nF2JOS=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:50.106Z,,
https://www.google.com/maps/place/Fast+Action+Plumbing/data=!4m7!3m6!1s0x880fd2b3d6aef4e1:0x4ed871da5740faa5!8m2!3d41.8855679!4d-87.7117116!16s%2Fg%2F11f1tw41n7!19sChIJ4fSu1rPSD4gRpfpAV9px2E4,Fast Action Plumbing,4.7,141,Plumber,"3410 W Walnut St, Chicago, IL 60624, United States","V7PQ+68 Chicago, Illinois, USA",,+1 773-425-5076,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMt90i0TCvm-cHgt8BqcLM52eDmUQivlpqdQNVU=w408-h356-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:54.398Z,,
"https://www.google.com/maps/place/Power+Plumbing+%26+Sewer+Contractor,+Inc./data=!4m7!3m6!1s0x880fd2463ffb94c5:0x4c7e580529aa40f2!8m2!3d41.951863!4d-87.66923!16s%2Fg%2F1v5_b0n2!19sChIJxZT7P0bSD4gR8kCqKQVYfkw","Power Plumbing & Sewer Contractor, Inc.",4.1,65,Plumber,"3840 N Ashland Ave, Chicago, IL 60613, United States","X82J+P8 Chicago, Illinois, USA",https://powerplumbinginc.com/,+1 773-248-9574,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPtpVDxPPVQBiciLezt-XnrZVmiIx56NLZVdjYC=w408-h443-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:12:58.868Z,,
https://www.google.com/maps/place/First+Chicago+Plumbing/data=!4m7!3m6!1s0x880fd2a53c36450b:0x897b67c7a2a5dacc!8m2!3d41.958289!4d-87.7254684!16s%2Fg%2F12hng7p0k!19sChIJC0U2PKXSD4gRzNqlosdne4k,First Chicago Plumbing,4.8,268,Plumber,"4245 N Elston Ave, Chicago, IL 60618, United States","X75F+8R Chicago, Illinois, USA",http://firstchicagoplumbing.com/?utm_campaign=gmb,+1 847-262-3786,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNbhG9CZfUblqXXY9fD872PlNJBfxp95sZQ12JK=w408-h407-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:13:03.314Z,,
https://www.google.com/maps/place/Rescue+Plumbing/data=!4m7!3m6!1s0x880fd35d31d7b60b:0x68718f5d77eb8f5a!8m2!3d41.8971157!4d-87.6755869!16s%2Fg%2F11j0jlf_vq!19sChIJC7bXMV3TD4gRWo_rd12PcWg,Rescue Plumbing,4.9,119,Plumber,"839 N Winchester Ave #2r, Chicago, IL 60622, United States","V8WF+RQ Chicago, Illinois, USA",https://myrescueplumbing.com/plumber-near-me/ukrainian-village-chicago-il/,+1 773-219-6265,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMJlcZB9hkVnx6GBo4gWKLxZhisoqGc6Joq1xSq=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:13:07.806Z,,
"https://www.google.com/maps/place/J.+Blanton+Plumbing,+Sewer+%26+Drain/data=!4m7!3m6!1s0x880fd374585d28fb:0xc8d73f2323b5c87e!8m2!3d41.9328424!4d-87.6492684!16s%2Fg%2F11wnmmnv43!19sChIJ-yhdWHTTD4gRfsi1IyM_18g","J. Blanton Plumbing, Sewer & Drain",4.7,204,Plumber,"800 W Diversey Pkwy, Chicago, IL 60614, United States","W9M2+47 Chicago, Illinois, USA",https://jblantonplumbing.com/chicago-lincoln-park,+1 773-831-7574,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNnpAdb7ZNL3kAJG916SwFTgEp1skcQBwfbtV5f=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:13:12.185Z,,
"https://www.google.com/maps/place/Lopez+Plumbing+Systems,+Inc./data=!4m7!3m6!1s0x880e2fe66bf81283:0x9da13976251fcaf9!8m2!3d41.7871056!4d-87.6813426!16s%2Fg%2F11q8gkqg9h!19sChIJgxL4a-YvDogR-cofJXY5oZ0","Lopez Plumbing Systems, Inc.",4.9,229,Plumber,"5840 S Oakley Ave, Chicago, IL 60636, United States","Q8P9+RF Chicago, Illinois, USA",http://www.lopezplumbingsystems.com/,+1 773-424-8225,Closed ⋅ Opens 6 am Tue,,https://lh3.googleusercontent.com/p/AF1QipM6nH99F0mM3lfDHCOlcrI5yMBpVBmKHPYaQ4i-=w408-h544-k-no,true,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:13:16.594Z,,
https://www.google.com/maps/place/Canano+Plumbing/data=!4m7!3m6!1s0x880fd3d337bc0063:0x9d590ee25382e9b8!8m2!3d41.898344!4d-87.731879!16s%2Fg%2F11hz6cq66l!19sChIJYwC8N9PTD4gRuOmCU-IOWZ0,Canano Plumbing,3.8,5,Plumber,,,,+1 312-313-8896,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO9OZw71VJ_PK6NIifA1poLsB1xI4Rzj8W2rcp5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Gold+Coast+CHI+IL/@41.9066994,-87.6253308,14z",2025-11-11T03:13:20.915Z,,
