placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/One+Campus+Martius+Garage/data=!4m7!3m6!1s0x883b2d29c61135bd:0x897f442007341585!8m2!3d42.3331489!4d-83.0459448!16s%2Fg%2F11fj9hxr1s!19sChIJvTURxiktO4gRhRU0ByBEf4k,One Campus Martius Garage,4.3,84,Parking garage,"1140 Farmer St, Detroit, MI 48226, United States","8XM3+7J Detroit, Michigan, USA",https://www.spotangels.com/#id=296930938&?ref=google_maps_website,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-himJajwLOnJwgymYYSj2iFq_YNp9A-f-g_xNQP9VIBbDjsjjIlNX8VlFHWe3i3qSSvhvs6sNuR3E52aCbW4hYkQOYVt60_QcFNRBSXpgOZfCSSNtT1fMsCb1KWWzHKyTQuKCbA=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:29.619Z,,,,
https://www.google.com/maps/place/Ford+Field+Parking+Deck/data=!4m7!3m6!1s0x883b2d2ccc88f503:0xe808ec68e16ebd82!8m2!3d42.3404951!4d-83.0436212!16s%2Fg%2F1hhhwj36s!19sChIJA_WIzCwtO4gRgr1u4WjsCOg,Ford Field Parking Deck,4.4,541,Parking garage,"1902 St. Antoine St, Detroit, MI 48226, United States","8XR4+5H Detroit, Michigan, USA",http://www.fordfield.com/plan-your-visit/parking,+1 313-262-2871,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDc50KxxSrfZHWoGxSLEjakzMpsjq6KTNVIvkm6QfOIdkw8h8WvyhXxBhZ9SydUS-5c4mB1ZiK3EBUCN27e3UXo7PSTNJyVC81XOfALUciOZKo2qlQwABA4bi2JeNAJvT2wUI=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:32.716Z,,,,
https://www.google.com/maps/place/Comerica+Garage/data=!4m7!3m6!1s0x883b2d348dc018b3:0x6f0691f93a1ecf5e!8m2!3d42.3388103!4d-83.0533373!16s%2Fg%2F11gfj6j3qw!19sChIJsxjAjTQtO4gRXs8eOvmRBm8,Comerica Garage,4.2,190,Parking garage,"50 W Montcalm St, Detroit, MI 48201, United States","8WQW+GM Detroit, Michigan, USA",,+1 313-725-3848,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1KueA5ls333lB1LYkt4o_hUNod9oyWAHTogXFCxxMYCpiRLA-v3FzoNkOjca3i2Y4vmi97Mp7Ljuv1jlr1rP5k_SExphj3ufOfh2t44QMlUkxjMAMplBsEXHMFvVGqQnRoCA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:37.851Z,,,,
https://www.google.com/maps/place/Huntington+Place+Parking+Garage/data=!4m7!3m6!1s0x883b2d35b362ea2b:0x364f21e64fb8e0a0!8m2!3d42.3277131!4d-83.0487653!16s%2Fg%2F11gvz9qc1x!19sChIJK-piszUtO4gRoOC4T-YhTzY,Huntington Place Parking Garage,3.7,70,Parking garage,"1 Washington Blvd, Detroit, MI 48226, United States","8XH2+3F Detroit, Michigan, USA",https://www.parkme.com/lot/15980/cobo-parking-garage-detroit-mi,+1 313-259-3540,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOyyY7UxIDAqxht60i094_QKsUx-RB7F7Nj1LmfgAhbOffZmlg_jPTLhsiPLoz6Xkv7HCly_dpQaTFUrKTtVHGZJjDDqJ9imFp0rK934auP0kbThiW0RW8iMV0csnLXbMxGgEL=w426-h240-k-no,false,4 am–10 pm,4 am–10 pm,4 am–10 pm,4 am–10 pm,4 am–10 pm,4 am–10 pm,4 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:42.859Z,,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x883b2d2ee91fe9ff:0xec19f479df801aef!8m2!3d42.3343583!4d-83.0485233!16s%2Fg%2F11mckywfs1!19sChIJ_-kf6S4tO4gR7xqA33n0Gew,Metropolis,3.0,1,Parking garage,"1400 Woodward Ave, Detroit, MI 48226, United States","8XM2+PH Detroit, Michigan, USA",https://parking.com/national/lot/shinola-hotel-valet?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-MI,+1 844-472-7577,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMSvM5MWd-RkrEfX4zIBtWYIym_1XxQujFTlUgJ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:47.967Z,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x883b2d1fb981f4d1:0xa9e3dcd13306e5a9!8m2!3d42.3322519!4d-83.0514402!16s%2Fg%2F11fktz8vcz!19sChIJ0fSBuR8tO4gRqeUGM9Hc46k,Parking,3.6,7,Parking lot,"1119 Washington Blvd, Detroit, MI 48226, United States","8WJX+WC Detroit, Michigan, USA",,+1 313-424-3921,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAJzl6WAEeEwHR4wYud0oHP6ORIbP_zoNduapfMYJ7QCMK5_R5D56hVrOnyGsfUsd8SKYb12B3sWHSTVYrlHJPYokYGvwWb8IPkfUldAAtjIw3Qn8Bx9QKp6UKDDhR6I1svYcQzA=w426-h240-k-no,false,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–2 am,Closed,Closed,6 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:53.027Z,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x883b2dd188fded69:0xc5a37fd7793e8944!8m2!3d42.333147!4d-83.0532285!16s%2Fg%2F11g20_djrl!19sChIJae39iNEtO4gRRIk-edd_o8U,Parking,5.0,1,Parking garage,"1537 Cass Ave, Detroit, MI 48226, United States","8WMW+7P Detroit, Michigan, USA",,+1 586-533-8282,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipNfg2n53bjlNVfY02maosFxZFz6yVSnlfe_XoW0=w408-h543-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:33:58.050Z,,,,
https://www.google.com/maps/place/Detroit+Parking+Violations+Bur/data=!4m7!3m6!1s0x883b2d30d843a975:0xe4b72217391779e8!8m2!3d42.3250335!4d-83.0641517!16s%2Fg%2F1wt3p29k!19sChIJdalD2DAtO4gR6HkXORcit-Q,Detroit Parking Violations Bur,1.2,147,City government office,"1001 10th St, Detroit, MI 48216, United States","8WGP+28 Detroit, Michigan, USA",https://www.dspayments.com/Detroit,+1 313-963-9630,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzl_llQe2H7OoP36ODiwLhY1r6LhK14xUIIk_LuFh8kG2NhQbHIvAiZsfmO4-oK_kq3Up85MeYUQpJhXHJx6vRefS1_OH5g3AcsKwWWGUNHfiNnbzjPnYUIN36wiArUqtGGdvqs=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:02.962Z,,,,
https://www.google.com/maps/place/Greektown+Parking+Garage/data=!4m7!3m6!1s0x883b2da8e58ccbd9:0xb8606e4ae06ea65b!8m2!3d42.3338518!4d-83.0434804!16s%2Fg%2F11gvzf9p4_!19sChIJ2cuM5agtO4gRW6Zu4EpuYLg,Greektown Parking Garage,3.3,127,Parking garage,"1001 Brush St, Detroit, MI 48226, United States","8XM4+GJ Detroit, Michigan, USA",http://www.premierparking.com/,+1 855-487-6727,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNkNLQKmNlwPpgwYYxYCFUjCbXgmkIcvYt8DZ7n=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:08.007Z,,,,
https://www.google.com/maps/place/Parking+garage+concert/data=!4m7!3m6!1s0x883b2d05c68d60fb:0xf25959330dbfc1b9!8m2!3d42.3333969!4d-83.0462796!16s%2Fg%2F11j8mjpwtb!19sChIJ-2CNxgUtO4gRucG_DTNZWfI,Parking garage concert,2.8,6,Parking garage,"1188 Farmer St, Detroit, MI 48226, United States","8XM3+9F Detroit, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZmB01SbOW22YCidsVrXc5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.055523&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:11.145Z,,,,
https://www.google.com/maps/place/Port+Atwater+Parking+Garage/data=!4m7!3m6!1s0x883b2d27d94fa413:0xdbc952a06ed1aec3!8m2!3d42.329458!4d-83.0384783!16s%2Fg%2F1tf_j21g!19sChIJE6RP2SctO4gRw67RbqBSyds,Port Atwater Parking Garage,3.8,158,Parking garage,"200 Beaubien, Detroit, MI 48226, United States","8XH6+QJ Detroit, Michigan, USA",http://www.portatwater.com/,+1 313-259-4833,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx90pJDNPYCxeFxZyDjin63a0UErixhwMLPD0FDlRUhdcTqXu9XefYgXolzso4d8SivNl7tRgL2i6GkUBeSJc7ebrHX5Oau4aZ4Cerx5aFKwAYzThIYp12LZbSMW5b9Xircnx9U=w408-h510-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:16.275Z,,,,
https://www.google.com/maps/place/1401+Garage/data=!4m7!3m6!1s0x883b2d78c645de91:0xfbb9265b9ac054a9!8m2!3d42.3322021!4d-83.0548898!16s%2Fg%2F11fhzbmtd7!19sChIJkd5FxngtO4gRqVTAmlsmufs,1401 Garage,4.2,21,Parking garage,"1401 1st St, Detroit, MI 48226, United States","8WJW+V2 Detroit, Michigan, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHWm9ZoM2-y0P75CdLqqCoVtEjn-GUgcUlVIcV9Jxi2geos6JqNkK43HCCgkSDQRmmH6pgSOecJW3-IpSIXs8I7q_9tLEclxVvk9_1rjpQaQdqSe54IqbWpYuQvsW61weyLcF8=w408-h725-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:21.143Z,,,,
https://www.google.com/maps/place/Mobile+Parking+Systems+LTD/data=!4m7!3m6!1s0x883b2deace8f8f75:0x329140275949ca7b!8m2!3d42.3310328!4d-83.0510209!16s%2Fg%2F11k_pk3f80!19sChIJdY-PzuotO4gRe8pJWSdAkTI,Mobile Parking Systems LTD,2.5,2,Parking lot,"326 W Lafayette Blvd, Detroit, MI 48226, United States","8WJX+CH Detroit, Michigan, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxUZJ70ntSe95K2D47M0dKrWIrZW8aBdWfxTJGk88ElzVT3hCEPuXiCxIaBcKJEVoGZNDsNSZN-pdgAXDZrFJxPJVTbYBbJramJ0soBZVZszaLQPsfTpSEjPZAf0F6HeQGYMHRDSpNr6Q5h=w408-h272-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:24.109Z,,,,
"https://www.google.com/maps/place/Park-Rite,+Inc./data=!4m7!3m6!1s0x883b2d3136cd0b6b:0xdd4911bd51e50f4e!8m2!3d42.334124!4d-83.0513381!16s%2Fg%2F1tdfzd8b!19sChIJawvNNjEtO4gRTg_lUb0RSd0","Park-Rite, Inc.",1.9,45,Parking garage,"1426 Times Square, Detroit, MI 48226, United States","8WMX+JF Detroit, Michigan, USA",,+1 313-964-3111,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxb7UQxT5abOncFG_wzY1er5JpkReiKuM3kDX8YdQq7J7tybnroi5egka9qmQbRqvpZJVIaNO_sVofi4ZKaLf1Q5JKHpt5Ge_mpKdTcwF1H-txNRkrRbq7YIOaz7zNxLd54dIl4A=w408-h541-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:27.054Z,,,,
https://www.google.com/maps/place/Z+Deck+Garage/data=!4m7!3m6!1s0x883b2d2e1c654a69:0xbb0f82490f1070bf!8m2!3d42.333539!4d-83.0463807!16s%2Fg%2F11tjbvbl6v!19sChIJaUplHC4tO4gRv3AQD0mCD7s,Z Deck Garage,1.9,52,Parking lot,"164 Gratiot Ave, Detroit, MI 48226, United States","8XM3+CC Detroit, Michigan, USA",,+1 855-487-6727,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLPKKqL3mXtRKhAZOVIxSxWzaUDWvpoFm-t2oEIZlMTTytBl-mgGZmFq4qW_MvSYtuMU_iZ-lCgbLbG0BOuejH0vSQyQZIIfZei03_Kwy4q31J2P5jtRu3HfDTocK6UXTqLELCAw=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:30.204Z,,,,
https://www.google.com/maps/place/Compuware+Employee+Parking/data=!4m7!3m6!1s0x883b2d2e3e46c9cd:0xe1d1fbab7ed63d98!8m2!3d42.3331489!4d-83.0459448!16s%2Fg%2F11cjh_fsbk!19sChIJzclGPi4tO4gRmD3Wfqv70eE,Compuware Employee Parking,4.0,17,Parking garage,"1140 Farmer St, Detroit, MI 48226, United States","8XM3+7J Detroit, Michigan, USA",,+1 855-487-6727,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfqmNhjYpVknZ9zdIdlwApY0zuVq4sa8OUNxBPxr3KZ-7038iqs30KweMJGNzY3SLZqrjO0ITWMEtGsDDI8ljCAF1rZmgpJjsO10OOp34ofm2d23Vnk0zhzv4j_3I0llGYUmYJ=w408-h300-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-10-28T18:34:35.370Z,,,,
