placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,attributes
https://www.google.com/maps/place/Hannes+Associates+Limited/data=!4m7!3m6!1s0x89e445f569173b65:0x1bcebc595b8977a5!8m2!3d41.8084432!4d-71.4554675!16s%2Fg%2F1tdpn2ty!19sChIJZTsXafVF5IkRpXeJW1m8zhs,Hannes Associates Limited,4.9,626,Tax preparation service,"240 Pocasset Ave Ste 1, Providence, RI 02909, United States","RG5V+9R Providence, Rhode Island, USA",http://www.hannesassociatesltd.com/,+1 401-942-2510,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMj6FaBoGV7hHLtCDSc5uDFCerTypGXmcyHR2Tk=w408-h260-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:31.667Z,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,,,
"https://www.google.com/maps/place/Charland,+Marciano+%26+Company,+CPAs,+LLP/data=!4m7!3m6!1s0x89e4456b7773199d:0xccd7601c4edbec58!8m2!3d41.8172809!4d-71.411308!16s%2Fg%2F1tgm3wpd!19sChIJnRlzd2tF5IkRWOzbThxg18w","Charland, Marciano & Company, CPAs, LLP",4.9,9,Accountant,"18 Imperial Pl # 1D, Providence, RI 02903, United States","RH8Q+WF Providence, Rhode Island, USA",http://cm-cpas.com/,+1 401-331-9600,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMIqoWMR8QuVK_DKZ_o7CndCPxX2UCdvtY0bvM=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:36.912Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Anthony+V+Ricci,+CPA,+Inc./data=!4m7!3m6!1s0x89e44f1f805f77a1:0xabbb5fb7d1573b53!8m2!3d41.7256605!4d-71.4556416!16s%2Fg%2F1tvtcc59!19sChIJoXdfgB9P5IkRUztX0bdfu6s","Anthony V Ricci, CPA, Inc.",5.0,45,Accountant,"100 Metro Center Blvd Suite 1 - Left, Warwick, RI 02886, United States","PGGV+7P Warwick, Rhode Island, USA",http://www.ariccicpa.com/,+1 401-942-6900,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPzjfM4RI5HeDI6DJFfVYHBdKPY_HY01E3wZ1Nb=w408-h391-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:42.020Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mario+J+Carneiro+CPA+Ltd/data=!4m7!3m6!1s0x89e45ac07bfe6ce5:0x23a5b67c22ebe5da!8m2!3d41.8114275!4d-71.3612561!16s%2Fg%2F1tk70j8w!19sChIJ5Wz-e8Ba5IkR2uXrIny2pSM,Mario J Carneiro CPA Ltd,5.0,5,Certified public accountant,"577 Warren Ave, East Providence, RI 02914, United States","RJ6Q+HF East Providence, Rhode Island, USA",,+1 401-434-6996,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MD5zcFrV0mCczoWBw8k7Wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.38884&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:44.839Z,,,,,,,,,,
https://www.google.com/maps/place/Portuguese+Beneficial+Associates/data=!4m7!3m6!1s0x89e4546e83d19717:0x10dc6c02ba8785!8m2!3d41.67572!4d-71.2721665!16s%2Fg%2F1tfff697!19sChIJF5fRg25U5IkRhYe6AmzcEAA,Portuguese Beneficial Associates,4.3,11,Association / Organization,"9 St Elizabeth St, Bristol, RI 02809, United States","MPGH+74 Bristol, Rhode Island, USA",,+1 401-253-7144,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G6AAw-e6mdnI2VXdOE93fQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.7554193&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:47.508Z,,,,,,,,,,
https://www.google.com/maps/place/Craftsmen+CPAs/data=!4m7!3m6!1s0x89e456cd6b51df2f:0xefd04fe3a17b1e1d!8m2!3d41.729932!4d-71.2856345!16s%2Fg%2F11g9gpy4m4!19sChIJL99Ra81W5IkRHR57oeNP0O8,Craftsmen CPAs,,,Bookkeeping service,"64 Church St Unit #3, Warren, RI 02885, United States","PPH7+XP Warren, Rhode Island, USA",http://www.craftsmencpas.com/,+1 401-331-5655,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZyqeuguyJeSttCs2hVH-eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.49092&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:52.323Z,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,,,
"https://www.google.com/maps/place/Joseph+Accetturo+II,+CPA+%2F+Accetturo+Advisors+Certified+Public+Accountants/data=!4m7!3m6!1s0x89e4442c60081841:0x34a88cce6e6fb034!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1pzvqx866!19sChIJQRgIYCxE5IkRNLBvbs6MqDQ","Joseph Accetturo II, CPA / Accetturo Advisors Certified Public Accountants",5.0,2,Certified public accountant,,,http://www.cpajpa.com/,+1 401-366-6969,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMWOI4rzvK8gCLwcc0bBT22PNarHfnTGv6WTlHY=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:21:57.430Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Edward+M.+Simpson,+CPA/data=!4m7!3m6!1s0x89e45b16e1c08bc3:0x16483fdb69b45973!8m2!3d41.839922!4d-71.354338!16s%2Fg%2F1tdq24c3!19sChIJw4vA4RZb5IkRc1m0ads_SBY","Edward M. Simpson, CPA",4.4,19,Certified public accountant,"20 Newman Ave #9010, Rumford, RI 02916, United States","RJQW+X7 Rumford, East Providence, RI, USA",http://www.edsimpsoncpa.com/,+1 401-434-4448,Open ⋅ Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=389--YxGJsKZ6YIpxXeyaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.18994&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:02.471Z,9 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–7 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/D%27Amico+%26+Forrest+CPAs+Inc/data=!4m7!3m6!1s0x89e44507d94e66ff:0x5abb6d0d216e5d0d!8m2!3d41.8321593!4d-71.4280528!16s%2Fg%2F11v0byjntd!19sChIJ_2ZO2QdF5IkRDV1uIQ1tu1o,D'Amico & Forrest CPAs Inc,5.0,2,Consultant,"728 Valley St, Providence, RI 02908, United States","RHJC+VQ Providence, Rhode Island, USA",https://www.damicoforrestcpa.com/contact.htm,+1 401-273-4700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JTBndZerIXaIQgF3NBXSjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.43134&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:05.189Z,,,,,,,,,,
https://www.google.com/maps/place/Satterley+Accounting+Services/data=!4m7!3m6!1s0x89e455a77613fa67:0xdde8063e30431be0!8m2!3d41.5935695!4d-71.2977985!16s%2Fg%2F11r2rwfyh8!19sChIJZ_oTdqdV5IkR4BtDMD4G6N0,Satterley Accounting Services,5.0,2,Accounting firm,,,,+1 401-264-1975,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP4T5_cNcN5XlZ07DKg5G_XvJwZWDHO15RWNae1=w498-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:10.058Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Identifies as women-owned,,
"https://www.google.com/maps/place/Ford+%26+Messere,+Inc./data=!4m7!3m6!1s0x89e454d49e65aee3:0x2a968f3cef5eb1a1!8m2!3d41.6115431!4d-71.2459829!16s%2Fg%2F12nv9y0hf!19sChIJ465lntRU5IkRobFe7zyPlio","Ford & Messere, Inc.",5.0,13,Tax preparation service,"3047 E Main Rd #5, Portsmouth, RI 02871, United States","JQ63+JJ Portsmouth, Rhode Island, USA",https://fordandmessere.com/,+1 401-683-7760,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Uc-V1Y49P_vMYzmqplJYAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.17537&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:15.113Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Farmer+%26+First,+P.C/data=!4m7!3m6!1s0x89e456cdc1e50809:0xff1963f1155f1190!8m2!3d41.7293579!4d-71.282657!16s%2Fg%2F1td4w8tm!19sChIJCQjlwc1W5IkRkBFfFfFjGf8","Farmer & First, P.C",5.0,2,Accountant,"6 State St, Warren, RI 02885, United States","PPH8+PW Warren, Rhode Island, USA",http://www.farmerfirstcpas.com/,+1 401-247-1040,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qsWg5KEq-Vu4Ca4WTaGD0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.30597&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:20.271Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Stephen+M+Muscatelli,+CPA/data=!4m7!3m6!1s0x89e4459cbec31ddf:0xac60bdfd6520fadd!8m2!3d41.8621354!4d-71.4593558!16s%2Fg%2F11spltrsxd!19sChIJ3x3DvpxF5IkR3fogZf29YKw","Stephen M Muscatelli, CPA",5.0,1,Certified public accountant,"1815 Mineral Spring Ave, North Providence, RI 02904, United States","VG6R+V7 North Providence, Rhode Island, USA",,+1 401-232-1120,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JOjyUcf4LfWyJ3sB4dvDGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.37534&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:25.194Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Holmes+Barbara+M+CPA/data=!4m7!3m6!1s0x89e4510ec2e91345:0x8a0d07e607cfdb4b!8m2!3d41.735084!4d-71.3276471!16s%2Fg%2F1tjkgth4!19sChIJRRPpwg5R5IkRS9vPB-YHDYo,Holmes Barbara M CPA,5.0,1,Certified public accountant,"420 Middle Hwy, Barrington, RI 02806, United States","PMPC+2W Barrington, Rhode Island, USA",,+1 401-247-3084,Closed ⋅ Opens 10:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iPGY1kwryK50lqoj_hdvmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.29226&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:30.108Z,Closed,10:30 am–5 pm,10:30 am–5 pm,10:30 am–5 pm,10:30 am–5 pm,10:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Riverside+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x89e4506bad16f5f7:0xf169c4fa7293e9e7!8m2!3d41.8211134!4d-71.3560818!16s%2Fg%2F11c2y7sf31!19sChIJ9_UWrWtQ5IkR5-mTcvrEafE,Riverside Tax & Accounting Services,4.6,8,Certified public accountant,"1990 Pawtucket Ave, East Providence, RI 02914, United States","RJCV+CH East Providence, Rhode Island, USA",http://www.riversidetaxservices.com/,+1 401-919-4015,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2QRsOSqcnRfUZnrRmDCoxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.020065&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:35.030Z,Closed,10 am–3:30 pm,10 am–3:30 pm,10 am–3:30 pm,10 am–3:30 am,Closed,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/New+Economy/data=!4m7!3m6!1s0x89e444bb851fd3d3:0x19ff0e6f532b404d!8m2!3d41.8201601!4d-71.408458!16s%2Fg%2F11c3xcyj9x!19sChIJ09MfhbtE5IkRTUArU28O_xk,New Economy,5.0,33,Accounting firm,"District Hall, 225 Dyer St, Providence, RI 02903, United States","RHCR+3J Providence, Rhode Island, USA",http://neweconomycpa.com/,+1 401-256-2404,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipP6ArSS-2mMdD1c0OV7br4R4wpP4ONI0TnWHiWF=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:40.084Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Mullen+Scorpio+%26+Cerilli:+Scorpio+Anthony+W+CPA/data=!4m7!3m6!1s0x89e4450c6e0c29d5:0x8340f11ffaa08946!8m2!3d41.825066!4d-71.422547!16s%2Fg%2F1thctbzk!19sChIJ1SkMbgxF5IkRRomg-h_xQIM,Mullen Scorpio & Cerilli: Scorpio Anthony W CPA,5.0,1,Accountant,"67 Cedar St #106, Providence, RI 02903, United States","RHGG+2X Providence, Rhode Island, USA",http://www.mullenscorpiocerilli.com/,+1 401-751-3860,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=plgEoHVWltmSJjzViW9RgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.520004&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:45.103Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Ebenezer+Tax+%26+Services+Providence/data=!4m7!3m6!1s0x89e445d1888bd9c1:0xc137e427ea95b43b!8m2!3d41.8596329!4d-71.4720996!16s%2Fg%2F11sr038x32!19sChIJwdmLiNFF5IkRO7SV6ifkN8E,Ebenezer Tax & Services Providence,4.9,138,Tax preparation service,"1998 Mineral Spring Ave #3, North Providence, RI 02904, United States","VG5H+V5 North Providence, Rhode Island, USA",http://www.ebenezertaxservices.com/,+1 401-271-0333,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM6HNIPWdwT-1n9w9PGxg1tKGUn-S7yIb6ZoiHZ=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:49.868Z,Closed,9 am–7 pm,9 am–5 pm,9 am–5 pm,9 am–7 pm,9 am–4 pm,Closed,,,
https://www.google.com/maps/place/Orefice+%26+Caliri/data=!4m7!3m6!1s0x89e4508f3bd885cd:0xf8f0228b333570a3!8m2!3d41.775221!4d-71.3279424!16s%2Fg%2F1tkb63hk!19sChIJzYXYO49Q5IkRo3A1M4si8Pg,Orefice & Caliri,4.8,5,Tax preparation service,"1445 Wampanoag Trl # 117, Riverside, RI 02915, United States","QMGC+3R Riverside, East Providence, RI, USA",http://www.oreficeandcaliri.com/,+1 401-433-3636,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pIalgTUbMSi4Y7wBloFHuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.05655&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2025-10-19T16:22:55.106Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
