placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes
https://www.google.com/maps/place/MW+Electrical+Services+Ltd/data=!4m7!3m6!1s0x4879317c622b9dbf:0x7d2e1cb5d266a4a1!8m2!3d53.9393243!4d-1.0792414!16s%2Fg%2F1tj6tbf8!19sChIJv50rYnwxeUgRoaRm0rUcLn0,MW Electrical Services Ltd,5.0,154,Electrician,"31 St Oswald's Rd, Fulford, York YO10 4PF, United Kingdom","WWQC+P8 Fulford, York, UK",http://www.york-electrical.co.uk/,+44 7889 042183,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPixGjzHxm2LWBiwz1sfBbPmfpM0eqVDTyPLqjo=w408-h407-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:02:42.985Z,,
https://www.google.com/maps/place/CG+Electrical+York/data=!4m7!3m6!1s0x487931981c282ab7:0x5715029abdd30e0e!8m2!3d53.9867354!4d-1.0679561!16s%2Fg%2F11fkq1mfvn!19sChIJtyooHJgxeUgRDg7TvZoCFVc,CG Electrical York,5.0,27,Electrician,"7 Alexander Ave, Huntington, York YO31 9HX, United Kingdom","XWPJ+MR Huntington, York, UK",http://www.cgelectricalyork.co.uk/,+44 7786 739664,,https://lh3.googleusercontent.com/p/AF1QipO06P8Docf_1WX5-v2sDdojHKQEf3-8tqe7GObq=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:02:45.801Z,,
https://www.google.com/maps/place/MAD+About+Electrics/data=!4m7!3m6!1s0x4879313933b7b305:0xcdd7683b4688fe9e!8m2!3d53.9672452!4d-1.1208834!16s%2Fg%2F11gbwxtgd3!19sChIJBbO3MzkxeUgRnv6IRjto180,MAD About Electrics,4.9,137,Electrician,"Unit 2, Acomb, York YO26 5NB, United Kingdom","XV8H+VJ York, UK",https://madaboutelectrics.com/,+44 1904 787983,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNyKHqN3CN3q97WioqdXcKs0x026RYzYfK2tGjh=w425-h240-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:02:50.777Z,,
https://www.google.com/maps/place/Judge+Electrical+Ltd/data=!4m7!3m6!1s0x4879318c1bf9b9db:0xa91b3952d5f23880!8m2!3d53.9567139!4d-1.0670764!16s%2Fg%2F1tg4kxf0!19sChIJ27n5G4wxeUgRgDjy1VI5G6k,Judge Electrical Ltd,5.0,153,Electrician,"The Raylor Centre, James St, York YO10 3DW, United Kingdom","XW4M+M5 York, UK",http://www.judgeelectrical.co.uk/,+44 1904 414035,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPJBMOF0YeVDydSC7FzZ-_68d7ewwo5ZEAyUbrT=w408-h272-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:02:55.794Z,,
https://www.google.com/maps/place/T.W+Electrical+Services/data=!4m7!3m6!1s0x4879312e1d204021:0x93d8b28f7fa64c02!8m2!3d53.9593386!4d-1.1335265!16s%2Fg%2F11h9wlz20d!19sChIJIUAgHS4xeUgRAkymf4-y2JM,T.W Electrical Services,5.0,17,Electrician,"92 Jute Rd, Acomb, York YO26 5EW, United Kingdom","XV58+PH York, UK",https://www.tw-electricalservices.co.uk/,+44 1904 530781,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOMEk6YNbbo8rw6LPxCs36TjMzUD-wVdAdytOE3=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:00.693Z,,
https://www.google.com/maps/place/Deighton+Electrical+Services+LTD/data=!4m7!3m6!1s0x487933a5c189a8d9:0xf1414ba3229499a8!8m2!3d54.0012409!4d-1.0525521!16s%2Fg%2F11gjhb4b2x!19sChIJ2aiJwaUzeUgRqJmUIqNLQfE,Deighton Electrical Services LTD,4.9,52,Electrician,"22 Witham Dr, Huntington, York YO32 9YD, United Kingdom","2W2W+FX Huntington, York, UK",http://www.deighton-electrical.co.uk/,+44 7979 745340,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOQDSJ7X6KsXZ7K2t4PMrn5eyF4nUPdqtsELeo8=w408-h408-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:05.737Z,,
https://www.google.com/maps/place/Castle+Electrics+%282010%29+Ltd/data=!4m7!3m6!1s0x487931243e8e1235:0x9d541598c1291565!8m2!3d53.9554309!4d-1.1220902!16s%2Fg%2F1v7tkx17!19sChIJNRKOPiQxeUgRZRUpwZgVVJ0,Castle Electrics (2010) Ltd,4.7,109,Appliance store,"1 Beaconsfield St, Acomb, York YO24 4NB, United Kingdom","XV4H+55 York, UK",https://www.castleelectrics.co.uk/,+44 1904 783931,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEqfjvhqS5F7A8GJhLX0uMMGJAl0G5wo_Z4Dd0=w428-h240-k-no,true,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:10.590Z,,· In-store pick-up · Delivery
https://www.google.com/maps/place/S-T-N+ELECTRICAL/data=!4m7!3m6!1s0x4879312839aeff69:0xdde7580c73033a6e!8m2!3d53.9500407!4d-1.1288535!16s%2Fg%2F1tjfgby9!19sChIJaf-uOSgxeUgRbjoDcwxY590,S-T-N ELECTRICAL,4.8,19,Electrician,"2 Cornlands Rd, York YO24 3DU, United Kingdom","XV2C+2F York, UK",,+44 1904 796392,Closed · Opens 8 am Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MlNtp2BJ2WCEv9YEKl9KcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.58798&pitch=0&thumbfov=100,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:15.515Z,,
https://www.google.com/maps/place/Yorvik+Electrical+Contractors+Ltd/data=!4m7!3m6!1s0x487931b9f1325147:0xc83e6a64fc5a3052!8m2!3d53.9615374!4d-1.06618!16s%2Fg%2F1w2ytdj_!19sChIJR1Ey8bkxeUgRUjBa_GRqPsg,Yorvik Electrical Contractors Ltd,4.9,27,Electrician,"Swan House, Little Hallfield Rd, Tang Hall, York YO31 7XP, United Kingdom","XW6M+JG York, UK",http://www.yorvik-electric.co.uk/,+44 1904 422157,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy6GJOjV1_Ij-ADSskT3EG903vkAHQxJECOAO5XRVaeh0xE2rwA8QZKdJvPE7F5NAnzpqqfNXFE46oivVQyMTa9Z8s-STS7Hvugvu_1gvDlo069Q8MIauU_enpAtPo3lUZ5cHs=w532-h240-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:20.606Z,,
https://www.google.com/maps/place/Mjh+electrical/data=!4m7!3m6!1s0x48793186b0d9328b:0xe9ab59b6529d90f9!8m2!3d53.9619324!4d-1.0553311!16s%2Fg%2F11gz9djdvm!19sChIJizLZsIYxeUgR-ZCdUrZZq-k,Mjh electrical,5.0,23,Electrician,"37 Starkey Cres, Tang Hall, York YO31 0SX, United Kingdom","XW6V+QV York, UK",,+44 7568 505896,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOCq61U1OgUarR5gEsyjP_RjunEEQ33mqSulFL6=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:26.165Z,,
https://www.google.com/maps/place/Bright+Sparks+of+York/data=!4m7!3m6!1s0xaaed06365689f637:0x70fa22ab1ceb4dc7!8m2!3d53.9755393!4d-1.1352961!16s%2Fg%2F11t7_7kqvk!19sChIJN_aJVjYG7aoRx03rHKsi-nA,Bright Sparks of York,5.0,45,Electrician,"Independence House, Millfield Ln, York YO26 6PH, United Kingdom","XVG7+6V York, UK",http://brightsparks-york.com/,+44 1904 530735,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBg3VevU8SugFbkG5U-rqg5bnQ1VtbWnBeP_AN2NNkOcjR6vknzcvUYhgqoEMdAUy1exBJAv3rT8pLPEijzhTzMxgD9MconD3MaU4ROw4Fn6WceWkneicIVHqIjjpjfjlWIu7mZQ=w544-h240-k-no,true,10 am–5 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:31.484Z,,
https://www.google.com/maps/place/Tower+Electrics+Ltd/data=!4m7!3m6!1s0x48792e01117f9805:0x7af59da1709e27c!8m2!3d53.9895208!4d-1.0322248!16s%2Fg%2F11f4pm494h!19sChIJBZh_EQEueUgRfOIJF9pZrwc,Tower Electrics Ltd,4.9,11,Electrician,"16 Hopgrove Ln N, York YO32 9TF, United Kingdom","XXQ9+R4 York, UK",http://www.towerelectrics.com/,+44 7854 904270,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOp0zMNpYA7-TF0BWSGbGQxNMrDhZ20Ty3J23W3=w426-h240-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:37.026Z,,
https://www.google.com/maps/place/Elcocks+Ltd./data=!4m7!3m6!1s0x48793053b3a0f0a9:0x47e805bfcdac4f4b!8m2!3d53.9459937!4d-1.0776401!16s%2Fg%2F1ts1m4f_!19sChIJqfCgs1MweUgRS0-szb8F6Ec,Elcocks Ltd.,4.2,39,Tool store,"Office 5, Fulford Industrial Estate, Fulford Ind estate, 39 Hospital Fields Rd, York YO10 4FT, United Kingdom","WWWC+9W York, UK",https://elcocks.co.uk/,+44 1904 611100,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOzojVUA3kR47Dp7rFcmn01pDLSv0HKOsm3n7b8=w408-h304-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:41.988Z,,· In-store shopping · In-store pick-up · Delivery
https://www.google.com/maps/place/Clifton+Moor+Electrical+Services/data=!4m7!3m6!1s0x4879312aa5794f6f:0x40d8864341f03b62!8m2!3d53.9901547!4d-1.112434!16s%2Fg%2F11lm7pr35x!19sChIJb095pSoxeUgRYjvwQUOG2EA,Clifton Moor Electrical Services,5.0,8,Contractor,"39 St James Cl, Rawcliffe, York YO30 5WL, United Kingdom","XVRQ+32 Rawcliffe, York, UK",http://www.cliftonmoorelectricalservices.co.uk/,+44 7985 236449,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP0Dpq6_j1jyzq6HZrbLxq5YhHu5dXrXp-qKN3b=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:47.249Z,Identifies as women-owned,
https://www.google.com/maps/place/Electric+City/data=!4m7!3m6!1s0x4879317d18a80c5b:0xdd47104083a08c72!8m2!3d53.9902991!4d-1.1003634!16s%2Fg%2F1tcxp5gc!19sChIJWwyoGH0xeUgRcoygg0AQR90,Electric City,5.0,9,Electrician,"The York Eco Business Centre, Amy Johnson Way, York YO30 4AG, United Kingdom","XVRX+4V Rawcliffe, York, UK",http://www.ecyltd.com/,+44 7885 331255,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwt60G2zZwgZHdAhbld5wfrtwbM2I3YtfBWn6etNvn5wuGEx7cfhIQ33C6BndGBsq0OOGe2aVLq-cRkkkiTTV80YlK1eeaVTdm3o-hMlihNocWABWr3bsXu8YWmvAyntakQuzb-=w408-h319-k-no,true,10 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:52.131Z,,
"https://www.google.com/maps/place/A2Z+Maintenance,+Electrical,+Joinery+%26+Handyman/data=!4m7!3m6!1s0x48793182ff435971:0xf2c0d25b27492f50!8m2!3d54.0657177!4d-1.2080181!16s%2Fg%2F11gydlxw9r!19sChIJcVlD_4IxeUgRUC9JJ1vSwPI","A2Z Maintenance, Electrical, Joinery & Handyman",5.0,23,Electrician,,,https://www.a2z-maintenance.com/,+44 7894 330726,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPhxFS2mIYarrEQQQZOiAXECCy8JZ4-RLtTBlyC=w408-h306-k-no,true,9 am–12:30 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:03:57.104Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Innovate+Electrical+York/data=!4m7!3m6!1s0x487931e255e3e9f1:0x6aed7a1623952b8!8m2!3d53.9652721!4d-1.1374032!16s%2Fg%2F11r7qfp3sl!19sChIJ8enjVeIxeUgRuFI5YqHXrgY,Innovate Electrical York,5.0,13,Electrician,"34 Grayshon Dr, Acomb, York YO26 5RG, United Kingdom","XV87+42 York, UK",https://innovateelectricalyork.com/,+44 7950 466942,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMUZqYTflHBejMk1eg0ioiiCcrPGFkLXBIecA-8=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:04:02.042Z,,
https://www.google.com/maps/place/Rylec+Electrical+Services+York/data=!4m7!3m6!1s0x48793197c6a65ab3:0x8b32a780700e9ef4!8m2!3d53.9318446!4d-1.2077136!16s%2Fg%2F11fkllp58q!19sChIJs1qmxpcxeUgR9J4OcICnMos,Rylec Electrical Services York,5.0,9,Electrical installation service,,,https://rylecelectrical.co.uk/,+44 7502 241683,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNqgBcrN39qoxEbLJsHOM22q41dBO68_bBlc6Um=w408-h306-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:04:06.617Z,,
https://www.google.com/maps/place/Simpson+%26+Wood+Ltd/data=!4m7!3m6!1s0x48792e0b1df119f1:0xcab5921ba30b153c!8m2!3d53.9903255!4d-1.0129157!16s%2Fg%2F1tr172d2!19sChIJ8RnxHQsueUgRPBULoxuStco,Simpson & Wood Ltd,4.6,12,Electrician,"Units 7 - 10 The, Stockton Ln, York YO32 9LE, United Kingdom","XXRP+4R Stockton on the Forest, York, UK",http://www.simpsonandwood.co.uk/,+44 1904 400144,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k-kGByuQnqc92U8ofGvbsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.67813&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:04:11.619Z,,
https://www.google.com/maps/place/Y.O+Electrical/data=!4m7!3m6!1s0x48793100372caa3d:0x1ccd862b13598dfd!8m2!3d53.9585965!4d-1.0805916!16s%2Fg%2F11xd4km6rq!19sChIJPaosNwAxeUgR_Y1ZEyuGzRw,Y.O Electrical,5.0,11,Electrician,,,https://yoelectrical.co.uk/,+44 7964 336190,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO54mDhJbkq6YGftEa-mdE5YyAtP8NNoCpNNJ97=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-01-10T23:04:16.505Z,,
