placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x88626b824a680d19:0x50ea5a9646d63c37!8m2!3d34.7346323!4d-86.6231528!16s%2Fg%2F1tlw9tjz!19sChIJGQ1oSoJrYogRNzzWRpZa6lA,Express Oil Change & Tire Engineers,4.8,1072,Oil change service,"3819 University Dr NW, Huntsville, AL 35816, United States","P9MG+VP Huntsville, Alabama, USA",https://www.expressoil.com/stores/huntsville/al/0021/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=0021,+1 256-518-9670,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerpKlXoU4iOxb3UMtEa_LlzPauaRvwf-RJwmc7kBuM2PuSc3hQqQLlAGZWC1mdaEboWDTW2Gyza-5pNVKhIqy53V5O8lPFP9Q2ZkKX5IHchcHvQ51IU98XbpMufjqAvIM1vBx16j2756WTc=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:19.875Z,,,
https://www.google.com/maps/place/Brian%27s+Tire+%26+Service/data=!4m7!3m6!1s0x88626b8d9b99c70b:0x6f305a8f2e587f31!8m2!3d34.7380376!4d-86.6379648!16s%2Fg%2F1wrgkx0l!19sChIJC8eZm41rYogRMX9YLo9aMG8,Brian's Tire & Service,4.8,491,Car repair and maintenance service,"1024 Putman Dr NW, Huntsville, AL 35816, United States","P9Q6+6R Huntsville, Alabama, USA",https://brianstireandservice.com/,+1 256-704-8473,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepI6zVMWskDgMlh9EUI4kBQnfI2rKgzqb1AgVEU-XhjwQuQZ_yrva-XerQMeWjwbDQArIJ1bZrur10TJjdhadZORd31fIM3SJgrLxb7yR4vmnu334NDCr2y_5f_v-bqQbYWdbotZR4H1_w=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:25.506Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Tire+Max/data=!4m7!3m6!1s0x88626b7907c4a8bd:0xabba482ea10623d5!8m2!3d34.7398744!4d-86.6284483!16s%2Fg%2F1tfln4v0!19sChIJvajEB3lrYogR1SMGoS5Iuqs,Tire Max,3.9,290,Tire repair shop,"1213 Jordan Ln NW, Huntsville, AL 35816, United States","P9QC+WJ Huntsville, Alabama, USA",,+1 256-534-0303,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYUwSUwrkzyNU3OrpLdiGKnRlK1oTo7Nj8mGa_gVPUyOQnDrcIO3NXn2lE-nM-nND1mzQinMpKhJcCuBTXlse9hEnT0IkN9LwrvQpX8oDrXsHyx2eEVeurKdFBrFxTOKEXOkE=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:30.667Z,,,
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x88626cb606f7e411:0xc82338094aaf4bdb!8m2!3d34.7050189!4d-86.5856536!16s%2Fg%2F1tcx_kmq!19sChIJEeT3BrZsYogR20uvSgk4I8g,Express Oil Change & Tire Engineers,4.8,1003,Oil change service,"503 Drake Ave SW, Huntsville, AL 35801, United States","PC47+2P Huntsville, Alabama, USA",https://www.expressoil.com/stores/huntsville/al/0019/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=0019,+1 256-518-2056,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq9NQ0990r_aT1NC6mNIBOHO5A8TjnNO1sgPe_XgQQGhb1evKn6xE_0SNgyBu8uAcyYDJAmg9zbW_M5rGy2E0RVrc-KWw4Bj0F4rAf0pGV0gn-9r-XKGSjXdmeTZgSoibAk7k56bJmKrqE=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:35.598Z,,,
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x88626cbde8849c9f:0x4d45ef1047891a04!8m2!3d34.7109704!4d-86.5995764!16s%2Fg%2F1w8wbrr7!19sChIJn5yE6L1sYogRBBqJRxDvRU0,Express Oil Change & Tire Engineers,4.8,1031,Oil change service,"2549 Bob Wallace Ave SW, Huntsville, AL 35805, United States","PC62+95 Huntsville, Alabama, USA",https://www.expressoil.com/stores/huntsville/al/0010/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=0010,+1 256-535-0877,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep_-0tKuVYOmlw4f6gG1Wy0-81eQSXdFaejcCKCqdDnr4a6dK8ZzUl1gPo7SkRivGVLuosBzDvCD0q2eYDMK9PbL56xLjDCATgXxuliU-aLT7S2a8Uw_R-lvPfGRA8mZpfIu9lPNzkv7KtJ=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:40.663Z,,,
https://www.google.com/maps/place/A+and+a+used+tire/data=!4m7!3m6!1s0x88626be93ac46b59:0x1e4156a669a8b288!8m2!3d34.7415539!4d-86.6275649!16s%2Fg%2F11k9lgs0db!19sChIJWWvEOulrYogRiLKoaaZWQR4,A and a used tire,4.4,105,Tire shop,"1228 Jordan Ln NW, Huntsville, AL 35816, United States","P9RC+JX Huntsville, Alabama, USA",,+1 256-489-3415,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJDxZfpv7C7ahG0toowNGAZHq3H9M-ZpVhZFe0GAdeEs08wcvaFeVoxm5td0kVRfqMQFeOJIpoZtEpeUSNjFGH4D9GG6RtoklU_1aPhRxwW5G1iakci13jJVuNUaCf1Vt8OBg=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:45.865Z,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88626cba3f75b3bb:0x6385d71bfa74d7f0!8m2!3d34.7117106!4d-86.591851!16s%2Fg%2F1v3dsvzf!19sChIJu7N1P7psYogR8Nd0-hvXhWM,Firestone Complete Auto Care,4.4,531,Tire shop,"2010 Bob Wallace Ave SW, Huntsville, AL 35805, United States","PC65+M7 Huntsville, Alabama, USA",https://www.firestonecompleteautocare.com/alabama/huntsville/2010-bob-wallace-ave-sw/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 256-666-4015,"Open · Closes 6 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZi14MFRRRG_PCmRzWin5ivdgq5oDK4OBKFVH4HS9_maCY2XZZ845ZrB2LYStjZce-NkoK_QniEvOwSaLkPTZe-ocmTXRc0xlTTYS2bGLrCZ19Apz80A1P30AwaPqzVwIFQ0g8=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:51.154Z,· In-store shopping · Kerbside pickup,LGBTQ+ friendly,
https://www.google.com/maps/place/Magic+Used+Tires/data=!4m7!3m6!1s0x88626c9bdbbb6ea7:0xd0de7f92efdf635a!8m2!3d34.7196442!4d-86.6062467!16s%2Fg%2F1vr1xc8r!19sChIJp26725tsYogRWmPf75J_3tA,Magic Used Tires,2.9,261,Used tire shop,"3001 Governors Dr SW, Huntsville, AL 35805, United States","P99V+VG Huntsville, Alabama, USA",,+1 256-489-1314,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepH7477flXqrao4XJiUq8ITENu0-v2O4yNKWrghu9srTvUX-yC8HJZ57Pm34HBhngIWlU3l0kKBRN8fndiaSkrZrA4H9bmzTiuJ7FKZFRgfVwrdnfvMJBzWGBzdpYTrMmg05jae=w408-h906-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:33:56.263Z,,,
https://www.google.com/maps/place/The+Road+Toad+Mobile+Mechanic/data=!4m7!3m6!1s0x88626b0191eb89cb:0xf6852b69cf6a6bea!8m2!3d34.7390762!4d-86.5946167!16s%2Fg%2F11rxjg7n69!19sChIJy4nrkQFrYogR6mtqz2krhfY,The Road Toad Mobile Mechanic,4.9,91,Auto repair shop,"602 Wheeler Ave NW, Huntsville, AL 35801, United States","PCQ4+J5 Huntsville, Alabama, USA",http://myroadtoad.com/,+1 256-654-6388,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r4Vk42XXs6KoOTHHH3Id6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.58502&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:34:01.340Z,,,
https://www.google.com/maps/place/Mavis+Tires+%26+Brakes/data=!4m7!3m6!1s0x88626bfb21696e37:0x12a1083c1529eea5!8m2!3d34.7538868!4d-86.6384851!16s%2Fg%2F1tsyqhyc!19sChIJN25pIftrYogRpe4pFTwIoRI,Mavis Tires & Brakes,4.7,944,Tire shop,"2407 Jordan Ln NW, Huntsville, AL 35816, United States","Q936+HJ Huntsville, Alabama, USA",https://www.mavis.com/locations/huntsville-jordan-ln-al?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=851,+1 256-500-0859,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepBzgHP2cEEZxeKBEyCoxk_NgBK24Beko4Oza30RngPnFy-CqlYcGd4vdspKRfuaBHsDdi45wNS5udSDLGC3HVbSaEQoDVOad9xWrHyvcnL7V7jTNce4CeFEFG5TqbglWppKLmOcsiezGaK=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:34:06.144Z,· In-store pick-up,LGBTQ+ friendly,
https://www.google.com/maps/place/Goodyear+Auto+Service/data=!4m7!3m6!1s0x88626b53fbd6cc4d:0x8e3bf6cc32f91310!8m2!3d34.7324056!4d-86.5851982!16s%2Fg%2F1tj6vkbx!19sChIJTczW-1NrYogREBP5Msz2O44,Goodyear Auto Service,4.2,131,Tire shop,"215 Clinton Ave E, Huntsville, AL 35801, United States","PCJ7+XW Huntsville, Alabama, USA",https://www.goodyearautoservice.com/,+1 256-534-7344,"Open · Closes 7 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_xsKYf3KYO5jTq1rAmc_huy-rdy7Rc0j-mua1FEO7w3yTHyUpGr9sWcyddmxfmdwMjHgVfpPV-9Jb0oWaZU6ZlS1hDbtJi3CxOEOEQ3OWJqJNmatnp5TNMi5kAHmp8HLIbju7Qw=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:34:11.353Z,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x88626cb874a77cb5:0xd741aa1b9311753d!8m2!3d34.7048239!4d-86.5920109!16s%2Fg%2F1wk4dspm!19sChIJtXyndLhsYogRPXURkxuqQdc,Midas,4.4,814,Auto repair shop,"3000 Leeman Ferry Rd SW, Huntsville, AL 35801, United States","PC35+W5 Huntsville, Alabama, USA",https://www.midas.com/store/al/huntsville/3000-leeman-ferry-road-southwest-35801?shopnum=3113&utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_MTE1ODYzMDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 256-808-2312,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercaThQcmC_4nhqHot05A_61EMxMAFKXQIHpwudVTazZ6op4_odSHVSqBZmyYBXKJJQ7isHKeem1ETfL2aG_UaMautt_cg4vpJif8WCbOa3XiuzrymvtavOp8CIG1DHoE-yPAf9=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:34:16.437Z,,,
https://www.google.com/maps/place/Kevin%27s+Auto+Repair/data=!4m7!3m6!1s0x88626ca4cec5130d:0x699fe85ded471e6f!8m2!3d34.7138062!4d-86.5931403!16s%2Fg%2F1tdxr5s5!19sChIJDRPFzqRsYogRbx5H7V3on2k,Kevin's Auto Repair,4.6,223,Auto repair shop,"2315 Spring Branch Rd SW # A, Huntsville, AL 35801, United States","PC74+GP Huntsville, Alabama, USA",http://kevinsautomotiverepair.com/,+1 256-534-3772,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMuJUxvd5I0hNR66MGcRiylGc-zqT5ymi55IDVTK5zch_LRtB8_Gj6TapBUbiQW4htNmBT1p58IHIMdlNxvEW2piKv2KZuyg0fd6L13Kg_n8xWr0sQ4Aghln8t1YNhs2ynhTk=w559-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-03-23T16:34:21.408Z,,,
