placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info,isBlackOwned
https://www.google.com/maps/place/AQUA+Vein+Center+at+Riverchase+Dermatology+-+Naples+Central/data=!4m7!3m6!1s0x88db1d8ed584ca99:0x22f90f309d73e346!8m2!3d26.2469233!4d-81.7738518!16s%2Fg%2F11w_wfr71q!19sChIJmcqE1Y4d24gRRuNznTAP-SI,AQUA Vein Center at Riverchase Dermatology - Naples Central,,,Dermatologist,"9125 Corsea Del Fontana Way Suite 100, Naples, FL 34109, United States","66WG+QF Naples, Florida, USA",,+1 239-598-4004,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CPxoGYJTdphbfb8shD8z_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.80382&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:46.556Z,,,
https://www.google.com/maps/place/Naples+Cardiac+%26+Endovascular+Center/data=!4m7!3m6!1s0x88dae1f2a9dc63bd:0xe58bd750e449bcbf!8m2!3d26.1620861!4d-81.7898306!16s%2Fg%2F1tjt2rd6!19sChIJvWPcqfLh2ogRv7xJ5FDXi-U,Naples Cardiac & Endovascular Center,4.4,78,Medical clinic,"1172 Goodlette-Frank Rd #101, Naples, FL 34102, United States","5666+R3 Naples, Florida, USA",https://www.heartvein.com/,+1 239-300-0586,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNvu2AMui6aE23d8gxQ5WQimMBN0gLgLX4lS-bR=w408-h544-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:51.494Z,,,
https://www.google.com/maps/place/Naples+Rejuvenate+Med+Spa+%26+Customized+Aesthetics/data=!4m7!3m6!1s0x88dae13d5613813f:0x8825b61f40f7c128!8m2!3d26.1606922!4d-81.7906012!16s%2Fg%2F11kpv6vvqd!19sChIJP4ETVj3h2ogRKMH3QB-2JYg,Naples Rejuvenate Med Spa & Customized Aesthetics,5.0,12,Medical spa,"1008 Goodlette-Frank Rd Unit 202, Naples, FL 34102, United States","5665+7Q Naples, Florida, USA",,+1 239-381-8331,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ipwrao6_CJRKR5RD6ar0Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.58874&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:36:56.214Z,,,
https://www.google.com/maps/place/Cosmetic+Skin+%26+Laser+Center/data=!4m7!3m6!1s0x88dae1979d916695:0x3736195106fd820!8m2!3d26.1489979!4d-81.7981257!16s%2Fg%2F11t7m3l_ff!19sChIJlWaRnZfh2ogRINhvEJVhcwM,Cosmetic Skin & Laser Center,5.0,29,Medical spa,"700 2nd Ave N Ste 205 Suite 205, Naples, FL 34102, United States","46X2+HP Naples, Florida, USA",https://cslcbeauty.com/medspa-locations/cslcnaples/,+1 239-367-7353,"Closed · Opens 9 am Wed

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNRoG_o3Qlkcw3jvM_LE-LrRjCKdsrjVQRUwEDe=w408-h397-k-no,true,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:37:01.302Z,,,
https://www.google.com/maps/place/Healing+Rivers+Aesthetics/data=!4m7!3m6!1s0x88dae15681010d07:0xcd0420a667d0b9c7!8m2!3d26.1630167!4d-81.7977152!16s%2Fg%2F11ybp752ls!19sChIJBw0BgVbh2ogRx7nQZ6YgBM0,Healing Rivers Aesthetics,4.9,59,Medical spa,"1250 Tamiami Trl N Unit 208, Naples, FL 34102, United States","5672+6W Naples, Florida, USA",http://healingriversaesthetics.com/,+1 239-397-0747,"Closes soon · 6 pm · Opens 10 am Wed

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPdvMtHnp379UGdGj3U7LhJ2xyRWKVG8-zRJ2AK=w408-h408-k-no,true,10 am–6 pm,10 am–6 pm,10 am–5 pm,10 am–4 pm,10 am–12 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:37:06.245Z,,,
"https://www.google.com/maps/place/NCH+Rooney+Heart+Institute:+Alvaro+Zamora,+MD/data=!4m7!3m6!1s0x88dae19ac2d43ef7:0xa6cd869c1fe8f10d!8m2!3d26.1512317!4d-81.797184!16s%2Fg%2F1260j6z4q!19sChIJ9z7Uwprh2ogRDfHoH5yGzaY","NCH Rooney Heart Institute: Alvaro Zamora, MD",4.7,10,Doctor,"311 9th St N Suite 110, Naples, FL 34102, United States","5623+F4 Naples, Florida, USA",https://nchmd.org/cardiology,+1 239-624-4286,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zjkXxAFJ_hRVAnOH6G_e6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.412865&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:37:11.057Z,,,
"https://www.google.com/maps/place/Skin+and+Vein+Wellness+Center/@26.1810047,-81.7990776,17z/data=!3m1!4b1!4m6!3m5!1s0x88dae1e0bff934eb:0x24022021b955dd8d!8m2!3d26.1810047!4d-81.7990776!16s%2Fg%2F11c55b2177",Skin and Vein Wellness Center,,,Doctor,"2950 Tamiami Trl N, Naples, FL 34103, United States","56J2+C9 Naples, Florida, USA",,+1 850-747-8346,,,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-12-16T22:37:15.835Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Ravello+Naples+FL/@40.840431,14.3055374,14z",2025-12-16T22:37:23.825Z,No new results found,,
https://www.google.com/maps/place/Giovanni+Cioffi+Chirurgo+vascolare-+Angiologo/data=!4m7!3m6!1s0x133b085b1d95463b:0xeb9a52946371214c!8m2!3d40.8456632!4d14.2494497!16s%2Fg%2F1tlfs10d!19sChIJO0aVHVsIOxMRTCFxY5RSmus,Giovanni Cioffi Chirurgo vascolare- Angiologo,4.1,12,Vascular surgeon,"Via Toledo, 55, 80134 Napoli NA, Italy","R6WX+7Q Naples, Metropolitan City of Naples, Italy",https://www.cioffigiovanni.it/,+39 081 551 9463,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipMpRIu6rmdhX16KIoRR5FMYoZUHIVkWEpw-5-1T=w408-h408-k-no,true,"10 am–1 pm, 4–7 pm","10 am–1 pm, 4–7 pm","10 am–1 pm, 4–7 pm",10 am–1 pm,Closed,Closed,"10 am–1 pm, 4–7 pm","https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:37:43.241Z,,LGBTQ+ friendly,
"https://www.google.com/maps/place/Dott.ssa+Anna+Petrone,+Chirurgo+Vascolare/data=!4m7!3m6!1s0x133ba73eccfaeb81:0xb81573901c6ef10f!8m2!3d40.8509331!4d14.3432211!16s%2Fg%2F11mdfkt1s6!19sChIJgev6zD6nOxMRD_FuHJBzFbg","Dott.ssa Anna Petrone, Chirurgo Vascolare",,,Vascular surgeon,"Ospedale del Mare, Via Enrico Russo, 80147 Napoli NA, Italy","V82V+97 Naples, Metropolitan City of Naples, Italy",https://www.miodottore.it/z/8LqABE,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y1dAFsZmW7yAIh8lvpjIVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.30862&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:37:45.944Z,,,
https://www.google.com/maps/place/BE+CLINIC/data=!4m7!3m6!1s0x133b09b9d34b6867:0xfe5b83e6b5b4af79!8m2!3d40.8377299!4d14.2355182!16s%2Fg%2F11hy9kglxf!19sChIJZ2hL07kJOxMRea-0teaDW_4,BE CLINIC,4.9,55,Medical clinic,"Via del Parco Margherita, 31, 80121 Napoli NA, Italy","R6QP+36 Naples, Metropolitan City of Naples, Italy",http://www.be-clinic.it/,+39 346 363 1786,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipNgF-6A895xr_4XJcVxYYFUBWsKEDYxKdAJG4dj=w408-h612-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:37:50.654Z,,,
https://www.google.com/maps/place/Laser+Medical+Center+Napoli/data=!4m7!3m6!1s0x133b091464300579:0x63d654b173a4b2c6!8m2!3d40.8363894!4d14.2405782!16s%2Fg%2F11m28p3dq6!19sChIJeQUwZBQJOxMRxrKkc7FU1mM,Laser Medical Center Napoli,4.6,13,Tattoo removal service,"Via Gaetano Filangieri, 36, 80132 Napoli NA, Italy","R6PR+H6 Naples, Metropolitan City of Naples, Italy",http://www.lasermedicalcenter.it/,+39 388 631 7104,Closed · Opens 10 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TD-uSyyoVEMFzGuryg5hOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.017776&pitch=0&thumbfov=100,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,Closed,Closed,10 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:37:55.464Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Francesco+Dr.+Bellone/data=!4m7!3m6!1s0x133bbc96671ca6cb:0x3481ba36ad0fc8d0!8m2!3d40.7481446!4d14.4979839!16s%2Fg%2F11b6jh27g5!19sChIJy6YcZ5a8OxMR0MgPrTa6gTQ,Francesco Dr. Bellone,5.0,2,Vascular surgeon,"Via Colle S. Bartolomeo, 3, 80045 Pompei NA, Italy","PFXX+75 Pompei, Metropolitan City of Naples, Italy",,+39 333 792 9700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s-Pybup3tQ0b_GnrI-Hhew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.27002&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:37:58.487Z,,,
https://www.google.com/maps/place/Argenzio+Dr.+Vincenzo/data=!4m7!3m6!1s0x133bbc90f1a10859:0x9b28a7f29d453d4f!8m2!3d40.7494981!4d14.5036338!16s%2Fg%2F1tf89k6j!19sChIJWQih8ZC8OxMRTz1FnfKnKJs,Argenzio Dr. Vincenzo,4.0,4,Doctor,"Via Lepanto, 84, 80045 Pompei NA, Italy","PGX3+QF Pompei, Metropolitan City of Naples, Italy",https://www.vincenzoargenzio.it/,+39 081 856 1033,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mF20A7eAUaZD6dyqmgmodA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.52544&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:38:01.251Z,,,
https://www.google.com/maps/place/Lanfranco+Scaramuzzino/data=!4m7!3m6!1s0x133b084fcbc02403:0x9d0d2df5c4052cca!8m2!3d40.8432339!4d14.253811!16s%2Fg%2F1tjbv9x4!19sChIJAyTAy08IOxMRyiwFxPUtDZ0,Lanfranco Scaramuzzino,4.9,46,Vascular surgeon,"Via Cardinale Guglielmo Sanfelice, 33/Scala D, secondo piano , citofono 22, 80133 Napoli NA, Italy","R7V3+7G Naples, Metropolitan City of Naples, Italy",https://www.lanfrancoscaramuzzino.it/,+39 081 552 2305,"Closed · Opens 9 am Wed

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAWeCJQ3ayIixEf5GOeogNUMorv-dhc3insh1IH_XjAD1GHMRp2LcI4fGyrRuOs4CfvmHQ8CT8kvKOudSkh2v5TsSim-qjdN_6GXSryP4_F-yBpbLYnJS2idbIRD1cUIAFiKYqPovYGrNX=w408-h306-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,Closed,Closed,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:38:06.066Z,,,
https://www.google.com/maps/place/Vitruvian+Clinic+-+Center+of+Surgeons/data=!4m7!3m6!1s0x133b09fa6a178dfb:0xc4d003729a2280f6!8m2!3d40.8339758!4d14.2321909!16s%2Fg%2F11krp_qdgz!19sChIJ-40XavoJOxMR9oAimnID0MQ,Vitruvian Clinic - Center of Surgeons,5.0,13,Doctor,"Via Rione Sirignano, 1, 80121 Napoli NA, Italy","R6MJ+HV Naples, Metropolitan City of Naples, Italy",http://vitruvianclinic.com/,+39 333 278 4312,Closed · Opens 9:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPQf3gdOgz6XlrjZUK5AyDphbaE-_m_63EEZhTA=w408-h544-k-no,true,"9:30 am–1:30 pm, 2:30–6:30 pm","9:30 am–1:30 pm, 2:30–6:30 pm","9:30 am–1:30 pm, 2:30–6:30 pm","9:30 am–1:30 pm, 2:30–6:30 pm","9:30 am–1:30 pm, 2:30–6:30 pm",Closed,"9:30 am–1:30 pm, 2:30–6:30 pm","https://www.google.com/maps/search/vein+clinics+in+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-12-16T22:38:10.884Z,,,
https://www.google.com/maps/place/Dr.+Giovanni+Solimeno+-+Chirurgia+Vascolare+ed+Angiologia+a+Napoli+e+Salerno/data=!4m7!3m6!1s0x133b09c9ccc11d5b:0x3dcd0d3926e02d07!8m2!3d40.8492997!4d14.2298093!16s%2Fg%2F11x998_5x3!19sChIJWx3BzMkJOxMRBy3gJjkNzT0,Dr. Giovanni Solimeno - Chirurgia Vascolare ed Angiologia a Napoli e Salerno,5.0,1,Urgent care center,"Via Tino di Camaino, 6, 80128 Napoli NA, Italy","R6XH+PW Naples, Metropolitan City of Naples, Italy",https://linktr.ee/vasculhub/,+39 331 157 9425,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3blNBNVG5Xbfe4IhL6E6qA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.66402&pitch=0&thumbfov=100,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–1 pm,Closed,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Herculaneum+Naples+FL/@40.8059253,14.3473869,14z",2025-12-16T22:38:30.663Z,,,
https://www.google.com/maps/place/Chirurgo+Vascolare+Dott.+Lucio+Selvetella/data=!4m7!3m6!1s0x133b0919d264efcb:0x5da6ebfee008a3ab!8m2!3d40.8257136!4d14.2195857!16s%2Fg%2F11b6hy044z!19sChIJy-9k0hkJOxMRq6MI4P7rpl0,Chirurgo Vascolare Dott. Lucio Selvetella,4.7,12,Vascular surgeon,"Via Mergellina, 23, 80122 Napoli NA, Italy","R6G9+7R Naples, Metropolitan City of Naples, Italy",,+39 393 900 7428,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOtsT6NJJnBR10PSFGc-u_O40HkLL0k-OuKlVkA=w408-h305-k-no,true,"8 am–2 pm, 4–8 pm","8 am–2 pm, 4–8 pm","8 am–2 pm, 4–8 pm","8 am–2 pm, 4–8 pm",Closed,Closed,"8 am–2 pm, 4–8 pm","https://www.google.com/maps/search/vein+clinics+in+Herculaneum+Naples+FL/@40.8059253,14.3473869,14z",2025-12-16T22:38:35.561Z,,,
https://www.google.com/maps/place/Studio+Medico+Ellesse/data=!4m7!3m6!1s0x133b084f94d3e791:0xf0b7b6006c5870d2!8m2!3d40.8432339!4d14.253811!16s%2Fg%2F11bt_hfps4!19sChIJkefTlE8IOxMR0nBYbAC2t_A,Studio Medico Ellesse,4.9,8,Medical office,"Via Cardinale Guglielmo Sanfelice, 33, 80133 Napoli NA, Italy","R7V3+7G Naples, Metropolitan City of Naples, Italy",https://www.ellessestudiomedico.com/,+39 081 552 2305,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FK9Ga_LSQ7evna4SYf_2Eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.620848&pitch=0&thumbfov=100,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–7 pm,Closed,Closed,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Herculaneum+Naples+FL/@40.8059253,14.3473869,14z",2025-12-16T22:38:40.321Z,,,
