placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes
https://www.google.com/maps/place/York+Property+Company/data=!4m7!3m6!1s0x487931a6167ba9f7:0x615df938324eb5de!8m2!3d53.9613719!4d-1.0824444!16s%2Fg%2F1vr3cpjl!19sChIJ96l7FqYxeUgR3rVOMjj5XWE,York Property Company,2.7,3,Real estate rental agency,"49 Stonegate, York YO1 8AW, United Kingdom","XW69+G2 York, UK",https://newbusimap.org/details/york-property-company-ChIJ96l,+44 1904 640900,Closed ⋅ Opens 7 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4LNTnHbyjmaytAc5atbcQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.4753&pitch=0&thumbfov=100,false,7 am–5:30 pm,7 am–5:30 pm,9:30 am–3 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:20.703Z,,
https://www.google.com/maps/place/Flourish+Property/data=!4m7!3m6!1s0x48793154f51fa801:0x7f649e7b84aecd8f!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11fph520gd!19sChIJAagf9VQxeUgRj82uhHueZH8,Flourish Property,,,Lodging,"18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",,+44 333 335 5052,,https://lh3.googleusercontent.com/p/AF1QipNNHP6J8T7IU3sTitGecIL7KjH-tXpyM8ATPhrh=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:23.364Z,,
https://www.google.com/maps/place/I+G+Property/data=!4m7!3m6!1s0x487931a652252ad7:0x5892345179dfeefa!8m2!3d53.9623288!4d-1.0841787!16s%2Fg%2F1tl1mzg5!19sChIJ1yolUqYxeUgR-u7feVE0klg,I G Property,3.0,112,Real estate rental agency,"22 High Petergate, York YO1 7EH, United Kingdom","XW68+W8 York, UK",https://igproperty.co.uk/,+44 1904 629929,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnmSjJSzO3CRnA3jH0dfPoJGC6gTRpZdQihpJfBkgxftZI_Jpu88WIusHqrh8w19bfd9AKN8rMLtcESOj0VbTcVj0wjyuvoQCjQ8FuOtFeSF8QyRVv6d5CVeHglCcVHUvF9KsigQ=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:28.294Z,,
https://www.google.com/maps/place/LSL+Property+Services+plc.+York/data=!4m7!3m6!1s0x48793119b0aa44ef:0xc8f1197f3890ddc!8m2!3d53.9545855!4d-1.091737!16s%2Fg%2F11c7t7px7_!19sChIJ70SqsBkxeUgR3A2J85cRjww,LSL Property Services plc. York,4.0,4,Corporate office,"Howard House, 3 St Mary's Ct, Blossom St, York YO24 1AH, United Kingdom","XW35+R8 York, UK",https://www.lslps.co.uk/,+44 191 233 4600,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-04N651NI-QyjirD0DQ8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.7802&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:33.169Z,LGBTQ+ friendly,
https://www.google.com/maps/place/PPM+-+Pycroft+Property+Management/data=!4m7!3m6!1s0x60d6c21a43727349:0x3c5499b5edf47cc!8m2!3d53.9576781!4d-1.1365357!16s%2Fg%2F11v0n5gv1p!19sChIJSXNyQxrC1mARzEffXptJxQM,PPM - Pycroft Property Management,5.0,26,Real estate rental agency,"5 Fellbrook Ave, Acomb, York YO26 5PT, United Kingdom","XV57+39 York, UK",http://www.ppmanagement.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8513970448445237534,+44 1904 862188,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipODFMVXr_MA3H7v6AmTsrGcoyFOz9OEltWarFY1=w408-h293-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:38.154Z,,
https://www.google.com/maps/place/York+airbnb+management/data=!4m7!3m6!1s0x4879319ae564f27f:0xc670371c39e13b22!8m2!3d53.9574083!4d-1.0803002!16s%2Fg%2F11ydkfhk3r!19sChIJf_Jk5ZoxeUgRIjvhORw3cMY,York airbnb management,,,Vacation home rental agency,"19 Coppergate, York YO1 9NT, United Kingdom","XW49+XV York, UK",https://yorkairbnbmanagement.co.uk/,+44 7902 308083,Closed ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qPAqypcrJ_jDjigSnfplvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.64368&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:43.034Z,,
https://www.google.com/maps/place/Quantum+Estate+Agency/data=!4m7!3m6!1s0x487931afab2f1307:0x872a16ae0c78a93d!8m2!3d53.9575438!4d-1.0775751!16s%2Fg%2F1tdpllmw!19sChIJBxMvq68xeUgRPal4DK4WKoc,Quantum Estate Agency,4.5,83,Real estate rental agency,"6 Walmgate, York YO1 9TJ, United Kingdom","XW5C+2X York, UK",http://www.quantumestateagency.com/,+44 1904 631631,Closed ⋅ Opens 8:30 am Fri,https://lh3.googleusercontent.com/p/AF1QipNsdNXevBa0Sh0hBg1PEboxgzoLeiKl-wEEsjan=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,9 am–3 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:48.119Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Ashtons+Lettings/data=!4m7!3m6!1s0x487931a651cd7a0d:0xd9c5f93c6d590492!8m2!3d53.9625147!4d-1.0847847!16s%2Fg%2F1hhxsv_r8!19sChIJDXrNUaYxeUgRkgRZbTz5xdk,Ashtons Lettings,4.4,74,Property management company,"5 High Petergate, York YO1 7EN, United Kingdom","XW78+23 York, UK",http://www.ashtonsnet.com/lettings-and-management.html,+44 1904 731404,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipMChqmFDzR_J86BbKMo-3YJbclL0XYJbtM9KlDq=w408-h272-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–1 pm,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:53.268Z,,
https://www.google.com/maps/place/Abode+Pads+Ltd/data=!4m7!3m6!1s0x6200b8af1f38d071:0x20ed328cf4ea984b!8m2!3d53.9667652!4d-1.0600431!16s%2Fg%2F11ny3hwx5y!19sChIJcdA4H6-4AGIRS5jq9Iwy7SA,Abode Pads Ltd,5.0,4,Property management company,"63-65 Heworth Rd, Heworth, York YO31 0AA, United Kingdom","XW8Q+PX York, UK",,,Closed ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2J8QHJZ4vVRTXMVm1BmGAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=22.906483&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:16:58.795Z,,
https://www.google.com/maps/place/Hunters+Estate+%26+Letting+Agents+York/data=!4m7!3m6!1s0x487931af678fe107:0xd76922ac242bdc93!8m2!3d53.9644155!4d-1.0716835!16s%2Fg%2F1w3463nt!19sChIJB-GPZ68xeUgRk9wrJKwiadc,Hunters Estate & Letting Agents York,4.5,379,Real estate agency,"Ground Floor, Apollo House, Eboracum Wy, Heworth, York YO31 7RE, United Kingdom","XW7H+Q8 York, UK",https://www.hunters.com/office/york?utm_source=google&utm_medium=local,+44 1904 621026,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipMG_Z0EBXxwFr_pHqNOAjfX8A689At5W6C0laV8=w408-h271-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–3:30 pm,11 am–2 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:04.589Z,,
https://www.google.com/maps/place/Garness+Jones/data=!4m7!3m6!1s0x487931f5546909c1:0x56d8073ae7088bcd!8m2!3d53.9570139!4d-1.0852154!16s%2Fg%2F11ydr3n2cz!19sChIJwQlpVPUxeUgRzYsI5zoH2FY,Garness Jones,,,Property management company,"Queens House, Micklegate, York YO1 6JH, United Kingdom","XW47+RW York, UK",https://www.garnessjones.co.uk/,+44 1904 237863,Closed ⋅ Opens 8:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=woLqMgI-VkVEbwGSwnDfUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.9007&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:10.326Z,,
"https://www.google.com/maps/place/VR+Property+Developers,+York/data=!4m7!3m6!1s0x487931a8cedd21b3:0x9b184accc70efa5a!8m2!3d53.958421!4d-1.0818846!16s%2Fg%2F11cs46dph3!19sChIJsyHdzqgxeUgRWvoOx8xKGJs","VR Property Developers, York",5.0,2,Construction company,"Hub, York Hub Popes Head Court Offices, Peter Ln, York YO1 8SU, United Kingdom","XW59+96 York, UK",http://www.vrpropertydevelopers.co.uk/,+44 7970 843775,Closed ⋅ Opens 8 am Fri,https://lh3.googleusercontent.com/p/AF1QipMabc_OM8aLYqGddqCao2XTZeOjIj1wt10LENXH=w548-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:15.957Z,,
https://www.google.com/maps/place/Fossgate+House+%7C+Student+and+Professional+Accommodation/data=!4m7!3m6!1s0x487931af1034b321:0x281cd990f257f958!8m2!3d53.958333!4d-1.078721!16s%2Fg%2F11g8wx9t8y!19sChIJIbM0EK8xeUgRWPlX8pDZHCg,Fossgate House | Student and Professional Accommodation,3.5,2,Furnished apartment building,"Fossgate, York YO1 9TF, United Kingdom","XW5C+8G York, UK",,+44 1904 627065,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipNwNELltJLQqhi_KAdC2yHRpBYSi_GTWsUz6I06=w427-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:21.736Z,,
https://www.google.com/maps/place/Mitie/data=!4m7!3m6!1s0x487931a0f55b0821:0x82c4e9085ba89bc7!8m2!3d53.9682932!4d-1.0864032!16s%2Fg%2F11gdrvvws8!19sChIJIQhb9aAxeUgRx5uoWwjpxII,Mitie,4.5,2,Property management company,"York YO30 7BY, United Kingdom","XW97+8C York, UK",https://www.mitie.com/,+44 330 678 0710,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WhQtC9LjSzFENlHOfs1axg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.23749&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:25.118Z,,
https://www.google.com/maps/place/North+Star/data=!4m7!3m6!1s0x4879313e8afc8a27:0xd9b79da06604d0cd!8m2!3d53.958741!4d-1.087411!16s%2Fg%2F11lx_v8fn0!19sChIJJ4r8ij4xeUgRzdAEZqCdt9k,North Star,1.0,1,Property management company,"Rougier House, 5 Rougier St, York YO1 6HZ, United Kingdom","XW57+F2 York, UK",http://www.northstarim.com/,+44 800 048 5661,Closed ⋅ Opens 8:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1naYbgtxTNkf1WQM9tB5LQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.249775&pitch=0&thumbfov=100,false,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:30.347Z,,
https://www.google.com/maps/place/Martin+%26+Co+York+Lettings+%26+Estate+Agents/data=!4m7!3m6!1s0x487931aaefea7de9:0x6d4f3de867e32595!8m2!3d53.9573904!4d-1.0882342!16s%2Fg%2F1tlbj20w!19sChIJ6X3q76oxeUgRlSXjZ-g9T20,Martin & Co York Lettings & Estate Agents,4.8,94,Real estate agency,"64 Micklegate, York YO1 6LF, United Kingdom","XW46+XP York, UK",https://www.martinco.com/estate-agents-and-letting-agents/branch/york/?utm_source=google&utm_medium=local&utm_campaign=gmb-york-website,+44 1904 648888,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipNBHYfG5KsE1_mrF2BoF5ilg8_XsAmJfR3Z96kO=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:35.372Z,LGBTQ+ friendly,
https://www.google.com/maps/place/APYork/data=!4m7!3m6!1s0x4879313e4c2a49ff:0xd32597a9d90c84b3!8m2!3d53.9540847!4d-1.0600758!16s%2Fg%2F11n_hwl7n_!19sChIJ_0kqTD4xeUgRs4QM2amXJdM,APYork,1.3,32,Property management company,"24 Hull Rd, York YO10 3JG, United Kingdom","XW3Q+JX York, UK",https://www.apyork.com/,+44 1904 411111,Closed ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipOTXas0VpWQnW0VHwDCnd30IcPlFlx2-02IjzkR=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:40.372Z,,
https://www.google.com/maps/place/Sinclair+Properties/data=!4m7!3m6!1s0x487931a445ff1997:0x632ad61f2a6e75e0!8m2!3d53.9636366!4d-1.0792531!16s%2Fg%2F11gcjb1g8_!19sChIJlxn_RaQxeUgR4HVuKh_WKmM,Sinclair Properties,2.4,20,Property management company,"24 Lord Mayor's Walk, York YO31 7HA, United Kingdom","XW7C+F7 York, UK",http://www.sinclair-properties.com/,+44 1904 427428,"Closed ⋅ Opens 9:30 am Fri

Updated by phone call 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIjq1lnls1KEs56fbR-bvWeafH7BH09J4S12Iz8yFmj9IIR4d-6Ygmf26BLlnUEyuirlGfHNlEmtlgAfGqDlqjFfxdYmXX90Rr0yJXcfQW1mukP4G5wVm0MiuPxHY0Ju3POd734w=w408-h544-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:45.286Z,,
https://www.google.com/maps/place/TN+LUXE+Properties+Ltd/data=!4m7!3m6!1s0xa21dc13176c9a427:0xa827c52a2ff14c7b!8m2!3d53.9815299!4d-1.1045732!16s%2Fg%2F11mdh_mpy2!19sChIJJ6TJdjHBHaIRe0zxLyrFJ6g,TN LUXE Properties Ltd,,,Property management company,"Angram Cl, York YO30 5ZN, United Kingdom","XVJW+J5 Rawcliffe, York, UK",https://tnluxepropertiesltd.co.uk/,+44 7599 019825,Closed ⋅ Opens 7 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HLb09Vht6NcJcft8gynosg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.42804&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,11 am–4 pm,1–3 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-09-25T18:17:50.288Z,,
