placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/The+Village+Veterinarian/data=!4m7!3m6!1s0x887540742207007d:0xfc31c2b747360991!8m2!3d39.6769592!4d-89.7042885!16s%2Fg%2F1tgyxgdh!19sChIJfQAHInRAdYgRkQk2R7fCMfw,The Village Veterinarian,4.9,114,Animal hospital,"306 N Main, Chatham, IL 62629, United States","M7GW+Q7 Chatham, Illinois, USA",https://thevillageveterinarian.com/,+1 217-483-6000,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipPxTUHvXMFvce22XaYNBt-hqkQ2yVlQBIU7-J8U=w408-h556-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:49:35.447Z,,,,
https://www.google.com/maps/place/HSHS+Medical+Group+Pediatrics+Specialty+Clinic+-+Chatham/data=!4m7!3m6!1s0x887541c7cbafc0a3:0x7869bf4d49029252!8m2!3d39.6869634!4d-89.7026137!16s%2Fg%2F11kl604nk8!19sChIJo8Cvy8dBdYgRUpICSU2_aXg,HSHS Medical Group Pediatrics Specialty Clinic - Chatham,5.0,1,Pediatrician,"125 Plummer Blvd Suite A, Chatham, IL 62629, United States","M7PW+QX Chatham, Illinois, USA",https://www.hshs.org/medical-group/hshs-medical-group-pediatrics-specialty-clinic-chatham?utm_campaign=ent-local-listing&utm_medium=local-listing&utm_source=gmb,+1 217-241-1295,Closed ⋅ Opens 1 pm Thu,https://lh3.googleusercontent.com/p/AF1QipPAYfws4QWVl2REdBIk9hy-1tku54cIxPjPgwpL=w425-h240-k-no,true,Closed,1–5 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:49:40.268Z,,,,
https://www.google.com/maps/place/Butler+Funeral+Home+%26+Cremation+Tribute+Center-Chatham/data=!4m7!3m6!1s0x8875400da28a8e07:0x86b4d6f32a4ba54c!8m2!3d39.6712414!4d-89.7069874!16s%2Fg%2F1tkb5vzx!19sChIJB46Kog1AdYgRTKVLKvPWtIY,Butler Funeral Home & Cremation Tribute Center-Chatham,4.7,6,Funeral home,"8855 State Rte 4, Chatham, IL 62629, United States","M7CV+F6 Chatham, Illinois, USA",https://www.dignitymemorial.com/funeral-homes/illinois/chatham/butler-funeral-home-cremation-tribute-center-chatham/3494?utm_source=google_my_business&utm_medium=organic,+1 217-483-9292,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipODtdUx-D0SGmIVzX5XrXkIiu_GmUGhvUVQh1cO=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:49:45.625Z,,,,
https://www.google.com/maps/place/Mill+Creek+Alzheimer%27s+Special+Care+Center/data=!4m7!3m6!1s0x88754773edb008f3:0x73ca7498fbb1696!8m2!3d39.769504!4d-89.718993!16s%2Fg%2F1vd721_n!19sChIJ8wiw7XNHdYgRlha7j0mnPAc,Mill Creek Alzheimer's Special Care Center,4.9,15,Assisted living facility,"3319 Ginger Creek Dr, Springfield, IL 62711, United States","Q79J+RC Springfield, Illinois, USA",https://sinceriseniorliving.com/mill-creek/,+1 217-726-7900,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipPnkRbjI-20vKvrFeRdamiG4hdR9pAVGHvTici8=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:49:50.530Z,,,,
https://www.google.com/maps/place/Sullivan+Chiropractic+Center/data=!4m7!3m6!1s0x887540798430ff25:0x3e47bf7077382c06!8m2!3d39.687226!4d-89.7052327!16s%2Fg%2F1tfjx0p0!19sChIJJf8whHlAdYgRBiw4d3C_Rz4,Sullivan Chiropractic Center,5.0,7,Chiropractor,"1209 N Main Ste B, Chatham, IL 62629, United States","M7PV+VW Chatham, Illinois, USA",https://www.jones-chiropractic.com/the-practice,+1 217-483-2207,Closed ⋅ Opens 5:30 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0t6PtIYLMuNLapu5jFwcCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.47626&pitch=0&thumbfov=100,true,5:30 am–12 pm,Closed,"5:30–11 am, 1–2:30 pm",Closed,Closed,"5:30–11 am, 1–6 pm","5:30 am–12 pm, 4–6:30 pm","https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:49:55.511Z,,,,
https://www.google.com/maps/place/HSHS+Home+Care+%26+Hospice+Southern+Illinois/data=!4m7!3m6!1s0x887603394ec1aa3d:0x2f140694585f66e0!8m2!3d38.9019836!4d-89.4095876!16s%2Fg%2F11fmqbzfm8!19sChIJParBTjkDdogR4GZfWJQGFC8,HSHS Home Care & Hospice Southern Illinois,2.0,4,Hospice,"150 Health Care Dr, Greenville, IL 62246, United States","WH2R+Q5 Greenville, Illinois, USA",http://www.hshshomecare.org/,+1 800-551-6566,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP2kbBnPY0tnT8ei__Xr5Mr4U84FXtWwP4s2IdN=w408-h408-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:00.688Z,,,,
https://www.google.com/maps/place/Springfield+Memorial+Hospital/data=!4m7!3m6!1s0x887539d0e818585d:0x6aa14e51f847982d!8m2!3d39.809223!4d-89.6554137!16s%2Fg%2F1th0z321!19sChIJXVgY6NA5dYgRLZhH-FFOoWo,Springfield Memorial Hospital,2.7,402,Medical Center,"701 N 1st St, Springfield, IL 62781, United States","R85V+MR Springfield, Illinois, USA",https://www.memorial.health/springfield-memorial-hospital/overview?y_source=1_MTU0MzQ4NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-788-3000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqF8JYx2FfZP8_EP4ZMwoy8Bl0liT1NxUb-0lbekkhxHhm9khgabTBax17W3sflmWPgGJA35nw73fz_o-K9DRPZ1Wg1PS_WaBfi0xerH-7PQOjEIwcLIpMTleZ-M8ghcVycEBuIUA=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:05.644Z,,,,
https://www.google.com/maps/place/Memorial+Home+Medical+Supply/data=!4m7!3m6!1s0x887539da874a36bb:0x8011cfba034c9644!8m2!3d39.8085229!4d-89.6527232!16s%2Fg%2F1tfv5wnc!19sChIJuzZKh9o5dYgRRJZMA7rPEYA,Memorial Home Medical Supply,2.6,59,Medical supply store,"644 N 2nd St, Springfield, IL 62702, United States","R85W+CW Springfield, Illinois, USA",https://memorial.health/medical-services/memorial-home-care/medical-home-supply?y_source=1_MTU0MzQ4NzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-788-4663,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5L6xHKcgLPcGU-JoE2ayVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.85313&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:10.681Z,· Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/HSHS+Home+Care+Central+Illinois/data=!4m7!3m6!1s0x8875479ce292d797:0x73f537224678382d!8m2!3d39.645476!4d-89.618307!16s%2Fg%2F11fmxpv8l2!19sChIJl9eS4pxHdYgRLTh4RiI39XM,HSHS Home Care Central Illinois,1.0,4,Home health care service,,,,+1 217-525-5641,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipNFMUr0GJuCY12R5ryPGn967YCJyM9ZneEwnK9B=w408-h266-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:15.552Z,,,,
https://www.google.com/maps/place/HSHS+Home+Care+Illinois/data=!4m7!3m6!1s0x8873974975f2cb89:0xacea4ab010561136!8m2!3d39.1284321!4d-88.5531328!16s%2Fg%2F11dz_2gv4g!19sChIJicvydUmXc4gRNhFWELBK6qw,HSHS Home Care Illinois,5.0,3,Home health care service,"900 W Temple Ave Building A, Suite 101, Effingham, IL 62401, United States","4CHW+9P Effingham, Illinois, USA",https://www.hshs.org/services/home-health?utm_campaign=ent-local-listing&utm_medium=local-listing&utm_source=gmb,+1 800-551-6566,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO7zdHZhY4qMHj96B6ClVsPaFDl32ysGPZNS-lU=w408-h262-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:20.353Z,,,,
https://www.google.com/maps/place/Centennial+Pointe+Senior+Living/data=!4m7!3m6!1s0x8875476d43891b0f:0x7d05f394d9e53365!8m2!3d39.7627722!4d-89.7202985!16s%2Fg%2F11b7yybmqp!19sChIJDxuJQ21HdYgRZTPl2ZTzBX0,Centennial Pointe Senior Living,4.3,11,Assisted living facility,"3440 Hedley Rd, Springfield, IL 62711, United States","Q77H+4V Springfield, Illinois, USA",https://www.americareusa.net/senior-living/il/springfield/centennial-pointe/,+1 217-546-9301,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPPxsIn0eMN6fIwLR0QHLXdHySRDupEaQCuEUyq=w408-h242-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:25.380Z,,,,
https://www.google.com/maps/place/Baylis+Medical+Building/data=!4m7!3m6!1s0x887539d16f1bdee3:0x3d029b1aae54ebc5!8m2!3d39.809415!4d-89.658747!16s%2Fg%2F1pxwq33k6!19sChIJ494bb9E5dYgRxetUrhqbAj0,Baylis Medical Building,4.4,45,Medical clinic,"747 N Rutledge St, Springfield, IL 62701, United States","R85R+QG Springfield, Illinois, USA",https://www.memorial.health/?y_source=1_MTU0MzQ5NTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-788-3000,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSplo0synWjQBBYBMpo7KhsJbbKyiuMhio50XwqiMrfsHRNB84BCyukBlDKd_QcVqvC4_FZaRRLVDvnbShZoG9VG3KxPNDRJmwjKHrvh5f2xpHikB6MXR-8v_iU0LVn8ve2V0bBQ=w408-h305-k-no,true,6:30 am–8 pm,6:30 am–8 pm,6:30 am–8 pm,Closed,Closed,6:30 am–8 pm,6:30 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2025-09-17T23:50:30.557Z,,,,
