placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,error,isBlackOwned
https://www.google.com/maps/place/Nuance+Financial+Tax+and+Accounting/data=!4m7!3m6!1s0x87f6246d6dc2efcd:0x340a214941027d78!8m2!3d44.6899087!4d-93.2800999!16s%2Fg%2F11bc8ydmdg!19sChIJze_CbW0k9ocReH0CQUkhCjQ,Nuance Financial Tax and Accounting,4.9,202,Certified public accountant,"17850 Kenwood Trail #214, Lakeville, MN 55044, United States","MPQ9+XX Lakeville, Minnesota, USA",https://nuancefinancial.com/,+1 952-892-7723,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO3BCoQnS9aK0R6k-HaFlZsZw9pLD6d7ZhsTE8=w433-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:14:30.464Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Strategic+Tax+and+Retirement/data=!4m7!3m6!1s0x87f75e6b28683dad:0x40f8a5830e0e91ea!8m2!3d44.0487194!4d-92.5225307!16s%2Fg%2F11gfhd2d3d!19sChIJrT1oKGte94cR6pEODoOl-EA,Strategic Tax and Retirement,5.0,15,Financial planner,"2434 Superior Dr NW # 101, Rochester, MN 55901, United States","2FXG+FX Rochester, Minnesota, USA",http://www.strategictr.com/,+1 507-288-3636,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h7VzFKsIEFDNCPg8GWxWNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.48511&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:14:35.340Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,,,
https://www.google.com/maps/place/MOWNUR+Services/data=!4m7!3m6!1s0x87f75fa01a49d1d1:0xf2ab82a0bf88895d!8m2!3d44.0317579!4d-92.4807185!16s%2Fg%2F11bwgwc1vt!19sChIJ0dFJGqBf94cRXYmIv6CCq_I,MOWNUR Services,4.7,3,Bookkeeping service,"1207 7th St NW #3, Rochester, MN 55901, United States","2GJ9+PP Rochester, Minnesota, USA",,+1 507-319-7168,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOASRdWFvaZwxb5JMARMYitI2EYb5BRNANL4cc=w408-h391-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:14:40.233Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Partners+Tax+Attorneys/data=!4m7!3m6!1s0x87f75fb4fd140d7f:0x5fdec417c27a99f8!8m2!3d44.0316366!4d-92.4778241!16s%2Fg%2F11yc0v24h2!19sChIJfw0U_bRf94cR-Jl6whfE3l8,Partners Tax Attorneys,5.0,17,Tax consultant,"1027 7th St NW UNIT 212, Rochester, MN 55901, United States","2GJC+MV Rochester, Minnesota, USA",https://minnesotataxattorney.net/rochester-mn/,+1 507-690-3930,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2v0rQAR00mOfsu1SJdCNzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.8277624&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:14:45.355Z,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,,,
"https://www.google.com/maps/place/Jamie+J+Standinger+CPA,+P.C/data=!4m7!3m6!1s0x87f9f47f4b1292f9:0x2f247ee5264d3dda!8m2!3d43.8458791!4d-92.1882507!16s%2Fg%2F1tg6l352!19sChIJ-ZISS3_0-YcR2j1NJuV-JC8","Jamie J Standinger CPA, P.C",5.0,3,Tax preparation service,"16 2nd St SE, Chatfield, MN 55923, United States","RRW6+9M Chatfield, Minnesota, USA",http://standingertax.com/,+1 507-867-4601,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j1kLYXm_FD6sHhUJ9jDSuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.78323&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:14:50.290Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Swon+Tax+Preparation/@44.0429666,-92.5119851,17z/data=!3m1!4b1!4m6!3m5!1s0x87f75fa1ddb33a0f:0x9c50228ad251b8e2!8m2!3d44.0429666!4d-92.5119851!16s%2Fg%2F11v0rznyr4",Swon Tax Preparation,4.1,9,Tax preparation service,"3270 19th St NW STE 110, Rochester, MN 55901, United States","2FVQ+56 Rochester, Minnesota, USA",https://swontaxprep.com/,+1 507-258-4552,Closed ⋅ Opens 9 am Mon,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:14:57.545Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/RSM+US+LLP/data=!4m7!3m6!1s0x87f75f62fc6e1483:0xbbe658dde0c6f9b5!8m2!3d44.0200972!4d-92.4628491!16s%2Fg%2F1vhkl2yp!19sChIJgxRu_GJf94cRtfnG4N1Y5rs,RSM US LLP,2.3,7,Accountant,"310 Broadway Ave S #300, Rochester, MN 55904, United States","2GCP+2V Rochester, Minnesota, USA",https://www.rsmus.com/,+1 507-288-6476,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lGN9E7SdOqr5A86PZh8L3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.155&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:02.319Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Nietz+and+Eversman/data=!4m7!3m6!1s0x87f75f02d4b85f41:0x12f62713152d494d!8m2!3d44.021213!4d-92.494959!16s%2Fg%2F1tcy4wh_!19sChIJQV-41AJf94cRTUktFRMn9hI,Nietz and Eversman,5.0,3,Accountant,"2020 2nd St SW, Rochester, MN 55902, United States","2GC4+F2 Rochester, Minnesota, USA",http://www.nietzeversman.com/contact.php,+1 507-285-0398,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np18-ejTuwwxu4LXVgMfHAWt0VECQoZwn0sGRSdQkjpLeO_w1cZo7FfEqV_0-rai7XBIUXo0_IrYWFHol47yQfOjgWVT0D11Ns5z1KbAeKnwRkRQUZ5xc7RutyL5uEhyj4Jz8XYlQ=w426-h240-k-no,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:07.291Z,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,,,
https://www.google.com/maps/place/OGO+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x87f75f876f000001:0xc7044b1c627381b7!8m2!3d44.038208!4d-92.4603295!16s%2Fg%2F11v0bxgn03!19sChIJAQAAb4df94cRt4FzYhxLBMc,OGO Tax & Accounting Services,,,Accountant,"1500 1st Ave NE, Rochester, MN 55906, United States","2GQQ+7V Rochester, Minnesota, USA",https://ogotas.com/contact/,+1 651-728-0583,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HEjbm5SmJtkdIh8xnzplqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.884117&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:10.008Z,,,,,,,,,,
https://www.google.com/maps/place/O%27Connell+Tim+CPA/data=!4m7!3m6!1s0x87f653c7295cec05:0xd98d74400dd75775!8m2!3d44.4552395!4d-93.1599181!16s%2Fg%2F1tdvf3z8!19sChIJBexcKcdT9ocRdVfXDUB0jdk,O'Connell Tim CPA,5.0,1,Tax preparation service,"101 5th St E UNIT 206, Northfield, MN 55057, United States","FR4R+32 Northfield, Minnesota, USA",,+1 507-645-8735,Closed ⋅ Opens 12 pm Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fEJqYYKoxzisgBUbKgB6BA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.0816&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:14.873Z,Closed,12–4:30 pm,10 am–4:30 pm,10 am–4 pm,10 am–4:30 pm,10 am–4 pm,Closed,,,
"https://www.google.com/maps/place/Financial+Solutions+MN+LLC+Sandy+Flom,+CPA,+CFP/data=!4m7!3m6!1s0x87f68d1f7d200ecd:0x50f6809ea94c8e2f!8m2!3d44.2953491!4d-93.2688522!16s%2Fg%2F1q6h_d1zz!19sChIJzQ4gfR-N9ocRL45MqZ6A9lA","Financial Solutions MN LLC Sandy Flom, CPA, CFP",4.9,28,Financial planner,"414 Central Ave N suite c, Faribault, MN 55021, United States","7PWJ+4F Faribault, Minnesota, USA",http://www.faribaultcpa.com/,+1 507-333-3973,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMfbPD5Kxctv1wJa3k_ASaCAcwwVvoKB-8UcydY=w408-h725-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:20.178Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Identifies as women-owned,,
https://www.google.com/maps/place/Roger+Melder+Pa/data=!4m7!3m6!1s0x87f75f8c99922cc1:0x55720bf8cf9d8c8b!8m2!3d44.0491211!4d-92.4658907!16s%2Fg%2F1tqpzthw!19sChIJwSySmYxf94cRi4ydz_gLclU,Roger Melder Pa,5.0,4,Tax preparation service,"2419 Viking Ct NW, Rochester, MN 55901, United States","2GXM+JJ Rochester, Minnesota, USA",,+1 507-289-9310,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m8SGD5_NdhsR2JRv_E4Vvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.00471&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:25.254Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Begalka+%26+Swanson,+Certified+Public+Accountants/data=!4m7!3m6!1s0x87f1346b6c80a683:0x7b9b47a6a4742860!8m2!3d43.6476367!4d-93.3665647!16s%2Fg%2F1tgnb4_y!19sChIJg6aAbGs08YcRYCh0pKZHm3s","Begalka & Swanson, Certified Public Accountants",5.0,1,Tax preparation service,"216 E Main St #7, Albert Lea, MN 56007, United States","JJXM+39 Albert Lea, Minnesota, USA",http://www.begalkaswanson.com/,+1 507-373-4144,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bh2k33f3TP9thYc8RUSqrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.4155&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:30.183Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Lagene's+Accounting+%26+Tax/@44.0936722,-93.1829302,17z/data=!3m1!4b1!4m6!3m5!1s0x87f6e6d5db332c7d:0xd4527f461086a7f!8m2!3d44.0936722!4d-93.1829302!16s%2Fg%2F1tgd72jr",Lagene's Accounting & Tax,5.0,5,Tax preparation service,"2567 Stony Creek Dr, Owatonna, MN 55060, United States","3RV8+FR Owatonna, Minnesota, USA",,+1 507-455-0887,,,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:35.047Z,,,,,,,,,,
https://www.google.com/maps/place/Haugen+Binion+%26+Co.+CPAs/data=!4m7!3m6!1s0x87f63012a60cb18b:0xf299637912c34003!8m2!3d44.7868921!4d-93.2474416!16s%2Fg%2F1thhl1vv!19sChIJi7EMphIw9ocRA0DDEnljmfI,Haugen Binion & Co. CPAs,4.2,21,Certified public accountant,"11995 Co Rd 11 STE 230, Burnsville, MN 55337, United States","QQP3+Q2 Burnsville, Minnesota, USA",https://www.haugenbinioncpa.com/,+1 952-808-8798,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOMIEX8joLwlqNL0KonE4_PBHHLT55iGEfZnPk-=w427-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:39.956Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Med+City+Tax+Service/data=!4m7!3m6!1s0x87f75e4f5fe11b89:0x65781c754e5fc695!8m2!3d44.0430046!4d-92.5119632!16s%2Fg%2F1tzzw1qj!19sChIJiRvhX09e94cRlcZfTnUceGU,Med City Tax Service,3.5,10,Tax preparation service,"3270 19th St NW STE 110, Rochester, MN 55901, United States","2FVQ+66 Rochester, Minnesota, USA",http://medcity.tax/,+1 507-258-4552,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodwd1Ov3AqrMpRfhW0kKngk7_g1ToTc6aY001KgU7VGjwMr1p5iftYc2QIZeDivCu4-rDovrlrGyAHVvw0yPEn37rruU4wQ3BCEq_qfwdBvcWi7ldrqo95V2M28VZ-cGNqezRZ=w408-h544-k-no,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:45.129Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x87f9e01a39f41eff:0x50e6072f6eafc080!8m2!3d44.0563762!4d-92.4520527!16s%2Fg%2F1tdfnv1m!19sChIJ_x70ORrg-YcRgMCvbi8H5lA,H&R Block,4.4,84,Tax preparation service,"3120 Wellner Dr NE STE 1, Rochester, MN 55906, United States","3G4X+H5 Rochester, Minnesota, USA",https://www.hrblock.com/tax-office-near-me/minnesota/rochester/22623/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 507-288-2562,,https://lh3.googleusercontent.com/p/AF1QipOS6L3EZps74mxU_lVLBo9nNX7W6lgtzhHjWoE0=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:48.055Z,,,,,,,,,,
https://www.google.com/maps/place/Carolyn%27s+Business+Services/data=!4m7!3m6!1s0x87f740577c7c0651:0x5096b1f4cc153569!8m2!3d44.0256526!4d-92.7479412!16s%2Fg%2F1td0h1pz!19sChIJUQZ8fFdA94cRaTUVzPSxllA,Carolyn's Business Services,5.0,4,Accountant,"402 Mantorville Ave S, Kasson, MN 55944, United States","27G2+7R Kasson, Minnesota, USA",http://carolynsbusinessservices.com/,+1 507-634-7250,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNSOfUJTOm91cUVL_3UoiMkKbU9uHWFA9liAPQS=w408-h725-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:52.792Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,,,
https://www.google.com/maps/place/Krogh+Tax+Service/data=!4m7!3m6!1s0x87f75f78bb255555:0xdba6c7ecc8cd2049!8m2!3d44.0308355!4d-92.4661715!16s%2Fg%2F11h3vbt9zy!19sChIJVVUlu3hf94cRSSDNyOzHpts,Krogh Tax Service,3.0,2,Tax preparation service,"711 2nd Ave NW, Rochester, MN 55901, United States","2GJM+8G Rochester, Minnesota, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3WFPdUjwG6AP6PO5lTKATg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.68854&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:15:55.622Z,,,,,,,,,,
https://www.google.com/maps/place/Wilson+Tibor+%26+Maves+LTD/data=!4m7!3m6!1s0x87f9e1d8ebe0611d:0x15f09ab47c879c33!8m2!3d44.0478474!4d-92.5220219!16s%2Fg%2F1tf5f9dk!19sChIJHWHg69jh-YcRM5yHfLSa8BU,Wilson Tibor & Maves LTD,,,Tax preparation service,"2342 Superior Dr NW, Rochester, MN 55901, United States","2FXH+45 Rochester, Minnesota, USA",http://www.wtmcpas.com/,+1 507-282-9488,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nra5pmuLyZINrw4HhhLWKMyVJ1iqn0bEIUHDQVCfILvxNPCDJnG2Ht75LleloW9eb3nS1J0xZGyAn5O4mDuuMBRE903kJWJFYOl9QHcI0FOHv42iSSOk-k7dyGsIKghax42adHAnA=w408-h306-k-no,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:00.593Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Miller+Jason+CPA/data=!4m7!3m6!1s0x87f75f62dde2addf:0x2933f31978b77e41!8m2!3d44.020868!4d-92.462576!16s%2Fg%2F125_w9p29!19sChIJ363i3WJf94cRQX63eBnzMyk,Miller Jason CPA,,,Certified public accountant,"220 Broadway Ave S STE 102, Rochester, MN 55904, United States","2GCP+8X Rochester, Minnesota, USA",https://www.smithschafer.com/,+1 507-288-3277,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6CdQIziqxEEM_ijENl60MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.33252&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:05.515Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/TACS+of+Southern+Minnesota/data=!4m7!3m6!1s0x87f75f877d450291:0xc2bbef7ba4527efa!8m2!3d43.9996104!4d-92.4623073!16s%2Fg%2F1trcgzys!19sChIJkQJFfYdf94cR-n5SpHvvu8I,TACS of Southern Minnesota,4.0,4,Tax preparation service,"40 16th St SE ste b, Rochester, MN 55904, United States","XGXQ+R3 Rochester, Minnesota, USA",http://www.tacsoffice.com/,+1 507-289-4545,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cpJPYCBFXXgOqhLeevxzqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.74677&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:10.647Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Buchardts+Bookkeeping/@44.4678699,-92.460239,9z/data=!3m1!4b1!4m6!3m5!1s0x23c3040e80ae921d:0xe19b695ff2b40967!8m2!3d44.4678699!4d-92.460239!16s%2Fg%2F11s5268nk5",Buchardts Bookkeeping,5.0,1,Bookkeeping service,,,,+1 507-210-7446,Closed ⋅ Opens 10 am Mon,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:17.318Z,Closed,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,,,
https://www.google.com/maps/place/CLA+%28CliftonLarsonAllen%29/data=!4m7!3m6!1s0x87f7578b2894f403:0xf9f9cd2213f802cc!8m2!3d44.0518078!4d-92.5217208!16s%2Fg%2F124yk_8hs!19sChIJA_SUKItX94cRzAL4EyLN-fk,CLA (CliftonLarsonAllen),3.0,2,Accounting firm,"2689 Commerce Dr NW #201, Rochester, MN 55901, United States","3F2H+P8 Rochester, Minnesota, USA",https://www.claconnect.com/locations/minnesota/offices/cla-rochester,+1 507-280-2300,"Closed ⋅ Opens 8 am Mon

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLZsZLu2UYa6vU9iVWXSmGprfRp9Vo7xdZyPTTo716fURGfEKsfUoaKZ_1xAnGXa4emIXkblUrv-HOR3UxpDyXlsqBa-SRqVDIG5eg9SM0CmMfZV8lU8vIGcN7TaDYtdN8AXzd=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:22.179Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,,,
https://www.google.com/maps/place/Deborah+L+Haas+Ltd/data=!4m7!3m6!1s0x87f9e1df6d13d9f9:0xaa869a5f6ac37cda!8m2!3d44.0003698!4d-92.4560368!16s%2Fg%2F1tdnxgj9!19sChIJ-dkTbd_h-YcR2nzDal-ahqo,Deborah L Haas Ltd,5.0,1,Accountant,"401 16th St SE #203, Rochester, MN 55904, United States","2G2V+4H Rochester, Minnesota, USA",,+1 507-282-2663,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wdYgByccNbFzPzcW9yZvHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.66661525&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:27.320Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Hawkins+Ash+CPAs,+LLP/data=!4m7!3m6!1s0x87f9917db0fc321f:0xa7c158d66d553023!8m2!3d43.9696617!4d-92.0646217!16s%2Fg%2F1tf_1n1s!19sChIJHzL8sH2R-YcRIzBVbdZYwac","Hawkins Ash CPAs, LLP",,,Certified public accountant,"819 Whitewater Ave, St Charles, MN 55972, United States","XW9P+V5 St Charles, Minnesota, USA",https://www.hawkinsash.cpa/,+1 507-932-3010,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOzIK49_cGIlPD6lRC4Df9D7FE6j_lW8207XCYC=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:32.058Z,Closed,8 am–2 pm,8 am–2 pm,8 am–2 pm,8 am–2 pm,Closed,Closed,,,
https://www.google.com/maps/place/Haron+Bookkeeping+Solutions+LLC/data=!4m7!3m6!1s0x40d6c038bd730be5:0x603c037f98953995!8m2!3d44.34626!4d-92.460239!16s%2Fg%2F11wj9599fl!19sChIJ5QtzvTjA1kARlTmVmH8DPGA,Haron Bookkeeping Solutions LLC,5.0,1,Bookkeeping service,,,,+1 507-291-5599,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipOOFxeD3jMCvXpD3OK2IQLyumV1bcvLzzbQwCfY=w408-h510-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:36.894Z,Open 24 hours,5–11 pm,5–11 pm,5–11 pm,5–11 pm,5–11 pm,Open 24 hours,,,
"https://www.google.com/maps/place/Holly+J+Burow,+CPA,+LLC/data=!4m7!3m6!1s0x87f710df05fb7571:0xe5da5ad0f4f3eaeb!8m2!3d44.1514889!4d-92.8998596!16s%2Fg%2F1tdblkds!19sChIJcXX7Bd8Q94cR6-rz9NBa2uU","Holly J Burow, CPA, LLC",5.0,3,Tax preparation service,"211 Main St, West Concord, MN 55985, United States","5422+H3 West Concord, Minnesota, USA",https://hollyjcpa.com/,+1 507-527-2898,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oMBbSY2k7uOmE6LVmx7gzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.48685&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:39.874Z,,,,,,,,,,
https://www.google.com/maps/place/Mundo+tax/data=!4m7!3m6!1s0x87f75f0528464c1f:0xb369142cd44c4412!8m2!3d44.0218619!4d-92.4924803!16s%2Fg%2F11f4m7hq_j!19sChIJH0xGKAVf94cREkRM1CwUabM,Mundo tax,,,Accountant,"1907 2nd St SW, Rochester, MN 55902, United States","2GC5+P2 Rochester, Minnesota, USA",,+1 507-271-7025,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AfUY_hjQnqSU7x1dLtvD7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.918655&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:42.540Z,,,,,,,,,,
"https://www.google.com/maps/place/Brandrup+Bookkeeping/@43.977434,-92.489901,17z/data=!3m1!4b1!4m6!3m5!1s0x87f75932d831d713:0xdd092f69c8b971b6!8m2!3d43.977434!4d-92.489901!16s%2Fg%2F11tx0z3mp6",Brandrup Bookkeeping,,,Bookkeeping service,"1875 31st St SW, Rochester, MN 55902, United States","XGG6+X2 Rochester, Minnesota, USA",,+1 507-993-4596,,,true,"https://www.google.com/maps/search/certified+public+accountant+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-19T16:16:47.452Z,,,,,,,,,,
