placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error,info
https://www.google.com/maps/place/Valluzzo+Companies/data=!4m7!3m6!1s0x8626a3ebffffffff:0xf66705a3124997d5!8m2!3d30.4188707!4d-91.0938187!16s%2Fg%2F1tw1f5s9!19sChIJ_____-ujJoYR1ZdJEqMFZ_Y,Valluzzo Companies,1.8,91,Corporate office,"8710 Jefferson Hwy, Baton Rouge, LA 70809, United States","CW94+GF Baton Rouge, Louisiana, USA",http://www.valluzzocompanies.com/,+1 225-300-8960,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KExscBJPZ3iJ8xg-C34qaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.67706&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:32:00.488Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Wilson+Warehouse/data=!4m7!3m6!1s0x8626a0fbacb8893b:0xb4fdfef222356a13!8m2!3d30.4680513!4d-91.1811352!16s%2Fg%2F1vppswvs!19sChIJO4m4rPugJoYRE2o1IvL-_bQ,Wilson Warehouse,3.5,150,Logistics service,"2400 Sorrel Ave, Baton Rouge, LA 70802, United States","FR99+6G Baton Rouge, Louisiana, USA",http://wilsonwarehouse.com/?utm_source=google&utm_medium=GMB+Profile_BR&utm_campaign=Brand+Awareness,+1 225-343-3443,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPsiPApNeg4iVN8Pc1eXF-Q0utNcP2ccxJKAgya=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:32:06.896Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
https://www.google.com/maps/place/Walmart+Supercenter/data=!4m7!3m6!1s0x862697c8cc0eb895:0xcf83575fa4f47470!8m2!3d30.5417042!4d-91.0252564!16s%2Fg%2F1xg5t0t1!19sChIJlbgOzMiXJoYRcHT0pF9Xg88,Walmart Supercenter,4.0,2242,Department store,"10200 Sullivan Rd Ste 55, Baton Rouge, LA 70818, United States","GXRF+MV Baton Rouge, Louisiana, USA",https://www.walmart.com/store/3288-baton-rouge-la/?veh=seo_loc,+1 225-262-6599,,https://lh3.googleusercontent.com/p/AF1QipOG7eQGMWk-YG0-GpGY7KrNLwTHTmr4PyHBAfKY=w408-h244-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:32:12.853Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/DOTD-+Employee+Parking/data=!4m7!3m6!1s0x8626a1005ba2e0e5:0x2105a9246859e3ce!8m2!3d30.459464!4d-91.1764129!16s%2Fg%2F11vr5ryy4j!19sChIJ5eCiWwChJoYRzuNZaCSpBSE,DOTD- Employee Parking,,,Parking lot,"1201 Capitol Access Rd, Baton Rouge, LA 70802, United States","FR5F+QC Baton Rouge, Louisiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SO_nAESzv3Z47wPyChlTFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.90117&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:32:16.691Z,,,,,,,,,,
"https://www.google.com/maps/place/Mudiea+Parking+Services/@30.359915,-91.0876042,14z/data=!4m6!3m5!1s0x8626a142fb4b1107:0xa668d133d5a01f07!8m2!3d30.4509911!4d-91.1467995!16s%2Fg%2F1tx47dpq",Mudiea Parking Services,,,Valet parking service,"4149 Florida Blvd, Baton Rouge, LA 70806, United States","FV23+97 Baton Rouge, Louisiana, USA",http://mpsvalet.com/,+1 225-929-7753,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fnh9JipdEiRCVBlRa1XJKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.45572&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Oak+Hills+Place+Baton+Rouge+LA/@30.359915,-91.0876042,14z",2025-10-28T18:32:27.368Z,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,,Already found,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Inniswold+Baton+Rouge+LA/@30.4049139,-91.0834377,14z",2025-10-28T18:32:36.788Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/St+George+Catholic+Church/data=!4m7!3m6!1s0x862698c8fedd47af:0xb6fca888f4e2e401!8m2!3d30.3793794!4d-91.0684488!16s%2Fg%2F1tg8k2f6!19sChIJr0fd_siYJoYRAeTi9Iio_LY,St George Catholic Church,4.8,188,Catholic church,"7808 St George Dr, Baton Rouge, LA 70809, United States","9WHJ+QJ Baton Rouge, Louisiana, USA",http://www.st-george.org/,+1 225-293-2212,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8bEey2UCIVIrXz3Bwhbi3i_IOF-E-Byq9ut_3JYsVKWmbxV1bj_VYgzSvbhW-VCIYnk4_i48jI0LgbPfYmeAM_gpIZMQDN8M5i71Uz6B_sHWHohn889XHoUBxK013EWNK7Y9BPw=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Village+St.+George+Baton+Rouge+LA/@30.3570566,-91.071633,14z",2025-10-28T18:32:51.713Z,,,,,,,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x8626a7eb12107d99:0xcb546bd40e6becfb!8m2!3d30.3988903!4d-91.1789706!16s%2Fg%2F11x0fdw2vl!19sChIJmX0QEuunJoYR--xrDtRrVMs,parkingmgt.com,,,Parking lot,"4215 Nicholson Dr, Baton Rouge, LA 70808, United States","9RXC+HC Baton Rouge, Louisiana, USA",https://parkingmgt.com/parking-4215-nicholson-drive/,+1 855-244-8947,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jw-bGgxnV-PoBsSW1dkDNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.79144&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Village+St.+George+Baton+Rouge+LA/@30.3570566,-91.071633,14z",2025-10-28T18:32:57.230Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x8626a17ed351217f:0x64b4f8c674c4f267!8m2!3d30.4487477!4d-91.1896992!16s%2Fg%2F11xlyjgnm9!19sChIJfyFR036hJoYRZ_LEdMb4tGQ,SP+ Parking,,,Parking garage,"201 Lafayette St, Baton Rouge, LA 70801, United States","CRX6+F4 Baton Rouge, Louisiana, USA",https://parking.com/baton-rouge/lot/hilton-baton-rouge-capitol-center?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-LA,+1 504-525-5476,"Open 24 hours

Confirmed by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iYA9mlsEs3ZabfM3zPW3Lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.01025&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Village+St.+George+Baton+Rouge+LA/@30.3570566,-91.071633,14z",2025-10-28T18:33:02.574Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Belle+of+Baton+Rouge+-+Self+Parking/data=!4m7!3m6!1s0x8626a0c88bf2398d:0x7569b62dbc57fe9d!8m2!3d30.4402295!4d-91.1895713!16s%2Fg%2F11f2gswj42!19sChIJjTnyi8igJoYRnf5XvC22aXU,Belle of Baton Rouge - Self Parking,3.0,17,Parking garage,"103 France St, Baton Rouge, LA 70802, United States","CRR6+35 Baton Rouge, Louisiana, USA",https://belleofbatonrouge.com/,+1 225-242-2600,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqpVpYkrYdtPXqtFSeanhwc6EI0NhOw6XlreaNwBb5JMRMzqkFVQVVmVPi8mCCXXQbyD2VdLz1vcwhmBDTOKtL2qB32A6fIySC3Pb3eqsigbO79nJEt6zikZy9kGUHCkgfMU8f=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Village+St.+George+Baton+Rouge+LA/@30.3570566,-91.071633,14z",2025-10-28T18:33:08.238Z,,,,,,,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x8626a15b09e28bbb:0x61188dc6d386baed!8m2!3d30.4491315!4d-91.1891604!16s%2Fg%2F11vzs5fz2z!19sChIJu4viCVuhJoYR7bqG08aNGGE,parkingmgt.com,4.0,1,Parking lot,"200 Florida St, Baton Rouge, LA 70801, United States","CRX6+M8 Baton Rouge, Louisiana, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tjpAkgmG95sDJPwfs-3jfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.23076&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Minster+Baton+Rouge+LA/@30.410588,-91.0881967,14z",2025-10-28T18:33:23.311Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Maintenance+Protection+Systems/data=!4m7!3m6!1s0x8626a3210debfa25:0x904f7e9b58a1787a!8m2!3d30.4729341!4d-91.0754361!16s%2Fg%2F1td5m1ky!19sChIJJfrrDSGjJoYRenihWJt-T5A,Maintenance Protection Systems,4.3,3,General contractor,"9852 S Perdue Ave, Baton Rouge, LA 70814, United States","FWFF+5R Baton Rouge, Louisiana, USA",https://www.maintenanceprotection.com/,+1 225-248-1907,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GDhSrDNgOMGFQjeue8PKHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.61365&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Minster+Baton+Rouge+LA/@30.410588,-91.0881967,14z",2025-10-28T18:33:29.179Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Minster+Baton+Rouge+LA/@30.410588,-91.0881967,14z",2025-10-28T18:33:32.815Z,,,,,,,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Shenandoah+Baton+Rouge+LA/@30.4013028,-91.0009354,14z",2025-10-28T18:33:43.083Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Park+Rowe+Village+at+Perkins+Rowe/data=!4m7!3m6!1s0x8626a5014d1c4607:0xb158fda97605ca33!8m2!3d30.3794733!4d-91.0928843!16s%2Fg%2F11f3nl6_kx!19sChIJB0YcTQGlJoYRM8oFdqn9WLE,Park Rowe Village at Perkins Rowe,3.5,85,Apartment rental agency,"10201 Park Rowe Ave, Baton Rouge, LA 70810, United States","9WH4+QR Baton Rouge, Louisiana, USA",https://www.parkrowe.com/,+1 225-460-4397,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNab--o4JXpIOJzlxWayx8qmD4aNQEZtW9gMGAv=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Garden+District+Baton+Rouge+LA/@30.4412047,-91.1651289,14z",2025-10-28T18:34:04.003Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,9 am–2 pm,Closed,8:30 am–5:30 pm,· Dogs allowed,,
"https://www.google.com/maps/place/Mudiea+Parking+Services/@30.3960295,-91.1640968,14z/data=!4m6!3m5!1s0x8626a142fb4b1107:0xa668d133d5a01f07!8m2!3d30.4509911!4d-91.1467995!16s%2Fg%2F1tx47dpq",Mudiea Parking Services,,,Valet parking service,"4149 Florida Blvd, Baton Rouge, LA 70806, United States","FV23+97 Baton Rouge, Louisiana, USA",http://mpsvalet.com/,+1 225-929-7753,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fnh9JipdEiRCVBlRa1XJKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.45572&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Highlands+Baton+Rouge+LA/@30.3960295,-91.1640968,14z",2025-10-28T18:34:14.933Z,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,,Already found,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Brusly+Baton+Rouge+LA/@30.3943588,-91.2537198,14z",2025-10-28T18:34:25.481Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Superior+Parking+Management+Solutions/data=!4m7!3m6!1s0x88605f98d0ca3b07:0x5774d9a8418e3876!8m2!3d35.0637303!4d-85.3083608!16s%2Fg%2F11v_4z_72m!19sChIJBzvK0JhfYIgRdjiOQajZdFc,Superior Parking Management Solutions,3.5,19,Valet parking service,"134 N Market St unit 4435, Chattanooga, TN 37405, United States","3M7R+FM Chattanooga, Tennessee, USA",https://www.parkingsuperior.com/,+1 423-405-0899,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAwJVdyNRaP6BdEkuqJtu7Y0fH1hKYATO1fFzq=w408-h366-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Baton+Rouge+LA/@30.4514677,-91.1871466,14z",2025-10-28T18:34:42.522Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
