placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,attributes,error
https://www.google.com/maps/place/Tellica+Imaging+-+West+Valley+City/data=!4m7!3m6!1s0x87528d08dc49b3c3:0xe728cf46ba7597fb!8m2!3d40.6698977!4d-111.9857377!16s%2Fg%2F11sp9jr4nv!19sChIJw7NJ3AiNUocR-5d1ukbPKOc,Tellica Imaging - West Valley City,4.9,1259,Medical diagnostic imaging center,"4587 S 4000 W, Salt Lake City, UT 84120, United States","M297+XP Salt Lake City, Utah, USA",https://tellicaimaging.com/,+1 385-297-4290,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNdxiMYsqdh6Ko7fTevtA6cMvLQqA01U54-sAUr=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:29:33.120Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,
https://www.google.com/maps/place/CNS+Infusion+Pharmacy/data=!4m7!3m6!1s0x87528b44af404369:0x73308a698c17d0d8!8m2!3d40.6374877!4d-111.9796818!16s%2Fg%2F1pp2vbpfs!19sChIJaUNAr0SLUocR2NAXjGmKMHM,CNS Infusion Pharmacy,2.3,14,Pharmacy,"3685 W 6200 S, Salt Lake City, UT 84129, United States","J2PC+X4 Salt Lake City, Utah, USA",https://www.cns-cares.org/infusion-pharmacy-1/,+1 801-233-6120,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9N56SI7LI515KH3YOuGgUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.88401&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:29:38.515Z,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,,· Delivery,
https://www.google.com/maps/place/CommonSpirit+Holy+Cross+Hospital+-+West+Valley/data=!4m7!3m6!1s0x87528cdcc75aecaf:0x605d24258b5836e2!8m2!3d40.6977603!4d-111.9909077!16s%2Fm%2F02r7z0n!19sChIJr-xax9yMUocR4jZYiyUkXWA,CommonSpirit Holy Cross Hospital - West Valley,3.7,1128,Hospital,"3460 S 4155 W, West Valley City, UT 84120, United States","M2X5+4J West Valley City, Utah, USA",https://www.mountain.commonspirit.org/location/holy-cross-hospital-west-valley,+1 801-964-3100,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnOMOtTyhS0Ry6HnEY4EjDzQMVRm93wB3TY3ISUc7F2MRFyPFezzDIKZ6tgAraWgbVmPGPWLPUyDNHco6dNyQ4z57dbFkzncHA28GbzjeB_B4Gw31RWcIGn1UR6Pel7-db-Vg=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:29:43.581Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Oncology+Therapy+at+West+Valley+Clinic/data=!4m7!3m6!1s0x8752f3d1e168c787:0xcf7244a5c7c1dae3!8m2!3d40.7118982!4d-112.0200213!16s%2Fg%2F11qrbdnx65!19sChIJh8do4dHzUocR49rBx6VEcs8,Oncology Therapy at West Valley Clinic,,,Oncologist,"5373 Lake Park Blvd, West Valley City, UT 84120, United States","PX6H+QX West Valley City, Utah, USA",https://intermountainhealthcare.org/locations/west-valley-clinic/oncology-therapy?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-902-7940,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xm0vW8DbXBhe4X7cRLBMOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.821&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:29:48.480Z,Closed,7 am–5 pm,9 am–7 pm,9 am–7 pm,7 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Sacred+Circle+Healthcare+West+Valley+Clinic/data=!4m7!3m6!1s0x87528dde675faa1b:0xd77aef15f31622cc!8m2!3d40.6974566!4d-111.9678236!16s%2Fg%2F11ll7m4g56!19sChIJG6pfZ96NUocRzCIW8xXvetc,Sacred Circle Healthcare West Valley Clinic,4.5,153,Medical clinic,"3448 S 3200 W, West Valley City, UT 84119, United States","M2WJ+XV West Valley City, Utah, USA",http://sacredcircle.com/,+1 801-359-2256,,https://lh3.googleusercontent.com/p/AF1QipMaDhdu1UXEeB2GPNMXjABeCuVSnxcTaSqE1iuh=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:29:53.454Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/START+Mountain+Region/data=!4m7!3m6!1s0x87528df869d1080f:0x938d6e66beb86e71!8m2!3d40.6963018!4d-111.9628524!16s%2Fg%2F11lw605xlc!19sChIJDwjRafiNUocRcW64vmZujZM,START Mountain Region,,,Cancer treatment center,"2965 W 3500 S #4th, West Valley City, UT 84119, United States","M2WP+GV West Valley City, Utah, USA",https://startresearch.com/mountain-region/,+1 801-907-4750,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNNz07ZP8f-X94RJuYgHOrOmXrLRWXDD0PrKr3Y=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:29:58.230Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Pure+Infusion+Suites+of+Taylorsville/data=!4m7!3m6!1s0x87528b442b7ae449:0x14e264d1d2b82ffb!8m2!3d40.678348!4d-111.9156895!16s%2Fg%2F11nxqvzlsj!19sChIJSeR6K0SLUocR-y-40tFk4hQ,Pure Infusion Suites of Taylorsville,5.0,130,Medical clinic,"4179 Riverboat Rd Ste 170, Taylorsville, UT 84123, United States","M3HM+8P Taylorsville, Utah, USA",https://pureinfusionsuites.com/locations/taylorsville/,+1 385-276-3945,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np9dxZaSsPMqopEQ3tmp42yZho6fCRTYSPx1JKxemz6QQsogdCz6tiowZgsm-PxyfStqsDOmT3hE3Dl-mz23rsXGA4Ls85-dz6uA84iAzb7qudc5FtJeT1mmHtwA4NtYi6HnG6UHg=w408-h276-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:03.159Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Option+Care+Health+Infusion+Clinic+-+Murray/data=!4m7!3m6!1s0x87528b7d43db5109:0x1c3fe8622024791c!8m2!3d40.6731857!4d-111.881283!16s%2Fg%2F11t26t_73j!19sChIJCVHbQ32LUocRHHkkIGLoPxw,Option Care Health Infusion Clinic - Murray,3.9,11,Medical office,"348 E 4500 S #220, Murray, UT 84107, United States","M4F9+7F Murray, Utah, USA",https://optioncarehealth.com/locations/murray-ut-348-e-4500-s-suite-220,+1 801-577-7055,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bkfiq-8An9vIfyqu9C_IEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.27966&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:05.989Z,,,,,,,,,,
https://www.google.com/maps/place/Wasatch+Infusion/data=!4m7!3m6!1s0x8752bddb04029417:0xa10cb59ede523572!8m2!3d40.5725964!4d-112.2932396!16s%2Fg%2F11h29bwmnl!19sChIJF5QCBNu9UocRcjVS3p61DKE,Wasatch Infusion,4.4,7,Medical clinic,"2376 N 400 E building a suite 201, Tooele, UT 84074, United States","HPF4+2P Tooele, Utah, USA",http://wasatchinfusion.com/,+1 801-577-7055,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPLyPUPep5SewwT70wuclTufngst4L_VQW_4xyQ=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:11.134Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/CommonSpirit+Orthopedics+%26+Sports+Medicine+West+Valley/data=!4m7!3m6!1s0x87528cdb6510f12b:0xf3a4637a6c8ee500!8m2!3d40.6998904!4d-111.9908951!16s%2Fg%2F1tgwsr8k!19sChIJK_EQZduMUocRAOWObHpjpPM,CommonSpirit Orthopedics & Sports Medicine West Valley,4.7,88,Medical clinic,"3336 S 4155 W #102, West Valley City, UT 84120, United States","M2X5+XJ West Valley City, Utah, USA",https://www.mountain.commonspirit.org/location/orthopedics-sports-medicine-west-valley,+1 801-964-3925,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMypg9VVAp0mVSvTZLdwcTB6mmvTCDiDSZ6sK_y=w408-h326-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:16.222Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Epiphany+Dermatology+%28formerly+West+Valley+Dermatology%29/data=!4m7!3m6!1s0x87528cdcfccf8215:0xb14b065c3205d534!8m2!3d40.6981485!4d-111.9896661!16s%2Fg%2F1td0tcb7!19sChIJFYLP_NyMUocRNNUFMlwGS7E,Epiphany Dermatology (formerly West Valley Dermatology),4.8,569,Dermatologist,"4133 Pioneer Pkwy Suite 120, West Valley City, UT 84120, United States","M2X6+74 West Valley City, Utah, USA",https://www.epiphanydermatology.com/location/west-valley-city/,+1 801-966-1403,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMWc_omYbh_AawbxRkzI2Oqs5iwwpp9sj894G2W=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:21.241Z,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/AleraCare+Infusion+Center+-+Riverton/data=!4m7!3m6!1s0x8752879316e09b39:0x49111eae82c25531!8m2!3d40.5218015!4d-111.9352414!16s%2Fg%2F11l5ssf1w5!19sChIJOZvgFpOHUocRMVXCgq4eEUk,AleraCare Infusion Center - Riverton,5.0,2,Medical clinic,"1543 W 12600 S STE 101, Riverton, UT 84065, United States","G3C7+PW Riverton, Utah, USA",https://www.aleracare.com/location/riverton-infusion-center/,+1 888-209-8874,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hnB4TdfPQ7HdjdFxrHbstQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.09746&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:25.986Z,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,,,
https://www.google.com/maps/place/USA+Vein+Clinics/data=!4m7!3m6!1s0x87528dce6436dc35:0xa99496e6fe058afc!8m2!3d40.6956438!4d-112.0062312!16s%2Fg%2F11hxzpf1jn!19sChIJNdw2ZM6NUocR_IoF_uaWlKk,USA Vein Clinics,4.7,77,Medical clinic,"3550 S 4800 W, West Valley City, UT 84120, United States","MXWV+7G West Valley City, Utah, USA",https://www.usaveinclinics.com/company/locations/utah/office/west-valley-city/,+1 385-386-4466,,https://lh3.googleusercontent.com/p/AF1QipOLcYkHZMt5Hj3CQ2lJoSS37asZ91c2nGlyuYdd=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:31.076Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Amerita+Specialty+Infusion+Services+-+Salt+Lake+City/data=!4m7!3m6!1s0x87528b51663555c5:0xdc247eb476d29bdf!8m2!3d40.716729!4d-111.9447263!16s%2Fg%2F11b7ch584p!19sChIJxVU1ZlGLUocR35vSdrR-JNw,Amerita Specialty Infusion Services - Salt Lake City,5.0,6,Pharmacy,"2446 S 1940 W, Salt Lake City, UT 84119, United States","P384+M4 Salt Lake City, Utah, USA",https://www.ameritaiv.com/,+1 877-418-4114,"Closed ⋅ Opens 8:30 am Mon

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MZwrOyJZdM839-T5Sj1Azw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.11655&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:36.153Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,· Delivery,
https://www.google.com/maps/place/Peaceful+Addiction+Treatment+and+Recovery/data=!4m7!3m6!1s0x8752f2c67ac7c93b:0x73e975cd8e2976f0!8m2!3d40.7171421!4d-112.0152341!16s%2Fg%2F11f2qcmbh0!19sChIJO8nHesbyUocR8HYpjs116XM,Peaceful Addiction Treatment and Recovery,4.8,6,Addiction treatment center,"5225 W 2400 South England Ct, West Valley City, UT 84120, United States","PX8M+VW West Valley City, Utah, USA",,+1 385-262-8050,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrmctIoglc3XM4MDEywvkZdG9vECIQqI0OLodOTVQx5nLmxEHPDznHlnXK69Qmsc32miq7tv7SyneUoPidBSqEQ1BZJjqUI1jqWPZS2e5c2O9YVRXADxi5pR8U3P_YOoD_pKSy=w426-h240-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:41.113Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Intermountain+Health+West+Valley+Clinic/data=!4m7!3m6!1s0x8752f3e1084d2403:0x82a41c208acf37e6!8m2!3d40.7118982!4d-112.0200213!16s%2Fg%2F11c0wdwvkt!19sChIJAyRNCOHzUocR5jfPiiAcpII,Intermountain Health West Valley Clinic,4.0,78,Family practice physician,"5373 Lake Park Blvd, West Valley City, UT 84120, United States","PX6H+QX West Valley City, Utah, USA",https://intermountainhealthcare.org/locations/west-valley-clinic?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-902-8000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR6dlg4vT378BCAlLI5DwWBnwWkWiQU2DnWs4Tj1JIQLXgI2YJULtuW9sUZHGvr_d-cAz_74InQTEbhPzIfuYTrcmzaM1sPZ0NrlFJ48mNL3Er8NKtCOVGZaa1nCZnlnpTqivM=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-09-28T23:30:46.353Z,8 am–4 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4 pm,,,
