placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Dermatology+Center/data=!4m7!3m6!1s0x874d9001b3305add:0x8c9ba3fa10a18369!8m2!3d40.3114827!4d-111.6628727!16s%2Fg%2F1thbx3yk!19sChIJ3VowswGQTYcRaYOhEPqjm4w,Dermatology Center,5.0,1977,Dermatologist,"1385 E 750 N St, Orem, UT 84097, United States","886P+HV Orem, Utah, USA",https://www.oremdermcenter.com/?utm_source=gmb_auth,+1 385-497-6996,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOAPmiUkNeQDlCEoqvsczGkCDZ4-yS5CiMOaRw=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:27.288Z,8 am–4:30 pm,8 am–12 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,,,,
"https://www.google.com/maps/place/Health+%26+Vitality+Orem,+Utah/data=!4m7!3m6!1s0x874d9b7dfbd03443:0xb75f40642d629547!8m2!3d40.2999074!4d-111.7056156!16s%2Fg%2F11g22sy_wb!19sChIJQzTQ-32bTYcRR5ViLWRAX7c","Health & Vitality Orem, Utah",4.7,326,Medical clinic,"153 N 400 W St # B6, Orem, UT 84057, United States","77XV+XQ Orem, Utah, USA",http://healthandvitalityutah.com/,+1 801-921-2260,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMpb_9QK0dYS7nDFKhkHiiVGYGvsujxfWIwehJr=w408-h272-k-no,true,8:30 am–5:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:31.689Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–1 pm,Closed,Closed,8:30 am–5:30 pm,Identifies as women-owned,,,
https://www.google.com/maps/place/Forum+Health+Orem+Functional+Medicine+Doctor/data=!4m7!3m6!1s0x874d9a00c58c68e5:0x67d391a0c0c2ff38!8m2!3d40.2975005!4d-111.7040106!16s%2Fg%2F12628pk95!19sChIJ5WiMxQCaTYcROP_CwKCR02c,Forum Health Orem Functional Medicine Doctor,4.8,105,Medical clinic,"348 W Center St, Orem, UT 84057, United States","77XW+29 Orem, Utah, USA",https://forumhealth.com/clinics/utah/orem/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp-profile,+1 801-607-5270,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPKzYXTS50_myR7Ym2nKMQ9iLUMZbzpdt_NkP9U=w408-h273-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:36.136Z,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Orem/data=!4m7!3m6!1s0x874d9108e3c53099:0xe8cb1de03c9c8a84!8m2!3d40.277626!4d-111.677035!16s%2Fg%2F11m43z4qq3!19sChIJmTDF4wiRTYcRhIqcPOAdy-g,Prime IV Hydration & Wellness - Orem,4.9,157,Health spa,"1063 S 750 E, Orem, UT 84097, United States","78HF+35 Orem, Utah, USA",https://primeivhydration.com/locations/utah/orem-84097/,+1 385-497-6868,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP4DoE7YpcIVu0GhdTX7NYlrz-5CI5EfV7EhXLD=w408-h272-k-no,true,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:40.479Z,10 am–6 pm,10 am–6 pm,10 am–6:30 pm,10 am–3 pm,Closed,10 am–6 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Haus+of+Aesthetics+Provo/data=!4m7!3m6!1s0x874d91a2b5a43ad5:0x93d155cd575e0983!8m2!3d40.2987816!4d-111.6596607!16s%2Fg%2F11fmztffy4!19sChIJ1TqktaKRTYcRgwleV81V0ZM,Haus of Aesthetics Provo,4.9,211,Medical spa,"4801 N University Ave Suite 150, Provo, UT 84604, United States","78XR+G4 Provo, Utah, USA",https://hausofaestheticsslc.com/provo/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 801-852-0033,"Open · Closes 8 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM-aABKsEmyjdY4EAjBAQF204PHYY_4E6MOV0vk=w408-h272-k-no,true,9 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:44.927Z,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Kraig+K.+Jenson,+MD/data=!4m7!3m6!1s0x874d9001b3305add:0x7260d72e5bfca57f!8m2!3d40.3114889!4d-111.6628552!16s%2Fg%2F1tdks8hx!19sChIJ3VowswGQTYcRf6X8Wy7XYHI","Kraig K. Jenson, MD",4.8,162,Dermatologist,"1385 E 750 N St, Orem, UT 84097, United States","886P+HV Orem, Utah, USA",https://www.oremdermcenter.com/?utm_source=gmb_auth,+1 385-497-6996,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WeYjHl6-2ohdllQAgh-VOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.8262&pitch=0&thumbfov=100,true,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:49.178Z,8 am–4:30 pm,8 am–12 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Intermountain+Health+Orem+Community+Hospital+Emergency+Services/data=!4m7!3m6!1s0x874d9b8cb0c86c23:0x4ffaf5965cbfcc25!8m2!3d40.3033995!4d-111.7055487!16s%2Fm%2F03csg_g!19sChIJI2zIsIybTYcRJcy_XJb1-k8,Intermountain Health Orem Community Hospital Emergency Services,4.0,29,Emergency room,"331 N 400 W St, Orem, UT 84057, United States","873V+9Q Orem, Utah, USA",https://intermountainhealthcare.org/locations/orem-community-hospital/emergency?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-714-3326,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMNRs_woH024UKtcoY9utlP-1K8kVwFIICzSsGs=w408-h408-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:53.494Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Parkinson+Dermatology/data=!4m7!3m6!1s0x874d9005e7afffff:0x48147db835834648!8m2!3d40.304943!4d-111.6595764!16s%2Fg%2F11hy9pcxzy!19sChIJ__-v5wWQTYcRSEaDNbh9FEg,Parkinson Dermatology,4.9,400,Dermatologist,"5314 W River Run Dr Suite 220, Provo, UT 84604, United States","883R+X5 Provo, Utah, USA",http://parkinsonderm.com/,+1 801-225-8484,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DXkiZ5IopAlq7hsRO4N-Pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.51595&pitch=0&thumbfov=100,false,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:58.106Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Revere+Health+Vein+and+Vascular+Center+-+Provo/data=!4m7!3m6!1s0x874d9b12c90b91fb:0x9e4aa5a56640a9b!8m2!3d40.248562!4d-111.668402!16s%2Fg%2F11g0tpl_4k!19sChIJ-5ELyRKbTYcRmwpkVlqq5Ak,Revere Health Vein and Vascular Center - Provo,3.0,2,Medical diagnostic imaging center,"1055 N 500 W Bldg. C #112, Provo, UT 84604, United States","68XJ+CJ Provo, Utah, USA",https://reverehealth.com/departments/provo-vein-and-vascular/?utm_source=GMB&utm_medium=provo-vein-clinic&utm_campaign=GMB,+1 801-812-5550,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN_zn2uoP_iMA01u0B89Y1ptkIbUWrufhJiE-tg=w408-h261-k-no,true,7 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:02.371Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,,
https://www.google.com/maps/place/Utah+Valley+Oral+and+Maxillofacial+Surgery/data=!4m7!3m6!1s0x874d8528b0980e6b:0xf5acbc36fa2ec39f!8m2!3d40.3128014!4d-111.708471!16s%2Fg%2F1v3dslvg!19sChIJaw6YsCiFTYcRn8Mu-ja8rPU,Utah Valley Oral and Maxillofacial Surgery,4.7,180,Oral surgeon,"480 W 800 N, Orem, UT 84057, United States","877R+4J Orem, Utah, USA",https://www.utahvalleyoralsurgery.com/locations/orem-office/,+1 801-877-5589,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOvZKud8hbXXtUD6GlF63jGM5WUQzH3w4PVV-Ak=w408-h272-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:06.766Z,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,,,,
"https://www.google.com/maps/place/Robert+P.+Smilanich,+MD/data=!4m7!3m6!1s0x874d90a70fd9abe5:0xf10a87f5a1684ec7!8m2!3d40.2489395!4d-111.6654223!16s%2Fg%2F1v2kxxqs!19sChIJ5avZD6eQTYcRx05oofWHCvE","Robert P. Smilanich, MD",4.8,96,Vascular surgeon,"395 Cougar Blvd #503, Provo, UT 84604, United States","68XM+HR Provo, Utah, USA",https://doctors.intermountainhealth.org/provider/Robert%20P.%20Smilanich/2554621?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-357-1620,"Open · Closes 5 pm

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=96y-ltei8niYNRlAZ9fsyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.28241&pitch=0&thumbfov=100,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:11.240Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,,
https://www.google.com/maps/place/Timpanogos+Regional+ER/data=!4m7!3m6!1s0x874d84d8756ec601:0x516fb6e79d8d6db2!8m2!3d40.3131953!4d-111.7137624!16s%2Fg%2F11byp6h21m!19sChIJAcZuddiETYcRsm2Nnee2b1E,Timpanogos Regional ER,3.8,139,Emergency room,"750 W 800 N, Orem, UT 84057, United States","877P+7F Orem, Utah, USA",https://www.mountainstar.com/locations/timpanogos-regional-hospital/specialties/emergency-care?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 801-714-6000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPFLoU1qlvhxTPoQ7_ITI0ujbQbcHr5Aaugocm-=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:15.566Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Devin+Burr,+DO/data=!4m7!3m6!1s0x874d91dfabbcb5eb:0x6221293b509cc95a!8m2!3d40.3114555!4d-111.6628586!16s%2Fg%2F11rfdj85lv!19sChIJ67W8q9-RTYcRWsmcUDspIWI","Devin Burr, DO",5.0,620,Dermatologist,"1385 E 750 N St, Orem, UT 84097, United States","886P+HV Orem, Utah, USA",https://www.oremdermcenter.com/?utm_source=gmb_auth,+1 801-224-5200,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgK0NBs-GfXSwh2k8U2c6sQWB_WnIdmO2Jj-RU8XrOUWEkbftHAQ1cL0OeZ78TH8y4nrfYeV18N60_m2ZRqSadLhvjZq1f4lS8TpmnUmAQFXVdjTcmjMXvNr9JHT1nNVaZLxI4VA=w408-h544-k-no,true,,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:17.953Z,,,,,,,,,,
https://www.google.com/maps/place/Orem+Community+Hospital+Imaging+Services/data=!4m7!3m6!1s0x874d9b51dc476e77:0xb92c43ef29c7a88f!8m2!3d40.3033995!4d-111.7055487!16s%2Fg%2F11f734c9fj!19sChIJd25H3FGbTYcRj6jHKe9DLLk,Orem Community Hospital Imaging Services,4.3,6,Medical clinic,"331 N 400 W St, Orem, UT 84057, United States","873V+9Q Orem, Utah, USA",https://intermountainhealthcare.org/locations/orem-community-hospital/imaging-services?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-714-3334,"Open · Closes 12 am

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOqtg1S5SYp4K2TomG9QPrF88csB8sxKZVVIt-X=w408-h408-k-no,true,6 am–12 am,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:22.438Z,6 am–12 am,6 am–12 am,6 am–11 pm,Closed,Closed,6 am–12 am,,,,
https://www.google.com/maps/place/Oquirrh+Mountain+Phlebotomy+School/data=!4m7!3m6!1s0x874d9a7708dba4cb:0xcc5f2d53440fe18f!8m2!3d40.27597!4d-111.6862231!16s%2Fg%2F11bw4w3hjs!19sChIJy6TbCHeaTYcRj-EPRFMtX8w,Oquirrh Mountain Phlebotomy School,5.0,53,Vocational school,"1160 State St #30, Orem, UT 84097, United States","78G7+9G Orem, Utah, USA",https://oqmps.com/utah/,+1 801-738-3114,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOkwkeOe3obB5-6v-eoQ6_nmb21QO18-CPlj8BR=w408-h271-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:26.777Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Sound+Corrections+Chiropractic,+PLLC+%7C+Drs.+James+Beadle+%26+David+Miranda/data=!4m7!3m6!1s0x874d852e30b90537:0x77011c91aab115a7!8m2!3d40.2753828!4d-111.6888384!16s%2Fg%2F1q64d8421!19sChIJNwW5MC6FTYcRpxWxqpEcAXc","Sound Corrections Chiropractic, PLLC | Drs. James Beadle & David Miranda",4.9,116,Chiropractor,"251 E 1200 S, Orem, UT 84058, United States","78G6+5F Orem, Utah, USA",https://www.soundcorrections.com/,+1 801-900-3223,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipM-y3_k35SaAL5nBMCSp6XX3Oeh8wgui7OQliec=w506-h240-k-no,true,9 am–12 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:31.167Z,"9 am–12 pm, 2–6 pm",2–6 pm,9 am–12 pm,Closed,Closed,"9 am–12 pm, 2–6 pm",,,,
https://www.google.com/maps/place/Riverwoods+Surgery+Center/data=!4m7!3m6!1s0x874d9006356a3fb3:0xf9559de6d4bc4cc3!8m2!3d40.3043626!4d-111.6625991!16s%2Fg%2F1tmg70jv!19sChIJsz9qNQaQTYcRw0y81OadVfk,Riverwoods Surgery Center,3.5,37,Surgical center,"320 W River Park Dr # 125, Provo, UT 84604, United States","883P+PX Provo, Utah, USA",http://www.rwsurgery.com/,+1 801-437-4500,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuldXKanV4Fo1fZMDr94E4er4Xdu-tcnavugKJWct3x9_dNr9E1bqaaatPjCbYtIuv9d0SKcawzhxR3ChJIO5squzijGXCROe2GWBvs0xqd6-ozjqZTjMvKgUBPgM0VZp8CcMaew=w408-h544-k-no,false,6 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:35.633Z,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,,,,
https://www.google.com/maps/place/SimplySkin+%26+Laser/data=!4m7!3m6!1s0x874d9acc41bffb97:0x77e10ed84c439535!8m2!3d40.3016051!4d-111.6577195!16s%2Fg%2F1tczqvbf!19sChIJl_u_QcyaTYcRNZVDTNgO4Xc,SimplySkin & Laser,5.0,47,Hair removal service,"5099 N Edgewood Dr, Provo, UT 84604, United States","882R+JW Provo, Utah, USA",http://simplyskinlaser.com/,+1 801-427-6895,Closed · Opens 9:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tckN5gFGkrFSMIyidOLEmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.5963&pitch=0&thumbfov=100,true,10 am–2 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:28:40.039Z,Closed,9:30 am–4 pm,9:30 am–3 pm,10 am–1 pm,Closed,Closed,,,,
