placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/East+Falls+Sport+and+Spine/data=!4m7!3m6!1s0x53545f2b9b42a6df:0x8a74b42a96ef926f!8m2!3d43.4690844!4d-111.9909342!16s%2Fg%2F11c3s95wd8!19sChIJ36ZCmytfVFMRb5Lvliq0dIo,East Falls Sport and Spine,4.7,43,Orthopedic clinic,"3200 Channing Way #303, Idaho Falls, ID 83404, United States","F295+JJ Idaho Falls, Idaho, USA",https://eastfallsclinics.com/locations/east-falls-sport-and-spine/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 208-535-4400,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sbDMSdwRPyoU_UlIqr3D6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.84033&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:51.164Z,,,
https://www.google.com/maps/place/Eagle+Rock+Neuropathy+and+Joint+Pain+Center/data=!4m7!3m6!1s0x53545d38593a19d9:0x144a1d039c26e39c!8m2!3d43.489181!4d-112.0497199!16s%2Fg%2F11j08r9rnt!19sChIJ2Rk6WThdVFMRnOMmnAMdShQ,Eagle Rock Neuropathy and Joint Pain Center,4.3,15,Medical clinic,"919 S Utah Ave, Idaho Falls, ID 83402, United States","FXQ2+M4 Idaho Falls, Idaho, USA",https://eaglerockmedical.com/,+1 208-537-1090,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOfEOXFZZ78uYucw7YpVe4JLQ5C7Z8dfOrT2HO6=w427-h240-k-no,true,Closed,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:55.912Z,,,
https://www.google.com/maps/place/America+Health+Pain+%26+Regeneration/data=!4m7!3m6!1s0x53545ecf95995555:0xa442a27e0a76a212!8m2!3d43.4827589!4d-111.9942971!16s%2Fg%2F11gh04qczf!19sChIJVVWZlc9eVFMREqJ2Cn6iQqQ,America Health Pain & Regeneration,5.0,5,Medical clinic,"1995 East West 17th Street B, Idaho Falls, ID 83404, United States","F2M4+47 Idaho Falls, Idaho, USA",,+1 208-538-1999,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qeGcAm3lmLWT0SYoLDh4BA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.53473&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:00.892Z,,,
"https://www.google.com/maps/place/Melanie+Wood,+MD/@43.4668388,-111.9886558,17z/data=!3m1!4b1!4m6!3m5!1s0x53545f2375e75381:0xab03966cc609e7d9!8m2!3d43.4668388!4d-111.9886558!16s%2Fg%2F11gb3r22v3","Melanie Wood, MD",4.2,24,Doctor,"3302 Valencia Dr, Idaho Falls, ID 83404, United States","F286+PG Idaho Falls, Idaho, USA",,+1 208-524-9400,Open · Closes 5 pm,,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:07.717Z,,,
https://www.google.com/maps/place/Lords+Chiropractic/data=!4m7!3m6!1s0x5354595af280c531:0xeb7ed6fdb148fcdb!8m2!3d43.494183!4d-112.0453172!16s%2Fg%2F1vyn3jlj!19sChIJMcWA8lpZVFMR2_xIsf3Wfus,Lords Chiropractic,4.8,20,Pain management physician,"335 River Pkwy, Idaho Falls, ID 83402, United States","FXV3+MV Idaho Falls, Idaho, USA",https://lordschiro.com/,+1 208-529-5656,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTieelonHlVU_B5ZjdgNjwoR2gFiHNmqArOekQKJvvEXTnA_iVI50yxPrKzWz8xcl9CelLd-5CgfhYjtIDfmozYM1VncK188eVyMW8keiIfZwEQNrQkBPpSetATqwlBhMikbNf=w408-h306-k-no,true,9 am–5 pm,12–5 pm,9 am–2 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:12.761Z,,,
https://www.google.com/maps/place/East+Falls+Neurosurgery+and+Spine/data=!4m7!3m6!1s0x53545f32739b55c5:0x38b4bb6c2ade1696!8m2!3d43.4677308!4d-111.9946424!16s%2Fg%2F11n6st2ytk!19sChIJxVWbczJfVFMRlhbeKmy7tDg,East Falls Neurosurgery and Spine,4.8,76,General practitioner,"3345 Potomac Way, Idaho Falls, ID 83404, United States","F294+34 Idaho Falls, Idaho, USA",https://eastfallsclinics.com/locations/east-falls-neurosurgery-and-spine/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 208-522-7572,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOQy5gxZ_9ZOMCpmA-SjRUrjL75y0CZrhqFSef7=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:17.492Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Christy+Taylor,+NP-C/data=!4m7!3m6!1s0x53545fdb921412ef:0x16e616d68f796e2!8m2!3d43.4671311!4d-111.9949922!16s%2Fg%2F11qlyf6s3x!19sChIJ7xIUkttfVFMR4pb3aG1hbgE","Pain & Spine Specialists of Idaho: Christy Taylor, NP-C",,,Pain management physician,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F284+V2 Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/about-us/idaho-falls-pain-management-christy-taylor/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=riqCLBWj6pBR2Kh0FY0aeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.29461&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:22.219Z,,,
https://www.google.com/maps/place/QC+Kinetix+%28Idaho+Falls%29/data=!4m7!3m6!1s0x535459020140bec3:0xe3837ccf526d527!8m2!3d43.477868!4d-112.0615722!16s%2Fg%2F11jzwg0fst!19sChIJw75AAQJZVFMRJ9Um9cw3OA4,QC Kinetix (Idaho Falls),4.9,24,Pain control clinic,"2194 Snake River Pkwy Suite 103, Idaho Falls, ID 83402, United States","FWHQ+49 Idaho Falls, Idaho, USA",https://qckinetix.com/idaho-falls/?utm_campaign=gmb,+1 208-417-8146,Temporarily closed,,https://lh3.googleusercontent.com/p/AF1QipNKYLzIKB3hREjkaHy2nkiTqFJENzeDFk2Mx4FK=w408-h473-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:26.977Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Matt+Nelson,+PA-C/data=!4m7!3m6!1s0x53545fbf3614d68d:0xc2f1bc0c9f47963!8m2!3d43.4728475!4d-111.986493!16s%2Fg%2F11hdy9mnxt!19sChIJjdYUNr9fVFMRY3n0ycAbLww","Pain & Spine Specialists of Idaho: Matt Nelson, PA-C",,,Pain management physician,"2375 Coronado St, Idaho Falls, ID 83404, United States","F2F7+4C Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/about-us/idaho-falls-pain-management-matt-nelson-pa-c/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g7Ssi1wIA1kbiVbzc6IqeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.18745&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:31.562Z,,,
"https://www.google.com/maps/place/Troy+Bushman,+DO/data=!4m7!3m6!1s0x53545f48cdcebb89:0x97c4397fde9c4867!8m2!3d43.4690844!4d-111.9909342!16s%2Fg%2F11rwj0n465!19sChIJibvOzUhfVFMRZ0ic3n85xJc","Troy Bushman, DO",5.0,62,Sports medicine physician,"3200 Channing Way #303, Idaho Falls, ID 83404, United States","F295+JJ Idaho Falls, Idaho, USA",https://eastfallsclinics.com/physicians/profile/Dr-Troy-Bushman-DO?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 208-535-4400,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPFh3jqDr4UVg0z5ECunBj913Lwuog7GawswWNT=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:36.502Z,,,
https://www.google.com/maps/place/Dr.+Andrew+Cooper+D.O./data=!4m7!3m6!1s0x53545fc24ead6923:0xd6c7c0f8100946d6!8m2!3d43.4737987!4d-111.9901245!16s%2Fg%2F11f760dxmp!19sChIJI2mtTsJfVFMR1kYJEPjAx9Y,Dr. Andrew Cooper D.O.,4.3,15,Doctor,"2635 Channing Way, Idaho Falls, ID 83404, United States","F2F5+GX Idaho Falls, Idaho, USA",http://www.eastidspine.com/,+1 208-535-4343,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gEhaW4YOnLfE_Fur6klU8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.4238&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 am,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:41.278Z,,,
https://www.google.com/maps/place/The+Healing+Sanctuary-+Integrative+Medicine+%26+IV+Therapy/data=!4m7!3m6!1s0x53545949e7da93c5:0x9fbbb746c874c3f0!8m2!3d43.4865414!4d-112.0314604!16s%2Fg%2F11c5h1xhb9!19sChIJxZPa50lZVFMR8MN0yEa3u58,The Healing Sanctuary- Integrative Medicine & IV Therapy,4.7,483,Family practice physician,"187 E 13th St, Idaho Falls, ID 83404, United States","FXP9+JC Idaho Falls, Idaho, USA",https://www.healingsanctuary.clinic/,+1 208-497-0500,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMEsuF4zBbTvNbI87ICFdNvfPBB7Scs3lfriGnW=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:46.093Z,,,
https://www.google.com/maps/place/Arthritis+Specialty+Center+Idaho+Falls/data=!4m7!3m6!1s0x535459b3bd8cbe75:0x2ba20710f810e2ac!8m2!3d43.4686467!4d-112.0394853!16s%2Fg%2F11lt9s_tyr!19sChIJdb6MvbNZVFMRrOIQ-BAHois,Arthritis Specialty Center Idaho Falls,4.8,26,Medical clinic,"352 W Sunnyside Rd, Idaho Falls, ID 83402, United States","FX96+F6 Idaho Falls, Idaho, USA",https://managearthritis.net/,+1 208-234-1300,Open · Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aXjPqlzZ-fhgRHrMlk1Xag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.6195&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:50.867Z,,,
https://www.google.com/maps/place/Idaho+Hand+Institute/data=!4m7!3m6!1s0x53545f9b239b52c9:0xcaa71348fbecff1c!8m2!3d43.468794!4d-111.9868455!16s%2Fg%2F11gj1wy024!19sChIJyVKbI5tfVFMRHP_s-0gTp8o,Idaho Hand Institute,4.9,146,Hand surgeon,"2375 E Sunnyside Rd Suite J, Idaho Falls, ID 83404, United States","F297+G7 Idaho Falls, Idaho, USA",https://www.idahohandinstitute.com/,+1 208-235-4263,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOl_4ofBqxoOt8kObEzgCcZv4-3fkiaaV3GRRwc=w408-h301-k-no,true,8 am–12 pm,8 am–12 pm,Closed,Closed,Closed,Closed,8 am–12 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:43:55.740Z,,,
https://www.google.com/maps/place/Advanced+Health+Chiropractic/data=!4m7!3m6!1s0x53545eeabe97be7b:0xb2659132bf1d6a36!8m2!3d43.491837!4d-111.998048!16s%2Fg%2F1tdzfnt2!19sChIJe76XvupeVFMRNmodvzKRZbI,Advanced Health Chiropractic,4.9,564,Chiropractor,"645 S Woodruff Ave, Idaho Falls, ID 83401, United States","F2R2+PQ Idaho Falls, Idaho, USA",http://www.chiropracticidahofalls.com/,+1 208-552-9886,Opens soon · 1 pm,,https://lh3.googleusercontent.com/p/AF1QipO6-B0nTAF7uKEDBjBuzqBOVnHx9OC5UI8uII0y=w408-h306-k-no,true,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,Closed,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:44:00.683Z,,,
https://www.google.com/maps/place/Ridgeline+Medical/data=!4m7!3m6!1s0x53545fcdd63c4be5:0x661f75445d03721b!8m2!3d43.4624449!4d-111.9849435!16s%2Fg%2F11fkt5_y4t!19sChIJ5Us81s1fVFMRG3IDXUR1H2Y,Ridgeline Medical,4.9,1596,Urgent care center,"2470 Jafer Ct, Idaho Falls, ID 83404, United States","F268+X2 Idaho Falls, Idaho, USA",https://ridgelinemedical.org/,+1 208-715-9990,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipNFz9JPOZb7UZSNfCCuzZJ1wHUsru0kqhMyX3un=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–6 pm,9 am–5 pm,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:44:05.551Z,,,
https://www.google.com/maps/place/Fit+Fast+4+Health/data=!4m7!3m6!1s0x53545f64683ff61d:0xba3cc54a1617e9be!8m2!3d43.4686778!4d-112.0400615!16s%2Fg%2F11j6rbghyp!19sChIJHfY_aGRfVFMRvukXFkrFPLo,Fit Fast 4 Health,4.9,36,Weight loss service,"356 W Sunnyside Rd Ste A, Idaho Falls, ID 83402, United States","FX95+FX Idaho Falls, Idaho, USA",https://fitfast4health.com/,+1 208-710-7725,Open · Closes 7 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JU4bYvf7Gc2uM_Ht3MDGWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.814581&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,7 am–6 pm,9 am–2 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:44:10.361Z,,,
