placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Total+Power+Installations/data=!4m7!3m6!1s0x8640df31600d743d:0x5b0d590693a65b4c!8m2!3d29.6766318!4d-95.717518!16s%2Fg%2F11x8c_fcz2!19sChIJPXQNYDHfQIYRTFumkwZZDVs,Total Power Installations,5.0,31,Electric generator shop,,"9720 Harlem Rd, Richmond, TX 77407, United States","M7GJ+MX Richmond, Texas, USA",https://totalpowerinstalls.com/,+1 832-973-9022,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN4sEmT4BjOGzZwCdx0ysKuUvKddp-s0mRJeiEp=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:01.521Z,,
https://www.google.com/maps/place/Generator+Service+Center/data=!4m7!3m6!1s0x86411dbe48f49c41:0x6770d84568402eb3!8m2!3d29.5139565!4d-95.805971!16s%2Fg%2F11hbss17qx!19sChIJQZz0SL4dQYYRsy5AaEXYcGc,Generator Service Center,4.8,72,Electric generator shop,,"4709 TX-36 Suite 30, Rosenberg, TX 77471, United States","G57V+HJ Rosenberg, Texas, USA",http://www.generatorservicecenter.info/,+1 281-359-1204,Closed · Opens 8:30 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNw5bn7DCoDK4oHoOz0ii7xzBFfjJtv7-KXsehG=w408-h408-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:06.700Z,,
https://www.google.com/maps/place/Generator+Boyz/data=!4m7!3m6!1s0x8640ef3c30c0dd39:0xbdbf94f8e20835c3!8m2!3d29.493813!4d-95.4892743!16s%2Fg%2F11xgk62ss8!19sChIJOd3AMDzvQIYRwzUI4viUv70,Generator Boyz,5.0,19,Electrical installation service,,"6111 Gussie Mae Ln, Rosharon, TX 77583, United States","FGV6+G7 Rosharon, Texas, USA",https://www.generatorboyz.com/,+1 832-868-7128,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMwAU3vj-pk6lrx1JNe5KyRETIIpZgX1GgKNwwV=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:11.588Z,,
"https://www.google.com/maps/place/Sugar+Land+Electric,+LLC/data=!4m7!3m6!1s0x8640e32a15beecf9:0xcce00c5c39106841!8m2!3d29.5669899!4d-95.6851727!16s%2Fg%2F11lnn81h10!19sChIJ-ey-FSrjQIYRQWgQOVwM4Mw","Sugar Land Electric, LLC",1.0,1,Electrician,,"17211 W Grand Pkwy S, Sugar Land, TX 77479, United States","H887+QW Sugar Land, Texas, USA",https://www.sugarlandelectric.com/,+1 832-363-3221,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ww-MQU4Ssjp3TtSi2VM2Nw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.844284&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:16.406Z,,
https://www.google.com/maps/place/M.Dean+Electric/data=!4m7!3m6!1s0x8640e5f8a032f6af:0x7b75c20347889073!8m2!3d29.5920976!4d-95.501497!16s%2Fg%2F11hbr92njd!19sChIJr_YyoPjlQIYRc5CIRwPCdXs,M.Dean Electric,5.0,15,Electrician,,,,https://mdeanelectric.com/,+1 832-274-6081,Closed · Opens 9 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN4n6MO8rja_iPp2Eh18tnZg4kdMLnejBJ15PV5=w408-h273-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:21.255Z,,
"https://www.google.com/maps/place/Electricians+Licensed,+Professional+and+Local+Allsource+Electrical/data=!4m7!3m6!1s0x8640eae4b4cf8a1b:0x5fd23ceef586c6d5!8m2!3d29.627176!4d-95.562407!16s%2Fg%2F11bc7prb02!19sChIJG4rPtOTqQIYR1caG9e480l8","Electricians Licensed, Professional and Local Allsource Electrical",4.8,16,Electrician,,,,https://www.allsourcelectrical.com/,+1 281-451-4245,Closed · Opens 7:30 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP_8OJO-lKPrZ5TJ393j-EQak5maGhLKY9IUplA=w426-h240-k-no,true,Closed,Closed,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:26.022Z,,
https://www.google.com/maps/place/McIntosh+Electric+LLC/data=!4m7!3m6!1s0x27ea4b89d12ccf25:0x85e3f596154a08a0!8m2!3d29.6496702!4d-95.6079473!16s%2Fg%2F11v44wwk9l!19sChIJJc8s0YlL6icRoAhKFZb144U,McIntosh Electric LLC,4.8,22,Electrician,,"1907 Blake Rd A, Sugar Land, TX 77478, United States","J9XR+VR Sugar Land, Texas, USA",https://mcintoshelectricllc.com/,+1 832-909-1395,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMNG4c3LqEmvUtGiXH32S134AO6Ep0vE7rMBu8x=w408-h510-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:30.897Z,,
https://www.google.com/maps/place/Certified+Generator+Service+and+Repair/data=!4m7!3m6!1s0x8640df7a23c4ba4b:0xe2a769328db7cc80!8m2!3d29.6766318!4d-95.717518!16s%2Fg%2F11xh568s0_!19sChIJS7rEI3rfQIYRgMy3jTJpp-I,Certified Generator Service and Repair,5.0,108,Electric generator shop,,"9720 Harlem Rd Unit B12, Richmond, TX 77407, United States","M7GJ+MX Richmond, Texas, USA",https://certifiedgenrepair.com/,+1 832-347-2709,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMT2pyW5T3DCxxI-_iLYcMjr61hQfmL31mHmJtQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:36.052Z,,
https://www.google.com/maps/place/Houston+Electric/data=!4m7!3m6!1s0x8640e78b746c286b:0xba269242c9512565!8m2!3d29.5865659!4d-95.6324767!16s%2Fg%2F11vh_dd7tp!19sChIJayhsdIvnQIYRZSVRyUKSJro,Houston Electric,5.0,1,Electrician,,"3536 Town Center Blvd S, Sugar Land, TX 77479, United States","H9P9+J2 Sugar Land, Texas, USA",,+1 832-789-8303,Open · Closes 8:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DFhX8P7UOxMHnsJK1o8pOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.61678&pitch=0&thumbfov=100,false,7 am–8:30 pm,7 am–8:30 pm,7 am–8:30 pm,7 am–8:30 pm,7 am–8:30 pm,7 am–8:30 pm,7 am–8:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:40.720Z,,
https://www.google.com/maps/place/Home+Generator+Installation+in+Stafford/data=!4m7!3m6!1s0x8640e87c9e98d98d:0x16b5399e08efeafb!8m2!3d29.6320338!4d-95.5529125!16s%2Fg%2F1tdblcsg!19sChIJjdmYnnzoQIYR--rvCJ45tRY,Home Generator Installation in Stafford,5.0,1,Electrician,,"13107 Mula Ct, Stafford, TX 77477, United States","JCJW+RR Stafford, Texas, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=92gJC7cr_Cy1BTDp0JJVdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.60551&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:43.505Z,,
https://www.google.com/maps/place/AL+Generators+Power+LLC/data=!4m7!3m6!1s0x8640d7cdf9c3a669:0xd40f4067341c7980!8m2!3d29.7338521!4d-95.4628312!16s%2Fg%2F11kqdj6wg5!19sChIJaabD-c3XQIYRgHkcNGdAD9Q,AL Generators Power LLC,5.0,96,Electric generator shop,,"3050 Post Oak Blvd Suit 510, Houston, TX 77056, United States","PGMP+GV Westside, Houston, TX, USA",http://www.algeneratorspower.com/,+1 346-507-7477,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOEy10h9lxsEkp1fCcPe3D1rlIgY-Up46NQlAQx=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:48.246Z,,
"https://www.google.com/maps/place/A.+Fuller+Electric,+Inc./data=!4m7!3m6!1s0x8640e8a2fd62cf73:0x62db5a913d08473!8m2!3d29.6006503!4d-95.5533304!16s%2Fg%2F11r3v5nxqr!19sChIJc89i_aLoQIYRc4TQE6m1LQY","A. Fuller Electric, Inc.",4.6,11,Electrician,,"2906 5th St, Stafford, TX 77477, United States","JC2W+7M Stafford, Texas, USA",https://afullerelectric.com/,+1 281-499-5333,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMPxuLmT_mncIEG0Th15kE86KdNsNeaXHLRNVh8=w454-h240-k-no,true,Closed,Closed,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:53.165Z,,
https://www.google.com/maps/place/Safe+Haven+Power/data=!4m7!3m6!1s0xa9667b6516a2dbd:0xc395dcea4098a6e1!8m2!3d29.7462464!4d-95.4501325!16s%2Fg%2F11v9kyq14m!19sChIJvS1qUbZnlgoR4aaYQOrclcM,Safe Haven Power,5.0,56,Electric generator shop,· Delivery,"4265 San Felipe St #1100, Houston, TX 77027, United States","PGWX+FW Afton Oaks / River Oaks Area, Houston, TX, USA",http://safehavenpower.com/,+1 281-941-6785,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPRCkiWOjSamlxBl5fOKvJcO02OQ1YMM8A-ZHaV=w408-h306-k-no,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:12:58.068Z,,
"https://www.google.com/maps/place/Allsource+Electrical+Technologies,+LLC+Electrician+In+Sugar+Land,+TX/data=!4m7!3m6!1s0x8640e6bfca24c8b3:0x6cfcf82f3d370ecc!8m2!3d29.612!4d-95.535759!16s%2Fg%2F11c1n2gnlh!19sChIJs8gkyr_mQIYRzA43PS_4_Gw","Allsource Electrical Technologies, LLC Electrician In Sugar Land, TX",5.0,1,Electrician,,,,https://www.allsourcelectrical.com/,+1 281-451-4245,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOjw4XCOJQS439vr__9tN0g_x_Q-0ANVGiL-TkY=w452-h240-k-no,true,7:30 am–7 pm,Closed,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:13:02.932Z,true,
https://www.google.com/maps/place/Northern+Tool+%2B+Equipment/data=!4m7!3m6!1s0x8640e7e8039e42f5:0xcc4219530e5978f0!8m2!3d29.6496985!4d-95.572096!16s%2Fg%2F1tfbcjzm!19sChIJ9UKeA-jnQIYR8HhZDlMZQsw,Northern Tool + Equipment,4.4,685,Tool store,Chain carrying a vast selection of tools & equipment for do-it-yourself & construction projects. · In-store shopping · In-store pick-up · Delivery,"11010 Dorrance Ln, Meadows Place, TX 77477, United States","JCXH+V5 Meadows Place, Texas, USA",https://www.northerntool.com/store/swfreewaytx-store-meadowsplace-tx,+1 832-351-2342,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLyI-7ycjv8AgrWXmKk3QkvH9a7xKZO6xXux3PW_YOrXHwCVvqWixPQnJ5X0OMCTYfe8SfcHhU52v3i3rolAYQSA0d9thcifKPCSTVP3cm_toMciaSrG47kIiUwD3H8SwCIa0Y=w426-h240-k-no,true,8 am–6 pm,9 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:13:07.987Z,,
https://www.google.com/maps/place/Critical+Power+Solutions+%E2%80%93+Richmond/data=!4m7!3m6!1s0x8641210e1b11b3bf:0x2aca3d069542e161!8m2!3d29.7012688!4d-95.7814245!16s%2Fg%2F11yr1hfml7!19sChIJv7MRGw4hQYYRYeFClQY9yio,Critical Power Solutions – Richmond,5.0,8,Electric generator shop,· Delivery,"23110 FM 1093 Suite C5, Richmond, TX 77406, United States","P629+GC Richmond, Texas, USA",https://www.criticalpowerhtx.com/,+1 832-265-1569,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPddWpOW0WWyLT_GwcMSC9oOUyLZ3Gtl84hgNSK=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:13:12.903Z,,
https://www.google.com/maps/place/Mister+Sparky+Electrician+Sugar+Land/data=!4m7!3m6!1s0x8640e3cd925d021d:0x572be28ebb49146e!8m2!3d29.587254!4d-95.6394151!16s%2Fg%2F11h1cdmwl!19sChIJHQJdks3jQIYRbhRJu47iK1c,Mister Sparky Electrician Sugar Land,4.3,34,Electrician,,,,https://www.mistersparky-houston.com/city/sugar-land-tx/?utm_source=google+business+listing&utm_medium=organic&utm_campaign=sugar+land+website+button,+1 281-394-4970,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPflDlH1ROV42401ztS7HYHfIuUkLDJb_BGDACp=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:13:17.798Z,,
https://www.google.com/maps/place/Action+Sales+%26+Services/data=!4m7!3m6!1s0x8640e7d541b17727:0x821b3460eb7f73bd!8m2!3d29.6276126!4d-95.5629223!16s%2Fg%2F1264g2xxv!19sChIJJ3exQdXnQIYRvXN_62A0G4I,Action Sales & Services,4.5,96,Lawn mower store,,"13409 Murphy Rd Ste: F, Stafford, TX 77477, United States","JCHP+2R Stafford, Texas, USA",http://www.actionsalesandservice.com/,+1 281-261-2378,"Closed · Opens 7 am Mon

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP1oZ129s5NXW27B8rmhvC-SXmymycEF02idGvG=w638-h240-k-no,true,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:13:22.817Z,,
"https://www.google.com/maps/place/Green+Jeans+Electric,+LLC/data=!4m7!3m6!1s0x8ecd7aa4da409593:0x76e9eb1fb8a41b10!8m2!3d29.6472016!4d-95.7205776!16s%2Fg%2F11vwh0rthr!19sChIJk5VA2qR6zY4REBukuB_r6XY","Green Jeans Electric, LLC",5.0,131,Electrician,,,,https://www.greenjeanselectric.com/,+1 346-702-4198,Closed · Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMd9fMbSX5tPW_N0QFvqGX3aePJsqUBFoEh67rG=w408-h542-k-no,true,9 am–3:30 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-01-10T22:13:27.534Z,,
