placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Scott%27s+Tree+Service/data=!4m7!3m6!1s0x86249dfe00f5aa15:0x680ef5579d954df!8m2!3d30.2091376!4d-92.090796!16s%2Fg%2F1tlgy9wc!19sChIJFar1AP6dJIYR31TZeVXvgAY,Scott's Tree Service,5.0,16,Tree service,,,,https://scottstreeservices.com/,+1 337-257-0777,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFETtAH9eNpiwX8_HIF3WwYkJpj2Nu7wl0lCcKMl9f99pqyiev7Md6zTEkoPN9zCZamBgpGzBVS298ZilAPG4XSDR9Ci-E0-Kdjsz24NXV-nb3xijB5TYUyp3i7ilTt8HuT2w7wmjurCQYq=w408-h403-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:12.641Z,,,
https://www.google.com/maps/place/Lafayette+Tree+Service+Contractors/data=!4m7!3m6!1s0x86249d5e99ba6ead:0x294c924f194990d7!8m2!3d30.218762!4d-91.9598295!16s%2Fg%2F11nmrdwsr5!19sChIJrW66mV6dJIYR15BJGU-STCk,Lafayette Tree Service Contractors,5.0,5,Tree service,,,,https://lafayettetreeserviceco.com/,+1 337-329-9664,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_GOnL9rPUVxXaOqsOVtCvKnSA3ryQ-aXjtqTBQYBvFIB5ZAcPWKVxO5r5Anyksua07ALjomvXMv1cnHyf6DfKAQw2w6jWGNpcYH1PgIShDgFEdyFSelstXB9i9yo_rRQfDzu6=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:17.942Z,,,
https://www.google.com/maps/place/2+Live+Krew+Lawn+care+LLC/data=!4m7!3m6!1s0x8624995fe96bfc8d:0x921706cd2d6d08a2!8m2!3d30.2649548!4d-92.0750749!16s%2Fg%2F11krs5blf3!19sChIJjfxr6V-ZJIYRoghtLc0GF5I,2 Live Krew Lawn care LLC,5.0,55,Lawn care service,,"440 Heide Cir, Scott, LA 70583, United States","7W7F+XX Scott, Louisiana, USA",http://2lklawn.com/,+1 337-446-6807,"Closed · Opens 6 am

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIid2q8r4SAfUWBBLenJzYDrY11A9C61WBOAhuzu8TBABxGp_H20T-cHS274D4umN78IUOjcBAPhO5htSwOrwSnVDeZu65HPGzivJ6l3nxngB-ci4cxbGaxqfR6UQP5uuLkZ1X=w408-h544-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:23.232Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Tree+Service+of+Lafayette/data=!4m7!3m6!1s0x86249dff7f9239c5:0x64c598a4d96d64d1!8m2!3d30.2265078!4d-92.0150064!16s%2Fg%2F11fpn_tw1x!19sChIJxTmSf_-dJIYR0WRt2aSYxWQ,Tree Service of Lafayette,3.0,1,Tree service,,"101 Jefferson St #2761, Lafayette, LA 70501, United States","6XGM+JX Lafayette, Louisiana, USA",https://www.treeserviceoflafayette.com/,+1 337-210-7113,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-2C_HW_eFsp4WECJ4dLE6FrzJIB6uu9xcK9H5KfuHcoJmmQxd9d3hipdL6mpHwUr39v3-EoIkUEgaePE8DT2vZKziiDni7VHl-F75yMvNJ2taEzAx5BdN2Ho-fW0Uwr7Bhx6Bdw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:28.264Z,,,
https://www.google.com/maps/place/Beau+Monde+Nursery+Landscape+%26+Florist/data=!4m7!3m6!1s0x86249ff31b40e30f:0xb0b9bb87506e7472!8m2!3d30.2332586!4d-92.0908862!16s%2Fg%2F11vdfjtnfb!19sChIJD-NAG_OfJIYRcnRuUIe7ubA,Beau Monde Nursery Landscape & Florist,5.0,20,Landscaper,,"5611 Cameron St, Scott, LA 70583, United States","6WM5+8J Scott, Louisiana, USA",https://www.beaumondelandscape.com/,+1 337-704-6267,"Closed · Opens 9 am

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsTwTHFddjE3AWFWdiF1559DIZYkv4vdu1I2zS5rkvpXXAmkQQzZTcIqxyEMGlcHiYk1waVkQJD1R4d7E-9_6B-aifD5L6Moz3zkj3DCGSvybxQ4Ly-Rz1Pcor-yjHBQpL79iLnl9EgSUz=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:33.112Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/RIP+Tree+Services/data=!4m7!3m6!1s0x48d5c0878404f8ff:0x557d705e069f1e1b!8m2!3d30.377531!4d-92.0543615!16s%2Fg%2F11s9c64x60!19sChIJ__gEhIfA1UgRGx6fBl5wfVU,RIP Tree Services,4.9,63,Tree service,,"5117 NW Evangeline Thruway, Carencro, LA 70520, United States","9WHW+27 Carencro, Louisiana, USA",http://www.riptreeservices.com/,+1 337-322-5632,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmRXHv_9rHNIwWiHOcHCbvfz1nCBrw5BjvIO2cxpZX-Q6Hx2VBYgGfG1aP4rHUx5BFrQ0s6w5dC3htPXFSPLw6wibzZguBPpdGLf8-VPR0lYthC9wa8ubgIyI4wIq-sRn5ANAZ8waq2FOi=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:38.038Z,,,
https://www.google.com/maps/place/Tree+Guardian+USA/data=!4m7!3m6!1s0x86249dedc43e2273:0x5a54ed23e31df215!8m2!3d30.0519331!4d-91.5152875!16s%2Fg%2F11cmdj4m_y!19sChIJcyI-xO2dJIYRFfId4yPtVFo,Tree Guardian USA,4.2,53,Tree service,,,,https://www.treeguardianusa.com/,+1 337-852-4880,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQT4mfs62ueTDuq-6urKvfMY7kjZKRDtehuKevOa3uyI4WEIWtktK03OlVbYw_lXonoiVNwJessEPuCvqlU8c9uM9sC_33FS2_GYXSFVt-hG69BvaVhmqXc4ZlRfD-wkV28W1v=w468-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,9 am–5 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:42.777Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Weed+Control+Services+LLC./data=!4m7!3m6!1s0x86249995de8f115d:0x9ab33f48d2d59584!8m2!3d30.2399743!4d-92.0668568!16s%2Fg%2F11h4c8jc55!19sChIJXRGP3pWZJIYRhJXV0kg_s5o,Weed Control Services LLC.,,,Landscaper,,"113 Amedee Dr, Scott, LA 70583, United States","6WQM+X7 Scott, Louisiana, USA",http://www.weedcontrolservices-usa.com/,+1 337-356-1450,Closed · Opens 8:30 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oXoRGff7527q1Ss7wB2xyg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.1476&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:52.574Z,,,
https://www.google.com/maps/place/Thib%27s+Tree+Service/data=!4m7!3m6!1s0x8624a31c510d7325:0xe11cc6a14c5e94a8!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11c2qrxd3l!19sChIJJXMNURyjJIYRqJReTKHGHOE,Thib's Tree Service,5.0,9,Tree service,,,,,+1 337-290-4030,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcQSaRLab9l2tmvrJqj31hsmrFlbEC7urISdkDkdnlkaOI8xyy0_5mTjd8RU8sJTicI8AMeXGaU-yRjgh-W429YEs0zD42II57k_iVPM8TfHyLXuNDqvWuv4LOJfcHlC62oZ74ZQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:14:57.281Z,,,
https://www.google.com/maps/place/Guidry+Hardware+%26+Supply+Inc/data=!4m7!3m6!1s0x86249ecc9eefb2d1:0x76cb639b0555fcb5!8m2!3d30.2333481!4d-92.0912445!16s%2Fg%2F1tywy9fk!19sChIJ0bLvnsyeJIYRtfxVBZtjy3Y,Guidry Hardware & Supply Inc,4.7,203,Hardware store,· Delivery,"5633 Cameron St, Scott, LA 70583, United States","6WM5+8G Scott, Louisiana, USA",http://www.guidryhardware.com/,+1 337-232-2141,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyZgSxhIGE7jPVeLUmHyC44Gv3m11ZCW8Y0DIHy7b9IUslHHMcDtM7kbk5qTsvWzTdxpscwMJUhIWNwzBqskYIRbWIrH7-hxOXkJ02SlG_A_GfFeI6wqC0S1hZnEgQikaLEyCDFA=w468-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–2 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:15:02.607Z,,,
https://www.google.com/maps/place/Republic+Services/data=!4m7!3m6!1s0x8624996ed50cd299:0xfc17e6b9d773ed95!8m2!3d30.2637887!4d-92.0788863!16s%2Fg%2F1w0h7wfx!19sChIJmdIM1W6ZJIYRle1z17nmF_w,Republic Services,1.4,222,Garbage collection service,,"201 Mire St, Scott, LA 70583, United States","7W7C+GC Scott, Louisiana, USA",https://www.republicservices.com/customer-support/facilities?utm_medium=reputation&utm_source=rslistings,+1 337-806-2000,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnBFH6I2jOaBuIZnQlOPwgzUF1OCy3H3QN3dlXiKk_wTKrKgnPaOE23nhecyenMq7iJz3HMqZmf1aPiR0l92MHNKFljCpB3aAyljb7TtQVkEFFHMz9c-c9rSOCKYNDakGOs313M7dEsSUy=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:15:07.699Z,,,
https://www.google.com/maps/place/Acadiana+Stump+Grinding+%26+Tree+Services/data=!4m7!3m6!1s0x86249d4abe693eb7:0xb384fe722c1f99b4!8m2!3d30.139601!4d-92.0392335!16s%2Fg%2F11nrx0lfg5!19sChIJtz5pvkqdJIYRtJkfLHL-hLM,Acadiana Stump Grinding & Tree Services,5.0,141,Tree service,,,,,+1 337-446-1648,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqoKuZ_XFhUe6momE4gfU0CVyMI20GvONryMGwrxqVT14MOxx5-eOZkhZK_Z0guWDxyOq8SibVe4PQD7jHLCJIvag4bqFxTMyoU7O261ALe1YxhZAIxNjbBldoi1TT74YlREp-=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:15:13.487Z,,,
"https://www.google.com/maps/place/EdenScapes,+LLC/data=!4m7!3m6!1s0x86249da36b05c5c9:0x34440850f1d51597!8m2!3d30.1962934!4d-92.0939416!16s%2Fg%2F11r7rr_mpf!19sChIJycUFa6OdJIYRlxXV8VAIRDQ","EdenScapes, LLC",4.9,121,Landscaper,,"4820 W Congress St, Lafayette, LA 70506, United States","5WW4+GC Lafayette, Louisiana, USA",http://www.edenscapeslh.com/,+1 337-789-1141,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHtxXO7BkAEFbdJGJD4FL3xpS6K57g5QxGU7x0ANUKjYD6TBTAaT7_7P7_KK5XqJW0AARH3g0Esjj8wNBcetEZtYaAFNYvurlArRC-m3a23A7AlIu59am2F8r1XsqAeo-4jl9hyYPI7n0=w408-h272-k-no,true,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,Closed,8 am–3 pm,8 am–3 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:15:18.637Z,,,
https://www.google.com/maps/place/Hiatt+HOM+Solutions/data=!4m7!3m6!1s0x7147dd773ec1757:0x9dd97eb3757c06ed!8m2!3d30.2390968!4d-92.0625835!16s%2Fg%2F11s699zckt!19sChIJVxfsc9d9FAcR7QZ8dbN-2Z0,Hiatt HOM Solutions,4.8,75,General contractor,,"107 Savonne Rd Unit B, Scott, LA 70583, United States","6WQP+JX Scott, Louisiana, USA",https://hiatthomesolutions.com/,+1 337-534-0502,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPMgdoTxXrMIFPXGOHrf5FJoVfOflSW-hVpW0Z0bjd76QkKNK8_d6OSRmI0U-Bw0GlN7sMAnviNqWtd90boZk-rd2UZP6vzomcZpq3Ct-wSaF3cg2j0-dpANr2GOcVnKxL3aQe=w408-h408-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:15:23.583Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Trees+Unlimited+Inc/data=!4m7!3m6!1s0x86249e2c8a9dc969:0x98683349c4fa1063!8m2!3d30.1492633!4d-92.1033176!16s%2Fg%2F1tfjfxbv!19sChIJacmdiiyeJIYRYxD6xEkzaJg,Trees Unlimited Inc,2.0,2,Tree service,,"102 Wildflower Ln, Lafayette, LA 70506, United States","4VXW+PM Lafayette, Louisiana, USA",,+1 337-233-9126,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEq4MY7lLg39rhE5YtTXF4nx138NgASzC91s4FywEJJ9CBNm9WnQI5JkzNxRj_GMTUSKcOA5nRyR8zt54uBDtveO8P0JKNOlbjNoZVwocFtwghpGNVz2pd0OLtLWmH-EqqUa_ZRyjf8dnWL=w408-h272-k-no,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-04-29T06:15:26.241Z,,,
