placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/ServiceMaster+By+Quality+Restoration/data=!4m7!3m6!1s0x87c96cc76e0cce0f:0x308bc34c503496cd!8m2!3d36.1676475!4d-94.1343438!16s%2Fg%2F1wn_6mt7!19sChIJD84MbsdsyYcRzZY0UEzDizA,ServiceMaster By Quality Restoration,4.9,147,Fire damage restoration service,"100 E Robinson Ave, Springdale, AR 72764, United States","5V98+37 Springdale, Arkansas, USA",https://www.servicemasterqr.com/,+1 479-756-4169,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercTSR7FY7mCSQIY_uYIKQjj6erraC2GPrDwu9laKolH1ZSfBr94Vn3ZJu2knXhIh4F8GXCt-Zb0DbI1_MW3KK2T0O4o1KtQspFvN0T888Lx5Vr1B5ENz7nfJPjz8SwDgidt_3e-I5CA1o=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:12.685Z,,,
https://www.google.com/maps/place/Surfco+Restoration+%26+Construction+LLC/data=!4m7!3m6!1s0x87c96f5d5a15bfef:0x88fefc81083a9eb1!8m2!3d36.1663173!4d-94.1151255!16s%2Fg%2F11cn5px1nl!19sChIJ778VWl1vyYcRsZ46CIH8_og,Surfco Restoration & Construction LLC,4.6,87,Interior construction contractor,"1457 E Robinson Ave Suite B, Springdale, AR 72764, United States","5V8M+GW Springdale, Arkansas, USA",https://www.surfcorestoration.com/,+1 479-370-3356,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepATe82KzuVkWUMh9QrhM9BRn8E7JZWTIRX-9DQjyaPx_LxGuG_U0HesYnyXtl-tFtCdNQb_6jg0pfZBokW5kbN5O6MXkwANObfLnk84KrEY24IWrg8RhjfBiI2YsXq9b3ycNFI=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:17.593Z,,,
https://www.google.com/maps/place/Best+Option+Restoration/data=!4m7!3m6!1s0x87c96f7126803ac3:0x86a5e5e9eb9f81d4!8m2!3d36.193852!4d-94.1952704!16s%2Fg%2F11sj9yg4bw!19sChIJwzqAJnFvyYcR1IGf6-nlpYY,Best Option Restoration,5.0,51,Water damage restoration service,"5876 Elm Springs Rd, Springdale, AR 72762, United States","5RV3+GV Springdale, Arkansas, USA",https://bestoptionrestorationnwa.com/,+1 479-458-8840,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0kdR-r65hyeJrpgInAesQWhMs8vWoaL0OyIxaRm1FmeQGmk1stmKunhv235-0_YBWYTEd-WImFJaNMQLWotx_i9eHn0SHLc1XfhGjPoPtDyxgMGZ789eKONzolJ4DdavzhBk=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:22.388Z,,,
https://www.google.com/maps/place/Pruden+Restoration+LLC/data=!4m7!3m6!1s0x87c96b49e98b6fc9:0x411ec03747e911c3!8m2!3d36.1851917!4d-94.1319155!16s%2Fg%2F1w4vkgdk!19sChIJyW-L6UlryYcRwxHpRzfAHkE,Pruden Restoration LLC,4.8,66,Water damage restoration service,"128 W Emma Ave #4305, Springdale, AR 72764, United States","5VP9+36 Springdale, Arkansas, USA",http://www.prudenrestoration.com/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,+1 479-419-9500,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqaCZ3gHifh8LY5k1bATPI1zHjDQwOQ1tbq3CnhzEFyDr0Giy3RH8uJh6jfG6UtIsBw53Az_ACxDeYkNWNxnWPBNfOey-Bsw4oeGmn5LkJhAMsjRkn2ztdTqYYRPySktz5D8A2DXQlzW9KX=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:27.231Z,,,
https://www.google.com/maps/place/Restoration+1+of+Northwest+Arkansas/data=!4m7!3m6!1s0x87c9058f267b870b:0x4eda12917db20985!8m2!3d36.3589208!4d-94.1838588!16s%2Fg%2F11gg73tt87!19sChIJC4d7Jo8FyYcRhQmyfZES2k4,Restoration 1 of Northwest Arkansas,4.9,129,Water damage restoration service,"1202 SE Moberly Ln #2, Bentonville, AR 72712, United States","9R58+HF Bentonville, Arkansas, USA",https://restoration1.com/northwest-arkansas?utm_source=GBP&utm_medium=Google,+1 479-279-7051,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweop8veXCxld4N3JYosWb_hVod_VCzAHt_GZJ-CGTAKSk_EsM-Wqa0PAUz08gX7-pmDkJvWaESPSzjT41vq-GskLZPhT49l1KJYMK8sXkvmei6cnwv8ha0a3myqCCU-NwTc2uQgLAg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:31.976Z,,,
https://www.google.com/maps/place/Engauge+Group/data=!4m7!3m6!1s0x87c96f72b9f07ec7:0xcb23801402e2e424!8m2!3d36.047671!4d-94.1649952!16s%2Fg%2F11yzcxyt14!19sChIJx37wuXJvyYcRJOTiAhSAI8s,Engauge Group,,,Water damage restoration service,"1519 S School Ave, Fayetteville, AR 72701, United States","2RXP+32 Fayetteville, Arkansas, USA",https://engaugegroup.shop/,+1 479-223-6812,"Open 24 hours

Confirmed by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z6OEiuIK7M7u9xvS8Ri3uQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.6322&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:36.518Z,,,
https://www.google.com/maps/place/Ozark+Maintenance/data=!4m7!3m6!1s0x67bb1116397e4877:0x77a1b109365aef2d!8m2!3d36.0590392!4d-94.1352638!16s%2Fg%2F11sw6sjx7m!19sChIJd0h-ORYRu2cRLe9aNgmxoXc,Ozark Maintenance,5.0,13,Janitorial service,"368 S Happy Hollow Rd, Fayetteville, AR 72701, United States","3V57+JV Fayetteville, Arkansas, USA",https://ozarkmaintenance.com/,+1 479-316-4023,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKFLvE8gEY5D8X0bVV2-beLS7rZ7escKxxInYoYYismbNanzSeQjUzfkmM6TdSfMExlbvHVhqWh43I_r0gSiAAkfIveT54aT85I9zomfJ-nv7Yv2cR9yUIRok8wXAZK33HN5SyrA=w408-h282-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:41.479Z,,,
"https://www.google.com/maps/place/Rickys+Custom+Coating,+LLC/data=!4m7!3m6!1s0xacc41aea0cfe5ba3:0xed95309f8638ea67!8m2!3d36.1970066!4d-94.2980025!16s%2Fg%2F11wc573brp!19sChIJo1v-DOoaxKwRZ-o4hp8wle0","Rickys Custom Coating, LLC",4.9,28,Painting,,,http://www.rickyscustomcoatings.com/,+1 479-231-2504,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZn37QGsh6VoRO1GynsruiPyOLaxM5UTBjNeYc1MwpXjMjCWDQ9J9kbc6IZ4yzPORp6-8EHjSRwBaqKx7yHOAxWaqScib-wrQ3TiB55e-PGkucpYpDc9QMhUdMw7mqDFJHFTkF=w408-h307-k-no,true,Closed,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:46.158Z,,,
https://www.google.com/maps/place/Reeds+Restoration+Auto+Detail/data=!4m7!3m6!1s0x8cea47f0fdd76345:0x193739a60a8c1d25!8m2!3d36.0809791!4d-94.1668619!16s%2Fg%2F11m5_x8p_f!19sChIJRWPX_fBH6owRJR2MCqY5Nxk,Reeds Restoration Auto Detail,5.0,43,Car detailing service,"1361 N Hog Trough Dr, Fayetteville, AR 72703, United States","3RJM+97 Fayetteville, Arkansas, USA",https://reedsrad.com/,+1 479-225-2325,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerskqXGiXPqEnzVA4mC8BgK3x2DlurZd4DiCOA3DeRe4-glGwnKELQTSnmqbStYsnPMQQZFsJicf2PDlWlMiHhJBDcStdnm3e5ogb0iD42riVk6B1wjO285xaxag-IA9Nl5KIlU5bNMuAtX=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:50.908Z,,,
https://www.google.com/maps/place/Perry+Roofing/data=!4m7!3m6!1s0x87c96982dc2ed337:0x279638e0517086d6!8m2!3d36.0555665!4d-94.1505537!16s%2Fg%2F11jdt10wrj!19sChIJN9Mu3IJpyYcR1oZwUeA4lic,Perry Roofing,4.4,49,Roofing contractor,"649 E Huntsville Rd, Fayetteville, AR 72701, United States","3R4X+6Q Fayetteville, Arkansas, USA",https://perryroofingnwa.com/,+1 479-306-4327,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerISpnJLf3pd9XhdmN2b5t97LnARMFNZykLhO0vbA6xXtooD8kEtdegLX5A9bjTDuZH14UPsQkMnmw4Oi--LnDpulf15YQT6cOgga8SMnfqZZpEZ943chMRi-GgSUQ9SQxOEdh-KlDL2tg=w408-h397-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:33:55.747Z,,,
https://www.google.com/maps/place/Dri+Right+Restoration+of+NWA/data=!4m7!3m6!1s0xc9b471f2c246f77:0x911af7d4130a1a09!8m2!3d36.2048954!4d-94.166956!16s%2Fg%2F11shp4wj0f!19sChIJd28kLB9HmwwRCRoKE9T3GpE,Dri Right Restoration of NWA,4.7,26,Water damage restoration service,"2002 Carnes Dr, Springdale, AR 72764, United States","6R3M+X6 Springdale, Arkansas, USA",https://drirightnwa.com/,+1 479-439-3316,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepa2lJqIcACimwdHVz6U6ojd_OGP_3cEMEYrD8XXYw34iXb18gNoRuhm2Jcwp2VKEr28Aci2O0qLoBmSPirXV0gNuIODqmV4R_zybtonr27a0taiKYhRazgGdx5Kc85Fa4xZ8o=w408-h306-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:34:00.538Z,,,
"https://www.google.com/maps/place/Water+Mold+Fire+Restoration/@36.0691409,-94.1622497,12z/data=!3m1!4b1!4m6!3m5!1s0x87c9156da2082477:0x5dc01354a32549b0!8m2!3d36.0691409!4d-94.1622497!16s%2Fg%2F11jqj5b181",Water Mold Fire Restoration,,,Water damage restoration service,,,https://watermoldfire.net/fayetteville-ar,+1 479-333-2252,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:34:07.465Z,,,
https://www.google.com/maps/place/Paul+Davis+Restoration+of+Northwest+Arkansas/data=!4m7!3m6!1s0x87c915e0204a1e3d:0xbec5bcbcc950c25b!8m2!3d36.244138!4d-94.134175!16s%2Fg%2F11vynwkbnm!19sChIJPR5KIOAVyYcRW8JQyby8xb4,Paul Davis Restoration of Northwest Arkansas,4.9,66,Water damage restoration service,"207 Commercial Ave, Lowell, AR 72745, United States","6VV8+M8 Lowell, Arkansas, USA",https://northwestarkansas.pauldavis.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,+1 479-333-1150,"Open 24 hours

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJkrUjSVTmVqcLTMPVrBYX7LMtWkMTFl6xuUg-PSL2dPaxBxsoDCVKJ_Fn7cAqzncUNAfCbojoYFsctniVzalD8pUoH5FMo3oCy35RCEZjy1c-UntXftGB7pvzIUzniDvt5gS07sUd_5fJ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:34:12.347Z,,,
https://www.google.com/maps/place/Srita+%26+Sons+Restoration/data=!4m7!3m6!1s0x6c71f9aeb7a087dd:0xb7f243d20f1c3c73!8m2!3d35.7152276!4d-93.9553735!16s%2Fg%2F11swbsn13x!19sChIJ3Yegt675cWwRczwcD9JD8rc,Srita & Sons Restoration,5.0,64,Water damage restoration service,,,https://sritarestoration.com/,+1 479-334-3336,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq7-gtNiglHx85Kwma5srTajOpejEV2-UyS53c_oFCLsjLJ7i59VujBGOm93gj4ktj0VObW1HphAnXhrbZ9D-uefgDP0_zHblMrda4a8g25Pf7tJeqwkRTeH0jbrI4PGlocKAiZEdGcisS3=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-03-23T03:34:16.968Z,,,
