placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/CocreationMD+Integrative+Medicine/data=!4m7!3m6!1s0xa5df913eceffc561:0x5a601884bd07cc4a!8m2!3d37.1541756!4d-93.2938137!16s%2Fg%2F11ytf184ll!19sChIJYcX_zj6R36URSswHvYQYYFo,CocreationMD Integrative Medicine,5.0,7,Medical clinic,"3322 S Campbell Ave Suite P3, Springfield, MO 65807, United States","5P34+MF Springfield, Missouri, USA",http://www.drlizzymd.com/,+1 417-501-9094,,https://lh3.googleusercontent.com/p/AF1QipMjpwma5co-B0iY2vK94RFMglNC3Qk1ISflLiQ=w408-h332-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,12–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:14:48.627Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Reconnect+To+Health/data=!4m7!3m6!1s0x87cf634b84db59a3:0x18d5155649becaa0!8m2!3d37.183526!4d-93.2613123!16s%2Fg%2F11c58p6c9b!19sChIJo1nbhEtjz4cRoMq-SVYV1Rg,Reconnect To Health,5.0,1,Alternative medicine practitioner,"1722 S Glenstone Ave, Springfield, MO 65804, United States","5PMQ+CF Springfield, Missouri, USA",http://www.reconnecttohealthmo.com/contact.html,+1 417-860-4145,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHWUpZzs3Lj0BMQfXupatl3co_XmLnPfYrMlZMvjchorMcvROsbwz_bgtR-O8m6yIGXfV8vmQyc0NOp9PMm_3IbHiI1Ta3aGr7n6EnDEDHcLqurhXJq0ZBssSeCqwxut50yIY=w408-h289-k-no,false,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:14:55.421Z,,,,
https://www.google.com/maps/place/A+Pathway+to+Healing/data=!4m7!3m6!1s0x87cf634d8fbd208b:0x6c760c7296a5bd77!8m2!3d37.1781026!4d-93.2616237!16s%2Fg%2F11c1n6jn94!19sChIJiyC9j01jz4cRd72llnIMdmw,A Pathway to Healing,5.0,3,Holistic medicine practitioner,"1950 S Glenstone Ave suite f, Springfield, MO 65804, United States","5PHQ+69 Springfield, Missouri, USA",http://www.apathwaytohealing.com/,+1 417-720-1969,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FenBUBU4OTByf4bgbLdj-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.81633&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:14:57.926Z,,,,
"https://www.google.com/maps/place/Absolute+Wellness+Center,+Springfield+MO/data=!4m7!3m6!1s0x87c58805b42fd08d:0x2dbc9b05aa75ad98!8m2!3d37.240847!4d-93.292325!16s%2Fg%2F1tfh_38h!19sChIJjdAvtAWIxYcRmK11qgWbvC0","Absolute Wellness Center, Springfield MO",5.0,5,Naturopathic practitioner,"215 W Kearney St, Springfield, MO 65803, United States","6PR5+83 Springfield, Missouri, USA",http://www.absolutewellnesscenterllc.com/,+1 417-832-0292,"Closed · Opens 4 pm Tue

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN9LwKwMFZCST2Go_Iscee4FDBBqvlsXy5JntCg=w408-h548-k-no,true,Closed,4–6 pm,4–6 pm,4–6 pm,3–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:02.349Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Endocrine+Wellness+of+MO/data=!4m7!3m6!1s0x87cf63d0e4137e6b:0xe2c41879c89f8f6d!8m2!3d37.1800567!4d-93.2472416!16s%2Fg%2F11t89d62h8!19sChIJa34T5NBjz4cRbY-fyHkYxOI,Endocrine Wellness of MO,5.0,2,Holistic medicine practitioner,"2464 E Madrid St, Springfield, MO 65804, United States","5QJ3+24 Springfield, Missouri, USA",https://endocrinewellnessgroup.com/,+1 417-590-2151,Closed · Opens 11 am Tue,https://lh3.googleusercontent.com/p/AF1QipMORFKBBuHEo-wvEYIc0254pLPibKDYlE1X1JGH=w408-h303-k-no,true,Closed,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:06.900Z,,,,
https://www.google.com/maps/place/Evoke+Health+and+Wellness/data=!4m7!3m6!1s0x87cf6534caba9915:0xa7056cd6f63289ae!8m2!3d37.1761384!4d-93.26454!16s%2Fg%2F11vclvftc0!19sChIJFZm6yjRlz4cRroky9tZsBac,Evoke Health and Wellness,5.0,18,Health consultant,"1675 E Seminole St L1, Springfield, MO 65804, United States","5PGP+F5 Springfield, Missouri, USA",https://evokehealthandwellness.com/,+1 417-844-7742,,https://lh3.googleusercontent.com/p/AF1QipO1nE8M_m8nrdsMf-xi1dGXhtA7A9iefAcfpkxu=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:09.399Z,,,,
https://www.google.com/maps/place/Green+Health+Docs/data=!4m7!3m6!1s0x87cf63591de23b95:0x61aa44a06b251bf7!8m2!3d37.1826795!4d-93.2918843!16s%2Fg%2F11hdxc8x5z!19sChIJlTviHVljz4cR9xsla6BEqmE,Green Health Docs,4.8,245,Medical clinic,"225 E Sunshine St Suite 102, Springfield, MO 65807, United States","5PM5+36 Springfield, Missouri, USA",https://greenhealthdocs.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-[springfield],+1 240-356-1000,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOTivnOkJcA3vf8uZ8Khhe751XjxeofdVqxkki2=w408-h408-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,8 am–7 pm,8 am–5 pm,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:13.784Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Focus+On+You+Wellness+Center+LLC/data=!4m7!3m6!1s0x87cf716691400d9f:0x51ed233476932bfe!8m2!3d37.1582042!4d-93.2857544!16s%2Fg%2F1tj5r85q!19sChIJnw1AkWZxz4cR_iuTdjQj7VE,Focus On You Wellness Center LLC,4.8,22,Wellness center,"3101 S Kimbrough Ave, Springfield, MO 65807, United States","5P57+7M Springfield, Missouri, USA",http://focusonyou.health/,+1 417-581-4372,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZwY1liEF0Rv-xWTnEw_0Jg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.959&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:18.238Z,,,,
https://www.google.com/maps/place/Springfield+Natural+Healthcare+%7C+Flourish+Integrative+Wellness/data=!4m7!3m6!1s0x87cf6755baba1d33:0x93220ac5847ba787!8m2!3d37.1458304!4d-93.3638884!16s%2Fg%2F11tjl8tbz1!19sChIJMx26ulVnz4cRh6d7hMUKIpM,Springfield Natural Healthcare | Flourish Integrative Wellness,,,Holistic medicine practitioner,"3827 S Timbercreek Ave suite b, Springfield, MO 65807, United States","4JWP+8C Springfield, Missouri, USA",,+1 417-812-8800,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q8THQ45vjHrf6F9n-vH-Vw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.526&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:22.694Z,,,,
https://www.google.com/maps/place/Abundant+Life+Resource+Center+of+Springfield/data=!4m7!3m6!1s0x87cf64be8f9b20a1:0xbbee9d0717f08fe2!8m2!3d37.1497014!4d-93.275466!16s%2Fg%2F11b7t2rgl_!19sChIJoSCbj75kz4cR4o_wFwed7rs,Abundant Life Resource Center of Springfield,5.0,9,Health consultant,"3520 S Culpepper Cir B, Springfield, MO 65804, United States","4PXF+VR Springfield, Missouri, USA",https://www.facebook.com/Abundant-Life-Resource-Center-of-Springfield-LLC-1580165965601915/,+1 417-882-6606,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=De0nu66GyJKUu4C_Pri2Dg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.20941&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:26.984Z,,,,
https://www.google.com/maps/place/Straus+Family+Wellness+and+Chiropractic/data=!4m7!3m6!1s0x87cf65cfcf936867:0xbc11a9a9f1522450!8m2!3d37.180471!4d-93.259968!16s%2Fg%2F11kjjnc3xp!19sChIJZ2iTz89lz4cRUCRS8ampEbw,Straus Family Wellness and Chiropractic,5.0,16,Chiropractor,"1834 S Stewart Ave, Springfield, MO 65804, United States","5PJR+52 Springfield, Missouri, USA",https://www.strausfamilywellness.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6366986746779538215,+1 417-319-4775,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Te15RE5bWs8MGHO2tAbzQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.869896&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:35.601Z,,,,
https://www.google.com/maps/place/Circle+Collective+@+Circle+on+the+Square/data=!4m7!3m6!1s0x87cf631c2ac6946b:0x134b9af85f0892cd!8m2!3d37.2291481!4d-93.2945323!16s%2Fg%2F1hhhh8w7y!19sChIJa5TGKhxjz4cRzZIIX_iaSxM,Circle Collective @ Circle on the Square,4.4,13,Wellness center,"422 W Commercial St, Springfield, MO 65803, United States","6PH4+M5 Springfield, Missouri, USA",http://circleonthesquare.org/,+1 417-671-0717,,https://lh3.googleusercontent.com/p/AF1QipNP4f0s8HPtXb8ihUhQSnKzUNtbG44_pVyebRI=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:37.998Z,,,,
https://www.google.com/maps/place/Jessica+Keltner+PT+Physical+Therapy+and+Functional+Wellness/data=!4m7!3m6!1s0x87cf65b12632db87:0x4cd02d9c7bb2ae3b!8m2!3d37.1378494!4d-93.268429!16s%2Fg%2F11xlb92lwh!19sChIJh9syJrFlz4cRO66ye5wt0Ew,Jessica Keltner PT Physical Therapy and Functional Wellness,5.0,12,Wellness center,"1525 E Republic Rd a130, Springfield, MO 65804, United States","4PQJ+4J Springfield, Missouri, USA",https://www.facebook.com/share/1YZpK56zRZ/?mibextid=wwXIfr,+1 417-597-3717,"Open · Closes 3:30 pm

Updated by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7-JyTM5OBnCQNmhfoYe8vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.45325&pitch=0&thumbfov=100,true,9 am–3:30 pm,Closed,Closed,9 am–5:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:42.470Z,,,,
https://www.google.com/maps/place/Advanced+Alternative+Healthcare/data=!4m7!3m6!1s0x87cf64f3334cabb7:0x76b0bb680b0a466b!8m2!3d37.144633!4d-93.2919521!16s%2Fg%2F1tf_hyr6!19sChIJt6tMM_Nkz4cRa0YKC2i7sHY,Advanced Alternative Healthcare,4.6,5,Osteopath,"3829 S Jefferson Ave, Springfield, MO 65807, United States","4PV5+V6 Springfield, Missouri, USA",http://www.aahspringfield.com/,+1 417-890-5585,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NHt0nJuLpMOTo6sRUqSFug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.49463&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:47.129Z,,,,
https://www.google.com/maps/place/The+Source+Specific/data=!4m7!3m6!1s0x87cf7cbb66d8e9bf:0x4bea09d1aeb6f8e!8m2!3d37.1799285!4d-93.2437887!16s%2Fg%2F1v0ll9ll!19sChIJv-nYZrt8z4cRjm_rGp2gvgQ,The Source Specific,5.0,423,Chiropractor,"1901 S Ventura Ave a112, Springfield, MO 65804, United States","5QH4+XF Springfield, Missouri, USA",https://www.thesourcespecific.com/?utm_source=GBP&utm_medium=organic,+1 417-883-6060,Closes soon · 12:30 pm · Reopens 2:30 pm,https://lh3.googleusercontent.com/p/AF1QipPxAP_dR2kuXCHH7R7g9p-HfYCXTkVVcZhPjHAt=w408-h611-k-no,true,"9:30 am–12:30 pm, 2:30–5:30 pm","9:30 am–12:30 pm, 2:30–5:30 pm","9:30 am–12:30 pm, 2:30–5:30 pm",9:30 am–12:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:51.386Z,,,,
https://www.google.com/maps/place/Meek+Integrative+Health+Center/data=!4m7!3m6!1s0x87cf7c9719441f11:0x7d89d37e239d8c99!8m2!3d37.1594545!4d-93.2898629!16s%2Fg%2F1tdb9c8l!19sChIJER9EGZd8z4cRmYydI37TiX0,Meek Integrative Health Center,4.9,685,Chiropractor,"500 E Battlefield Rd, Springfield, MO 65807, United States","5P56+Q3 Springfield, Missouri, USA",https://www.meekintegrativehealth.com/,+1 417-887-0340,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNmFNqIzQR-vGRKn1KK_Q9St3C60fbBWc5XOsw=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:15:55.676Z,,,,
https://www.google.com/maps/place/C.O.R.A.MED+HRT+%26+Regeneration+Center/data=!4m7!3m6!1s0x87cf63b0fdb08923:0x3e463b95b22f3e5f!8m2!3d37.1821069!4d-93.2741199!16s%2Fg%2F11vbvd2wtq!19sChIJI4mw_bBjz4cRXz4vspU7Rj4,C.O.R.A.MED HRT & Regeneration Center,4.9,59,Medical clinic,"1301 E Sunshine St Suite 118, Springfield, MO 65804, United States","5PJG+R9 Springfield, Missouri, USA",https://coramedregen.com/,+1 417-207-2441,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOeejE8WDwOc1c7Hw06ivW_1qZMyVVZIp8tzuJv=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8–11:30 am,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:16:00.086Z,,,,
"https://www.google.com/maps/place/Anne+E.+Roberts,+MD/data=!4m7!3m6!1s0x87cf64b7f346ade9:0x99af1cfccf6850be!8m2!3d37.1465057!4d-93.293236!16s%2Fg%2F1tfby_fk!19sChIJ6a1G87dkz4cRvlBoz_wcr5k","Anne E. Roberts, MD",4.7,23,Internist,"3734 South Ave E, Springfield, MO 65807, United States","4PW4+JP Springfield, Missouri, USA",http://annerobertsmd.com/,+1 417-840-5566,,https://lh3.googleusercontent.com/p/AF1QipPwruqwXZkaOExUXGOoQJnCtTq4UxncmPVpEqRW=w712-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:16:02.362Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Perfect+Health+Chiropractic/data=!4m7!3m6!1s0x87cf635199b25591:0x4af623ae2e2abd4d!8m2!3d37.1755507!4d-93.2647278!16s%2Fg%2F1v0ll9ky!19sChIJkVWymVFjz4cRTb0qLq4j9ko,Perfect Health Chiropractic,5.0,56,Wellness center,"1675 E Seminole St suite h, Springfield, MO 65804, United States","5PGP+64 Springfield, Missouri, USA",https://www.perfecthealthchiropractic.com/,+1 417-881-2295,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNWxK5ssRuKifimIp8-Z8q05FGs4CB7-Ck5IH0f=w493-h240-k-no,true,9 am–6 pm,9 am–5:30 pm,9 am–6 pm,Closed,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Springfield+Springfield+MO/@37.2089572,-93.2922989,14z",2026-02-23T18:16:06.712Z,LGBTQ+ friendly,,,
