placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Amerita+Specialty+Infusion+Services+-+Colorado+Springs/data=!4m7!3m6!1s0x87135035efa6a6f3:0x58406d9cc03ff75d!8m2!3d38.8988775!4d-104.8688766!16s%2Fg%2F1tpn309w!19sChIJ86am7zVQE4cRXfc_wJxtQFg,Amerita Specialty Infusion Services - Colorado Springs,4.3,13,Pharmacy,"2270 Garden of the Gods Rd #102, Colorado Springs, CO 80907, United States","V4XJ+HC Colorado Springs, Colorado, USA",https://www.ameritaiv.com/,+1 719-570-3100,"Closed ⋅ Opens 8:30 am Mon

Confirmed by this business 2 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4GZqAe30ak7gsZO5XziK0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.928854&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:16.103Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/UCHealth+Cancer+Outpatient+Infusion+Clinic+-+Memorial+Hospital+North/data=!4m7!3m6!1s0x87134c0805d1058b:0x3abcdfcabb4076ea!8m2!3d38.9670419!4d-104.7549197!16s%2Fg%2F11cs11_6r8!19sChIJiwXRBQhME4cR6nZAu8rfvDo,UCHealth Cancer Outpatient Infusion Clinic - Memorial Hospital North,5.0,58,Cancer treatment center,"4050 Briargate Pkwy c1100, Colorado Springs, CO 80920, United States","X68W+R2 Colorado Springs, Colorado, USA",https://www.uchealth.org/locations/uchealth-outpatient-oncology-infusion-memorial-hospital-north/?utm_source=GMBSocialClimb&utm_medium=UCHealthCancerOutpatientInfusionClinic-MemorialHospitalNorth,+1 719-364-6700,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3dUMDUuEkKCfP9bYgIihiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.9676&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:21.060Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Ketamine+Colorado+Springs/data=!4m7!3m6!1s0x87134505157012bb:0x1aa7d8965250a149!8m2!3d38.8000504!4d-104.7940272!16s%2Fg%2F11j4yfv2my!19sChIJuxJwFQVFE4cRSaFQUpbYpxo,Ketamine Colorado Springs,5.0,87,Mental health clinic,"2860 S Circle Dr Suite 230, Colorado Springs, CO 80906, United States","R624+29 Colorado Springs, Colorado, USA",http://ketaminecosprings.com/,+1 719-464-6752,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPhaCN9YfSgEiswkD9FBnVj0hILBBQDUPLXb8MZ=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:26.113Z,Closed,9 am–2:30 pm,9 am–2:30 pm,9 am–2:30 pm,9 am–2:30 pm,9 am–2:30 pm,Closed,,,
https://www.google.com/maps/place/Ketamine+Infusion+Therapy/data=!4m7!3m6!1s0x87134452d93aaaab:0x2d251fe25241d824!8m2!3d38.8830991!4d-104.8343167!16s%2Fg%2F11fk0bcqf0!19sChIJq6o62VJEE4cRJNhBUuIfJS0,Ketamine Infusion Therapy,3.0,4,Psychiatrist,"3530 Sinton Rd #100, Colorado Springs, CO 80907, United States","V5M8+67 Colorado Springs, Colorado, USA",,+1 719-694-3387,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jl2iJ_iTwCGYNcUejWNZOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.71288&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:30.994Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Elevation+Hydration/data=!4m7!3m6!1s0x87134e206972e8cf:0xbb803ac3ddfd420b!8m2!3d38.8953777!4d-104.7586796!16s%2Fg%2F11g6j35t0t!19sChIJz-hyaSBOE4cRC0L93cM6gLs,Elevation Hydration,5.0,506,Wellness center,"4337 N Academy Blvd, Colorado Springs, CO 80918, United States","V6WR+5G Colorado Springs, Colorado, USA",http://www.hydratetoelevate.com/,+1 719-428-5018,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOmNvksSR8wcLyUCeBrRy6JPes7oEuZw7oE2LSu=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:35.977Z,8 am–4 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4 pm,,,
https://www.google.com/maps/place/UCHealth+Outpatient+Infusion+Clinic+-+Pikes+Peak+Regional+Hospital/data=!4m7!3m6!1s0x8714ab1a4066a8db:0x19267ff4ee28e160!8m2!3d38.9746586!4d-105.0747105!16s%2Fg%2F11gzl79pvc!19sChIJ26hmQBqrFIcRYOEo7vR_Jhk,UCHealth Outpatient Infusion Clinic - Pikes Peak Regional Hospital,5.0,6,Cancer treatment center,"16420 US-24, Woodland Park, CO 80863, United States","XWFG+V4 Woodland Park, Colorado, USA",https://www.uchealth.org/locations/uchealth-outpatient-infusion-clinic-pikes-peak/?utm_source=GMBSocialClimb&utm_medium=UCHealthOutpatientInfusionClinic-PikesPeakRegionalHospital,+1 719-365-5650,Closed ⋅ Opens 7 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipODlGwT3_WOjvFnq6CprMNytEnzH6n1TaXFtiJg=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:41.254Z,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,,,
https://www.google.com/maps/place/Manitou+Springs+Clinic+of+Acupuncture/data=!4m7!3m6!1s0x8713509f74cd8f13:0x78bb09635d1cb103!8m2!3d38.855846!4d-104.929064!16s%2Fg%2F11c3s9dbtx!19sChIJE4_NdJ9QE4cRA7EcXWMJu3g,Manitou Springs Clinic of Acupuncture,5.0,22,Acupuncture clinic,"111 Fairview Ave, Manitou Springs, CO 80829, United States","V34C+89 Manitou Springs, Colorado, USA",http://www.manitouacupuncture.com/,+1 719-237-4547,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zt-N4Djq32mpbdpeZ4mofQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.34135&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:46.251Z,Closed,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,Closed,8:30 am–6:30 pm,8:30 am–6:30 pm,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Colorado+Springs+Garden+of+the+Gods/data=!4m7!3m6!1s0x871351167cfa535f:0xf37e9f3cd2e95ec6!8m2!3d38.8988231!4d-104.8499274!16s%2Fg%2F11y4qp6866!19sChIJX1P6fBZRE4cRxl7p0jyffvM,Prime IV Hydration & Wellness - Colorado Springs Garden of the Gods,4.9,34,IV therapy service,"4645 Centennial Blvd, Colorado Springs, CO 80919, United States","V5X2+G2 Colorado Springs, Colorado, USA",https://primeivhydration.com/locations/colorado/colorado-springs-gog-80919/,+1 719-719-3747,"Closed ⋅ Opens 10 am Mon

Updated by this business 7 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZKpFqVQPKM6jWdwCCzpmrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.93335&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:51.278Z,10 am–2 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–2 pm,,,
https://www.google.com/maps/place/Flexcare+Infusion+Centers/data=!4m7!3m6!1s0x87134dd9b9496399:0xfc662187f9ee9c84!8m2!3d38.964742!4d-104.75311!16s%2Fg%2F11m6_71vb_!19sChIJmWNJudlNE4cRhJzu-YchZvw,Flexcare Infusion Centers,,,Medical clinic,"4105 Briargate Pkwy Ste 115, Colorado Springs, CO 80920, United States","X67W+VQ Colorado Springs, Colorado, USA",https://flexcareinfusion.com/clinics/colorado-springs/,+1 719-886-4505,,,https://lh3.googleusercontent.com/p/AF1QipMHQ6g97-jCf6Zv021naGtVX_ylKXmw74bBf7bI=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:53.977Z,,,,,,,,,,
https://www.google.com/maps/place/CommonSpirit+Penrose+Cancer+Center/data=!4m7!3m6!1s0x87134f8aa8f9547d:0x889057f2eaba4089!8m2!3d38.8656542!4d-104.8218119!16s%2Fg%2F1tftfs3k!19sChIJfVT5qIpPE4cRiUC66vJXkIg,CommonSpirit Penrose Cancer Center,5.0,6,Cancer treatment center,"2222 N Nevada Ave, Colorado Springs, CO 80907, United States","V58H+77 Colorado Springs, Colorado, USA",https://www.mountain.commonspirit.org/location/penrose-hospital/cancer-center,+1 719-776-5281,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYocZ9O1LF35SSPZ6yeolsPMWbtybTRFOwXe-2jF6LwkWKs19rqxz5VbQJAtsor7Fgda4_35O7uU9aMS7QwuCVSjk_FzTYoHRBm322DeRsW545TTSGsTvZlx4XBKfQlLJ0bXo=w479-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:03:58.809Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Garden+of+the+Gods+Resort/data=!4m10!3m9!1s0x871350145c3ae3b7:0x914de270e268047c!5m2!4m1!1i2!8m2!3d38.8795209!4d-104.868396!16s%2Fm%2F0nbvmtj!19sChIJt-M6XBRQE4cRfARo4nDiTZE,Garden of the Gods Resort,4.4,1253,,"3320 Mesa Rd, Colorado Springs, CO 80904, United States","V4HJ+RJ Colorado Springs, Colorado, USA",http://www.gardenofthegodsresort.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,+1 719-748-6190,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHVytUMTeycSqYC6X2g6qVG-wrFnlACcEs8ImvZnJidxi1UrpsiA8ENHeX7hjiq60CpFhm9_Zt8jbhUlbtXp7XYFvDJlexOB02ENgGwBieaXXDJ20zBO95YR0JwvlphdXWZQGZhSCEfGJMwJujdl8sdeg1oiKCMoJ3vhC0egsQUBeh253au3UeoNg=w517-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:04:02.270Z,,,,,,,,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Powers/data=!4m7!3m6!1s0x871349d8f6779719:0x4cb73453efeae41a!8m2!3d38.9269744!4d-104.7229735!16s%2Fg%2F11nyhrw4mk!19sChIJGZd39thJE4cRGuTq71M0t0w,Prime IV Hydration & Wellness - Powers,4.9,165,IV therapy service,"6472 Templeton Gap Rd Ste 110, Colorado Springs, CO 80923, United States","W7GG+QR Colorado Springs, Colorado, USA",https://primeivhydration.com/locations/colorado/powers-co/,+1 719-900-3747,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNo5j271s3zrW4yHKAr6Xng4LcAlSQZpecmAa6x=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:04:07.321Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,true,,
https://www.google.com/maps/place/Rose+Injectables+%E2%80%93+Colorado+Springs/data=!4m7!3m6!1s0x87135b99b9229d6d:0x82bb3bfd492b6d26!8m2!3d38.8381622!4d-104.8465792!16s%2Fg%2F11lzwcff4s!19sChIJbZ0iuZlbE4cRJm0rSf07u4I,Rose Injectables – Colorado Springs,5.0,38,Women's health clinic,"1330 W Colorado Ave, Colorado Springs, CO 80904, United States","R5Q3+79 Colorado Springs, Colorado, USA",https://roseinjectables.com/,+1 719-924-4424,Closed ⋅ Opens 7:45 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNlCsJdVawQXEmX5Ra6Ot5ig0yCVkuFH9MR6-66=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:04:12.332Z,Closed,7:45 am–5:30 pm,Closed,7:45 am–5:30 pm,Closed,7:45 am–5:30 pm,Closed,,,
https://www.google.com/maps/place/Atlas+Health+Center/data=!4m7!3m6!1s0x87135abce179bba5:0xc4d68c4f357112b0!8m2!3d38.8486576!4d-104.8655339!16s%2Fg%2F11b7zkf_mp!19sChIJpbt54bxaE4cRsBJxNU-M1sQ,Atlas Health Center,3.4,5,Medical clinic,"2627 W Colorado Ave, Colorado Springs, CO 80904, United States","R4XM+FQ Colorado Springs, Colorado, USA",,+1 719-375-8608,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npsLDS-fSLWSaa__kBuxHin3YFCPLdKq252lWXT7nM0gSpN2KL95vhqtTm0j2ipNObETBnHKSCZ5_bu7ojAQk66FRe_gt-B-4GfNA3oFdtvfKssPFVmMy2CS_JzlAdazYTCYcNR6w=w408-h725-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:04:17.319Z,Closed,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/CommonSpirit+Penrose+Hospital/data=!4m7!3m6!1s0x871345600f52df01:0xe2e91e3c62ab4af7!8m2!3d38.8655367!4d-104.821745!16s%2Fm%2F0vxdwj0!19sChIJAd9SD2BFE4cR90qrYjwe6eI,CommonSpirit Penrose Hospital,3.9,1632,Hospital,"2222 N Nevada Ave, Colorado Springs, CO 80907, United States","V58H+68 Colorado Springs, Colorado, USA",https://www.mountain.commonspirit.org/location/penrose-hospital,+1 719-776-5000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOkdLRAUctBLwgIatm0uulWCF-Ij1YPNhAF45St=w458-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:04:22.293Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Old+Colorado+City+Wellness+PLLC/data=!4m7!3m6!1s0x87135bd98fa0a5b7:0xb3d73aaf97e2e6a6!8m2!3d38.8430041!4d-104.8551673!16s%2Fg%2F11j3rrcnr1!19sChIJt6Wgj9lbE4cRpubil68617M,Old Colorado City Wellness PLLC,3.7,3,Medical clinic,"2020 W Colorado Ave #303, Colorado Springs, CO 80904, United States","R4VV+6W Colorado Springs, Colorado, USA",https://jillsmothers.com/,+1 719-473-2368,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_JfCSMmJriU3c4Dzecvj7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.01819&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:04:25.195Z,,,,,,,,,,
