placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes
https://www.google.com/maps/place/Pmc+Property+Group/data=!4m7!3m6!1s0x89e3a441c8279d15:0x79dcaa4fc3cc6feb!8m2!3d42.6433001!4d-71.3152089!16s%2Fg%2F1tgptmt7!19sChIJFZ0nyEGk44kR62_Mw0-q3Hk,Pmc Property Group,3.9,7,Real estate agency,"305 Dutton St #126, Lowell, MA 01854, United States","JMVM+8W Lowell, Massachusetts, USA",http://www.pmcpropertygroup.com/,+1 978-453-6683,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrhe9GfqT73aKnNE3cYrkdy4pRB7kew5kR3zy0SpHxIUR4Pmt8xDv33lRwMWwpyK7dmkyzQUFx7xJbjKPd8Y0nl_rEc0H_B6h80oO7RRobvNqjmTT_c55FQMJpIrYkHUalk-rqmug=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:24.243Z,,
https://www.google.com/maps/place/Chris+Doherty/data=!4m7!3m6!1s0x89e3a34ddf45d26b:0xcc862082e273c550!8m2!3d42.6423642!4d-71.3089679!16s%2Fg%2F11k9z6pscw!19sChIJa9JF302j44kRUMVz4oIghsw,Chris Doherty,5.0,53,Real estate agent,"14 Jackson St, Lowell, MA 01852, United States","JMRR+WC Lowell, Massachusetts, USA",https://chrisdoherty.com/,+1 978-857-9580,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lpGqnK9kcUovsI7drTD2Vw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.64853&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,10 am–2 pm,10 am–2 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:29.138Z,,
https://www.google.com/maps/place/DeRosa+Properties/data=!4m7!3m6!1s0x89e3a44ab682f0a7:0xc87a9f7bae346cc0!8m2!3d42.6605861!4d-71.3124294!16s%2Fg%2F11c1vqb2rh!19sChIJp_CCtkqk44kRwGw0rnufesg,DeRosa Properties,3.8,64,Real estate agency,"81 Farmland Rd, Lowell, MA 01850, United States","MM6Q+62 Lowell, Massachusetts, USA",https://derosapro.com/,+1 781-850-5525,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNu09ZNNUhLvugRI5QA1ba186318KkqCblwFEY=w408-h323-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:34.116Z,,
"https://www.google.com/maps/place/Levesque+Property+Management,+LLC/data=!4m7!3m6!1s0xf512fb63fe7175b:0xde9ee5cfed861eda!8m2!3d42.746569!4d-71.1411555!16s%2Fg%2F11lzhy8hq5!19sChIJWxfnP7YvUQ8R2h6G7c_lnt4","Levesque Property Management, LLC",,,Property management company,,,https://www.lpm.contractors/,+1 978-930-6014,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNx08IhaQHZ6cPjkGpE5yW4XITI4udEHap5R33m=w408-h510-k-no,true,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:39.235Z,,
https://www.google.com/maps/place/Massachusetts+Mills+Apartments/data=!4m7!3m6!1s0x89e3a43be3c28209:0xacc1556250ee2c03!8m2!3d42.6465384!4d-71.3048577!16s%2Fg%2F1thl_g6b!19sChIJCYLC4zuk44kRAyzuUGJVwaw,Massachusetts Mills Apartments,3.6,69,Apartment complex,"150 Massmills Dr, Lowell, MA 01852, United States","JMWW+J3 Lowell, Massachusetts, USA",http://www.massmillsapts.com/?utm_source=gbp&utm_medium=organic,+1 978-391-6539,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npUqQlAOxkhVT63vfoKm2tpG3zmTTvze0qf3db0t51Ttiney5cMUAtRJQK4X4CLjr728CUIzkxDH0lLUQKhWKgQW_ENzDlpvFOP4t8xhLGZp7mQ2eNXsaGsUCFmRG8gQoLFo0xP4A=w408-h306-k-no,false,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,10 am–5 pm,10 am–5 pm,1–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:44.323Z,,
https://www.google.com/maps/place/MVP+Residential+Services/data=!4m7!3m6!1s0x89e3a5530735c785:0xa99645a13ca0f818!8m2!3d42.6686107!4d-71.303696!16s%2Fg%2F11rcqwm6v5!19sChIJhcc1B1Ol44kRGPigPKFFlqk,MVP Residential Services,5.0,8,Property maintenance,"482 Aiken Ave, Dracut, MA 01826, United States","MM9W+CG Dracut, Massachusetts, USA",https://mvp-residentialservices.com/,+1 978-551-5644,"Open 24 hours

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNiLyQDjYexta8CryI8yYlzOiMxLcpRDsFGAUlC=w408-h391-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:49.272Z,,
https://www.google.com/maps/place/Merrimack+Property+Management/data=!4m7!3m6!1s0x89e3a46df6d43cf1:0x32de3eb3c9e0567a!8m2!3d42.6334247!4d-71.3161718!16s%2Fg%2F11ldv7kzl5!19sChIJ8TzU9m2k44kRelbgybM-3jI,Merrimack Property Management,,,Property management company,"#8624, Lowell, MA 01851, United States","JMMM+9G Lowell, Massachusetts, USA",http://merrimackpm.com/,+1 978-459-8292,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9dMxcjF530c7peT0MBQsEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.26147&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:52.341Z,,
https://www.google.com/maps/place/AE-Apartment+Rentals/data=!4m7!3m6!1s0x89e3a42e3d67d319:0x75f07f12a2c18e26!8m2!3d42.6520176!4d-71.3026867!16s%2Fg%2F1tg5d3bw!19sChIJGdNnPS6k44kRJo7BohJ_8HU,AE-Apartment Rentals,3.5,2,Apartment rental agency,"Bridge St, Lowell, MA 01852, United States","MM2W+RW Lowell, Massachusetts, USA",,+1 978-905-8202,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOuaQ5v65gStovhSo_47Boz2R6g6Wp0KtEqjxXX=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,8 am–12 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:32:57.605Z,,
https://www.google.com/maps/place/Keyrenter+Property+Management+Merrimack+Valley/data=!4m7!3m6!1s0x89e307b96093c6c1:0x773ea12f58de9629!8m2!3d42.614199!4d-71.240437!16s%2Fg%2F11f54sxbsc!19sChIJwcaTYLkH44kRKZbeWC-hPnc,Keyrenter Property Management Merrimack Valley,4.6,74,Property management company,"853 Main St Suite #208, Tewksbury, MA 01876, United States","JQ75+MR Tewksbury, Massachusetts, USA",https://keyrentermerrimackvalley.com/,+1 978-653-0000,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOL8xcAHKk2LDmiFqmAJX7G4EWqh9O5LV8fBBf_=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:03.029Z,,
https://www.google.com/maps/place/Candor+Realty/data=!4m7!3m6!1s0x89e3a521e0a439f1:0x7135faa3c24d5fbb!8m2!3d42.6364883!4d-71.3138072!16s%2Fg%2F11n1wr0ssk!19sChIJ8Tmk4CGl44kRu19NwqP6NXE,Candor Realty,4.8,62,Real estate agency,"165 Thorndike St Suite 2002, Lowell, MA 01852, United States","JMPP+HF Lowell, Massachusetts, USA",http://www.candorealty.com/,+1 978-710-5616,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7POctrJeBjXj1hraYEs1nA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.92877&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:08.337Z,,
https://www.google.com/maps/place/Peak+Performance+Property+Management/data=!4m7!3m6!1s0x89e3750d41c80107:0xe0747a02b01b4122!8m2!3d42.6264353!4d-71.2678061!16s%2Fg%2F11fqqg9jyx!19sChIJBwHIQQ1144kRIkEbsAJ6dOA,Peak Performance Property Management,1.0,3,Property management company,"170 Main St UNIT 108, Tewksbury, MA 01876, United States","JPGJ+HV Tewksbury, Massachusetts, USA",,,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMh48XSaRbSoeh2NvyM-SRnDqS_LbF1l4gIBn--=w630-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:13.736Z,,
https://www.google.com/maps/place/Pine+Properties/data=!4m7!3m6!1s0x89e3a47dc06f1fe1:0xfa9deed79840c06e!8m2!3d42.6324943!4d-71.3332013!16s%2Fg%2F1tfh_lts!19sChIJ4R9vwH2k44kRbsBAmNfunfo,Pine Properties,3.7,43,Real estate agency,"183 Pine St, Lowell, MA 01851, United States","JMJ8+XP Lowell, Massachusetts, USA",http://www.pineproperties.com/,+1 978-458-4445,Open ⋅ Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_0GV_3rZeE4HbLA0Az_gXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.82135&pitch=0&thumbfov=100,false,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:18.892Z,,
https://www.google.com/maps/place/YurTek+-+Trudeau+HVAC+and+Property+Management/data=!4m7!3m6!1s0x89e3a5f65464be79:0xdbfde1041e09001!8m2!3d42.6544291!4d-71.291726!16s%2Fg%2F11j6t88ctb!19sChIJeb5kVPal44kRAZDgQRDevw0,YurTek - Trudeau HVAC and Property Management,5.0,78,HVAC contractor,"161 Mt Pleasant St, Lowell, MA 01850, United States","MP35+Q8 Lowell, Massachusetts, USA",http://www.yurtek.com/,+1 978-995-0068,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npDip5w9PtsuZuMZ6yDIkvfgBGeYgd5r3d6PD1U894gUr2u4H7WdvjgnJ3SInPk0J6cl5WbGFIV8fexfSjlLJaZiyA2-x3kpKarEZBOvYe6nQOGVaU36-RDLo2ukNiV3pc668zjXw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:24.036Z,,
https://www.google.com/maps/place/Heritage+Properties+-+Meadow+Lane+Apartments/data=!4m7!3m6!1s0x89e3a4f836bf946f:0x7fb18b6268f2d2ec!8m2!3d42.6565783!4d-71.3382796!16s%2Fg%2F1td6hhcj!19sChIJb5S_Nvik44kR7NLyaGKLsX8,Heritage Properties - Meadow Lane Apartments,3.5,24,Apartment rental agency,"18 E Meadow Ln, Lowell, MA 01854, United States","MM46+JM Lowell, Massachusetts, USA",http://www.meadowlaneapartmentslowell.com/,+1 978-579-1398,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOjoWGLfnxRZM3-mJXPcJ5gpw-x2f_5MDN30kTJ=w648-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:29.171Z,,
https://www.google.com/maps/place/Five+Star+Property+Management/data=!4m7!3m6!1s0x89e3a57b27a2b6d5:0x8b309d1c80560d46!8m2!3d42.6716683!4d-71.3619082!16s%2Fg%2F11jg1xqjqm!19sChIJ1baiJ3ul44kRRg1WgBydMIs,Five Star Property Management,3.0,2,Property management company,"47 Heritage Rd, Dracut, MA 01826, United States","MJCQ+M6 Dracut, Massachusetts, USA",,+1 978-935-6470,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMHGoG7Kxq7CdevS1N-yvwAfrOy7jcgzayBS9cc=w425-h240-k-no,true,7 am–6 pm,7 am–6 pm,9 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:34.224Z,,
https://www.google.com/maps/place/Farley+White+Interests/data=!4m7!3m6!1s0x89e3a4465c39a9e3:0x8ba7c80c35dc3516!8m2!3d42.6499653!4d-71.3173371!16s%2Fg%2F11b6yqtgjg!19sChIJ46k5XEak44kRFjXcNQzIp4s,Farley White Interests,,,Commercial real estate agency,"175 Cabot St, Lowell, MA 01854, United States","JMXM+X3 Lowell, Massachusetts, USA",http://www.farleywhite.com/,+1 978-937-0060,Open ⋅ Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkeEQTxELVvno4smmKnT7Kd9WOub8wI9B0NPGZPOj8AV_C6HB21d049kjJl-_PBWbr6DEu45DKn9BIIO5U0QqhJ7W4auWhJObuZJEMnGQw-GKUzj5j3AD2Ye0hi1eUqmwXBkM=w408-h510-k-no,false,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:39.198Z,,
https://www.google.com/maps/place/Mill+City+Lux+Sky+Top+Properties/data=!4m7!3m6!1s0x89e3a54b5e6c8d55:0xf10a1a73c29dea60!8m2!3d42.6325115!4d-71.3020529!16s%2Fg%2F11g0cjph74!19sChIJVY1sXkul44kRYOqdwnMaCvE,Mill City Lux Sky Top Properties,4.4,8,Real estate agency,"685 Lawrence St, Lowell, MA 01852, United States","JMMX+25 Lowell, Massachusetts, USA",http://www.millcitylux.com/,+1 781-405-9210,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCG8f8zeCdLuQO8vOn0Y2aY7UfDrDHq5aTwpU3Ahc4kqIl727t6D7WrnVwV16ovPmRsIpbKi88I19m7rbjjBhTHaeZO9ph_mD_fydvRbu1oJiks8JsylKta6hX7QAUJcQnQ_nb=w408-h612-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:42.065Z,,
https://www.google.com/maps/place/Bell+Tower+Commercial+Real+Estate+Group/data=!4m7!3m6!1s0x89e3a43e6eff9aa1:0x6a98dec9f53c22e8!8m2!3d42.648192!4d-71.3072687!16s%2Fg%2F1tsyl60_!19sChIJoZr_bj6k44kR6CI89cnemGo,Bell Tower Commercial Real Estate Group,5.0,8,Real estate agency,"130 John St C2, Lowell, MA 01852, United States","JMXV+73 Lowell, Massachusetts, USA",https://www.belltowercregroup.com/,+1 978-458-8822,Open ⋅ Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M_vZCZNKqIb1o9LqtqXXIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.1823337&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:47.146Z,,
https://www.google.com/maps/place/Makor+Management/data=!4m7!3m6!1s0x89e3a769a1adfefb:0x2f566a1294b2ffee!8m2!3d42.6363148!4d-71.2783737!16s%2Fg%2F11w4qfspx4!19sChIJ-_6toWmn44kR7v-ylBJqVi8,Makor Management,2.0,4,Student housing center,"33 Kearney Dr, Lowell, MA 01852, United States","JPPC+GM Lowell, Massachusetts, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FUVqhRbkum404HBMpaaSdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.658089&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-09-25T18:33:49.958Z,,
