placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,error,attributes
https://www.google.com/maps/place/Sutton%27s/data=!4m7!3m6!1s0x887537435266a677:0x46c65785cde83695!8m2!3d39.826512!4d-89.640004!16s%2Fg%2F1td4kwl1!19sChIJd6ZmUkM3dYgRlTbozYVXxkY,Sutton's,4.8,538,Roofing contractor,"1926 N Peoria Rd, Springfield, IL 62702, United States","R9G5+JX Springfield, Illinois, USA",https://www.suttonsinc.com/,+1 217-528-3911,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerV1YfsLc1PzJ1A65Vlh4FxxvDxnGY2WOgZGJK2A7F0bNoWm-CatpPXBwyFExuBCuEPjBHWbUCAhBtsJr5hY3yKJZhE2VMzFW7yqs-S07t-ZHopJv9L1kbUc03Awhar-Y82TJYj=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:40:59.631Z,,,,
https://www.google.com/maps/place/Acosta+Angeli+Roofing/data=!4m7!3m6!1s0x83bd54bfe59ff099:0x790d35f6f2f37534!8m2!3d39.7757152!4d-89.6679272!16s%2Fg%2F11rk8q13n_!19sChIJmfCf5b9UvYMRNHXz8vY1DXk,Acosta Angeli Roofing,4.9,307,Roofing contractor,"2144 S MacArthur Blvd suite 204, Springfield, IL 62704, United States","Q8GJ+7R Springfield, Illinois, USA",https://www.acostaangeliroofing.com/,+1 217-993-2748,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwequHa4joO-V0I0X7jWWtI0p9AxiwwKQPZa3pD5yRnTpaxRoBHXW0cZ5i5zGRNY-QhPZxlJ_GERvjnIOXfmDNRF17WjROI9VlxPppZpFlHpHbIngEyRZJdIQoSkdjPrOKmyCmgndYIbEIdUZ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:04.562Z,,,,
https://www.google.com/maps/place/Illinois+Home+Solutions+-+Mold+Restoration/data=!4m7!3m6!1s0x8875384dda498029:0xe8aef63c9647ab45!8m2!3d40.3228006!4d-89.4892125!16s%2Fg%2F11bc70z8l7!19sChIJKYBJ2k04dYgRRatHljz2rug,Illinois Home Solutions - Mold Restoration,4.0,2,Building restoration service,,,http://www.illinoishs.com/,+1 309-444-3444,Closed · Opens 7:30 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepPJmpUIZXalbGirZvMbDNf3qJeu3frsJDDp3i-jjVeHnQKzfP-uMBDRah8udJGyldMI2avhKqL7wyVoG9p8w1DnFKU_I-J53QwIv5Xpx7vHQ9LZeLSCBOhQSvLIPy6-Jsj7UGU=w408-h306-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:09.187Z,,,,
https://www.google.com/maps/place/Steve+Ray+Plumbing+Service+Inc./data=!4m7!3m6!1s0x88754f7254be9ce3:0xfe22527bb5918686!8m2!3d39.8278416!4d-89.63423!16s%2Fg%2F1tdh013v!19sChIJ45y-VHJPdYgRhoaRtXtSIv4,Steve Ray Plumbing Service Inc.,4.8,656,Plumber,"1501 E Griffiths Ave, Springfield, IL 62702, United States","R9H8+48 Springfield, Illinois, USA",https://www.steverayplumbing.com/,+1 217-793-0200,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqMZafzz3xsMHRXF4yaefhgZgJz3-TFKJIhxC6-Co_IIrj98Y0Fy4apxVpn91cbK2vcWzjZjcA5g3vggTm60kBFW_vKou2SigalCFoiszrsDUUZROAs9gsrlSAcTlhXVJZA1InKQ=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:14.058Z,,,,
"https://www.google.com/maps/place/Flood+Damage+Group/@39.7637034,-89.6703205,11z/data=!3m1!4b1!4m6!3m5!1s0x41fcbf5cf4dc5313:0x73d025156052565e!8m2!3d39.7637034!4d-89.6703205!16s%2Fg%2F11twcg7gs6",Flood Damage Group,,,Water damage restoration service,,,https://flood-damage-group.ueniweb.com/?utm_campaign=gmb,+1 217-434-9676,,,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:18.495Z,,,,
https://www.google.com/maps/place/Excavating+%26+Drainage+Solutions/data=!4m7!3m6!1s0xaa2cf76fa0b0e1ab:0xabc0c7ef7e4187ec!8m2!3d39.8278416!4d-89.63423!16s%2Fg%2F11tfgd2p6z!19sChIJq-GwoG_3LKoR7IdBfu_HwKs,Excavating & Drainage Solutions,4.7,12,Excavating contractor,"1501 E Griffiths Ave, Springfield, IL 62702, United States","R9H8+48 Springfield, Illinois, USA",https://excavatinganddrainagesolutions.com/,+1 217-679-1470,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4ho9Hiw10t1HuNM3no2TzEWQTH19lJV7w2rMTa_6jQ6eyEFkMsaGMcyuRmud4MqKRomKh9tPnYn2X3TRZhLimbrsxqcBpbHS2rREA_mVMmUIrDcNrkXscu84nVgFuXURRlfyp=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:23.168Z,,,,
https://www.google.com/maps/place/Petersburg+Power+Washing/data=!4m7!3m6!1s0x88753994567b9a7f:0xde0dca1727b1bc1f!8m2!3d39.792892!4d-89.6413199!16s%2Fg%2F11c310w5wl!19sChIJf5p7VpQ5dYgRH7yxJxfKDd4,Petersburg Power Washing,4.9,235,Pressure washing service,"829 S 11th St, Springfield, IL 62703, United States","Q9V5+5F Springfield, Illinois, USA",https://petersburgpowerwashing.com/,+1 217-416-6388,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxB1DvME70t8OUBEj0vYVyAftE4NKMX0_e5UCF8UzuR4lCAXB39uKBb_FjpSav_41EsnABd2Mcezl_hS1FP5F6d9ubcBKDUqZImUDvfL55RiAhe4nNXwXB_fRTcb5KpsfN9r_s=w408-h258-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:28.214Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Top+It+All+Roofing/data=!4m7!3m6!1s0x88753099a8feba0d:0x4a799c6fd89809ac!8m2!3d39.8239902!4d-89.6034901!16s%2Fg%2F1tm69pq4!19sChIJDbr-qJkwdYgRrAmY2G-ceUo,Top It All Roofing,4.5,45,Roofing contractor,"3209 Ridgewood Ave, Springfield, IL 62702, United States","R9FW+HJ Springfield, Illinois, USA",http://www.topitallroofing.com/,+1 217-753-0408,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoN6GmBre5uOG6p8tA7p2rmP8JKM1l7gpDDJqtLqTKr9L4inH6iiMJutE5Lcfoe5oBazitk1QOR62d3r0J6Osx7nYhKaJuY2LhC3CN0iUYjZK7ikQppGdWMvdxAXJzVigRpKvYl=w408-h544-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:32.996Z,,,,
https://www.google.com/maps/place/F+J+Murphy+%26+Son+Inc./data=!4m7!3m6!1s0x8875375c83abbe8d:0x57770e94145cac42!8m2!3d39.8246767!4d-89.6387781!16s%2Fg%2F1vfwdm67!19sChIJjb6rg1w3dYgRQqxcFJQOd1c,F J Murphy & Son Inc.,4.7,56,Plumber,"1800 Factory St, Springfield, IL 62702, United States","R9F6+VF Springfield, Illinois, USA",http://www.fjmurphy.com/,+1 217-528-4081,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUdN_IWzEKwKzrrnziHF41c_fsqQD2eT7Mvr-HPmVSxXilrGUDOFNVBPvRTZv3DScUvyC4eFu3R3NSsYAsjs1__XtPTYFbarfgnZcLG753K_OEaGWg9U23zBWtde6X3-VfWvsK=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:37.839Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Tedrick%27s+Home+Renovations/data=!4m7!3m6!1s0x88753936f4c1db21:0x58d156188b164319!8m2!3d39.8296757!4d-89.6360764!16s%2Fg%2F11fkmgqs22!19sChIJIdvB9DY5dYgRGUMWixhW0Vg,Tedrick's Home Renovations,4.5,19,Roofing contractor,"2110 N Republic St, Springfield, IL 62702, United States","R9H7+VH Springfield, Illinois, USA",https://tedricks.com/,+1 217-891-7271,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgiZDHss4lmRunpGmxnM7V-hDrbGcxzl65WP_pmsAo6uiNZDiU36j-9TkXTgBvojfKbE1HmvjJJw4_KnSbkbiCIOkAdPMHdq_cVoiUarchZSu1w8pnO72_10Uey2YA92lAHnUa=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:42.778Z,,,,
