placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error
https://www.google.com/maps/place/United+Vein+%26+Vascular+Centers/data=!4m7!3m6!1s0x8640995ded6890ad:0x230fe5e429c07438!8m2!3d29.5348436!4d-95.1245836!16s%2Fg%2F11t3n4917z!19sChIJrZBo7V2ZQIYROHTAKeTlDyM,United Vein & Vascular Centers,4.9,57,Medical clinic,"202 N Texas Ave Suite 300, Webster, TX 77598, United States","GVMG+W5 Webster, Texas, USA",https://unitedveincenters.com/find-a-clinic/texas/clear-lake-tx/utm_campaign=gmb,+1 936-274-8964,"Open · Closes 6 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMp0AvlOmKzcMkNPfhFXjIhtc85Fgso_AHladMM=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:19:37.791Z,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,,
https://www.google.com/maps/place/StrideCare+Vascular/data=!4m7!3m6!1s0x86409c8d10dc9069:0xf717a417924637ae!8m2!3d29.5416516!4d-95.1239473!16s%2Fg%2F11bbrlhp6d!19sChIJaZDcEI2cQIYRrjdGkhekF_c,StrideCare Vascular,4.9,395,Vascular surgeon,"251 W. Medical Center Blvd Suite 200, Webster, TX 77598, United States","GVRG+MC Webster, Texas, USA",https://www.stridecare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,+1 866-552-4866,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOV6x_4twkYcOuPRVVshjhGXEGShlZG9U5WQP1j=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:19:42.821Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Metro+Vein+Centers+%7C+Clear+Lake/data=!4m7!3m6!1s0x86409db8da708f51:0x296a3b6baa9453b4!8m2!3d29.5554729!4d-95.1163462!16s%2Fg%2F11wxqz3vqf!19sChIJUY9w2ridQIYRtFOUqms7aik,Metro Vein Centers | Clear Lake,4.8,58,Vascular surgeon,"16840 Buccaneer Ln suite 120, Houston, TX 77058, United States","HV4M+5F Clear Lake, Houston, TX, USA",https://www.metroveincenters.com/locations/texas-houston-clear-lake?utm_source=google&utm_medium=Yext,+1 281-688-9056,"Open · Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNFmMCjM01MHA84anVYzWPCUH9rPSQBkgs--KvS=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:19:47.762Z,,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,,
"https://www.google.com/maps/place/Terrell+Singleton,+MD/data=!4m7!3m6!1s0x86409d2d97f48feb:0x1a82c611b5900aa0!8m2!3d29.5416376!4d-95.1239446!16s%2Fg%2F11y2dgjp2l!19sChIJ64_0ly2dQIYRoAqQtRHGgho","Terrell Singleton, MD",5.0,52,Radiologist,"251 W. Medical Center Blvd, Webster, TX 77598, United States","GVRG+MC Webster, Texas, USA",https://stridecare.com/,+1 866-552-4866,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JbIF_UUK7gYTDSLyB1UrNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.00693&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:19:52.676Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Missouri+City/data=!4m7!3m6!1s0x8640e569d44f3899:0xd2a2642750d9aaad!8m2!3d29.5628859!4d-95.5646225!16s%2Fg%2F11spn9fj61!19sChIJmThP1GnlQIYRrarZUCdkotI,USA Vein Clinics - Missouri City,4.5,23,Medical clinic,"6218 Hwy 6, Missouri City, TX 77459, United States","HC7P+55 Missouri City, Texas, USA",https://www.usaveinclinics.com/company/locations/houston/office/missouri-city/,+1 346-353-5197,,https://lh3.googleusercontent.com/p/AF1QipNJUprmzy0nVP0Fr8rV-D89cyua-gRD6oDzJfs_=w408-h257-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:19:57.731Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Cosmetic+Vein+Centers+of+Texas/data=!4m7!3m6!1s0x86409c8a195c5267:0xdff7f0f3df1bc12!8m2!3d29.5554984!4d-95.1548628!16s%2Fg%2F1td13nd1!19sChIJZ1JcGYqcQIYRErzxPQ9__w0,Cosmetic Vein Centers of Texas,4.0,8,Cosmetic surgeon,"18201 Gulf Fwy Suite A, Webster, TX 77598, United States","HR4W+53 Webster, Texas, USA",https://www.cosmeticveincenters.com/,+1 281-990-8346,Closed · Opens 9:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uT8KLnRD4d897EiRmeB2Gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.9220068&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:02.769Z,,Closed,Closed,Closed,Closed,Closed,Closed,9:30 am–1:30 pm,,
https://www.google.com/maps/place/Coastal+Vascular+Center/data=!4m7!3m6!1s0x8640432c0e80d9b9:0xebbe6594025021e6!8m2!3d29.0306399!4d-95.4534514!16s%2Fg%2F11tn6x0nwj!19sChIJudmADixDQIYR5iFQApRlvus,Coastal Vascular Center,4.5,11,Medical clinic,"201 Oak Dr S #105, Lake Jackson, TX 77566, United States","2GJW+7J Lake Jackson, Texas, USA",https://coastalvascular.net/lake-jackson/,+1 713-581-8621,"Closes soon · 4:30 pm · Opens 8 am Wed

Updated by others 1 week ago",https://lh3.googleusercontent.com/p/AF1QipMQg3WympPIsV-zNkqJcIkiu_MR2mG_TS2boe0=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:07.608Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/Texas+Heart+and+Vein+Multispecialty+Group/data=!4m7!3m6!1s0x8640bfc56b1b876d:0x8437941e26a36a41!8m2!3d29.7486213!4d-95.3670435!16s%2Fg%2F11fkmwy092!19sChIJbYcba8W_QIYRQWqjJh6UN4Q,Texas Heart and Vein Multispecialty Group,4.9,51,Medical group,"1315 St Joseph Pkwy # 1704, Houston, TX 77002, United States","PJXM+C5 Central Business District, Houston, TX, USA",https://www.thvmg.com/?utm_source=gmb_auth,+1 281-888-0809,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tzhTvBebkHyoztnmuT7Fvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.676193&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:12.515Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Metro+Vein+Centers+%7C+Houston+Medical+Center/data=!4m7!3m6!1s0x8640c0785e281fa3:0xc93619a81925457a!8m2!3d29.6941536!4d-95.4026747!16s%2Fg%2F1v26mh4p!19sChIJox8oXnjAQIYRekUlGagZNsk,Metro Vein Centers | Houston Medical Center,4.9,166,Vascular surgeon,"7500 Fannin St Suite 240, Houston, TX 77054, United States","MHVW+MW Astrodome Area, Houston, TX, USA",https://www.metroveincenters.com/locations/texas-houston-medical-center?utm_source=google&utm_medium=Yext,+1 281-572-5660,"Closes soon · 5 pm · Opens 8 am Wed

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOqBUieC79g3_NN0-4UeieBdDgr7T4RnQvm0kI_=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:17.526Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Coastal+Vascular+Center/data=!4m7!3m6!1s0x8640930a24047c4f:0x75f9eab1fa4c7ae1!8m2!3d29.5600937!4d-95.3537634!16s%2Fg%2F11cmvff0rj!19sChIJT3wEJAqTQIYR4XpM-rHq-XU,Coastal Vascular Center,4.7,18,Medical clinic,"8619 Broadway St Ste 105 Suite 105, Pearland, TX 77584, United States","HJ6W+2F Pearland, Texas, USA",https://coastalvascular.net/,+1 713-581-8621,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipN6BF05FtuU4a__bF6uA1JPfoJFz7HksIfGipSB=w427-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:22.494Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Texas+Heart+and+Vein+Multispecialty+Group/data=!4m7!3m6!1s0x8640c742a286dff9:0x8a1357191f9eae84!8m2!3d29.8122296!4d-95.4352323!16s%2Fg%2F11jm5vvq2d!19sChIJ-d-GokLHQIYRhK6eHxlXE4o,Texas Heart and Vein Multispecialty Group,4.8,396,Medical group,"1900 N Loop W Fwy SUITE 180, Houston, TX 77018, United States","RH67+VW Central Northwest, Houston, TX, USA",http://www.thvmg.com/,+1 281-888-0809,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN0Q_p2k6nSY2_IeNPpbN4He91FAwQ-E3C1Y7bD=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:27.708Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,,
"https://www.google.com/maps/place/UTMB+Health+Vascular+Surgery,+League+City+Campus/data=!4m7!3m6!1s0x864082e055fd4213:0x3c613ea84bf35dce!8m2!3d29.4810453!4d-95.0985215!16s%2Fg%2F11bbrkb_nh!19sChIJE0L9VeCCQIYRzl3zS6g-YTw","UTMB Health Vascular Surgery, League City Campus",1.0,1,Vascular surgeon,"2240 Gulf Fwy S Suite 2100, League City, TX 77573, United States","FWJ2+CH League City, Texas, USA",https://www.utmbhealth.com/services/vascular-surgery,+1 832-505-1800,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOnkbrkNA9ciVch6Lc8V0_8T2TgUjyphYXNVdnj=w445-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:32.560Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Texas+Vein+%26+Cosmetic+Specialists/data=!4m7!3m6!1s0x8640dc75b016b8d9:0xb2edbad4106d43fa!8m2!3d29.7599062!4d-95.6213634!16s%2Fg%2F1tdn91hs!19sChIJ2bgWsHXcQIYR-kNtENS67bI,Texas Vein & Cosmetic Specialists,4.7,44,Medical clinic,"13254 Forkland Dr, Houston, TX 77077, United States","Q95H+XF Energy Corridor, Houston, TX, USA",https://txvein.com/,+1 832-644-8930,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMZIp0p6VMgQpsoijjmzzhoPjBK-OgcjEZHVZac=w408-h544-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:37.432Z,LGBTQ+ friendly,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,,
https://www.google.com/maps/place/Vain+Aesthetics+%26+Wellness+%2B+Weight+Loss/data=!4m7!3m6!1s0x86409b3afe89da9d:0x88d354c9be1040d3!8m2!3d29.5044717!4d-95.1064465!16s%2Fg%2F11ng6mtkrb!19sChIJndqJ_jqbQIYR00AQvslU04g,Vain Aesthetics & Wellness + Weight Loss,5.0,280,Medical spa,"1101 W Main St F, League City, TX 77573, United States","GV3V+QC League City, Texas, USA",https://www.vainivmedspa.com/,+1 281-849-7979,"Open · Closes 6 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPT50VTIHalf8ZlsU-pCJTAV0TsHpVRzpVE15t5=w408-h612-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:42.276Z,LGBTQ+ friendly,9:30 am–6 pm,10 am–7 pm,9:30 am–6 pm,9:30 am–2 pm,9 am–12:30 pm,Closed,Closed,,
"https://www.google.com/maps/place/Jose+Montelongo,+DO/data=!4m7!3m6!1s0x86409d47a4839ad5:0xcc8a98dee32abd99!8m2!3d29.5351263!4d-95.1307472!16s%2Fg%2F11krh6hp6x!19sChIJ1ZqDpEedQIYRmb0q496Yisw","Jose Montelongo, DO",5.0,36,Vascular surgeon,"600 N Kobayashi Rd, Webster, TX 77598, United States","GVP9+3P Webster, Texas, USA",https://cls.health/locations/vascular-surgery-clear-lake,+1 346-333-2770,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPZ0Wvxst6pLTvor7heqhtky9Cd2qob6H0NIOsI=w408-h271-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:47.184Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Houston+on+Southwest+Fwy/data=!4m7!3m6!1s0x8640c0f41cba7885:0x105137c1be72ca64!8m2!3d29.7296554!4d-95.4198843!16s%2Fg%2F11b6ytb5yp!19sChIJhXi6HPTAQIYRZMpyvsE3URA,USA Vein Clinics - Houston on Southwest Fwy,4.3,184,Medical clinic,"2615 Southwest Fwy #220, Houston, TX 77098, United States","PHHJ+V2 Greenway / Upper Kirby Area, Houston, TX, USA",https://www.usaveinclinics.com/company/locations/houston/office/houston-river-oaks/,+1 346-249-6676,,https://lh3.googleusercontent.com/p/AF1QipNblQsDKt8ig_SVhNx21pmMzibFoYBpl8b-WhE7=w408-h264-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:52.568Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Texas+Vein+Care/data=!4m7!3m6!1s0x864ea59f536f3e4f:0x6bc15c279b9bc728!8m2!3d32.7768729!4d-96.6000775!16s%2Fg%2F1hc0zqglb!19sChIJTz5vU5-lToYRKMebmydcwWs,Texas Vein Care,4.9,32,Specialized clinic,"929 N Galloway Ave # 221, Mesquite, TX 75149, United States","Q9GX+PX Mesquite, Texas, USA",,+1 972-270-7500,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eMNO_OyXDJcQVmcxI75PMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.03972&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:20:57.571Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Premier+Vein+%26+Vascular+Center/data=!4m7!3m6!1s0x8640d8ec2c5d03f5:0xf6a6cb293273abd5!8m2!3d29.7903581!4d-95.7045511!16s%2Fg%2F11bbrh11vr!19sChIJ9QNdLOzYQIYR1atzMinLpvY,Premier Vein & Vascular Center,4.9,638,Surgeon,"19255 Park Row Blvd Suite 201, Houston, TX 77084, United States","Q7RW+45 Northwest Houston, Houston, TX, USA",https://www.premiervein.com/,+1 832-321-5355,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOGmQkHMjaJ2YINlmjxu1706bYpFNjOpRf6h419=w408-h249-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:02.381Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
"https://www.google.com/maps/place/UTMB+Health+Orthopedics,+Alvin/data=!4m7!3m6!1s0x864085f799d289f9:0xe00940f32cd07554!8m2!3d29.421452!4d-95.224673!16s%2Fg%2F11b81sv4k2!19sChIJ-YnSmfeFQIYRVHXQLPNACeA","UTMB Health Orthopedics, Alvin",,,Doctor,"2020 E Hwy 6, Alvin, TX 77511, United States","CQCG+H4 Alvin, Texas, USA",https://www.utmbhealth.com/ortho,+1 281-585-2530,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4HJ7vyYtekTdaTcJWrl1cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.36645&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:12.483Z,,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,,
