placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Overhead+Door+Company+of+Atlanta/data=!4m7!3m6!1s0x88f5a0b06b3000fd:0x23bb2bb238278375!8m2!3d33.9613193!4d-84.1908197!16s%2Fg%2F11g9w5qrj3!19sChIJ_QAwa7Cg9YgRdYMnOLIruyM,Overhead Door Company of Atlanta,4.9,5663,Garage door supplier,"5105 Avalon Ridge Pkwy Suite 300, Peachtree Corners, GA 30071, United States","XR65+GM Peachtree Corners, Georgia, USA",https://overheaddooratlanta.com/,+1 404-872-3667,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPh5L_0LmbDaxLTj83hPYXIaE_fbmSReOQqFogo=w408-h397-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:45:49.716Z,,
https://www.google.com/maps/place/Sandy+Springs+Garage+Pros+LLC/data=!4m7!3m6!1s0x29c038874540277:0x37e52a61d6c095bc!8m2!3d33.9435336!4d-84.352954!16s%2Fg%2F11tn8h3j2h!19sChIJdwJUdIgDnAIRvJXA1mEq5Tc,Sandy Springs Garage Pros LLC,4.8,32,Garage door supplier,,,https://sandyspringsgaragepros.com/,+1 404-879-5053,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPkP1Owlhef6rAponyDFkgFe8jhy0yTmaW2AXM3=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:45:54.541Z,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x88f51dc798b429bb:0xf0c57ded075c2a5b!8m2!3d33.8408642!4d-84.3718685!16s%2Fg%2F11gxsbx71r!19sChIJuym0mMcd9YgRWypcB-19xfA,OGD Overhead Garage Door,4.6,1381,Garage door supplier,"3133 Maple Dr NE STE 220, Atlanta, GA 30305, United States","RJRH+87 Atlanta, Georgia, USA",https://ogd.com/ga/atlanta/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-atl-01&ogd_src=ogd-atl-01-google_business_profile,+1 678-841-0060,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMk5fdxGDfQyet6EUQKwNDaVGcKNWCaIPdJNp-O=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:45:59.728Z,,
https://www.google.com/maps/place/Professional+Repair+Services+Sandy+Springs/data=!4m7!3m6!1s0x88f50ff41e67285d:0xad846f6fd319aeac!8m2!3d33.9185259!4d-84.3779011!16s%2Fg%2F11gtpq_js5!19sChIJXShnHvQP9YgRrK4Z029vhK0,Professional Repair Services Sandy Springs,5.0,5,Garage door supplier,"5975 Roswell Rd NE, Sandy Springs, GA 30328, United States","WJ9C+CR Sandy Springs, Georgia, USA",http://sandyspringsgaragedoors.com/,+1 404-692-2736,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Oj6ka6-Swi40s6tkfb-wBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.8464&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:02.665Z,,
https://www.google.com/maps/place/Garage+Door+Experts/data=!4m7!3m6!1s0x88f4ea199ac00001:0x6ad07bcbebd5bc6b!8m2!3d33.9201354!4d-84.3781484!16s%2Fg%2F11hd0zhz9q!19sChIJAQDAmhnq9IgRa7zV68t70Go,Garage Door Experts,4.7,87,Garage door supplier,"6065 Roswell Rd #450, Sandy Springs, GA 30328, United States","WJCC+3P Sandy Springs, Georgia, USA",http://www.mygaragedoorexpert.com/?utm_campaign=gmb,+1 866-770-4457,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipM-R4IoivS1njmivB2vPzd8CEBWOxUtMh_d2zaf=w408-h246-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:08.039Z,,
https://www.google.com/maps/place/A1+Garage+Door+Service/data=!4m7!3m6!1s0x88f5151ae2aa7e89:0xd59004f224891717!8m2!3d33.9808457!4d-84.5414087!16s%2Fg%2F11lzjdnlcz!19sChIJiX6q4hoV9YgRFxeJJPIEkNU,A1 Garage Door Service,4.9,439,Garage door supplier,"1225 Canton Rd Unit 105, Marietta, GA 30066, United States","XFJ5+8C Marietta, Georgia, USA",https://a1garage.com/locations/georgia/marietta/garage-door-repair-and-installation-30066-s.html?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite[Marietta],+1 470-524-1342,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMOydLT82nHK5PKw3_9b8J-W3VEpSy9JNV6UHaZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:13.076Z,,
https://www.google.com/maps/place/Dunwoody+Door+Lift+Co/data=!4m7!3m6!1s0x88f50a34c3650873:0x88e3bfdd4db68416!8m2!3d33.9516589!4d-84.3111069!16s%2Fg%2F11bz0sd6b_!19sChIJcwhlwzQK9YgRFoS2Td2_44g,Dunwoody Door Lift Co,4.9,39,Garage door supplier,"5198 Meadowlake Ln, Dunwoody, GA 30338, United States","XM2Q+MH Dunwoody, Georgia, USA",http://dunwoodydoorliftco.com/,+1 770-393-1652,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c0ylwlvBcpGxiUN6n2w20g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.4665&pitch=0&thumbfov=100,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:18.131Z,,
https://www.google.com/maps/place/Roswell+Garage+Door+Repair+LLC/data=!4m7!3m6!1s0x895122fcd0989bd1:0x41daf3146aa3fda6!8m2!3d34.0449836!4d-84.3401914!16s%2Fg%2F11t53n3_vk!19sChIJ0ZuY0PwiUYkRpv2jahTz2kE,Roswell Garage Door Repair LLC,5.0,29,Garage door supplier,,,https://www.roswellgaragedoorrepair.net/,+1 678-323-1584,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPGgL_mdEzd9fHE76zgQ0uc05FxzCQRrnRVwEc9=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:23.254Z,,
https://www.google.com/maps/place/All+4+Seasons+Garage+Doors/data=!4m7!3m6!1s0x88f513826ea30589:0x4f2f65633c29b1c6!8m2!3d34.0047817!4d-84.5280085!16s%2Fg%2F11b7q60kcm!19sChIJiQWjboIT9YgRxrEpPGNlL08,All 4 Seasons Garage Doors,4.9,4781,Garage door supplier,"2197 Canton Rd # 110, Marietta, GA 30066, United States","2F3C+WQ Marietta, Georgia, USA",https://www.all4seasonsgarages.com/,+1 770-288-0091,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOWcbp-RLCMDk3HpcW1LDLn5DAEpN40Z_8WAhSO=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:28.331Z,,
https://www.google.com/maps/place/All+Four+Seasons+Garage+%26+Entry+Doors/data=!4m7!3m6!1s0x88f574c0f57c5c81:0x87c96da58ba59f42!8m2!3d34.0329162!4d-84.3432666!16s%2Fg%2F11f4045b3f!19sChIJgVx89cB09YgRQp-li6VtyYc,All Four Seasons Garage & Entry Doors,4.9,121,Garage door supplier,"610 Colonial Park Dr Suite 202 Office 4, Roswell, GA 30075, United States","2MM4+5M Roswell, Georgia, USA",https://www.all4seasonsgarages.com/atlanta/garage-doors-roswell-ga/?utm_source=google&utm_medium=gmb&utm_campaign=gbp+-+roswell,+1 470-691-1622,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMN132JIcVjHDTfT71WHwZ5OsrfK2UubBWTarvz=w408-h278-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:33.290Z,,
https://www.google.com/maps/place/All+Four+Seasons+Garage+%26+Entry+Doors/data=!4m7!3m6!1s0x88f5a10039b93a65:0x7a99c8656b4b5e8a!8m2!3d33.9356424!4d-84.2562485!16s%2Fg%2F11srgqfk34!19sChIJZTq5OQCh9YgRil5La2XImXo,All Four Seasons Garage & Entry Doors,4.9,33,Garage door supplier,"6889 Peachtree Industrial Blvd Unit M, Norcross, GA 30092, United States","WPPV+7G Norcross, Georgia, USA",https://www.all4seasonsgarages.com/atlanta/garage-doors-norcross-ga/?utm_source=google&utm_medium=gmb&utm_campaign=gbp+-+norcross,+1 678-224-7543,Open ⋅ Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPVSgoz6httEi5NVXmbZ4BHSEnV_9wJQ-F1zC3w=w408-h247-k-no,true,6 am–9 pm,6 am–9 pm,Closed,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:38.087Z,,
https://www.google.com/maps/place/Dino+Garage+Doors+LLC/data=!4m7!3m6!1s0x2bad38a9e335749b:0x88e4396818fc137f!8m2!3d33.7871136!4d-84.3872632!16s%2Fg%2F11rncsnhx9!19sChIJm3Q146k4rSsRfxP8GGg55Ig,Dino Garage Doors LLC,4.9,134,Garage door supplier,"1201 W Peachtree St NW Suite: 2300, Atlanta, GA 30309, United States","QJP7+R3 Atlanta, Georgia, USA",http://www.dinodoors.com/,+1 770-510-8577,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOqIWl8Iq_cF970mBcTv6QRqeGLoRqcuchp4QsP=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:43.211Z,,
https://www.google.com/maps/place/Garage+Home+Services/data=!4m7!3m6!1s0x865ab9df8c8dbdc9:0xc11652de1142945!8m2!3d33.8972611!4d-84.4084219!16s%2Fg%2F1tct93xt!19sChIJyb2NjN-5WoYRRSkU4S1lEQw,Garage Home Services,1.0,3,Garage door supplier,"665 Londonberry Rd NW, Sandy Springs, GA 30327, United States","VHWR+WJ Sandy Springs, Georgia, USA",https://sites.google.com/view/garage-homes-services,+1 678-223-4555,,,https://lh3.googleusercontent.com/p/AF1QipOzS4FwkK5tzqhKh0Dh-CZXWgORi3h95ExAsgGw=w648-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:46.321Z,,
https://www.google.com/maps/place/Brookhaven+Garage+Door+Repair+LLC/data=!4m7!3m6!1s0x6d5f2997946b8a67:0x1661ae36e00562d9!8m2!3d33.8671394!4d-84.328371!16s%2Fg%2F11vwkcj7xs!19sChIJZ4prlJcpX20R2WIF4DauYRY,Brookhaven Garage Door Repair LLC,5.0,24,Garage door supplier,,,https://www.brookhavengaragedoorrepair.com/,+1 678-214-4075,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMoJmabAEHJiBDbE4Rb58Mhn2Ig-Fyw57kv22XA=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sandy+Springs+ATL+GA/@33.9304352,-84.3733147,14z",2025-11-07T22:46:51.466Z,,
