placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,attributes,isBlackOwned
"https://www.google.com/maps/place/Truck+Parking+Club/@35.2232212,-118.9676636,14z/data=!4m6!3m5!1s0x80ea591086f34cff:0x436fdae3bdd34477!8m2!3d35.504152!4d-119.179396!16s%2Fg%2F11yf3wxwk2",Truck Parking Club,,,Parking lot,"561 N American St, Shafter, CA 93263, United States","GR3C+M6 Shafter, California, USA",https://truckparkingclub.com/truck-parking/california/shafter/561-n-american-st-93263?advocate=MDZ762&utm_source=pm_marketing_link&utm_medium=referral&utm_campaign=gmb_marketing_link&el=Shafter-California-93263-MDZ762-1&htrafficsource=gmb,+1 661-727-5283,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPzhFsZXaFHUyT2OQapY7OzdcM85vpiFQ-n8mDI=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-10-28T18:32:00.433Z,,,,
"https://www.google.com/maps/place/Superior+Parking+Management+Solutions/@35.3735112,-119.0204707,14z/data=!4m6!3m5!1s0x88605f98d0ca3b07:0x5774d9a8418e3876!8m2!3d35.0637303!4d-85.3083608!16s%2Fg%2F11v_4z_72m",Superior Parking Management Solutions,3.5,19,Valet parking service,"134 N Market St unit 4435, Chattanooga, TN 37405, United States","3M7R+FM Chattanooga, Tennessee, USA",https://www.parkingsuperior.com/,+1 423-405-0899,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAwJVdyNRaP6BdEkuqJtu7Y0fH1hKYATO1fFzq=w408-h366-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wasco+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:32:10.894Z,,,,
"https://www.google.com/maps/place/Parking+Management+Services+of+America/@35.4232501,-119.0278799,14z/data=!4m6!3m5!1s0x80c2c0e7bc922fdb:0x90eeb5836eef7779!8m2!3d34.155649!4d-118.258498!16s%2Fg%2F1tdfnjlr",Parking Management Services of America,5.0,105,Valet parking service,"655 N Central Ave 17th floor, Glendale, CA 91203, United States","5P4R+7J Glendale, California, USA",https://pmsacorp.com/,+1 818-546-8586,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMV5_OoS45hQ8dT3bo_mryOPUyXgQJ9SAY-Tw8I=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,11 am–5 pm,11 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Arvin+Bakersfield+CA/@35.4232501,-119.0278799,14z",2025-10-28T18:32:21.181Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Amtrak+Station,+Bakersfield,+CA/data=!4m7!3m6!1s0x80ea686b3143ae7f:0xac412319926b8802!8m2!3d35.3721912!4d-119.0076905!16s%2Fg%2F11g81f__d8!19sChIJf65DMWto6oARAohrkhkjQaw","Amtrak Station, Bakersfield, CA",4.4,774,Transportation service,"601 Truxtun Ave, Bakersfield, CA 93301, United States","9XCR+VW Bakersfield, California, USA",https://www.amtrak.com/stations/bfd,,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwG_XQHD53UWXW4KZ4iwllNgsjtys_-kPvNHMWxqdGrk80CDMYqCju5b4Vy8GCbEpCufyN7yCKJ5U7TLFyuAqufDrMLTtcvpXEzZHsVDNp50D1q716LyLhVAZwcve5ffbINlEie=w408-h568-k-no,false,3:45 am–9 pm,3:45 am–9 pm,3:45 am–9 pm,3:45 am–9 pm,3:45 am–9 pm,3:45 am–9 pm,3:45 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tehachapi+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:32:36.843Z,,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lamont+Bakersfield+CA/@35.2596833,-118.9142666,14z",2025-10-28T18:33:02.379Z,,No new results found,,
"https://www.google.com/maps/place/Bakersfield+Valet+Parking+Services/@35.3735112,-119.0204707,14z/data=!4m6!3m5!1s0x80ea714000000001:0xa621c264cf8e8a6e!8m2!3d35.4516124!4d-118.7897558!16s%2Fg%2F1tf81xsb",Bakersfield Valet Parking Services,,,,"Bakersfield, CA 93306, United States",,,+1 661-319-9251,Permanently closed,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+McFarland+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:33:11.526Z,,Already found,,
"https://www.google.com/maps/place/Bigbabychelsea/@35.3735112,-119.0204707,14z/data=!4m6!3m5!1s0x80ebaddafab1538f:0x80112f2a4638d353!8m2!3d35.400451!4d-119.4741536!16s%2Fg%2F11wpn7y50w",Bigbabychelsea,,,Recording studio,"130 Buttonwillow Dr, Buttonwillow, CA 93206, United States","CG2G+58 Buttonwillow, California, USA",http://wwweixownerbuilder.com/,+1 661-477-8332,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ePJ0OfC3yo-Nv_ebDT6WvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.44504&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Buttonwillow+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:33:19.307Z,Identifies as veteran-owned,,· In-store shopping · Kerbside pickup · Delivery,true
https://www.google.com/maps/place/Truck+Parking/data=!4m7!3m6!1s0x80ea3f0060f6c44b:0x5227654ef761be6!8m2!3d35.2665542!4d-119.0791687!16s%2Fg%2F11w1qfhwf5!19sChIJS8T2YAA_6oAR5ht271R2IgU,Truck Parking,4.0,4,Parking garage,"6911 Taft Hwy, Bakersfield, CA 93313, United States","7W8C+J8 Bakersfield, California, USA",https://semiyard.com/,+1 916-610-0033,,https://lh3.googleusercontent.com/p/AF1QipNR02BzwKWzw3UyG00tDbwWv7rbCZHRNtkyIDqA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Taft+Bakersfield+CA/@35.2671335,-119.0783672,14z",2025-10-28T18:33:34.292Z,,,,
"https://www.google.com/maps/place/Bakersfield+Valet+Parking+Services/@35.2756745,-119.0631163,14z/data=!4m6!3m5!1s0x80ea714000000001:0xa621c264cf8e8a6e!8m2!3d35.4516124!4d-118.7897558!16s%2Fg%2F1tf81xsb",Bakersfield Valet Parking Services,,,,"Bakersfield, CA 93306, United States",,,+1 661-319-9251,Permanently closed,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ridgecrest+Bakersfield+CA/@35.2756745,-119.0631163,14z",2025-10-28T18:33:44.660Z,,Already found,,
"https://www.google.com/maps/place/Parking+Management+Services+of+America/@35.3735112,-119.0204707,14z/data=!4m6!3m5!1s0x80c2c0e7bc922fdb:0x90eeb5836eef7779!8m2!3d34.155649!4d-118.258498!16s%2Fg%2F1tdfnjlr",Parking Management Services of America,5.0,105,Valet parking service,"655 N Central Ave 17th floor, Glendale, CA 91203, United States","5P4R+7J Glendale, California, USA",https://pmsacorp.com/,+1 818-546-8586,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMV5_OoS45hQ8dT3bo_mryOPUyXgQJ9SAY-Tw8I=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,11 am–5 pm,11 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Maricopa+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:33:55.492Z,LGBTQ+ friendly,Already found,,
"https://www.google.com/maps/place/Bakersfield+Valet+Parking+Services/@35.3735112,-119.0204707,14z/data=!4m6!3m5!1s0x80ea714000000001:0xa621c264cf8e8a6e!8m2!3d35.4516124!4d-118.7897558!16s%2Fg%2F1tf81xsb",Bakersfield Valet Parking Services,,,,"Bakersfield, CA 93306, United States",,,+1 661-319-9251,Permanently closed,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Frazier+Park+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:06.630Z,,Already found,,
https://www.google.com/maps/place/SBI+Parking+Lot+%26+Highway+Improvement/data=!4m7!3m6!1s0x80ea42757894bf67:0x77874cea8b812da6!8m2!3d35.3511373!4d-119.0819249!16s%2Fg%2F11c6tz5_cl!19sChIJZ7-UeHVC6oARpi2Bi-pMh3c,SBI Parking Lot & Highway Improvement,5.0,15,Asphalt contractor,"501 Vista Verde Way, Bakersfield, CA 93309, United States","9W29+F6 Bakersfield, California, USA",http://www.sbiasphalt.com/,+1 661-735-7428,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMsiuXrJL3NlT8a5XNh7micAuRdy0GPgyZeo5TB=w408-h397-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:23.759Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Animal+Emergency+%26+Urgent+Care/data=!4m7!3m6!1s0x80ea42069b5c9167:0x1b349498733cffe6!8m2!3d35.3700658!4d-119.0513646!16s%2Fg%2F1tg2dt9v!19sChIJZ5FcmwZC6oAR5v88c5iUNBs,Animal Emergency & Urgent Care,3.6,668,Animal hospital,"4300 Easton Dr, Bakersfield, CA 93309, United States","9WCX+2F Bakersfield, California, USA",http://www.ervets.net/,+1 661-322-6019,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAkmp6yo7hi3SOQYrbEyMe_EJSwwIDU3KepPJ88Bijh-YpWauE-Xd___CLW5sFFH8REHYX1y_nxuXFvLymLHJjHDv-VVIRooccKaWLPk16mQjKxpfyMGVrU-PC_eh_E3GDKlqE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:30.370Z,,,,
https://www.google.com/maps/place/Kern+County+Human+Services+Bakersfield/data=!4m7!3m6!1s0x80ea6a2c55a71287:0x688e0319297f1807!8m2!3d35.3692076!4d-119.0019727!16s%2Fg%2F1th63ppf!19sChIJhxKnVSxq6oARBxh_KRkDjmg,Kern County Human Services Bakersfield,2.1,309,County government office,"100 E California Ave, Bakersfield, CA 93307, United States","9X9X+M6 Bakersfield, California, USA",http://kcdhs.org/,+1 661-631-6000,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNe31sVZ8IZhevKsg8Gy2d3XQUcvcwMNYoX1rUB=w460-h240-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:37.385Z,,,,
https://www.google.com/maps/place/Kern+Towing/data=!4m7!3m6!1s0x80ea6c7f5633f375:0x2540cefe52e2f20b!8m2!3d35.3857663!4d-119.0518465!16s%2Fg%2F11bv38d9s8!19sChIJdfMzVn9s6oARC_LiUv7OQCU,Kern Towing,4.6,10,Towing service,"2800 Gibson St, Bakersfield, CA 93308, United States","9WPX+87 Bakersfield, California, USA",http://kerntowing.com/,+1 661-523-2869,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNzx4ZTvG4NvJodTPBxpC0ZhOheOP3ca3Raity8=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:43.977Z,,,,
https://www.google.com/maps/place/Adventist+Health+Bakersfield+Emergency+Room/data=!4m7!3m6!1s0x80ea6992e520b495:0xfa5da9bf788665d9!8m2!3d35.3829839!4d-119.0208008!16s%2Fg%2F11c6_rr0q1!19sChIJlbQg5ZJp6oAR2WWGeL-pXfo,Adventist Health Bakersfield Emergency Room,2.2,210,Emergency room,"2615 Chester Ave, Bakersfield, CA 93301, United States","9XMH+5M Bakersfield, California, USA",https://www.adventisthealth.org/bakersfield/locations/adventist-health-bakersfield-emergency-room,+1 661-395-3000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMNDieSlRZwYo56Q3DEUCduv7n-iWS_e41Iz9AW=w408-h403-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:50.657Z,,,,
https://www.google.com/maps/place/P%2BR+Lake+Isabella/data=!4m7!3m6!1s0x80c1cfd39ad160fd:0x80aecd46beacb559!8m2!3d35.6291881!4d-118.4798033!16s%2Fg%2F11sb4tjgr8!19sChIJ_WDRmtPPwYARWbWsvkbNroA,P+R Lake Isabella,,,Parking lot,"CA-178, Lake Isabella, CA 93240, United States","JGHC+M3 Lake Isabella, California, USA",,+1 559-285-0956,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AAwq9pG_cSV509OhJ0sG1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.36555&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:34:55.024Z,,,,
https://www.google.com/maps/place/Open+%26+Shut+Enterprises/data=!4m7!3m6!1s0x80ea425b952551ad:0x3335ba4053f28c83!8m2!3d35.3907882!4d-119.0764687!16s%2Fg%2F1tgdtg2k!19sChIJrVEllVtC6oARg4zyU0C6NTM,Open & Shut Enterprises,4.7,15,Fence contractor,"6612 Downing Ave, Bakersfield, CA 93308, United States","9WRF+8C Bakersfield, California, USA",http://www.opennshutgateops.com/,+1 661-587-6200,Open ⋅ Closes 3:30 pm,https://lh3.googleusercontent.com/p/AF1QipMTi0JPZqSD4DnyoPWfPQF2oRr5bLzQx9WRNk8G=w426-h240-k-no,true,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,Closed,Closed,8 am–3:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+California+City+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:35:12.964Z,,,,
https://www.google.com/maps/place/Bakersfield+Police+Department+Training+Center/data=!4m7!3m6!1s0x80ea420307b9e4b1:0x4ed81f685c15125b!8m2!3d35.365316!4d-119.0549499!16s%2Fg%2F11q2yts_xj!19sChIJseS5BwNC6oARWxIVXGgf2E4,Bakersfield Police Department Training Center,,,Government office,"4646 California Ave, Bakersfield, CA 93309, United States","9W8W+42 Bakersfield, California, USA",https://joinbpd.us/the-training,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fBd3-EYT78C566bl_Hl9bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.15387&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+California+City+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:35:16.870Z,,,,
"https://www.google.com/maps/place/Superior+Parking+Management+Solutions/@35.3735112,-119.0204707,14z/data=!4m6!3m5!1s0x88605f98d0ca3b07:0x5774d9a8418e3876!8m2!3d35.0637303!4d-85.3083608!16s%2Fg%2F11v_4z_72m",Superior Parking Management Solutions,3.5,19,Valet parking service,"134 N Market St unit 4435, Chattanooga, TN 37405, United States","3M7R+FM Chattanooga, Tennessee, USA",https://www.parkingsuperior.com/,+1 423-405-0899,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAwJVdyNRaP6BdEkuqJtu7Y0fH1hKYATO1fFzq=w408-h366-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-28T18:35:33.938Z,,Already found,,
