placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/New+Hope+Speciality+Clinic/data=!4m7!3m6!1s0x8854200c3205296b:0xeb43d8a68244012d!8m2!3d35.1986426!4d-80.8020997!16s%2Fg%2F11f_xlq6v0!19sChIJaykFMgwgVIgRLQFEgqbYQ-s,New Hope Speciality Clinic,3.5,16,Psychiatric hospital,"3101 Latrobe Dr, Charlotte, NC 28211, United States","55XX+F5 Charlotte, North Carolina, USA",https://newhopespecialtyclinic.com/,+1 704-817-8331,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJrEj_TIqHceq8zsQsdlmssfzXmtDRkifXnZsghf6ILBJSoo8ZYO8pHOPFcol-fFICxXDB2J0Z1WOAQqUcsqslaUBPBhnF0dVasrbCoLk1Nx4DAWxSsqAAqDGFd6Jb-h77Oa8_8A=w408-h240-k-no-pi0.49625614-ya9.053327-ro0.6462052-fo100,false,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:25.415Z,
"https://www.google.com/maps/place/Viranga+Pathiraja,+MD/data=!4m7!3m6!1s0x88569ff119fa3117:0x47002bb601c75a3f!8m2!3d35.210298!4d-80.8245959!16s%2Fg%2F11by_gsfd7!19sChIJFzH6GfGfVogRP1rHAbYrAEc","Viranga Pathiraja, MD",4.5,23,Psychiatrist,"1900 Randolph Rd #800, Charlotte, NC 28207, United States","656G+45 Charlotte, North Carolina, USA",https://www.novanthealth.org/pf/providers/1790910479?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1790910479,+1 704-384-1246,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uG34GrxMkLksOnzCi57u2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.95642&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:30.303Z,
https://www.google.com/maps/place/Women%27s+Transitional+Healthcare/data=!4m7!3m6!1s0x88541dc9a9e8b8ff:0x4dbb97da58d00381!8m2!3d35.189765!4d-80.8058549!16s%2Fg%2F11c2j1z3bx!19sChIJ_7joqckdVIgRgQPQWNqXu00,Women's Transitional Healthcare,4.6,9,Mental health clinic,"Park Place at, 425 N Wendover Rd, S Wendover Rd, Charlotte, NC 28211, United States","55QV+WM Charlotte, North Carolina, USA",http://wthealthcare.net/,+1 704-817-8230,"Open · Closes 5 pm

Updated by this business 12 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cxXXPFuXiCC86kLZc9y5Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.681656&pitch=0&thumbfov=100,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 am,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:35.425Z,
https://www.google.com/maps/place/Peaceful+Aura+Behavioral+Health+Services/data=!4m7!3m6!1s0x88542171b60b904b:0xd61e1299d57967c8!8m2!3d35.1922629!4d-80.7632264!16s%2Fg%2F11vj553t3y!19sChIJS5ALtnEhVIgRyGd51ZkSHtY,Peaceful Aura Behavioral Health Services,5.0,41,Mental health service,"4801 E Independence Blvd, Charlotte, NC 28212, United States","56RP+WP Charlotte, North Carolina, USA",https://www.peacefulaura.com/,+1 704-388-6736,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMuhNuydLmF2DfjVEGjfPTwrtv_Mjq8h_QH4z-L=w408-h544-k-no,true,12–1 pm,Closed,Closed,12–1 pm,12–1 pm,12–1 pm,12–1 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:40.556Z,true
"https://www.google.com/maps/place/Weilun+Wang,+MD/data=!4m7!3m6!1s0x88542184ba5206c5:0x23afafff715ead42!8m2!3d35.1899103!4d-80.8065471!16s%2Fg%2F11lt_4k3pc!19sChIJxQZSuoQhVIgRQq1ecf-vryM","Weilun Wang, MD",5.0,9,Psychiatrist,"330 Billingsley Rd #102, Charlotte, NC 28211, United States","55QV+X9 Charlotte, North Carolina, USA",https://atriumhealth.org/provider-profile/weilun-wang-1063040467?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,+1 704-512-7578,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IMhOKJeizbztDmR7mTxrNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.8929&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:45.463Z,
https://www.google.com/maps/place/Zen+Soul+Integrative+Psychiatry+w%2F+Dr+John+Bocock/data=!4m7!3m6!1s0x88569f9f300a21fb:0x8122c3a4c491236d!8m2!3d35.2076842!4d-80.8377353!16s%2Fg%2F11th_nk0l1!19sChIJ-yEKMJ-fVogRbSORxKTDIoE,Zen Soul Integrative Psychiatry w/ Dr John Bocock,5.0,3,Psychiatrist,"1338 Harding Pl STE 100, Charlotte, NC 28204, United States","6556+3W Charlotte, North Carolina, USA",,+1 704-702-2949,Temporarily closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j7fPYiFapi2N4PD4p7LE9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.1085&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:50.338Z,
"https://www.google.com/maps/place/Jennifer+Jackson,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x88569f91d345183d:0x52ef6ff5f52cf87e!8m2!3d35.2127129!4d-80.8188985!16s%2Fg%2F11ldxndmg9!19sChIJPRhF05GfVogRfvgs9fVv71I","Jennifer Jackson, Psychiatric Nurse Practitioner",5.0,10,Psychiatrist,"1942 E 7th St Suite 220, Charlotte, NC 28204, United States","657J+3C Charlotte, North Carolina, USA",https://lifestance.com/provider/nurse-practitioner/nc/charlotte/jennifer-jackson/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 980-766-1802,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNIgobHobiggtgILSnmFues7Bw14M9JRKfDiccr=w427-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:19:55.361Z,
https://www.google.com/maps/place/Charlotte+City+Center-Mental+Health/data=!4m7!3m6!1s0x885420736fc43f5d:0x5a96fa4ad5610164!8m2!3d35.191808!4d-80.8036329!16s%2Fg%2F1263wn3v9!19sChIJXT_Eb3MgVIgRZAFh1Ur6llo,Charlotte City Center-Mental Health,2.4,5,Mental health service,"501 Billingsley Rd, Charlotte, NC 28211, United States","55RW+PG Charlotte, North Carolina, USA",,+1 704-358-2810,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=591BKYYj_7RIHv1SGqTFUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.24817&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:00.199Z,
"https://www.google.com/maps/place/Adebimpe+Onamade,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x88569f4445474005:0xfc47f37c4fef33c5!8m2!3d35.2127129!4d-80.8188985!16s%2Fg%2F11xp6jnmtc!19sChIJBUBHRUSfVogRxTPvT3zzR_w","Adebimpe Onamade, Psychiatric Nurse Practitioner",5.0,2,Psychiatrist,"1942 E 7th St Suite 220, Charlotte, NC 28204, United States","657J+3C Charlotte, North Carolina, USA",https://lifestance.com/provider/nurse-practitioner/nc/charlotte/adebimpe-onamade/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 980-766-1802,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMRXlbdeqABPPJHJ_uIVBfv-4EH-hO5xZXbqoU=w427-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:05.146Z,
https://www.google.com/maps/place/Dr.+Dayna+Perkowski/data=!4m7!3m6!1s0x88569ff119f75de3:0xc0437e72aa603ef8!8m2!3d35.2102885!4d-80.8245855!16s%2Fg%2F11rwxg4gvt!19sChIJ4133GfGfVogR-D5gqnJ-Q8A,Dr. Dayna Perkowski,5.0,1,Psychiatrist,"1900 Randolph Rd #1010, Charlotte, NC 28207, United States","656G+45 Charlotte, North Carolina, USA",,+1 704-384-1390,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uG34GrxMkLksOnzCi57u2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.48206&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:07.859Z,
https://www.google.com/maps/place/Atrium+Health+Behavioral+Health+Interventional+and+Neurocognitive+Psychiatry/data=!4m7!3m6!1s0x88542075c8b9540f:0x865e62b8c4b2c05!8m2!3d35.1899046!4d-80.8065492!16s%2Fg%2F1261z58gh!19sChIJD1S5yHUgVIgRBSxLjCvmZQg,Atrium Health Behavioral Health Interventional and Neurocognitive Psychiatry,2.8,4,Medical clinic,"330 Billingsley Rd #102, Charlotte, NC 28211, United States","55QV+X9 Charlotte, North Carolina, USA",https://atriumhealth.org/locations/detail/atrium-health-behavioral-health-interventional-and-neurocognitive-psychiatry?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,+1 704-512-7578,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IMhOKJeizbztDmR7mTxrNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.5759&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:12.959Z,
https://www.google.com/maps/place/South+Charlotte+Psychiatry/data=!4m7!3m6!1s0x8854272346fb0daf:0x730e1bbc05ce469b!8m2!3d35.1731094!4d-80.8036696!16s%2Fg%2F1261sj9c3!19sChIJrw37RiMnVIgRm0bOBbwbDnM,South Charlotte Psychiatry,3.0,5,Psychiatrist,"417 A S Sharon Amity Rd, Charlotte, NC 28211, United States","55FW+6G Charlotte, North Carolina, USA",http://southcharlottepsychiatry.com/,+1 704-488-2685,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P-1o1utP64psdc_neJ6pIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.74928&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:15.608Z,
https://www.google.com/maps/place/Counseling+Center+At+Charlotte/data=!4m7!3m6!1s0x8856a1d5aaaaaaab:0x1888c58837d8e67e!8m2!3d35.1776007!4d-80.8524389!16s%2Fg%2F11c1xhcw34!19sChIJq6qqqtWhVogRfubYN4jFiBg,Counseling Center At Charlotte,5.0,1,Mental health service,"3900-B Park Rd, Charlotte, NC 28209, United States","54HX+22 Charlotte, North Carolina, USA",http://counselingcenteratcharlotte.com/,+1 704-527-7907,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fOINnv-vv4ovZDLBfXOQgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.61636&pitch=0&thumbfov=100,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:20.604Z,
"https://www.google.com/maps/place/Ana+Lilia+Valenzo,+LCMHCA/data=!4m7!3m6!1s0x88569fedb895c9e3:0x4c0c775a6c3b7905!8m2!3d35.1961713!4d-80.8373464!16s%2Fg%2F11wvxc2w34!19sChIJ48mVuO2fVogRBXk7bFp3DEw","Ana Lilia Valenzo, LCMHCA",5.0,1,Psychiatrist,"1350 S Kings Dr, Charlotte, NC 28207, United States","55W7+F3 Charlotte, North Carolina, USA",https://atriumhealth.org/provider-profile/ana-valenzo-1851021455?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,+1 704-446-1422,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MJxyjUVXziXZjnvpILuKLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.931&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:25.557Z,
https://www.google.com/maps/place/Thriveworks+Counseling+%26+Child+Therapy+Charlotte/data=!4m7!3m6!1s0x8854207de2c52541:0xed1e931d3d90b2ac!8m2!3d35.171546!4d-80.8514152!16s%2Fg%2F11b807lnvv!19sChIJQSXF4n0gVIgRrLKQPR2THu0,Thriveworks Counseling & Child Therapy Charlotte,4.4,187,Counselor,"4412 Park Rd Suite B, Charlotte, NC 28209, United States","54CX+JC Charlotte, North Carolina, USA",https://thriveworks.com/charlotte-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,+1 980-217-6901,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOr4vrYAlK2WsgSuw0a5VbJH6OrL5IvA9mcjQcD=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:30.694Z,
"https://www.google.com/maps/place/John+Erol+Barkenbus,+MD/data=!4m7!3m6!1s0x885421409f7b5e73:0xceea1f3ad93f8d8d!8m2!3d35.1899103!4d-80.8065471!16s%2Fg%2F11rsqwsfw7!19sChIJc157n0AhVIgRjY0_2Tof6s4","John Erol Barkenbus, MD",4.8,17,Psychiatrist,"330 Billingsley Rd #102, Charlotte, NC 28211, United States","55QV+X9 Charlotte, North Carolina, USA",https://atriumhealth.org/provider-profile/john-barkenbus-1285655290?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,+1 704-512-7578,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IMhOKJeizbztDmR7mTxrNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.8929&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:35.494Z,
https://www.google.com/maps/place/Gerald+Aronoff/data=!4m7!3m6!1s0x88569ff119faaaab:0xaf375c6fcd4d7cd0!8m2!3d35.210315!4d-80.8245869!16s%2Fg%2F11p07b1xwr!19sChIJq6r6GfGfVogR0HxNzW9cN68,Gerald Aronoff,5.0,1,Sports medicine physician,"1900 Randolph Rd, Charlotte, NC 28207, United States","656G+45 Charlotte, North Carolina, USA",,+1 704-347-3447,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uG34GrxMkLksOnzCi57u2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.7322&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-11-14T19:20:38.666Z,
