placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,error
https://www.google.com/maps/place/S+%26+H+Electric+Co/data=!4m7!3m6!1s0x87ee970c8a7b2917:0xaeb33046b6b02bfa!8m2!3d41.5922346!4d-93.5585137!16s%2Fg%2F1ts3g4wx!19sChIJFyl7igyX7ocR-iuwtkYws64,S & H Electric Co,4.4,60,Auto electrical service,"212 E 30th St, Des Moines, IA 50317, United States","HCRR+VH Des Moines, Iowa, USA",,+1 515-265-1711,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyO-Gq_ayKNTIKpQe7nzdbJxgyx5PyTLe5AJtP31nmohcXMQBcl5WkfPP_oun8tg1TrsCSAMs0z_CgJgokVGPFTUF24MwRgBS-Mfsac2NZTDZwhgwtVCVL8Koenh974YaL6B3PQ2w=w408-h544-k-no,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:29.581Z,,
https://www.google.com/maps/place/A+%26+B+Electric+Motor+Services/data=!4m7!3m6!1s0x87ee99f9a9fac85b:0x95b6800dbd651104!8m2!3d41.6219765!4d-93.5911969!16s%2Fg%2F1v1tnmx7!19sChIJW8j6qfmZ7ocRBBFlvQ2AtpU,A & B Electric Motor Services,5.0,5,Electric motor store,"1727 Hull Ave, Des Moines, IA 50313, United States","JCC5+QG Des Moines, Iowa, USA",http://premierabservices.com/,+1 515-265-8552,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMBl9uCgl2ah6oSS50vCwEorT-vwkSix-hfHOLkquXDIpwnL-AnOH1tgmKz7Nyr4kEHAIqIQv16khpnHfoy704xo6Rz6-rJEaZKFu_ajMGtRJomtXM1_woaQ8DdLtM2nQBTANb=w408-h725-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:34.401Z,,
https://www.google.com/maps/place/3E+Custom+Steel+Fabrication+%26+Motor+Repair/data=!4m7!3m6!1s0x87ee99e208038701:0xe1c2304b3eec68b5!8m2!3d41.6111237!4d-93.5820206!16s%2Fg%2F1tj96zp6!19sChIJAYcDCOKZ7ocRtWjsPkswwuE,3E Custom Steel Fabrication & Motor Repair,4.8,24,Electric motor repair shop,"1808 Delaware Ave, Des Moines, IA 50317, United States","JC69+C5 Des Moines, Iowa, USA",https://www.3e-co.com/,+1 515-266-8890,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO5jg273rtYEFxuZVNyCLlj_royOxV1k2ufv3ax=w426-h240-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:39.379Z,,
https://www.google.com/maps/place/Advantage+Home+Pros/data=!4m7!3m6!1s0x87ec3dbfe513863d:0xca30293160bffcd!8m2!3d41.615728!4d-93.960801!16s%2Fg%2F11j4cybnxd!19sChIJPYYT5b897IcRzf8LFpMCoww,Advantage Home Pros,4.9,110,Roofing contractor,"33321 Old Portland Rd, Adel, IA 50003, United States","J28Q+7M Adel, Iowa, USA",https://www.advantageseamlessgutters.com/locations/adel-ia/,+1 515-750-2415,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPUoM-zkwgUraz1luKsV_Y7onJX14HN1dle1eqf=w408-h298-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:44.363Z,,
"https://www.google.com/maps/place/Lazer+Home+Services+Plumbing,+HVAC,+%26+Electrical/data=!4m7!3m6!1s0x87ee90be5e7cb8c7:0x77cd8ffe6eca146f!8m2!3d41.664439!4d-93.6195441!16s%2Fg%2F1hc16nplq!19sChIJx7h8Xr6Q7ocRbxTKbv6PzXc","Lazer Home Services Plumbing, HVAC, & Electrical",4.8,2202,Plumber,"5703 NW 2nd St, Des Moines, IA 50313, United States","M97J+Q5 Des Moines, Iowa, USA",https://lazerhomeservices.com/,+1 515-263-0352,"Closed · Opens 7 am Mon

Confirmed by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOyd1IBNIkgHOdWCDXdIf9D0dc0rtVsKklojVqQ=w426-h240-k-no,true,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:49.322Z,,
https://www.google.com/maps/place/Dalton+Plumbing+Heating+Cooling+Electric+%26+Fireplaces/data=!4m7!3m6!1s0x87ee9bc970cb3c23:0x46f6252545894828!8m2!3d41.6611277!4d-93.5932611!16s%2Fg%2F11y3nthrzn!19sChIJIzzLcMmb7ocRKEiJRSUl9kY,Dalton Plumbing Heating Cooling Electric & Fireplaces,4.8,43,HVAC contractor,"5512 NE 17th St, Des Moines, IA 50313, United States","MC64+FM Des Moines, Iowa, USA",https://www.daltonphc.com/des-moines?loc=des-moines&utm_source=gbp&utm_medium=organic,+1 515-895-6434,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPi837zTVKDWijjJzva6WyOoHQAf7WAXCk351cd=w408-h408-k-no,true,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:54.601Z,,
https://www.google.com/maps/place/Glass+%26+Sons+Electric+Inc/data=!4m7!3m6!1s0x87ee9c47ac39198f:0xd3a0664b2c46d584!8m2!3d41.6443505!4d-93.6906244!16s%2Fg%2F1v4ptkgk!19sChIJjxk5rEec7ocRhNVGLEtmoNM,Glass & Sons Electric Inc,4.0,8,Electrician,"4605 NW 53rd Ct, Des Moines, IA 50310, United States","J8V5+PQ Des Moines, Iowa, USA",,+1 515-206-6458,Open · Closes 12 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LrNgbVADPe9s0JLdf5Q9MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.288155&pitch=0&thumbfov=100,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:25:59.427Z,,
https://www.google.com/maps/place/Platinum+Electric+Service/data=!4m7!3m6!1s0x87ee9d82a9b91ae9:0x9a3a1983019454b!8m2!3d41.6539672!4d-93.7292775!16s%2Fg%2F11mwnnybvp!19sChIJ6Rq5qYKd7ocRS0UZMJihowk,Platinum Electric Service,5.0,215,Electrician,,,https://platinumelectricservice.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 515-368-8349,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOGAIuUSvWzvBxAibOkjS_2vLInV1fodK70Rgy1=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:04.160Z,,
https://www.google.com/maps/place/Certified+Power+Solutions/data=!4m7!3m6!1s0x87ee90a907981aa3:0xcb739f22ec4752c0!8m2!3d41.6326087!4d-93.5802429!16s%2Fg%2F1tdr3w95!19sChIJoxqYB6mQ7ocRwFJH7CKfc8s,Certified Power Solutions,4.3,15,Hydraulic equipment supplier,"3915 Delaware Ave # 1, Des Moines, IA 50313, United States","JCM9+2W Des Moines, Iowa, USA",https://www.certifiedpowersolutions.com/,+1 515-244-7411,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPfXtCKo2lt0Pp8KZ_syCOrzZdakh-TdP9FanGf=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:08.982Z,,
https://www.google.com/maps/place/A-Wye+electric+inc/data=!4m7!3m6!1s0x87ee9b3a1dbfc51f:0xac63140927326df2!8m2!3d41.6653543!4d-93.5891121!16s%2Fg%2F11tnxvt5_9!19sChIJH8W_HTqb7ocR8m0yJwkUY6w,A-Wye electric inc,5.0,14,Electrician,"1911 NE 58th Ave, Des Moines, IA 50313, United States","MC86+49 Des Moines, Iowa, USA",https://awyeelectric.com/,+1 515-202-1848,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNw7EJp3nRVRclrbl_SzpNuXS3ZxKYTGjc5V1sd=w408-h272-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:13.808Z,,
https://www.google.com/maps/place/AE+Outdoor+Power/data=!4m7!3m6!1s0x87ec20b16f100001:0x89f495ded8c6b7a0!8m2!3d41.6345972!4d-93.78026!16s%2Fg%2F11ggm7l9kh!19sChIJAQAQb7Eg7IcRoLfG2N6V9Ik,AE Outdoor Power,4.5,186,Lawn mower store,"4063 121st St, Urbandale, IA 50323, United States","J6M9+RV Urbandale, Iowa, USA",https://aeoutdoorpower.com/,+1 515-214-2130,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyybZJ0Yp-YMuBF5v1XBgDgE_awaOkNjlZmTvxEBbUJy_3WyHuDPMtqAfsGDckbS2iujEEhbtBuGKbZeMAbE_22OXfNIcw2Absov4ZPD8pEzUWoE7F-9VqBlHJL6mejT-mb7NRcVQ=w408-h544-k-no,true,8 am–12 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:18.869Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Electric+Pump/data=!4m7!3m6!1s0x87ee9a163b0a697f:0x57b9db8aae434e6e!8m2!3d41.6382725!4d-93.6012489!16s%2Fg%2F1tdz5ctm!19sChIJf2kKOxaa7ocRbk5DrorbuVc,Electric Pump,5.0,6,Machining manufacturer,"4280 E 14th St, Des Moines, IA 50313, United States","J9QX+8G Des Moines, Iowa, USA",http://www.electricpump.com/,+1 515-265-2222,Closed · Opens 7:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vIOOa7k34mC7RORhJCm3jg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.93167&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:23.718Z,,
https://www.google.com/maps/place/Team+Kline/data=!4m7!3m6!1s0x87ee8572cdd63471:0xf0f84790a9c3607d!8m2!3d41.6764367!4d-93.5994371!16s%2Fg%2F1tdx4pgw!19sChIJcTTWzXKF7ocRfWDDqZBH-PA,Team Kline,4.7,164,Electrician,"6355 NE 14th St, Des Moines, IA 50313, United States","MCG2+H6 Des Moines, Iowa, USA",https://www.teamkline.net/,+1 515-963-1101,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOlsxeT9T_BgqcJmoOl3bMh8C3cdsLXbMf63Jot=w408-h271-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:28.679Z,,
https://www.google.com/maps/place/Central+Service+%26+Supply/data=!4m7!3m6!1s0x87ee914f61610aa5:0x130f295632518d96!8m2!3d41.6373138!4d-93.5144653!16s%2Fg%2F12641xmcz!19sChIJpQphYU-R7ocRlo1RMlYpDxM,Central Service & Supply,4.0,1,Construction equipment supplier,"4219 E 50th St, Des Moines, IA 50317, United States","JFPP+W6 Des Moines, Iowa, USA",http://www.centralsands.com/,+1 800-247-2400,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxC2l7NL5sVO2NUOh0Survsg3i9jnBjycqoYSHfIdKaV7vs1Dza83X4ykcZKKoBsKeq2jDPy1ueO4BZb5sEsv-9A9_Jir_90n7YTy9Rb9l68_T9VWas4Pe_P0b6fzXcn-cDRDC13w=w408-h725-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:33.510Z,,
https://www.google.com/maps/place/Concept+Electric+LLC/data=!4m7!3m6!1s0x87ec0d00d61cd64f:0xe7c2c5be682de8ca!8m2!3d41.3410872!4d-94.0239508!16s%2Fg%2F11c70bl4qd!19sChIJT9Yc1gAN7IcRyugtaL7Fwuc,Concept Electric LLC,5.0,66,Electrician,"801 N 9th Ave, Winterset, IA 50273, United States","8XRG+CC Winterset, Iowa, USA",,+1 515-250-7462,Open · Closes 12 am,,https://lh3.googleusercontent.com/p/AF1QipOsT5B1I3uOcjaK6TUenXbvam8ByQzTKCF00wZs=w408-h305-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:38.490Z,,
https://www.google.com/maps/place/Armor+Electric/data=!4m7!3m6!1s0x87ee9b86f3f7cc2b:0xef5e232f18f822e9!8m2!3d41.723228!4d-93.611135!16s%2Fg%2F11j91_tph5!19sChIJK8z384ab7ocR6SL4GC8jXu8,Armor Electric,4.8,78,Electrician,"807 SW Des Moines St Suite 101, Ankeny, IA 50023, United States","P9FQ+7G Ankeny, Iowa, USA",http://armorelectriccompany.com/,+1 515-963-3355,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOXldQFCtQUGv1m_tFZ6FcteENesiLiE9V4TeLX=w408-h522-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:43.550Z,,
"https://www.google.com/maps/place/A+%26+W+Electric,+Inc./data=!4m7!3m6!1s0x87ec2708351e6401:0x442de5b04be6ad5e!8m2!3d41.6150793!4d-94.0161504!16s%2Fg%2F1vy7h3q6!19sChIJAWQeNQgn7IcRXq3mS7DlLUQ","A & W Electric, Inc.",1.0,1,Electrician,"309 S 7th St Suite A, Adel, IA 50003, United States","JX8M+2G Adel, Iowa, USA",https://www.iowa-electrical.com/electrician-in-adel/,+1 515-986-3986,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qa-UFRRS0fbwYOS5u_i6uA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.02198&pitch=0&thumbfov=100,false,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:48.541Z,,
https://www.google.com/maps/place/ACK+Enterprises+VANAIR+Dealer%26Service/data=!4m7!3m6!1s0x87ee9bb2f86195f9:0x53c7e9f49bae366e!8m2!3d41.6654282!4d-93.5898425!16s%2Fg%2F1v8y4l1z!19sChIJ-ZVh-LKb7ocRbjaum_Tpx1M,ACK Enterprises VANAIR Dealer&Service,4.9,8,Repair service,"1805 NE 58th Ave B, Des Moines, IA 50313, United States","MC86+53 Des Moines, Iowa, USA",http://www.ackent.net/,+1 515-282-4090,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEt1V6ujo2rEppPEy5MVlvwE89DkR56_IGBn9oTv9eQVPYnd4XpJyg1lWZIND3pmrx0sQKVfGCbXSICnYX6Z6z07VWfYhOQug7CbSaq31pvh4Ds5JI_9_oyKaG7_1J_XxpF3s=w408-h544-k-no,false,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-10T21:26:53.573Z,,
