placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info
https://www.google.com/maps/place/Benton+European/data=!4m7!3m6!1s0x87cd517a6cacaa39:0xac5b42b8b110eb5d!8m2!3d34.5864736!4d-92.5673011!16s%2Fg%2F11hc5_y0ps!19sChIJOaqsbHpRzYcRXesQsbhCW6w,Benton European,4.8,73,Auto repair shop,,"2190 Congo Rd, Benton, AR 72015, United States","HCPM+H3 Benton, Arkansas, USA",http://bentoneuropean.com/,+1 501-794-6720,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEhjwMQiCha-gj12g15Kt2_osM4Fj4bk1oD11BXLnw2BjQTZu1aWLkcgaupti0tbwm-fm1ayoifv0HZ6G_hmyaiRBsiQNwhMUTVJfxZFl017KB-s4cYwOKmCtxiD5n00JzIE2p=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:35.299Z,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x87cd51826f79c6c7:0xee990a04c7d17ab4!8m2!3d34.577835!4d-92.5802078!16s%2Fg%2F1vsps0hm!19sChIJx8Z5b4JRzYcRtHrRxwQKme4,Walmart Auto Care Center,4.0,164,Oil change service,,"17309 I-30, Benton, AR 72015, United States","HCH9+4W Benton, Arkansas, USA",https://www.walmart.com/store/85-benton-ar/auto-care-center/?veh=seo_loc,+1 501-860-7608,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepT6nZ0rMRGYgR6fJZ0KVNeY6ggb_CUQL1zN6Qk2zXqm4RpR_V5Li5kgKObyn3x-R1MPHI6V38xv_-Nm-UR9RUL0TisojXcMYOEYoxd5U-X_5HSmnngB6k6iKeJAlHO6bBQ73E=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:39.747Z,
https://www.google.com/maps/place/Dub%27s+Auto+Service/data=!4m7!3m6!1s0x87cd522e3bf10109:0x25ff22e3f4e2cfa5!8m2!3d34.5598072!4d-92.5859259!16s%2Fg%2F1trqhrj0!19sChIJCQHxOy5SzYcRpc_i9OMi_yU,Dub's Auto Service,4.5,23,Auto repair shop,,"415 S East St, Benton, AR 72015, United States","HC57+WJ Benton, Arkansas, USA",http://dubsautoservice.com/,+1 501-778-3530,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzzpMx2xPdlE8_8E0koF5zWgl4hUMUIG6HC-BsD3XCnbprudD8opoAevIcXPPUAMEiSW9Sk5FJykNEr0fSlhFuRSJ-UNPgcUMOKilvf1T9EV1w7q2MOf5Wi7ZxPfhtKLt22EyBkALYnONx=w618-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:44.110Z,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87cd4b318503291d:0x9f43385bb938db01!8m2!3d34.6072455!4d-92.5321445!16s%2Fg%2F1tf48pc4!19sChIJHSkDhTFLzYcRAds4uVs4Q58,Firestone Complete Auto Care,4.1,509,Tire shop,· Kerbside pickup,"20760 I-30 Frontage Rd, Benton, AR 72019, United States","JF49+V4 Benton, Arkansas, USA",https://www.firestonecompleteautocare.com/arkansas/benton/20760-i-30-frontage-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 501-214-1178,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcxJm1jtd2jdjvqoie3O-ludcyjk8NR6roNY6b_thPx4AYMxVyIjeDgWKZ59Glf2IhG377_vUDlwy6ZJmRU2nrKE5hLnhJAD5H08HZ1wjIT7NBg7RWygnRt5k1B3QvrEkeR-s=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:48.424Z,LGBTQ+ friendly
https://www.google.com/maps/place/Rott+rods/data=!4m7!3m6!1s0x87cd531664ffd935:0xe4ccc4b2484dc945!8m2!3d34.5553683!4d-92.5887423!16s%2Fg%2F11jn3wtdr6!19sChIJNdn_ZBZTzYcRRclNSLLEzOQ,Rott rods,5.0,7,Auto repair shop,,"815 S Market St, Benton, AR 72015, United States","HC46+4G Benton, Arkansas, USA",,+1 870-615-4444,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b50vohlrOWlkexT-o0PX7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.1561&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:52.948Z,
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x87cd57becef72ded:0xb7907e243a851106!8m2!3d34.6115183!4d-92.5314568!16s%2Fg%2F11y8htrcm8!19sChIJ7S33zr5XzYcRBhGFOiR-kLc,Express Oil Change & Tire Engineers,4.8,115,Oil change service,,"2100 AR-5, Benton, AR 72019, United States","JF69+JC Benton, Arkansas, USA",https://www.expressoil.com/stores/benton/ar/3201/,+1 501-431-0855,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9ekSJ0LelRrQLxFh8DAxpIc5cjHl_Z97nSia7GSqJ_bJuhmWPSfoe89IO2rRmQzY4K_JJo_VpROkyJRqVWZ3hlebR4cxQHBbQg7eU-_TtyBsyRXqRY1pHWf2CvwBwvK-o0chI2riCfXJj=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:57.299Z,
https://www.google.com/maps/place/Loco+kustomz+llc/data=!4m7!3m6!1s0x87d2abddf7302c01:0x8befc987e621146d!8m2!3d34.5562383!4d-92.5749607!16s%2Fg%2F11byx7w_lk!19sChIJASww992r0ocRbRQh5ofJ74s,Loco kustomz llc,4.9,21,ATV repair shop,,"721 Normandy St, Benton, AR 72015, United States","HC4G+F2 Benton, Arkansas, USA",http://locokustomz.com/,+1 501-247-8709,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzBipkSes4ZZc0m2eoGZzymgXwZB31ntlsYp96y3wtQMIyj6oBuWhpAh-pqANHnQSFhS1Xyfsn2T32mReexQPSjlm7UwI-mPR3cLD1CXEK_NSQCRoEDm7KGgn6447-T3Fov80=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:50:01.588Z,
https://www.google.com/maps/place/Baxley%27s+Auto+Repair/data=!4m7!3m6!1s0x87cd51baf1156ca9:0x6696867f5f2363f2!8m2!3d34.6014761!4d-92.5888752!16s%2Fg%2F1263ttj6v!19sChIJqWwV8bpRzYcR8mMjX3-GlmY,Baxley's Auto Repair,4.5,132,Auto repair shop,,"200 Longhills Rd W, Benton, AR 72019, United States","JC26+HC Benton, Arkansas, USA",https://www.baxleysautorepair.com/,+1 501-466-7483,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwert4b6e6RG4lIcyfLsqHEBXi2C_AxMKBiCJoJ5a5qYzAOpz3gk28p2mNuyqonU8kt_IEdeqMkdbmQncMZ17GbYAwSUsgcQRSkQZdauQPa5jABqyNChnjIrtDjNJTXEgyBn4G3ts=w427-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:50:06.036Z,
https://www.google.com/maps/place/501+Garage/data=!4m7!3m6!1s0x87cd5309b56f035f:0x704e50ec247c7c9c!8m2!3d34.558172!4d-92.585187!16s%2Fg%2F11vstwb6lp!19sChIJXwNvtQlTzYcRnHx8JOxQTnA,501 Garage,5.0,1,Auto repair shop,,"600 S East St, Benton, AR 72015, United States","HC57+7W Benton, Arkansas, USA",,+1 501-303-6195,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepp0gzwMQ6ARiN008X4HtKLX827SpXIas96EigFWInBrrE8OQ6GSK9QqQj2xytEdVCS8DSTZ-ZhavQpji1RlBSiBXJOeiR58KwaBFSZryF8ekQFt-OiqbYFcD8foSJ4i2P9Rziy=w408-h305-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:50:10.278Z,
https://www.google.com/maps/place/Southern+Tire+Mart+at+Pilot/data=!4m7!3m6!1s0x87cd56d1f5a880a5:0x8b549874113b2583!8m2!3d34.6076933!4d-92.5333173!16s%2Fg%2F1tfbj7r9!19sChIJpYCo9dFWzYcRgyU7EXSYVIs,Southern Tire Mart at Pilot,3.7,53,Tire shop,· In-store shopping,"7791 Alcoa Rd, Benton, AR 72019, United States","JF58+3M Benton, Arkansas, USA",http://www.stmpilot.com/,+1 501-794-4556,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEF1bOASS7sxsD_iv9xjZ0x6nJUUw1rKmUoGbvEJEtXAZelzi-Q2ObNfFKsU2XkisOzll0oto5IZv6Jkz7tLOBGgZhLPzoYgNKfdeWQnnTNUqRorZsHs4AhnEdG1Nwfj4ayLSw=w408-h725-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,7 am–6 pm,7 am–12 pm,7 am–12 pm,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:50:14.785Z,
https://www.google.com/maps/place/Splash+Car+Wash+%26+10-Minute+Oil+Change/data=!4m7!3m6!1s0x87cd51e8acbd1783:0x8f073e39b8d81bb1!8m2!3d34.5891062!4d-92.5697851!16s%2Fg%2F11fj6n99rt!19sChIJgxe9rOhRzYcRsRvYuDk-B48,Splash Car Wash & 10-Minute Oil Change,4.4,1015,Car wash,,"2620 Congo Rd, Benton, AR 72019, United States","HCQJ+J3 Benton, Arkansas, USA",https://cleancarfast.com/locations/benton-congo/,+1 501-316-4094,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhJPFDg9zfdHmeogGJDZ_n6dFxamgLXFl9ZlkBmATvopE3cCVJhLZl2zHoDeU4hrm7ml0TzBvhxWkT9Kertwdp763mPNgzNMalCCeSJXj5DEqfodyjEVjkRgInRiGydmgDmYQQ=w408-h883-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,10 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:50:19.171Z,
https://www.google.com/maps/place/Baseline+Tire+and+Wheel/data=!4m7!3m6!1s0x87cd578478461dcf:0x32dc470b12b959cf!8m2!3d34.6005842!4d-92.5347675!16s%2Fg%2F11w42pnm7r!19sChIJzx1GeIRXzYcRz1m5EgtH3DI,Baseline Tire and Wheel,5.0,1,Tire shop,,"6948 Alcoa Rd ste f, Benton, AR 72015, United States","JF28+63 Benton, Arkansas, USA",https://www.facebook.com/baselineatbenton?mibextid=ZbWKwL,+1 501-574-1880,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ewaH4kKPWip9fDStdRH48g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.27493&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:50:23.395Z,
