placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info
https://www.google.com/maps/place/1074+5th+Avenue+South+Parking/data=!4m7!3m6!1s0x88dae19c576221e9:0xa9da35c95bf04663!8m2!3d26.1418168!4d-81.7926057!16s%2Fg%2F11gffcdnnw!19sChIJ6SFiV5zh2ogRY0bwW8k12qk,1074 5th Avenue South Parking,4.3,4,Parking lot,"1074 5th Ave S, Naples, FL 34102, United States","46R4+PX Naples, Florida, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-aRcooki9OGLYQoC-VdYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.84598&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:53:50.235Z,,
https://www.google.com/maps/place/Valet+1+LLC/data=!4m7!3m6!1s0x88db1e1525e55539:0x8d437029d07feda6!8m2!3d26.20808!4d-81.798223!16s%2Fg%2F11f5bl2gc3!19sChIJOVXlJRUe24gRpu1_0ClwQ40,Valet 1 LLC,,,Valet parking service,"5051 Castello Dr #40, Naples, FL 34103, United States","6652+6P Naples, Florida, USA",http://valet1parking.com/,+1 239-564-3807,Open ⋅ Closes 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_XiICrXlfeL0IYmErKo5LA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.3252&pitch=0&thumbfov=100,true,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,7 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:53:54.965Z,,
https://www.google.com/maps/place/First+Parking+-+Parcheggio+aeroporto+di+Napoli/data=!4m7!3m6!1s0x133b07cf35a4b79b:0x78a32d104aa904f1!8m2!3d40.894278!4d14.269786!16s%2Fg%2F11j85v2sty!19sChIJm7ekNc8HOxMR8QSpShAto3g,First Parking - Parcheggio aeroporto di Napoli,3.3,537,Parking lot,"Via Cassano, 67, 80020 Casavatore NA, Italy","V7V9+PW Casavatore, Metropolitan City of Naples, Italy",http://www.firstparking.it/,+39 345 863 5557,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipMX42Kb1jXL1JY640SdAm8TdNV7o71R_taahaOr=w408-h306-k-no,true,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:54:00.253Z,,
https://www.google.com/maps/place/Napoli+Parking/data=!4m7!3m6!1s0x133b07faef9cffa1:0x8cdc43d7c915c9c0!8m2!3d40.8801752!4d14.273149!16s%2Fg%2F11g6wxdfkl!19sChIJof-c7_oHOxMRwMkVyddD3Iw,Napoli Parking,4.3,338,Parking lot,"Piazza Giuseppe di Vittorio, 6, 80144 Napoli NA, Italy","V7JF+37 Naples, Metropolitan City of Naples, Italy",http://www.napoliparking.it/,+39 081 1917 1861,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzl6js77bpzVzhyQAF0SNrIaUDUpLNWtSGtdugT2LnTJPdxwE9Ct8kU7C4DUqVpSl9gUK69MAghNlC0tanOsVSHq3L_xKt1orH9HUYrTEPkiAi_TsUBrr0V-oLv35RxyJpZZWRu=w408-h270-k-no,true,4 am–12 am,4 am–12 am,4 am–12 am,4 am–12 am,4 am–12 am,4 am–12 am,4 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:54:05.334Z,,
https://www.google.com/maps/place/Capodichino+Parking/data=!4m7!3m6!1s0x133b07ff4f4c6d09:0x6dc2b5063e6f467f!8m2!3d40.8716987!4d14.2840243!16s%2Fg%2F11c6zvsrmt!19sChIJCW1MT_8HOxMRf0ZvPga1wm0,Capodichino Parking,4.3,448,Parking lot,"Via Oreste Salomone, 36, 80144 Napoli NA, Italy","V7CM+MJ Naples, Metropolitan City of Naples, Italy",https://eshop.aeroportodinapoli.it/pbpwebapp/it/showParkings?serviceType=PARKING%C3%B9,+39 391 422 5551,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipNa65b_vxBxrZ-s4-kTTGlMsa5-OlvvGQ0mv-uy=w408-h306-k-no,true,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:54:10.244Z,,
https://www.google.com/maps/place/Elite+Parking+Management/data=!4m7!3m6!1s0x47360f0803443f65:0x9898c553a2fedf04!8m2!3d28.481232!4d-81.3427941!16s%2Fg%2F11xfs7v17s!19sChIJZT9EAwgPNkcRBN_-olPFmJg,Elite Parking Management,4.0,4,Transportation service,,,https://www.eliteparkingmgmt.com/,+1 407-382-2973,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMLybA_Yyu1f58Y0ioTztBFeGFsHSVM5iIBqs9W=w408-h368-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:54:15.037Z,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x133b9ea5a678f3ef:0x537b2e1bb3ca21d0!8m2!3d40.6269593!4d14.3655191!16s%2Fg%2F11f08hxlg9!19sChIJ7_N4pqWeOxMR0CHKsxsue1M,Parking,2.8,23,Parking garage,"Via del Mare, 45, 80067 Sorrento NA, Italy","J9G8+Q6 Sorrento, Metropolitan City of Naples, Italy",https://www.parkingo.com/it/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBxqDs91elULAyEh9yogoT4g-mN1GDsMD_mDtEkkiNYbxtb4xRSqB9jT3DcdubzUn3g8q0iERY0sFgh-k8I300F-CQdSM-M1nsoTm-8vnsfMXTFqyC2e4RjpA446b5SF63T292=w408-h408-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sorrento+Naples+FL/@40.6263969,14.3764167,14z",2025-10-28T18:54:18.181Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Amalfi+Naples+FL/@40.6338303,14.6027661,14z",2025-10-28T18:54:27.245Z,No new results found,
https://www.google.com/maps/place/5+Star+Valet/data=!4m7!3m6!1s0x88db1e6e16ace899:0x88556557e3878274!8m2!3d26.2153142!4d-81.7902059!16s%2Fg%2F11gcfsw1hy!19sChIJmeisFm4e24gRdIKH41dlVYg,5 Star Valet,1.0,2,Resort hotel,"1415 Panther Ln #110, Naples, FL 34109, United States","6685+4W Naples, Florida, USA",http://www.5starnaples.com/,+1 239-331-7033,,https://lh3.googleusercontent.com/p/AF1QipNRxapG2dhcsqlHy7UNYYtobXAwOdUFlywrJkA=w427-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-10-28T18:54:38.975Z,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8644b58ece9e6077:0x8e60b66890778f30!8m2!3d30.2694284!4d-97.7484133!16s%2Fg%2F11pv26cb5m!19sChIJd2Cezo61RIYRMI93kGi2YI4,Parking Management Company,2.4,28,Public parking space,"583 W 6th St, Austin, TX 78701, United States","7792+QJ Austin, Texas, USA",https://parkingmgt.com/,+1 512-916-1111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=szGWlB621P6Vqh6160Zb_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.91039&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-10-28T18:54:44.105Z,,
https://www.google.com/maps/place/Complimentary+Valet+at+NCH+Downtown+Baker+Main+Entrance/data=!4m7!3m6!1s0x88dae1222bb96215:0x602a351797c1fe90!8m2!3d26.1507691!4d-81.7991535!16s%2Fg%2F11xkgm4ssd!19sChIJFWK5KyLh2ogRkP7Blxc1KmA,Complimentary Valet at NCH Downtown Baker Main Entrance,,,Parking lot,"350 7th St N, Naples, FL 34102, United States","5622+88 Naples, Florida, USA",https://valet-pros.com/,+1 239-537-3075,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNTflEPxFouJf0mYVKDq2JDDYm8Llh4wSSXi5cf=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Positano+Naples+FL/@26.1391777,-81.7955475,14z",2025-10-28T18:54:49.039Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ravello+Naples+FL/@40.840431,14.3055374,14z",2025-10-28T18:54:57.748Z,No new results found,
https://www.google.com/maps/place/Pompeii+Parking+Soc.+Coop./data=!4m7!3m6!1s0x133bbcbde82dfdd7:0x39abf9bad71af933!8m2!3d40.7482337!4d14.4941719!16s%2Fg%2F1q64ft0l5!19sChIJ1_0t6L28OxMRM_ka17r5qzk,Pompeii Parking Soc. Coop.,4.7,293,Parking lot,"Via Tenente Ravallese, 8, 80045 Pompei NA, Italy","PFXV+7M Pompei, Metropolitan City of Naples, Italy",,+39 392 586 0323,Closes soon ⋅ 8 pm ⋅ Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPWn45y4VazYseoqmzTVCL1yHXgTycdkQP5MIQU=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,8 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pompeii+Naples+FL/@40.7496576,14.5053119,14z",2025-10-28T18:55:11.913Z,,LGBTQ+ friendly
"https://www.google.com/maps/place/Herculaneum+Parking/@40.8059253,14.3473869,14z/data=!4m6!3m5!1s0x133ba6e9755421cd:0x1f9d376db3084615!8m2!3d40.8033093!4d14.3486649!16s%2Fg%2F1q5bml811",Herculaneum Parking,4.1,304,Parking lot,"80056 Ercolano, Metropolitan City of Naples, Italy","R83X+8F Ercolano, Metropolitan City of Naples, Italy",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQgEvR8fJj4cskjdwrTGHD4_2mF7iztksETA4De88h_rLVxw5Xh-C8yb9zWO1OY2Ke7Dnfaneql1xq1SFgxLK93PGtizndz34MESaJAEneR5TE_LBX2tqHUB-kC8MEtyjmDbrNNvDytl0=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Herculaneum+Naples+FL/@40.8059253,14.3473869,14z",2025-10-28T18:55:18.655Z,,
https://www.google.com/maps/place/CCPC+Valet/data=!4m7!3m6!1s0x88dae3b01df7dc31:0x610de8084d00d6bd!8m2!3d26.1248!4d-81.745886!16s%2Fg%2F11g6ypsk60!19sChIJMdz3HbDj2ogRvdYATQjoDWE,CCPC Valet,3.5,2,Valet parking service,"2412 Kings Lake Blvd, Naples, FL 34102, United States","47F3+WJ Naples, Florida, USA",,+1 239-774-0892,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZZ0_wvNJ7vBr5Cv48yAb-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.19983&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capri+Naples+FL/@26.1391777,-81.7955475,14z",2025-10-28T18:55:32.402Z,,
https://www.google.com/maps/place/%EF%B8%8F+Parcheggio+aeroporto+Napoli+Capodichino+%7C+ParkinGO/data=!4m7!3m6!1s0x133b07ea1668ef85:0x7a97997a7de1ebe4!8m2!3d40.8878722!4d14.2628741!16s%2Fg%2F11c3svcx7q!19sChIJhe9oFuoHOxMR5OvhfXqZl3o,️ Parcheggio aeroporto Napoli Capodichino | ParkinGO,4.8,3785,Parking lot,"Via Privata Detta Scippa, 19, 80144 Napoli NA, Italy","V7Q7+44 Naples, Metropolitan City of Naples, Italy",https://www.parkingo.com/it/parcheggio-aeroporto-napoli-capodichino,+39 02 7979,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOUU2LcIn70fSPppDhfG1E7B6PJp-wXwItvssqB=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ischia+Naples+FL/@40.7378738,13.9485287,14z",2025-10-28T18:55:45.664Z,,
