placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Sarge+Rentals/data=!4m7!3m6!1s0x886c66d912a84f7b:0xa1fd61c1924b10d!8m2!3d39.1935665!4d-86.5337281!16s%2Fg%2F11dybvwcx0!19sChIJe0-oEtlmbIgRDbEkGRzWHwo,Sarge Rentals,3.3,66,Property management company,"2623 N Walnut St Suite A, Bloomington, IN 47404, United States","5FV8+CG Bloomington, Indiana, USA",http://www.sargerentals.com/,+1 812-330-1501,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOp-yVOl280i66uHHM9ukp6txBqQcJZo7Xp-Omo=w408-h271-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:10.306Z,,,,
https://www.google.com/maps/place/Woodington+Management/data=!4m7!3m6!1s0x886c66d1a5fe9969:0xd7f24379c21333fc!8m2!3d39.1795252!4d-86.5316951!16s%2Fg%2F1tlbk9qc!19sChIJaZn-pdFmbIgR_DMTwnlD8tc,Woodington Management,2.2,42,Property management company,"205 E 17th St, Bloomington, IN 47408, United States","5FH9+R8 Bloomington, Indiana, USA",http://www.woodingtonmanagementproperties.com/,+1 812-333-9201,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_4S0bQNe9WqSK99QP41UM42EnPvmPMFGDrWulI5NEWXF373YycINGTmprQBu4OZJUWlaEaO1w003wKGiPZhvcXtxAA2QzSfoHY_IvzXvTZaLKsa2AL6teJjtvcYz6tiLXJ90H=w408-h474-k-no,false,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:15.247Z,,,,
https://www.google.com/maps/place/Olympus+Properties+LLC/data=!4m7!3m6!1s0x886c612eed863261:0x27c0c5f1b16efc69!8m2!3d39.1922073!4d-86.5320962!16s%2Fg%2F1tj974nx!19sChIJYTKG7S5hbIgRafxusfHFwCc,Olympus Properties LLC,3.1,42,Property management company,"2620 N Walnut St, Bloomington, IN 47404, United States","5FR9+V5 Bloomington, Indiana, USA",https://www.olympusproperties.com/,+1 812-334-8200,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipObBA04rYZu5-nVtyyKrxHD8Rh-R-s5lxHTGBRT=w408-h304-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:20.093Z,,,,
https://www.google.com/maps/place/Bloomington+Rentals+and+Realty/data=!4m7!3m6!1s0x886c672f62b6823f:0x21215b63a3818fbf!8m2!3d39.1650174!4d-86.5383393!16s%2Fg%2F11nmmxnsbs!19sChIJP4K2Yi9nbIgRv4-Bo2NbISE,Bloomington Rentals and Realty,5.0,32,Real estate agency,"213 S Rogers St #5, Bloomington, IN 47404, United States","5F86+2M Bloomington, Indiana, USA",http://bloomingtonrentalsinc.com/,+1 812-360-2288,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOG8GGWV1R7uo9fPBm_92xfYwqPzwqH-varsEdJ=w408-h543-k-no,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:25.066Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Pavilion+Properties/data=!4m7!3m6!1s0x886c66db94f978e5:0x487c2a63e148616b!8m2!3d39.1706141!4d-86.5339131!16s%2Fg%2F1hc7hryz_!19sChIJ5Xj5lNtmbIgRa2FI4WMqfEg,Pavilion Properties,2.4,185,Property management company,"501 N Walnut St Suite 1B, Bloomington, IN 47404, United States","5FC8+6C Bloomington, Indiana, USA",http://www.pavprop.com/,+1 812-333-2332,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMZOx-xy30UkiygsuHbKiXiLcw317NW3Nf6o0UJ=w408-h272-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:30.013Z,,,,
https://www.google.com/maps/place/Town+Manor+Real+Estate/data=!4m7!3m6!1s0x886c66ddb1eedfe3:0x38944feab85f140a!8m2!3d39.1676971!4d-86.5330983!16s%2Fg%2F1tfjx0gy!19sChIJ49_usd1mbIgRChRfuOpPlDg,Town Manor Real Estate,3.1,25,Property management company,"107 E 6th St, Bloomington, IN 47408, United States","5F98+3Q Bloomington, Indiana, USA",https://townmanorrealestate.com/,+1 812-331-8951,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=giBAxDvi2J5Um1WAkw1w4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.162561&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:35.148Z,,,,
https://www.google.com/maps/place/Action+Property+Mgmt.+%26+Realty/data=!4m7!3m6!1s0x886c66de52d6fbe5:0x74e741113b573dd1!8m2!3d39.1531557!4d-86.5333946!16s%2Fg%2F1td_5ydb!19sChIJ5fvWUt5mbIgR0T1XOxFB53Q,Action Property Mgmt. & Realty,2.6,19,Property management company,"1203 S Walnut St, Bloomington, IN 47401, United States","5F38+7J Bloomington, Indiana, USA",http://www.actionproperty.com/,+1 812-332-8870,Open ⋅ Closes 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6kAu9p8FLEZiCxUNm7UVqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.77172&pitch=0&thumbfov=100,false,10 am–3 pm,10 am–3 pm,Closed,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:40.151Z,,,,
https://www.google.com/maps/place/Crown+Management/data=!4m7!3m6!1s0x886c66d0b2a5e6c1:0x38664e79a69eae1d!8m2!3d39.1765781!4d-86.5352584!16s%2Fg%2F1tkb5vsr!19sChIJwealstBmbIgRHa6epnlOZjg,Crown Management,3.4,5,Property management company,"1015 N College Ave #8, Bloomington, IN 47404, United States","5FG7+JV Bloomington, Indiana, USA",https://crown-bmg.com/,+1 812-331-2425,Closed ⋅ Opens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HHpVlR6NTCCLepEnf0amEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.946585&pitch=0&thumbfov=100,false,"9 am–1 pm, 2–5 pm","9 am–1 pm, 2–5 pm",Closed,Closed,"9 am–1 pm, 2–5 pm","9 am–1 pm, 2–5 pm","9 am–1 pm, 2–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:45.638Z,,,,
https://www.google.com/maps/place/CFC+Properties/data=!4m7!3m6!1s0x886c66df208a7f2d:0x8ef3dae6d12e6a9a!8m2!3d39.1659953!4d-86.5338335!16s%2Fg%2F1tf3_34p!19sChIJLX-KIN9mbIgRmmou0eba844,CFC Properties,3.3,16,Real estate agency,"101 W Kirkwood Ave # 030, Bloomington, IN 47404, United States","5F88+9F Bloomington, Indiana, USA",http://cfcproperties.com/,+1 812-332-0053,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN2evfmfLIt9uBUVnlrUJgTa9mEg8O84OftZPoY=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:50.858Z,,,,
https://www.google.com/maps/place/Varsity+Properties/data=!4m7!3m6!1s0x886c66cd0e813ee5:0xa7f775ff3b8961e0!8m2!3d39.1839459!4d-86.5289112!16s%2Fg%2F1thr7xv3!19sChIJ5T6BDs1mbIgR4GGJO_9196c,Varsity Properties,2.6,58,Property management company,"2029 N Dunn St, Bloomington, IN 47408, United States","5FMC+HC Bloomington, Indiana, USA",http://livebythestadium.com/,+1 812-334-0333,"Open ⋅ Closes 4:30 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN9C2706uTanL5ytYr8kao_jKeVPVMcQJ_x1sQt=w408-h271-k-no,true,10 am–4:30 pm,10 am–4 pm,Closed,Closed,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:02:56.162Z,,,,
https://www.google.com/maps/place/Grant+Properties/data=!4m7!3m6!1s0x886c66e7549aa9e9:0x98d8ea511d9dc3f!8m2!3d39.168835!4d-86.5376327!16s%2Fg%2F11fy99mz13!19sChIJ6amaVOdmbIgRP9zZEaWOjQk,Grant Properties,3.3,27,Property management company,"400 W 7th St, Bloomington, IN 47404, United States","5F96+GW Bloomington, Indiana, USA",https://www.grantprops.com/,+1 812-333-9579,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=58AY9TLdOyKhIbeXRD93mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.7496&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:01.390Z,,,,
https://www.google.com/maps/place/Parker+Real+Estate+Management/data=!4m7!3m6!1s0x886c66dbc778651b:0x97e69c5cbaa9239a!8m2!3d39.1723926!4d-86.5338394!16s%2Fg%2F1hc1b5m7b!19sChIJG2V4x9tmbIgRmiOpulyc5pc,Parker Real Estate Management,2.0,147,Real estate agency,"621 N Walnut St, Bloomington, IN 47404, United States","5FC8+XF Bloomington, Indiana, USA",http://www.parkermgt.com/,+1 812-339-2115,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOtNVgd-SXTLhVHT9CcafVzZOOy4_fsVsg8xSV6=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:06.650Z,,,,
https://www.google.com/maps/place/Granite+Student+Living/data=!4m7!3m6!1s0x886c66dd9fa26da1:0x1311b0b1245e8b7d!8m2!3d39.1656787!4d-86.5296264!16s%2Fg%2F11hbkqxgpg!19sChIJoW2in91mbIgRfYteJLGwERM,Granite Student Living,2.5,249,Property management company,"401 E 4th St, Bloomington, IN 47408, United States","5F8C+74 Bloomington, Indiana, USA",https://granitestudentliving.com/,+1 812-727-7000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNeujfR_7jqFog9bY6m3Eqtme3MAD1A_9CEhd_r=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:11.965Z,,,,
https://www.google.com/maps/place/Phoenix+Property+Management+and+Real+Estate+LLC/data=!4m7!3m6!1s0x886c670031e8d607:0xd36489c463df95c9!8m2!3d39.1688948!4d-86.5344652!16s%2Fg%2F11mckzsq5p!19sChIJB9boMQBnbIgRyZXfY8SJZNM,Phoenix Property Management and Real Estate LLC,,,Property management company,"120 W 7th St Suite 204, Bloomington, IN 47404, United States","5F98+H6 Bloomington, Indiana, USA",http://phoenixpropertymanagement.net/,+1 812-330-8655,"Open ⋅ Closes 4 pm

Updated by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8bMYUoekb1p8ZN1KQRgPOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.2364254&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:16.889Z,,,,
https://www.google.com/maps/place/TRACOL+Holdings+LLC/data=!4m7!3m6!1s0x886c5d86df50c457:0x7e08545eaa1e6ffd!8m2!3d39.152079!4d-86.5834934!16s%2Fg%2F11f3bzswzb!19sChIJV8RQ34ZdbIgR_W8eql5UCH4,TRACOL Holdings LLC,3.7,6,Property management company,"1622 S Curry Pike, Bloomington, IN 47403, United States","5C28+RJ Bloomington, Indiana, USA",https://www.tracolholdings.com/,+1 812-825-0575,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2PqXdOyVL75Q0gT7clWXTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.76093&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:21.887Z,,,,
https://www.google.com/maps/place/Hoosier+Red+Housing/data=!4m7!3m6!1s0x886c66a2c8bc0001:0x5c7c8b8c0eb4236c!8m2!3d39.1662182!4d-86.5091681!16s%2Fg%2F11pv8l1jxw!19sChIJAQC8yKJmbIgRbCO0DoyLfFw,Hoosier Red Housing,1.0,1,Property management company,"115 S Union St, Bloomington, IN 47408, United States","5F8R+F8 Bloomington, Indiana, USA",https://www.hoosierredhousing.com/contact,+1 812-525-9075,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7qQdIC4XUGs14yw_C1RYzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.92465&pitch=0&thumbfov=100,true,8 am–9 pm,8 am–9 pm,10 am–9 pm,12–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:27.113Z,,,,
https://www.google.com/maps/place/Hayes+Gibson+Property+Services/data=!4m7!3m6!1s0x886c5e4e1688f3a5:0xc96274db16592f5c!8m2!3d39.1402535!4d-86.5592855!16s%2Fg%2F1v9lcjg8!19sChIJpfOIFk5ebIgRXC9ZFtt0Ysk,Hayes Gibson Property Services,1.7,85,Property management company,"2565 S Breaking A Wy #200, Bloomington, IN 47403, United States","4CRR+47 Bloomington, Indiana, USA",https://hayesgibson.com/,+1 812-876-5478,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgmlSubEF5yQe4uaFhDK_ac94X3Y4F_O4ksM6MMjs2pAXaTRhPdkQLssm1LWB6fmyhWcA3mxDTsxSXuTwP3cFP_Zqe9fHpMvrOtLSufyxuik7Cg2Qfhcj13zVwBnEb0z2hG3n8=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:32.696Z,,,,
https://www.google.com/maps/place/Atlantis+Properties+Asset+Management+Co+LLC/data=!4m7!3m6!1s0x886c66e672c47549:0x10009d5a95aaf5e1!8m2!3d39.1604956!4d-86.5314954!16s%2Fg%2F1tqg123f!19sChIJSXXEcuZmbIgR4fWqlVqdABA,Atlantis Properties Asset Management Co LLC,1.0,1,Property management company,"524 S Lincoln St, Bloomington, IN 47401, United States","5F69+5C Bloomington, Indiana, USA",,+1 812-384-6918,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MrHiYzbIKBSHuOlFSVZy_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.3327&pitch=0&thumbfov=100,false,10 am–6 pm,10 am–6 pm,10 am–2 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:37.909Z,,,,
https://www.google.com/maps/place/Brown+Property+Management/data=!4m7!3m6!1s0x886c6426ffb8bdb1:0x20a64eb164425411!8m2!3d39.1566013!4d-86.4970455!16s%2Fg%2F11c5xlkbfl!19sChIJsb24_yZkbIgREVRCZLFOpiA,Brown Property Management,1.0,1,Property management company,"899 S College Mall Rd #136, Bloomington, IN 47401, United States","5G43+J5 Bloomington, Indiana, USA",http://brownpropertymgt.com/,+1 812-361-1021,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WmmufK0pT4V228vGSCoXsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.693985&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-25T17:03:41.085Z,,,,
