placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Action+Door+Closer+Services/data=!4m7!3m6!1s0x889c3d66fe8148e7:0x90dd986187ebda62!8m2!3d30.3666759!4d-89.1012592!16s%2Fg%2F1tgtg8gn!19sChIJ50iB_mY9nIgRYtrrh2GY3ZA,Action Door Closer Services,,,Door supplier,"1218 33rd Ave, Gulfport, MS 39501, United States","9V8X+MF Gulfport, Mississippi, USA",,+1 228-863-7615,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MUZrq-fYeBO4HkuzLNEOTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.191154&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:02:59.071Z,,,,
https://www.google.com/maps/place/Window+World+of+Southern+Mississippi/data=!4m7!3m6!1s0x889c171d4fb4e4bd:0x44ae515bf9b6feb2!8m2!3d30.4337253!4d-89.0754547!16s%2Fg%2F1w96hj8h!19sChIJveS0Tx0XnIgRsv62-VtRrkQ,Window World of Southern Mississippi,4.6,184,Window installation service,"14231 Seaway Rd Suite E3, Gulfport, MS 39503, United States","CWMF+FR Gulfport, Mississippi, USA",https://www.windowworldsouthernms.com/locations/gulfport-ms/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 228-400-4409,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEQmiRXeskiuTHmEZRS1g0fFh2q7DTYsQWVEKj=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:03:03.547Z,,,,
https://www.google.com/maps/place/SunCoast+Iron+Doors/data=!4m7!3m6!1s0x889c3b224834247f:0x9cfe208b9e7ce97b!8m2!3d30.358075!4d-89.1968191!16s%2Fg%2F11h37pv67k!19sChIJfyQ0SCI7nIgRe-l8nosg_pw,SunCoast Iron Doors,3.0,4,Door manufacturer,"5104 A Ave, Long Beach, MS 39560, United States","9R53+67 Long Beach, Mississippi, USA",https://suncoastirondoors.com/?utm_source=google&utm_medium=organic&utm_content=info-ms&utm_campaign=gmb,+1 239-208-2319,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPSsBihQSHiDS7JawztIXCaepImoL5lTGBjzEso=w408-h272-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:03:08.031Z,,,,
https://www.google.com/maps/place/Hood%27s+Home+Center+of+Gulfport/data=!4m7!3m6!1s0x889c162888c8e34f:0x464f26e4351a9413!8m2!3d30.3975166!4d-89.091832!16s%2Fg%2F1tjjq4hb!19sChIJT-PIiCgWnIgRE5QaNeQmT0Y,Hood's Home Center of Gulfport,4.3,509,Home improvement store,"7900 US 49, Gulfport, MS 39501, United States","9WX5+27 Gulfport, Mississippi, USA",https://hoodshomecenters.com/,+1 228-863-0005,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVK65OSFWMRsLPgSYpNnNAzw__BgaNk5ZEh1Ye5FzDYxqh97KiRRdPV1Mj0xD6UyCi3ytIm392DeuwSAaLPJlDGkOiehWYarryLmIQqO0vVxeOW6bsdKkQCpYt6BiSzfvSW1GGXhUfres=w408-h724-k-no,true,8 am–6 pm,8 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:03:12.792Z,· In-store pick-up · Delivery,,,
https://www.google.com/maps/place/In+and+Out+Garage+Doors+and+Repairs+LLC/data=!4m7!3m6!1s0x27170585ebd7a43b:0x20fec2b4ec264dd9!8m2!3d30.5512285!4d-89.222301!16s%2Fg%2F11xmd0t8k6!19sChIJO6TX64UFFycR2U0m7LTC_iA,In and Out Garage Doors and Repairs LLC,5.0,18,Garage door supplier,,,,+1 228-493-3930,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPwwiYO7ZeNRHnZ767fpNHQWF06bTbXVD6GA8w=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:03:17.564Z,,,,
https://www.google.com/maps/place/Guillot+Construction+LLC/data=!4m7!3m6!1s0x889c3d6702b904b3:0xce7aa405f6005d62!8m2!3d30.3698236!4d-89.1529574!16s%2Fg%2F11rtrjg5cb!19sChIJswS5Amc9nIgRYl0A9gWkes4,Guillot Construction LLC,4.9,56,General contractor,"610 Klondyke Rd, Long Beach, MS 39560, United States","9R9W+WR Long Beach, Mississippi, USA",https://www.guillotconstructionllc.com/,+1 228-533-2100,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipM_cdJZxZeDDEj9pn-HsMuQJkXeql_O9L5x551r=w408-h306-k-no,true,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:03:22.406Z,,,,
https://www.google.com/maps/place/The+Door+Authority/data=!4m7!3m6!1s0x889c17d32d9b4153:0xeba3131e5d0577d7!8m2!3d30.4254275!4d-89.0788976!16s%2Fg%2F11wwfnt1_5!19sChIJU0GbLdMXnIgR13cFXR4To-s,The Door Authority,5.0,14,Garage door supplier,"9465 Creosote Rd bldg 300 unit X, Gulfport, MS 39503, United States","CWGC+5C Gulfport, Mississippi, USA",http://www.thedoorauthority.com/,+1 844-644-3667,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLxu5_YZsGT-L3OZhbXvTROLQJVg-Iso_B-PJoghLABXizlBOpEXuammut7QRWyqoWkBKmwaoML-naxjWnAlH16VGuI-06Wzq3_NCNZ5BfxZqKVdmFg-f5zea-Y1ol8ElwGt-w=w408-h306-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2025-11-07T23:03:26.808Z,,,,
"https://www.google.com/maps/place/Coastline+Garage+Doors,+LLC/data=!4m7!3m6!1s0x889bf6697b28f985:0x35ecdb1da567d72d!8m2!3d30.4102419!4d-88.7633671!16s%2Fg%2F1td6nflr!19sChIJhfkoe2n2m4gRLddnpR3b7DU","Coastline Garage Doors, LLC",3.3,12,Garage door supplier,"3815 Bienville Blvd, Ocean Springs, MS 39564, United States","C66P+3M Ocean Springs, Mississippi, USA",,+1 228-990-0762,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mfJxeMD0Ryw4kPSNlxlbMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.11747&pitch=0&thumbfov=100,true,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Biloxi+MS/@30.4050288,-88.9154472,14z",2025-11-07T23:03:45.859Z,,,,
https://www.google.com/maps/place/Redd+Pest+Solutions/data=!4m7!3m6!1s0x889cdc5dcf493dff:0x192ed76b303fc3cc!8m2!3d31.32502!4d-89.32493!16s%2Fg%2F1hc30tzs_!19sChIJ_z1Jz13cnIgRzMM_MGvXLhk,Redd Pest Solutions,5.0,322,Pest control service,"2295 Hardy St, Hattiesburg, MS 39401, United States","8MGG+22 Hattiesburg, Mississippi, USA",https://www.reddpestsolutions.com/?utm_source=google&utm_medium=local_seo&utm_campaign=local_listings,+1 601-261-3337,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPAX4PUeItq6tpbjoNYPfaKkMsAqwxYA_yXtg5b=w408-h340-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:03:58.342Z,,,,
https://www.google.com/maps/place/Lowe%27s+Home+Improvement/data=!4m7!3m6!1s0x889cdf118f698d39:0x275f92089606f659!8m2!3d31.320125!4d-89.374604!16s%2Fg%2F1th6fmgc!19sChIJOY1pjxHfnIgRWfYGlgiSXyc,Lowe's Home Improvement,4.0,1775,Home improvement store,"6004 US-98, Hattiesburg, MS 39402, United States","8JCG+25 Hattiesburg, Mississippi, USA",https://www.lowes.com/store/MS-Hattiesburg/0537?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-537-_-na-_-0-_-0&y_source=1_MTE4MzYyOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 601-261-3008,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPtlrNqI43nz917rdTOLAIagQP4b8-PnK7N1fq9=w408-h272-k-no,true,6 am–9 pm,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:04:03.023Z,"Home improvement chain for appliances & gardening supplies, plus tools & hardware. · In-store shopping · In-store pick-up · Delivery",,,
https://www.google.com/maps/place/Underwood+Door+Company/data=!4m7!3m6!1s0x889cdbe7c6b3b243:0xae61b2e5c7b7777e!8m2!3d31.3581172!4d-89.3016302!16s%2Fg%2F11jjvk10rj!19sChIJQ7KzxufbnIgRfne3x-WyYa4,Underwood Door Company,5.0,246,Garage door supplier,"2125 Glendale Ave, Hattiesburg, MS 39401, United States","9M5X+68 Hattiesburg, Mississippi, USA",http://underwooddoor.com/,+1 601-583-1521,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMPDvb4Dgr9lWQ60RIqPMM1pdohxxUsQv2bFH_o=w426-h240-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:04:07.621Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Hattiesburg/data=!4m7!3m6!1s0x889d20dd12da5419:0x23fa818b70e4c873!8m2!3d31.3316261!4d-89.4278906!16s%2Fg%2F1tg2f89g!19sChIJGVTaEt0gnYgRc8jkcIuB-iM,Overhead Door Company of Hattiesburg,4.9,609,Garage door supplier,"46 Hatten Rd, Hattiesburg, MS 39402, United States","8HJC+MR Hattiesburg, Mississippi, USA",https://vergedoors.com/?utm_source=gmb&utm_medium=social&utm_campaign=1seo_gmb_profile,+1 601-268-1491,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOFwIcKw_8o6oyrgUq_6uSYg8zqi9aBjSR8CjV_=w426-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:04:12.064Z,,,,
https://www.google.com/maps/place/Entry+Door+Sales+%26+Services+LLC/data=!4m7!3m6!1s0x889cdc5578b5cde7:0xfa47c546e551870!8m2!3d31.3092773!4d-89.2850125!16s%2Fg%2F1tzgp_fw!19sChIJ5821eFXcnIgRcBhVblR8pA8,Entry Door Sales & Services LLC,5.0,1,Door supplier,"1110 Edwards St, Hattiesburg, MS 39401, United States","8P57+PX Hattiesburg, Mississippi, USA",,+1 601-307-4605,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9IrKAQ4HUCyaGcN-RZBbnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.26136&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:04:14.588Z,,,,
"https://www.google.com/maps/place/Expert+Garage+Doors,+LLC/data=!4m7!3m6!1s0x889cdf4ff98fef1f:0x21a1606df817ec13!8m2!3d31.3183383!4d-89.4401027!16s%2Fg%2F11gr4dr0k_!19sChIJH--P-U_fnIgRE-wX-G1goSE","Expert Garage Doors, LLC",4.6,42,Door supplier,"10 Wrangler Rd, Hattiesburg, MS 39402, United States","8H95+8X Hattiesburg, Mississippi, USA",https://expertgaragedoorllc.com/,+1 601-336-9223,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzawDRuvrLODWeK2u-s6RqfA0Pf3LYEVzUHKCRh_RgnAVgMkvVI4EG1-OWPaesQFPTvRrhJQ_aqVvwynnyAWOOXaUyADp4RVpEwVsBtwuQCUrFowwwqh8KZww4E85MWitmDBON0ag=w408-h544-k-no,true,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:04:19.361Z,,,,
https://www.google.com/maps/place/E-Z+Garage+Door+Services/data=!4m7!3m6!1s0x889d21cb1bd9c6ed:0xf8c7d2e05fc54b37!8m2!3d31.2975768!4d-89.4032446!16s%2Fg%2F11lv8gnk7g!19sChIJ7cbZG8shnYgRN0vFX-DSx_g,E-Z Garage Door Services,,,Garage door supplier,"11 Chloe Cir, Hattiesburg, MS 39402, United States","7HXW+2P Hattiesburg, Mississippi, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fF5HVJrZfqzxJ8zqum2fPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.06863&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Hattiesburg+MS/@31.3271189,-89.2903392,14z",2025-11-07T23:04:23.980Z,,,,
https://www.google.com/maps/place/Patrick+Allen+Companies/data=!4m7!3m6!1s0x888486c1f2d494d9:0x6a64e0f5ab8a7912!8m2!3d32.2869528!4d-88.6924582!16s%2Fg%2F1tvr_gzf!19sChIJ2ZTU8sGGhIgREnmKq_XgZGo,Patrick Allen Companies,4.8,41,Garage door supplier,"5305 MS-145, Meridian, MS 39301, United States","78P5+Q2 Meridian, Mississippi, USA",http://patrickallen.com/,+1 601-693-9647,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNQgUVcUr91_6Ras64wT3ucCtcWdsU0j5PJBAjx=w408-h272-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+MS/@32.3575393,-88.7135942,14z",2025-11-07T23:04:35.785Z,,,,
https://www.google.com/maps/place/garage+doors/data=!4m7!3m6!1s0x88847b10113e4d71:0x51ffe44c56316e63!8m2!3d32.4723798!4d-88.6609461!16s%2Fg%2F11c1vkj85h!19sChIJcU0-ERB7hIgRY24xVkzk_1E,garage doors,,,Contractor,"369 Briarwood Rd, Meridian, MS 39305, United States","F8CQ+XJ Meridian, Mississippi, USA",,+1 601-679-7229,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IH1naWHezv1Vk-a9a7TpMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.66144&pitch=0&thumbfov=100,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Meridian+MS/@32.3575393,-88.7135942,14z",2025-11-07T23:04:40.209Z,,,,
https://www.google.com/maps/place/Moody+Construction+Services/data=!4m7!3m6!1s0x88847968d8ef7597:0xb0bf3eb89e3bbe32!8m2!3d32.5649223!4d-88.7397772!16s%2Fg%2F1tj53c4v!19sChIJl3Xv2Gh5hIgRMr47nrg-v7A,Moody Construction Services,5.0,1,Garage door supplier,"Bailey, MS 39320, United States",,https://moodyconstructionservice.net/,+1 601-737-5888,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzy1aX8X4pms26JUUCeg-xSqDmUiDak9oH79bb8g1M8zaQQgiwga8C_RLuqh4mnZ85dcAtRwwFXhnmVvbq6KokBxK02zjIpzbHsWO0sv7_Fp7LsE5XQlgrhJnmwuuYRhKycJSYwow=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Meridian+MS/@32.3575393,-88.7135942,14z",2025-11-07T23:04:42.680Z,,,,
https://www.google.com/maps/place/Long+Cleaning+Solutions/data=!4m7!3m6!1s0xaecdc99e8856c73:0xf29994061912a14b!8m2!3d32.401232!4d-88.652238!16s%2Fg%2F11x8cgdnb0!19sChIJc2yF6Jnc7AoRS6ESGQaUmfI,Long Cleaning Solutions,5.0,106,Pressure washing service,,,http://www.longcleaningsolutions.com/,+1 601-934-9427,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNH5Eb5heySTJMT-jsXZODLywpGI_dWclOj1Mdh=w408-h510-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Meridian+MS/@32.3575393,-88.7135942,14z",2025-11-07T23:04:47.361Z,,,,
