placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,error
https://www.google.com/maps/place/Calfo%27s+Auto+Service/data=!4m7!3m6!1s0x8834f190b410f1eb:0xc13834900bf24d98!8m2!3d40.4253618!4d-79.951749!16s%2Fg%2F1v9gknps!19sChIJ6_EQtJDxNIgRmE3yC5A0OME,Calfo's Auto Service,4.7,190,Auto repair shop,,"101 Greenfield Ave, Pittsburgh, PA 15217, United States","C2GX+48 Pittsburgh, Pennsylvania, USA",,+1 412-521-6796,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerre_wz6GYzpY3oqq6ojXUGtrPJssXY9kDoIlzY6cX-XnOWcl_W-KQ4Yy4B2WTCwvrO2VUFtyyJ1O7fRHYgjUR8MbsABf37WQPgm2MD2hu-K-o3eRCKTiBq-zhqhjI9YzIWF_8zdw=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:03:40.796Z,,,
https://www.google.com/maps/place/All+Auto+Repair+%26+Sales/data=!4m7!3m6!1s0x8834f1fcf969ef03:0xee4263cf9d3c302d!8m2!3d40.450409!4d-79.892165!16s%2Fg%2F1tgn5d1k!19sChIJA-9p-fzxNIgRLTA8nc9jQu4,All Auto Repair & Sales,4.8,80,Auto repair shop,,"408 N Braddock Ave, Pittsburgh, PA 15208, United States","F425+54 Pittsburgh, Pennsylvania, USA",,+1 412-657-8309,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep4KSMeoWUBXLahMhdvYAbyWdKiLAYtUJjWRebdGleBBhpoHzWbbG_SSromrR94rjpC6i1zYVUV6muk-9aC56nuyfOujLo8Sx-OfBeRjsGJkbCv9gSwdeotHTH1O4YhAl5IoZ2Y_g=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:03:46.171Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Vinny%27s+Alignment/data=!4m7!3m6!1s0x8834f2371388c065:0xe52ad38ec8d690df!8m2!3d40.457129!4d-79.9544831!16s%2Fg%2F11b5yq21_1!19sChIJZcCIEzfyNIgR35DWyI7TKuU,Vinny's Alignment,4.5,143,Auto repair shop,,"531 Melwood Ave, Pittsburgh, PA 15213, United States","F24W+V6 Pittsburgh, Pennsylvania, USA",http://www.vinnysalignments.com/,+1 412-621-6744,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoXWI0dzM2mRrzw-WJe0LtulAxcFgsM-a6n7MA8vgi996PvAgDMJRpHV1NV6PALFbCKwliqbNg3mmvgXw7wU_MYc8_DS9B-MxmEcQXKiaEuWrU9lxH_5siSAsvT-v6Z4zGzg0RR=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:03:51.352Z,,,
https://www.google.com/maps/place/Pittsburgh+Tire/data=!4m7!3m6!1s0x8834f3b5dcd51807:0xd70de26612ce30a8!8m2!3d40.4628509!4d-79.969315!16s%2Fg%2F1tph2d0z!19sChIJBxjV3LXzNIgRqDDOEmbiDdc,Pittsburgh Tire,4.4,52,Tire shop,,"3301 Smallman St, Pittsburgh, PA 15201, United States","F27J+47 Pittsburgh, Pennsylvania, USA",http://goodtire.com/locations/pittsburgh-tire-service/,+1 412-683-7800,Open · Closes 3 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYdh3RSkBZdjbjqXKdofZiBsYitV0lfm3G9_PZ1DtYe9lrD97QqMBCzGCI8LCu28yhE0BHaPhbZUN77duTSJN2xnV-g88TlWZOqJiEn_VpXUAyl94RfkAFlYDLKI-2AjzY27nJ=w408-h270-k-no,false,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:03:56.458Z,,,
https://www.google.com/maps/place/Pitts+Stop+Auto/data=!4m7!3m6!1s0x8834f34264674e7f:0x1925d6c98559eafd!8m2!3d40.4539851!4d-79.9489406!16s%2Fg%2F11f9x1fv54!19sChIJf05nZELzNIgR_epZhcnWJRk,Pitts Stop Auto,4.8,138,Auto repair shop,,"4734 Baum Blvd, Pittsburgh, PA 15213, United States","F332+HC Pittsburgh, Pennsylvania, USA",http://www.pittsstopauto.com/,+1 412-682-5255,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZ5cyzAxxeU5ZDDTl5odzMsCmEgKpD4AxAarRn6OTYcVaFwsA4OFt96QiM0pT34nz0_oAArZrEbCTQ5eVajAUDZbLMc_napVI0oJXrIR8jbirhqkwZcZHrBbAZUyvXP6ojQXATsA=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:01.630Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Lifetime+Automotive+Center/data=!4m7!3m6!1s0x8834f23e437dfa87:0x2cad2f4f69739ecb!8m2!3d40.4561551!4d-79.9435947!16s%2Fg%2F1tg3brsk!19sChIJh_p9Qz7yNIgRy55zaU8vrSw,Lifetime Automotive Center,4.3,112,Auto repair shop,,"5151 Woodworth St, Pittsburgh, PA 15224, United States","F344+FH Pittsburgh, Pennsylvania, USA",,+1 412-681-4400,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepu_q3rC1FoxCAWiwJOiFcCsAEenQjXAFNncSKyNC2yLhG63DkqB4fIARJOpTlKUL8YYS3RSEKaQVusPrajSS6E98LgS9KPVQBiFzTJWugYjrW4SD7N9RG8uqeK0eb3ccLoc5y-=w408-h544-k-no,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:06.671Z,,,
https://www.google.com/maps/place/NTB-National+Tire+%26+Battery/data=!4m7!3m6!1s0x8834f26e0545bc13:0x3b4023571d84de89!8m2!3d40.4642428!4d-79.9309281!16s%2Fg%2F11c6dmj_l3!19sChIJE7xFBW7yNIgRid6EHVcjQDs,NTB-National Tire & Battery,4.4,886,Tire shop,· In-store pick-up,"5525 Penn Ave, Pittsburgh, PA 15206, United States","F379+MJ Pittsburgh, Pennsylvania, USA",https://www.mavis.com/locations/pittsburgh-penn-ave-pa/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=4381,+1 412-387-2591,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzNfSVkdcJu_zda2myBv5ggeCfjOWlD29g5-S5pzTg1lZLC9cDP9J_Cq6HmLuDneVd4yClHXybrcpAK-ek9JTmigG-oqGSe8i4DlYo89GtW83Xt0pZ2MMvUdesdDMEbVPrRnVrgw=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:12.170Z,,,
https://www.google.com/maps/place/Rusty+Hook+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x8834f35272ec2ee9:0x7aec540c7c35007!8m2!3d40.464398!4d-79.953136!16s%2Fg%2F11zjl2kpl_!19sChIJ6S7sclLzNIgRB1DDx0DFrgc,Rusty Hook Auto Service & Tires,4.4,7,Auto repair shop,,"4301 Main St, Pittsburgh, PA 15224, United States","F27W+QP Pittsburgh, Pennsylvania, USA",,+1 412-682-7511,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq92U23t-_mdGLiookWiZ0AQs70BiG061A5754fkhoZOqTvhvHZNEQUqXd1bvBkqlBOuo071Idx6OhGyI8Fs-tRqVHPcukDjnVwZEkGJbiwxrZgxsXgbDpzG523EjCe3nlEoLnCtcbMCwsO=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:17.336Z,,,
https://www.google.com/maps/place/Homer%27s+Service+Center/data=!4m7!3m6!1s0x8834f1e5d08c4417:0xd5f76ccaff37fc87!8m2!3d40.423418!4d-79.9281707!16s%2Fg%2F1td7tvf5!19sChIJF0SM0OXxNIgRh_w3_8ps99U,Homer's Service Center,4.7,267,Auto repair shop,,"4157 Murray Ave, Pittsburgh, PA 15217, United States","C3FC+9P Pittsburgh, Pennsylvania, USA",,+1 412-422-0909,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_yMnb2qMrYUCBHQZcSl9SUrH-MYsBjLvHISm3Pdl-iqe-QgA5aBAd0ygOCtYW5TaoqRTD5qHnWDHklZZ5UCwMaySlXjAZfQY1XTGh2evWIv8csedIkHbxE-naJ6JGnTq7RZo=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:22.590Z,,,
https://www.google.com/maps/place/Walter%27s+Automotive/data=!4m7!3m6!1s0x8834f26d48e8a5c5:0xcaff3fd264c235b7!8m2!3d40.4592562!4d-79.931402!16s%2Fg%2F1tg6l65q!19sChIJxaXoSG3yNIgRtzXCZNI__8o,Walter's Automotive,4.9,410,Auto repair shop,,"5775 Baum Blvd, Pittsburgh, PA 15206, United States","F359+PC Pittsburgh, Pennsylvania, USA",,+1 412-363-1000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOKfPbEqMm_5Rz-6q_iudrNq3MixxJbXLEqIk1JSKc9dfrHMtfx5tHnWQ-wfuKU5fcWkoMBYeol9LcoVjxOvfXCwrRvcMOHvLGcu2U9RneRDzIDFUAzIumL3CrSLKgRcx3vqjDvw=w408-h250-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:27.721Z,,,
https://www.google.com/maps/place/Cash+Flow+Tire+%26+Auto/data=!4m7!3m6!1s0x8834edd2374a733b:0x3ba719c9048a56cf!8m2!3d40.4419794!4d-79.8777493!16s%2Fg%2F11f_d85l88!19sChIJO3NKN9LtNIgRz1aKBMkZpzs,Cash Flow Tire & Auto,4.0,104,Tire shop,· In-store pick-up,"1015 Swissvale ave Wilkinsburgh, Pittsburgh, PA 15221, United States","C4RC+QW Pittsburgh, Pennsylvania, USA",,+1 412-853-5787,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6hRyULTgvW4kZrMnICGUGPVF0ppY_znEQGqNmRkiCcVkwvwqYtOdfCywa2esrUl_ZwY6qrIo9KJnZMlXaj4RRQPW41mLE3rPTbVAkqYFYiMG544VeDirBHmipNVsMLZmWJ-X9dw=w408-h544-k-no,true,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:32.985Z,true,,
https://www.google.com/maps/place/Champtires/data=!4m7!3m6!1s0x8834ed8539c0ab13:0x435d9bf3c5dbe75a!8m2!3d40.4681102!4d-79.9092196!16s%2Fg%2F11b806rn_q!19sChIJE6vAOYXtNIgRWufbxfObXUM,Champtires,4.3,312,Tire shop,,"1319 Washington Blvd, Pittsburgh, PA 15206, United States","F39R+68 Pittsburgh, Pennsylvania, USA",http://www.champtires.com/,+1 412-361-1696,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqck7TOZ2qLRjbw4Kadt6vnyKW53BFDyeeCFOV-P7iH0qlFy1TnhSAQx-LorDbSjyHGci_FJ3Cm1KK-PynKv13N7FKE2AsqCLa2IfMnhn3zShUxOe2CpKR9eIyxYlLizBWqDjRGTg=w408-h725-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:38.684Z,,,
https://www.google.com/maps/place/Bastone+Auto+Service/data=!4m7!3m6!1s0x8834f274ad34585b:0xe878ba72b00924e2!8m2!3d40.457903!4d-79.924236!16s%2Fg%2F1vppt575!19sChIJW1g0rXTyNIgR4iQJsHK6eOg,Bastone Auto Service,4.8,88,Auto repair shop,,"235 1/2 Carron St, Pittsburgh, PA 15206, United States","F35G+58 Pittsburgh, Pennsylvania, USA",http://www.bastoneauto.com/,+1 412-361-3554,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepjD15f1dCqhHNHMp5LqdJjMVzJ6VdCqKCE2nMfXLooL7nJYsxe4zjhcL60IsDo8HMPIfxfn1AcqMyzakwdM_UGELmrEGtLXZiYPKOTDKz_FzXweIDbzKG-JIlnqKeFJ7rnI6hvFg=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:43.689Z,,,
https://www.google.com/maps/place/Baum+Boulevard+Automotive/data=!4m7!3m6!1s0x8834f23bdcfe2a63:0x3131a550256a5191!8m2!3d40.4544512!4d-79.9487623!16s%2Fg%2F1tgc0fc2!19sChIJYyr-3DvyNIgRkVFqJVClMTE,Baum Boulevard Automotive,4.5,374,Auto repair shop,,"4741 Baum Blvd, Pittsburgh, PA 15213, United States","F332+QF Pittsburgh, Pennsylvania, USA",http://baumblvdauto.com/,+1 412-682-1866,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerpDktV6l9Ne6wPoAdnaJbQL1G5OzAv3CcqnqRpOgkZhPZdV_Lqhdx-Tg55lyzAd4zbhfT4V3G1TJH5gTSd7ZgNZjCLIhthWL0JlWI8RdxtsTHgLQ4n385Asi-o26b074P8HaF7=w426-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:04:48.538Z,,LGBTQ+ friendly,
