placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error
https://www.google.com/maps/place/Champaign+Public+Works+Department/data=!4m7!3m6!1s0x880cd0a8264cc6d3:0x74a47c1cb2bdf8a4!8m2!3d40.1319621!4d-88.2538283!16s%2Fg%2F1thgc0nv!19sChIJ08ZMJqjQDIgRpPi9shx8pHQ,Champaign Public Works Department,2.3,28,Public works department,"702 Edgebrook Dr #8, Champaign, IL 61820, United States","4PJW+QF Champaign, Illinois, USA",https://champaignil.gov/public-works/,+1 217-403-4700,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aEylZX2s2Hpo_Yvglc01lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.38626&pitch=0&thumbfov=100,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Urbana+Champaign+IL/@40.1105875,-88.2072697,14z",2025-10-28T18:32:54.310Z,
https://www.google.com/maps/place/Upkeep+Maintenance+Services/data=!4m7!3m6!1s0x880cd7bc0b5b9c3f:0xde2842238972039a!8m2!3d40.1060798!4d-88.1936437!16s%2Fg%2F1ttphgnz!19sChIJP5xbC7zXDIgRmgNyiSNCKN4,Upkeep Maintenance Services,3.3,12,Cleaning service,"811 S Glover Ave, Urbana, IL 61802, United States","4R44+CG Urbana, Illinois, USA",http://www.upkeepmaintenance.com/,+1 217-328-1984,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOi7nhWaY3k81IzF_gkP3DTEufZuS3yUJRK3N2I=w417-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Urbana+Champaign+IL/@40.1105875,-88.2072697,14z",2025-10-28T18:32:59.946Z,
"https://www.google.com/maps/place/Parking+Lot/@40.3083672,-88.1558785,14z/data=!4m6!3m5!1s0x880d2129075b5ecf:0xd6c519a8a6450e5a!8m2!3d40.2925987!4d-88.1630841!16s%2Fg%2F11r9bdg4nw",Parking Lot,,,Parking lot,"1112 Enterprise Dr, Rantoul, IL 61866, United States","7RVP+2Q Rantoul, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WU9-NJ6_tLQni4rTmBdKzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.92189&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Rantoul+Champaign+IL/@40.3083672,-88.1558785,14z",2025-10-28T18:33:07.300Z,
"https://www.google.com/maps/place/Parking+Lot/@40.1953106,-88.4042234,14z/data=!4m6!3m5!1s0x880cc7be922753c9:0x648acafa60f5839d!8m2!3d40.1943496!4d-88.4104773!16s%2Fg%2F11r9btgl78",Parking Lot,2.0,1,Parking lot,"208 W Dunbar St, Mahomet, IL 61853, United States","5HVQ+PR Mahomet, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4TLuuSVA5TCJRvSEJbq00Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.4170823&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mahomet+Champaign+IL/@40.1953106,-88.4042234,14z",2025-10-28T18:33:15.289Z,
https://www.google.com/maps/place/Parking+Lot/data=!4m7!3m6!1s0x880cd39f52f385a3:0xe5c094eff79716c6!8m2!3d40.0480917!4d-88.2500329!16s%2Fg%2F11h3cswyzj!19sChIJo4XzUp_TDIgRxhaX9--UwOU,Parking Lot,5.0,6,Parking lot,"203 E Church St, Savoy, IL 61874, United States","2PXX+6X Savoy, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ogo_DlBB5gHMPN-SXJI1Hw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.367039&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Savoy+Champaign+IL/@40.054753,-88.2517165,14z",2025-10-28T18:33:27.901Z,
https://www.google.com/maps/place/Parking+Lot/data=!4m7!3m6!1s0x880cd135cd110013:0x7c8199e4aa8a2f7a!8m2!3d40.0540457!4d-88.2484352!16s%2Fg%2F11h3csrq69!19sChIJEwARzTXRDIgRei-KquSZgXw,Parking Lot,5.0,1,Parking lot,"100 Village Park Way, Savoy, IL 61874, United States","3Q32+JJ Savoy, Illinois, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D1-bfCB0eJib_xqZ6jBHVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.232124&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Savoy+Champaign+IL/@40.054753,-88.2517165,14z",2025-10-28T18:33:33.282Z,
https://www.google.com/maps/place/Flightstar/data=!4m7!3m6!1s0x880cd3c4a7e14037:0x897589d2fdf092b6!8m2!3d40.039542!4d-88.27049!16s%2Fg%2F1tfl0st0!19sChIJN0Dhp8TTDIgRtpLw_dKJdYk,Flightstar,4.9,19,Fixed-base operator,"7 Airport Rd, Savoy, IL 61874, United States","2PQH+RR Savoy, Illinois, USA",https://www.flightstar.com/,+1 217-351-7700,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMynMqNTKtEWmKKB9ruYlCFqLDD87wWJkVQjlXy=w647-h240-k-no,true,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Savoy+Champaign+IL/@40.054753,-88.2517165,14z",2025-10-28T18:33:40.409Z,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+St.+Joseph+Champaign+IL/@40.1117007,-88.0417048,14z",2025-10-28T18:33:49.811Z,No new results found
https://www.google.com/maps/place/City+of+Champaign+Human+Resources+Department/data=!4m7!3m6!1s0x880cd74b88878e11:0x1015a9adc85b21b1!8m2!3d40.1164998!4d-88.2432883!16s%2Fg%2F1tgpt5t3!19sChIJEY6HiEvXDIgRsSFbyK2pFRA,City of Champaign Human Resources Department,3.0,2,City government office,"102 N Neil St, Champaign, IL 61820, United States","4Q84+HM Champaign, Illinois, USA",http://champaignil.gov/hr/,+1 217-403-8770,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIwrEmlng0JIlXahMN7iP3I2oEaYZZMNUEAohQUQCEK3sP-VZwJ56N79vI_mhqSmXFKxLhfZ6PHuoWnfJsgEg0LuEg525r5uQ869eU_UzKgrT8TtOfl2WouwQ38C05fMqTVHAz=w408-h346-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Monticello+Champaign+IL/@40.1162884,-88.2435155,14z",2025-10-28T18:34:03.968Z,
"https://www.google.com/maps/place/Parking+Lot/@39.9861415,-88.2589387,14z/data=!4m6!3m5!1s0x880cd369174004f9:0x7c66616e3d79ef1a!8m2!3d39.9876105!4d-88.267006!16s%2Fg%2F11nfqt67dj",Parking Lot,,,Parking lot,"505 W Holden St, Tolono, IL 61880, United States","XPQM+25 Tolono, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=__os_BBHVDZzWZRP1m39IA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.2222&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tolono+Champaign+IL/@39.9861415,-88.2589387,14z",2025-10-28T18:34:10.682Z,
https://www.google.com/maps/place/Fisher+Park+Parking+Lot/data=!4m7!3m6!1s0x880ce9a6dae6ad77:0x94b71a0d9fc6e0dd!8m2!3d40.3136793!4d-88.3484161!16s%2Fg%2F11j2ly4587!19sChIJd63m2qbpDIgR3eDGnw0at5Q,Fisher Park Parking Lot,,,Parking lot,"100 E School St, Fisher, IL 61843, United States","8M72+FJ Fisher, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YWWQo-S0pmH_i58hr-OYeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=22.91332&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fisher+Champaign+IL/@40.3147554,-88.3500541,14z",2025-10-28T18:34:22.026Z,
https://www.google.com/maps/place/Champaign+Parking+System-Fines/data=!4m7!3m6!1s0x880cd0a839f79867:0x43e4005cbff8ca20!8m2!3d40.1312185!4d-88.2541988!16s%2Fg%2F1tf48q_n!19sChIJZ5j3OajQDIgRIMr4v1wA5EM,Champaign Parking System-Fines,1.0,1,,"713 Edgebrook Dr, Champaign, IL 61820, United States","4PJW+F8 Champaign, Illinois, USA",,+1 217-403-7050,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H8w1h1WI8d3PSC1016RNhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.06198&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fisher+Champaign+IL/@40.3147554,-88.3500541,14z",2025-10-28T18:34:26.937Z,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sidney+Champaign+IL/@40.1162884,-88.2435155,14z",2025-10-28T18:34:36.129Z,No new results found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Broadlands+Champaign+IL/@39.9086455,-87.9942016,14z",2025-10-28T18:34:48.083Z,No new results found
"https://www.google.com/maps/place/Champaign+Public+Works+Department/@40.0362096,-87.9580758,14z/data=!4m6!3m5!1s0x880cd0a8264cc6d3:0x74a47c1cb2bdf8a4!8m2!3d40.1319621!4d-88.2538283!16s%2Fg%2F1thgc0nv",Champaign Public Works Department,2.3,28,Public works department,"702 Edgebrook Dr #8, Champaign, IL 61820, United States","4PJW+QF Champaign, Illinois, USA",https://champaignil.gov/public-works/,+1 217-403-4700,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aEylZX2s2Hpo_Yvglc01lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.38626&pitch=0&thumbfov=100,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homer+Champaign+IL/@40.0362096,-87.9580758,14z",2025-10-28T18:34:57.964Z,Already found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sadorus+Champaign+IL/@39.9669758,-88.3464425,14z",2025-10-28T18:35:08.752Z,No new results found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Royal+Champaign+IL/@40.2138865,-88.2461183,14z",2025-10-28T18:35:18.303Z,No new results found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ivesdale+Champaign+IL/@39.9433658,-88.4553363,14z",2025-10-28T18:35:28.035Z,No new results found
https://www.google.com/maps/place/Truck+Parking+Club/data=!4m7!3m6!1s0x880cdbca4959f753:0x9f42e8bffe80fa14!8m2!3d40.15431!4d-88.27569!16s%2Fg%2F11xkms0894!19sChIJU_dZScrbDIgRFPqA_r_oQp8,Truck Parking Club,,,Parking lot,"3302 N Mattis Ave, Champaign, IL 61822, United States","5P3F+PP Champaign, Illinois, USA",https://truckparkingclub.com/truck-parking/illinois/champaign/3302-n-mattis-ave-61822?advocate=DPW922&utm_source=pm_marketing_link&utm_medium=referral&utm_campaign=gmb_marketing_link&el=Champaign-Illinois-61822-DPW922-1&htrafficsource=gmb,+1 217-745-8161,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNS_-ZFiz_4In5RSOD20vP49eQ0d4XbP2WNvEYn=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ogden+Champaign+IL/@40.1139237,-87.9561449,14z",2025-10-28T18:35:43.608Z,
https://www.google.com/maps/place/Neil+%26+Washington+Lot/data=!4m7!3m6!1s0x880cd74daed870db:0x64813f6c59e07427!8m2!3d40.1198348!4d-88.2437191!16s%2Fg%2F12ml2vnn2!19sChIJ23DYrk3XDIgRJ3TgWWw_gWQ,Neil & Washington Lot,3.0,2,Parking lot,"415 N Neil St, Champaign, IL 61820, United States","4Q94+WG Champaign, Illinois, USA",http://www.ci.champaign.il.us/parking,+1 217-403-4700,Open ⋅ Closes 3 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAKB4oogWjUeGz7C0i_dnPk3hyGAl8PO0F8upIrGIJmL1zZcEEXoYcwnG8tHsIPs78gup_4dB-4aGnO-l--XGn0DGQKniasHOlcVIM8D0Qng5JYyRIB6QTWRsssHoZnetbE03W=w426-h240-k-no,false,6 am–3 am,6 am–3 am,6 am–3 am,6 am–3 am,6 am–3 am,6 am–12 am,6 am–3 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ogden+Champaign+IL/@40.1139237,-87.9561449,14z",2025-10-28T18:35:49.227Z,
"https://www.google.com/maps/place/University+of+Illinois+Parking+Department/@40.3189222,-88.2819959,14z/data=!4m6!3m5!1s0x880cd7debb908f73:0xe6e1da53566415cc!8m2!3d40.1158597!4d-88.2248908!16s%2Fg%2F11fk424lk3",University of Illinois Parking Department,1.7,57,Parking lot,"1201 W University Ave, Urbana, IL 61801, United States","4Q8G+82 Urbana, Illinois, USA",https://parking.illinois.edu/,+1 217-333-3530,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQd-nBQK4p81ruS0Xeu-cO03w1BRH0dwEyAMsCKV1S_obOQsQG-hoybn19j1lYMfy5nJq3N8YOvkkSIDYLZexiG2psgBYhx5CwOO3xJQqrJVMGcG1Nvxle5-a9GL9H4sdShuTyYQ=w426-h240-k-no,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dewey+Champaign+IL/@40.3189222,-88.2819959,14z",2025-10-28T18:35:58.461Z,Already found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ludlow+Champaign+IL/@40.3869787,-88.1275437,14z",2025-10-28T18:36:07.245Z,No new results found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Foosland+Champaign+IL/@40.3614224,-88.4281125,14z",2025-10-28T18:36:15.453Z,No new results found
https://www.google.com/maps/place/Truck+Parking+Club/data=!4m7!3m6!1s0x880cd9573db8aef1:0x8f3652d52a988041!8m2!3d40.142137!4d-88.238508!16s%2Fg%2F11xz3zsp1d!19sChIJ8a64PVfZDIgRQYCYKtVSNo8,Truck Parking Club,5.0,1,Parking lot,"2304 N Market St, Champaign, IL 61822, United States","4QR6+VH Champaign, Illinois, USA",https://truckparkingclub.com/truck-parking/illinois/champaign/2304-n-market-st-61822?advocate=QFT742&utm_source=pm_marketing_link&utm_medium=referral&utm_campaign=gmb_marketing_link&el=Champaign-Illinois-61822-QFT742-1&htrafficsource=gmb,+1 217-669-4267,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPFySd_UvObTsEoVq1OkN5ZLfszKNs6sSDzNscj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Penfield+Champaign+IL/@40.3035891,-87.9464879,14z",2025-10-28T18:36:29.401Z,
