placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,thursday,friday,saturday,sunday,monday,tuesday,wednesday,info,attributes,error
https://www.google.com/maps/place/Amarillo+Building/data=!4m7!3m6!1s0x87014efa4ac062e9:0xaecfa23197039267!8m2!3d35.2103729!4d-101.8361167!16s%2Fg%2F1v44qw8y!19sChIJ6WLASvpOAYcRZ5IDlzGiz64,Amarillo Building,3.9,91,Commercial real estate agency,"301 S Polk St, Amarillo, TX 79101, United States","6567+4H Amarillo, Texas, USA",http://amarillobuilding.net/,+1 806-342-4700,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMItioh8b90yz7p0bqtIG-rYQlzFlp7AeagH3ya=w408-h408-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:26.319Z,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Sterling+Properties/data=!4m7!3m6!1s0x87014effbefb3dd3:0xa99f1889aeddd5fb!8m2!3d35.2032024!4d-101.8420469!16s%2Fg%2F1td_5mtq!19sChIJ0z37vv9OAYcR-9XdrokYn6k,Sterling Properties,5.0,1,Commercial real estate agency,"1018 S Van Buren St, Amarillo, TX 79101, United States","6535+75 Amarillo, Texas, USA",http://www.sterling-companies.com/,+1 806-373-1076,Closed ⋅ Opens 1 pm,https://lh3.googleusercontent.com/p/AF1QipPCIdX1X87EkZ5G0OnZkzXjT4MJUu5Nyq-mNyzC=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:31.693Z,"8:30 am–12 pm, 1–4 pm","8:30 am–12 pm, 1–4 pm",Closed,Closed,"8:30 am–12 pm, 1–4 pm","8:30 am–12 pm, 1–4 pm","8:30 am–12 pm, 1–4 pm",,,
https://www.google.com/maps/place/LEMC+Realty/data=!4m7!3m6!1s0x87014e506f5b8b5d:0x837bc01bc5c430fa!8m2!3d35.210512!4d-101.8526126!16s%2Fg%2F1td_c3st!19sChIJXYtbb1BOAYcR-jDExRvAe4M,LEMC Realty,2.9,44,Real estate agency,"506 S Lipscomb St, Amarillo, TX 79101, United States","646W+6X Amarillo, Texas, USA",https://www.331-rent.com/,+1 806-373-8333,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noFmQB2HrOofY_rqIy_9SYdpSlWZxGcSW_lSXE20DROZqbfVRnTCnL88CARswLcXX6cFbyak9vWiUBE8b50qzidpZfwK3R7gBLwsR5i6Fp5EWWnUG_iqZ9Tazt-wvcLCUs0HZgs=w408-h306-k-no,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:36.626Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Executive+Realty/data=!4m7!3m6!1s0x87014f8b08a45c61:0xc898cd70940837a8!8m2!3d35.1907795!4d-101.8643216!16s%2Fg%2F11jmzc7fmr!19sChIJYVykCItPAYcRqDcIlHDNmMg,Executive Realty,4.9,61,Real estate agent,"2201 Civic Cir Suite 901, Amarillo, TX 79109, United States","54RP+87 Amarillo, Texas, USA",https://www.executiverealtyamarillo.com/,+1 806-679-4206,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMrDSDqv1GTjWOH7LB6umtonALPi1JKSulvgqvQ=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:42.115Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,,,
https://www.google.com/maps/place/Pace+Realty+Texas%2FReal+Estate+%2FProperty+Management+Services/data=!4m7!3m6!1s0x8701503b5c64bf2f:0x8fefdaf5f619356!8m2!3d35.1547372!4d-101.8811558!16s%2Fg%2F11byv26_ss!19sChIJL79kXDtQAYcRVpNhX6_9_gg,Pace Realty Texas/Real Estate /Property Management Services,3.6,87,Property management company,"4005 SW 50th Ave, Amarillo, TX 79109, United States","5439+VG Amarillo, Texas, USA",http://pacerealtytexas.com/,+1 806-414-2300,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMO15BW2fOcHuWYw_jjSXnBccYjUvVBckEjOJNC=w408-h544-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:47.078Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Mays+Inc./data=!4m7!3m6!1s0x87014efe5d0dd4df:0x34f8b1430eed37b0!8m2!3d35.2041093!4d-101.8392213!16s%2Fg%2F1tslk53r!19sChIJ39QNXf5OAYcRsDftDkOx-DQ,Mays Inc.,4.4,7,Commercial real estate agency,"914 S Tyler St, Amarillo, TX 79101, United States","6536+J8 Amarillo, Texas, USA",https://www.mayscre.com/,+1 806-376-5417,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wFthetDPwNCeqNd96Kuv9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.1001&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:52.293Z,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/Golden+Spread+Property+Management/data=!4m7!3m6!1s0x87014551d7d40a71:0xea37abf8f653b48!8m2!3d35.2078038!4d-101.843834!16s%2Fg%2F1tsjf2lt!19sChIJcQrU11FFAYcRSDtlj796ow4,Golden Spread Property Management,,,Property management company,"600 SW 7th Ave, Amarillo, TX 79101, United States","6554+4F Amarillo, Texas, USA",,+1 806-322-0068,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FIuBYUpks7VcsJB3Q0wGpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.4503365&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:55.101Z,,,,,,,,,,
https://www.google.com/maps/place/Place+One+Office+Building%2FLeasing/data=!4m7!3m6!1s0x87014efd014692a1:0x41a2c0c8e9193d62!8m2!3d35.2047966!4d-101.8344195!16s%2Fg%2F1tp8_hbk!19sChIJoZJGAf1OAYcRYj0Z6cjAokE,Place One Office Building/Leasing,4.2,17,Business center,"801 S Fillmore St, Amarillo, TX 79101, United States","6538+W6 Amarillo, Texas, USA",https://www.patdavisproperties.com/properties/place-one-office-building/,+1 806-355-7200,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqq2lvJ8vijFyBfDpniIFjEJZ8Z4-XG99mUr6c51aAEFuE8UuUw2i8Q-xSKTIteiSqWSiTxGJ8HQ8U1Nf3yIiHH1G7KpVDKm5cYgPOuHpJwz_aaMTWz2nM7R4m_JgXGkug7u7yJ=w408-h544-k-no,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:01:58.121Z,,,,,,,,,,
https://www.google.com/maps/place/Amarillo+Management+Group/data=!4m7!3m6!1s0x87014fcba9daaaab:0x6f36c1578427a5b3!8m2!3d35.1962123!4d-101.869703!16s%2Fg%2F11ggq03xn8!19sChIJq6raqctPAYcRs6UnhFfBNm8,Amarillo Management Group,3.6,28,Marketing agency,"1616 S Kentucky St suite 430, Amarillo, TX 79102, United States","54WJ+F4 Amarillo, Texas, USA",,+1 806-398-0054,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T2jNtqbTX8wJPCf_MBICRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.742035&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:03.324Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Your+Property+Guys/data=!4m7!3m6!1s0x87014f074d526e45:0x9d95f0f98564cb2a!8m2!3d35.1962364!4d-101.842799!16s%2Fg%2F1tp_6vlk!19sChIJRW5STQdPAYcRKstkhfnwlZ0,Your Property Guys,4.3,4,Property management company,"1619 S Van Buren St, Amarillo, TX 79102, United States","55W4+FV Amarillo, Texas, USA",,+1 806-350-4974,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vi1PNRxgmDD5KayNejNZJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.95168&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:08.221Z,,,,,,,,,,
https://www.google.com/maps/place/Mitchell+Property+Group/data=!4m7!3m6!1s0x87014fdda612f931:0x8fd9a3ff8e0b374f!8m2!3d35.1451862!4d-101.8846721!16s%2Fg%2F1tggbf1f!19sChIJMfkSpt1PAYcRTzcLjv-j2Y8,Mitchell Property Group,4.8,144,Real estate consultant,"6014 S Western St Ste. 300, Amarillo, TX 79110, United States","44W8+34 Amarillo, Texas, USA",https://www.amarillorenthouses.com/,+1 806-359-7653,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPgvbZHvY5ngC1qBRXi4SRg_Fr8AVtBrlcFPPhr=w427-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:13.694Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Au+Properties/data=!4m7!3m6!1s0x87014e542ddbc7eb:0xa00e1254672e249e!8m2!3d35.186378!4d-101.627367!16s%2Fg%2F1tcv1x69!19sChIJ68fbLVROAYcRniQuZ1QSDqA,Au Properties,2.9,42,Property management company,,,,+1 806-331-6803,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNBwCvEAxCOOeXSSQZMgXiZzrNitp7IrutjSRbV=w408-h415-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:18.844Z,10 am–6 pm,10 am–6 pm,Closed,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,,,
https://www.google.com/maps/place/806+Property+Services/data=!4m7!3m6!1s0xaf9f8756d65a5e47:0xa9ceca42f28b0df7!8m2!3d35.1903723!4d-101.8686116!16s%2Fg%2F11s5vxt4b0!19sChIJR15a1laHn68R9w2L8kLKzqk,806 Property Services,5.0,3,Real estate consultant,"2766 Duniven Cir, Amarillo, TX 79109, United States","54RJ+4H Amarillo, Texas, USA",https://www.onereal.com/whitney-brewer,+1 806-341-9505,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ndYkAAXjYKF3rYrZLp01FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.83951&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:24.142Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as women-owned,,
"https://www.google.com/maps/place/Patton+Property+Management+-+Amarillo,+TX/data=!4m7!3m6!1s0x870151a411e8dcc9:0xf85c925d8344e3ff!8m2!3d35.1660849!4d-101.9373954!16s%2Fg%2F11vwgk65nl!19sChIJydzoEaRRAYcR_-NEg12SXPg","Patton Property Management - Amarillo, TX",3.0,2,Property management company,"3955 S Soncy Rd, Amarillo, TX 79119, United States","5387+C2 Amarillo, Texas, USA",https://ppm.rent/,+1 806-599-2815,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMN7uQIeKZfbChGR6tqYMpQO7sqA819c9Ro7EHLhp7QAAR_nKVCmLzXpNmjiwCU0hQ5aj_txRzUaXJUsU1vO6-59KqaOy0UqTJCqz2mYwh7MD7M_LensTflloah54ZLkrc_96b=w408-h544-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:29.182Z,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,,,
"https://www.google.com/maps/place/Star+State+Properties,+LLC/data=!4m7!3m6!1s0x8701510a1cfee227:0x64c7c4888396b48e!8m2!3d35.1653399!4d-101.889627!16s%2Fg%2F11jtw1p4g_!19sChIJJ-L-HApRAYcRjrSWg4jEx2Q","Star State Properties, LLC",3.6,22,Property management company,"4300 Teckla Blvd #3B, Amarillo, TX 79109, United States","5486+44 Amarillo, Texas, USA",http://www.starstateprops.com/,+1 806-641-8671,,https://lh3.googleusercontent.com/p/AF1QipPBkqnIqkgQF44LfglPKVJoCvN3X3TlOC99xXeL=w408-h366-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:34.527Z,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Maureen+Mack+Properties/data=!4m7!3m6!1s0x8701503b5c86d7db:0x57036f073f19218e!8m2!3d35.180303!4d-101.9017285!16s%2Fg%2F1tf58bmk!19sChIJ29eGXDtQAYcRjiEZPwdvA1c,Maureen Mack Properties,4.0,17,Property management company,"3131 Bell St Suite 208, Amarillo, TX 79106, United States","53JX+48 Amarillo, Texas, USA",https://maureenmackproperties.net/,+1 806-355-1909,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ziDYnVZxReSJ2fCTsfA5mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.70993&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:39.431Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Cashwell+Properties/data=!4m7!3m6!1s0x87014f38f24a4837:0x12558262e14a0618!8m2!3d35.1669288!4d-101.8317184!16s%2Fg%2F11fqlgs3vp!19sChIJN0hK8jhPAYcRGAZK4WKCVRI,Cashwell Properties,2.8,27,Property management company,"4304 Tradewind St, Amarillo, TX 79118, United States","5589+Q8 Amarillo, Texas, USA",http://www.cashwell.managebuilding.com/,+1 806-340-3922,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5rqUd5GrJ-GuJfaAie_agw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.25867&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:42.575Z,,,,,,,,,,
https://www.google.com/maps/place/Gaut+Whittenburg+Emerson+Commercial+Real+Estate/data=!4m7!3m6!1s0x87014efead09e2a5:0x7f7ccafd3ae4fd6d!8m2!3d35.2075442!4d-101.8385493!16s%2Fg%2F1hm25g1pb!19sChIJpeIJrf5OAYcRbf3kOv3KfH8,Gaut Whittenburg Emerson Commercial Real Estate,4.7,21,Commercial real estate agency,"600 S Tyler St #101, Amarillo, TX 79101, United States","6556+2H Amarillo, Texas, USA",http://www.gwamarillo.com/,+1 806-373-3111,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPiWKghSSWO3wZsGbHWSCjDyQYSry1tWAEmRpyi=w408-h408-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:47.864Z,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Lori+Horner+Realty+Group/data=!4m7!3m6!1s0x87014f087fe7b21f:0xc3ef614f984afdc1!8m2!3d35.1854718!4d-101.8746963!16s%2Fg%2F11bztftkdm!19sChIJH7LnfwhPAYcRwf1KmE9h78M,Lori Horner Realty Group,5.0,350,Real estate agency,"2600 Paramount Blvd Ste B3, Amarillo, TX 79109, United States","54PG+54 Amarillo, Texas, USA",https://www.lorihorner.com/,+1 806-452-5250,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqh1njr2WXEyeNZfQ9iw9W0kJzWfkyYpcKjrZALD5qoGz2d-yas4Fk0T6PoDy2Wh155uxOeukIznIXx8f4zrlqwH7NG2em-r6gMAosQT-NvEEyEn0nkRzvpZ-kHoI5k2-HJPxs=w408-h544-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-09-25T17:02:53.134Z,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
