placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
https://www.google.com/maps/place/Lons+Tire+%26+Auto+Clinic/data=!4m7!3m6!1s0x887539bd6dbf0c75:0xb9b43314c7413908!8m2!3d39.7874688!4d-89.6443609!16s%2Fg%2F1tg9tfpq!19sChIJdQy_bb05dYgRCDlBxxQztLk,Lons Tire & Auto Clinic,4.3,111,Auto repair shop,,"831 S Grand Ave E, Springfield, IL 62703, United States","Q9P4+X7 Springfield, Illinois, USA",,+1 217-492-5100,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerOUvKeJ_5eC3eYd0sJxYZJ_wqotntnep5isUAd0mr8pb6cv4X078IdDnHOiFul7nqCi-vJAfRsREaFnDwoVRChy5hYTMAHSuxlnL8snEwZPeBOpfsKjNW7LaP08jz4nE3Wzpzi=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:42:49.573Z,,
https://www.google.com/maps/place/Let%27s+Roll+Tire+and+Auto/data=!4m7!3m6!1s0x88753a218cd00001:0x2bd0ecd99c4a8b0d!8m2!3d39.7951893!4d-89.6164165!16s%2Fg%2F11hck28g6d!19sChIJAQDQjCE6dYgRDYtKnNns0Cs,Let's Roll Tire and Auto,4.3,50,Tire shop,,"2645 E Cook St, Springfield, IL 62703, United States","Q9WM+3C Springfield, Illinois, USA",,+1 217-572-1226,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerb5TYJsoJ9j3A5ni-4bX0GbN0bPUPdHJLuEaaTKh4sNKXF9ric_5no6ZMDfCwvHipma5fs-MVpaCvCjWcal96918zCo4gtM4cOibi74hygR28bfKwz7KS-vfo9mA1_igoC6Ud8=w408-h541-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:42:54.489Z,,
https://www.google.com/maps/place/Law+Automotive/data=!4m7!3m6!1s0x887538190c2863fd:0xaa037d5d46817d5b!8m2!3d39.8093688!4d-89.6848135!16s%2Fg%2F1tjtk09y!19sChIJ_WMoDBk4dYgRW32BRl19A6o,Law Automotive,4.9,494,Auto repair shop,,"1817 W Jefferson St, Springfield, IL 62702, United States","R858+P3 Springfield, Illinois, USA",http://lawautomotive.com/,+1 217-337-9891,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepv7EPG9z0jylbGs7YVqsZTEN4UoOVVEO53U5JuEt9mGQ2Do_PNBXVtliELAvtWEf3YvOvJifZXxPIYk9RZbj-IdjE9p_uRwmkCUJK6SpWcneMTd2Xp7-0I1FvC7ibI5xy1XtQL=w408-h272-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:42:59.682Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x887538fbfd8fc8b3:0xac340bdfd1f96ce7!8m2!3d39.7698724!4d-89.6678267!16s%2Fg%2F1tdfcvxf!19sChIJs8iP_fs4dYgR52z50d8LNKw,Firestone Complete Auto Care,4.2,302,Tire shop,· In-store shopping · Kerbside pickup,"2700 S MacArthur Blvd, Springfield, IL 62704, United States","Q89J+WV Springfield, Illinois, USA",https://www.firestonecompleteautocare.com/illinois/springfield/2700-s-macarthur-blvd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 217-717-3468,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqifmmxTfGpXM4D8cUW59_EPsuAySZBLmrI36t-3oQ3hbmy7LF5-LdCxUp8_EkX1Z5wAClklFPMx2w517D4DetBNyDF-p8gK31LGvPHMxbD0UNvS59jeIU-UPzMMvfxFNxzaA6AaEONNfY=w408-h307-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:04.819Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Lauterbach+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x887538ed655e5eb7:0x52b933c1337e0618!8m2!3d39.7644446!4d-89.6799837!16s%2Fg%2F1tgq7djg!19sChIJt15eZe04dYgRGAZ-M8EzuVI,Lauterbach Tire & Auto Service,4.4,160,Tire shop,· In-store shopping,"1569 Wabash Ave, Springfield, IL 62704, United States","Q87C+Q2 Springfield, Illinois, USA",https://www.lauterbachtire.com/,+1 217-546-2600,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepn5RePCvdTrZkpOQa8GSXfk5-fIbaf8Meag7F1nP19HPTEeiq7LwTfs6LYyoSmfOGBtf7rc4rtYE-_KOsg9-vIQjEGExVeHAzI1r4PALj2x4hCSz66j7t7GjGKEJ2prX_75pQ=w408-h304-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:09.813Z,Identifies as women-owned,
https://www.google.com/maps/place/O%27Dell%27s+Garage/data=!4m7!3m6!1s0x88753a6d57ae8ac1:0x84afcb915f39d7b4!8m2!3d39.8055416!4d-89.6063607!16s%2Fg%2F1w0r0ns9!19sChIJwYquV206dYgRtNc5X5HLr4Q,O'Dell's Garage,4.5,88,Tire shop,· In-store pick-up,"421 N Dirksen Pkwy, Springfield, IL 62702, United States","R94V+6F Springfield, Illinois, USA",,+1 217-544-5333,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-8vFJAJIUxzIa4g6QNXX9yQm7wVsBZbzlsORtzZ6_oCgodNmW4y7YTPx0GGAX38zubK-GCv6pS-0eqU91ePjBw0YDt9-daWS1PBxKc1yhpQ8Y61xqIDPokCRRN35h518P2ojd=w408-h544-k-no,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:14.850Z,,
https://www.google.com/maps/place/Eurosport/data=!4m7!3m6!1s0x887539a033651183:0xd899f1d22c78b47a!8m2!3d39.7774819!4d-89.6447191!16s%2Fg%2F1tq6kv1h!19sChIJgxFlM6A5dYgRerR4LNLxmdg,Eurosport,4.6,122,Car repair and maintenance service,,"2160 S 9th St, Springfield, IL 62703, United States","Q9G4+X4 Springfield, Illinois, USA",https://eurosportrepair.com/,+1 217-523-9804,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweokrLJ4tIB2Wd0IEC9u3esSa5iKTAo4_3KAnM_ktjgVl4ozHu2EAs3uGkm7il4EcYH-0N9LgeyDw8tKJT_iQFxVix0henwCPurCUbO91mCz7w1aVlRfAg7zLH2L-6kOlBostUOB=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:19.791Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Wingfoot+Commercial+Tire+Systems/data=!4m7!3m6!1s0x88753a6d5737074f:0x8ad80012250a4269!8m2!3d39.8059895!4d-89.6052948!16s%2Fg%2F1tdgk_wx!19sChIJTwc3V206dYgRaUIKJRIA2Io,Wingfoot Commercial Tire Systems,4.6,5,Tire shop,,"430 N Dirksen Pkwy, Springfield, IL 62702, United States","R94V+9V Springfield, Illinois, USA",https://www.wingfootct.com/products/,+1 217-528-5617,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ijntuywH9FadxryHwPb1ZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.82365&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:24.617Z,,
https://www.google.com/maps/place/Ben+Tire+Distributors+Ltd/data=!4m7!3m6!1s0x88753a3fb243fc71:0x30e158734ebc82!8m2!3d39.7930161!4d-89.6081342!16s%2Fg%2F1v2gfh_2!19sChIJcfxDsj86dYgRgrxOc1jhMAA,Ben Tire Distributors Ltd,4.3,19,Tire shop,,"840 Commercial St, Springfield, IL 62703, United States","Q9VR+6P Springfield, Illinois, USA",https://bentiredistributors.com/,+1 217-522-4646,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAq-al8rFoFoMZdyXVqqjD4MBHAwhwCSePlsd7V0EOl6z9l3uI2mejSojfUeshopVLEfQbqAwBrM23wYrkV31odWAV7KsTGKoMOq9Q8B9b5hipJ1RtiThnkHaZHLkOuBdHAe5U=w408-h544-k-no,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:29.442Z,,
https://www.google.com/maps/place/Wertz+Alignment+%26+Springs+Inc/data=!4m7!3m6!1s0x887530a7f324c14d:0xb17d85e7f1705845!8m2!3d39.8158854!4d-89.6147415!16s%2Fg%2F1tg6l998!19sChIJTcEk86cwdYgRRVhw8eeFfbE,Wertz Alignment & Springs Inc,4.8,17,Wheel alignment service,,"2434 N Grand Ave E, Springfield, IL 62702, United States","R98P+94 Springfield, Illinois, USA",,+1 217-522-3558,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bGelxmkIjflhsm4cOo-FVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.61572&pitch=0&thumbfov=100,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:35.175Z,,
https://www.google.com/maps/place/Derringer+Auto+Care/data=!4m7!3m6!1s0x887539bc9baac79f:0x36f00e30922aea87!8m2!3d39.7866648!4d-89.6487284!16s%2Fg%2F11b5zvw4sg!19sChIJn8eqm7w5dYgRh-oqkjAO8DY,Derringer Auto Care,4.4,245,Muffler shop,,"1401 S 6th St, Springfield, IL 62703, United States","Q9P2+MG Springfield, Illinois, USA",http://derringerauto.com/,+1 217-528-8108,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweriXQuIX2eqkgqUgAQ09aOV7-rKb5e2IYJTbnXWtPJI58qAalYNmQb3vQy3P2Rxjc0Th9GCKJdvU40tv2zAMgYJ1mdp7JqBZup4NqJwEFUuZVYbIm6wNiP4FPx2qZCrWX1Q00c=w408-h270-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:40.180Z,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x8875477b16758eb5:0xab0f2540a773d35!8m2!3d39.7677521!4d-89.7073499!16s%2Fg%2F1tfh_bjb!19sChIJtY51FntHdYgRNT13ClTysAo,Discount Tire,4.3,782,Tire shop,· In-store shopping · Kerbside pickup,"2871 S Veterans Pkwy, Springfield, IL 62704, United States","Q79V+43 Springfield, Illinois, USA",https://www.discounttire.com/store/il/springfield/s/1537,+1 217-546-3130,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRZumpk19NB6k07lShjSDR7qBZst1uSNqGAx9sTHqRnAPeoo_Bfeq9L9QYF3wSC5obMNoZFCPIL4SKyBWopWB8hEOPoOa6ceUkEzPMix1OPMGH-UCkhAjru5yR2g0UoIYZ9PBRMfKSs8uq=w436-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:45.207Z,,
https://www.google.com/maps/place/Wilkerson%27s+Service/data=!4m7!3m6!1s0x88753bc30d235a87:0x3bc15d7d1a09dbc7!8m2!3d39.7576027!4d-89.6124447!16s%2Fg%2F1tw1fl61!19sChIJh1ojDcM7dYgRx9sJGn1dwTs,Wilkerson's Service,4.8,249,Tire shop,,"2840 Adlai Stevenson Dr, Springfield, IL 62703, United States","Q95Q+22 Springfield, Illinois, USA",https://www.wilkersonservicecenter.net/,+1 217-529-0292,"Open · Closes 5:30 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq62sEIUJpCN7ARFh9Aff1PPGBTi377VDk1FHHSp1arzefPn9DC_AeDYulaCqa5U9jo7XZeaSODruNt5dLPDXbaX2Yikq6arYyzwVxoSzDeOQbcLCV_wBA7usQH_Q13N3FkFcwcyg=w408-h306-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7:30 am–1:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:50.037Z,,
https://www.google.com/maps/place/Car-X+Tire+%26+Auto/data=!4m7!3m6!1s0x88753912f4b3d1a9:0x631ff354d01e0a8f!8m2!3d39.7631816!4d-89.6458099!16s%2Fg%2F1td4qg6g!19sChIJqdGz9BI5dYgRjwoe0FTzH2M,Car-X Tire & Auto,4.8,612,Auto repair shop,,"750 E Linton Ave, Springfield, IL 62703, United States","Q973+7M Springfield, Illinois, USA",https://www.carx.com/springfield-il/750-east-linton?utm_source=Google+Business+Post&utm_medium=local&utm_campaign=springfield-il%2F750-east-linton&y_source=1_Njg3NjQ0My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 217-528-9700,"Open · Closes 5:30 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3XEaaIltXAlPP5EMCsZb5FIpdI_bLSGUxWuWidoQQhdhMBzm6jgHywk4UR4KVCjdm-1o8YbcMhntSfk3ZzZKil3hAv7X3avaktkAyfiwkTQVGjG980hiPjviwGp4eSdnp3iYX=w469-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:43:55.160Z,,
