placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Dad%27s+Electric.inc/data=!4m7!3m6!1s0x8814add52dccad93:0x43f9d6c9fa67f5c4!8m2!3d39.9788712!4d-86.1579007!16s%2Fg%2F11vt25ykbm!19sChIJk63MLdWtFIgRxPVn-snW-UM,Dad's Electric.inc,,,Electrician,,"13295 Illinois St Suite 126, Carmel, IN 46032, United States","XRHR+GR Carmel, Indiana, USA",,+1 317-640-1250,,,https://lh3.googleusercontent.com/p/AF1QipNNuVcZX1ZsSkPP-Lk2P6m4KbqO3_Qaz0p4SDT0=w408-h883-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:22:32.890Z,
https://www.google.com/maps/place/Mr.+Electric+of+Carmel/data=!4m7!3m6!1s0x886b5573ce8024ab:0x486f287951952196!8m2!3d39.9773422!4d-86.1461806!16s%2Fg%2F11kd8zybnx!19sChIJqySAznNVa4gRliGVUXkob0g,Mr. Electric of Carmel,4.4,22,Electrician,,,,https://mrelectric.com/carmel/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 317-280-3798,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipP6jQMaX-7PyJ2INGq5K7KGoAlUnzlkZd7U2tgQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:22:37.714Z,
https://www.google.com/maps/place/Branch+Electric+Lighting+and+Signs/data=!4m7!3m6!1s0x8814b316f811a917:0x6c339ffed1e94081!8m2!3d39.9511631!4d-86.0414102!16s%2Fg%2F11c0q_l754!19sChIJF6kR-BazFIgRgUDp0f6fM2w,Branch Electric Lighting and Signs,4.9,49,Electrician,,"11087 Allisonville Rd #304, Fishers, IN 46038, United States","XX25+FC Fishers, Indiana, USA",http://www.branchelectricindy.com/,+1 463-210-1544,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOLuhgy527GiMKEDjXJS4Zsi3va5vRRmr8toMs6=w408-h365-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:22:42.636Z,
https://www.google.com/maps/place/Midwest+Generator+Solutions/data=!4m7!3m6!1s0x886ca24289099b45:0x53e2f4a0d15094dd!8m2!3d39.4111995!4d-86.4148947!16s%2Fg%2F11dxjvdbl3!19sChIJRZsJiUKibIgR3ZRQ0aD04lM,Midwest Generator Solutions,4.9,249,Electric generator shop,,"200 Robert Curry Dr, Martinsville, IN 46151, United States","CH6P+F2 Martinsville, Indiana, USA",http://midwestgeneratorsolutions.com/?utm_campaign=gmb,+1 317-648-2115,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUPhlI46pawx-h2lYNLO3PmaFk_MSksVX0ZsXQmkUsmnyGZctSoU0GaZ6g3IpVdz1vRf1yxPg4Aju4bo66Gw0jA8ZiwSOcZf3fi5FSKcwkTo0qbUgusGix6zAAE11dVRurRqmhDg=w408-h270-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:22:47.407Z,
https://www.google.com/maps/place/The+Mower+Shop/data=!4m7!3m6!1s0x8814b40c5576c4d3:0xa972696d598291f1!8m2!3d39.9767728!4d-86.0045963!16s%2Fg%2F1thf94t3!19sChIJ08R2VQy0FIgR8ZGCWW1pcqk,The Mower Shop,4.8,1939,Lawn mower store,· In-store pick-up · Delivery,"12923 Ford Dr, Fishers, IN 46038, United States","XXGW+P5 Fishers, Indiana, USA",http://www.themowershop.com/,+1 317-849-9500,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOk5ApXMfCD0q9bY4MnRm_J1m8nMeIqAeCztaVP=w408-h408-k-no,true,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:22:52.592Z,
https://www.google.com/maps/place/Godby+Heating+Plumbing+Electrical/data=!4m7!3m6!1s0x886b55620b54b72f:0xb4458a6b54826eb!8m2!3d39.8944596!4d-86.2577662!16s%2Fg%2F11h0fq5kd!19sChIJL7dUC2JVa4gR6yZItaZYRAs,Godby Heating Plumbing Electrical,4.9,1098,HVAC contractor,,"7852 Moller Rd, Indianapolis, IN 46268, United States","VPVR+QV Indianapolis, Indiana, USA",https://www.godbyhpe.com/?utm_source=Google&utm_medium=GBP&utm_campaign=GBP&utm_id=GBP,+1 317-471-8700,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPDI9-Gb-VaL5j-zfMfhx1l7U0C-3wxtUEgqsLn=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:22:57.525Z,
"https://www.google.com/maps/place/Bassett+Services:+Heating,+Cooling,+Plumbing,+Electrical/data=!4m7!3m6!1s0x886b4d2640d44cb9:0x4024adef10155dd9!8m2!3d39.9057112!4d-86.0359604!16s%2Fg%2F11vcv0ltlc!19sChIJuUzUQCZNa4gR2V0VEO-tJEA","Bassett Services: Heating, Cooling, Plumbing, Electrical",4.8,1744,Furnace repair service,,"7510 E 82nd St, Indianapolis, IN 46256, United States","WX47+7J Indianapolis, Indiana, USA",https://bassettservices.com/indianapolis/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*044*bassett-services-indianapolis,+1 317-360-0054,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPk9I6VW9Czr6f-RYRZS4EtUDFRpHTVclhdJdc1=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:23:02.391Z,
https://www.google.com/maps/place/Electric+Today/data=!4m7!3m6!1s0x8814a92c9acf7b75:0x8ffcc8d20ea887d1!8m2!3d39.925931!4d-86.26542!16s%2Fg%2F11bzsf4x3_!19sChIJdXvPmiypFIgR0YeoDtLI_I8,Electric Today,4.7,67,Electrician,,"6400 Technology Center Dr ste 100, Indianapolis, IN 46278, United States","WPGM+9R Indianapolis, Indiana, USA",https://electric-today.com/,+1 317-252-0380,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOwq7djwXh2zZ1kS3CwH37kwfNBOIC-dDGGNi2e=w452-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:23:07.310Z,
https://www.google.com/maps/place/Runyon+Surface+Prep+Rental+%26+Supply/data=!4m7!3m6!1s0x8814adab7c9357bd:0x18ad114e5fca88ab!8m2!3d39.9619246!4d-86.1375946!16s%2Fg%2F1jkxgvs4k!19sChIJvVeTfKutFIgRq4jKX04RrRg,Runyon Surface Prep Rental & Supply,4.9,54,Concrete product supplier,,"1402 Chase Ct, Carmel, IN 46032, United States","XV66+QX Carmel, Indiana, USA",http://www.runyonsurfaceprep.com/,+1 317-559-2699,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPICFTgokNgXk8Ef-s6sNYDrBg-Lb_bUySIAG0X=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:23:12.168Z,
https://www.google.com/maps/place/Summit+Electrical+LLC/data=!4m7!3m6!1s0x6b5b5c935b28a8df:0x4cb35d133510d0dc!8m2!3d39.7757378!4d-86.0919155!16s%2Fg%2F11y3yqzjlm!19sChIJ36goW5NcW2sR3NAQNRNds0w,Summit Electrical LLC,5.0,4,Electrician,,,,https://summitelcllc.com/,+1 317-223-3106,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPEXfCAafAyU3E-EO4vQR5Hs8eHNTDCcOvtw88G=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:23:17.044Z,
https://www.google.com/maps/place/Services+%26+Supply+Inc/data=!4m7!3m6!1s0x886ca8f1e52276c1:0x4346ee96671ac2d2!8m2!3d39.7845806!4d-86.3064386!16s%2Fg%2F1tcxdz05!19sChIJwXYi5fGobIgR0sIaZ5buRkM,Services & Supply Inc,4.6,9,Electric generator shop,· Delivery,"1415 Country Club Rd, Indianapolis, IN 46234, United States","QMMV+RC Indianapolis, Indiana, USA",http://indiana-power.net/,,,,https://lh3.googleusercontent.com/p/AF1QipMzQU1ROy5PX7bJ1edmSAn26Hxw5_vzh-EwsPKu=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:23:19.898Z,
"https://www.google.com/maps/place/Midcontinent+Independent+System+Operator+(MISO)/@39.9668785,-86.1442439,17z/data=!3m1!4b1!4m6!3m5!1s0x8814ac5053934165:0x7cc9a5cb96e8af1f!8m2!3d39.9668785!4d-86.1442439!16s%2Fg%2F11fxdzw_vj",Midcontinent Independent System Operator (MISO),4.3,13,Electric utility company,,"701 City Center Dr, Carmel, IN 46032, United States","XV84+Q8 Carmel, Indiana, USA",https://www.misoenergy.org/,+1 317-249-5400,Closed · Opens 8 am Mon,,,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2026-01-10T22:23:26.661Z,
